Date,Open_PM,High_PM,Low_PM,Close_PM,Volume_PM,AdjClose_PM
2013-07-31,89.139999,89.940002,88.830002,89.18,5371200,78.525426
2013-08-01,89.610001,89.900002,89.370003,89.709999,5262700,78.992105
2013-08-02,89.389999,89.75,89.110001,89.589996,3507000,78.886439
2013-08-05,89.389999,89.559998,88.709999,89.220001,2791100,78.560648
2013-08-06,89.010002,89.169998,88.559998,88.769997,4230000,78.164407
2013-08-07,88.650002,88.650002,87.879997,88.209999,4218900,77.671314
2013-08-08,88.519997,89.800003,88.410004,89.360001,4193400,78.683922
2013-08-09,89.349998,89.57,88.43,88.699997,3338200,78.10277
2013-08-12,88.209999,88.730003,88.0,88.300003,2918500,77.750565
2013-08-13,88.209999,88.589996,87.580002,88.330002,3035900,77.77698
2013-08-14,88.519997,88.980003,87.809998,88.18,2942200,77.644899
2013-08-15,87.790001,88.029999,86.949997,87.139999,3630400,76.72915
2013-08-16,86.699997,87.150002,85.599998,85.75,4711100,75.505217
2013-08-19,85.599998,85.800003,85.059998,85.160004,4447100,74.98571
2013-08-20,85.220001,85.239998,84.18,84.209999,5963200,74.149205
2013-08-21,84.129997,84.809998,83.669998,83.769997,7091700,73.76177
2013-08-22,83.739998,84.370003,83.739998,84.169998,4718800,74.113983
2013-08-23,84.349998,85.639999,84.269997,85.370003,4331400,75.17062
2013-08-26,85.5,85.650002,84.410004,84.410004,3420100,74.325314
2013-08-27,83.989998,84.589996,83.529999,84.110001,5002600,74.061153
2013-08-28,83.769997,83.809998,82.900002,82.949997,6096300,73.039738
2013-08-29,83.029999,84.419998,82.860001,83.879997,4510700,73.858629
2013-08-30,83.669998,84.0,83.150002,83.440002,4386000,73.471202
2013-09-03,83.830002,84.389999,83.160004,83.400002,4725500,73.43598
2013-09-04,83.279999,84.309998,83.199997,83.849998,3708000,73.832214
2013-09-05,83.959999,84.75,83.690002,84.099998,4310700,74.052346
2013-09-06,84.379997,84.620003,83.559998,84.190002,3574500,74.131597
2013-09-09,84.410004,84.519997,83.730003,84.510002,3965200,74.413365
2013-09-10,84.790001,84.910004,84.040001,84.230003,4462500,74.166819
2013-09-11,84.690002,86.580002,84.610001,86.559998,5591800,76.218442
2013-09-12,86.599998,86.730003,85.980003,86.279999,4237800,75.971896
2013-09-13,86.489998,87.879997,86.489998,87.779999,4455700,77.292687
2013-09-16,88.68,89.080002,87.730003,87.849998,4262900,77.354324
2013-09-17,87.769997,88.349998,87.720001,88.220001,4154100,77.680121
2013-09-18,88.309998,90.220001,87.830002,89.949997,5829800,79.20343
2013-09-19,90.080002,91.25,89.889999,90.540001,4761800,79.722944
2013-09-20,90.660004,90.959999,90.360001,90.470001,20793500,79.661307
2013-09-23,90.120003,90.160004,89.260002,89.75,13825500,79.027327
2013-09-24,88.489998,88.550003,87.269997,87.410004,5731000,77.781549
2013-09-25,87.400002,87.599998,86.559998,86.910004,3990000,77.336625
2013-09-26,87.019997,87.720001,86.769997,87.690002,3597600,78.030705
2013-09-27,87.260002,87.459999,86.720001,87.330002,3319400,77.710359
2013-09-30,86.720001,87.209999,86.279999,86.589996,4288500,77.051867
2013-10-01,86.730003,87.43,86.519997,87.370003,3538600,77.745954
2013-10-02,86.980003,87.769997,86.57,87.720001,4335900,78.057399
2013-10-03,87.540001,87.949997,86.800003,87.489998,3987700,77.852731
2013-10-04,87.440002,87.690002,86.739998,87.040001,3600100,77.452303
2013-10-07,86.629997,87.260002,86.470001,86.580002,3728500,77.042974
2013-10-08,86.419998,87.029999,85.900002,85.940002,4643400,76.473472
2013-10-09,86.080002,86.419998,84.160004,84.160004,7307300,74.889545
2013-10-10,84.800003,86.199997,84.800003,86.160004,5831400,76.66924
2013-10-11,86.290001,86.709999,84.709999,85.029999,5988600,75.663708
2013-10-14,84.690002,87.050003,84.660004,86.690002,4534500,77.140858
2013-10-15,86.559998,86.559998,85.400002,85.5,4978700,76.081937
2013-10-16,85.949997,86.25,85.400002,86.089996,4808700,76.606944
2013-10-17,85.830002,87.5,85.790001,86.889999,6286300,77.318824
2013-10-18,86.849998,87.239998,86.110001,86.93,5654300,77.354419
2013-10-21,86.639999,86.970001,86.379997,86.849998,3437900,77.28323
2013-10-22,86.769997,87.919998,86.209999,87.779999,5247600,78.110788
2013-10-23,87.400002,88.82,87.290001,88.120003,4229100,78.413339
2013-10-24,88.650002,89.209999,88.010002,88.18,5116000,78.466728
2013-10-25,87.769997,88.650002,87.690002,88.599998,4610000,78.840462
2013-10-28,88.730003,90.379997,88.510002,89.900002,5250800,79.997266
2013-10-29,90.099998,90.5,89.400002,90.360001,4294300,80.406595
2013-10-30,90.589996,90.660004,89.309998,89.339996,3723500,79.498947
2013-10-31,89.230003,90.099998,88.800003,89.120003,5339800,79.303187
2013-11-01,89.360001,90.150002,89.199997,89.760002,4094500,79.872688
2013-11-04,90.150002,90.349998,89.589996,90.25,3589200,80.308712
2013-11-05,90.07,90.489998,89.830002,90.129997,3085100,80.201927
2013-11-06,90.440002,91.239998,90.279999,91.010002,3902600,80.984997
2013-11-07,91.040001,91.25,89.589996,89.970001,5184400,80.059555
2013-11-08,89.739998,89.790001,88.709999,89.410004,4972600,79.561243
2013-11-11,89.360001,90.970001,89.25,89.730003,3417700,79.845994
2013-11-12,89.610001,89.760002,88.830002,89.75,3910100,79.863788
2013-11-13,89.400002,90.720001,89.360001,90.620003,3723300,80.637957
2013-11-14,90.669998,91.239998,90.589996,90.699997,3765700,80.70914
2013-11-15,90.550003,91.400002,90.480003,91.360001,4089300,81.296442
2013-11-18,91.32,91.809998,91.32,91.639999,3463800,81.545599
2013-11-19,91.449997,91.68,91.040001,91.470001,3162500,81.394326
2013-11-20,91.529999,91.809998,88.599998,89.300003,10067500,79.463359
2013-11-21,87.339996,87.959999,84.900002,86.599998,15638000,77.060768
2013-11-22,86.779999,87.290001,86.279999,86.949997,7114700,77.372213
2013-11-25,87.139999,87.18,86.209999,86.290001,4688400,76.784917
2013-11-26,86.120003,86.370003,84.860001,85.480003,8403300,76.064143
2013-11-27,85.440002,85.769997,85.25,85.5,3626400,76.081937
2013-11-29,85.75,86.010002,85.300003,85.540001,2990400,76.117532
2013-12-02,85.330002,85.699997,85.0,85.07,3904000,75.699303
2013-12-03,84.849998,85.760002,84.849998,85.760002,5200800,76.313299
2013-12-04,85.32,86.040001,85.010002,85.910004,4495400,76.446778
2013-12-05,85.690002,86.089996,85.110001,85.510002,5591800,76.090838
2013-12-06,86.309998,86.550003,85.599998,85.830002,4844800,76.375588
2013-12-09,86.040001,86.440002,85.589996,86.349998,4597600,76.838306
2013-12-10,86.25,86.489998,85.379997,85.790001,4756300,76.339994
2013-12-11,86.010002,86.290001,85.510002,85.919998,5352100,76.455671
2013-12-12,85.730003,85.849998,85.209999,85.32,4616800,75.921764
2013-12-13,85.449997,85.580002,84.900002,85.239998,3650000,75.850575
2013-12-16,85.269997,85.269997,84.620003,84.75,5500600,75.414552
2013-12-17,84.709999,84.860001,84.32,84.650002,5663200,75.325568
2013-12-18,84.989998,85.559998,83.809998,85.480003,6874300,76.064143
2013-12-19,85.330002,85.68,84.82,85.480003,5667300,76.064143
2013-12-20,85.550003,85.860001,85.309998,85.519997,9643600,76.099731
2013-12-23,84.839996,85.389999,84.330002,85.25,4166600,76.702554
2013-12-24,85.089996,85.989998,85.010002,85.43,1909600,76.864507
2013-12-26,85.480003,86.139999,85.43,86.010002,2624000,77.386356
2013-12-27,86.199997,86.93,86.089996,86.739998,3046000,78.04316
2013-12-30,86.57,86.889999,85.839996,86.599998,3908300,77.917197
2013-12-31,86.629997,87.339996,86.419998,87.129997,3799000,78.394056
2014-01-02,87.0,87.199997,85.75,86.019997,3748000,77.395348
2014-01-03,86.25,86.5,85.510002,85.529999,3847000,76.954479
2014-01-06,85.550003,85.57,84.550003,84.93,5323900,76.414638
2014-01-07,85.120003,85.669998,84.529999,84.68,7502500,76.189704
2014-01-08,84.5,84.610001,82.93,83.269997,10906300,74.921072
2014-01-09,83.25,83.629997,82.610001,83.309998,6690100,74.957062
2014-01-10,83.959999,84.050003,82.410004,82.57,9047600,74.291259
2014-01-13,82.440002,82.959999,82.269997,82.449997,6999000,74.183288
2014-01-14,82.739998,83.0,82.309998,82.449997,6103200,74.183288
2014-01-15,82.449997,83.300003,82.349998,83.080002,5525800,74.750127
2014-01-16,82.959999,84.550003,82.620003,84.519997,6866200,76.045743
2014-01-17,84.129997,84.260002,83.199997,83.330002,6171600,74.975061
2014-01-21,84.32,84.540001,83.410004,83.989998,4528100,75.568884
2014-01-22,83.919998,84.410004,83.449997,84.190002,3401900,75.748835
2014-01-23,83.610001,84.410004,83.0,83.540001,4534300,75.164005
2014-01-24,82.959999,83.18,81.5,81.5,8040200,73.328541
2014-01-27,81.629997,81.860001,80.769997,80.779999,5444200,72.68073
2014-01-28,80.889999,81.010002,80.510002,80.809998,5951100,72.707721
2014-01-29,80.470001,80.470001,78.330002,79.440002,10371500,71.475086
2014-01-30,79.610001,79.800003,78.93,79.089996,7011600,71.160173
2014-01-31,78.309998,78.949997,77.190002,78.139999,8001800,70.305425
2014-02-03,78.089996,78.190002,75.279999,75.389999,9837000,67.831149
2014-02-04,75.849998,77.230003,75.57,76.879997,7917900,69.171755
2014-02-05,76.559998,77.080002,76.059998,76.900002,7038800,69.189754
2014-02-06,76.879997,78.790001,76.660004,78.110001,8400900,70.278434
2014-02-07,78.330002,80.290001,78.169998,80.25,8628100,72.20387
2014-02-10,79.949997,80.099998,78.440002,78.809998,6526000,70.908247
2014-02-11,78.610001,79.5,78.010002,79.459999,6011300,71.493078
2014-02-12,79.639999,79.660004,78.309998,78.440002,5160000,70.575349
2014-02-13,78.25,79.32,77.550003,79.239998,4595200,71.295134
2014-02-14,79.309998,80.550003,78.879997,80.389999,6641400,72.329833
2014-02-18,80.209999,80.940002,80.0,80.010002,5987900,71.987935
2014-02-19,79.769997,80.190002,79.5,79.599998,4469700,71.61904
2014-02-20,79.629997,80.150002,79.25,79.709999,4545900,71.718012
2014-02-21,79.639999,79.940002,78.900002,78.970001,5425100,71.052208
2014-02-24,78.790001,79.639999,78.519997,79.169998,5043600,71.232153
2014-02-25,79.400002,80.089996,79.330002,79.93,5361500,71.915955
2014-02-26,80.050003,80.080002,78.919998,79.5,5278200,71.529068
2014-02-27,79.5,81.139999,79.349998,80.779999,5974200,72.68073
2014-02-28,81.160004,81.599998,80.510002,80.910004,4569000,72.7977
2014-03-03,80.25,80.970001,79.769997,80.449997,5289900,72.383815
2014-03-04,81.0,81.860001,80.989998,81.580002,5595700,73.400522
2014-03-05,81.870003,81.879997,80.769997,81.07,3844300,72.941654
2014-03-06,81.199997,81.5,80.790001,80.910004,5150000,72.7977
2014-03-07,81.019997,81.040001,79.220001,80.339996,5384600,72.284843
2014-03-10,80.32,80.57,80.040001,80.43,4571400,72.365823
2014-03-11,80.620003,80.849998,79.150002,79.519997,5318200,71.54706
2014-03-12,79.150002,79.449997,78.790001,79.169998,4363900,71.232153
2014-03-13,79.410004,79.889999,79.059998,79.230003,4285700,71.286142
2014-03-14,79.25,80.480003,79.18,79.889999,4814700,71.879965
2014-03-17,80.010002,80.68,80.0,80.279999,4453800,72.230861
2014-03-18,80.279999,80.910004,80.139999,80.470001,3698700,72.401814
2014-03-19,80.470001,81.199997,79.410004,79.660004,4961100,71.673029
2014-03-20,79.629997,80.459999,79.449997,80.43,4402700,72.365823
2014-03-21,81.089996,81.449997,80.540001,81.0,10868500,72.878673
2014-03-24,81.120003,81.190002,80.309998,80.419998,5277300,72.356824
2014-03-25,79.68,80.360001,79.669998,80.199997,4736800,73.012297
2014-03-26,80.18,81.040001,80.18,80.419998,4872200,73.212581
2014-03-27,80.25,80.43,79.93,80.07,4652800,72.89395
2014-03-28,80.209999,81.019997,80.150002,81.019997,4106000,73.758806
2014-03-31,81.230003,81.949997,81.029999,81.870003,6300400,74.532633
2014-04-01,81.739998,82.330002,81.699997,82.209999,5297200,74.842158
2014-04-02,82.32,82.5,82.160004,82.459999,4265000,75.069753
2014-04-03,82.529999,82.68,82.0,82.279999,3642600,74.905884
2014-04-04,82.93,83.150002,82.519997,82.809998,5710300,75.388383
2014-04-07,82.760002,83.32,82.730003,82.889999,5229900,75.461215
2014-04-08,82.970001,84.239998,82.970001,83.82,5546700,76.307867
2014-04-09,83.959999,84.019997,83.269997,83.879997,3845000,76.362487
2014-04-10,84.080002,84.970001,83.360001,83.519997,6411300,76.034751
2014-04-11,83.360001,83.989998,82.709999,83.139999,5563000,75.68881
2014-04-14,83.650002,84.470001,83.360001,84.169998,4928000,76.626498
2014-04-15,84.089996,84.480003,83.550003,84.379997,4872600,76.817676
2014-04-16,84.75,84.82,84.099998,84.790001,5248400,77.190935
2014-04-17,83.620003,84.050003,82.120003,83.150002,7858500,75.697915
2014-04-21,82.980003,83.610001,82.5,83.5,3709400,76.016546
2014-04-22,83.349998,83.889999,82.959999,83.540001,3728000,76.052962
2014-04-23,83.489998,83.940002,83.25,83.349998,3745500,75.879988
2014-04-24,83.199997,84.010002,83.010002,83.489998,3697000,76.007441
2014-04-25,83.400002,84.199997,83.400002,84.110001,4375200,76.571877
2014-04-28,84.580002,85.620003,84.470001,84.980003,7172000,77.363909
2014-04-29,84.980003,85.830002,84.870003,85.190002,4488500,77.555087
2014-04-30,85.010002,85.589996,84.790001,85.43,4974100,77.773576
2014-05-01,85.489998,85.959999,85.209999,85.720001,3504500,78.037586
2014-05-02,85.769997,85.769997,85.150002,85.379997,3596100,77.728054
2014-05-05,85.019997,85.510002,84.82,85.339996,2328300,77.691638
2014-05-06,85.18,85.550003,85.0,85.279999,3258100,77.637018
2014-05-07,85.290001,85.93,85.110001,85.800003,3605000,78.110418
2014-05-08,85.709999,86.379997,85.199997,86.209999,3510800,78.483669
2014-05-09,86.029999,86.519997,85.940002,86.400002,2863700,78.656643
2014-05-12,86.82,86.900002,85.889999,86.129997,3232800,78.410837
2014-05-13,86.279999,86.32,85.629997,85.93,3710200,78.228765
2014-05-14,85.910004,86.269997,85.589996,85.75,3195000,78.064896
2014-05-15,85.800003,86.190002,85.150002,85.330002,4108200,77.682539
2014-05-16,85.230003,85.980003,85.199997,85.769997,6359700,78.083101
2014-05-19,85.720001,85.800003,85.339996,85.739998,2706100,78.055791
2014-05-20,85.480003,85.5,85.019997,85.220001,3396700,77.582397
2014-05-21,85.209999,86.5,84.93,86.150002,4995100,78.429049
2014-05-22,86.18,86.730003,85.870003,86.290001,4631100,78.556501
2014-05-23,86.139999,86.900002,86.120003,86.57,3790800,78.811406
2014-05-27,86.529999,87.160004,86.220001,86.910004,4153800,79.120938
2014-05-28,86.879997,87.5,86.480003,87.349998,4278900,79.521499
2014-05-29,87.620003,88.699997,87.379997,88.370003,4782200,80.450089
2014-05-30,88.25,88.800003,88.050003,88.540001,4173100,80.604851
2014-06-02,88.330002,88.739998,88.050003,88.32,3233900,80.404567
2014-06-03,88.25,88.489998,87.620003,87.889999,3073000,80.013104
2014-06-04,87.769997,88.209999,87.57,87.970001,2517400,80.085936
2014-06-05,88.0,88.160004,87.669998,87.900002,3347300,80.02221
2014-06-06,88.0,88.559998,87.900002,88.330002,2543600,80.413673
2014-06-09,88.010002,88.470001,87.809998,88.330002,2864400,80.413673
2014-06-10,87.889999,88.57,87.809998,88.389999,3476500,80.468293
2014-06-11,88.160004,88.739998,88.160004,88.440002,3261400,80.513815
2014-06-12,88.209999,88.709999,88.07,88.239998,3950000,80.331735
2014-06-13,88.169998,88.629997,87.879997,88.449997,3162800,80.522914
2014-06-16,88.370003,89.360001,88.07,89.029999,4550100,81.050934
2014-06-17,88.779999,89.0,88.410004,88.739998,4217400,80.786924
2014-06-18,88.82,89.970001,88.440002,89.879997,4837600,81.824754
2014-06-19,89.970001,91.470001,89.910004,91.339996,7145000,83.153905
2014-06-20,91.389999,91.629997,90.779999,91.139999,9003100,82.971832
2014-06-23,91.150002,91.239998,90.269997,90.43,5492400,82.325465
2014-06-24,89.120003,89.940002,88.730003,89.370003,5337600,82.215072
2014-06-25,89.300003,89.300003,88.279999,88.889999,4663400,81.773497
2014-06-26,86.800003,86.910004,85.980003,86.489998,10749000,79.565639
2014-06-27,86.169998,86.169998,84.050003,84.849998,16140800,78.056938
2014-06-30,84.629997,84.900002,84.160004,84.309998,8020400,77.560169
2014-07-01,84.349998,84.540001,83.870003,84.209999,6615400,77.468176
2014-07-02,84.209999,85.099998,83.830002,84.860001,4335400,78.066139
2014-07-03,84.760002,86.089996,84.730003,85.690002,3562500,78.829691
2014-07-07,85.580002,86.449997,85.459999,86.080002,4229900,79.188467
2014-07-08,86.129997,86.660004,85.940002,86.290001,3726100,79.381654
2014-07-09,86.510002,86.849998,85.82,86.029999,3188000,79.142467
2014-07-10,85.610001,86.040001,84.879997,84.900002,5465500,78.102937
2014-07-11,85.599998,86.080002,84.839996,85.410004,4861300,78.572109
2014-07-14,85.919998,86.260002,85.75,85.949997,3470200,79.06887
2014-07-15,85.57,85.610001,84.480003,84.589996,5770400,77.817751
2014-07-16,84.989998,85.550003,84.489998,84.699997,6244300,77.918945
2014-07-17,84.580002,86.650002,84.519997,84.550003,5932700,77.78096
2014-07-18,85.010002,86.150002,84.900002,86.019997,4563900,79.133266
2014-07-21,85.290001,85.779999,85.199997,85.57,3273300,78.719296
2014-07-22,85.660004,85.889999,85.260002,85.379997,2741900,78.544505
2014-07-23,85.529999,85.730003,84.970001,85.080002,2750300,78.268527
2014-07-24,85.290001,85.779999,85.25,85.540001,3703000,78.691699
2014-07-25,85.32,85.529999,84.57,84.849998,2715100,78.056938
2014-07-28,84.980003,84.980003,84.099998,84.480003,3053900,77.716564
2014-07-29,84.5,85.379997,84.5,84.650002,2677200,77.872952
2014-07-30,84.720001,85.07,83.139999,83.190002,4670900,76.52984
2014-07-31,82.959999,82.989998,82.0,82.010002,4633400,75.44431
2014-08-01,82.0,82.589996,81.720001,81.900002,3956500,75.343116
2014-08-04,81.800003,82.330002,81.5,82.129997,3293400,75.554699
2014-08-05,81.849998,82.260002,81.190002,81.580002,3710200,75.048736
2014-08-06,81.589996,83.949997,81.589996,83.480003,5053700,76.796624
2014-08-07,83.550003,83.900002,82.379997,82.709999,4445100,76.088266
2014-08-08,82.800003,83.949997,82.599998,83.839996,3809400,77.127796
2014-08-11,83.970001,84.959999,83.75,84.349998,3414500,77.596967
2014-08-12,84.120003,84.260002,83.739998,84.18,2196300,77.440579
2014-08-13,84.440002,84.82,84.230003,84.470001,2360600,77.707363
2014-08-14,84.489998,84.989998,84.470001,84.93,1795900,78.130534
2014-08-15,85.099998,85.169998,83.82,84.5,4226900,77.73496
2014-08-18,84.709999,85.099998,84.629997,84.989998,3080800,78.185729
2014-08-19,85.099998,85.470001,84.629997,85.379997,2272800,78.544505
2014-08-20,85.209999,85.370003,84.599998,85.089996,2441400,78.277721
2014-08-21,85.230003,85.690002,85.120003,85.150002,2183800,78.332922
2014-08-22,84.82,85.230003,84.199997,84.339996,3774400,77.587766
2014-08-25,84.93,85.540001,84.93,85.190002,2858700,78.369721
2014-08-26,85.239998,85.459999,84.830002,85.260002,2466200,78.434116
2014-08-27,85.129997,85.290001,84.830002,85.25,2094300,78.424915
2014-08-28,84.919998,85.379997,84.839996,85.260002,1797300,78.434116
2014-08-29,85.279999,85.690002,85.040001,85.580002,2570600,78.728497
2014-09-02,85.300003,85.900002,85.059998,85.489998,3344100,78.645699
2014-09-03,85.849998,85.879997,85.199997,85.400002,2448900,78.562908
2014-09-04,85.769997,85.790001,84.790001,84.989998,3143300,78.185729
2014-09-05,85.059998,85.5,84.809998,85.449997,2782300,78.6089
2014-09-08,85.290001,85.360001,83.919998,84.0,4851400,77.27499
2014-09-09,84.099998,84.309998,83.629997,83.830002,3892300,77.118601
2014-09-10,84.120003,84.410004,83.809998,84.190002,3433300,77.449781
2014-09-11,84.150002,84.559998,83.949997,84.5,4369800,77.73496
2014-09-12,84.709999,84.75,83.720001,84.019997,3585700,77.293385
2014-09-15,84.290001,84.300003,83.879997,84.199997,3947100,77.458975
2014-09-16,84.160004,85.040001,84.059998,84.82,3269800,78.02934
2014-09-17,84.910004,85.339996,84.540001,84.900002,3626800,78.102937
2014-09-18,85.050003,85.269997,84.139999,84.720001,4322400,77.937348
2014-09-19,85.150002,85.68,84.699997,85.550003,7856500,78.7009
2014-09-22,85.089996,86.07,85.059998,86.050003,7002600,79.16087
2014-09-23,84.75,85.169998,83.629997,83.660004,5654000,77.867123
2014-09-24,83.599998,84.730003,83.559998,84.449997,5567300,78.602415
2014-09-25,84.0,84.199997,83.550003,83.699997,5222500,77.904347
2014-09-26,82.839996,83.339996,82.580002,83.230003,5491300,77.466897
2014-09-29,82.610001,82.949997,82.550003,82.660004,4656000,76.936366
2014-09-30,82.889999,83.519997,82.279999,83.400002,9732000,77.625124
2014-10-01,83.25,83.879997,83.209999,83.470001,5786400,77.690277
2014-10-02,83.599998,84.260002,83.18,84.209999,5509800,78.379035
2014-10-03,84.349998,84.849998,84.239998,84.510002,4301800,78.658265
2014-10-06,84.839996,84.849998,84.07,84.57,2674400,78.714108
2014-10-07,84.419998,84.790001,83.940002,83.980003,4504400,78.164965
2014-10-08,83.940002,85.129997,83.68,85.059998,5334600,79.170177
2014-10-09,85.18,85.989998,83.860001,83.919998,6376400,78.109115
2014-10-10,84.379997,85.25,84.279999,84.279999,5282100,78.444188
2014-10-13,84.599998,85.290001,83.970001,84.07,4399800,78.24873
2014-10-14,84.190002,84.629997,83.620003,83.690002,4784100,77.895044
2014-10-15,83.110001,83.849998,81.900002,83.580002,8409400,77.792661
2014-10-16,83.190002,85.32,83.0,85.260002,7058500,79.356332
2014-10-17,84.970001,86.010002,84.440002,86.0,7621700,80.045091
2014-10-20,85.760002,87.209999,85.709999,86.93,5537900,80.910695
2014-10-21,87.32,87.470001,86.620003,87.449997,4614100,81.394685
2014-10-22,87.220001,87.669998,87.120003,87.599998,5339700,81.5343
2014-10-23,87.949997,88.209999,87.510002,87.620003,4936500,81.552919
2014-10-24,87.860001,88.18,87.400002,88.059998,3255300,81.962447
2014-10-27,87.919998,88.669998,87.800003,88.040001,2847200,81.943835
2014-10-28,88.489998,88.489998,87.779999,88.269997,3631300,82.157906
2014-10-29,88.190002,88.830002,87.339996,87.910004,3448000,81.82284
2014-10-30,87.449997,88.68,86.910004,88.349998,2706400,82.232368
2014-10-31,88.790001,89.239998,88.470001,89.010002,4876200,82.846671
2014-11-03,88.849998,89.5,88.599998,89.190002,3361600,83.014207
2014-11-04,89.389999,89.910004,89.190002,89.449997,2752500,83.256199
2014-11-05,89.830002,90.25,89.089996,89.900002,4061000,83.675044
2014-11-06,89.68,89.830002,87.18,87.5,6109300,81.441226
2014-11-07,87.5,88.199997,87.260002,88.120003,3219400,82.018298
2014-11-10,87.830002,88.5,87.519997,88.419998,3191800,82.29752
2014-11-11,88.440002,88.480003,87.839996,88.089996,2412800,81.990369
2014-11-12,88.040001,88.129997,87.57,87.900002,2832900,81.81353
2014-11-13,88.040001,88.699997,87.529999,87.860001,3163600,81.776299
2014-11-14,87.349998,87.400002,85.489998,86.279999,6011300,80.305701
2014-11-17,86.330002,87.5,86.169998,87.300003,3644600,81.255077
2014-11-18,87.470001,87.599998,87.089996,87.129997,3653700,81.096843
2014-11-19,86.949997,87.199997,86.470001,86.830002,4529900,80.81762
2014-11-20,86.5,86.5,85.57,85.809998,6328600,79.868244
2014-11-21,86.150002,87.040001,86.110001,87.0,6851900,80.975847
2014-11-24,87.300003,87.610001,86.470001,86.5,3888600,80.510469
2014-11-25,86.489998,86.730003,86.160004,86.300003,5054400,80.32432
2014-11-26,86.660004,86.910004,86.419998,86.599998,2665700,80.603543
2014-11-28,87.199997,87.57,86.769997,86.93,3230900,80.910695
2014-12-01,86.370003,87.029999,85.699997,86.5,3554100,80.510469
2014-12-02,86.580002,87.43,86.519997,87.389999,4077500,81.338842
2014-12-03,87.150002,87.68,86.769997,87.650002,3862000,81.580841
2014-12-04,87.269997,87.480003,86.370003,87.150002,4111000,81.115462
2014-12-05,87.279999,87.330002,86.709999,87.139999,4236600,81.106153
2014-12-08,86.419998,87.160004,86.330002,86.790001,3270600,80.780389
2014-12-09,86.050003,86.580002,85.25,86.559998,3467800,80.566312
2014-12-10,86.489998,86.589996,85.269997,85.599998,4625600,79.672786
2014-12-11,85.629997,86.809998,85.599998,85.970001,4182700,80.017169
2014-12-12,85.589996,86.370003,84.389999,84.419998,4922800,78.574493
2014-12-15,84.529999,84.879997,82.379997,82.449997,7286900,76.740901
2014-12-16,82.199997,82.959999,81.349998,81.389999,8405200,75.754301
2014-12-17,81.809998,82.260002,81.160004,81.849998,6673400,76.182448
2014-12-18,82.699997,84.050003,82.389999,84.019997,6701800,78.202189
2014-12-19,84.169998,84.389999,82.629997,83.050003,9128000,77.299361
2014-12-22,82.480003,83.160004,82.160004,82.970001,5951700,78.166087
2014-12-23,83.220001,83.580002,83.010002,83.300003,4433700,78.476982
2014-12-24,83.400002,83.57,83.059998,83.150002,1748300,78.335665
2014-12-26,83.099998,83.690002,83.029999,83.339996,1705500,78.514659
2014-12-29,83.029999,83.529999,82.739998,83.199997,2629000,78.382766
2014-12-30,83.150002,83.480003,82.389999,82.5,2708100,77.723298
2014-12-31,82.730003,82.82,81.360001,81.449997,3709300,76.73409
2015-01-02,81.599998,81.790001,80.629997,81.019997,3787700,76.328986
