Date,Open_UHS,High_UHS,Low_UHS,Close_UHS,Volume_UHS,AdjClose_UHS
2014-07-16,95.75,97.050003,94.5,96.980003,2044600,96.334234
2014-07-17,96.580002,97.550003,95.269997,95.519997,693300,94.883949
2014-07-18,95.550003,96.949997,94.790001,96.300003,582100,95.658761
2014-07-21,95.82,96.169998,94.260002,95.879997,405700,95.241552
2014-07-22,96.07,97.900002,93.93,96.900002,1325900,96.254765
2014-07-23,97.029999,98.139999,95.889999,97.559998,1144100,96.910366
2014-07-24,98.379997,98.900002,97.309998,97.540001,1139900,96.890502
2014-07-25,105.0,108.800003,103.330002,104.230003,2853200,103.535957
2014-07-28,104.879997,108.959999,104.699997,108.07,2140500,107.350384
2014-07-29,108.379997,110.43,107.400002,109.040001,1107500,108.313926
2014-07-30,109.07,109.440002,107.529999,108.120003,873500,107.400054
2014-07-31,107.919998,107.919998,105.639999,106.599998,1017600,105.890171
2014-08-01,106.550003,107.910004,104.760002,105.370003,899900,104.668366
2014-08-04,105.800003,106.620003,105.010002,106.449997,739200,105.741169
2014-08-05,106.400002,107.669998,105.809998,106.879997,748800,106.168306
2014-08-06,106.43,108.029999,105.889999,106.800003,545900,106.088844
2014-08-07,107.25,108.190002,106.57,107.449997,741000,106.73451
2014-08-08,107.349998,108.099998,105.160004,107.120003,652000,106.406713
2014-08-11,107.239998,108.040001,106.379997,106.900002,532500,106.188177
2014-08-12,107.0,107.669998,105.900002,107.209999,652800,106.49611
2014-08-13,107.309998,108.989998,107.309998,108.879997,640700,108.154988
2014-08-14,109.169998,110.330002,109.089996,109.919998,470700,109.188064
2014-08-15,110.089996,110.43,108.650002,109.620003,301100,108.890066
2014-08-18,110.199997,111.699997,109.75,111.699997,457000,110.95621
2014-08-19,112.18,112.43,111.379997,112.190002,484400,111.442952
2014-08-20,111.760002,112.540001,110.889999,112.339996,421000,111.591948
2014-08-21,112.32,112.870003,111.949997,112.379997,507100,111.631682
2014-08-22,112.440002,113.279999,112.0,113.0,500600,112.247556
2014-08-25,113.449997,113.639999,112.5,113.160004,426200,112.406495
2014-08-26,113.580002,114.120003,113.150002,113.639999,472100,112.883294
2014-08-27,113.660004,113.839996,112.910004,113.400002,585500,112.644894
2014-08-28,113.199997,113.739998,112.779999,113.57,390800,112.91333
2014-08-29,113.43,115.440002,113.349998,114.440002,441400,113.778303
2014-09-02,114.779999,115.25,113.169998,114.660004,606800,113.997032
2014-09-03,114.57,115.639999,111.25,111.449997,1366600,110.805586
2014-09-04,111.260002,112.029999,105.400002,108.0,2855300,107.375537
2014-09-05,108.160004,108.639999,106.580002,107.550003,948000,106.928142
2014-09-08,107.709999,110.150002,107.709999,110.050003,1016400,109.413686
2014-09-09,110.480003,113.160004,110.160004,111.620003,1073900,110.974608
2014-09-10,112.040001,112.040001,110.080002,111.160004,618300,110.517269
2014-09-11,110.980003,113.610001,110.980003,113.25,712400,112.595181
2014-09-12,113.599998,113.900002,111.260002,111.709999,797500,111.064084
2014-09-15,112.43,113.209999,110.220001,111.25,1334400,110.606745
2014-09-16,110.809998,112.800003,110.610001,112.07,1407100,111.422003
2014-09-17,112.349998,112.870003,110.779999,111.669998,720800,111.024315
2014-09-18,111.889999,113.029999,111.489998,112.559998,872500,111.909168
2014-09-19,113.43,114.68,112.480003,113.93,13966800,113.271249
2014-09-22,113.769997,114.440002,112.769997,113.190002,1241200,112.53553
2014-09-23,113.389999,113.879997,112.410004,112.790001,987900,112.137841
2014-09-24,113.019997,115.370003,112.269997,114.839996,780500,114.175984
2014-09-25,114.75,114.75,111.510002,111.730003,827100,111.083973
2014-09-26,111.75,112.620003,108.480003,109.029999,1840100,108.39958
2014-09-29,109.029999,109.93,108.099998,109.550003,1706200,108.916578
2014-09-30,109.800003,110.169998,104.419998,104.5,2256000,103.895774
2014-10-01,104.620003,105.360001,102.610001,103.610001,1582900,103.010921
2014-10-02,103.629997,106.010002,102.559998,105.75,1192700,105.138546
2014-10-03,106.739998,108.110001,106.029999,107.400002,989100,106.779007
2014-10-06,107.519997,108.110001,105.190002,105.470001,1254800,104.860167
2014-10-07,105.330002,107.029999,104.68,105.720001,1073200,105.108721
2014-10-08,105.720001,108.220001,105.059998,108.169998,813400,107.544552
2014-10-09,107.809998,108.07,104.25,104.32,705200,103.716814
2014-10-10,104.389999,105.989998,103.779999,103.860001,756500,103.259475
2014-10-13,103.839996,105.150002,102.010002,102.139999,952900,101.549419
2014-10-14,102.699997,104.720001,100.230003,102.93,943300,102.334852
2014-10-15,101.160004,101.5,97.150002,100.260002,1785300,99.680292
2014-10-16,101.029999,103.739998,100.269997,103.239998,1299000,102.643057
2014-10-17,103.779999,105.07,103.040001,103.309998,863200,102.712652
2014-10-20,102.959999,104.980003,102.300003,104.910004,594600,104.303407
2014-10-21,105.760002,107.389999,105.550003,106.959999,767400,106.341549
2014-10-22,106.830002,107.099998,105.0,105.300003,769900,104.691151
2014-10-23,106.080002,107.709999,105.809998,106.580002,846600,105.963749
2014-10-24,106.82,108.620003,105.769997,108.589996,835600,107.962122
2014-10-27,108.349998,109.139999,107.529999,108.419998,930100,107.793106
2014-10-28,108.779999,110.449997,103.830002,107.449997,1309500,106.828714
2014-10-29,107.309998,107.830002,104.239998,104.720001,1260100,104.114503
2014-10-30,104.690002,105.019997,101.290001,102.660004,1664100,102.066417
2014-10-31,104.010002,104.220001,101.089996,103.709999,878700,103.110341
2014-11-03,103.639999,107.790001,102.839996,103.440002,908700,102.841905
2014-11-04,103.730003,103.779999,99.18,102.099998,1756000,101.509649
2014-11-05,102.669998,102.669998,98.239998,98.699997,2036500,98.129307
2014-11-06,99.019997,100.830002,99.019997,100.25,1230000,99.670348
2014-11-07,100.139999,100.309998,95.629997,97.93,2942100,97.363762
2014-11-10,98.43,99.300003,97.489998,97.809998,1071400,97.244454
2014-11-11,98.050003,98.900002,97.589996,98.82,719200,98.248616
2014-11-12,97.800003,99.190002,96.510002,99.059998,1546700,98.487226
2014-11-13,99.0,99.529999,98.050003,98.809998,1236900,98.238671
2014-11-14,98.610001,99.230003,97.760002,97.93,909300,97.363762
2014-11-17,97.949997,101.059998,97.800003,100.93,1241400,100.346416
2014-11-18,101.169998,103.860001,100.739998,103.5,927400,102.901556
2014-11-19,103.129997,103.849998,102.010002,102.209999,1102500,101.619014
2014-11-20,101.550003,103.900002,101.43,103.059998,1001600,102.464098
2014-11-21,103.75,104.669998,102.980003,103.550003,916700,102.95127
2014-11-24,103.379997,105.300003,103.080002,103.760002,1021100,103.160055
2014-11-25,103.720001,104.839996,103.459999,104.730003,732600,104.124447
2014-11-26,104.849998,105.190002,103.470001,104.0,555800,103.398665
2014-11-28,103.400002,105.040001,103.400002,104.620003,288300,104.115193
2014-12-01,104.900002,105.089996,103.230003,103.879997,555400,103.378758
2014-12-02,103.57,104.730003,103.43,104.339996,448300,103.836538
2014-12-03,104.290001,105.889999,104.290001,105.860001,588100,105.349208
2014-12-04,105.730003,107.730003,105.260002,106.919998,658200,106.40409
2014-12-05,107.139999,108.160004,106.650002,107.5,856900,106.981294
2014-12-08,107.839996,110.199997,107.300003,108.279999,710300,107.757529
2014-12-09,107.110001,107.379997,105.830002,107.300003,512000,106.782262
2014-12-10,106.940002,107.139999,105.550003,106.410004,807100,105.896557
2014-12-11,107.07,108.989998,106.730003,108.150002,426300,107.628159
2014-12-12,107.160004,109.379997,106.580002,106.639999,1164000,106.125443
2014-12-15,106.769997,108.0,104.949997,106.449997,936500,105.936357
2014-12-16,105.989998,107.309998,104.239998,104.370003,836100,103.866399
2014-12-17,104.599998,106.07,103.720001,105.599998,1023100,105.09046
2014-12-18,106.769997,109.669998,106.599998,109.669998,712900,109.140821
2014-12-19,110.129997,110.57,109.389999,109.870003,1235500,109.339861
2014-12-22,109.919998,110.790001,109.529999,110.660004,468500,110.12605
2014-12-23,111.07,111.379997,110.43,110.879997,677000,110.344982
2014-12-24,111.010002,112.589996,111.0,111.870003,266900,111.33021
2014-12-26,112.0,112.75,111.830002,112.32,485800,111.778036
2014-12-29,111.959999,112.419998,111.330002,111.629997,620600,111.091363
2014-12-30,111.370003,112.360001,110.839996,111.510002,585800,110.971947
2014-12-31,111.870003,112.18,110.900002,111.260002,1030700,110.723153
2015-01-02,112.050003,112.540001,109.739998,110.970001,628500,110.434552
2015-01-05,110.419998,111.150002,107.760002,108.699997,801600,108.1755
2015-01-06,108.529999,110.040001,108.059998,108.739998,1022200,108.215308
2015-01-07,110.300003,112.029999,109.779999,111.989998,914500,111.449627
2015-01-08,112.650002,113.470001,112.099998,113.139999,1006000,112.594079
2015-01-09,113.330002,113.610001,112.269997,112.849998,747300,112.305478
