Date,Open_DE,High_DE,Low_DE,Close_DE,Volume_DE,AdjClose_DE
2013-10-29,83.32,83.349998,82.300003,82.650002,3025900,77.187299
2013-10-30,82.809998,82.959999,82.07,82.209999,2992000,76.776379
2013-10-31,82.309998,82.989998,81.839996,81.839996,2893700,76.430831
2013-11-01,81.839996,81.919998,81.279999,81.639999,3165900,76.244053
2013-11-04,82.080002,82.230003,81.599998,81.790001,2256700,76.38414
2013-11-05,81.540001,82.099998,81.379997,81.800003,2484600,76.393481
2013-11-06,81.849998,82.389999,81.769997,81.800003,3769600,76.393481
2013-11-07,81.690002,82.290001,81.470001,81.559998,3579300,76.169339
2013-11-08,81.389999,82.18,80.760002,81.5,5590800,76.113307
2013-11-11,81.470001,82.050003,81.330002,81.860001,2561100,76.449513
2013-11-12,81.599998,82.18,81.489998,82.120003,2618600,76.692331
2013-11-13,81.580002,82.860001,81.580002,82.839996,2382000,77.364737
2013-11-14,83.139999,83.25,82.470001,82.849998,2447600,77.374078
2013-11-15,83.150002,83.410004,82.790001,82.830002,4738700,77.355403
2013-11-18,83.220001,84.349998,83.010002,83.660004,4488000,78.130546
2013-11-19,83.400002,83.449997,82.019997,82.809998,5361700,77.336721
2013-11-20,85.300003,85.489998,84.18,84.519997,8696700,78.933698
2013-11-21,84.669998,84.800003,83.209999,83.849998,4858700,78.307983
2013-11-22,83.839996,85.080002,83.709999,84.769997,3526300,79.167175
2013-11-25,84.559998,85.139999,84.300003,84.68,2618600,79.083127
2013-11-26,84.599998,84.889999,83.809998,83.839996,2205300,78.298642
2013-11-27,84.129997,85.0,83.699997,83.800003,1584500,78.261292
2013-11-29,83.980003,84.589996,83.919998,84.239998,1264200,78.672206
2013-12-02,84.260002,84.43,83.739998,83.870003,2083600,78.326665
2013-12-03,83.519997,83.559998,82.199997,82.709999,2528800,77.243331
2013-12-04,82.529999,86.720001,82.309998,85.379997,11464400,79.736858
2013-12-05,85.0,85.529999,84.43,84.860001,3427800,79.25123
2013-12-06,85.650002,85.849998,84.93,85.32,2583800,79.680826
2013-12-09,86.029999,87.410004,85.75,87.199997,4939400,81.436566
2013-12-10,87.260002,88.889999,87.260002,88.040001,5907900,82.22105
2013-12-11,87.769997,87.900002,87.019997,87.279999,3873100,81.51128
2013-12-12,87.050003,87.57,86.650002,86.839996,2497500,81.100359
2013-12-13,87.080002,87.529999,86.739998,87.18,2353200,81.417891
2013-12-16,87.589996,89.190002,87.580002,88.870003,4249700,82.996193
2013-12-17,88.790001,89.080002,88.169998,88.300003,3097800,82.463867
2013-12-18,88.489998,89.470001,88.029999,89.410004,3559400,83.500503
2013-12-19,89.360001,89.589996,88.82,89.410004,2517800,83.500503
2013-12-20,89.559998,90.190002,89.540001,90.080002,4404800,84.126218
2013-12-23,90.379997,90.849998,90.099998,90.639999,2271900,84.649203
2013-12-24,90.790001,91.360001,90.68,90.860001,1051300,84.854664
2013-12-26,91.089996,91.580002,90.879997,91.120003,1971500,85.097481
2013-12-27,90.889999,91.209999,90.360001,90.699997,2014000,85.181997
2013-12-30,90.739998,91.019997,90.510002,90.82,1659100,85.294699
2013-12-31,90.980003,91.489998,90.699997,91.330002,1850900,85.773674
2014-01-02,90.949997,91.300003,90.129997,90.260002,2462000,84.768771
2014-01-03,90.459999,91.25,90.099998,90.660004,2419600,85.144437
2014-01-06,91.059998,91.199997,89.5,89.910004,2914500,84.440066
2014-01-07,90.089996,90.800003,89.900002,90.309998,2293500,84.815725
2014-01-08,89.75,90.199997,89.07,89.339996,2901400,83.904736
2014-01-09,89.459999,89.940002,88.43,88.980003,3136500,83.566645
2014-01-10,89.279999,89.900002,88.660004,89.760002,3681900,84.29919
2014-01-13,89.68,90.879997,89.440002,89.510002,2812100,84.064399
2014-01-14,89.879997,90.559998,89.309998,89.699997,3467800,84.242835
2014-01-15,89.82,90.510002,89.699997,89.800003,4435500,84.336757
2014-01-16,90.110001,90.25,89.559998,89.830002,2436000,84.364931
2014-01-17,90.059998,90.129997,89.339996,89.349998,3241600,83.91413
2014-01-21,89.699997,89.900002,88.760002,89.379997,2277500,83.942304
2014-01-22,89.589996,89.629997,88.459999,88.660004,2269300,83.266113
2014-01-23,88.150002,88.730003,87.709999,87.879997,2719100,82.533561
2014-01-24,87.440002,87.68,85.290001,85.550003,4671300,80.345318
2014-01-27,86.739998,86.800003,85.580002,86.010002,3365500,80.777332
2014-01-28,86.099998,86.940002,86.010002,86.589996,2097800,81.322041
2014-01-29,85.860001,86.669998,85.610001,85.93,2400100,80.702197
2014-01-30,86.330002,86.800003,85.300003,86.580002,1997600,81.312654
2014-01-31,85.720001,86.790001,85.610001,85.959999,3384900,80.730371
2014-02-03,85.790001,86.330002,84.599998,84.779999,3381800,79.62216
2014-02-04,84.690002,85.410004,83.769997,85.110001,3013800,79.932085
2014-02-05,84.529999,84.910004,83.410004,84.699997,3157500,79.547025
2014-02-06,84.949997,85.949997,84.699997,85.43,3198500,80.232616
2014-02-07,85.760002,86.879997,85.739998,86.559998,2085400,81.293867
2014-02-10,86.68,87.639999,86.610001,87.360001,3844000,82.045199
2014-02-11,87.440002,88.059998,87.080002,87.459999,3674000,82.139114
2014-02-12,86.919998,87.949997,86.050003,86.900002,5472500,81.613186
2014-02-13,86.050003,86.269997,85.169998,85.849998,4414300,80.627063
2014-02-14,85.470001,86.169998,85.279999,85.839996,2716800,80.617669
2014-02-18,85.989998,86.080002,84.709999,85.099998,3450400,79.922691
2014-02-19,84.589996,85.489998,84.199997,84.290001,2876200,79.161972
2014-02-20,84.790001,85.339996,84.290001,85.120003,3241400,79.941478
2014-02-21,85.160004,85.440002,84.68,84.690002,2225800,79.537638
2014-02-24,84.940002,85.349998,84.709999,84.800003,2659300,79.640947
2014-02-25,84.779999,84.870003,84.0,84.050003,3002300,78.936575
2014-02-26,84.220001,84.660004,83.949997,84.349998,1884900,79.21832
2014-02-27,84.370003,85.290001,84.169998,84.970001,2711700,79.800603
2014-02-28,84.629997,86.720001,84.559998,85.93,3316600,80.702197
2014-03-03,85.629997,87.459999,85.300003,86.959999,5401000,81.669533
2014-03-04,87.419998,87.440002,86.260002,86.629997,3301200,81.359608
2014-03-05,86.5,87.209999,85.910004,86.919998,2267600,81.631966
2014-03-06,87.160004,88.410004,86.970001,88.230003,3797700,82.862273
2014-03-07,88.769997,89.239998,88.349998,88.800003,2841400,83.397595
2014-03-10,88.529999,88.580002,87.559998,88.519997,2499400,83.134624
2014-03-11,88.629997,89.669998,88.410004,89.110001,3434500,83.688733
2014-03-12,88.629997,89.059998,88.32,88.839996,2468700,83.435155
2014-03-13,88.970001,88.970001,87.580002,87.980003,2302500,82.627483
2014-03-14,87.93,88.400002,87.139999,87.199997,2881700,81.89493
2014-03-17,87.550003,88.139999,87.379997,87.489998,1893400,82.167288
2014-03-18,87.230003,88.0,87.199997,87.669998,1542000,82.336337
2014-03-19,87.440002,87.989998,86.739998,87.290001,2366200,81.979458
2014-03-20,87.129997,87.900002,86.82,87.57,1940700,82.242423
2014-03-21,88.209999,89.839996,87.879997,89.839996,6953100,84.374317
2014-03-24,88.919998,89.029999,88.040001,88.510002,3975100,83.125237
2014-03-25,88.769997,89.540001,88.510002,89.099998,2784600,83.679339
2014-03-26,89.139999,89.599998,88.32,88.330002,2592600,82.956188
2014-03-27,87.760002,88.269997,86.800003,87.860001,2211700,82.993975
2014-03-28,88.010002,88.790001,87.989998,88.75,2038400,83.834682
2014-03-31,89.0,90.980003,88.32,90.800003,5349300,85.771148
2014-04-01,90.980003,91.980003,90.860001,91.389999,3952000,86.328468
2014-04-02,91.260002,92.0,91.029999,91.900002,2714000,86.810225
2014-04-03,91.730003,92.370003,91.620003,92.059998,2387500,86.961359
2014-04-04,92.459999,92.790001,91.760002,91.830002,2501100,86.744102
2014-04-07,91.699997,91.82,90.620003,91.150002,2924600,86.101763
2014-04-08,91.190002,93.440002,91.190002,92.540001,4401500,87.414778
2014-04-09,92.68,93.629997,92.300003,93.379997,2846900,88.208252
2014-04-10,93.57,94.589996,92.540001,92.739998,4369100,87.603699
2014-04-11,92.199997,92.879997,91.18,92.010002,3575200,86.914133
2014-04-14,92.660004,92.959999,91.959999,92.440002,3000200,87.320318
2014-04-15,92.540001,92.709999,91.699997,92.339996,2718700,87.225851
2014-04-16,93.25,93.290001,92.580002,93.150002,1996200,87.990995
2014-04-17,93.0,93.739998,92.790001,93.400002,2104300,88.227149
2014-04-21,92.980003,93.25,92.690002,93.120003,1354600,87.962657
2014-04-22,93.129997,93.580002,92.610001,93.339996,2032100,88.170467
2014-04-23,93.209999,93.980003,93.050003,93.57,2021600,88.387732
2014-04-24,94.010002,94.050003,92.93,93.889999,2351800,88.690009
2014-04-25,93.620003,93.68,92.489998,93.139999,2254000,87.981547
2014-04-28,93.589996,93.779999,92.379997,92.769997,2931600,87.632036
2014-04-29,93.699997,94.370003,93.239998,93.730003,2395100,88.538874
2014-04-30,93.660004,94.169998,93.18,93.339996,2906800,88.170467
2014-05-01,93.150002,93.629997,92.43,93.220001,2205700,88.057118
2014-05-02,93.330002,93.449997,92.669998,92.919998,1766900,87.77373
2014-05-05,92.43,92.779999,92.07,92.690002,1783800,87.556472
2014-05-06,92.470001,92.970001,92.32,92.769997,1442100,87.632036
2014-05-07,92.970001,94.760002,92.970001,94.529999,2812800,89.294562
2014-05-08,94.489998,94.889999,93.75,94.279999,1866800,89.058408
2014-05-09,94.169998,94.790001,93.610001,94.339996,2247200,89.115083
2014-05-12,94.32,94.629997,93.5,93.650002,2699900,88.463303
2014-05-13,93.730003,94.059998,92.910004,93.610001,3370200,88.425517
2014-05-14,92.489998,93.220001,91.050003,91.699997,5258800,86.621297
2014-05-15,91.089996,91.580002,90.489998,91.209999,3015700,86.158437
2014-05-16,91.07,91.980003,90.980003,91.269997,3795900,86.215112
2014-05-19,90.860001,91.029999,90.400002,90.669998,2445600,85.648344
2014-05-20,90.510002,90.849998,89.629997,89.949997,2742500,84.968219
2014-05-21,90.059998,90.110001,89.260002,89.980003,2490100,84.996563
2014-05-22,89.599998,90.5,89.599998,89.989998,1657800,85.006004
2014-05-23,90.129997,90.129997,89.489998,89.980003,1931200,84.996563
2014-05-27,90.279999,91.199997,90.239998,90.919998,2829400,85.884498
2014-05-28,91.190002,91.540001,90.690002,90.910004,1909700,85.875057
2014-05-29,90.949997,91.209999,90.330002,91.099998,1513100,86.054529
2014-05-30,90.860001,91.300003,90.660004,91.169998,1768400,86.120652
2014-06-02,91.290001,91.68,91.150002,91.18,1941100,86.1301
2014-06-03,90.709999,91.139999,90.400002,90.839996,1589600,85.808927
2014-06-04,90.720001,91.169998,90.68,90.839996,1431000,85.808927
2014-06-05,91.199997,91.589996,90.809998,91.300003,1888900,86.243456
2014-06-06,91.349998,92.419998,91.349998,92.300003,2756700,87.188073
2014-06-09,92.449997,93.779999,92.360001,93.0,2817100,87.849301
2014-06-10,92.690002,92.989998,92.099998,92.449997,1793400,87.329759
2014-06-11,92.010002,92.040001,91.129997,91.419998,2233900,86.356806
2014-06-12,91.239998,91.599998,90.110001,90.470001,2352900,85.459423
2014-06-13,90.459999,90.879997,90.300003,90.470001,1785500,85.459423
2014-06-16,90.32,90.459999,89.959999,90.370003,1672200,85.364963
2014-06-17,90.360001,90.669998,89.769997,90.599998,1441500,85.582221
2014-06-18,90.419998,91.220001,90.010002,91.190002,1554900,86.139548
2014-06-19,91.010002,91.860001,90.879997,91.580002,1817500,86.507948
2014-06-20,91.879997,92.110001,91.660004,92.040001,2796600,86.94247
2014-06-23,91.339996,92.489998,91.339996,91.389999,2375300,86.328468
2014-06-24,91.239998,91.739998,90.5,90.629997,2042900,85.610558
2014-06-25,90.300003,91.07,89.970001,90.739998,2810500,85.714466
2014-06-26,90.360001,90.629997,89.980003,90.410004,1827300,85.971214
2014-06-27,90.269997,90.870003,90.169998,90.82,5211400,86.36108
2014-06-30,90.879997,91.949997,90.139999,90.550003,3243800,86.10434
2014-07-01,90.809998,90.809998,89.629997,90.080002,3464900,85.657414
2014-07-02,90.269997,90.519997,89.980003,90.349998,1785900,85.914154
2014-07-03,91.050003,91.5,90.760002,91.379997,1798200,86.893584
2014-07-07,90.970001,91.339996,90.32,90.790001,2135800,86.332554
2014-07-08,90.75,91.010002,90.080002,90.120003,3261500,85.695451
2014-07-09,90.089996,90.230003,88.419998,89.160004,4591400,84.782584
2014-07-10,88.370003,88.959999,87.879997,88.120003,4364900,83.793643
2014-07-11,87.940002,88.629997,87.169998,88.529999,3823800,84.18351
2014-07-14,89.190002,89.220001,88.470001,88.510002,3242200,84.164495
2014-07-15,88.349998,89.080002,88.279999,88.559998,3072800,84.212036
2014-07-16,88.589996,89.519997,88.309998,89.449997,3632600,85.05834
2014-07-17,88.830002,89.0,87.32,87.43,4071000,83.137517
2014-07-18,87.769997,88.239998,87.57,87.629997,2834200,83.327695
2014-07-21,87.400002,88.059998,87.199997,87.639999,2590800,83.337206
2014-07-22,88.209999,88.93,88.059998,88.400002,2389300,84.059895
2014-07-23,88.480003,88.559998,87.379997,87.449997,2974000,83.156532
2014-07-24,87.190002,87.599998,86.849998,86.980003,3273300,82.709613
2014-07-25,86.889999,86.949997,85.889999,86.169998,3398300,81.939376
2014-07-28,86.0,86.129997,85.190002,86.010002,5173400,81.787236
2014-07-29,85.830002,86.459999,85.690002,85.830002,3803500,81.616073
2014-07-30,85.959999,86.059998,85.010002,85.43,2744200,81.23571
2014-07-31,85.0,85.660004,84.529999,85.110001,3906000,80.931421
2014-08-01,85.220001,85.629997,84.559998,84.959999,3549700,80.788784
2014-08-04,84.989998,85.279999,84.629997,85.269997,2312300,81.083562
2014-08-05,84.919998,86.510002,84.849998,85.290001,4468800,81.102584
2014-08-06,84.860001,85.68,84.860001,85.410004,2825800,81.216695
2014-08-07,85.510002,86.099998,85.239998,85.370003,2593600,81.178658
2014-08-08,85.470001,87.0,85.309998,86.980003,2718700,82.709613
2014-08-11,87.07,87.389999,86.660004,87.160004,2178800,82.880776
2014-08-12,86.900002,87.190002,86.160004,86.480003,5172600,82.234162
2014-08-13,85.510002,86.980003,84.370003,84.489998,9515900,80.341858
2014-08-14,84.610001,84.980003,83.5,84.889999,6386700,80.722221
2014-08-15,85.120003,85.150002,83.879997,84.800003,4553200,80.636643
2014-08-18,85.209999,86.18,85.089996,86.110001,3225800,81.882324
2014-08-19,86.300003,86.300003,85.629997,85.709999,2101700,81.501962
2014-08-20,85.800003,86.330002,85.620003,85.870003,2755600,81.65411
2014-08-21,85.860001,86.610001,85.370003,86.209999,2217200,81.977413
2014-08-22,85.669998,85.940002,84.699997,84.760002,4225800,80.598606
2014-08-25,84.940002,85.349998,84.839996,85.110001,2210800,80.931421
2014-08-26,84.970001,85.260002,83.980003,84.099998,3716000,79.971006
2014-08-27,84.150002,84.25,83.660004,83.849998,3453700,79.73328
2014-08-28,83.580002,84.110001,83.190002,83.970001,2295600,79.847391
2014-08-29,84.080002,84.110001,83.470001,84.089996,2382100,79.961495
2014-09-02,84.010002,84.580002,83.529999,83.769997,2790200,79.657206
2014-09-03,84.169998,84.25,83.099998,83.169998,3042200,79.086665
2014-09-04,83.309998,84.010002,83.010002,83.110001,3421100,79.029613
2014-09-05,83.120003,83.18,82.57,82.790001,3524200,78.725324
2014-09-08,82.790001,83.25,82.459999,82.93,3573500,78.85845
2014-09-09,82.599998,82.900002,82.190002,82.25,3068800,78.211835
2014-09-10,82.239998,82.489998,81.809998,81.980003,4466800,77.955095
2014-09-11,81.730003,82.18,81.620003,82.080002,4086900,78.050183
2014-09-12,81.860001,82.260002,81.660004,81.949997,2640800,77.926561
2014-09-15,81.68,82.800003,81.550003,82.68,3513300,78.620724
2014-09-16,82.400002,83.389999,82.199997,82.93,4223200,78.85845
2014-09-17,83.099998,83.949997,83.0,83.57,5249900,79.467028
2014-09-18,83.599998,84.209999,83.540001,84.150002,3647900,80.018554
2014-09-19,84.459999,84.510002,83.599998,83.639999,5150100,79.533591
2014-09-22,83.379997,83.760002,83.160004,83.739998,3902100,79.62868
2014-09-23,83.690002,83.849998,83.239998,83.32,4384100,79.229302
2014-09-24,83.32,83.889999,83.07,83.769997,4107600,79.657206
2014-09-25,83.769997,83.779999,83.07,83.129997,5515700,79.048628
2014-09-26,82.400002,83.099998,82.400002,82.830002,2877200,79.33598
2014-09-29,82.199997,82.449997,82.0,82.339996,3782500,78.866645
2014-09-30,82.339996,82.57,81.959999,81.989998,3821200,78.53141
2014-10-01,81.809998,82.269997,81.410004,81.550003,4625100,78.109976
2014-10-02,81.510002,81.790001,80.949997,81.709999,4115800,78.263223
2014-10-03,82.809998,82.949997,82.019997,82.160004,3422900,78.694245
2014-10-06,82.489998,82.940002,82.279999,82.839996,2662700,79.345553
2014-10-07,81.169998,81.580002,79.959999,80.010002,7171300,76.634937
2014-10-08,79.790001,81.43,78.879997,81.309998,8312200,77.880095
2014-10-09,81.360001,82.269997,81.019997,81.150002,5240000,77.726848
2014-10-10,80.970001,82.690002,80.309998,80.980003,5165400,77.564021
2014-10-13,81.57,82.879997,81.419998,81.650002,4872800,78.205756
2014-10-14,81.949997,86.089996,81.57,84.360001,7207400,80.801439
2014-10-15,83.580002,85.32,82.739998,84.93,5571300,81.347395
2014-10-16,83.68,85.120003,83.269997,84.120003,6177000,80.571565
2014-10-17,84.769997,84.769997,82.589996,83.290001,6437200,79.776575
2014-10-20,82.709999,82.910004,82.050003,82.199997,4819800,78.732551
2014-10-21,82.650002,84.120003,82.25,83.779999,4333400,80.245904
2014-10-22,83.540001,84.57,83.07,83.419998,4061700,79.901089
2014-10-23,85.029999,85.559998,83.779999,85.169998,4378700,81.577269
2014-10-24,84.959999,85.639999,84.68,85.43,2380700,81.826303
2014-10-27,85.080002,85.080002,83.790001,84.580002,2378200,81.01216
2014-10-28,84.93,85.540001,84.82,85.489998,2517400,81.88377
2014-10-29,85.580002,85.839996,84.629997,85.150002,2465900,81.558115
2014-10-30,84.779999,85.440002,84.410004,85.230003,1666700,81.634743
2014-10-31,86.120003,86.139999,84.980003,85.540001,2554800,81.931664
2014-11-03,85.5,85.639999,83.800003,85.0,2709600,81.414441
2014-11-04,84.739998,84.849998,84.089996,84.550003,2643100,80.983427
2014-11-05,85.449997,85.489998,84.459999,84.970001,4007200,81.385708
2014-11-06,85.040001,87.93,84.910004,87.769997,5481000,84.067591
2014-11-07,87.790001,88.849998,87.720001,88.660004,4401400,84.920055
2014-11-10,88.410004,89.279999,87.959999,88.540001,3549400,84.805114
2014-11-11,88.360001,88.839996,87.839996,88.449997,1669800,84.718907
2014-11-12,88.339996,88.57,87.510002,88.269997,2593400,84.5465
2014-11-13,88.260002,88.349998,87.25,87.459999,2580800,83.77067
2014-11-14,87.080002,87.75,86.839996,87.519997,2098600,83.828137
2014-11-17,86.699997,87.139999,85.449997,86.809998,4047400,83.148088
2014-11-18,86.809998,87.519997,86.449997,87.290001,2144200,83.607843
2014-11-19,87.239998,87.330002,86.18,86.330002,2854800,82.68834
2014-11-20,85.790001,85.860001,85.150002,85.370003,3878500,81.768836
2014-11-21,86.099998,87.099998,85.949997,87.07,3364200,83.397122
2014-11-24,87.449997,88.0,86.599998,87.519997,2315600,83.828137
2014-11-25,87.599998,87.93,87.019997,87.790001,4060100,84.086752
2014-11-26,85.739998,87.940002,84.410004,86.989998,8945500,83.320495
2014-11-28,86.529999,87.0,85.57,86.620003,2928000,82.966108
2014-12-01,87.949997,89.660004,87.82,89.580002,5245200,85.801245
2014-12-02,89.449997,89.629997,88.080002,88.309998,3781600,84.584813
2014-12-03,88.599998,90.379997,88.540001,90.18,3623500,86.375934
2014-12-04,89.870003,89.949997,88.889999,89.57,2055800,85.791665
2014-12-05,89.239998,90.050003,89.010002,89.730003,2071700,85.944919
2014-12-08,89.610001,90.099998,88.629997,88.839996,1995300,85.092455
2014-12-09,87.959999,89.199997,87.949997,89.199997,2499100,85.43727
2014-12-10,88.889999,89.0,87.470001,87.519997,2814300,83.828137
2014-12-11,87.760002,88.419998,87.599998,87.989998,3016900,84.278312
2014-12-12,87.480003,87.809998,86.389999,86.410004,2864600,82.764967
2014-12-15,86.660004,88.5,86.599998,87.470001,3956300,83.780251
2014-12-16,87.540001,89.870003,87.25,87.800003,4244400,84.096332
2014-12-17,87.949997,88.980003,87.110001,88.739998,3435900,84.996675
2014-12-18,89.860001,90.0,89.07,89.540001,2876200,85.762931
2014-12-19,89.540001,90.510002,89.300003,90.099998,5180900,86.299306
2014-12-22,90.209999,90.379997,89.5,90.239998,1875900,86.4334
2014-12-23,90.610001,91.379997,90.489998,90.849998,1569500,87.017669
2014-12-24,91.0,91.050003,90.169998,90.260002,739700,86.452561
2014-12-26,90.550003,90.900002,90.160004,90.239998,1478300,86.4334
2014-12-29,89.769997,90.559998,89.400002,90.139999,1617300,86.915514
2014-12-30,89.949997,90.389999,89.279999,89.459999,1377200,86.259839
2014-12-31,89.720001,90.0,88.400002,88.470001,1585400,85.305255
2015-01-02,88.470001,89.370003,87.419998,88.339996,1867900,85.179901
