Date,Open_SRCL,High_SRCL,Low_SRCL,Close_SRCL,Volume_SRCL,AdjClose_SRCL
2013-06-14,106.809998,107.040001,106.410004,106.410004,232800,106.410004
2013-06-17,107.220001,109.989998,106.870003,109.330002,1030900,109.330002
2013-06-18,109.68,111.089996,109.540001,110.879997,560100,110.879997
2013-06-19,110.900002,110.949997,108.5,108.589996,262700,108.589996
2013-06-20,107.510002,108.129997,106.360001,106.68,299500,106.68
2013-06-21,107.290001,108.169998,106.660004,107.510002,714500,107.510002
2013-06-24,106.75,108.010002,106.5,107.480003,305400,107.480003
2013-06-25,108.559998,109.120003,107.830002,108.559998,413400,108.559998
2013-06-26,109.220001,110.050003,108.690002,109.889999,229100,109.889999
2013-06-27,110.330002,111.580002,110.330002,110.989998,297400,110.989998
2013-06-28,110.0,111.540001,109.550003,110.43,504600,110.43
2013-07-01,110.720001,112.169998,110.220001,111.449997,263000,111.449997
2013-07-02,110.93,112.059998,110.610001,110.870003,259800,110.870003
2013-07-03,110.309998,111.769997,109.940002,111.07,133600,111.07
2013-07-05,112.269997,112.5,110.349998,112.43,183600,112.43
2013-07-08,113.129997,114.059998,112.82,113.980003,344300,113.980003
2013-07-09,114.18,115.510002,113.989998,114.099998,413400,114.099998
2013-07-10,114.050003,115.389999,113.830002,115.309998,281300,115.309998
2013-07-11,115.910004,116.720001,115.010002,116.589996,316900,116.589996
2013-07-12,116.709999,117.32,115.959999,117.309998,357300,117.309998
2013-07-15,117.269997,117.860001,116.050003,116.440002,265100,116.440002
2013-07-16,117.010002,117.019997,115.040001,115.910004,297700,115.910004
2013-07-17,116.639999,116.980003,115.720001,115.959999,214900,115.959999
2013-07-18,116.040001,117.910004,116.019997,117.410004,300000,117.410004
2013-07-19,117.739998,118.120003,116.919998,117.93,411000,117.93
2013-07-22,119.400002,119.589996,118.160004,118.709999,260400,118.709999
2013-07-23,118.93,119.269997,117.519997,118.720001,220900,118.720001
2013-07-24,118.559998,118.919998,116.82,117.370003,434100,117.370003
2013-07-25,117.25,118.110001,116.0,116.910004,395800,116.910004
2013-07-26,116.809998,116.809998,115.980003,116.769997,300700,116.769997
2013-07-29,116.650002,116.650002,115.43,115.489998,389500,115.489998
2013-07-30,116.25,116.25,115.5,116.099998,335800,116.099998
2013-07-31,116.25,116.519997,115.800003,115.940002,330300,115.940002
2013-08-01,116.629997,116.949997,115.949997,116.709999,518900,116.709999
2013-08-02,116.339996,117.239998,116.230003,117.190002,297500,117.190002
2013-08-05,116.989998,117.720001,116.290001,117.379997,220600,117.379997
2013-08-06,116.959999,117.660004,116.470001,116.959999,235500,116.959999
2013-08-07,116.910004,116.910004,115.93,116.470001,167800,116.470001
2013-08-08,117.300003,117.980003,116.440002,117.690002,187300,117.690002
2013-08-09,117.339996,117.730003,116.290001,117.0,192800,117.0
2013-08-12,116.830002,117.900002,116.550003,117.309998,158000,117.309998
2013-08-13,117.57,117.57,116.269997,117.110001,202600,117.110001
2013-08-14,116.910004,116.910004,116.209999,116.82,154900,116.82
2013-08-15,116.110001,116.669998,114.220001,114.510002,399800,114.510002
2013-08-16,114.550003,114.959999,114.25,114.540001,280200,114.540001
2013-08-19,114.269997,115.209999,114.0,114.779999,213200,114.779999
2013-08-20,114.93,115.690002,114.25,115.5,188800,115.5
2013-08-21,114.809998,115.169998,114.089996,114.239998,201700,114.239998
2013-08-22,114.129997,115.669998,114.129997,115.220001,170900,115.220001
2013-08-23,115.0,116.099998,114.529999,115.919998,214700,115.919998
2013-08-26,115.709999,116.440002,115.370003,115.470001,238300,115.470001
2013-08-27,114.650002,115.32,113.480003,113.489998,264800,113.489998
2013-08-28,111.459999,113.480003,111.32,112.940002,278500,112.940002
2013-08-29,112.970001,113.660004,112.510002,112.75,192000,112.75
2013-08-30,112.970001,113.339996,112.040001,112.559998,286700,112.559998
2013-09-03,113.260002,113.849998,111.209999,111.559998,269800,111.559998
2013-09-04,111.779999,113.290001,111.5,112.970001,236700,112.970001
2013-09-05,112.5,112.980003,111.730003,112.379997,265900,112.379997
2013-09-06,113.120003,113.389999,111.5,112.480003,178200,112.480003
2013-09-09,112.879997,114.139999,112.709999,113.980003,153000,113.980003
2013-09-10,115.019997,115.349998,114.330002,114.779999,198300,114.779999
2013-09-11,114.949997,115.489998,114.07,115.209999,240900,115.209999
2013-09-12,114.849998,115.730003,114.57,114.709999,187100,114.709999
2013-09-13,115.330002,115.489998,114.330002,114.589996,213600,114.589996
2013-09-16,116.059998,116.550003,115.129997,115.849998,193500,115.849998
2013-09-17,116.139999,116.400002,115.349998,115.75,206100,115.75
2013-09-18,115.339996,117.519997,114.919998,117.050003,360000,117.050003
2013-09-19,117.5,117.580002,116.510002,117.110001,272000,117.110001
2013-09-20,116.5,117.18,115.559998,116.400002,558800,116.400002
2013-09-23,115.919998,116.629997,115.120003,115.57,284800,115.57
2013-09-24,115.349998,115.980003,113.959999,113.989998,946600,113.989998
2013-09-25,113.910004,115.019997,113.779999,114.599998,393000,114.599998
2013-09-26,114.959999,115.669998,114.620003,115.650002,172200,115.650002
2013-09-27,114.900002,116.160004,114.790001,115.669998,238600,115.669998
2013-09-30,115.129997,115.93,114.260002,115.400002,283100,115.400002
2013-10-01,115.709999,117.360001,115.150002,116.989998,332100,116.989998
2013-10-02,115.980003,116.110001,114.389999,115.629997,246700,115.629997
2013-10-03,115.150002,115.150002,113.400002,114.220001,302400,114.220001
2013-10-04,114.260002,116.190002,113.949997,115.830002,298500,115.830002
2013-10-07,114.720001,115.68,114.279999,115.379997,217100,115.379997
2013-10-08,115.019997,115.639999,114.220001,114.32,252400,114.32
2013-10-09,115.010002,115.010002,113.349998,113.739998,284700,113.739998
2013-10-10,114.309998,116.029999,113.870003,115.970001,160100,115.970001
2013-10-11,114.959999,117.040001,114.93,116.879997,190400,116.879997
2013-10-14,116.379997,117.269997,115.879997,117.099998,175100,117.099998
2013-10-15,116.629997,117.589996,116.330002,116.75,212700,116.75
2013-10-16,117.82,118.910004,117.129997,118.889999,237500,118.889999
2013-10-17,118.190002,119.690002,117.989998,119.589996,237200,119.589996
2013-10-18,119.769997,119.910004,118.650002,118.690002,318000,118.690002
2013-10-21,118.660004,119.620003,118.330002,119.190002,169500,119.190002
2013-10-22,119.790001,121.610001,119.669998,120.970001,253400,120.970001
2013-10-23,120.169998,121.139999,119.720001,120.870003,202200,120.870003
2013-10-24,113.440002,119.540001,112.889999,114.540001,1109200,114.540001
2013-10-25,117.029999,117.029999,115.470001,116.849998,621500,116.849998
2013-10-28,117.309998,117.330002,115.779999,115.910004,460500,115.910004
2013-10-29,115.779999,116.82,115.610001,116.18,248700,116.18
2013-10-30,116.080002,116.650002,115.370003,115.459999,196800,115.459999
2013-10-31,115.68,116.769997,115.480003,116.199997,229000,116.199997
2013-11-01,116.599998,117.25,116.050003,116.68,263800,116.68
2013-11-04,116.440002,116.919998,115.75,116.239998,252500,116.239998
2013-11-05,115.870003,116.699997,115.5,116.18,195300,116.18
2013-11-06,116.330002,116.489998,115.480003,115.800003,192300,115.800003
2013-11-07,116.389999,116.739998,115.199997,115.339996,291200,115.339996
2013-11-08,115.290001,117.389999,115.290001,116.57,214200,116.57
2013-11-11,116.07,116.440002,115.440002,115.510002,224800,115.510002
2013-11-12,115.269997,116.5,115.099998,116.389999,267400,116.389999
2013-11-13,115.940002,117.400002,115.440002,117.389999,288700,117.389999
2013-11-14,117.339996,118.199997,117.059998,117.870003,215200,117.870003
2013-11-15,118.099998,119.150002,117.470001,119.120003,348400,119.120003
2013-11-18,118.940002,119.43,118.379997,118.940002,204900,118.940002
2013-11-19,118.410004,118.660004,117.610001,118.330002,129500,118.330002
2013-11-20,118.190002,118.839996,117.559998,118.279999,150700,118.279999
2013-11-21,118.190002,118.870003,117.510002,118.660004,201900,118.660004
2013-11-22,118.980003,119.889999,118.190002,119.82,205900,119.82
2013-11-25,120.489998,120.989998,118.099998,118.440002,277900,118.440002
2013-11-26,118.410004,119.169998,118.18,118.82,268500,118.82
2013-11-27,118.940002,119.379997,118.029999,118.379997,203100,118.379997
2013-11-29,118.25,118.68,117.360001,117.480003,158500,117.480003
2013-12-02,117.75,118.720001,117.029999,118.260002,246400,118.260002
2013-12-03,117.459999,118.18,115.599998,115.949997,413100,115.949997
2013-12-04,115.559998,116.480003,114.629997,115.599998,277700,115.599998
2013-12-05,115.660004,116.699997,115.330002,116.18,367600,116.18
2013-12-06,117.470001,117.489998,116.589996,117.349998,331400,117.349998
2013-12-09,117.540001,117.769997,115.779999,116.099998,513400,116.099998
2013-12-10,115.25,115.839996,115.0,115.330002,693100,115.330002
2013-12-11,115.160004,115.599998,114.489998,114.580002,351300,114.580002
2013-12-12,114.330002,114.970001,114.260002,114.290001,537200,114.290001
2013-12-13,115.0,115.330002,113.900002,114.580002,529200,114.580002
2013-12-16,114.879997,115.779999,114.879997,115.360001,290700,115.360001
2013-12-17,115.160004,116.489998,114.290001,114.599998,382600,114.599998
2013-12-18,114.449997,114.849998,113.0,114.830002,571100,114.830002
2013-12-19,114.510002,115.110001,113.870003,114.529999,421500,114.529999
2013-12-20,114.75,115.089996,113.690002,113.690002,863300,113.690002
2013-12-23,114.300003,114.660004,113.839996,114.529999,480300,114.529999
2013-12-24,114.93,116.019997,114.830002,115.540001,194000,115.540001
2013-12-26,116.0,116.160004,114.900002,115.309998,250200,115.309998
2013-12-27,115.440002,115.839996,115.110001,115.57,176600,115.57
2013-12-30,115.5,116.040001,115.239998,115.779999,236200,115.779999
2013-12-31,116.860001,117.57,115.790001,116.169998,253800,116.169998
2014-01-02,115.279999,116.230003,114.809998,114.879997,381600,114.879997
2014-01-03,115.059998,115.660004,113.980003,115.050003,516700,115.050003
2014-01-06,115.120003,115.529999,114.279999,114.75,394700,114.75
2014-01-07,115.080002,116.410004,114.949997,116.059998,363600,116.059998
2014-01-08,116.040001,116.889999,114.970001,115.910004,437000,115.910004
2014-01-09,116.199997,116.730003,114.980003,116.010002,364700,116.010002
2014-01-10,116.010002,116.489998,114.57,115.419998,255100,115.419998
2014-01-13,115.889999,116.400002,114.830002,115.019997,401900,115.019997
2014-01-14,115.07,116.690002,115.07,116.550003,541100,116.550003
2014-01-15,116.709999,117.949997,115.849998,117.720001,423600,117.720001
2014-01-16,117.830002,118.550003,117.529999,118.400002,406400,118.400002
2014-01-17,117.82,120.720001,117.120003,120.089996,806400,120.089996
2014-01-21,120.290001,120.739998,118.07,119.620003,552200,119.620003
2014-01-22,119.550003,119.800003,118.690002,119.589996,360700,119.589996
2014-01-23,119.029999,119.290001,117.379997,118.120003,448900,118.120003
2014-01-24,117.529999,117.709999,115.879997,116.360001,489500,116.360001
2014-01-27,116.589996,117.410004,115.730003,115.82,430600,115.82
2014-01-28,115.989998,116.510002,111.029999,115.18,1587700,115.18
2014-01-29,114.139999,117.449997,113.900002,115.5,840300,115.5
2014-01-30,116.110001,118.370003,115.620003,117.470001,460900,117.470001
2014-01-31,115.629997,117.769997,115.629997,117.059998,340000,117.059998
2014-02-03,116.970001,117.739998,115.5,115.900002,557800,115.900002
2014-02-04,116.07,116.769997,115.5,116.449997,457100,116.449997
2014-02-05,115.57,117.199997,115.010002,116.480003,522000,116.480003
2014-02-06,113.279999,115.540001,111.75,114.760002,1143500,114.760002
2014-02-07,115.0,116.82,115.0,116.330002,474000,116.330002
2014-02-10,115.919998,116.160004,115.139999,116.050003,560100,116.050003
2014-02-11,115.620003,117.0,115.309998,115.690002,594900,115.690002
2014-02-12,116.019997,116.389999,115.57,115.709999,459100,115.709999
2014-02-13,115.470001,116.5,115.080002,115.75,712100,115.75
2014-02-14,115.129997,117.129997,115.040001,116.870003,350500,116.870003
2014-02-18,116.870003,117.0,116.019997,116.360001,331400,116.360001
2014-02-19,115.769997,116.239998,115.18,115.5,313900,115.5
2014-02-20,115.68,116.419998,115.18,115.989998,320800,115.989998
2014-02-21,116.269997,116.82,114.639999,114.650002,414600,114.650002
2014-02-24,114.870003,116.120003,114.720001,115.220001,447200,115.220001
2014-02-25,115.260002,115.739998,114.339996,114.489998,328000,114.489998
2014-02-26,114.550003,115.050003,113.230003,113.459999,456800,113.459999
2014-02-27,113.75,113.830002,112.480003,112.980003,509700,112.980003
2014-02-28,113.199997,114.480003,112.440002,114.0,578700,114.0
2014-03-03,113.309998,114.230003,113.0,114.110001,527500,114.110001
2014-03-04,115.050003,115.459999,114.419998,115.389999,468100,115.389999
2014-03-05,115.639999,115.889999,114.470001,115.769997,454900,115.769997
2014-03-06,115.879997,116.949997,115.510002,116.779999,381800,116.779999
2014-03-07,117.019997,117.93,116.800003,117.699997,345100,117.699997
2014-03-10,117.550003,117.75,116.459999,116.699997,321500,116.699997
2014-03-11,116.720001,116.839996,115.919998,116.290001,249400,116.290001
