Date,Open_MLM,High_MLM,Low_MLM,Close_MLM,Volume_MLM,AdjClose_MLM
2015-06-24,148.050003,148.199997,144.179993,145.910004,532400,144.486101
2015-06-25,146.199997,146.210007,144.350006,145.220001,608700,143.802833
2015-06-26,145.720001,146.279999,144.270004,144.880005,1322300,143.466154
2015-06-29,143.869995,146.089996,141.839996,142.119995,513700,140.733079
2015-06-30,143.089996,143.949997,141.479996,141.509995,721300,140.129031
2015-07-01,142.570007,144.649994,142.300003,143.860001,684300,142.456104
2015-07-02,144.520004,145.300003,143.179993,144.0,522200,142.594737
2015-07-06,142.259995,145.080002,141.889999,144.460007,804800,143.050255
2015-07-07,144.389999,145.960007,141.539993,145.029999,884100,143.614684
2015-07-08,144.009995,147.080002,142.729996,144.600006,835900,143.188888
2015-07-09,146.169998,148.979996,145.940002,146.770004,714600,145.337709
2015-07-10,148.149994,153.350006,148.149994,152.899994,896400,151.407878
2015-07-13,154.429993,155.149994,152.649994,153.360001,555700,151.863396
2015-07-14,153.050003,153.889999,151.729996,151.860001,715300,150.378034
2015-07-15,151.320007,151.520004,149.600006,150.949997,579600,149.476911
2015-07-16,151.380005,155.350006,151.259995,153.789993,565500,152.289192
2015-07-17,155.119995,157.729996,154.490005,156.529999,1082300,155.002458
2015-07-20,156.960007,160.460007,155.610001,160.229996,885900,158.666348
2015-07-21,160.259995,161.380005,158.220001,160.240005,795500,158.67626
2015-07-22,159.220001,162.089996,158.770004,160.839996,828600,159.270396
2015-07-23,161.5,162.75,158.759995,159.279999,847300,157.725622
2015-07-24,159.279999,159.880005,155.669998,157.830002,670900,156.289775
2015-07-27,156.820007,157.110001,153.220001,153.600006,672100,152.101059
2015-07-28,155.009995,157.279999,153.0,156.009995,659800,154.487529
2015-07-29,156.559998,159.470001,155.119995,157.380005,827600,155.84417
2015-07-30,156.630005,157.710007,155.369995,157.470001,445700,155.933288
2015-07-31,158.259995,158.779999,156.449997,156.820007,453800,155.289637
2015-08-03,156.630005,158.610001,155.059998,156.520004,740800,154.992561
2015-08-04,153.639999,165.570007,152.0,165.429993,2115800,163.815599
2015-08-05,166.720001,172.600006,165.919998,170.139999,1631500,168.479642
2015-08-06,170.149994,172.839996,167.089996,167.720001,1022400,166.08326
2015-08-07,168.210007,169.199997,165.75,167.580002,543900,165.944627
2015-08-10,169.190002,173.029999,168.919998,172.0,606900,170.321491
2015-08-11,170.679993,172.850006,170.059998,171.0,789300,169.33125
2015-08-12,169.779999,172.75,169.199997,172.610001,857200,170.925539
2015-08-13,172.509995,173.419998,170.410004,172.149994,519600,170.470022
2015-08-14,172.0,175.240005,171.350006,175.029999,804400,173.321921
2015-08-17,175.529999,176.039993,173.110001,175.119995,498700,173.411039
2015-08-18,174.949997,177.589996,173.910004,175.690002,439800,173.975484
2015-08-19,174.899994,175.089996,169.779999,170.889999,638100,169.222323
2015-08-20,170.0,170.860001,166.110001,166.949997,533300,165.32077
2015-08-21,165.279999,166.520004,159.850006,161.639999,969600,160.062592
2015-08-24,152.979996,162.389999,143.160004,154.820007,1330100,153.309154
2015-08-25,158.75,163.820007,154.339996,154.339996,950200,152.833828
2015-08-26,158.330002,158.330002,152.779999,157.940002,770100,156.398702
2015-08-27,159.789993,166.899994,159.789993,164.990005,792200,163.379906
2015-08-28,163.630005,167.029999,162.690002,165.5,706300,164.283215
2015-08-31,164.979996,169.380005,164.039993,167.800003,783500,166.566308
2015-09-01,164.389999,166.639999,162.710007,163.720001,677000,162.516303
2015-09-02,166.309998,168.610001,164.580002,168.550003,555600,167.310794
