Date,Open_TSCO,High_TSCO,Low_TSCO,Close_TSCO,Volume_TSCO,AdjClose_TSCO
2014-12-01,76.690002,76.980003,75.400002,76.419998,585200,75.396739
2014-12-02,76.610001,77.32,76.059998,76.550003,584100,75.525003
2014-12-03,76.660004,79.080002,76.370003,78.639999,1783300,77.587014
2014-12-04,78.199997,78.989998,77.5,78.18,1034000,77.133174
2014-12-05,78.199997,78.800003,77.709999,78.57,805500,77.517952
2014-12-08,78.610001,78.93,77.989998,78.529999,800200,77.478486
2014-12-09,78.059998,78.470001,77.620003,78.269997,672600,77.221966
2014-12-10,77.959999,78.470001,76.669998,77.129997,1092100,76.097231
2014-12-11,76.639999,79.139999,76.599998,77.610001,995200,76.570807
2014-12-12,76.879997,78.82,76.879997,77.720001,958300,76.679335
2014-12-15,78.139999,78.330002,76.349998,77.620003,853200,76.580675
2014-12-16,78.010002,78.129997,76.290001,76.32,769100,75.298079
2014-12-17,76.470001,77.029999,75.620003,76.900002,1150300,75.870315
2014-12-18,77.769997,78.199997,76.900002,77.5,1477400,76.462279
2014-12-19,77.5,77.970001,76.290001,76.379997,2422900,75.357273
2014-12-22,76.360001,77.360001,76.330002,77.260002,950700,76.225495
2014-12-23,77.720001,79.129997,77.720001,78.459999,739000,77.409424
2014-12-24,78.660004,78.75,77.169998,77.800003,419200,76.758265
2014-12-26,77.82,78.760002,77.379997,77.919998,497900,76.876654
2014-12-29,77.849998,78.910004,77.660004,78.690002,715800,77.636348
2014-12-30,78.599998,78.830002,77.43,77.5,828300,76.462279
2014-12-31,78.07,79.690002,78.07,78.82,1463300,77.764604
2015-01-02,78.800003,79.389999,77.080002,78.07,557100,77.024647
2015-01-05,77.940002,78.230003,75.809998,76.470001,998000,75.446072
2015-01-06,76.290001,76.919998,74.540001,75.300003,1347500,74.29174
2015-01-07,75.5,77.760002,75.300003,77.739998,1431900,76.699064
