Date,Open_KSU,High_KSU,Low_KSU,Close_KSU,Volume_KSU,AdjClose_KSU
2013-08-06,108.849998,109.419998,107.269997,107.760002,794300,103.951005
2013-08-07,107.190002,107.790001,106.239998,106.419998,643000,102.658366
2013-08-08,107.449997,108.190002,106.889999,107.82,792700,104.008881
2013-08-09,107.690002,108.489998,107.199997,108.099998,571500,104.278983
2013-08-12,107.0,108.220001,106.809998,108.010002,481500,104.192168
2013-08-13,108.010002,109.519997,107.279999,109.209999,699900,105.349748
2013-08-14,108.019997,108.93,106.809998,107.139999,527200,103.352917
2013-08-15,106.059998,106.239998,104.540001,105.790001,510800,102.050637
2013-08-16,105.540001,106.82,105.010002,106.519997,486300,102.75483
2013-08-19,106.379997,106.5,105.419998,105.75,463100,102.01205
2013-08-20,105.82,107.639999,105.160004,107.120003,638100,103.333627
2013-08-21,107.18,107.18,105.260002,105.839996,530000,102.098865
2013-08-22,106.260002,108.709999,105.989998,108.540001,456800,104.703433
2013-08-23,108.580002,108.639999,107.360001,108.5,479600,104.664846
2013-08-26,108.440002,108.989998,107.260002,107.699997,508000,103.89312
2013-08-27,106.300003,107.110001,105.18,105.339996,568600,101.616539
2013-08-28,105.300003,105.82,104.019997,105.309998,496400,101.5876
2013-08-29,105.150002,107.290001,104.949997,106.940002,644900,103.159989
2013-08-30,107.290001,107.480003,105.099998,105.419998,383400,101.693713
2013-09-03,106.629997,107.459999,105.239998,105.989998,322900,102.243565
2013-09-04,105.830002,108.349998,105.660004,108.080002,390400,104.259693
2013-09-05,107.650002,108.830002,107.419998,108.389999,248200,104.767144
2013-09-06,108.589996,109.209999,107.239998,108.050003,275200,104.438512
2013-09-09,108.330002,109.800003,107.959999,109.720001,325100,106.052692
2013-09-10,110.57,111.919998,109.919998,111.849998,438700,108.111495
2013-09-11,111.330002,112.0,110.290001,111.050003,1476500,107.338239
2013-09-12,111.32,111.459999,109.129997,109.730003,454700,106.062359
2013-09-13,109.739998,110.839996,109.239998,110.290001,373600,106.603639
2013-09-16,112.349998,112.440002,110.910004,111.199997,739000,107.48322
2013-09-17,111.57,112.050003,110.779999,111.43,580900,107.705535
2013-09-18,111.129997,113.199997,111.129997,112.75,1158500,108.981415
2013-09-19,112.779999,113.239998,111.639999,112.239998,937600,108.488459
2013-09-20,112.25,112.970001,111.239998,111.419998,618700,107.695867
2013-09-23,111.150002,111.440002,110.029999,110.389999,607500,106.700296
2013-09-24,110.300003,111.75,109.839996,111.129997,529800,107.41556
2013-09-25,111.349998,111.470001,109.720001,109.830002,452600,106.159015
2013-09-26,109.959999,110.43,109.32,110.389999,425200,106.700296
2013-09-27,109.980003,110.470001,109.410004,110.110001,404900,106.429656
2013-09-30,108.730003,109.839996,108.410004,109.360001,545300,105.704724
2013-10-01,109.400002,111.699997,109.139999,111.489998,389100,107.763527
2013-10-02,110.440002,111.269997,109.900002,111.059998,970700,107.3479
2013-10-03,110.419998,110.959999,108.769997,110.389999,903700,106.700296
2013-10-04,109.989998,112.419998,109.089996,111.989998,633400,108.246815
2013-10-07,111.099998,111.779999,110.32,111.080002,449200,107.367235
2013-10-08,110.949997,112.580002,110.669998,110.709999,1123100,107.009599
2013-10-09,110.75,110.75,107.839996,109.870003,1252500,106.197679
2013-10-10,110.949997,113.510002,110.949997,113.099998,519300,109.319715
2013-10-11,113.0,113.760002,112.389999,113.290001,450700,109.503367
2013-10-14,112.730003,113.330002,112.25,112.730003,629700,108.962087
2013-10-15,112.589996,113.099998,111.029999,111.440002,635500,107.715203
2013-10-16,112.029999,113.300003,111.239998,113.239998,848700,109.455035
2013-10-17,112.650002,113.239998,112.019997,113.160004,973000,109.377714
2013-10-18,116.050003,118.879997,114.510002,117.349998,1398200,113.427662
2013-10-21,117.620003,118.120003,115.93,118.050003,866000,114.104269
2013-10-22,118.5,120.919998,118.349998,120.769997,1115200,116.733349
2013-10-23,120.889999,123.910004,120.650002,123.660004,1440000,119.52676
2013-10-24,124.019997,124.550003,122.940002,124.459999,751400,120.300016
2013-10-25,124.440002,124.449997,122.989998,123.489998,823900,119.362436
2013-10-28,123.300003,123.769997,122.260002,122.769997,673500,118.666501
2013-10-29,123.220001,123.940002,123.080002,123.629997,458300,119.497756
2013-10-30,123.790001,124.160004,121.400002,121.910004,674400,117.835252
2013-10-31,121.379997,122.480003,120.910004,121.519997,656500,117.458281
2013-11-01,121.989998,123.32,121.5,122.610001,523800,118.511852
2013-11-04,123.5,124.150002,122.93,124.059998,528800,119.913384
2013-11-05,123.760002,124.900002,123.290001,124.599998,584100,120.435336
2013-11-06,124.940002,125.860001,123.379997,124.519997,905200,120.358008
2013-11-07,124.860001,125.330002,122.18,122.489998,739300,118.395861
2013-11-08,122.169998,123.32,121.699997,123.32,384300,119.19812
2013-11-11,123.199997,124.68,123.029999,124.0,336700,119.855392
2013-11-12,123.860001,124.18,122.980003,123.830002,474100,119.691076
2013-11-13,123.160004,125.190002,123.010002,125.040001,504000,120.860632
2013-11-14,125.379997,125.959999,124.559998,125.199997,284500,121.01528
2013-11-15,125.18,125.949997,123.879997,125.019997,483700,120.841296
2013-11-18,125.050003,125.5,123.790001,124.400002,713500,120.242024
2013-11-19,124.43,124.879997,121.129997,121.519997,637100,117.458281
2013-11-20,121.599998,122.110001,120.599998,121.18,549500,117.129649
2013-11-21,121.800003,122.959999,121.0,122.139999,497800,118.057561
2013-11-22,122.459999,122.459999,121.07,121.800003,550400,117.728928
2013-11-25,121.620003,122.739998,121.580002,121.980003,554800,117.902912
2013-11-26,122.010002,122.620003,121.349998,121.550003,393500,117.487284
2013-11-27,121.879997,122.379997,121.279999,121.43,343800,117.371293
2013-11-29,121.519997,122.510002,120.870003,121.019997,211100,116.974993
2013-12-02,121.410004,122.400002,120.650002,121.830002,490400,117.757924
2013-12-03,121.269997,121.68,120.169998,121.019997,435300,116.974993
2013-12-04,120.120003,121.099998,118.230003,119.980003,553800,115.969761
2013-12-05,119.790001,120.300003,117.949997,118.089996,842700,114.142926
2013-12-06,118.940002,119.919998,118.019997,118.150002,828000,114.200925
2013-12-09,118.029999,120.220001,117.800003,119.879997,1047600,115.873097
2013-12-10,119.75,122.129997,118.970001,119.029999,996600,115.051509
