Date,Open_EMN,High_EMN,Low_EMN,Close_EMN,Volume_EMN,AdjClose_EMN
2014-03-06,87.790001,88.900002,87.699997,87.970001,1312600,83.393308
2014-03-07,88.190002,88.309998,87.0,87.540001,1434600,82.985678
2014-03-10,87.370003,88.050003,86.410004,87.32,1505600,82.777123
2014-03-11,87.559998,87.559998,86.279999,86.489998,1959100,81.990302
2014-03-12,85.730003,86.0,85.010002,85.410004,1957600,81.295475
2014-03-13,85.620003,86.18,84.019997,84.449997,1864400,80.381716
2014-03-14,84.419998,85.199997,83.559998,83.699997,1784500,79.667846
2014-03-17,84.410004,85.0,83.919998,84.57,1171000,80.495938
2014-03-18,84.660004,85.220001,84.580002,84.910004,854400,80.819562
2014-03-19,84.970001,85.690002,84.059998,84.529999,1272100,80.457864
2014-03-20,84.339996,85.559998,84.309998,85.5,997900,81.381136
2014-03-21,86.110001,86.849998,85.449997,86.080002,2384000,81.933197
2014-03-24,86.169998,86.769997,84.970001,85.290001,957600,81.181254
2014-03-25,85.620003,86.300003,85.080002,85.809998,866700,81.6762
2014-03-26,86.0,86.209999,84.300003,84.309998,1015200,80.248461
2014-03-27,84.349998,84.860001,83.650002,84.389999,1339500,80.324609
2014-03-28,84.589996,85.699997,84.43,85.599998,735300,81.476317
2014-03-31,86.0,86.459999,85.650002,86.209999,865300,82.056932
2014-04-01,86.300003,87.389999,85.349998,86.120003,1486800,81.971271
2014-04-02,86.239998,87.470001,86.129997,87.360001,1009400,83.151533
2014-04-03,87.57,88.540001,86.739998,87.18,967400,82.980204
2014-04-04,87.919998,88.150002,85.940002,86.510002,1159500,82.342483
2014-04-07,86.330002,86.370003,84.099998,84.650002,838500,80.572085
2014-04-08,84.709999,85.459999,84.389999,84.690002,936300,80.610159
2014-04-09,85.120003,86.419998,84.519997,86.360001,1182200,82.199707
2014-04-10,86.480003,86.650002,84.080002,84.120003,975100,80.067619
2014-04-11,83.760002,85.059998,83.629997,84.660004,1887700,80.581606
2014-04-14,85.040001,85.489998,84.529999,85.110001,1175000,81.009925
2014-04-15,85.349998,86.470001,85.150002,86.260002,1325900,82.104526
2014-04-16,87.230003,88.489998,87.139999,88.43,1989500,84.169987
2014-04-17,88.25,89.089996,87.809998,88.580002,1469600,84.312763
2014-04-21,88.559998,88.57,87.139999,87.650002,1387500,83.427564
2014-04-22,88.07,89.050003,87.620003,88.559998,929300,84.293722
2014-04-23,88.720001,89.07,88.190002,88.580002,1038200,84.312763
2014-04-24,89.190002,89.190002,86.860001,87.309998,1858800,83.103939
2014-04-25,84.010002,85.699997,82.489998,84.360001,3026300,80.296055
2014-04-28,84.980003,86.0,83.849998,84.839996,1636600,80.752928
2014-04-29,84.889999,86.540001,84.889999,86.190002,1566200,82.037899
2014-04-30,86.019997,87.209999,86.019997,87.169998,1241000,82.970684
2014-05-01,87.040001,87.32,85.779999,85.980003,1047600,81.838016
2014-05-02,86.050003,86.940002,85.639999,85.839996,886400,81.704754
2014-05-05,85.660004,86.220001,85.209999,85.900002,1222200,81.761868
2014-05-06,85.809998,86.07,85.029999,85.419998,972400,81.304988
2014-05-07,85.800003,86.480003,85.050003,86.410004,798100,82.247302
2014-05-08,86.300003,87.220001,84.889999,85.32,1111300,81.209807
2014-05-09,85.209999,85.940002,84.43,85.82,1166400,81.68572
2014-05-12,86.169998,86.440002,85.699997,86.32,1124700,82.161633
2014-05-13,86.540001,86.809998,85.480003,85.599998,840000,81.476317
2014-05-14,85.879997,86.269997,85.379997,85.629997,785100,81.504871
2014-05-15,85.5,85.739998,83.629997,83.919998,1464700,79.877249
2014-05-16,83.779999,84.209999,83.110001,84.18,1399100,80.124726
2014-05-19,84.269997,86.599998,83.870003,85.559998,1218400,81.438244
2014-05-20,85.519997,86.260002,84.669998,84.739998,1114100,80.657746
2014-05-21,85.050003,86.050003,84.93,84.980003,1692500,80.88619
2014-05-22,84.830002,85.459999,84.68,85.080002,1020900,80.981371
2014-05-23,85.309998,86.440002,84.970001,86.300003,953300,82.1426
2014-05-27,86.580002,87.5,85.720001,86.110001,1141000,81.961751
2014-05-28,86.110001,87.110001,86.080002,86.550003,666700,82.380557
2014-05-29,86.739998,88.279999,86.330002,88.029999,902300,83.789255
2014-05-30,87.919998,88.32,87.540001,88.260002,1207900,84.008178
2014-06-02,88.260002,89.239998,87.949997,89.120003,1073500,84.82675
2014-06-03,88.690002,89.949997,88.690002,89.589996,1841800,85.274102
2014-06-04,89.239998,90.550003,88.870003,90.199997,1065600,85.854716
2014-06-05,90.169998,90.190002,88.669998,89.510002,1110000,85.197961
2014-06-06,89.900002,90.099998,89.580002,89.879997,858600,85.550132
2014-06-09,89.879997,90.400002,89.519997,89.68,709800,85.35977
2014-06-10,89.379997,89.989998,88.760002,89.970001,716300,85.6358
2014-06-11,89.129997,89.489998,88.949997,89.019997,951800,85.06247
2014-06-12,88.989998,89.580002,88.220001,88.379997,758200,84.450923
2014-06-13,88.470001,88.919998,87.93,88.839996,1140900,84.890472
2014-06-16,88.510002,88.730003,87.029999,87.900002,1122400,83.992266
2014-06-17,87.580002,88.300003,87.269997,87.650002,616800,83.75338
2014-06-18,87.489998,88.18,87.080002,88.080002,759800,84.164264
2014-06-19,88.260002,88.489998,87.349998,87.550003,833700,83.657827
2014-06-20,87.550003,88.360001,87.449997,88.099998,1123200,84.183372
2014-06-23,88.099998,88.110001,87.239998,87.68,608100,83.782046
2014-06-24,87.580002,88.099998,87.169998,87.169998,963400,83.294716
2014-06-25,87.160004,87.830002,86.57,87.220001,1014800,83.342496
2014-06-26,87.32,87.32,86.389999,87.120003,845900,83.246944
2014-06-27,86.669998,87.510002,86.160004,87.410004,1564700,83.524052
2014-06-30,87.410004,87.589996,86.449997,87.349998,884900,83.466714
2014-07-01,87.410004,88.199997,86.860001,87.709999,700400,83.810711
2014-07-02,87.889999,88.019997,87.370003,87.660004,720500,83.762938
2014-07-03,88.300003,88.68,88.110001,88.550003,412900,84.613371
2014-07-07,88.449997,88.550003,87.540001,87.779999,644700,83.877598
2014-07-08,87.699997,87.959999,87.190002,87.5,725900,83.610047
2014-07-09,87.739998,87.839996,86.900002,87.269997,791700,83.390269
2014-07-10,86.769997,87.949997,85.879997,86.760002,803500,82.902947
2014-07-11,86.870003,86.989998,86.160004,86.830002,784800,82.969835
2014-07-14,87.309998,87.809998,86.470001,86.779999,676500,82.922055
2014-07-15,86.150002,87.190002,85.849998,85.889999,1232500,82.071622
2014-07-16,86.43,86.459999,85.970001,86.449997,1270300,82.606724
2014-07-17,86.019997,86.639999,85.629997,86.120003,1245700,82.2914
2014-07-18,86.279999,86.739998,86.029999,86.529999,754900,82.683169
2014-07-21,86.190002,86.68,85.900002,86.610001,630700,82.759614
2014-07-22,86.980003,87.660004,86.779999,87.449997,1087300,83.562267
2014-07-23,87.440002,88.199997,87.440002,88.010002,870400,84.097377
2014-07-24,88.0,88.440002,87.800003,87.970001,812500,84.059154
2014-07-25,87.57,88.739998,87.57,88.709999,1111700,84.766254
2014-07-28,88.660004,89.019997,87.300003,88.669998,1868600,84.728031
2014-07-29,83.510002,84.0,81.5,81.519997,5154500,77.895895
2014-07-30,81.769997,82.519997,80.940002,81.290001,3176900,77.676124
2014-07-31,80.790001,80.889999,78.629997,78.779999,3219000,75.277708
2014-08-01,78.760002,79.209999,78.209999,78.459999,1949200,74.971934
2014-08-04,78.879997,79.470001,78.239998,79.199997,1691800,75.679034
2014-08-05,78.769997,79.830002,78.449997,78.93,1764000,75.421041
2014-08-06,78.720001,79.75,78.639999,79.389999,1105500,75.86059
2014-08-07,79.660004,79.980003,78.68,78.970001,916700,75.459263
2014-08-08,79.209999,79.93,78.75,79.860001,995000,76.309696
2014-08-11,79.860001,80.290001,79.589996,79.860001,1035100,76.309696
2014-08-12,79.559998,80.160004,79.419998,80.0,742100,76.443472
2014-08-13,80.470001,81.370003,80.0,81.019997,1033200,77.418123
2014-08-14,81.0,81.239998,80.769997,81.080002,457000,77.475461
2014-08-15,81.089996,81.559998,80.260002,80.660004,1068200,77.074134
2014-08-18,81.449997,81.620003,80.639999,81.260002,1516300,77.647459
2014-08-19,81.620003,81.720001,81.220001,81.559998,664200,77.934117
2014-08-20,81.629997,82.160004,81.330002,82.019997,964300,78.373666
2014-08-21,81.93,82.389999,81.419998,81.989998,570500,78.345001
2014-08-22,81.910004,81.940002,81.220001,81.339996,911300,77.723897
2014-08-25,81.709999,82.339996,81.529999,81.900002,568200,78.259006
2014-08-26,82.18,82.279999,81.470001,81.489998,800700,77.86723
2014-08-27,81.800003,82.0,81.169998,81.389999,1248200,77.771677
2014-08-28,81.290001,82.610001,81.220001,82.449997,1330800,78.78455
2014-08-29,82.519997,83.099998,82.120003,82.470001,673300,78.803665
2014-09-02,82.809998,83.269997,82.449997,83.07,1149600,79.37699
2014-09-03,83.370003,83.68,82.809998,82.910004,1350300,79.224107
2014-09-04,82.900002,83.650002,82.470001,82.57,944100,78.899218
2014-09-05,82.669998,83.379997,82.5,83.360001,830700,79.654098
2014-09-08,83.440002,83.949997,83.129997,83.379997,1128100,79.673206
2014-09-09,83.209999,83.57,82.849998,82.959999,1080800,79.271879
2014-09-10,82.949997,83.599998,82.599998,83.57,1148400,79.854762
2014-09-11,83.010002,85.209999,81.959999,82.339996,5640400,79.010342
2014-09-12,82.599998,84.489998,82.349998,83.050003,2240900,79.691637
2014-09-15,83.099998,83.269997,82.360001,82.93,1126800,79.576487
2014-09-16,83.010002,84.050003,82.650002,83.720001,1296500,80.334542
2014-09-17,83.93,84.199997,83.400002,83.559998,1234300,80.181009
2014-09-18,84.050003,84.650002,83.93,84.629997,956000,81.20774
2014-09-19,84.940002,85.18,84.459999,84.809998,1728400,81.380461
2014-09-22,84.720001,84.82,83.760002,83.830002,1027600,80.440095
2014-09-23,83.879997,83.879997,82.760002,82.779999,756600,79.432551
2014-09-24,83.099998,84.230003,82.860001,84.150002,957300,80.747154
2014-09-25,83.720001,83.940002,82.220001,82.220001,1029600,78.895199
2014-09-26,82.300003,82.82,82.040001,82.669998,707600,79.326999
2014-09-29,82.169998,82.75,81.760002,82.379997,679900,79.048725
2014-09-30,82.330002,82.529999,80.730003,80.889999,1047400,77.61898
2014-10-01,80.690002,80.690002,78.809998,78.989998,1410300,75.79581
2014-10-02,78.779999,78.989998,77.349998,78.57,1798200,75.392796
2014-10-03,79.040001,79.809998,78.669998,78.910004,1879300,75.719051
2014-10-06,79.400002,79.970001,79.18,79.459999,1015000,76.246805
2014-10-07,78.790001,78.889999,77.599998,77.610001,1297900,74.471617
2014-10-08,77.480003,78.519997,76.470001,78.360001,1507600,75.191289
2014-10-09,78.239998,78.349998,76.050003,76.059998,1350600,72.984293
2014-10-10,75.779999,75.980003,73.760002,74.580002,2636400,71.564145
2014-10-13,74.57,75.040001,71.459999,71.489998,1878700,68.599094
2014-10-14,71.809998,74.300003,71.75,72.82,2120400,69.875313
2014-10-15,71.849998,73.720001,70.379997,73.470001,1667200,70.49903
2014-10-16,72.029999,74.57,72.029999,74.339996,1350500,71.333845
2014-10-17,75.25,76.169998,74.800003,75.139999,1246800,72.101497
2014-10-20,74.82,75.889999,74.480003,75.889999,1632900,72.821169
2014-10-21,77.18,78.349998,75.610001,78.099998,1093200,74.9418
2014-10-22,78.580002,79.120003,77.589996,77.629997,1473300,74.490805
2014-10-23,78.370003,78.879997,77.269997,78.0,1364500,74.845846
2014-10-24,77.970001,77.989998,76.209999,77.559998,1566300,74.423636
2014-10-27,76.720001,77.080002,73.699997,74.339996,2857900,71.333845
2014-10-28,74.989998,76.550003,74.519997,76.550003,1604600,73.454483
2014-10-29,76.470001,76.860001,74.080002,74.519997,2805600,71.506566
2014-10-30,74.010002,76.0,74.0,75.769997,1921800,72.706019
2014-10-31,78.32,81.639999,77.449997,80.779999,3363000,77.513427
2014-11-03,82.510002,83.059998,81.720001,82.029999,2486300,78.71288
2014-11-04,82.470001,82.610001,80.0,80.519997,2611900,77.263939
2014-11-05,81.019997,82.260002,80.980003,82.040001,1125500,78.722477
2014-11-06,82.220001,83.650002,81.599998,82.459999,1593900,79.125492
2014-11-07,82.43,82.480003,81.239998,82.470001,1808000,79.135089
2014-11-10,82.389999,83.970001,82.300003,83.839996,2632900,80.449685
2014-11-11,83.769997,84.589996,83.440002,84.330002,1416900,80.919876
2014-11-12,84.169998,84.360001,83.410004,84.059998,1261500,80.66079
2014-11-13,84.279999,84.290001,83.07,83.57,737400,80.190606
2014-11-14,83.879997,84.209999,83.449997,84.18,723600,80.77594
2014-11-17,83.82,84.080002,83.610001,83.949997,650900,80.555237
2014-11-18,84.099998,85.589996,83.699997,85.489998,951400,82.032964
2014-11-19,85.440002,85.540001,84.690002,85.269997,1475200,81.821859
2014-11-20,84.980003,86.0,84.769997,86.0,1219500,82.522343
2014-11-21,87.260002,88.93,87.260002,87.849998,1812800,84.297531
2014-11-24,87.900002,87.949997,86.779999,87.279999,1574000,83.750581
2014-11-25,86.870003,87.610001,86.290001,86.400002,908200,82.906169
2014-11-26,86.480003,86.809998,85.510002,86.760002,642000,83.251612
2014-11-28,85.900002,85.900002,82.709999,82.919998,1212400,79.566889
2014-12-01,82.989998,82.989998,81.370003,82.160004,1451600,78.837628
2014-12-02,82.660004,83.800003,82.150002,83.660004,1264400,80.276971
2014-12-03,83.419998,84.599998,83.089996,84.349998,1402500,80.939064
2014-12-04,84.0,84.190002,82.769997,83.220001,1553900,79.854761
2014-12-05,81.93,82.120003,80.129997,80.510002,2519100,77.254349
2014-12-08,80.849998,81.269997,79.25,79.620003,1963200,76.400339
2014-12-09,78.660004,79.540001,77.889999,79.459999,1598000,76.246805
2014-12-10,79.239998,79.279999,75.330002,75.860001,2225800,72.792383
2014-12-11,75.980003,77.25,75.449997,75.709999,1774800,73.033545
2014-12-12,74.879997,74.949997,72.379997,72.559998,2645500,69.9949
2014-12-15,73.139999,73.849998,72.019997,72.050003,2908300,69.502935
2014-12-16,71.580002,73.550003,71.059998,71.57,2396400,69.0399
2014-12-17,72.07,73.080002,71.699997,72.900002,3208000,70.322885
2014-12-18,73.589996,74.809998,73.050003,74.779999,1753800,72.136421
2014-12-19,75.199997,75.940002,74.75,75.610001,2387600,72.937082
2014-12-22,75.610001,76.5,75.199997,76.489998,1387800,73.78597
2014-12-23,76.959999,77.339996,76.459999,76.760002,1506700,74.046429
2014-12-24,77.040001,77.120003,76.25,76.800003,431000,74.085016
2014-12-26,76.440002,77.349998,76.370003,76.75,611500,74.03678
2014-12-29,76.690002,77.209999,76.059998,76.349998,922000,73.650919
2014-12-30,76.290001,76.889999,75.889999,76.580002,914100,73.872792
2014-12-31,76.599998,76.900002,75.800003,75.860001,1022000,73.178244
2015-01-02,76.029999,76.669998,75.629997,76.480003,1566100,73.776329
2015-01-05,75.669998,75.75,73.720001,73.839996,2099000,71.229649
2015-01-06,73.760002,74.449997,72.660004,73.529999,1497400,70.930611
2015-01-07,74.18,74.220001,72.830002,73.059998,1670200,70.477225
