Date,Open_CVX,High_CVX,Low_CVX,Close_CVX,Volume_CVX,AdjClose_CVX
2013-06-14,121.129997,121.68,120.099998,120.279999,4415300,106.774959
2013-06-17,120.449997,121.779999,120.279999,121.220001,4046900,107.609418
2013-06-18,121.029999,121.720001,120.860001,121.519997,4544800,107.87573
2013-06-19,121.800003,122.379997,120.410004,120.5,4634300,106.970259
2013-06-20,119.540001,119.660004,117.57,117.949997,7624100,104.70657
2013-06-21,119.239998,119.540001,117.260002,118.93,10692100,105.576539
2013-06-24,117.709999,118.029999,116.019997,116.82,6785700,103.703449
2013-06-25,117.75,117.870003,116.919998,117.449997,5983100,104.26271
2013-06-26,118.339996,118.540001,117.0,118.150002,4820700,104.884118
2013-06-27,118.519997,119.540001,118.489998,118.709999,4459400,105.381239
2013-06-28,118.790001,119.559998,118.139999,118.339996,6504400,105.05278
2013-07-01,118.349998,120.010002,118.0,119.080002,5053000,105.709698
2013-07-02,119.089996,120.330002,118.589996,119.150002,4912000,105.771838
2013-07-03,119.239998,119.300003,118.610001,119.080002,3034800,105.709698
2013-07-05,119.690002,120.860001,119.099998,120.510002,4386200,106.979138
2013-07-08,121.290001,122.309998,120.980003,121.239998,4964400,107.62717
2013-07-09,122.389999,123.739998,122.050003,123.269997,6252900,109.42924
2013-07-10,123.449997,124.540001,122.709999,122.900002,5549600,109.100788
2013-07-11,123.949997,124.110001,122.510002,123.769997,7235100,109.8731
2013-07-12,123.519997,124.150002,123.040001,124.059998,5615000,110.13054
2013-07-15,124.110001,125.139999,124.059998,124.68,4062000,110.680928
2013-07-16,124.709999,125.239998,123.550003,124.120003,4002900,110.183807
2013-07-17,124.650002,125.0,124.290001,124.349998,3634600,110.387979
2013-07-18,124.68,125.650002,124.639999,125.470001,4324100,111.382228
2013-07-19,125.790001,126.910004,125.169998,126.910004,5929900,112.660547
2013-07-22,126.709999,127.610001,126.650002,127.029999,4056100,112.767069
2013-07-23,127.07,127.650002,126.699997,127.260002,3763300,112.971248
2013-07-24,127.25,127.629997,125.900002,126.370003,4527800,112.181177
2013-07-25,126.139999,127.830002,125.790001,127.760002,4466400,113.415108
2013-07-26,127.029999,127.620003,126.089996,127.559998,4829900,113.23756
2013-07-29,127.370003,127.370003,125.889999,126.169998,4028900,112.003629
2013-07-30,126.199997,126.959999,125.190002,125.779999,4589500,111.657419
2013-07-31,126.019997,126.910004,125.459999,125.889999,5394300,111.755069
2013-08-01,126.489998,126.660004,125.639999,126.440002,5757100,112.243318
2013-08-02,124.870003,125.099998,123.300003,124.949997,7472700,110.92061
2013-08-05,124.720001,124.75,123.760002,123.989998,3733700,110.0684
2013-08-06,123.970001,124.160004,123.010002,123.139999,4677700,109.313839
2013-08-07,123.029999,123.919998,122.800003,123.330002,3898500,109.482508
2013-08-08,123.879997,124.209999,121.910004,123.07,5639200,109.251699
2013-08-09,123.120003,123.120003,121.68,122.5,5739400,108.745699
2013-08-12,122.0,122.07,120.910004,121.800003,6014800,108.124297
2013-08-13,121.93,123.230003,121.400002,122.5,4461000,108.745699
2013-08-14,122.760002,122.959999,121.540001,122.050003,6884900,108.346227
2013-08-15,120.68,121.0,120.0,120.25,4247800,107.630177
2013-08-16,119.889999,120.190002,119.050003,119.879997,5652500,107.299005
2013-08-19,119.690002,120.0,118.519997,118.660004,4308900,106.207045
2013-08-20,118.589996,119.300003,118.290001,118.290001,4490700,105.875873
2013-08-21,118.379997,118.5,117.220001,117.699997,5648600,105.347788
2013-08-22,117.940002,119.190002,117.43,118.290001,4028600,105.875873
2013-08-23,118.690002,119.730003,118.120003,119.529999,4675900,106.985737
2013-08-26,119.739998,119.919998,118.519997,118.839996,3783400,106.368148
2013-08-27,118.239998,119.669998,118.07,118.809998,5185600,106.341298
2013-08-28,119.459999,122.360001,119.459999,121.809998,7615400,109.026458
2013-08-29,121.150002,121.559998,120.059998,120.370003,5488800,107.737586
2013-08-30,120.519997,120.879997,120.07,120.43,4696100,107.791287
2013-09-03,121.339996,121.480003,120.0,120.550003,4154300,107.898696
2013-09-04,120.349998,121.269997,119.940002,120.860001,3671200,108.17616
2013-09-05,121.080002,121.669998,120.910004,121.370003,3337300,108.632639
2013-09-06,121.529999,122.75,119.010002,121.209999,5690200,108.489427
2013-09-09,121.209999,122.470001,121.209999,122.220001,4482000,109.393433
2013-09-10,122.82,123.010002,121.209999,123.010002,6000800,110.100526
2013-09-11,123.050003,124.0,122.790001,123.919998,4995800,110.915021
2013-09-12,124.050003,124.620003,123.639999,123.889999,4529700,110.888171
2013-09-13,123.980003,124.830002,123.809998,124.139999,3094000,111.111934
2013-09-16,124.980003,125.190002,123.980003,124.080002,4277800,111.058233
2013-09-17,124.099998,125.190002,124.080002,124.339996,5458200,111.290942
2013-09-18,124.360001,126.43,123.82,125.82,6296900,112.615624
2013-09-19,125.860001,126.120003,125.25,125.440002,4440800,112.275506
2013-09-20,125.660004,126.230003,124.739998,124.919998,10264700,111.810075
2013-09-23,124.620003,125.620003,124.57,125.519997,5450600,112.347106
2013-09-24,125.339996,125.839996,124.410004,124.489998,6097900,111.425202
2013-09-25,124.769997,125.029999,124.07,124.07,4498900,111.049281
2013-09-26,124.099998,124.440002,123.019997,123.489998,5022600,110.530148
2013-09-27,123.230003,123.260002,122.510002,122.639999,4518800,109.769354
2013-09-30,121.599998,122.019997,120.5,121.5,6421800,108.748994
2013-10-01,121.269997,121.739998,120.839996,121.32,4702300,108.587884
2013-10-02,121.040001,121.18,119.760002,120.830002,5899800,108.14931
2013-10-03,120.620003,120.660004,117.93,118.25,10203700,105.84007
2013-10-04,118.5,118.540001,117.519997,118.129997,6538500,105.732661
2013-10-07,117.43,118.5,117.209999,117.870003,5677400,105.499952
2013-10-08,117.889999,118.089996,116.709999,116.730003,6744200,104.479592
2013-10-09,116.550003,116.800003,115.32,116.129997,8861700,103.942554
2013-10-10,115.239998,116.379997,114.440002,116.379997,11133000,104.166318
2013-10-11,116.57,117.709999,115.93,117.669998,6535800,105.320937
2013-10-14,117.330002,118.75,116.32,118.580002,4789800,106.135439
2013-10-15,118.559998,119.07,117.769997,118.150002,6414700,105.750566
2013-10-16,119.419998,119.720001,118.339996,119.160004,5614200,106.654572
2013-10-17,119.099998,119.610001,118.669998,119.519997,5254800,106.976785
2013-10-18,119.610001,119.849998,119.129997,119.650002,6231100,107.093146
2013-10-21,119.629997,120.190002,119.309998,119.82,4360700,107.245304
2013-10-22,120.139999,120.790001,119.709999,120.639999,6444900,107.979247
2013-10-23,120.290001,120.639999,119.839996,120.129997,4961900,107.522768
2013-10-24,120.669998,121.0,119.910004,120.559998,4188100,107.907641
2013-10-25,120.589996,121.220001,120.269997,120.589996,4273300,107.934492
2013-10-28,120.559998,121.150002,120.089996,120.910004,5497700,108.220915
2013-10-29,121.330002,122.010002,121.160004,121.5,4241700,108.748994
2013-10-30,121.540001,121.959999,119.910004,120.300003,4999100,107.674932
2013-10-31,120.150002,121.330002,119.830002,119.959999,7752500,107.370611
2013-11-01,119.040001,119.440002,117.0,118.010002,9344200,105.625259
2013-11-04,118.589996,118.599998,117.32,118.099998,6670300,105.705811
2013-11-05,117.599998,118.900002,117.07,118.449997,6623300,106.019078
2013-11-06,119.300003,121.410004,118.82,121.139999,8373200,108.426774
2013-11-07,121.599998,121.879997,119.419998,119.910004,10131200,107.325862
2013-11-08,119.669998,121.209999,119.580002,121.190002,11331000,108.471529
2013-11-11,121.18,121.5,120.709999,121.080002,3427600,108.373073
2013-11-12,121.029999,121.25,119.629997,120.0,6914200,107.406414
2013-11-13,119.580002,120.150002,119.190002,120.089996,6212000,107.486965
2013-11-14,119.580002,119.93,119.32,119.559998,5470900,107.911175
2013-11-15,119.779999,120.269997,119.129997,120.059998,6008000,108.36246
