Date,Open_MJN,High_MJN,Low_MJN,Close_MJN,Volume_MJN,AdjClose_MJN
2013-08-30,75.440002,75.980003,74.709999,75.029999,1373700,71.388995
2013-09-03,74.910004,75.5,74.209999,75.279999,1436700,71.626864
2013-09-04,75.209999,75.410004,73.970001,75.089996,1970800,71.446082
2013-09-05,75.169998,75.330002,74.739998,74.919998,1206800,71.284333
2013-09-06,75.129997,75.400002,73.790001,74.760002,1070900,71.132101
2013-09-09,74.970001,75.900002,74.970001,75.230003,1086200,71.579294
2013-09-10,75.550003,75.739998,73.980003,74.860001,1410700,71.227247
2013-09-11,75.010002,75.279999,74.529999,74.900002,1608800,71.265307
2013-09-12,74.839996,74.940002,74.699997,74.75,1730300,71.44691
2013-09-13,75.0,75.739998,74.739998,75.639999,1398100,72.297581
2013-09-16,76.120003,77.68,75.709999,76.110001,1387700,72.746814
2013-09-17,76.650002,78.330002,76.650002,77.860001,2108500,74.419484
2013-09-18,77.82,78.5,76.940002,78.480003,2044800,75.01209
2013-09-19,78.550003,78.68,77.400002,77.75,1199300,74.314344
2013-09-20,77.68,77.900002,77.300003,77.470001,1255600,74.046718
2013-09-23,77.699997,77.830002,76.43,76.949997,1018800,73.549692
2013-09-24,76.870003,76.949997,75.849998,76.169998,882700,72.80416
2013-09-25,75.980003,76.139999,75.150002,75.610001,893300,72.268908
2013-09-26,75.830002,76.550003,75.18,75.949997,1053900,72.593881
2013-09-27,75.669998,75.849998,74.730003,75.239998,801500,71.915255
2013-09-30,75.029999,75.220001,73.949997,74.260002,1097000,70.978564
2013-10-01,74.449997,74.449997,73.949997,74.150002,1618400,70.873424
2013-10-02,74.059998,74.269997,73.690002,74.25,2603300,70.969004
2013-10-03,74.279999,74.989998,73.82,74.040001,1945600,70.768284
2013-10-04,73.870003,75.290001,73.809998,75.120003,832500,71.800563
2013-10-07,74.900002,75.639999,74.610001,75.089996,754300,71.771882
2013-10-08,75.0,75.480003,74.68,75.089996,1189500,71.771882
2013-10-09,75.089996,75.720001,74.110001,74.68,1094200,71.380003
2013-10-10,75.169998,76.720001,75.040001,76.480003,1068200,73.100467
2013-10-11,76.169998,76.75,76.07,76.730003,541300,73.33942
2013-10-14,76.019997,76.019997,74.82,75.419998,1727100,72.087302
2013-10-15,75.410004,77.779999,75.07,77.160004,2291300,73.750419
2013-10-16,77.510002,79.169998,77.510002,78.93,1415200,75.442202
2013-10-17,78.830002,79.610001,78.599998,79.339996,1557300,75.834081
2013-10-18,79.82,79.959999,78.580002,78.809998,1334300,75.327502
2013-10-21,80.120003,81.279999,79.309998,80.410004,2000900,76.856806
2013-10-22,80.419998,81.940002,80.419998,81.339996,1530200,77.745704
2013-10-23,81.129997,82.459999,80.940002,82.360001,2793800,78.720636
2013-10-24,83.199997,84.0,77.610001,80.32,5972800,76.770779
2013-10-25,80.260002,81.389999,79.730003,81.089996,2186500,77.506751
2013-10-28,80.940002,81.940002,80.730003,80.980003,1570900,77.401619
2013-10-29,82.720001,82.940002,81.330002,82.800003,1859900,79.141195
2013-10-30,83.129997,83.239998,81.629997,82.190002,1360600,78.55815
2013-10-31,81.970001,82.190002,81.449997,81.660004,1086800,78.051571
2013-11-01,81.860001,82.419998,81.389999,81.949997,1166500,78.32875
2013-11-04,82.18,82.660004,81.199997,81.559998,843000,77.955984
2013-11-05,81.389999,82.459999,80.940002,82.07,1458600,78.44345
2013-11-06,82.519997,82.519997,81.660004,82.010002,891400,78.386103
2013-11-07,82.459999,82.459999,79.790001,79.93,1375500,76.398014
2013-11-08,80.029999,80.519997,79.059998,80.480003,1945500,76.923713
2013-11-11,80.739998,80.949997,79.480003,79.970001,1088800,76.436247
2013-11-12,80.019997,80.410004,79.349998,80.050003,1008100,76.512714
2013-11-13,79.279999,80.82,78.940002,80.779999,934900,77.210452
2013-11-14,80.779999,81.0,80.400002,80.879997,1408500,77.306032
2013-11-15,84.470001,86.629997,83.32,84.849998,5377300,81.100604
2013-11-18,85.239998,85.239998,82.5,82.690002,1781200,79.036055
2013-11-19,82.870003,83.970001,82.040001,83.0,2333500,79.332355
2013-11-20,82.720001,83.699997,82.580002,83.07,1411800,79.399261
2013-11-21,83.099998,83.720001,82.25,83.699997,1337700,80.00142
2013-11-22,83.510002,84.25,83.339996,84.089996,1381400,80.374186
2013-11-25,84.120003,84.400002,83.610001,83.93,863900,80.22126
2013-11-26,83.970001,85.029999,83.650002,84.730003,1623300,80.985912
2013-11-27,84.900002,85.120003,84.25,84.790001,873300,81.043258
2013-11-29,84.790001,85.089996,84.32,84.510002,701100,80.775632
2013-12-02,84.690002,84.970001,84.029999,84.559998,1042100,80.823418
2013-12-03,84.519997,85.300003,84.309998,85.239998,1359200,81.47337
2013-12-04,84.779999,85.809998,84.589996,85.260002,1477100,81.492491
2013-12-05,85.199997,85.720001,84.900002,85.080002,1588500,81.320444
2013-12-06,85.580002,85.93,85.260002,85.580002,1573600,81.79835
2013-12-09,85.720001,86.199997,85.220001,85.489998,1150500,81.712323
2013-12-10,85.389999,85.550003,84.669998,85.0,1215100,81.243978
2013-12-11,85.290001,85.620003,84.839996,85.0,1263100,81.243978
2013-12-12,84.260002,84.900002,83.32,83.949997,1452900,80.562623
2013-12-13,84.0,84.550003,83.0,83.160004,1036500,79.804506
2013-12-16,83.690002,83.690002,82.160004,82.940002,968900,79.593382
2013-12-17,82.940002,83.629997,82.349998,82.989998,1174700,79.64136
2013-12-18,83.07,83.949997,82.059998,83.919998,1432900,80.533835
2013-12-19,83.620003,83.779999,82.370003,83.349998,980800,79.986834
2013-12-20,83.410004,83.550003,82.510002,82.889999,1404800,79.545396
2013-12-23,83.580002,83.589996,82.709999,83.120003,880900,79.766119
2013-12-24,83.300003,83.949997,83.239998,83.330002,522700,79.967645
2013-12-26,83.519997,83.849998,82.82,83.349998,722100,79.986834
2013-12-27,83.709999,83.709999,82.550003,82.949997,1682100,79.602973
2013-12-30,83.269997,83.269997,82.650002,83.099998,3181500,79.746922
2013-12-31,83.360001,84.290001,82.330002,83.760002,956500,80.380294
2014-01-02,82.779999,84.480003,82.209999,83.169998,1480500,79.814097
2014-01-03,83.120003,84.099998,82.419998,83.440002,1649100,80.073207
2014-01-06,83.620003,83.889999,82.910004,83.0,1184500,79.650958
2014-01-07,83.040001,84.269997,83.040001,84.0,1240300,80.610608
2014-01-08,83.900002,84.440002,83.650002,84.260002,1345100,80.860119
2014-01-09,84.269997,85.0,83.900002,84.230003,1303100,80.831331
2014-01-10,84.629997,84.849998,83.279999,83.830002,1082200,80.44747
2014-01-13,83.519997,84.18,82.830002,82.900002,626800,79.554995
2014-01-14,83.029999,84.07,82.809998,83.949997,1239700,80.562623
2014-01-15,83.93,83.949997,82.82,83.489998,1174900,80.121185
2014-01-16,83.449997,84.18,83.010002,83.349998,872600,79.986834
2014-01-17,83.190002,83.470001,82.199997,82.279999,1259800,78.960009
2014-01-21,83.040001,83.279999,81.779999,82.279999,1174900,78.960009
2014-01-22,82.330002,83.32,82.029999,82.889999,1283500,79.545396
2014-01-23,82.269997,82.290001,80.0,80.589996,2330500,77.338198
2014-01-24,79.57,80.400002,78.019997,78.290001,2902300,75.131007
2014-01-27,78.610001,78.610001,77.410004,77.82,2771800,74.67997
2014-01-28,78.43,80.290001,78.330002,79.870003,2821300,76.647256
2014-01-29,79.300003,79.599998,77.589996,77.800003,2357800,74.660781
2014-01-30,78.0,79.82,77.669998,79.370003,3324800,76.167431
2014-01-31,74.970001,79.0,74.860001,76.889999,5428800,73.787496
2014-02-03,76.779999,77.279999,74.989998,75.449997,2938700,72.405597
2014-02-04,76.129997,76.129997,74.580002,74.830002,2614300,71.810619
2014-02-05,74.790001,74.790001,73.230003,73.660004,5457500,70.68783
2014-02-06,73.639999,76.120003,73.510002,75.949997,4534200,72.885422
2014-02-07,76.269997,77.279999,75.599998,75.949997,2340000,72.885422
2014-02-10,76.589996,79.190002,76.190002,77.660004,3226800,74.52643
2014-02-11,77.370003,78.239998,76.290001,78.120003,1720300,74.967868
2014-02-12,78.389999,78.889999,77.660004,77.889999,1540900,74.747146
2014-02-13,77.830002,78.739998,77.510002,78.230003,2019500,75.07343
2014-02-14,78.309998,78.32,77.269997,77.669998,1854700,74.536021
2014-02-18,77.889999,78.099998,76.82,77.25,2285600,74.13297
2014-02-19,75.449997,79.220001,74.68,78.629997,4295100,75.457285
2014-02-20,79.190002,81.690002,78.900002,80.730003,4389800,77.472556
2014-02-21,80.769997,81.709999,80.360001,80.900002,2575400,77.635694
2014-02-24,81.300003,81.800003,80.849998,80.959999,1924200,77.693271
2014-02-25,81.0,81.790001,81.0,81.480003,1571500,78.192293
2014-02-26,81.790001,81.900002,80.349998,80.730003,2577600,77.472556
2014-02-27,80.599998,81.830002,80.599998,81.620003,1928900,78.326644
2014-02-28,81.889999,82.400002,81.169998,81.550003,1278400,78.259469
2014-03-03,81.379997,82.57,81.040001,82.510002,1767900,79.180732
2014-03-04,83.120003,84.120003,82.970001,84.059998,2123500,80.668185
2014-03-05,83.779999,83.980003,82.25,82.940002,1953800,79.593382
2014-03-06,83.089996,83.959999,82.650002,83.040001,1304200,79.689345
2014-03-07,83.809998,83.849998,82.389999,83.18,1480900,79.823696
2014-03-10,83.199997,83.57,82.040001,83.169998,1694500,79.814097
2014-03-11,83.580002,83.970001,82.620003,82.989998,1410500,79.64136
2014-03-12,82.400002,83.68,82.400002,83.529999,1142400,80.159572
2014-03-13,83.360001,83.580002,82.470001,82.720001,1237800,79.740241
2014-03-14,82.410004,83.019997,82.050003,82.199997,1173800,79.238968
2014-03-17,82.739998,83.110001,82.25,82.910004,705400,79.923399
2014-03-18,82.879997,83.150002,82.43,83.07,724100,80.077632
2014-03-19,82.900002,83.190002,81.440002,81.669998,970900,78.728061
2014-03-20,81.660004,82.459999,80.860001,82.300003,1085400,79.335372
2014-03-21,82.989998,83.440002,82.050003,82.089996,1214700,79.13293
2014-03-24,82.489998,82.879997,81.050003,81.400002,1303300,78.467791
2014-03-25,81.940002,82.419998,81.760002,82.099998,1588900,79.142572
2014-03-26,82.610001,84.760002,82.440002,82.989998,1906000,80.000512
2014-03-27,82.779999,83.589996,82.120003,83.139999,1266700,80.14511
2014-03-28,83.32,84.07,82.660004,83.0,1064500,80.010154
2014-03-31,83.779999,83.849998,82.839996,83.139999,1153300,80.14511
2014-04-01,83.199997,85.57,83.199997,85.459999,2910600,82.381538
2014-04-02,84.839996,86.5,84.839996,86.18,2289700,83.075603
2014-04-03,86.480003,86.760002,85.32,86.650002,1707700,83.528674
2014-04-04,86.940002,87.0,85.040001,85.110001,1856700,82.044147
2014-04-07,85.059998,85.910004,84.830002,85.540001,1834400,82.458658
2014-04-08,85.309998,85.43,83.879997,83.940002,2028400,80.916295
2014-04-09,84.370003,85.300003,84.0,85.279999,1087700,82.208022
2014-04-10,85.470001,85.919998,83.949997,83.959999,1270900,80.935571
2014-04-11,83.150002,83.559998,81.82,82.199997,1798500,79.238968
2014-04-14,82.699997,83.0,81.989998,82.959999,2095200,79.971594
2014-04-15,83.059998,83.519997,81.230003,82.209999,1565700,79.24861
2014-04-16,83.120003,83.900002,83.120003,83.739998,1235900,80.723495
2014-04-17,83.580002,84.550003,83.279999,84.449997,1043500,81.407918
2014-04-21,84.470001,84.900002,84.339996,84.5,897300,81.45612
2014-04-22,84.669998,86.050003,84.389999,85.169998,1474900,82.101984
2014-04-23,85.43,85.910004,84.019997,84.269997,1591700,81.234402
2014-04-24,85.559998,88.489998,84.059998,88.220001,4907800,85.042119
2014-04-25,88.199997,88.870003,86.800003,87.099998,2224500,83.962461
2014-04-28,87.230003,88.019997,86.800003,87.879997,1496700,84.714362
2014-04-29,88.199997,88.540001,87.379997,88.050003,1299500,84.878244
2014-04-30,87.68,88.300003,87.389999,88.260002,1665700,85.080679
2014-05-01,88.029999,88.349998,87.239998,87.660004,1224500,84.502293
2014-05-02,87.699997,88.25,87.370003,87.82,885800,84.656526
2014-05-05,87.029999,87.959999,86.720001,87.669998,742700,84.511928
2014-05-06,87.639999,87.699997,86.099998,86.120003,1214200,83.017767
2014-05-07,86.610001,87.300003,86.5,87.080002,1415400,83.943185
2014-05-08,87.0,87.169998,86.160004,86.550003,798500,83.432278
2014-05-09,86.699997,86.699997,85.660004,86.129997,1069600,83.027401
2014-05-12,86.580002,87.519997,86.440002,86.900002,1418700,83.769668
2014-05-13,87.110001,87.830002,87.050003,87.669998,848300,84.511928
2014-05-14,87.68,87.830002,86.82,86.959999,740100,83.827505
2014-05-15,86.43,86.5,84.970001,85.639999,1007000,82.555054
2014-05-16,85.720001,86.489998,85.57,86.279999,1227600,83.171999
2014-05-19,86.230003,86.239998,85.330002,85.43,1103500,82.35262
2014-05-20,85.540001,86.169998,85.540001,85.970001,818900,82.873169
2014-05-21,85.940002,86.269997,85.610001,86.190002,556800,83.085245
2014-05-22,85.959999,86.309998,85.75,85.769997,669400,82.680369
2014-05-23,85.75,86.379997,85.720001,86.190002,491300,83.085245
2014-05-27,86.809998,87.089996,86.330002,86.980003,697300,83.846788
2014-05-28,86.940002,87.580002,86.620003,87.129997,958600,83.991379
2014-05-29,87.269997,88.199997,86.959999,88.099998,1054500,84.926439
2014-05-30,87.900002,89.639999,87.879997,89.470001,1799300,86.247091
2014-06-02,89.400002,89.739998,88.970001,89.68,1003100,86.449525
2014-06-03,89.5,89.760002,89.089996,89.449997,950500,86.227807
2014-06-04,89.199997,89.349998,88.410004,88.5,864900,85.312031
2014-06-05,88.830002,89.279999,87.769997,89.0,677700,85.79402
2014-06-06,89.339996,89.849998,89.050003,89.82,691600,86.584482
2014-06-09,89.940002,89.940002,87.279999,87.389999,1354500,84.242015
2014-06-10,87.279999,87.849998,87.050003,87.610001,1182900,84.454092
2014-06-11,87.559998,87.559998,86.57,86.75,779500,83.62507
2014-06-12,86.75,87.139999,85.889999,86.650002,958300,83.528674
2014-06-13,86.709999,87.559998,86.389999,87.449997,1229900,84.299852
2014-06-16,87.449997,87.849998,87.080002,87.790001,1049900,84.627608
2014-06-17,88.040001,89.279999,87.540001,89.190002,1399800,85.977178
2014-06-18,89.290001,91.940002,88.889999,91.879997,2763000,88.570273
2014-06-19,92.209999,92.739998,91.68,92.559998,1534800,89.59144
2014-06-20,92.730003,93.400002,92.68,93.139999,1940000,90.15284
2014-06-23,92.980003,93.25,92.470001,92.980003,1496000,89.997976
2014-06-24,92.519997,93.43,92.339996,93.32,1702500,90.327068
2014-06-25,92.980003,93.050003,91.93,92.279999,1876400,89.320421
2014-06-26,92.43,92.599998,91.620003,92.400002,1078200,89.436576
2014-06-27,92.239998,92.809998,91.709999,92.669998,1768200,89.697913
2014-06-30,92.5,93.339996,92.110001,93.169998,866100,90.181877
2014-07-01,93.0,93.459999,92.230003,93.209999,1250100,90.220595
2014-07-02,93.029999,94.0,92.910004,93.389999,889300,90.394822
2014-07-03,93.879997,93.970001,93.199997,93.730003,1071000,90.723922
2014-07-07,93.230003,93.800003,93.120003,93.470001,753000,90.472258
2014-07-08,93.099998,93.279999,92.199997,92.650002,832900,89.678558
2014-07-09,92.730003,93.510002,92.599998,93.260002,1055600,90.268994
2014-07-10,92.32,93.339996,92.190002,93.120003,1044600,90.133485
2014-07-11,93.07,93.139999,92.080002,92.589996,883500,89.620477
2014-07-14,93.160004,93.25,92.449997,92.870003,793300,89.891503
2014-07-15,94.339996,94.519997,92.440002,92.620003,1505500,89.649521
2014-07-16,93.290001,93.360001,92.699997,93.010002,898500,90.027012
2014-07-17,92.769997,93.080002,91.779999,91.919998,749900,88.971967
2014-07-18,91.980003,92.739998,91.800003,92.610001,1119100,89.63984
2014-07-21,92.339996,92.449997,91.410004,92.269997,2047500,89.31074
2014-07-22,92.080002,98.360001,91.849998,95.419998,3577400,92.359716
2014-07-23,95.269997,96.110001,94.980003,95.080002,2065600,92.030624
2014-07-24,95.480003,95.480003,94.839996,95.339996,1764600,92.28228
2014-07-25,94.769997,94.940002,93.580002,94.639999,1093000,91.604733
2014-07-28,94.870003,96.269997,94.610001,96.050003,1839000,92.969515
2014-07-29,96.43,96.790001,94.860001,94.879997,1136000,91.837034
2014-07-30,94.900002,95.080002,93.07,93.099998,994800,90.114122
2014-07-31,92.839996,93.260002,91.440002,91.440002,1149300,88.507365
2014-08-01,91.480003,93.120003,91.150002,92.639999,1525900,89.668876
2014-08-04,92.730003,93.160004,92.029999,92.830002,1216600,89.852785
2014-08-05,92.629997,93.309998,92.440002,92.639999,987700,89.668876
2014-08-06,92.190002,93.82,92.050003,93.639999,1462000,90.636805
2014-08-07,93.82,94.040001,91.919998,92.239998,1733200,89.281703
2014-08-08,92.5,93.169998,91.199997,93.110001,1078200,90.123804
2014-08-11,93.470001,94.279999,93.199997,93.849998,662800,90.840069
2014-08-12,93.5,94.0,93.370003,93.629997,617200,90.627123
2014-08-13,93.959999,94.279999,93.519997,94.260002,640800,91.236923
2014-08-14,94.199997,95.220001,93.970001,94.5,903700,91.469223
2014-08-15,94.989998,95.790001,93.57,94.220001,838700,91.198205
2014-08-18,94.690002,94.989998,94.199997,94.75,602600,91.711206
2014-08-19,94.760002,94.970001,94.07,94.370003,724800,91.343395
2014-08-20,94.589996,95.0,94.120003,94.480003,656200,91.449868
2014-08-21,94.75,95.220001,94.349998,94.419998,900000,91.391787
2014-08-22,94.589996,95.0,94.139999,94.339996,617000,91.314351
2014-08-25,95.0,95.769997,94.830002,95.610001,696700,92.543624
2014-08-26,95.93,96.089996,94.860001,95.150002,738000,92.098378
2014-08-27,95.25,95.389999,94.699997,94.809998,865800,91.769279
2014-08-28,94.440002,95.110001,94.279999,95.050003,921700,92.001587
2014-08-29,95.400002,95.919998,95.089996,95.599998,754800,92.533943
2014-09-02,95.480003,95.959999,94.919998,95.379997,1094600,92.320998
2014-09-03,95.459999,95.510002,93.870003,93.93,2535800,90.917505
2014-09-04,94.610001,97.389999,94.309998,97.050003,2629700,93.937444
2014-09-05,96.790001,97.790001,96.260002,97.709999,1180900,94.576272
2014-09-08,97.5,97.550003,96.559998,97.0,1846200,93.889044
2014-09-09,97.099998,97.480003,96.690002,96.870003,1333800,93.763216
2014-09-10,96.589996,96.860001,95.870003,96.440002,891600,93.347007
2014-09-11,96.360001,97.360001,95.919998,97.010002,991800,94.265268
2014-09-12,97.199997,97.43,96.419998,96.690002,1283900,93.954322
2014-09-15,96.900002,96.900002,96.059998,96.620003,896700,93.886303
2014-09-16,96.169998,98.5,95.809998,98.300003,1464600,95.51877
2014-09-17,98.169998,98.220001,97.120003,97.629997,1111700,94.867721
2014-09-18,97.660004,97.980003,97.110001,97.940002,607700,95.168955
2014-09-19,98.43,98.489998,97.330002,97.459999,1072900,94.702533
2014-09-22,97.43,97.43,96.480003,96.5,867900,93.769695
2014-09-23,96.010002,96.900002,95.75,96.639999,1197500,93.905734
2014-09-24,96.309998,97.32,96.309998,97.209999,1520600,94.459606
2014-09-25,96.730003,96.900002,95.5,95.720001,1151300,93.011765
2014-09-26,95.650002,96.370003,95.449997,96.169998,1004200,93.44903
2014-09-29,95.660004,97.050003,95.480003,96.809998,1036900,94.070922
2014-09-30,96.57,96.760002,96.029999,96.220001,1402600,93.497619
2014-10-01,96.0,96.120003,95.07,95.5,1121800,92.797989
2014-10-02,95.290001,95.769997,94.059998,94.18,2128900,91.515336
2014-10-03,94.489998,96.599998,94.290001,96.540001,1739900,93.808565
2014-10-06,96.970001,97.029999,96.32,96.940002,947500,94.197249
2014-10-07,96.580002,97.220001,96.190002,96.339996,1054000,93.614219
2014-10-08,96.169998,97.699997,95.860001,97.690002,1042000,94.926029
2014-10-09,97.199997,97.900002,95.470001,95.830002,1137900,93.118654
2014-10-10,96.050003,96.260002,94.129997,94.139999,1380800,91.476467
2014-10-13,94.209999,94.410004,92.370003,92.43,977300,89.81485
2014-10-14,92.699997,93.839996,92.449997,92.800003,787000,90.174384
2014-10-15,92.309998,92.360001,89.339996,90.989998,1715300,88.41559
2014-10-16,89.589996,91.959999,89.379997,91.209999,1290700,88.629366
2014-10-17,91.970001,104.889999,91.709999,100.230003,7659700,97.394165
2014-10-20,94.989998,97.400002,94.470001,97.019997,2803400,94.27498
2014-10-21,97.510002,100.449997,96.779999,100.360001,2115100,97.520484
2014-10-22,100.830002,102.330002,98.610001,99.93,3032300,97.10265
2014-10-23,97.0,101.690002,96.900002,100.660004,1693500,97.811999
2014-10-24,101.889999,104.050003,101.470001,103.389999,1704100,100.464754
2014-10-27,103.449997,103.580002,101.18,101.519997,1060400,98.64766
2014-10-28,101.610001,102.910004,101.019997,102.900002,1184200,99.98862
2014-10-29,102.959999,103.43,101.540001,102.940002,763000,100.027489
2014-10-30,102.540001,104.129997,102.389999,103.57,680200,100.639661
2014-10-31,101.0,101.260002,96.720001,99.309998,3691500,96.500189
2014-11-03,99.540001,101.019997,99.379997,100.260002,1342200,97.423315
2014-11-04,100.220001,100.959999,98.129997,98.410004,1266700,95.625659
2014-11-05,98.860001,99.800003,98.470001,98.790001,900800,95.994905
2014-11-06,98.860001,99.160004,98.07,98.839996,1075200,96.043486
2014-11-07,98.510002,99.040001,98.0,98.389999,1199800,95.60622
2014-11-10,98.470001,99.419998,98.370003,99.32,1051300,96.509908
2014-11-11,99.699997,100.269997,98.629997,99.260002,650000,96.451608
2014-11-12,99.32,99.910004,98.940002,99.610001,1074400,96.791704
2014-11-13,99.849998,100.529999,98.25,99.650002,1084200,96.830573
2014-11-14,99.349998,101.160004,98.959999,100.68,1072200,97.83143
2014-11-17,100.220001,100.839996,99.300003,100.699997,1328500,97.850861
2014-11-18,100.879997,102.620003,100.790001,102.059998,1010100,99.172382
2014-11-19,101.68,102.68,101.019997,102.639999,1231800,99.735974
2014-11-20,102.309998,102.410004,101.300003,101.610001,899600,98.735117
2014-11-21,102.690002,102.870003,102.0,102.330002,765600,99.434747
2014-11-24,102.75,102.75,100.620003,101.07,1164700,98.210395
2014-11-25,101.290001,101.809998,100.720001,101.389999,900600,98.521341
2014-11-26,101.940002,103.440002,101.559998,103.410004,940500,100.484192
2014-11-28,103.669998,104.669998,103.410004,103.839996,733100,100.902019
2014-12-01,103.510002,104.43,102.82,103.919998,1340200,100.979757
2014-12-02,103.980003,104.199997,102.589996,102.870003,1315900,99.95947
2014-12-03,103.07,103.330002,102.370003,102.650002,742800,99.745693
2014-12-04,102.379997,102.730003,101.730003,101.959999,638100,99.075213
2014-12-05,102.410004,103.650002,101.970001,103.379997,890800,100.455035
2014-12-08,103.360001,103.879997,101.980003,102.300003,785300,99.405597
2014-12-09,101.400002,102.589996,100.82,102.540001,758300,99.638805
2014-12-10,102.400002,102.919998,100.540001,100.800003,1244100,97.948037
2014-12-11,101.050003,103.050003,100.959999,101.989998,746500,99.474433
2014-12-12,99.010002,100.940002,97.739998,97.809998,2206500,95.397532
2014-12-15,98.07,98.800003,95.059998,96.199997,2280000,93.827241
2014-12-16,95.949997,97.779999,95.360001,95.449997,1454900,93.09574
2014-12-17,95.360001,98.769997,95.360001,98.580002,1498700,96.148544
2014-12-18,100.449997,100.610001,99.43,100.580002,1856400,98.099214
2014-12-19,100.809998,100.959999,99.980003,100.349998,1633100,97.874884
2014-12-22,100.790001,101.529999,100.349998,101.279999,647100,98.781946
2014-12-23,101.68,101.940002,101.339996,101.559998,746300,99.055039
2014-12-24,101.519997,103.059998,100.75,102.040001,707900,99.523203
2014-12-26,102.5,103.489998,102.389999,102.489998,456200,99.962101
2014-12-29,102.110001,102.389999,101.650002,101.959999,1053100,99.445174
2014-12-30,102.379997,102.550003,101.389999,101.470001,816600,98.967262
2014-12-31,101.699997,102.239998,100.480003,100.540001,589500,98.0602
2015-01-02,100.620003,101.190002,99.370003,99.940002,568900,97.475
2015-01-05,98.800003,99.199997,97.129997,98.129997,1539500,95.709639
2015-01-06,98.550003,99.610001,97.330002,97.75,1612600,95.339014
2015-01-07,98.220001,99.68,97.57,99.480003,969600,97.026347
