Date,Open_ETN,High_ETN,Low_ETN,Close_ETN,Volume_ETN,AdjClose_ETN
2015-01-05,67.110001,67.139999,64.949997,65.120003,3206200,61.72885
2015-01-06,65.089996,65.25,63.57,64.389999,3241700,61.036861
2015-01-07,65.309998,65.57,64.349998,64.580002,3120800,61.216969
2015-01-08,65.199997,66.919998,65.199997,66.889999,3445900,63.406673
2015-01-09,67.089996,67.239998,65.849998,66.059998,2807200,62.619894
2015-01-12,65.949997,66.199997,64.940002,65.480003,2848300,62.070103
2015-01-13,65.75,66.589996,64.639999,65.459999,3575900,62.05114
2015-01-14,64.010002,64.580002,63.310001,64.239998,2394500,60.894671
2015-01-15,64.239998,64.660004,63.580002,64.07,3635900,60.733526
2015-01-16,63.650002,64.639999,63.619999,64.589996,3488800,61.226443
2015-01-20,64.889999,64.970001,64.25,64.800003,3265200,61.425514
2015-01-21,64.349998,65.919998,64.230003,65.82,3276800,62.392394
2015-01-22,66.599998,67.910004,66.139999,67.68,3463400,64.155534
2015-01-23,67.730003,67.730003,66.720001,67.010002,2356100,63.520426
2015-01-26,66.720001,67.120003,66.07,66.82,1950000,63.340318
2015-01-27,65.400002,65.809998,64.690002,65.019997,3771600,61.634051
2015-01-28,65.339996,65.510002,63.52,63.610001,3197400,60.297481
2015-01-29,63.439999,64.349998,62.799999,64.190002,3359600,60.847279
2015-01-30,63.529999,64.099998,63.07,63.09,3911500,59.80456
2015-02-02,63.619999,64.910004,62.84,64.400002,4116900,61.046343
2015-02-03,67.889999,70.330002,67.419998,69.790001,7275200,66.155656
2015-02-04,69.379997,69.489998,68.169998,68.480003,4301200,64.913877
2015-02-05,68.730003,69.580002,68.730003,69.220001,2552600,65.615339
2015-02-06,69.489998,70.870003,69.489998,70.050003,3255200,66.402118
2015-02-09,69.550003,70.720001,69.540001,70.139999,2079700,66.487428
2015-02-10,70.900002,70.940002,69.650002,70.739998,1971600,67.056181
2015-02-11,70.360001,70.739998,69.949997,70.330002,2024600,66.667536
2015-02-12,70.790001,71.849998,70.349998,71.650002,2697300,67.918796
2015-02-13,71.629997,72.709999,71.449997,72.550003,3118800,68.771929
2015-02-17,72.370003,72.370003,71.529999,72.129997,1977800,68.373796
2015-02-18,72.080002,72.779999,71.730003,72.290001,1655800,68.525467
2015-02-19,71.809998,72.540001,71.5,72.120003,1381700,68.364321
2015-02-20,72.129997,72.589996,71.300003,72.510002,1779900,68.734011
2015-02-23,72.169998,72.449997,71.510002,71.639999,1996600,67.909314
2015-02-24,71.589996,72.0,71.470001,71.720001,2073800,67.98515
2015-02-25,71.870003,72.0,70.849998,71.550003,2585600,67.824005
2015-02-26,71.529999,71.970001,71.309998,71.790001,1905000,68.051505
2015-02-27,71.190002,71.510002,70.760002,71.010002,2396600,67.312125
2015-03-02,71.010002,71.489998,70.730003,71.0,2208400,67.302643
2015-03-03,70.470001,70.980003,70.18,70.440002,2239800,66.771808
2015-03-04,70.230003,70.330002,69.150002,69.650002,2186400,66.022947
2015-03-05,69.300003,69.459999,68.82,69.349998,1732500,66.261808
2015-03-06,68.68,69.209999,67.980003,68.169998,1969100,65.134353
2015-03-09,68.230003,68.650002,68.019997,68.5,1633800,65.44966
2015-03-10,67.769997,67.839996,67.160004,67.160004,1988400,64.169334
2015-03-11,67.32,67.360001,66.470001,66.57,1874600,63.605604
2015-03-12,66.860001,67.279999,66.639999,67.25,2301500,64.255323
2015-03-13,67.0,67.25,66.040001,66.639999,2503400,63.672486
2015-03-16,68.120003,68.230003,66.889999,67.790001,3203000,64.771278
2015-03-17,67.489998,67.849998,67.129997,67.68,2215400,64.666175
2015-03-18,67.349998,68.720001,66.730003,68.519997,3470900,65.468766
2015-03-19,68.099998,68.209999,67.260002,67.580002,2032300,64.57063
2015-03-20,68.029999,68.650002,67.910004,68.480003,4282400,65.430554
2015-03-23,68.459999,68.699997,67.809998,68.059998,2288400,65.029251
2015-03-24,68.029999,68.360001,67.480003,67.870003,2150600,64.847717
2015-03-25,67.919998,68.190002,66.809998,66.809998,2193600,63.834914
2015-03-26,66.5,66.970001,66.230003,66.669998,1981300,63.701149
2015-03-27,66.949997,66.949997,66.32,66.699997,1386600,63.729812
2015-03-30,67.0,68.110001,67.0,67.82,1385000,64.79994
2015-03-31,67.279999,68.080002,67.050003,67.940002,3182300,64.914599
2015-04-01,67.949997,67.970001,67.099998,67.580002,2935200,64.57063
2015-04-02,67.379997,68.300003,66.980003,67.68,1987600,64.666175
2015-04-06,67.019997,69.360001,66.949997,68.940002,2186500,65.870069
2015-04-07,68.57,69.080002,68.349998,68.559998,1765900,65.506986
2015-04-08,68.209999,68.5,67.790001,68.150002,1967200,65.115247
2015-04-09,68.129997,68.709999,67.650002,68.550003,2398800,65.497436
2015-04-10,68.519997,68.970001,68.089996,68.690002,2529400,65.631202
2015-04-13,68.779999,68.779999,68.029999,68.339996,1839900,65.296781
2015-04-14,68.010002,68.870003,67.760002,68.660004,2583100,65.602539
2015-04-15,69.0,70.0,68.599998,69.739998,2984400,66.63444
2015-04-16,69.720001,69.720001,69.040001,69.43,1662400,66.338247
2015-04-17,68.940002,69.110001,68.300003,69.110001,2910100,66.032497
2015-04-20,69.419998,69.809998,69.269997,69.809998,2749400,66.701323
2015-04-21,70.0,70.25,69.040001,69.349998,2378400,66.261808
2015-04-22,69.440002,69.540001,68.690002,69.279999,2352700,66.194925
2015-04-23,69.120003,69.43,68.800003,69.099998,2075300,66.02294
2015-04-24,69.360001,69.360001,68.419998,68.580002,2130900,65.526099
2015-04-27,68.68,69.620003,68.68,69.379997,3086600,66.290471
2015-04-28,68.830002,69.0,68.129997,68.610001,4924300,65.554762
2015-04-29,69.379997,70.379997,68.370003,69.540001,4306800,66.443349
2015-04-30,68.410004,69.410004,68.25,68.730003,3521400,66.19295
2015-05-01,69.269997,70.57,68.949997,70.519997,3468200,67.916868
2015-05-04,70.550003,70.980003,70.290001,70.800003,2805300,68.186539
2015-05-05,71.010002,72.760002,70.989998,71.410004,4437100,68.774022
2015-05-06,71.839996,71.970001,71.110001,71.559998,3020000,68.918479
2015-05-07,71.580002,71.580002,70.830002,71.25,2448300,68.619925
2015-05-08,72.0,72.290001,71.75,72.099998,2076100,69.438547
2015-05-11,71.900002,72.660004,71.900002,72.269997,1854600,69.60227
2015-05-12,71.919998,72.010002,71.440002,71.940002,1693400,69.284457
2015-05-13,72.099998,73.260002,72.010002,72.809998,2621000,70.122338
2015-05-14,73.410004,73.82,73.120003,73.5,2767400,70.78687
2015-05-15,73.360001,73.400002,72.699997,73.32,2944700,70.613514
2015-05-18,73.050003,73.620003,72.660004,73.459999,1748900,70.748346
2015-05-19,73.279999,73.360001,72.410004,72.800003,1904800,70.112712
2015-05-20,72.910004,73.0,72.489998,72.769997,6877900,70.083813
2015-05-21,72.410004,73.610001,72.389999,73.400002,2564600,70.690563
2015-05-22,73.379997,73.510002,73.089996,73.089996,1514300,70.392001
2015-05-26,72.800003,72.839996,71.650002,72.010002,2452200,69.351873
2015-05-27,72.32,73.129997,71.970001,72.980003,1949400,70.286068
2015-05-28,72.629997,72.940002,72.110001,72.779999,1715900,70.093446
2015-05-29,72.809998,73.0,71.370003,71.589996,2497300,68.947371
2015-06-01,71.790001,72.07,71.279999,71.580002,1613200,68.937745
2015-06-02,71.529999,72.730003,71.489998,72.349998,1759600,69.679319
2015-06-03,72.709999,73.279999,72.129997,72.870003,1776500,70.180128
2015-06-04,72.449997,72.489998,71.660004,72.040001,2222700,69.380764
2015-06-05,71.919998,72.089996,71.459999,71.75,1854500,69.101468
2015-06-08,71.669998,72.089996,71.489998,71.660004,1575500,69.014794
2015-06-09,71.660004,72.110001,71.400002,71.489998,1292300,68.851064
2015-06-10,72.029999,72.68,71.940002,72.540001,1717800,69.862308
2015-06-11,72.879997,72.989998,72.169998,72.57,1315900,69.891199
2015-06-12,72.309998,72.480003,71.519997,71.879997,1746600,69.226667
2015-06-15,71.330002,71.330002,70.529999,70.889999,1781200,68.273213
2015-06-16,70.620003,70.82,69.959999,70.440002,2344700,67.839827
2015-06-17,70.629997,70.690002,69.889999,70.379997,2082800,67.782037
2015-06-18,70.550003,71.309998,70.480003,71.050003,1825000,68.42731
2015-06-19,70.879997,70.879997,70.169998,70.199997,3127200,67.608681
2015-06-22,70.610001,70.760002,70.07,70.199997,1863300,67.608681
2015-06-23,70.080002,70.419998,70.0,70.300003,1936200,67.704995
2015-06-24,70.050003,70.230003,69.480003,69.589996,2142300,67.021197
2015-06-25,69.669998,69.830002,68.449997,68.540001,2238800,66.009961
2015-06-26,68.739998,68.800003,68.099998,68.279999,2348700,65.759556
2015-06-29,67.75,68.089996,66.860001,66.93,2255800,64.459391
2015-06-30,67.830002,68.139999,67.110001,67.489998,3044900,64.998717
2015-07-01,67.980003,68.129997,67.389999,67.639999,2151400,65.143181
2015-07-02,67.760002,68.230003,67.349998,67.410004,1971100,64.921676
2015-07-06,66.660004,67.449997,66.349998,66.739998,1868900,64.276402
2015-07-07,66.919998,66.959999,65.269997,66.910004,3143500,64.440132
2015-07-08,66.410004,66.510002,65.209999,65.410004,2037000,62.995502
2015-07-09,66.220001,67.720001,65.389999,65.389999,2297200,62.976236
2015-07-10,66.25,66.379997,65.43,65.769997,1570200,63.342207
2015-07-13,66.279999,66.480003,65.949997,66.410004,1795500,63.958589
2015-07-14,66.260002,66.610001,66.040001,66.43,1712100,63.977847
2015-07-15,66.300003,66.360001,65.419998,65.739998,2299900,63.313315
2015-07-16,66.330002,66.400002,65.599998,65.980003,2103200,63.544461
2015-07-17,65.660004,65.970001,64.910004,65.110001,2177700,62.706573
2015-07-20,65.040001,65.510002,64.949997,65.25,1659400,62.841405
2015-07-21,64.980003,65.139999,63.91,64.010002,3462000,61.647179
2015-07-22,63.790001,64.199997,63.369999,63.48,2166300,61.136741
2015-07-23,63.41,63.810001,62.869999,62.990002,3664900,60.664831
2015-07-24,63.0,63.029999,60.48,61.150002,7003600,58.892751
2015-07-27,60.849998,61.23,60.34,60.57,3084900,58.334159
2015-07-28,61.07,61.799999,60.689999,61.490002,3041200,59.220201
2015-07-29,60.049999,62.52,59.5,61.799999,7330800,59.518755
2015-07-30,60.639999,61.279999,60.119999,61.080002,3394500,59.353565
2015-07-31,61.310001,61.310001,60.509998,60.580002,3295200,58.867697
2015-08-03,60.450001,60.580002,59.84,60.259998,2767700,58.556739
2015-08-04,60.43,60.709999,59.490002,59.580002,3022200,57.895962
2015-08-05,60.110001,60.599998,59.5,59.619999,3420200,57.934829
2015-08-06,59.880001,60.419998,59.5,59.98,2527800,58.284654
2015-08-07,59.830002,60.290001,59.549999,59.849998,2371400,58.158328
2015-08-10,60.259998,61.400002,60.150002,61.389999,2425200,59.6548
2015-08-11,60.650002,60.650002,59.77,60.110001,2668100,58.410981
2015-08-12,59.779999,60.41,59.43,60.299999,2934100,58.595609
2015-08-13,59.98,60.59,59.700001,59.939999,1719000,58.245784
2015-08-14,59.599998,60.259998,59.599998,59.959999,2079800,58.265219
2015-08-17,59.66,60.43,59.259998,60.330002,1375400,58.624764
2015-08-18,60.07,60.23,59.740002,59.82,2128100,58.129177
2015-08-19,59.360001,59.610001,58.209999,58.650002,3259600,56.992249
2015-08-20,58.290001,58.610001,58.0,58.119999,3600400,56.477227
2015-08-21,57.630001,58.0,56.689999,56.689999,4869200,55.087646
2015-08-24,51.77,55.630001,49.209999,54.32,6020200,52.784635
2015-08-25,56.389999,56.389999,52.669998,52.709999,4600300,51.220142
2015-08-26,54.009998,54.779999,53.139999,54.57,4609700,53.027569
2015-08-27,55.25,56.740002,55.009998,56.630001,4180500,55.029344
2015-08-28,56.349998,57.450001,56.169998,57.049999,2974500,55.437471
2015-08-31,56.700001,57.540001,56.130001,57.060001,2835300,55.44719
2015-09-01,55.75,56.32,54.610001,54.900002,3634400,53.348243
2015-09-02,55.779999,55.790001,54.540001,55.57,2915000,53.999304
2015-09-03,55.330002,56.02,55.040001,55.290001,3216700,53.727219
2015-09-04,54.490002,55.310001,54.130001,55.049999,3367000,53.494001
2015-09-08,55.98,56.810001,55.759998,56.68,2952000,55.07793
2015-09-09,57.34,57.630001,55.869999,55.990002,2676000,54.407434
2015-09-10,56.130001,56.52,55.459999,55.860001,2396000,54.281108
2015-09-11,55.91,56.16,55.34,55.720001,1762200,54.145065
2015-09-14,55.639999,55.740002,54.549999,54.68,4092800,53.13446
2015-09-15,54.709999,55.82,54.549999,55.740002,3461500,54.164501
2015-09-16,55.790001,56.650002,55.529999,56.540001,2364100,54.941888
2015-09-17,56.23,56.419998,54.91,55.049999,4300800,53.494001
2015-09-18,54.299999,54.439999,52.509998,52.93,6767400,51.433924
2015-09-21,53.029999,53.490002,52.689999,53.259998,3546500,51.754595
2015-09-22,52.450001,53.009998,52.150002,53.0,3802500,51.501946
2015-09-23,53.060001,53.18,52.209999,52.360001,3649900,50.880036
2015-09-24,51.73,52.330002,50.860001,52.189999,6620200,50.714839
2015-09-25,52.400002,52.560001,51.619999,51.919998,6819500,50.45247
2015-09-28,51.48,51.68,49.93,50.049999,6838000,48.635327
2015-09-29,50.220001,50.849998,49.93,50.66,3104200,49.228086
2015-09-30,51.290001,51.57,50.75,51.299999,3120500,49.849996
2015-10-01,51.439999,51.669998,50.27,50.580002,2934800,49.150349
2015-10-02,49.779999,51.41,49.459999,51.400002,5100800,49.947171
2015-10-05,51.57,53.299999,51.5,52.759998,3842700,51.268728
2015-10-06,52.900002,53.330002,52.220001,52.580002,5230100,51.093819
2015-10-07,53.25,54.73,52.880001,54.110001,5431700,52.580572
2015-10-08,54.009998,55.48,53.900002,55.299999,3902400,53.736935
2015-10-09,54.799999,55.650002,54.549999,54.82,3168300,53.270503
2015-10-12,54.860001,55.0,53.959999,54.139999,2491900,52.609723
2015-10-13,53.830002,54.110001,53.450001,53.5,2498600,51.987813
2015-10-14,53.400002,53.5,52.580002,52.75,2935700,51.259012
2015-10-15,52.459999,52.610001,51.41,52.099998,4716000,50.627383
2015-10-16,52.07,52.07,50.68,51.150002,6693500,49.704238
2015-10-19,50.75,51.32,50.610001,51.27,4398200,49.820845
2015-10-20,51.040001,53.080002,50.880001,52.369999,7151800,50.889752
2015-10-21,52.84,53.299999,52.400002,52.52,3576500,51.035513
2015-10-22,52.73,54.959999,52.720001,54.349998,4617100,52.813786
2015-10-23,54.639999,55.34,54.0,54.310001,3169000,52.77492
2015-10-26,54.490002,54.68,53.689999,53.779999,2820300,52.259898
2015-10-27,53.310001,53.310001,51.889999,52.75,3036400,51.259012
2015-10-28,52.880001,54.23,52.869999,54.080002,3409500,52.551421
2015-10-29,53.68,54.450001,53.68,54.310001,3574600,52.77492
2015-10-30,54.310001,56.490002,54.0,55.91,7023400,54.329694
2015-11-02,55.490002,56.970001,55.189999,56.720001,4576100,55.1168
2015-11-03,56.5,57.459999,56.400002,56.740002,4003100,55.136235
2015-11-04,57.009998,57.810001,56.66,56.740002,3962800,55.136235
2015-11-05,56.130001,57.41,55.959999,57.110001,6716200,56.03898
2015-11-06,56.700001,57.400002,56.459999,57.220001,5281400,56.146917
2015-11-09,57.23,57.290001,56.040001,56.360001,3952200,55.303045
2015-11-10,55.830002,56.439999,55.540001,56.23,3707700,55.175482
2015-11-11,55.799999,56.099998,55.400002,55.52,4158300,54.478798
2015-11-12,54.919998,55.209999,54.080002,54.189999,5806300,53.173738
2015-11-13,54.080002,54.77,53.990002,54.110001,3638400,53.095241
2015-11-16,54.099998,55.419998,54.040001,55.41,2748500,54.37086
2015-11-17,55.599998,55.880001,55.029999,55.439999,2918700,54.400296
2015-11-18,55.040001,56.950001,55.040001,56.880001,3028300,55.813294
2015-11-19,56.970001,56.98,56.150002,56.77,4470700,55.705356
2015-11-20,57.029999,57.68,56.93,57.59,4810000,56.509978
2015-11-23,57.450001,57.779999,57.189999,57.220001,3386100,56.146917
2015-11-24,57.0,57.77,56.549999,57.689999,3163800,56.608101
2015-11-25,57.610001,58.18,57.439999,57.950001,3167800,56.863227
2015-11-27,57.869999,58.18,57.599998,58.099998,1049200,57.010412
2015-11-30,58.200001,58.59,57.98,58.16,3267100,57.069288
2015-12-01,58.349998,58.580002,58.009998,58.450001,3122400,57.35385
2015-12-02,58.099998,58.470001,56.959999,57.130001,3042300,56.058605
2015-12-03,57.09,57.220001,55.150002,55.619999,5184900,54.576921
2015-12-04,55.740002,56.240002,55.52,56.049999,3245100,54.998857
2015-12-07,55.849998,55.880001,54.599998,54.709999,3529000,53.683987
2015-12-08,54.0,54.209999,52.82,53.0,5690100,52.006057
2015-12-09,52.860001,53.700001,52.470001,52.669998,3593100,51.682244
2015-12-10,52.639999,53.049999,52.02,52.139999,4156400,51.162184
2015-12-11,51.419998,51.860001,50.66,50.869999,5868400,49.916001
2015-12-14,50.709999,51.080002,49.98,50.380001,4220700,49.435192
2015-12-15,50.619999,50.900002,49.93,50.580002,3639200,49.631442
2015-12-16,51.299999,52.189999,50.970001,51.990002,4287000,51.014999
2015-12-17,51.93,52.169998,50.110001,50.130001,4476100,49.189881
2015-12-18,50.099998,50.509998,49.650002,49.740002,8579300,48.807195
2015-12-21,50.259998,50.900002,50.099998,50.709999,5618900,49.759002
2015-12-22,51.0,52.34,50.869999,51.810001,6196200,50.838375
2015-12-23,52.360001,53.5,52.279999,53.279999,3577800,52.280804
2015-12-24,53.200001,53.5,53.009998,53.25,985900,52.251368
2015-12-28,53.099998,53.209999,52.25,52.59,1913400,51.603746
2015-12-29,53.029999,53.459999,52.709999,53.080002,2587300,52.084558
2015-12-30,52.889999,53.299999,52.509998,52.59,1842700,51.603746
2015-12-31,52.41,52.790001,52.02,52.040001,2164400,51.064061
2016-01-04,52.040001,52.259998,50.779999,52.220001,3840100,51.240686
2016-01-05,52.220001,52.34,51.259998,51.849998,2102300,50.877622
2016-01-06,50.82,51.290001,50.360001,50.919998,2873000,49.965062
2016-01-07,49.950001,50.259998,49.380001,49.73,4586600,48.797381
2016-01-08,50.049999,50.41,49.060001,49.169998,3448200,48.247881
2016-01-11,49.639999,49.810001,48.580002,49.150002,3176000,48.22826
2016-01-12,49.73,50.09,48.849998,49.950001,3416100,49.013256
2016-01-13,50.110001,50.59,48.349998,48.43,3562300,47.521761
2016-01-14,48.709999,48.709999,47.150002,48.32,4650700,47.413823
2016-01-15,47.009998,48.119999,46.98,47.860001,4605500,46.962451
2016-01-19,48.599998,48.740002,47.450001,48.09,3473400,47.188137
2016-01-20,47.23,47.950001,46.189999,47.509998,4127000,46.619013
2016-01-21,47.57,48.689999,46.779999,47.779999,3767200,46.88395
2016-01-22,48.869999,49.470001,47.689999,48.509998,3436800,47.600259
2016-01-25,48.23,48.560001,47.150002,47.27,2506000,46.383516
2016-01-26,48.27,49.139999,47.459999,49.02,3406900,48.100697
2016-01-27,48.990002,50.709999,48.32,49.439999,4581500,48.512818
2016-01-28,50.299999,50.700001,49.5,50.189999,3825800,49.248753
2016-01-29,48.599998,50.509998,47.75,50.509998,8031300,49.562752
2016-02-01,50.040001,50.450001,49.27,50.220001,3902600,49.278193
2016-02-02,49.610001,50.080002,48.610001,49.0,5797600,48.081071
2016-02-03,51.950001,52.619999,50.310001,52.48,7387400,51.495808
2016-02-04,52.470001,55.259998,52.470001,54.360001,6098100,53.340552
2016-02-05,53.970001,55.25,53.75,54.66,4270900,53.634925
2016-02-08,54.0,55.299999,53.139999,55.110001,6236700,54.076487
2016-02-09,53.759998,55.25,53.759998,54.48,5233800,53.458301
2016-02-10,54.599998,54.959999,53.639999,53.700001,3496500,52.69293
2016-02-11,52.59,53.720001,52.349998,53.099998,4928200,52.10418
2016-02-12,53.91,54.509998,53.049999,54.200001,4027000,53.183553
2016-02-16,54.18,54.91,53.509998,54.82,3512400,53.791925
2016-02-17,55.41,56.77,55.099998,56.009998,3586700,54.959607
2016-02-18,56.16,56.490002,55.869999,56.200001,2727800,55.146046
2016-02-19,55.860001,56.150002,54.919998,56.009998,2669700,54.959607
2016-02-22,56.009998,57.91,56.009998,57.68,4353300,56.59829
2016-02-23,57.400002,57.93,56.41,56.549999,2522700,55.48948
2016-02-24,55.810001,56.919998,54.91,56.799999,2784600,55.734792
2016-02-25,56.75,57.34,56.09,57.279999,2418100,56.20579
2016-02-26,57.540001,57.98,57.060001,57.27,2385000,56.195979
2016-02-29,57.43,57.759998,56.68,56.709999,4059500,55.64648
2016-03-01,57.689999,58.580002,57.040001,58.060001,3732400,56.971165
2016-03-02,57.91,57.970001,57.139999,57.950001,3066400,56.863227
2016-03-03,57.389999,57.849998,56.970001,57.830002,2272100,57.309177
2016-03-04,57.869999,58.540001,57.27,57.950001,2887500,57.428095
2016-03-07,57.77,59.110001,57.75,59.02,2580400,58.488458
2016-03-08,58.540001,58.540001,57.709999,57.869999,2248900,57.348813
2016-03-09,58.23,58.740002,57.860001,58.560001,2851200,58.032602
2016-03-10,58.650002,59.450001,58.380001,59.41,4580900,58.874945
2016-03-11,59.650002,60.630001,59.650002,60.130001,3767800,59.588462
2016-03-14,59.689999,60.66,59.5,60.5,2467000,59.955128
2016-03-15,60.029999,60.490002,59.360001,60.450001,2490200,59.905579
2016-03-16,60.43,61.07,59.93,60.779999,2992900,60.232605
2016-03-17,60.779999,63.299999,60.779999,63.110001,4276000,62.541623
2016-03-18,63.310001,63.990002,62.529999,63.470001,7865100,62.898381
2016-03-21,63.459999,63.759998,63.139999,63.68,3562200,63.106489
2016-03-22,63.200001,63.959999,62.84,63.419998,3401200,62.848829
2016-03-23,63.259998,63.259998,62.400002,62.48,2905500,61.917296
2016-03-24,61.93,62.400002,61.310001,62.369999,2160200,61.808286
2016-03-28,62.52,62.630001,62.009998,62.470001,1647800,61.907387
2016-03-29,62.0,62.5,61.619999,62.369999,2488500,61.808286
2016-03-30,62.880001,63.169998,62.459999,62.75,1758600,62.184865
2016-03-31,62.75,62.970001,62.259998,62.560001,2140700,61.996577
2016-04-01,61.889999,63.799999,61.439999,63.66,3007500,63.086669
2016-04-04,62.889999,63.330002,62.490002,62.650002,2364500,62.085767
2016-04-05,61.68,61.709999,60.220001,60.389999,6084400,59.846118
2016-04-06,60.27,60.419998,58.130001,59.549999,6787900,59.013683
2016-04-07,59.07,60.200001,58.939999,59.48,4162300,58.944314
2016-04-08,60.110001,60.759998,59.790001,59.91,2640300,59.370442
2016-04-11,60.16,61.200001,60.099998,60.619999,2430900,60.074047
2016-04-12,60.779999,61.790001,60.740002,61.540001,2525400,60.985763
2016-04-13,61.950001,63.139999,61.73,63.040001,2420200,62.472254
2016-04-14,63.310001,63.389999,62.43,62.580002,2108000,62.016397
2016-04-15,62.650002,63.259998,62.580002,62.830002,2308600,62.264146
2016-04-18,62.59,62.900002,62.200001,62.68,1538900,62.115495
2016-04-19,63.439999,63.439999,62.610001,62.77,2124800,62.204685
2016-04-20,62.860001,62.950001,62.07,62.16,2858200,61.600178
2016-04-21,62.080002,62.66,61.830002,62.150002,2383900,61.59027
2016-04-22,61.900002,63.060001,61.900002,62.990002,1903500,62.422705
2016-04-25,62.549999,62.880001,61.849998,62.259998,1833500,61.699276
2016-04-26,62.700001,63.380001,62.650002,63.25,2066700,62.680361
2016-04-27,63.330002,63.91,63.060001,63.830002,1830000,63.25514
2016-04-28,63.509998,63.98,62.900002,63.189999,2457800,62.6209
2016-04-29,62.5,63.75,62.32,63.27,3369500,62.700182
2016-05-02,63.48,63.619999,62.169998,63.459999,2722000,62.888469
2016-05-03,63.16,63.5,62.529999,63.290001,3956900,62.720002
2016-05-04,62.400002,62.59,60.450001,60.970001,3102500,60.970001
2016-05-05,61.130001,61.610001,60.619999,60.98,1891500,60.98
2016-05-06,60.830002,61.380001,60.32,61.299999,1868100,61.299999
2016-05-09,61.110001,61.189999,60.310001,60.66,1749300,60.66
2016-05-10,60.779999,62.130001,60.59,62.099998,1560400,62.099998
2016-05-11,62.049999,62.639999,61.799999,62.0,1819600,62.0
2016-05-12,62.27,62.490002,61.68,62.07,1608600,62.07
2016-05-13,61.919998,62.389999,60.619999,60.869999,1681700,60.869999
2016-05-16,61.060001,62.119999,61.02,61.950001,2052200,61.950001
2016-05-17,61.84,62.380001,61.09,61.32,1802100,61.32
2016-05-18,61.080002,61.349998,59.799999,60.099998,2194100,60.099998
2016-05-19,59.639999,59.740002,58.860001,59.540001,3451000,59.540001
2016-05-20,59.990002,60.540001,59.5,59.799999,3077700,59.799999
2016-05-23,59.669998,60.279999,59.32,60.049999,1686200,60.049999
2016-05-24,60.43,60.630001,60.130001,60.400002,1894200,60.400002
2016-05-25,60.68,61.830002,60.59,61.610001,2221200,61.610001
2016-05-26,61.540001,62.290001,61.380001,61.52,1517600,61.52
2016-05-27,61.630001,61.919998,61.25,61.630001,1030100,61.630001
2016-05-31,61.700001,62.029999,61.18,61.630001,1727200,61.630001
2016-06-01,61.220001,61.73,60.75,61.650002,2080200,61.650002
2016-06-02,61.529999,61.790001,61.119999,61.75,1739800,61.75
2016-06-03,61.720001,61.810001,61.009998,61.450001,1807200,61.450001
2016-06-06,61.740002,62.759998,61.560001,62.669998,1620100,62.669998
2016-06-07,62.849998,63.360001,62.5,62.529999,1797300,62.529999
2016-06-08,62.959999,63.57,62.91,63.139999,1599700,63.139999
2016-06-09,62.66,62.919998,62.23,62.77,1166300,62.77
2016-06-10,62.209999,62.349998,61.189999,61.619999,1734600,61.619999
2016-06-13,61.25,61.490002,60.599998,60.630001,2654000,60.630001
