Date,Open_CMCSA,High_CMCSA,Low_CMCSA,Close_CMCSA,Volume_CMCSA,AdjClose_CMCSA
2016-03-01,58.23,59.57,58.049999,59.220001,11264800,58.956781
2016-03-02,58.959999,59.419998,58.830002,59.369999,9063300,59.106112
2016-03-03,59.450001,60.27,59.450001,59.919998,9717200,59.653667
2016-03-04,59.990002,60.040001,59.330002,59.740002,7721400,59.474471
2016-03-07,59.220001,59.759998,58.619999,58.959999,10795100,58.697935
2016-03-08,58.880001,59.0,58.049999,58.290001,10502100,58.030915
2016-03-09,58.700001,59.099998,58.299999,58.779999,7871000,58.518735
2016-03-10,58.599998,59.139999,58.060001,58.369999,9012100,58.110557
2016-03-11,59.09,59.220001,58.509998,59.16,7051500,58.897047
2016-03-14,59.029999,59.439999,58.880001,59.23,6471900,58.966735
2016-03-15,58.700001,59.419998,58.700001,59.400002,7989600,59.135982
2016-03-16,58.630001,60.290001,58.630001,59.91,9206900,59.643713
2016-03-17,59.93,61.139999,59.709999,60.75,10540600,60.47998
2016-03-18,60.849998,60.900002,59.52,59.759998,18679000,59.494378
2016-03-21,59.709999,60.060001,59.619999,59.84,6145200,59.574025
2016-03-22,59.299999,60.299999,59.299999,59.869999,7766700,59.60389
2016-03-23,59.110001,59.700001,59.0,59.25,8445000,58.986647
2016-03-24,58.759998,60.18,58.689999,60.009998,9881900,59.743267
2016-03-28,59.57,60.349998,59.450001,60.09,7442100,59.822913
2016-03-29,59.810001,60.889999,59.68,60.75,7926300,60.47998
2016-03-30,60.919998,61.25,60.52,60.799999,8003000,60.529757
2016-03-31,60.73,61.369999,60.650002,61.080002,8836800,60.808515
2016-04-01,60.59,61.990002,60.389999,61.869999,10654100,61.595001
2016-04-04,61.509998,61.810001,61.119999,61.43,7350600,61.43
2016-04-05,60.84,61.43,60.799999,61.130001,7190700,61.130001
2016-04-06,61.049999,62.259998,60.990002,62.200001,10900700,62.200001
2016-04-07,62.040001,62.310001,61.02,61.400002,9759000,61.400002
2016-04-08,61.630001,61.970001,61.279999,61.599998,5719600,61.599998
2016-04-11,61.919998,62.099998,61.439999,61.439999,7171800,61.439999
2016-04-12,61.389999,62.060001,61.259998,61.720001,7558000,61.720001
2016-04-13,62.18,62.389999,61.73,61.950001,7833200,61.950001
2016-04-14,62.16,62.299999,61.669998,61.84,6821500,61.84
2016-04-15,62.130001,62.43,61.400002,61.970001,8298300,61.970001
2016-04-18,61.689999,62.66,61.540001,62.48,8622700,62.48
2016-04-19,62.439999,62.91,62.040001,62.279999,9385200,62.279999
2016-04-20,62.599998,62.599998,61.310001,61.459999,13427100,61.459999
2016-04-21,61.25,61.360001,60.380001,60.939999,14232700,60.939999
2016-04-22,60.880001,61.5,60.59,61.099998,10988500,61.099998
2016-04-25,61.02,61.099998,60.48,61.0,12197700,61.0
2016-04-26,61.02,61.560001,60.880001,61.049999,8770700,61.049999
2016-04-27,62.200001,62.790001,60.48,61.299999,17059200,61.299999
2016-04-28,60.720001,62.0,60.5,61.150002,14047500,61.150002
2016-04-29,60.529999,61.049999,60.02,60.759998,14653900,60.759998
2016-05-02,61.09,61.529999,60.57,61.23,10645400,61.23
2016-05-03,60.91,61.790001,60.650002,60.950001,11210100,60.950001
2016-05-04,60.59,61.59,60.5,60.889999,10618400,60.889999
2016-05-05,61.040001,61.459999,60.540001,61.049999,8334200,61.049999
2016-05-06,60.889999,61.439999,60.610001,61.419998,7779700,61.419998
2016-05-09,61.57,61.880001,61.189999,61.419998,6427700,61.419998
2016-05-10,61.43,62.73,61.389999,62.639999,10781100,62.639999
2016-05-11,62.48,62.77,61.880001,62.07,8094500,62.07
2016-05-12,62.349998,62.66,61.82,62.259998,8328100,62.259998
2016-05-13,62.02,62.52,61.650002,61.84,8218700,61.84
2016-05-16,61.470001,62.52,61.369999,62.0,8753000,62.0
2016-05-17,61.720001,61.759998,60.34,60.43,15685200,60.43
2016-05-18,60.529999,60.830002,59.860001,60.380001,13268700,60.380001
2016-05-19,60.0,60.59,59.619999,60.25,8886600,60.25
2016-05-20,60.119999,61.880001,60.119999,61.759998,11117400,61.759998
2016-05-23,61.439999,62.48,61.43,61.810001,11746500,61.810001
2016-05-24,62.080002,62.5,61.689999,62.439999,9929200,62.439999
2016-05-25,62.599998,63.169998,61.689999,62.599998,8949000,62.599998
2016-05-26,62.549999,62.869999,62.09,62.290001,6774800,62.290001
2016-05-27,62.610001,63.16,62.470001,62.880001,8076800,62.880001
2016-05-31,62.82,63.389999,62.5,63.299999,11848500,63.299999
2016-06-01,63.439999,63.830002,63.049999,63.73,7689500,63.73
2016-06-02,63.669998,63.82,63.389999,63.66,6404500,63.66
2016-06-03,63.669998,63.779999,63.0,63.560001,5902400,63.560001
