Date,Open_EIX,High_EIX,Low_EIX,Close_EIX,Volume_EIX,AdjClose_EIX
2013-08-07,48.400002,49.130001,48.18,48.990002,2449400,45.405204
2013-08-08,49.169998,49.48,48.84,49.369999,1714100,45.757396
2013-08-09,49.389999,49.5,49.049999,49.080002,1421400,45.488619
2013-08-12,48.82,48.860001,48.209999,48.439999,1670200,44.895447
2013-08-13,48.509998,48.57,48.080002,48.23,1322800,44.700815
2013-08-14,48.080002,48.240002,47.73,48.16,1113400,44.635937
2013-08-15,47.869999,48.060001,47.209999,47.220001,1446200,43.764722
2013-08-16,47.009998,47.150002,46.57,46.98,2145500,43.542282
2013-08-19,46.950001,47.23,46.419998,46.59,1650200,43.180821
2013-08-20,46.68,47.25,46.549999,46.740002,1547600,43.319846
2013-08-21,46.669998,46.68,45.869999,46.189999,1939800,42.810089
2013-08-22,46.279999,46.450001,46.07,46.189999,882600,42.810089
2013-08-23,46.200001,46.700001,46.0,46.48,830600,43.078869
2013-08-26,46.459999,46.68,46.099998,46.099998,1254000,42.726674
2013-08-27,45.549999,46.549999,45.540001,46.080002,1599500,42.708141
2013-08-28,46.18,46.689999,45.77,46.360001,1118800,42.967651
2013-08-29,46.150002,46.43,45.830002,45.91,1417500,42.550579
2013-08-30,46.009998,46.290001,45.740002,45.889999,1236600,42.532042
2013-09-03,46.099998,46.299999,45.150002,45.18,1531900,41.873996
2013-09-04,45.169998,45.189999,44.619999,44.939999,1517500,41.651556
2013-09-05,44.990002,44.990002,44.259998,44.360001,1958900,41.113999
2013-09-06,44.669998,45.509998,44.630001,45.040001,1771100,41.744241
2013-09-09,45.049999,45.529999,44.82,45.470001,1089300,42.142777
2013-09-10,45.669998,45.869999,45.439999,45.630001,1281500,42.291069
2013-09-11,45.709999,45.709999,44.700001,44.84,2512800,41.558875
2013-09-12,44.810001,45.110001,44.5,44.790001,2012100,41.512535
2013-09-13,45.040001,45.130001,44.740002,44.939999,1465000,41.651556
2013-09-16,45.540001,45.799999,44.84,44.98,1894700,41.68863
2013-09-17,45.040001,45.459999,44.970001,45.23,1768300,41.920337
2013-09-18,45.220001,46.900002,45.009998,46.709999,2797700,43.292039
2013-09-19,46.759998,46.889999,45.93,46.169998,1674400,42.791552
2013-09-20,46.200001,46.259998,45.77,46.02,2047400,42.65253
2013-09-23,46.009998,47.209999,45.919998,47.049999,2533000,43.60716
2013-09-24,47.150002,47.360001,46.919998,47.0,1937700,43.560819
2013-09-25,46.889999,47.02,46.5,46.610001,1453300,43.199358
2013-09-26,46.41,46.41,45.509998,45.900002,2217700,42.852061
2013-09-27,45.57,45.93,45.529999,45.810001,2919000,42.768037
2013-09-30,45.619999,46.279999,45.619999,46.060001,3330000,43.001436
2013-10-01,46.119999,46.279999,45.84,46.060001,1044100,43.001436
2013-10-02,45.900002,46.23,45.880001,46.110001,1737300,43.048116
2013-10-03,45.73,46.0,45.490002,45.82,2395700,42.777372
2013-10-04,45.939999,46.610001,45.82,46.349998,2531100,43.272177
2013-10-07,46.400002,46.52,45.939999,46.02,2535500,42.964092
2013-10-08,45.880001,46.939999,45.880001,46.509998,2143300,43.421552
2013-10-09,46.68,47.490002,46.52,47.150002,2308200,44.019056
2013-10-10,47.43,47.810001,46.59,47.709999,1759800,44.541868
2013-10-11,47.720001,47.720001,47.310001,47.68,1509400,44.513861
2013-10-14,47.400002,47.529999,46.779999,47.43,1441700,44.280462
2013-10-15,47.139999,47.48,46.709999,46.799999,1674100,43.692296
2013-10-16,47.080002,47.189999,46.73,47.18,2286400,44.047063
2013-10-17,47.139999,48.09,46.830002,48.009998,1527200,44.821946
2013-10-18,48.220001,48.52,48.02,48.380001,1193200,45.167379
2013-10-21,48.5,48.5,48.07,48.310001,858200,45.102028
2013-10-22,48.34,49.139999,48.25,48.970001,1513300,45.718201
2013-10-23,48.919998,49.41,48.650002,48.68,1210300,45.447457
2013-10-24,48.709999,48.779999,48.119999,48.759998,3067400,45.522143
2013-10-25,48.630001,49.470001,48.490002,49.41,1248300,46.128982
2013-10-28,49.23,49.529999,48.900002,49.220001,1334000,45.9516
2013-10-29,49.189999,49.48,48.919998,49.110001,1753200,45.848904
2013-10-30,49.639999,49.950001,48.77,48.950001,2012700,45.699529
2013-10-31,48.970001,49.509998,48.41,49.029999,1910300,45.774214
2013-11-01,49.189999,49.549999,49.040001,49.470001,1474700,46.184999
2013-11-04,49.560001,49.68,49.049999,49.57,1266700,46.278357
2013-11-05,49.450001,49.77,49.139999,49.259998,1712500,45.988941
2013-11-06,49.279999,49.700001,49.200001,49.619999,1451800,46.325036
2013-11-07,49.650002,49.849998,49.290001,49.470001,1565600,46.184999
2013-11-08,49.290001,49.330002,48.139999,49.049999,2606200,45.792887
2013-11-11,49.07,49.310001,48.709999,48.98,755900,45.727535
2013-11-12,48.75,49.02,48.07,48.23,2146300,45.027338
2013-11-13,47.950001,48.369999,47.630001,48.07,2591500,44.877963
2013-11-14,48.16,48.669998,47.84,48.59,1841200,45.363433
2013-11-15,48.299999,49.18,48.299999,49.169998,1941700,45.904917
2013-11-18,49.189999,49.200001,48.700001,48.889999,1285100,45.643512
2013-11-19,48.889999,48.98,48.330002,48.380001,2071800,45.167379
2013-11-20,48.48,48.529999,47.470001,47.52,1447700,44.364486
2013-11-21,47.59,47.720001,47.18,47.310001,2669300,44.168432
2013-11-22,47.110001,47.110001,45.939999,46.0,7138500,42.945419
2013-11-25,46.130001,46.23,45.509998,45.529999,4881900,42.506628
2013-11-26,45.619999,45.779999,45.27,45.41,3877000,42.394598
2013-11-27,45.439999,46.029999,45.419998,45.830002,3083700,42.78671
2013-11-29,45.73,46.349998,45.73,46.209999,1418300,43.141474
2013-12-02,46.209999,46.509998,46.0,46.110001,3088000,43.048116
2013-12-03,46.029999,46.220001,45.720001,46.02,2191500,42.964092
2013-12-04,45.740002,46.279999,45.630001,46.029999,1292200,42.973426
2013-12-05,45.84,45.860001,45.209999,45.400002,2160300,42.385263
2013-12-06,45.689999,46.07,45.529999,45.889999,3734100,42.842723
2013-12-09,45.900002,46.330002,45.869999,46.220001,1792900,43.150812
2013-12-10,46.119999,46.220001,45.400002,45.490002,2850400,42.469287
2013-12-11,45.580002,45.630001,44.970001,45.23,2632300,42.22655
2013-12-12,45.310001,45.779999,45.09,45.450001,2391200,42.431942
2013-12-13,45.59,45.849998,45.450001,45.68,1487500,42.646669
2013-12-16,45.810001,46.25,45.799999,45.959999,1410200,42.908075
2013-12-17,45.849998,46.009998,45.450001,45.630001,1595700,42.59999
2013-12-18,45.57,46.119999,45.16,46.080002,2693900,43.020109
2013-12-19,46.009998,46.189999,45.41,46.119999,2140100,43.05745
2013-12-20,46.25,46.98,46.220001,46.580002,3111000,43.486907
2013-12-23,46.689999,46.82,46.09,46.139999,1765500,43.076122
2013-12-24,46.029999,46.75,45.93,46.529999,629400,43.440224
2013-12-26,46.540001,46.650002,46.009998,46.16,915300,43.094795
2013-12-27,45.810001,46.200001,45.720001,45.970001,816900,43.250033
2013-12-30,45.919998,46.330002,45.919998,46.290001,1909600,43.551098
2013-12-31,46.240002,46.509998,46.139999,46.299999,1140700,43.560505
2014-01-02,46.060001,46.490002,45.41,45.43,2415000,42.741983
2014-01-03,45.549999,45.709999,45.290001,45.439999,2218100,42.751389
2014-01-06,45.639999,45.639999,45.349998,45.41,2094300,42.723166
2014-01-07,45.43,45.669998,45.43,45.48,2487100,42.789024
2014-01-08,45.34,45.52,44.950001,45.07,2822300,42.403283
2014-01-09,45.16,45.290001,44.740002,45.139999,2518900,42.469141
2014-01-10,45.470001,46.150002,45.389999,45.509998,2407700,42.817247
2014-01-13,45.619999,45.759998,45.259998,45.48,2597200,42.789024
2014-01-14,45.77,46.330002,45.639999,46.27,2785700,43.532281
2014-01-15,46.360001,46.77,46.130001,46.369999,2201000,43.626363
2014-01-16,46.400002,46.93,46.150002,46.93,2628300,44.15323
2014-01-17,47.080002,47.380001,46.759998,46.900002,1802500,44.125006
2014-01-21,47.150002,47.700001,47.060001,47.700001,3183600,44.877671
2014-01-22,47.470001,48.02,47.34,47.799999,2320500,44.971753
2014-01-23,47.689999,48.139999,47.57,47.650002,2740600,44.83063
2014-01-24,47.57,47.689999,46.919998,46.919998,2714700,44.14382
2014-01-27,47.0,47.580002,46.869999,47.189999,2498600,44.397845
2014-01-28,47.25,47.599998,47.040001,47.400002,1544300,44.595422
2014-01-29,47.299999,47.549999,47.07,47.119999,1653600,44.331987
