Date,Open_EIX,High_EIX,Low_EIX,Close_EIX,Volume_EIX,AdjClose_EIX
2014-01-30,47.150002,48.080002,47.150002,47.950001,1320200,45.112879
2014-01-31,47.52,48.419998,47.290001,48.16,1768400,45.310453
2014-02-03,48.389999,49.139999,48.099998,48.189999,2886900,45.338676
2014-02-04,48.419998,48.529999,47.209999,47.91,2630900,45.075245
2014-02-05,47.669998,48.07,47.27,47.959999,1925000,45.122286
2014-02-06,47.98,48.740002,47.790001,48.669998,1624200,45.790275
2014-02-07,48.68,48.82,48.380001,48.709999,1630800,45.827909
2014-02-10,48.5,48.919998,48.110001,48.799999,1667200,45.912584
2014-02-11,48.84,49.599998,48.630001,49.439999,1332500,46.514716
2014-02-12,49.27,49.779999,49.18,49.630001,1455400,46.693476
2014-02-13,49.25,50.220001,49.220001,50.189999,1736200,47.22034
2014-02-14,50.169998,50.560001,49.970001,50.540001,1260700,47.549633
2014-02-18,50.470001,51.09,50.419998,50.98,1556800,47.963598
2014-02-19,50.889999,51.290001,50.540001,50.700001,1826700,47.700166
2014-02-20,50.799999,51.360001,50.57,51.220001,1135500,48.189399
2014-02-21,51.25,51.759998,51.110001,51.360001,2131700,48.321115
2014-02-24,51.299999,52.07,51.240002,51.5,2824700,48.452831
2014-02-25,51.57,52.0,50.900002,51.240002,2656900,48.208216
2014-02-26,51.689999,52.66,51.689999,52.0,2975100,48.923246
2014-02-27,52.0,52.139999,51.419998,52.07,3183000,48.989104
2014-02-28,52.119999,52.799999,52.099998,52.369999,1978600,49.271353
2014-03-03,52.200001,52.43,51.880001,51.900002,1530800,48.829165
2014-03-04,52.34,52.48,52.09,52.209999,1671800,49.12082
2014-03-05,52.18,52.209999,51.470001,51.549999,1603700,48.499871
2014-03-06,51.66,51.849998,50.900002,51.169998,2036200,48.142354
2014-03-07,50.98,51.419998,50.799999,51.419998,1640900,48.377562
2014-03-10,51.310001,51.400002,50.950001,51.18,1625800,48.151765
2014-03-11,51.110001,51.299999,50.549999,50.759998,2421400,47.756614
2014-03-12,50.939999,51.700001,50.75,51.700001,1994800,48.640998
2014-03-13,51.380001,51.970001,51.380001,51.77,3429300,48.706856
2014-03-14,51.919998,52.490002,51.650002,52.060001,2746700,48.979698
2014-03-17,52.099998,52.459999,51.849998,52.400002,1963400,49.29958
2014-03-18,52.5,52.700001,52.32,52.619999,1527600,49.506561
2014-03-19,51.459999,53.029999,51.459999,51.779999,2526700,48.716262
2014-03-20,51.68,52.040001,51.139999,52.02,1866000,48.942063
2014-03-21,52.209999,54.349998,51.900002,53.869999,5739700,50.682601
2014-03-24,53.759998,54.43,53.759998,54.290001,4961800,51.077752
2014-03-25,54.439999,54.52,53.68,54.360001,1966700,51.14361
2014-03-26,54.389999,54.52,53.779999,53.810001,1935800,50.626153
2014-03-27,53.459999,54.130001,53.02,53.889999,2362500,51.038132
2014-03-28,54.349998,55.439999,54.310001,55.290001,3619900,52.364045
2014-03-31,55.830002,56.610001,55.59,56.610001,4097000,53.61419
2014-04-01,56.619999,56.740002,55.759998,56.619999,3120100,53.623659
2014-04-02,56.049999,56.16,55.650002,55.959999,2755700,52.998587
2014-04-03,56.139999,56.720001,55.970001,56.470001,2342700,53.4816
2014-04-04,56.5,56.880001,55.759998,55.93,3483400,52.970176
2014-04-07,55.93,56.59,55.849998,55.91,3119300,52.951234
2014-04-08,55.759998,56.529999,55.580002,56.349998,3302500,53.367947
2014-04-09,56.259998,56.669998,55.720001,56.639999,2797900,53.642601
2014-04-10,56.630001,56.93,56.330002,56.560001,2569000,53.566837
2014-04-11,56.25,56.709999,56.139999,56.32,2281800,53.339536
2014-04-14,56.470001,56.830002,56.18,56.610001,1891400,53.61419
2014-04-15,56.580002,57.02,56.25,56.950001,2242100,53.936197
2014-04-16,57.09,57.09,56.509998,56.889999,2904500,53.879371
2014-04-17,57.09,57.619999,56.310001,56.380001,3057700,53.396362
2014-04-21,56.380001,56.939999,56.040001,56.349998,2174300,53.367947
2014-04-22,56.360001,56.48,55.970001,56.259998,1897900,53.28271
2014-04-23,56.43,57.259998,56.259998,56.34,2205700,53.358478
2014-04-24,56.41,57.0,56.23,56.740002,2148300,53.737312
2014-04-25,56.790001,57.060001,56.5,56.93,2202400,53.917255
2014-04-28,57.07,57.330002,56.650002,57.0,2997900,53.983551
2014-04-29,57.130001,57.150002,56.0,56.689999,3020400,53.689955
2014-04-30,55.860001,57.700001,55.860001,56.560001,3416200,53.566837
2014-05-01,56.77,56.860001,55.98,56.700001,1557300,53.699427
2014-05-02,56.529999,56.529999,55.099998,55.34,2220100,52.411398
2014-05-05,55.279999,55.950001,55.240002,55.939999,1740700,52.979645
2014-05-06,55.869999,56.189999,55.75,56.009998,1914100,53.04594
2014-05-07,56.139999,57.18,56.130001,57.099998,2626700,54.078257
2014-05-08,57.060001,57.220001,56.040001,56.09,1831200,53.121708
2014-05-09,56.16,56.240002,55.240002,55.290001,1710300,52.364045
2014-05-12,55.5,55.560001,54.759998,54.82,1256700,51.918916
2014-05-13,54.84,55.139999,54.689999,54.950001,1292200,52.042038
2014-05-14,54.970001,55.43,54.849998,55.099998,1423000,52.184098
2014-05-15,55.200001,55.669998,55.029999,55.240002,1563600,52.316692
2014-05-16,55.299999,55.43,54.869999,55.279999,1258800,52.354572
2014-05-19,55.18,55.18,53.98,54.040001,2091800,51.180195
2014-05-20,53.950001,54.419998,53.77,54.029999,1875900,51.170722
2014-05-21,54.110001,54.23,53.630001,53.73,1452500,50.886599
2014-05-22,53.799999,54.619999,53.73,54.360001,1145100,51.483261
2014-05-23,54.290001,54.419998,53.950001,54.02,1168900,51.161253
2014-05-27,54.5,54.669998,54.029999,54.09,1615100,51.227549
2014-05-28,54.130001,54.52,54.02,54.360001,1260500,51.483261
2014-05-29,54.709999,54.709999,54.150002,54.59,1055900,51.701088
2014-05-30,54.580002,55.18,54.360001,55.139999,1671100,52.221982
2014-06-02,55.040001,55.869999,54.700001,55.669998,2128400,52.723933
2014-06-03,55.650002,56.470001,55.650002,56.209999,1937800,53.235357
2014-06-04,56.0,56.080002,55.73,56.02,2447200,53.055413
2014-06-05,56.080002,56.950001,55.860001,56.52,1242900,53.528953
2014-06-06,56.759998,56.919998,56.0,56.060001,1106600,53.093297
2014-06-09,56.009998,56.279999,55.560001,55.720001,1395000,52.77129
2014-06-10,55.650002,55.849998,55.400002,55.52,978700,52.581873
2014-06-11,55.57,55.669998,54.869999,54.889999,1465000,51.985212
2014-06-12,54.700001,54.950001,53.779999,54.77,2364600,51.871563
2014-06-13,54.669998,55.07,54.290001,54.889999,1530200,51.985212
2014-06-16,54.98,55.98,54.799999,55.610001,2118600,52.66711
2014-06-17,55.380001,55.639999,55.099998,55.610001,1268100,52.66711
2014-06-18,55.540001,57.16,55.389999,57.110001,2204700,54.08773
2014-06-19,57.119999,57.849998,56.950001,57.84,2753100,54.779098
2014-06-20,57.759998,58.099998,57.549999,57.59,1652000,54.542328
2014-06-23,57.549999,57.91,56.959999,57.57,2066700,54.523386
2014-06-24,57.41,57.810001,57.279999,57.68,1565900,54.627565
2014-06-25,57.549999,58.139999,57.540001,57.91,1287100,54.845393
2014-06-26,57.32,57.740002,57.099998,57.599998,1456800,54.888274
2014-06-27,57.470001,57.91,57.32,57.369999,1899100,54.669103
2014-06-30,57.610001,58.240002,57.48,58.110001,1821300,55.374266
2014-07-01,58.02,58.110001,57.48,57.529999,2156500,54.82157
2014-07-02,57.349998,57.48,56.209999,56.419998,1712300,53.763826
2014-07-03,56.169998,56.200001,55.330002,55.82,1127500,53.192075
2014-07-07,55.849998,56.220001,55.77,55.889999,1714200,53.258779
2014-07-08,56.32,56.889999,56.240002,56.720001,2224200,54.049706
2014-07-09,56.700001,56.779999,56.119999,56.439999,1425900,53.782885
2014-07-10,56.290001,57.16,56.290001,56.990002,1344700,54.306995
2014-07-11,56.950001,57.029999,56.380001,56.619999,1317000,53.954411
2014-07-14,56.790001,56.799999,55.869999,55.959999,2225000,53.325483
2014-07-15,55.990002,56.77,55.990002,56.549999,1935600,53.887707
2014-07-16,56.630001,56.810001,56.290001,56.799999,1550300,54.125938
2014-07-17,56.880001,57.119999,56.509998,56.549999,1834400,53.887707
2014-07-18,56.779999,57.130001,56.369999,57.110001,1241300,54.421345
2014-07-21,56.98,57.279999,56.689999,57.0,1066300,54.316523
2014-07-22,57.200001,57.259998,56.950001,56.959999,1008100,54.278405
2014-07-23,56.93,57.09,56.580002,56.650002,939400,53.983002
2014-07-24,56.759998,57.189999,56.580002,56.959999,977100,54.278405
2014-07-25,57.290001,57.880001,56.560001,56.619999,1349400,53.954411
2014-07-28,56.599998,57.630001,56.459999,57.470001,1142600,54.764397
2014-07-29,57.470001,57.869999,57.009998,57.02,1701600,54.335582
2014-07-30,57.169998,57.189999,55.580002,55.779999,1684000,53.153957
2014-07-31,55.380001,55.869999,54.720001,54.799999,1855300,52.220095
2014-08-01,55.200001,56.540001,55.200001,55.939999,3219600,53.306425
2014-08-04,55.849998,56.009998,54.509998,55.830002,4429000,53.201606
2014-08-05,55.689999,56.150002,55.240002,55.650002,3322500,53.03008
2014-08-06,55.380001,55.619999,54.32,54.860001,4375100,52.277271
2014-08-07,55.009998,55.700001,54.990002,55.549999,2452600,52.934786
2014-08-08,55.580002,56.98,55.580002,56.919998,3067200,54.240287
2014-08-11,57.18,57.290001,56.459999,56.490002,2718200,53.830534
2014-08-12,56.419998,56.560001,56.119999,56.150002,1649400,53.506541
2014-08-13,56.220001,56.630001,55.959999,56.48,2547900,53.821003
2014-08-14,56.689999,57.139999,56.490002,57.060001,1843300,54.373699
2014-08-15,57.18,57.700001,56.84,57.349998,2236300,54.650044
2014-08-18,57.419998,57.84,57.18,57.540001,1672300,54.831101
2014-08-19,57.529999,58.560001,57.52,58.419998,2610800,55.669669
2014-08-20,58.389999,58.830002,58.32,58.740002,1359900,55.974608
2014-08-21,58.759998,59.18,58.23,58.32,1728700,55.574379
2014-08-22,58.02,58.91,58.02,58.490002,1428600,55.736377
2014-08-25,58.779999,58.91,58.389999,58.599998,1135600,55.841196
2014-08-26,58.650002,58.830002,57.630001,57.740002,1692100,55.021686
2014-08-27,57.700001,58.380001,57.599998,58.349998,1889000,55.602965
2014-08-28,58.16,58.630001,57.959999,58.470001,1733900,55.717318
2014-08-29,58.490002,59.150002,58.360001,59.139999,1582900,56.355774
2014-09-02,59.25,59.349998,58.23,58.639999,2283000,55.879313
2014-09-03,58.860001,59.529999,58.759998,59.299999,2490000,56.508241
2014-09-04,59.169998,59.299999,58.580002,58.990002,1975800,56.212838
2014-09-05,58.990002,59.540001,58.990002,59.48,1084000,56.679767
2014-09-08,59.279999,59.380001,58.34,58.709999,2369200,55.946017
2014-09-09,58.560001,58.650002,57.880001,57.959999,1307300,55.231326
2014-09-10,57.959999,58.02,57.439999,57.66,1325700,54.945451
2014-09-11,57.720001,58.0,57.279999,58.0,1628100,55.269444
2014-09-12,57.740002,57.759998,56.73,56.880001,1233300,54.202173
2014-09-15,57.119999,57.439999,56.869999,57.119999,1944900,54.430872
2014-09-16,57.09,58.25,57.080002,58.119999,1954800,55.383794
2014-09-17,58.34,58.43,57.84,58.07,1717100,55.336148
2014-09-18,58.080002,58.25,57.619999,57.709999,2503100,54.993096
2014-09-19,57.91,58.060001,57.689999,57.91,1827400,55.183681
2014-09-22,57.91,58.0,57.279999,57.299999,1532200,54.602398
2014-09-23,57.27,57.349998,56.580002,56.82,2456100,54.144997
2014-09-24,56.990002,57.060001,56.259998,56.52,1862300,53.859121
2014-09-25,56.5,56.830002,56.009998,56.02,1726800,53.38266
2014-09-26,55.720001,55.98,55.080002,55.790001,2005300,53.502534
