Date,Open_FLS,High_FLS,Low_FLS,Close_FLS,Volume_FLS,AdjClose_FLS
2013-07-31,56.84,57.200001,56.599998,56.68,1052400,54.867983
2013-08-01,57.330002,58.25,57.040001,58.09,1002300,56.232906
2013-08-02,57.950001,58.009998,56.98,57.259998,1355400,55.429439
2013-08-05,57.119999,57.290001,56.639999,56.900002,683900,55.080951
2013-08-06,57.009998,57.009998,56.080002,56.470001,1218000,54.664698
2013-08-07,56.310001,56.439999,55.790001,55.98,1268400,54.190361
2013-08-08,56.18,56.369999,55.689999,56.290001,1108700,54.490452
2013-08-09,56.220001,56.810001,55.990002,56.75,989700,54.935745
2013-08-12,56.540001,57.02,56.470001,57.0,922400,55.177753
2013-08-13,57.0,57.549999,56.580002,57.439999,1021900,55.603685
2013-08-14,57.369999,57.470001,56.950001,57.16,1080200,55.332638
2013-08-15,56.52,56.720001,56.209999,56.310001,1531600,54.509813
2013-08-16,56.189999,56.779999,56.110001,56.599998,947000,54.790539
2013-08-19,56.34,56.700001,55.93,56.029999,722500,54.238762
2013-08-20,56.02,56.709999,55.849998,56.650002,785300,54.838944
2013-08-21,56.459999,56.700001,56.040001,56.240002,595400,54.442051
2013-08-22,56.369999,57.560001,56.330002,57.450001,610200,55.613367
2013-08-23,57.540001,57.59,57.119999,57.330002,610000,55.497205
2013-08-26,57.389999,57.599998,57.0,57.18,490000,55.351999
2013-08-27,56.560001,56.860001,55.799999,56.029999,885900,54.238762
2013-08-28,55.93,56.560001,55.66,56.400002,716100,54.596936
2013-08-29,56.189999,56.900002,56.189999,56.52,421900,54.713098
2013-08-30,56.59,56.650002,55.639999,55.790001,846800,54.006436
2013-09-03,56.619999,56.970001,55.98,56.48,1145200,54.674376
2013-09-04,56.459999,57.970001,56.400002,57.900002,1258200,56.048982
2013-09-05,57.860001,58.82,57.779999,58.23,1457300,56.36843
2013-09-06,58.41,59.860001,57.91,59.07,1787900,57.181576
2013-09-09,59.279999,59.82,59.279999,59.669998,892100,57.762393
2013-09-10,60.049999,61.299999,59.880001,61.23,1419900,59.272522
2013-09-11,61.200001,61.540001,60.779999,60.970001,1060600,59.020836
2013-09-12,61.119999,61.709999,60.849998,61.450001,1102800,59.48549
2013-09-13,61.610001,61.610001,60.939999,61.0,906100,59.049876
2013-09-16,61.84,62.200001,61.279999,61.450001,1087100,59.48549
2013-09-17,61.450001,61.75,61.32,61.549999,688000,59.582292
2013-09-18,61.52,62.75,60.98,62.59,959600,60.589045
2013-09-19,62.939999,63.5,62.84,63.279999,1203800,61.256985
2013-09-20,63.639999,63.700001,62.73,63.07,1768200,61.053699
2013-09-23,62.799999,63.029999,61.849998,62.540001,920100,60.540644
2013-09-24,62.59,63.169998,62.360001,62.790001,1029300,60.782652
2013-09-25,62.73,62.93,62.07,62.110001,1051800,60.258749
2013-09-26,62.16,62.639999,62.150002,62.560001,575100,60.695337
2013-09-27,62.169998,62.450001,61.84,62.16,620500,60.307258
2013-09-30,61.389999,62.439999,61.27,62.389999,1227400,60.530402
2013-10-01,62.25,63.009998,62.25,62.450001,904100,60.588615
2013-10-02,62.130001,62.200001,61.32,61.84,1153700,59.996796
2013-10-03,61.619999,62.009998,60.790001,61.450001,980600,59.618421
2013-10-04,61.419998,61.919998,61.18,61.709999,756500,59.87067
2013-10-07,61.09,61.32,60.84,60.970001,834600,59.152728
2013-10-08,61.009998,61.419998,60.119999,60.290001,981300,58.492996
2013-10-09,60.400002,60.709999,59.860001,60.360001,1145700,58.560909
2013-10-10,61.040001,62.060001,61.009998,62.040001,932100,60.190836
2013-10-11,61.830002,62.880001,61.77,62.869999,1153000,60.996095
2013-10-14,62.470001,63.439999,62.34,63.41,913100,61.52
2013-10-15,63.279999,63.279999,62.09,62.41,841100,60.549806
2013-10-16,63.279999,63.279999,62.16,62.740002,1205500,60.869972
2013-10-17,62.610001,63.52,62.419998,63.5,925600,61.607318
2013-10-18,64.059998,64.330002,63.59,64.279999,766600,62.364068
2013-10-21,64.400002,64.629997,63.68,64.110001,984300,62.199137
2013-10-22,64.470001,64.879997,63.98,64.260002,865100,62.344667
2013-10-23,63.900002,64.089996,63.209999,63.720001,1217700,61.820762
2013-10-24,63.700001,64.099998,63.240002,63.490002,1966300,61.597618
2013-10-25,66.589996,71.489998,65.82,71.220001,4119600,69.097217
2013-10-28,71.339996,71.449997,69.260002,69.779999,2268600,67.700135
2013-10-29,69.919998,70.870003,69.75,70.730003,1291600,68.621824
2013-10-30,70.769997,70.919998,69.459999,69.650002,877100,67.574012
2013-10-31,69.68,69.949997,69.019997,69.470001,993200,67.399377
2013-11-01,69.730003,69.889999,68.580002,69.650002,958800,67.574012
2013-11-04,70.019997,70.489998,69.790001,70.459999,878100,68.359867
2013-11-05,70.25,70.779999,69.43,70.300003,1246300,68.20464
2013-11-06,70.550003,70.910004,69.620003,69.970001,693800,67.884474
2013-11-07,70.139999,70.730003,68.25,68.449997,884300,66.409775
2013-11-08,68.690002,69.589996,68.400002,69.580002,1282500,67.506099
2013-11-11,69.669998,70.449997,69.400002,70.410004,826500,68.311362
2013-11-12,70.400002,70.709999,70.010002,70.190002,866700,68.097918
2013-11-13,69.800003,71.07,69.669998,71.059998,1334800,68.941982
2013-11-14,71.129997,71.559998,70.629997,71.300003,729200,69.174834
2013-11-15,71.269997,71.5,70.690002,71.260002,683000,69.136025
2013-11-18,71.75,71.940002,70.239998,70.599998,683800,68.495694
2013-11-19,70.690002,70.849998,69.5,69.68,916100,67.603117
2013-11-20,70.120003,70.879997,69.370003,69.660004,945000,67.583716
2013-11-21,69.959999,70.900002,69.669998,70.730003,899300,68.621824
2013-11-22,70.629997,71.059998,70.190002,71.0,809100,68.883773
2013-11-25,72.150002,73.040001,71.269997,71.839996,1034400,69.698732
2013-11-26,71.809998,71.93,71.099998,71.730003,1063800,69.592018
2013-11-27,71.709999,71.910004,70.870003,71.269997,664100,69.145722
2013-11-29,71.339996,72.110001,71.279999,71.379997,568500,69.252444
2013-12-02,71.529999,72.169998,70.540001,70.669998,997300,68.563607
2013-12-03,70.57,70.940002,70.080002,70.620003,975100,68.515102
2013-12-04,69.949997,70.470001,68.790001,69.43,1746000,67.360568
2013-12-05,69.449997,69.959999,69.120003,69.610001,971600,67.535204
2013-12-06,70.540001,70.949997,70.040001,70.940002,867800,68.825563
2013-12-09,71.209999,72.029999,71.059998,71.82,1301800,69.679332
2013-12-10,71.720001,72.209999,71.580002,72.080002,1212500,69.931584
2013-12-11,72.07,72.910004,71.809998,72.199997,2983600,70.048003
2013-12-12,72.099998,72.57,71.970001,72.089996,1485900,69.941281
2013-12-13,72.209999,72.559998,71.669998,72.360001,1067200,70.203237
2013-12-16,72.800003,73.889999,72.730003,73.660004,1110800,71.464492
2013-12-17,73.879997,73.949997,72.849998,73.160004,808700,70.979395
2013-12-18,73.120003,74.82,72.730003,74.800003,1081400,72.570513
2013-12-19,74.779999,75.309998,74.160004,75.220001,1260000,72.977993
2013-12-20,75.389999,76.410004,75.129997,75.730003,1728700,73.472794
2013-12-23,76.029999,76.790001,75.779999,76.099998,1064400,73.831761
2013-12-24,76.0,76.580002,76.0,76.529999,411500,74.385791
2013-12-26,76.57,77.080002,76.099998,76.949997,706400,74.794021
2013-12-27,76.919998,77.059998,76.440002,76.900002,643800,74.745427
2013-12-30,76.980003,77.809998,76.940002,77.699997,1071200,75.523008
2013-12-31,78.0,78.889999,78.0,78.830002,1367200,76.621352
2014-01-02,78.169998,78.459999,76.989998,77.300003,1400900,75.134221
2014-01-03,77.5,78.260002,77.32,77.860001,896200,75.678529
2014-01-06,78.209999,78.489998,76.980003,77.239998,971500,75.075897
2014-01-07,77.349998,77.68,76.720001,77.239998,1480200,75.075897
2014-01-08,78.199997,78.199997,76.889999,77.18,1478700,75.01758
2014-01-09,77.339996,78.139999,76.860001,76.989998,990200,74.832901
2014-01-10,77.330002,77.660004,76.470001,77.0,1000100,74.842623
2014-01-13,76.910004,77.190002,75.199997,75.400002,1044200,73.287453
2014-01-14,76.610001,77.199997,75.910004,77.169998,1567400,75.007859
2014-01-15,77.169998,78.099998,76.910004,77.589996,836700,75.416089
2014-01-16,77.410004,77.739998,77.040001,77.07,872700,74.910662
2014-01-17,77.370003,77.57,76.959999,77.120003,1018500,74.959264
2014-01-21,77.610001,77.879997,76.209999,76.699997,821600,74.551026
2014-01-22,77.019997,77.720001,76.470001,77.610001,838700,75.435533
2014-01-23,77.379997,77.709999,75.709999,76.160004,1440300,74.026162
2014-01-24,75.309998,75.440002,72.629997,72.989998,2535600,70.944973
2014-01-27,73.0,73.339996,71.839996,72.18,1153100,70.15767
2014-01-28,72.459999,74.25,72.459999,74.019997,962300,71.946113
2014-01-29,72.529999,73.360001,71.300003,72.379997,2142200,70.352063
2014-01-30,72.870003,72.889999,72.129997,72.540001,1305900,70.507584
2014-01-31,71.470001,72.919998,71.279999,72.330002,759400,70.303469
2014-02-03,72.07,72.589996,69.349998,69.709999,2202100,67.756873
2014-02-04,69.800003,71.32,69.559998,71.050003,1209000,69.059333
2014-02-05,70.68,71.419998,69.589996,70.870003,1475100,68.884376
2014-02-06,70.93,72.360001,70.709999,72.0,661600,69.982713
2014-02-07,72.480003,73.620003,72.269997,73.559998,1019200,71.499002
2014-02-10,73.410004,73.410004,72.239998,72.849998,1032000,70.808896
2014-02-11,72.919998,74.309998,72.760002,73.989998,1572700,71.916955
2014-02-12,73.989998,75.43,73.989998,75.419998,1521600,73.30689
2014-02-13,74.68,76.980003,74.559998,76.489998,1146100,74.34691
2014-02-14,76.75,76.970001,75.879997,76.440002,1453300,74.298316
2014-02-18,76.650002,76.870003,75.57,76.279999,1329600,74.142795
2014-02-19,76.669998,82.019997,76.669998,80.599998,3280200,78.341758
2014-02-20,80.339996,81.599998,80.040001,81.550003,1714400,79.265145
2014-02-21,81.43,81.860001,80.910004,80.980003,1185300,78.711115
2014-02-24,81.0,82.239998,80.940002,81.5,1484900,79.216543
2014-02-25,81.489998,82.029999,80.860001,81.089996,1761900,78.818027
2014-02-26,81.099998,81.93,80.379997,80.57,2049300,78.312599
2014-02-27,80.589996,81.349998,80.339996,80.599998,1536800,78.341758
2014-02-28,80.730003,81.709999,80.370003,81.209999,2058700,78.934667
2014-03-03,80.379997,80.529999,78.739998,79.400002,1218500,77.175382
2014-03-04,80.519997,81.349998,79.940002,81.260002,1197500,78.983269
2014-03-05,81.269997,81.519997,80.300003,80.730003,1007900,78.46812
2014-03-06,80.699997,81.080002,80.370003,80.519997,1213400,78.263997
2014-03-07,81.150002,81.330002,80.639999,80.809998,677600,78.545873
2014-03-10,80.470001,80.760002,79.440002,79.559998,737600,77.330895
2014-03-11,79.660004,80.0,78.769997,78.940002,636200,76.728271
2014-03-12,78.519997,78.690002,77.540001,78.18,976400,75.989563
2014-03-13,78.410004,78.769997,75.389999,75.739998,1394400,73.617924
2014-03-14,75.629997,76.589996,75.550003,76.010002,1113600,73.880363
2014-03-17,76.709999,77.230003,76.449997,76.519997,1276600,74.376069
2014-03-18,76.620003,77.599998,76.529999,77.169998,806700,75.007859
2014-03-19,77.18,77.360001,75.75,76.400002,572000,74.259436
2014-03-20,76.269997,76.830002,75.800003,76.550003,874300,74.405234
2014-03-21,77.309998,78.330002,75.940002,77.040001,1604600,74.881504
2014-03-24,77.089996,77.279999,75.970001,76.550003,1101600,74.405234
2014-03-25,77.290001,77.559998,76.040001,76.379997,1061300,74.239992
2014-03-26,76.519997,76.769997,75.379997,75.389999,984100,73.431556
2014-03-27,75.139999,75.57,74.349998,75.129997,1217400,73.178308
2014-03-28,75.529999,76.580002,75.010002,76.129997,613800,74.152331
2014-03-31,77.540001,78.379997,76.629997,78.339996,1161600,76.30492
2014-04-01,78.5,79.230003,78.279999,78.839996,1107200,76.791931
2014-04-02,78.830002,79.980003,78.559998,79.489998,791200,77.425047
2014-04-03,79.529999,79.900002,78.139999,78.629997,938400,76.587387
2014-04-04,79.0,79.779999,77.349998,77.830002,776200,75.808174
2014-04-07,77.660004,77.690002,75.970001,76.339996,1071500,74.356875
2014-04-08,76.099998,77.32,75.730003,76.650002,996600,74.658827
2014-04-09,77.010002,77.919998,76.459999,77.849998,879400,75.827651
2014-04-10,77.82,78.099998,75.919998,76.129997,712600,74.152331
2014-04-11,75.5,76.190002,74.940002,75.150002,793200,73.197793
2014-04-14,75.849998,76.330002,74.720001,75.330002,715000,73.373117
2014-04-15,75.389999,76.360001,74.650002,76.230003,914200,74.249739
2014-04-16,77.019997,78.440002,76.879997,78.370003,879100,76.334147
2014-04-17,78.599998,79.489998,78.209999,79.040001,888200,76.98674
2014-04-21,78.82,79.489998,78.199997,79.459999,798100,77.395828
2014-04-22,79.339996,79.699997,78.639999,78.709999,1220800,76.665311
2014-04-23,78.760002,79.18,78.129997,78.129997,1268800,76.100376
2014-04-24,77.489998,77.489998,73.010002,73.959999,4158500,72.038704
2014-04-25,73.360001,74.889999,72.769997,72.870003,1642300,70.977023
2014-04-28,73.110001,73.68,71.18,72.190002,1463700,70.314687
2014-04-29,72.510002,72.849998,71.470001,72.029999,1182100,70.15884
2014-04-30,72.129997,73.25,71.760002,73.050003,1042100,71.152347
2014-05-01,73.019997,73.93,72.589996,73.540001,810200,71.629616
2014-05-02,73.410004,74.879997,73.400002,74.510002,1387700,72.574419
2014-05-05,73.889999,74.93,73.650002,74.779999,749900,72.837402
2014-05-06,74.410004,74.669998,74.040001,74.360001,1073600,72.428314
2014-05-07,74.540001,75.540001,74.07,75.449997,821900,73.489995
2014-05-08,75.279999,76.25,74.779999,75.019997,466600,73.071165
2014-05-09,74.900002,75.040001,73.879997,74.879997,461600,72.934803
2014-05-12,75.559998,77.019997,75.559998,76.959999,821600,74.960771
2014-05-13,77.199997,77.410004,76.269997,76.349998,722100,74.366617
2014-05-14,76.290001,76.309998,75.18,75.230003,595500,73.275717
2014-05-15,75.019997,75.160004,73.25,74.199997,633000,72.272467
2014-05-16,74.260002,74.260002,73.220001,74.150002,514200,72.22377
2014-05-19,73.809998,75.129997,73.809998,74.900002,532500,72.954287
2014-05-20,74.82,74.82,73.099998,73.470001,407400,71.561435
2014-05-21,73.779999,74.160004,73.410004,73.870003,462100,71.951045
2014-05-22,73.739998,74.43,73.610001,73.870003,638300,71.951045
2014-05-23,73.989998,74.75,73.730003,74.5,530100,72.564677
2014-05-27,74.839996,75.050003,74.489998,74.790001,516200,72.847144
2014-05-28,74.559998,74.809998,74.080002,74.230003,718000,72.301694
2014-05-29,74.5,74.599998,73.519997,74.220001,498800,72.291952
2014-05-30,73.849998,74.010002,73.209999,73.739998,688900,71.824418
2014-06-02,73.980003,74.43,72.830002,73.980003,820700,72.058188
2014-06-03,73.699997,73.870003,73.199997,73.760002,650900,71.843902
2014-06-04,73.760002,74.790001,73.760002,74.239998,672500,72.311429
2014-06-05,74.239998,75.199997,73.849998,74.889999,822300,72.944545
2014-06-06,75.190002,76.690002,74.790001,76.510002,711100,74.522464
2014-06-09,76.529999,77.900002,76.309998,77.800003,914100,75.778954
2014-06-10,77.440002,77.839996,77.169998,77.470001,812200,75.457525
2014-06-11,77.080002,77.519997,76.57,77.400002,789900,75.389344
2014-06-12,77.300003,77.629997,76.43,76.639999,737100,74.649084
2014-06-13,76.75,77.379997,76.470001,77.269997,593000,75.262716
2014-06-16,77.25,77.43,76.610001,77.07,643400,75.067914
2014-06-17,76.910004,77.669998,76.519997,77.669998,757200,75.652326
2014-06-18,77.139999,77.559998,76.18,76.860001,1099400,74.863371
2014-06-19,76.839996,77.760002,76.400002,77.68,963300,75.662069
2014-06-20,77.910004,78.970001,77.870003,78.510002,942600,76.470509
2014-06-23,78.389999,78.75,77.660004,77.809998,430400,75.788689
2014-06-24,77.360001,77.760002,76.18,76.389999,556600,74.405579
2014-06-25,76.050003,76.57,75.839996,76.050003,723400,74.22989
2014-06-26,76.160004,76.160004,75.059998,75.650002,623000,73.839462
2014-06-27,73.889999,74.25,72.099998,73.790001,2405300,72.023977
2014-06-30,73.870003,74.589996,73.709999,74.349998,1024400,72.570572
2014-07-01,74.599998,74.919998,74.400002,74.599998,690600,72.814588
2014-07-02,74.349998,74.93,74.099998,74.889999,862300,73.097649
2014-07-03,74.989998,75.860001,74.959999,75.519997,573700,73.712568
2014-07-07,75.389999,75.389999,73.790001,73.989998,1024000,72.219187
2014-07-08,73.879997,73.980003,73.139999,73.839996,775800,72.072775
2014-07-09,73.93,74.440002,73.779999,73.919998,808200,72.150863
2014-07-10,72.82,73.629997,72.550003,73.110001,753200,71.360251
2014-07-11,73.120003,73.360001,72.540001,72.910004,742700,71.16504
2014-07-14,73.580002,74.050003,73.449997,73.629997,514200,71.867802
2014-07-15,73.510002,74.0,72.389999,72.589996,967400,70.852692
2014-07-16,73.050003,73.199997,72.379997,73.099998,792400,71.350488
2014-07-17,72.82,72.870003,71.559998,71.660004,1001900,69.944957
2014-07-18,71.940002,72.779999,71.910004,72.610001,461200,70.872217
2014-07-21,72.360001,72.949997,71.419998,72.449997,1060700,70.716043
2014-07-22,72.989998,73.32,72.419998,72.949997,825700,71.204076
2014-07-23,72.93,73.32,72.0,72.199997,1073900,70.472026
2014-07-24,74.5,76.959999,74.199997,76.43,2040600,74.600793
2014-07-25,76.589996,78.480003,76.580002,77.879997,2182900,76.016087
2014-07-28,77.790001,77.980003,76.629997,77.129997,1064700,75.284036
2014-07-29,76.889999,77.419998,75.830002,75.849998,795000,74.034672
2014-07-30,75.980003,76.160004,75.279999,75.75,749200,73.937067
2014-07-31,74.949997,75.419998,73.870003,74.040001,868700,72.267993
2014-08-01,73.739998,73.739998,72.059998,72.959999,1052700,71.213839
2014-08-04,73.010002,73.279999,72.190002,72.879997,907300,71.135752
2014-08-05,72.43,73.580002,72.110001,72.349998,724600,70.618438
2014-08-06,71.709999,72.029999,71.260002,71.809998,637700,70.091361
2014-08-07,72.419998,72.650002,71.690002,71.82,621700,70.101124
2014-08-08,71.959999,73.040001,71.550003,72.959999,439400,71.213839
2014-08-11,73.18,73.860001,72.970001,73.199997,440800,71.448093
2014-08-12,72.889999,73.57,72.059998,72.550003,573800,70.813656
2014-08-13,72.959999,73.639999,72.529999,73.550003,471000,71.789723
2014-08-14,73.720001,73.849998,73.410004,73.769997,378700,72.004451
2014-08-15,73.860001,74.099998,72.660004,73.169998,561100,71.418812
2014-08-18,73.870003,75.129997,73.760002,75.0,642500,73.205017
2014-08-19,75.169998,75.639999,74.940002,75.43,465700,73.624726
2014-08-20,75.410004,76.540001,75.169998,76.279999,578100,74.454381
2014-08-21,76.389999,76.529999,75.669998,76.209999,358300,74.386057
2014-08-22,75.980003,76.239998,75.559998,75.639999,520100,73.829699
2014-08-25,76.129997,76.5,75.690002,76.050003,573700,74.22989
2014-08-26,76.230003,76.379997,75.860001,76.25,454800,74.4251
2014-08-27,76.199997,76.519997,75.669998,75.870003,315800,74.054197
2014-08-28,75.620003,76.220001,75.25,75.989998,364400,74.171321
2014-08-29,76.110001,76.339996,75.389999,75.889999,346200,74.073715
2014-09-02,76.470001,77.489998,76.010002,77.040001,867200,75.196194
2014-09-03,77.699997,77.769997,76.519997,76.699997,552800,74.864327
2014-09-04,76.639999,77.550003,76.260002,76.309998,680400,74.483662
2014-09-05,76.089996,76.690002,75.629997,76.629997,741800,74.796003
2014-09-08,76.360001,76.669998,75.970001,76.169998,448700,74.347013
2014-09-09,76.0,76.019997,74.959999,75.019997,651200,73.224535
2014-09-10,74.980003,75.169998,74.239998,74.879997,850500,73.087886
2014-09-11,74.620003,75.300003,74.440002,75.230003,620300,73.429515
2014-09-12,75.260002,75.260002,74.190002,74.260002,857100,72.482729
2014-09-15,74.129997,74.480003,73.389999,73.620003,725800,71.858047
2014-09-16,73.559998,74.269997,73.110001,74.129997,679300,72.355836
2014-09-17,74.309998,74.550003,73.07,73.589996,711100,71.828759
2014-09-18,73.690002,73.940002,73.400002,73.809998,674000,72.043495
2014-09-19,74.290001,74.370003,73.209999,73.580002,865000,71.819003
2014-09-22,73.209999,73.209999,72.160004,72.949997,843900,71.204076
2014-09-23,72.730003,73.190002,72.32,72.480003,765200,70.745331
2014-09-24,72.279999,72.510002,71.610001,72.279999,715900,70.706196
2014-09-25,72.010002,72.239998,70.779999,70.889999,1147800,69.346462
2014-09-26,71.169998,71.550003,70.519997,71.449997,601900,69.894266
2014-09-29,70.529999,70.980003,70.230003,70.800003,815400,69.258425
2014-09-30,70.75,71.129997,70.25,70.519997,751900,68.984516
2014-10-01,70.239998,71.059998,69.720001,70.519997,1488900,68.984516
2014-10-02,70.43,70.720001,69.260002,69.839996,1314300,68.319321
2014-10-03,70.349998,70.370003,68.599998,68.769997,1583600,67.27262
2014-10-06,68.879997,69.239998,67.860001,68.18,1319700,66.69547
2014-10-07,67.699997,67.830002,66.32,66.339996,1099300,64.895529
2014-10-08,66.300003,67.510002,65.589996,67.349998,1374600,65.88354
2014-10-09,67.239998,67.379997,64.82,64.980003,1835900,63.565149
2014-10-10,64.669998,65.059998,63.459999,64.089996,2491900,62.69452
2014-10-13,64.160004,64.410004,61.330002,61.369999,2026900,60.033747
2014-10-14,61.639999,63.509998,61.32,62.290001,2139400,60.933717
2014-10-15,61.209999,61.799999,59.349998,61.16,2558900,59.828321
2014-10-16,60.080002,63.75,59.779999,63.490002,2343900,62.10759
2014-10-17,64.230003,65.879997,64.190002,64.959999,1637900,63.54558
2014-10-20,64.75,65.279999,64.110001,64.540001,1121700,63.134727
2014-10-21,65.040001,66.650002,64.93,66.239998,1283000,64.797708
2014-10-22,66.25,66.540001,64.230003,64.269997,1175700,62.870601
2014-10-23,65.129997,66.919998,65.129997,66.360001,1447500,64.915098
2014-10-24,63.799999,65.370003,63.25,64.309998,2668700,62.909731
2014-10-27,64.940002,65.050003,62.75,64.739998,2490600,63.330369
2014-10-28,65.339996,67.459999,65.330002,67.449997,1583800,65.981361
2014-10-29,67.629997,68.010002,65.860001,66.360001,1432700,64.915098
2014-10-30,66.040001,66.809998,65.739998,66.699997,1124400,65.247691
2014-10-31,67.68,68.080002,66.879997,67.989998,1583200,66.509604
2014-11-03,67.949997,68.260002,67.190002,67.580002,1492200,66.108535
2014-11-04,67.379997,67.379997,66.040001,66.300003,1080200,64.856407
2014-11-05,66.849998,67.400002,66.389999,67.300003,1094300,65.834633
2014-11-06,67.300003,67.550003,66.709999,67.209999,928400,65.746589
2014-11-07,67.209999,68.25,67.0,67.900002,1150200,66.421568
2014-11-10,67.889999,68.650002,67.650002,67.779999,754200,66.304178
2014-11-11,67.959999,67.959999,66.559998,66.839996,1271900,65.384643
2014-11-12,66.529999,67.470001,66.5,67.230003,879200,65.766158
2014-11-13,67.010002,67.440002,65.389999,65.760002,1377600,64.328164
2014-11-14,65.849998,66.699997,65.839996,66.129997,962500,64.690103
2014-11-17,66.0,66.25,65.580002,66.050003,1351100,64.61185
2014-11-18,66.209999,67.510002,66.059998,66.5,981600,65.052049
2014-11-19,66.489998,66.599998,65.510002,65.980003,770700,64.543375
2014-11-20,65.589996,66.690002,65.449997,66.089996,790800,64.650973
2014-11-21,66.879997,67.660004,66.879997,67.339996,1111500,65.873756
2014-11-24,67.839996,68.080002,67.459999,67.970001,952800,66.490043
2014-11-25,67.709999,67.870003,66.82,67.449997,1172800,65.981361
2014-11-26,67.239998,67.449997,65.029999,65.190002,1668100,63.770575
2014-11-28,62.740002,62.790001,58.799999,58.869999,2639900,57.588181
2014-12-01,59.27,59.330002,58.400002,58.889999,3923100,57.607746
2014-12-02,58.619999,60.119999,58.490002,60.009998,4266400,58.703359
2014-12-03,60.209999,62.639999,60.009998,62.259998,3103600,60.904368
2014-12-04,62.0,62.459999,61.59,62.009998,1444600,60.659811
2014-12-05,61.860001,62.32,61.689999,61.889999,1456000,60.542425
2014-12-08,61.549999,61.950001,59.720001,59.939999,1451000,58.634883
2014-12-09,59.380001,60.07,58.91,60.029999,2063500,58.722924
2014-12-10,59.41,59.490002,57.34,57.619999,1455600,56.365399
2014-12-11,58.09,58.810001,57.200001,57.32,1481000,56.071931
2014-12-12,56.57,56.57,54.82,54.869999,2208400,53.675276
2014-12-15,55.32,55.619999,54.689999,54.799999,1598600,53.606801
2014-12-16,54.43,56.700001,54.380001,54.900002,2333600,53.704626
2014-12-17,54.900002,56.41,53.93,56.299999,2837700,55.07414
2014-12-18,57.290001,57.939999,56.610001,57.869999,2351900,56.609955
2014-12-19,57.669998,58.990002,57.490002,58.889999,3206600,57.607746
2014-12-22,59.02,59.16,58.549999,59.060001,1548300,57.774047
2014-12-23,58.860001,60.310001,58.799999,60.209999,1189700,59.059001
2014-12-24,60.09,60.470001,59.779999,60.0,396400,58.853016
2014-12-26,60.110001,60.639999,60.049999,60.310001,626900,59.157091
2014-12-29,60.200001,60.93,60.119999,60.369999,668600,59.215942
2014-12-30,60.130001,60.52,60.049999,60.32,1118900,59.166898
2014-12-31,60.419998,60.59,59.82,59.830002,1368100,58.686267
2015-01-02,60.240002,60.360001,59.029999,59.650002,1170600,58.509708
2015-01-05,58.790001,58.93,57.310001,57.639999,4753600,56.53813
2015-01-06,57.779999,57.98,56.16,56.889999,3801800,55.802467
2015-01-07,57.580002,57.580002,56.310001,56.720001,1533900,55.635719
2015-01-08,56.959999,57.52,56.41,57.400002,2301700,56.30272
2015-01-09,57.619999,57.709999,56.91,57.09,1100100,55.998645
2015-01-12,56.84,57.02,55.970001,56.099998,1920100,55.027568
2015-01-13,56.650002,57.130001,55.740002,56.509998,1818000,55.42973
