Date,Open_HAS,High_HAS,Low_HAS,Close_HAS,Volume_HAS,AdjClose_HAS
2013-12-03,53.400002,53.84,52.450001,52.970001,1427000,49.404301
2013-12-04,52.669998,52.880001,51.009998,52.07,4121300,48.564884
2013-12-05,52.110001,52.580002,51.41,52.369999,2764600,48.844688
2013-12-06,52.77,52.919998,51.700001,51.759998,1898500,48.27575
2013-12-09,51.759998,52.439999,51.52,52.41,1489400,48.881997
2013-12-10,52.290001,52.689999,52.07,52.25,974100,48.732767
2013-12-11,52.290001,52.419998,51.560001,51.610001,898700,48.13585
2013-12-12,51.419998,51.849998,51.369999,51.48,938100,48.0146
2013-12-13,51.450001,52.110001,51.369999,51.759998,598300,48.27575
2013-12-16,51.759998,52.02,51.110001,51.310001,791000,47.856045
2013-12-17,51.080002,51.610001,51.0,51.529999,850800,48.061233
2013-12-18,51.700001,52.48,51.130001,52.450001,1275400,48.919305
2013-12-19,52.099998,52.970001,52.099998,52.27,1662500,48.751421
2013-12-20,50.220001,52.720001,50.220001,52.490002,1510700,48.956613
2013-12-23,52.900002,53.220001,52.59,53.16,1585900,49.58151
2013-12-24,53.330002,53.75,53.200001,53.450001,449300,49.851989
2013-12-26,53.459999,54.25,53.189999,54.16,1066500,50.514195
2013-12-27,54.009998,54.549999,54.0,54.400002,1178000,50.73804
2013-12-30,54.43,55.049999,54.389999,54.970001,892700,51.26967
2013-12-31,55.16,55.16,54.689999,55.009998,776800,51.306975
2014-01-02,54.889999,55.18,54.560001,54.580002,2326100,50.905924
2014-01-03,51.599998,54.5,51.599998,54.110001,848600,50.467561
2014-01-06,54.220001,54.369999,53.650002,53.73,900000,50.11314
2014-01-07,54.299999,54.310001,53.5,53.779999,1461800,50.159773
2014-01-08,53.779999,53.889999,53.310001,53.720001,1045700,50.103815
2014-01-09,53.830002,53.889999,52.66,52.98,1750200,49.413627
2014-01-10,52.970001,53.43,52.68,53.040001,1615900,49.469589
2014-01-13,52.799999,53.18,52.099998,52.25,1249400,48.732767
2014-01-14,52.439999,52.540001,51.91,52.310001,1231500,48.78873
2014-01-15,52.259998,52.400002,51.970001,52.27,733400,48.751421
2014-01-16,51.98,52.5,51.860001,52.349998,927300,48.826034
2014-01-17,52.240002,52.639999,51.799999,52.0,868000,48.499596
2014-01-21,52.41,52.48,51.48,51.810001,915800,48.322387
2014-01-22,51.73,52.459999,51.540001,52.369999,844300,48.844688
2014-01-23,52.349998,52.349998,51.459999,51.860001,913300,48.369021
2014-01-24,51.119999,51.52,50.970001,51.27,1512500,47.818737
2014-01-27,51.279999,51.709999,50.869999,51.099998,1197700,47.660179
2014-01-28,51.150002,52.110001,50.919998,51.970001,1905400,48.471617
2014-01-29,51.41,51.639999,50.509998,50.82,1340300,47.399028
2014-01-30,51.0,51.349998,50.830002,51.240002,1074600,47.790757
2014-01-31,48.75,49.299999,47.720001,49.119999,4776500,46.173914
2014-02-03,47.48,49.32,47.48,48.080002,2313900,45.196293
2014-02-04,48.299999,49.169998,48.009998,48.68,1641800,45.760306
2014-02-05,48.5,49.119999,48.279999,48.759998,1716500,45.835506
2014-02-06,49.040001,49.939999,48.98,49.66,2096200,46.681527
2014-02-07,49.919998,50.290001,49.419998,50.09,1775200,47.085738
2014-02-10,50.939999,53.68,50.09,52.360001,6195600,49.21959
2014-02-11,52.459999,52.580002,51.740002,52.369999,1855000,49.228988
2014-02-12,52.07,52.349998,51.860001,51.950001,2264400,48.83418
2014-02-13,51.860001,53.029999,51.650002,52.919998,1148800,49.746
2014-02-14,52.939999,53.029999,52.459999,52.82,841100,49.651999
2014-02-18,52.810001,52.990002,52.32,52.959999,1896100,49.783602
2014-02-19,52.700001,53.889999,52.490002,53.869999,2261800,50.639022
2014-02-20,54.040001,54.459999,53.810001,54.27,1646700,51.015033
2014-02-21,54.290001,54.630001,54.200001,54.299999,1257900,51.043232
2014-02-24,54.650002,55.02,54.41,54.48,2047800,51.212437
2014-02-25,54.560001,54.860001,54.41,54.68,979900,51.400442
2014-02-26,54.5,55.25,54.389999,55.040001,1257600,51.738851
2014-02-27,54.959999,55.18,54.73,55.029999,1282500,51.729448
2014-02-28,54.790001,55.580002,54.48,55.16,1367600,51.851652
2014-03-03,54.84,55.080002,54.459999,54.650002,769400,51.372242
2014-03-04,55.040001,55.580002,54.790001,54.959999,1246400,51.663647
2014-03-05,54.82,54.98,54.470001,54.830002,1067600,51.541447
2014-03-06,54.98,55.32,54.810001,55.080002,866400,51.776452
2014-03-07,55.32,55.599998,54.73,54.77,967700,51.485044
2014-03-10,54.799999,54.900002,54.490002,54.84,631300,51.550845
2014-03-11,54.669998,54.779999,54.41,54.5,1226200,51.231238
2014-03-12,54.16,54.68,53.84,54.580002,1283500,51.306441
2014-03-13,54.810001,55.189999,54.279999,54.639999,1457000,51.36284
2014-03-14,54.619999,55.139999,54.5,54.66,996100,51.381641
2014-03-17,54.84,55.5,54.810001,54.959999,1175700,51.663647
2014-03-18,54.93,55.490002,54.799999,55.060001,843500,51.757652
2014-03-19,55.209999,55.369999,54.349998,54.740002,873200,51.456845
2014-03-20,54.540001,55.07,54.470001,54.93,808300,51.635448
2014-03-21,55.360001,55.509998,54.669998,55.200001,2580600,51.889254
2014-03-24,55.110001,55.310001,54.700001,54.950001,1130100,51.654248
2014-03-25,55.150002,55.220001,54.349998,54.59,1319100,51.31584
2014-03-26,54.830002,55.360001,54.389999,54.470001,981500,51.203038
2014-03-27,54.619999,54.639999,54.02,54.509998,933100,51.240636
2014-03-28,54.84,55.669998,54.790001,55.18,879100,51.870453
2014-03-31,55.360001,55.75,55.240002,55.619999,752900,52.284062
2014-04-01,55.880001,56.459999,55.869999,56.389999,1214500,53.00788
2014-04-02,56.360001,56.720001,56.110001,56.290001,1202200,52.913879
2014-04-03,56.209999,56.41,55.599998,55.77,890300,52.425067
2014-04-04,55.299999,55.84,54.720001,54.990002,1292000,51.69185
2014-04-07,54.950001,54.98,54.310001,54.52,1169200,51.250038
2014-04-08,54.52,55.09,54.52,54.560001,1255500,51.28764
2014-04-09,54.720001,55.259998,54.66,55.09,846500,51.785851
2014-04-10,55.02,55.169998,54.23,54.299999,1128100,51.043232
2014-04-11,54.119999,54.32,53.560001,53.630001,1038800,50.413419
2014-04-14,53.84,55.169998,53.310001,53.650002,1058300,50.43222
2014-04-15,53.450001,54.07,52.91,53.48,1307800,50.272414
2014-04-16,53.669998,54.02,53.599998,53.849998,828100,50.620221
2014-04-17,53.91,55.049999,53.720001,54.610001,1999800,51.334641
2014-04-21,56.07,56.91,54.27,55.66,1563600,52.321664
2014-04-22,55.700001,55.98,55.27,55.299999,957600,51.983255
2014-04-23,55.41,55.580002,54.68,55.040001,1932900,51.738851
2014-04-24,55.110001,55.389999,54.75,54.950001,891800,51.654248
2014-04-25,54.91,55.220001,54.709999,54.720001,796700,51.438044
2014-04-28,54.990002,55.939999,54.740002,55.689999,1696700,52.349863
2014-04-29,55.32,55.5,54.950001,55.18,875300,52.274077
2014-04-30,55.130001,55.34,54.650002,55.259998,1156700,52.349863
2014-05-01,55.139999,55.939999,55.139999,55.66,712000,52.728799
2014-05-02,55.77,56.110001,55.689999,55.77,573000,52.833007
2014-05-05,55.5,55.66,55.119999,55.52,842800,52.596172
2014-05-06,55.419998,55.959999,55.360001,55.389999,764700,52.473017
2014-05-07,55.34,55.73,55.07,55.349998,964800,52.435123
2014-05-08,55.279999,55.650002,55.009998,55.27,753300,52.359338
2014-05-09,55.18,55.560001,55.009998,55.419998,598000,52.501436
2014-05-12,56.02,56.060001,55.43,55.59,982400,52.662486
2014-05-13,55.529999,55.759998,55.25,55.5,790600,52.577225
2014-05-14,55.27,55.57,54.91,54.950001,596200,52.05619
2014-05-15,54.98,55.0,53.580002,54.040001,1573400,51.194113
2014-05-16,53.900002,54.369999,53.59,54.189999,645000,51.336212
2014-05-19,53.860001,54.34,53.77,53.869999,793900,51.033064
2014-05-20,53.73,53.849998,53.139999,53.34,587000,50.530976
2014-05-21,53.43,53.82,53.18,53.700001,621300,50.872019
2014-05-22,53.650002,53.959999,53.59,53.700001,665000,50.872019
2014-05-23,53.59,53.880001,53.5,53.849998,970500,51.014117
2014-05-27,53.900002,53.900002,53.16,53.529999,1289800,50.710969
2014-05-28,53.509998,53.66,53.049999,53.389999,937800,50.578343
2014-05-29,53.310001,53.52,53.02,53.349998,921700,50.540448
2014-05-30,53.48,53.84,53.369999,53.700001,1046100,50.872019
2014-06-02,53.560001,53.689999,52.09,52.18,1554200,49.432065
2014-06-03,52.169998,52.23,51.240002,51.48,2199700,48.768928
2014-06-04,51.349998,52.130001,51.080002,52.09,1319500,49.346805
2014-06-05,52.290001,52.490002,51.830002,52.450001,911500,49.687847
2014-06-06,52.400002,52.48,52.080002,52.189999,943700,49.441537
2014-06-09,52.599998,53.240002,52.209999,53.080002,1424500,50.28467
2014-06-10,52.889999,53.150002,52.650002,53.09,1396300,50.294142
2014-06-11,52.869999,53.07,52.700001,52.91,1146500,50.123621
2014-06-12,52.75,52.889999,52.349998,52.459999,1229200,49.697319
2014-06-13,52.639999,52.720001,52.259998,52.389999,707700,49.631005
2014-06-16,52.16,52.549999,52.009998,52.200001,843000,49.451012
2014-06-17,52.220001,52.459999,51.950001,52.41,703400,49.649952
2014-06-18,52.490002,52.490002,52.130001,52.380001,1066200,49.621533
2014-06-19,52.43,52.720001,51.970001,52.439999,929700,49.678371
2014-06-20,52.68,52.779999,52.27,52.650002,1388100,49.877315
2014-06-23,52.799999,53.860001,52.759998,53.77,1639800,50.938332
2014-06-24,53.860001,53.93,53.369999,53.529999,915800,50.710969
2014-06-25,53.060001,53.84,52.779999,53.049999,919800,50.256248
2014-06-26,53.049999,53.09,52.25,52.849998,638300,50.06678
2014-06-27,52.639999,53.290001,52.639999,53.25,595400,50.445716
2014-06-30,50.82,53.75,50.82,53.049999,682500,50.256248
2014-07-01,53.110001,54.040001,53.02,53.82,971100,50.985698
2014-07-02,53.709999,54.009998,53.5,53.650002,772500,50.824652
2014-07-03,53.68,54.290001,53.68,54.119999,507900,51.269898
2014-07-07,53.759998,54.0,53.540001,53.580002,761500,50.758339
2014-07-08,53.41,53.860001,53.32,53.580002,1187200,50.758339
2014-07-09,53.639999,54.450001,53.639999,54.110001,1016100,51.260427
2014-07-10,53.470001,54.169998,53.470001,53.73,1156800,50.900437
2014-07-11,53.799999,54.68,53.700001,54.389999,939900,51.52568
2014-07-14,54.59,54.990002,54.080002,54.16,1219900,51.307793
2014-07-15,54.040001,54.290001,53.529999,53.529999,1306300,50.710969
2014-07-16,53.540001,53.689999,52.48,52.549999,1911400,49.782579
2014-07-17,51.799999,52.990002,51.66,52.919998,2574100,50.133093
2014-07-18,52.720001,53.360001,52.720001,53.209999,1032500,50.407822
2014-07-21,52.259998,52.490002,51.299999,51.779999,3064800,49.053129
2014-07-22,53.18,53.18,51.049999,51.650002,2288900,48.929978
2014-07-23,51.490002,52.16,51.139999,51.169998,1347700,48.475252
2014-07-24,51.150002,51.82,51.130001,51.799999,981500,49.072076
2014-07-25,51.709999,51.849998,51.389999,51.459999,1445900,48.749981
2014-07-28,51.389999,51.68,51.049999,51.139999,1621900,48.446833
2014-07-29,51.169998,51.299999,50.220001,50.689999,1269800,48.020531
2014-07-30,50.470001,50.849998,50.09,50.689999,845500,48.431372
2014-07-31,50.470001,50.779999,49.869999,49.950001,828100,47.724347
2014-08-01,49.900002,49.950001,49.360001,49.599998,1006700,47.38994
2014-08-04,49.68,49.900002,49.52,49.709999,801400,47.495039
2014-08-05,49.740002,50.310001,49.52,50.049999,1274300,47.81989
2014-08-06,50.0,50.450001,49.830002,50.27,1018800,48.030088
2014-08-07,50.68,50.68,49.59,49.68,754400,47.466377
2014-08-08,49.75,50.650002,49.75,50.400002,999200,48.154297
2014-08-11,50.48,50.849998,50.48,50.560001,836700,48.307167
2014-08-12,50.630001,50.849998,50.150002,50.25,468700,48.010979
2014-08-13,48.009998,50.68,48.009998,50.32,735400,48.07786
2014-08-14,50.400002,51.150002,50.400002,51.009998,823300,48.737114
2014-08-15,51.209999,51.43,50.490002,50.790001,524700,48.526919
2014-08-18,51.169998,51.669998,51.130001,51.59,800300,49.291272
2014-08-19,51.560001,52.0,51.560001,51.900002,743900,49.58746
2014-08-20,51.540001,52.349998,51.490002,52.139999,815300,49.816765
2014-08-21,52.290001,52.700001,52.200001,52.599998,940200,50.256267
2014-08-22,51.509998,52.990002,51.509998,52.470001,693600,50.132062
2014-08-25,52.950001,52.990002,52.52,52.709999,599000,50.361366
2014-08-26,52.630001,52.709999,51.900002,52.23,1167700,49.902754
2014-08-27,52.400002,52.639999,51.98,52.259998,894500,49.931417
2014-08-28,52.119999,52.369999,51.759998,52.119999,528400,49.797655
2014-08-29,52.200001,52.740002,52.040001,52.66,792400,50.313595
2014-09-02,52.73,53.02,52.48,52.669998,763000,50.323148
2014-09-03,52.869999,53.259998,52.77,53.259998,1009400,50.886859
2014-09-04,53.34,53.919998,53.110001,53.849998,1158200,51.45057
2014-09-05,53.650002,54.110001,53.57,54.02,775100,51.612997
2014-09-08,54.0,54.25,53.849998,54.0,626800,51.593888
2014-09-09,54.029999,54.110001,53.57,53.669998,1251900,51.27859
2014-09-10,53.759998,53.830002,53.540001,53.720001,609100,51.326365
2014-09-11,53.610001,54.049999,53.610001,53.889999,900100,51.488789
2014-09-12,53.880001,54.049999,53.59,53.669998,827800,51.27859
2014-09-15,53.740002,53.779999,53.48,53.540001,638100,51.154385
2014-09-16,53.560001,53.709999,53.369999,53.439999,750300,51.058839
2014-09-17,53.400002,54.029999,53.25,53.77,806800,51.374137
2014-09-18,53.959999,53.990002,53.57,53.91,406600,51.507898
2014-09-19,54.16,54.610001,53.880001,54.119999,1292400,51.70854
2014-09-22,54.119999,54.330002,53.369999,53.41,714800,51.030177
2014-09-23,53.32,53.470001,52.869999,52.939999,498900,50.581118
2014-09-24,52.93,55.779999,52.860001,54.950001,2862000,52.501559
2014-09-25,54.919998,55.369999,54.32,54.650002,988200,52.214927
2014-09-26,54.599998,55.610001,54.599998,55.330002,966500,52.864628
2014-09-29,54.799999,55.27,54.700001,55.049999,810900,52.597102
2014-09-30,55.049999,55.389999,54.740002,55.0,956400,52.54933
2014-10-01,55.040001,55.369999,54.57,54.849998,1535100,52.406012
2014-10-02,54.779999,55.34,54.540001,55.259998,739800,52.797744
2014-10-03,55.59,56.060001,55.389999,55.419998,933400,52.950614
2014-10-06,55.59,56.09,54.889999,55.099998,1204400,52.644873
2014-10-07,54.91,55.18,54.650002,54.759998,1257000,52.320023
2014-10-08,54.799999,55.610001,54.650002,55.52,804200,53.046161
2014-10-09,55.509998,55.959999,54.810001,54.849998,748400,52.406012
2014-10-10,54.970001,55.490002,54.509998,55.0,970700,52.54933
2014-10-13,54.900002,55.209999,54.580002,54.66,1118100,52.22448
2014-10-14,54.91,55.5,54.700001,54.830002,1111300,52.386907
2014-10-15,54.18,54.889999,53.419998,54.330002,1984700,51.909186
2014-10-16,54.029999,54.32,52.740002,54.209999,1763000,51.79453
2014-10-17,54.509998,54.799999,53.849998,53.849998,2197600,51.45057
2014-10-20,53.889999,57.16,53.869999,56.509998,3105700,53.992047
2014-10-21,56.84,58.040001,56.459999,57.720001,2876700,55.148135
2014-10-22,57.849998,58.060001,56.830002,56.91,1470500,54.374225
2014-10-23,57.43,57.830002,57.299999,57.48,1179200,54.918827
2014-10-24,57.639999,57.880001,57.330002,57.610001,716100,55.043035
2014-10-27,57.5,57.73,57.169998,57.310001,1063000,54.756403
2014-10-28,57.450001,57.830002,57.16,57.73,916700,55.157688
2014-10-29,57.790001,57.970001,57.310001,57.619999,678900,55.052588
2014-10-30,56.970001,57.52,56.740002,57.18,911600,55.042964
2014-10-31,57.73,57.959999,57.369999,57.529999,1110600,55.379882
2014-11-03,57.689999,57.689999,57.150002,57.639999,804000,55.485771
2014-11-04,57.560001,57.93,57.189999,57.360001,741700,55.216237
2014-11-05,57.650002,57.880001,57.23,57.849998,635100,55.687922
2014-11-06,57.990002,58.41,57.639999,58.119999,1041400,55.947831
2014-11-07,58.029999,58.389999,57.720001,57.98,854000,55.813064
2014-11-10,57.91,58.189999,57.02,57.080002,1474200,54.946703
2014-11-11,57.259998,57.389999,56.509998,56.669998,1375900,54.552023
2014-11-12,56.580002,57.57,56.509998,57.470001,1082300,55.322127
2014-11-13,56.09,56.099998,54.150002,54.98,3957200,52.925186
2014-11-14,55.5,55.869999,53.740002,54.02,1886100,52.001066
2014-11-17,56.25,57.23,55.919998,56.369999,2112200,54.263236
2014-11-18,56.189999,56.650002,55.860001,56.119999,1103900,54.022579
2014-11-19,56.110001,56.450001,55.919998,56.130001,859100,54.032207
2014-11-20,56.0,56.669998,55.950001,56.509998,1119600,54.398003
2014-11-21,57.080002,57.200001,56.450001,56.689999,1274700,54.571276
2014-11-24,57.060001,57.23,56.150002,56.66,1587600,54.542398
2014-11-25,56.889999,57.650002,56.790001,57.540001,1229600,55.38951
2014-11-26,57.66,58.310001,57.139999,58.139999,1272100,55.967084
2014-11-28,58.700001,59.419998,58.48,59.200001,750500,56.987469
2014-12-01,58.619999,59.0,57.43,57.459999,1415400,55.312498
2014-12-02,57.43,58.02,57.290001,57.459999,909800,55.312498
2014-12-03,57.310001,57.619999,56.84,57.080002,905400,54.946703
2014-12-04,56.98,57.240002,56.639999,56.75,1716600,54.629035
2014-12-05,56.919998,57.580002,56.650002,57.23,981500,55.091095
2014-12-08,57.189999,57.200001,56.369999,56.549999,785300,54.436509
2014-12-09,55.98,56.52,55.84,56.369999,1493500,54.263236
2014-12-10,56.380001,56.830002,55.490002,55.549999,1238000,53.473882
2014-12-11,55.630001,56.82,55.630001,56.299999,670500,54.195852
2014-12-12,56.310001,56.799999,56.040001,56.060001,948600,53.964824
2014-12-15,56.459999,57.040001,55.599998,56.200001,1206100,54.099591
2014-12-16,56.049999,57.299999,56.049999,56.900002,1855200,54.77343
2014-12-17,57.220001,57.860001,56.810001,57.369999,1357900,55.225862
2014-12-18,58.060001,58.369999,57.580002,58.360001,1075800,56.178863
2014-12-19,58.0,58.07,54.419998,54.630001,5091100,52.588268
2014-12-22,54.82,54.990002,54.0,54.330002,1583100,52.299481
2014-12-23,54.68,56.060001,54.560001,55.220001,2225700,53.156218
2014-12-24,55.560001,55.740002,55.220001,55.25,331800,53.185095
2014-12-26,55.200001,55.779999,55.099998,55.540001,463700,53.464258
2014-12-29,55.490002,56.400002,55.490002,55.900002,1240400,53.810804
2014-12-30,55.790001,55.990002,54.98,55.040001,1144800,52.982945
2014-12-31,55.119999,55.470001,54.919998,54.990002,885000,52.934814
2015-01-02,55.450001,55.82,54.57,54.970001,839400,52.915561
2015-01-05,54.810001,55.299999,54.599998,55.130001,1053500,53.069581
2015-01-06,55.389999,55.580002,54.400002,54.41,903500,52.376489
2015-01-07,54.639999,55.029999,53.419998,54.669998,1899300,52.62677
2015-01-08,54.939999,55.02,53.75,55.0,1789100,52.944439
2015-01-09,54.98,55.299999,53.130001,53.220001,1517000,51.230965
2015-01-12,52.919998,53.009998,52.299999,52.610001,1792200,50.643763
2015-01-13,52.48,53.18,51.419998,51.91,1418400,49.969924
2015-01-14,51.720001,52.400002,51.57,52.200001,1467900,50.249086
2015-01-15,52.27,52.459999,51.77,51.959999,1288800,50.018054
2015-01-16,51.869999,52.580002,51.830002,52.540001,1062300,50.576379
2015-01-20,52.119999,52.799999,51.490002,52.080002,1668300,50.133572
2015-01-21,51.919998,52.869999,51.799999,52.82,1103600,50.845913
