Date,Open_IFF,High_IFF,Low_IFF,Close_IFF,Volume_IFF,AdjClose_IFF
2014-01-16,86.190002,87.190002,85.5,86.870003,344000,83.441263
2014-01-17,87.089996,87.370003,86.339996,87.019997,408400,83.585337
2014-01-21,87.459999,88.010002,86.739998,87.419998,367000,83.96955
2014-01-22,87.459999,87.769997,87.050003,87.309998,397900,83.863891
2014-01-23,86.559998,87.220001,85.889999,86.349998,306800,82.941783
2014-01-24,85.900002,86.139999,85.0,85.0,516500,81.645069
2014-01-27,84.879997,85.419998,84.510002,85.059998,720100,81.702698
2014-01-28,85.68,87.459999,85.68,87.199997,512500,83.758232
2014-01-29,86.540001,86.769997,85.519997,85.839996,551300,82.451911
2014-01-30,86.290001,87.800003,86.199997,87.300003,442200,83.854291
2014-01-31,86.139999,87.110001,85.800003,86.68,443700,83.25876
2014-02-03,86.43,87.139999,83.980003,84.040001,402300,80.722961
2014-02-04,84.330002,84.529999,83.589996,83.839996,448800,80.53085
2014-02-05,83.5,85.0,82.910004,84.650002,375100,81.308885
2014-02-06,84.730003,86.07,84.589996,85.93,317000,82.538362
2014-02-07,86.389999,87.040001,86.230003,86.910004,259000,83.479685
2014-02-10,86.809998,87.790001,86.529999,87.769997,301500,84.305734
2014-02-11,88.029999,88.809998,87.709999,88.57,294400,85.074161
2014-02-12,88.580002,88.910004,87.620003,88.110001,582700,84.632318
2014-02-13,88.650002,90.669998,87.57,90.559998,630100,86.985615
2014-02-14,91.089996,92.040001,90.650002,91.739998,386500,88.11904
2014-02-18,92.029999,92.599998,91.610001,92.540001,449000,88.887468
2014-02-19,92.330002,93.290001,91.449997,91.510002,384500,87.898123
2014-02-20,91.650002,92.089996,90.949997,91.970001,405100,88.339966
2014-02-21,92.25,92.629997,91.349998,91.389999,386300,87.782856
2014-02-24,91.529999,92.150002,91.370003,91.440002,276800,87.830886
2014-02-25,91.389999,92.419998,91.239998,91.709999,422700,88.090226
2014-02-26,91.940002,93.559998,91.940002,93.309998,584600,89.627073
2014-02-27,93.169998,93.5,92.870003,93.18,372200,89.502206
2014-02-28,93.389999,94.309998,93.099998,93.790001,505900,90.08813
2014-03-03,93.699997,97.910004,93.209999,94.0,602800,90.289841
2014-03-04,95.0,96.050003,94.110001,95.980003,571000,92.191694
2014-03-05,95.790001,96.010002,94.940002,95.279999,496600,91.519318
2014-03-06,95.580002,95.82,94.949997,95.230003,405800,91.471296
2014-03-07,95.580002,95.629997,94.889999,95.300003,368700,91.538533
2014-03-10,95.370003,95.720001,94.660004,95.279999,299600,91.519318
2014-03-11,95.639999,96.43,94.18,94.279999,396300,90.558788
2014-03-12,93.93,94.339996,93.730003,94.059998,396400,90.34747
2014-03-13,94.370003,94.82,92.629997,92.739998,469600,89.079571
2014-03-14,92.779999,93.559998,92.699997,92.839996,484800,89.175622
2014-03-17,93.309998,94.150002,93.029999,93.540001,350700,89.847998
2014-03-18,93.730003,93.93,93.199997,93.57,252100,89.876813
2014-03-19,93.599998,93.809998,92.309998,92.720001,255700,89.060363
2014-03-20,92.550003,93.279999,92.279999,93.25,517500,89.569443
2014-03-21,94.059998,94.190002,93.410004,93.769997,769900,90.068916
2014-03-24,94.309998,94.75,92.389999,92.809998,296900,89.146808
2014-03-25,92.980003,93.459999,92.580002,93.360001,493900,90.053523
2014-03-26,93.580002,93.959999,92.589996,92.589996,398700,89.31079
2014-03-27,92.690002,93.510002,92.220001,93.199997,438500,89.899186
2014-03-28,93.290001,94.5,93.269997,94.139999,349500,90.805897
2014-03-31,94.809998,95.760002,94.699997,95.669998,513500,92.281709
2014-04-01,95.730003,96.480003,95.43,96.410004,430000,92.995506
2014-04-02,96.510002,96.599998,96.129997,96.43,707200,93.014795
2014-04-03,96.660004,97.029999,96.080002,96.779999,612000,93.352397
2014-04-04,97.120003,97.410004,94.540001,94.849998,439700,91.490751
2014-04-07,94.830002,95.169998,93.209999,93.489998,746700,90.178916
2014-04-08,93.230003,93.559998,92.169998,93.099998,619100,89.802729
2014-04-09,93.199997,94.470001,92.900002,94.330002,409300,90.98917
2014-04-10,94.449997,94.5,92.099998,92.099998,339800,88.838146
2014-04-11,91.639999,92.230003,91.309998,91.550003,460500,88.307629
2014-04-14,92.120003,92.699997,91.949997,92.480003,303800,89.204692
2014-04-15,92.510002,93.410004,92.099998,93.199997,520300,89.899186
2014-04-16,93.760002,94.769997,93.540001,94.379997,375800,91.037395
2014-04-17,94.669998,95.309998,94.650002,95.139999,377300,91.770481
2014-04-21,95.019997,95.160004,94.449997,95.150002,284800,91.780129
2014-04-22,95.260002,96.209999,95.260002,95.82,327900,92.426398
2014-04-23,95.760002,96.040001,95.57,95.910004,326000,92.513214
2014-04-24,96.309998,96.550003,95.370003,95.68,269100,92.291357
2014-04-25,95.269997,95.730003,94.839996,95.220001,361200,91.847649
2014-04-28,95.440002,95.769997,94.699997,95.489998,678400,92.108084
2014-04-29,95.93,96.970001,95.93,96.809998,435500,93.381334
2014-04-30,96.529999,98.559998,96.220001,98.519997,611200,95.030771
2014-05-01,98.690002,98.980003,98.050003,98.279999,428700,94.799273
2014-05-02,98.220001,98.620003,97.470001,97.669998,620400,94.210876
2014-05-05,97.349998,97.970001,96.900002,97.839996,385100,94.374854
2014-05-06,98.099998,98.230003,97.139999,98.059998,484900,94.587063
2014-05-07,98.029999,100.0,98.0,100.0,455200,96.458358
2014-05-08,99.760002,100.93,98.559998,99.0,378500,95.493774
2014-05-09,98.849998,99.040001,98.150002,98.309998,472100,94.828209
2014-05-12,98.879997,99.25,98.349998,98.699997,466600,95.204396
2014-05-13,98.980003,99.220001,98.010002,98.199997,333400,94.722104
2014-05-14,98.129997,98.190002,97.160004,97.260002,375300,93.815401
2014-05-15,97.139999,97.230003,95.510002,96.269997,470000,92.860458
2014-05-16,96.370003,97.389999,96.169998,97.349998,342000,93.90221
2014-05-19,97.190002,98.099998,97.099998,97.93,234500,94.46167
2014-05-20,97.93,98.0,96.589996,96.940002,270800,93.506734
2014-05-21,97.209999,98.419998,97.209999,98.099998,273600,94.625647
2014-05-22,97.959999,98.550003,97.769997,98.059998,198700,94.587063
2014-05-23,98.0,98.919998,97.800003,98.860001,157700,95.358733
2014-05-27,99.080002,99.379997,98.239998,98.629997,261100,95.136875
2014-05-28,98.309998,98.919998,98.290001,98.639999,242400,95.146523
2014-05-29,98.790001,99.0,98.169998,98.949997,268700,95.445542
2014-05-30,98.830002,100.230003,98.830002,99.260002,628600,95.744568
2014-06-02,99.449997,100.199997,99.209999,99.75,416600,96.217212
2014-06-03,99.75,100.580002,99.339996,99.75,305200,96.217212
2014-06-04,99.860001,100.699997,99.43,100.599998,417500,97.037106
2014-06-05,100.550003,100.910004,99.790001,100.449997,229000,96.892417
2014-06-06,100.5,100.860001,100.150002,100.860001,299700,97.2879
2014-06-09,100.860001,101.730003,100.739998,101.660004,316100,98.05957
2014-06-10,101.629997,101.809998,101.309998,101.769997,236100,98.165667
2014-06-11,101.419998,102.0,101.190002,101.849998,221000,98.242836
2014-06-12,101.589996,101.830002,101.040001,101.120003,294300,97.538694
2014-06-13,101.139999,101.290001,100.629997,100.790001,270800,97.220379
2014-06-16,100.790001,101.339996,100.110001,100.349998,525200,96.79596
2014-06-17,100.550003,101.150002,99.959999,100.940002,230900,97.365068
2014-06-18,101.07,102.970001,100.730003,102.940002,501800,99.294236
2014-06-19,102.949997,103.110001,102.269997,102.75,315000,99.110962
2014-06-20,103.459999,105.610001,101.75,104.809998,837900,101.098002
2014-06-23,104.959999,105.330002,103.790001,104.110001,329700,100.422797
2014-06-24,103.650002,103.989998,103.099998,103.150002,303100,99.870916
2014-06-25,103.290001,104.029999,103.169998,103.839996,351800,100.538977
2014-06-26,103.68,103.860001,102.800003,103.510002,192700,100.219473
2014-06-27,102.839996,104.440002,102.790001,104.370003,282600,101.052134
2014-06-30,104.550003,104.760002,103.480003,104.279999,309800,100.964992
2014-07-01,104.730003,105.370003,104.190002,105.120003,331300,101.778292
2014-07-02,104.910004,105.349998,104.599998,105.050003,263500,101.710518
2014-07-03,105.239998,105.660004,105.169998,105.43,250900,102.078435
2014-07-07,105.589996,105.839996,105.040001,105.279999,557800,101.933202
2014-07-08,105.349998,105.370003,104.349998,104.5,382800,101.177999
2014-07-09,104.980003,105.199997,104.160004,104.379997,313300,101.061811
2014-07-10,103.510002,104.25,103.239998,103.93,243500,100.626119
2014-07-11,103.93,104.43,103.839996,104.25,255400,100.935947
2014-07-14,104.620003,104.699997,104.279999,104.510002,259300,101.187683
2014-07-15,104.790001,105.07,104.089996,104.300003,289100,100.98436
2014-07-16,104.589996,104.589996,103.93,104.239998,403400,100.926262
2014-07-17,103.889999,104.400002,103.25,103.419998,306500,100.13233
2014-07-18,103.760002,104.449997,103.230003,104.290001,306000,100.974676
2014-07-21,103.980003,104.470001,103.269997,103.809998,282400,100.509932
2014-07-22,104.089996,105.07,103.669998,104.089996,618500,100.781029
2014-07-23,104.150002,104.150002,103.489998,103.910004,691000,100.606759
2014-07-24,104.150002,104.449997,103.639999,103.849998,297800,100.548661
2014-07-25,103.800003,104.029999,103.309998,103.809998,359800,100.509932
2014-07-28,103.709999,104.410004,103.199997,104.059998,310700,100.751984
2014-07-29,103.989998,104.32,102.940002,102.980003,289400,99.706322
2014-07-30,103.440002,103.589996,102.669998,103.209999,388900,99.929007
2014-07-31,102.760002,103.209999,100.959999,100.989998,439800,97.779578
2014-08-01,100.599998,101.589996,97.510002,101.129997,446100,97.915127
2014-08-04,101.559998,102.019997,100.489998,101.93,372100,98.689698
2014-08-05,98.0,98.940002,96.230003,96.480003,1082700,93.412954
2014-08-06,96.209999,98.279999,96.099998,98.050003,705900,94.933044
2014-08-07,98.339996,98.459999,97.190002,97.610001,653900,94.507029
2014-08-08,97.900002,98.779999,97.32,98.730003,401000,95.591428
2014-08-11,98.839996,99.370003,98.440002,98.580002,390900,95.446195
2014-08-12,98.68,99.629997,98.389999,99.449997,407700,96.288533
2014-08-13,100.260002,100.709999,99.57,100.550003,354800,97.353571
2014-08-14,100.459999,100.940002,100.110001,100.489998,241900,97.295473
2014-08-15,100.839996,100.989998,99.360001,100.010002,463400,96.830736
2014-08-18,100.650002,101.199997,100.260002,100.879997,310800,97.673074
2014-08-19,101.349998,101.669998,101.040001,101.589996,346400,98.360503
2014-08-20,101.589996,101.760002,100.470001,100.870003,354300,97.663398
2014-08-21,101.080002,101.809998,100.720001,101.269997,327800,98.050676
2014-08-22,101.18,101.620003,100.75,100.779999,274200,97.576255
2014-08-25,100.959999,101.379997,100.610001,100.860001,461800,97.653713
2014-08-26,101.160004,101.279999,100.610001,100.709999,418600,97.50848
2014-08-27,101.199997,101.220001,100.080002,100.720001,344000,97.518165
2014-08-28,100.449997,101.559998,100.160004,101.25,291400,98.031315
2014-08-29,101.480003,102.0,101.080002,101.589996,258700,98.360503
2014-09-02,101.599998,102.080002,100.480003,101.339996,405300,98.11845
2014-09-03,102.0,102.0,100.440002,100.620003,571000,97.421345
2014-09-04,100.620003,101.589996,100.580002,101.18,425000,97.963541
2014-09-05,101.389999,101.410004,100.720001,101.389999,416400,98.166864
2014-09-08,101.379997,102.010002,101.279999,101.339996,424900,98.11845
2014-09-09,100.989998,101.25,98.849998,98.949997,640500,95.804428
2014-09-10,98.93,99.470001,98.639999,99.019997,560700,95.872202
2014-09-11,98.470001,99.379997,98.459999,99.120003,310900,95.969029
2014-09-12,99.18,99.559998,97.949997,98.269997,376100,95.146044
2014-09-15,98.190002,98.870003,97.919998,98.580002,267700,95.446195
2014-09-16,98.480003,99.57,98.25,99.239998,278100,96.08521
2014-09-17,99.629997,99.919998,98.949997,99.379997,341900,96.220759
2014-09-18,99.739998,100.809998,99.690002,100.650002,492100,97.45039
2014-09-19,101.080002,101.330002,100.220001,100.730003,903300,97.527849
2014-09-22,100.599998,100.989998,99.290001,99.449997,464300,96.288533
2014-09-23,98.889999,99.07,97.489998,97.5,480200,94.84878
2014-09-24,97.389999,97.779999,97.029999,97.489998,574600,94.83905
2014-09-25,97.169998,97.169998,95.529999,95.629997,462700,93.029627
2014-09-26,95.709999,96.82,95.510002,96.790001,415500,94.158088
2014-09-29,95.860001,96.980003,95.82,96.760002,398600,94.128904
2014-09-30,96.720001,97.010002,95.639999,95.879997,463100,93.272829
2014-10-01,95.730003,95.730003,94.089996,94.129997,530800,91.570415
2014-10-02,94.029999,94.830002,93.040001,94.699997,407500,92.124915
2014-10-03,95.010002,95.410004,94.889999,95.110001,419100,92.52377
2014-10-06,95.25,95.730003,94.290001,94.529999,426400,91.959539
2014-10-07,94.120003,94.449997,93.18,93.190002,492700,90.65598
2014-10-08,93.349998,94.889999,92.75,94.860001,358000,92.280568
2014-10-09,94.790001,94.849998,92.849998,93.099998,547700,90.568424
2014-10-10,92.989998,93.470001,92.089996,92.93,724000,90.403048
2014-10-13,93.0,93.389999,91.639999,92.029999,893100,89.527519
2014-10-14,92.900002,93.879997,91.860001,93.389999,683200,90.850539
2014-10-15,92.279999,94.529999,91.650002,94.139999,658800,91.580145
2014-10-16,92.610001,94.980003,92.18,94.639999,502000,92.066549
2014-10-17,95.400002,96.650002,94.989998,95.410004,594100,92.815615
2014-10-20,95.330002,96.339996,94.879997,96.309998,334900,93.691136
2014-10-21,96.720001,98.309998,96.709999,98.309998,450400,95.636752
2014-10-22,98.639999,99.370003,97.669998,97.709999,387200,95.053069
2014-10-23,98.620003,98.620003,96.019997,96.190002,700400,93.574404
2014-10-24,96.309998,97.400002,96.059998,97.309998,377300,94.663944
2014-10-27,96.330002,96.349998,94.93,95.43,539900,92.835068
2014-10-28,95.610001,98.669998,95.610001,98.669998,666700,95.986964
2014-10-29,98.669998,98.739998,95.919998,96.519997,1148000,93.895425
2014-10-30,96.389999,97.400002,96.129997,97.0,392000,94.362376
2014-10-31,98.360001,99.18,97.800003,99.150002,667700,96.453915
2014-11-03,99.510002,99.790001,97.489998,98.169998,552100,95.50056
2014-11-04,96.169998,100.440002,95.459999,95.5,700100,92.903164
2014-11-05,95.699997,97.860001,95.650002,97.510002,661000,94.85851
2014-11-06,97.699997,99.269997,97.5,98.940002,564300,96.249626
2014-11-07,99.110001,99.650002,98.550003,98.790001,432400,96.103704
2014-11-10,98.93,99.470001,98.860001,99.290001,364900,96.590108
2014-11-11,99.419998,100.440002,99.279999,99.790001,311600,97.076512
2014-11-12,99.660004,100.169998,99.059998,100.080002,266400,97.358627
2014-11-13,100.300003,100.800003,99.580002,100.080002,280300,97.358627
2014-11-14,99.699997,99.699997,97.080002,98.139999,673500,95.471377
2014-11-17,97.75,98.510002,97.370003,98.040001,420900,95.374098
2014-11-18,98.040001,98.940002,97.57,98.830002,463900,96.142617
2014-11-19,98.839996,98.970001,98.18,98.620003,493400,95.938328
2014-11-20,98.370003,99.68,98.18,99.629997,569400,96.920859
2014-11-21,100.459999,101.07,99.940002,100.139999,1065300,97.416993
2014-11-24,100.230003,100.459999,99.230003,99.790001,328800,97.076512
2014-11-25,100.029999,100.330002,99.339996,99.389999,548300,96.687387
2014-11-26,99.410004,100.18,98.709999,100.120003,250200,97.39754
2014-11-28,100.480003,102.080002,100.160004,101.169998,486200,98.418984
2014-12-01,100.800003,101.93,99.900002,101.459999,782200,98.701099
2014-12-02,101.739998,102.279999,101.360001,102.160004,478400,99.382069
2014-12-03,102.199997,102.919998,101.660004,102.760002,423100,99.965753
2014-12-04,102.540001,103.230003,102.199997,103.190002,377100,100.38406
2014-12-05,103.389999,103.989998,102.93,103.419998,404700,100.607802
2014-12-08,103.239998,103.339996,102.150002,102.550003,386600,99.761464
2014-12-09,102.050003,103.190002,102.019997,103.120003,326300,100.315964
2014-12-10,102.870003,102.870003,101.059998,101.160004,463800,98.409261
2014-12-11,101.339996,102.559998,101.169998,102.25,334900,99.469618
2014-12-12,101.800003,101.949997,100.040001,100.07,679300,97.348897
2014-12-15,100.68,100.739998,98.839996,99.07,339300,96.376089
2014-12-16,98.779999,100.540001,98.080002,98.650002,532000,95.967511
2014-12-17,99.220001,100.599998,98.57,100.489998,529300,97.757474
2014-12-18,102.169998,102.529999,101.339996,102.529999,441000,99.742003
2014-12-19,103.199997,103.199997,102.239998,102.489998,597800,99.70309
2014-12-22,102.489998,103.050003,102.129997,102.830002,265000,100.033849
2014-12-23,103.389999,103.959999,102.889999,103.550003,290400,100.734272
2014-12-24,103.610001,103.970001,103.43,103.730003,173900,100.909377
2014-12-26,103.75,104.0,103.32,103.440002,145000,101.085279
2014-12-29,103.160004,103.489998,102.790001,103.279999,211600,100.928918
2014-12-30,102.82,103.379997,102.550003,102.949997,198600,100.606428
2014-12-31,102.959999,103.199997,101.32,101.360001,213100,99.052627
2015-01-02,101.419998,101.860001,100.169998,100.849998,287600,98.554234
2015-01-05,100.449997,101.059998,98.870003,99.370003,381500,97.107929
2015-01-06,99.790001,100.43,97.589996,98.150002,420200,95.915701
2015-01-07,98.75,99.230003,97.940002,99.120003,516700,96.863621
2015-01-08,99.889999,101.68,99.800003,101.639999,333900,99.326252
2015-01-09,102.059998,102.540001,101.339996,102.150002,451200,99.824644
2015-01-12,102.129997,102.5,100.629997,101.099998,288800,98.798543
2015-01-13,102.0,103.050003,101.620003,102.82,604800,100.47939
2015-01-14,101.860001,104.25,101.68,103.959999,658900,101.593438
2015-01-15,103.959999,105.980003,103.959999,105.269997,757700,102.873615
2015-01-16,105.129997,107.419998,104.860001,107.360001,728100,104.916042
2015-01-20,108.459999,108.459999,106.040001,107.580002,507600,105.131035
