Date,Open_VAR,High_VAR,Low_VAR,Close_VAR,Volume_VAR,AdjClose_VAR
2013-06-14,69.540001,69.889999,68.730003,68.879997,416200,68.879997
2013-06-17,69.32,70.300003,69.239998,69.709999,705300,69.709999
2013-06-18,69.93,70.870003,69.870003,70.860001,612600,70.860001
2013-06-19,70.769997,70.849998,68.75,68.779999,454600,68.779999
2013-06-20,68.209999,68.32,66.779999,66.980003,555200,66.980003
2013-06-21,67.540001,68.160004,67.32,67.610001,797800,67.610001
2013-06-24,67.050003,67.050003,65.839996,66.169998,703900,66.169998
2013-06-25,66.949997,67.32,66.199997,66.599998,620100,66.599998
2013-06-26,67.18,67.610001,65.739998,65.860001,1311700,65.860001
2013-06-27,66.059998,66.790001,65.940002,66.629997,1855900,66.629997
2013-06-28,66.480003,68.019997,66.480003,67.449997,1095900,67.449997
2013-07-01,67.870003,68.550003,67.550003,68.139999,563400,68.139999
2013-07-02,67.970001,67.970001,66.370003,66.650002,868300,66.650002
2013-07-03,66.760002,66.790001,66.019997,66.370003,444700,66.370003
2013-07-05,66.980003,67.389999,66.510002,67.230003,274200,67.230003
2013-07-08,67.68,68.370003,67.339996,68.199997,640100,68.199997
2013-07-09,68.099998,68.709999,65.699997,66.300003,1754000,66.300003
2013-07-10,66.309998,67.059998,66.300003,66.93,894200,66.93
2013-07-11,67.82,69.099998,67.629997,68.269997,860600,68.269997
2013-07-12,68.360001,69.510002,68.110001,69.370003,1274600,69.370003
2013-07-15,69.370003,69.660004,69.019997,69.370003,538700,69.370003
2013-07-16,69.370003,70.0,69.330002,69.849998,843400,69.849998
2013-07-17,70.0,70.870003,69.830002,70.739998,810700,70.739998
2013-07-18,70.75,71.589996,70.75,71.57,791400,71.57
2013-07-19,71.260002,72.360001,70.839996,72.260002,633600,72.260002
2013-07-22,72.029999,72.5,71.809998,72.43,537000,72.43
2013-07-23,72.300003,72.57,71.68,72.510002,830100,72.510002
2013-07-24,72.849998,73.120003,71.690002,72.110001,1255500,72.110001
2013-07-25,71.599998,74.93,70.800003,74.099998,2920200,74.099998
2013-07-26,73.709999,73.860001,72.43,73.839996,736500,73.839996
2013-07-29,73.540001,73.540001,72.290001,72.400002,941500,72.400002
2013-07-30,72.730003,73.120003,72.080002,72.290001,755500,72.290001
2013-07-31,72.489998,72.989998,71.989998,72.5,737500,72.5
2013-08-01,73.199997,73.260002,72.349998,73.199997,712300,73.199997
2013-08-02,73.279999,73.279999,72.650002,73.010002,578400,73.010002
2013-08-05,72.620003,72.889999,71.860001,72.610001,542100,72.610001
2013-08-06,72.57,72.82,71.75,72.019997,696700,72.019997
2013-08-07,72.040001,72.919998,71.82,72.75,594500,72.75
2013-08-08,72.82,74.050003,72.82,73.760002,595500,73.760002
2013-08-09,73.529999,74.360001,73.309998,74.209999,516300,74.209999
2013-08-12,73.459999,74.099998,73.440002,73.849998,421000,73.849998
2013-08-13,73.900002,73.980003,73.459999,73.849998,322200,73.849998
2013-08-14,73.620003,73.919998,73.5,73.599998,343800,73.599998
2013-08-15,72.809998,73.139999,72.129997,72.260002,364500,72.260002
2013-08-16,72.029999,72.129997,71.400002,71.720001,351900,71.720001
2013-08-19,71.690002,72.360001,71.690002,71.980003,270900,71.980003
2013-08-20,72.07,72.550003,71.699997,72.419998,336100,72.419998
2013-08-21,72.279999,72.599998,71.599998,71.980003,379400,71.980003
2013-08-22,71.919998,73.019997,71.919998,72.769997,255700,72.769997
2013-08-23,73.029999,73.07,72.410004,72.650002,389100,72.650002
2013-08-26,72.639999,73.379997,72.620003,72.68,418000,72.68
2013-08-27,72.029999,72.199997,70.93,71.389999,676300,71.389999
2013-08-28,71.389999,72.010002,71.07,71.099998,412400,71.099998
2013-08-29,70.720001,72.330002,70.720001,71.400002,600200,71.400002
2013-08-30,71.519997,71.559998,70.099998,70.449997,934800,70.449997
2013-09-03,70.650002,71.739998,70.470001,71.040001,752100,71.040001
2013-09-04,71.160004,71.910004,70.760002,71.790001,556100,71.790001
2013-09-05,71.730003,72.129997,71.459999,71.889999,793300,71.889999
2013-09-06,72.099998,72.370003,71.089996,71.870003,647500,71.870003
2013-09-09,72.029999,72.720001,71.93,72.449997,987600,72.449997
2013-09-10,72.699997,73.739998,72.629997,73.620003,1396300,73.620003
2013-09-11,73.709999,74.949997,73.239998,74.949997,1660100,74.949997
2013-09-12,74.790001,74.940002,74.07,74.339996,717100,74.339996
2013-09-13,74.269997,74.629997,73.510002,74.550003,388200,74.550003
2013-09-16,74.949997,75.440002,74.599998,75.160004,559000,75.160004
2013-09-17,75.230003,75.370003,74.900002,74.980003,334700,74.980003
2013-09-18,75.059998,75.949997,74.519997,75.860001,486600,75.860001
2013-09-19,75.919998,75.940002,75.099998,75.589996,316700,75.589996
2013-09-20,75.739998,76.599998,75.580002,76.099998,1126700,76.099998
2013-09-23,76.050003,76.690002,75.580002,76.269997,637300,76.269997
2013-09-24,76.099998,76.279999,75.199997,75.269997,1010000,75.269997
2013-09-25,75.389999,75.400002,74.059998,74.309998,1668300,74.309998
2013-09-26,74.480003,74.68,73.599998,74.080002,624900,74.080002
2013-09-27,73.849998,74.5,73.709999,74.18,554000,74.18
2013-09-30,74.059998,75.43,73.959999,74.730003,937400,74.730003
2013-10-01,74.849998,75.589996,74.779999,75.339996,589900,75.339996
2013-10-02,75.059998,75.199997,74.169998,74.970001,631600,74.970001
2013-10-03,74.660004,74.849998,73.660004,74.360001,747100,74.360001
2013-10-04,74.330002,75.129997,74.25,74.940002,329900,74.940002
2013-10-07,74.290001,74.980003,73.959999,74.559998,327300,74.559998
2013-10-08,74.690002,76.129997,74.650002,75.419998,1045400,75.419998
2013-10-09,75.459999,75.989998,75.260002,75.440002,645700,75.440002
2013-10-10,76.190002,77.389999,76.110001,77.370003,822000,77.370003
2013-10-11,77.129997,77.709999,76.760002,77.690002,567200,77.690002
2013-10-14,77.410004,78.190002,77.07,77.940002,457400,77.940002
2013-10-15,77.639999,78.239998,76.959999,77.040001,959800,77.040001
2013-10-16,77.639999,78.910004,77.440002,78.870003,686200,78.870003
2013-10-17,78.629997,78.830002,78.0,78.550003,895100,78.550003
2013-10-18,79.150002,80.660004,76.459999,78.639999,817700,78.639999
2013-10-21,78.599998,78.900002,77.940002,78.230003,635000,78.230003
2013-10-22,78.269997,78.760002,77.089996,77.300003,921100,77.300003
2013-10-23,77.239998,79.419998,77.0,78.519997,1158100,78.519997
2013-10-24,74.75,75.209999,72.709999,73.300003,3119100,73.300003
2013-10-25,73.230003,73.919998,72.580002,73.199997,1264100,73.199997
2013-10-28,73.25,73.940002,73.129997,73.220001,997100,73.220001
2013-10-29,73.510002,73.959999,73.220001,73.489998,964100,73.489998
2013-10-30,73.449997,73.610001,72.550003,72.589996,1137400,72.589996
2013-10-31,72.739998,73.089996,72.080002,72.580002,1456700,72.580002
2013-11-01,72.669998,72.669998,71.980003,72.5,624400,72.5
2013-11-04,72.540001,73.459999,72.120003,73.129997,606700,73.129997
2013-11-05,72.93,73.129997,72.489998,72.989998,493500,72.989998
2013-11-06,73.379997,73.540001,72.910004,73.370003,475500,73.370003
2013-11-07,73.68,73.910004,72.730003,72.830002,543200,72.830002
2013-11-08,72.660004,73.440002,72.550003,73.389999,482300,73.389999
2013-11-11,73.279999,73.879997,72.93,73.400002,441600,73.400002
2013-11-12,73.25,73.440002,72.949997,73.300003,418200,73.300003
2013-11-13,73.43,74.099998,72.839996,74.080002,633000,74.080002
2013-11-14,74.239998,74.959999,73.900002,74.940002,405200,74.940002
2013-11-15,74.82,75.379997,74.360001,74.589996,560700,74.589996
2013-11-18,75.0,75.300003,74.419998,74.459999,542400,74.459999
2013-11-19,74.449997,74.800003,73.93,74.599998,515800,74.599998
2013-11-20,74.580002,74.860001,73.93,74.279999,616800,74.279999
2013-11-21,74.559998,75.25,74.43,75.199997,406000,75.199997
2013-11-22,75.059998,75.089996,74.68,74.800003,549500,74.800003
2013-11-25,75.0,76.220001,74.620003,75.639999,622000,75.639999
2013-11-26,75.629997,76.769997,75.470001,76.230003,875600,76.230003
2013-11-27,76.230003,76.849998,75.910004,76.690002,585000,76.690002
2013-11-29,77.010002,78.57,76.849998,78.050003,855600,78.050003
2013-12-02,78.050003,79.339996,77.970001,79.239998,1535400,79.239998
2013-12-03,78.889999,79.43,78.589996,79.370003,1152600,79.370003
2013-12-04,78.790001,80.400002,78.68,79.839996,2187800,79.839996
2013-12-05,79.709999,80.32,78.720001,78.849998,1177900,78.849998
2013-12-06,79.860001,80.099998,79.019997,79.32,523400,79.32
2013-12-09,79.300003,79.519997,78.980003,79.25,535300,79.25
2013-12-10,79.059998,79.349998,78.449997,78.760002,503900,78.760002
2013-12-11,78.75,78.849998,76.93,77.010002,499200,77.010002
2013-12-12,76.970001,76.980003,75.650002,75.889999,829300,75.889999
2013-12-13,75.910004,76.809998,75.540001,76.459999,523900,76.459999
2013-12-16,76.849998,77.029999,76.389999,76.82,345700,76.82
2013-12-17,76.779999,76.970001,75.540001,76.25,732600,76.25
2013-12-18,76.440002,78.029999,76.089996,78.019997,542200,78.019997
2013-12-19,78.260002,78.260002,76.419998,76.769997,529800,76.769997
2013-12-20,77.190002,77.269997,75.870003,76.07,1255400,76.07
2013-12-23,76.470001,76.470001,75.860001,76.309998,734700,76.309998
2013-12-24,76.389999,76.82,76.260002,76.730003,340600,76.730003
2013-12-26,76.959999,76.959999,76.230003,76.730003,319100,76.730003
2013-12-27,76.75,77.050003,76.669998,76.910004,417300,76.910004
2013-12-30,77.120003,77.599998,76.919998,77.43,562800,77.43
2013-12-31,77.480003,78.669998,77.480003,77.690002,624100,77.690002
2014-01-02,77.610001,77.860001,77.25,77.339996,826100,77.339996
2014-01-03,77.290001,77.849998,77.290001,77.480003,633900,77.480003
2014-01-06,77.800003,78.43,77.529999,77.779999,1039000,77.779999
2014-01-07,78.0,79.970001,77.739998,79.779999,935100,79.779999
2014-01-08,79.669998,80.699997,79.57,80.040001,799800,80.040001
2014-01-09,79.879997,81.440002,79.879997,81.290001,835900,81.290001
2014-01-10,81.239998,81.75,80.760002,80.970001,584100,80.970001
2014-01-13,80.620003,81.040001,79.379997,79.5,821400,79.5
2014-01-14,80.139999,80.839996,79.879997,80.599998,688400,80.599998
2014-01-15,81.029999,81.550003,80.57,81.419998,530600,81.419998
2014-01-16,81.279999,82.529999,81.260002,82.519997,782300,82.519997
2014-01-17,81.989998,82.43,81.669998,82.400002,1050900,82.400002
2014-01-21,82.379997,82.389999,80.440002,81.860001,1164100,81.860001
2014-01-22,81.720001,82.529999,81.519997,82.489998,1197500,82.489998
2014-01-23,83.110001,84.239998,82.0,83.510002,2390600,83.510002
2014-01-24,83.139999,83.139999,81.760002,81.800003,1186000,81.800003
2014-01-27,81.559998,82.150002,80.93,81.629997,983000,81.629997
2014-01-28,81.75,82.449997,81.290001,81.730003,709700,81.730003
