Date,Open_ADI,High_ADI,Low_ADI,Close_ADI,Volume_ADI,AdjClose_ADI
2013-09-04,46.599998,47.66,46.57,47.450001,1555900,43.894823
2013-09-05,47.509998,47.68,47.209999,47.290001,1705300,43.746811
2013-09-06,47.43,47.549999,46.700001,47.040001,1253200,43.515543
2013-09-09,47.240002,47.459999,47.0,47.299999,1011700,43.756061
2013-09-10,47.73,47.950001,47.52,47.880001,1686200,44.292606
2013-09-11,47.619999,48.290001,47.599998,48.240002,1710400,44.625634
2013-09-12,48.27,48.380001,47.860001,47.959999,1276700,44.36661
2013-09-13,48.009998,48.139999,47.599998,47.950001,754300,44.357361
2013-09-16,48.57,48.619999,48.049999,48.299999,950500,44.681136
2013-09-17,48.349998,48.549999,48.25,48.490002,1089200,44.856902
2013-09-18,48.43,48.540001,47.959999,48.5,1842300,44.866152
2013-09-19,48.73,48.75,48.240002,48.380001,1683800,44.755144
2013-09-20,48.389999,48.639999,47.93,47.990002,3518300,44.394365
2013-09-23,48.09,48.23,47.439999,47.560001,1543000,43.996582
2013-09-24,47.650002,48.049999,47.360001,47.740002,1531400,44.163096
2013-09-25,47.77,47.919998,47.27,47.580002,1031700,44.015084
2013-09-26,47.880001,47.880001,47.34,47.450001,968200,43.894823
2013-09-27,47.200001,47.200001,46.84,46.889999,1957900,43.37678
2013-09-30,46.560001,47.490002,46.360001,47.049999,2440000,43.524792
2013-10-01,47.07,47.310001,46.75,47.110001,1722600,43.580298
2013-10-02,46.560001,46.939999,46.509998,46.799999,1436800,43.293523
2013-10-03,46.790001,46.830002,45.939999,46.32,2677800,42.849487
2013-10-04,46.380001,47.009998,46.220001,46.990002,1865200,43.46929
2013-10-07,46.41,47.0,46.27,46.639999,1474300,43.145511
2013-10-08,46.619999,46.889999,45.470001,45.700001,2388200,42.275942
2013-10-09,45.830002,45.990002,45.279999,45.689999,1726300,42.266689
2013-10-10,46.16,46.709999,45.970001,46.650002,1437500,43.154764
2013-10-11,46.799999,47.049999,46.349998,46.98,1428300,43.460037
2013-10-14,46.59,47.32,46.310001,47.27,1040000,43.72831
2013-10-15,47.02,47.209999,46.599998,46.73,1659300,43.228768
2013-10-16,46.599998,47.290001,46.48,47.240002,1607300,43.700558
2013-10-17,46.93,47.619999,46.700001,47.52,1613500,43.959578
2013-10-18,47.599998,47.669998,47.189999,47.66,1462000,44.089088
2013-10-21,47.77,47.970001,47.43,47.75,1294200,44.172345
2013-10-22,48.0,48.0,47.200001,47.639999,2200200,44.070586
2013-10-23,47.299999,47.299999,46.16,46.48,1659300,42.997499
2013-10-24,46.669998,46.950001,46.450001,46.950001,1617500,43.432286
2013-10-25,47.169998,47.41,46.59,46.75,1976500,43.24727
2013-10-28,46.740002,47.5,46.549999,47.48,1599700,43.922574
2013-10-29,47.98,49.18,47.490002,49.169998,2618500,45.48595
2013-10-30,49.110001,49.43,48.439999,48.779999,1939900,45.125172
2013-10-31,48.82,49.540001,48.82,49.299999,2107800,45.606211
2013-11-01,49.68,49.75,49.049999,49.68,4688500,45.957741
2013-11-04,49.560001,49.68,49.009998,49.16,1763000,45.476701
2013-11-05,48.830002,50.040001,48.57,49.790001,6844300,46.0595
2013-11-06,49.990002,50.049999,49.549999,49.93,1085500,46.18901
2013-11-07,49.950001,50.040001,49.080002,49.139999,1497800,45.458199
2013-11-08,49.299999,49.810001,48.889999,49.799999,1240200,46.068749
2013-11-11,49.669998,49.830002,49.34,49.66,1088900,45.939239
2013-11-12,49.43,49.93,49.369999,49.849998,1344600,46.115002
2013-11-13,49.59,50.380001,49.52,50.349998,1514000,46.57754
2013-11-14,50.369999,50.41,49.959999,50.360001,1070800,46.586792
2013-11-15,50.310001,50.790001,50.049999,50.689999,1796000,46.892065
2013-11-18,50.689999,50.700001,50.02,50.110001,1780900,46.355523
2013-11-19,50.189999,50.25,49.389999,49.450001,1500900,45.744974
2013-11-20,49.459999,49.540001,48.799999,49.080002,2245800,45.402697
2013-11-21,49.419998,49.900002,49.0,49.77,1197000,46.040998
2013-11-22,49.77,49.849998,49.470001,49.759998,1459500,46.031745
2013-11-25,49.889999,49.900002,49.240002,49.66,1902300,45.939239
2013-11-26,49.130001,50.040001,49.130001,49.919998,1918100,46.179757
2013-11-27,47.200001,48.57,46.119999,48.540001,7832300,44.903156
2013-11-29,48.66,48.810001,48.189999,48.220001,1909500,44.607132
2013-12-02,47.799999,48.439999,47.799999,48.400002,2629500,44.773646
2013-12-03,48.400002,49.82,48.400002,49.560001,5500700,45.846733
2013-12-04,49.16,49.360001,48.470001,48.77,2455100,45.427573
2013-12-05,48.779999,48.970001,48.580002,48.82,2226300,45.474146
2013-12-06,49.389999,49.5,48.919998,49.27,2217900,45.893306
2013-12-09,49.5,49.59,48.900002,49.009998,1563300,45.651123
2013-12-10,48.849998,49.220001,48.720001,48.91,1485100,45.557978
2013-12-11,49.009998,49.209999,48.610001,48.669998,1376900,45.334424
2013-12-12,48.73,48.869999,48.009998,48.110001,2107200,44.812806
2013-12-13,48.41,48.43,48.02,48.41,1831800,45.092245
2013-12-16,48.5,48.84,48.389999,48.740002,1536300,45.39963
2013-12-17,48.639999,49.0,48.540001,48.939999,1419600,45.585921
2013-12-18,48.900002,49.779999,48.630001,49.779999,1771600,46.368352
2013-12-19,49.77,49.77,49.09,49.66,1589500,46.256577
2013-12-20,49.630001,50.259998,49.450001,50.009998,2828400,46.582588
2013-12-23,50.23,50.630001,50.049999,50.619999,1873100,47.150783
2013-12-24,50.369999,50.84,50.349998,50.630001,710000,47.1601
2013-12-26,50.84,50.91,50.560001,50.740002,688700,47.262561
2013-12-27,50.77,50.93,50.630001,50.700001,631000,47.225302
2013-12-30,50.509998,50.900002,50.509998,50.849998,918400,47.36502
2013-12-31,51.0,51.200001,50.700001,50.93,857000,47.439539
2014-01-02,49.52,49.75,49.040001,49.279999,2799000,45.902619
2014-01-03,49.27,49.790001,49.139999,49.610001,1644700,46.210004
2014-01-06,49.349998,49.5,49.150002,49.330002,2165000,45.949195
2014-01-07,49.490002,49.779999,49.34,49.59,1338500,46.191375
2014-01-08,49.709999,49.900002,49.380001,49.709999,1201600,46.303149
2014-01-09,49.450001,49.630001,49.189999,49.52,2470900,46.126172
2014-01-10,49.43,49.59,49.139999,49.529999,2072200,46.135485
2014-01-13,49.209999,49.549999,48.66,48.869999,2989700,45.520718
2014-01-14,48.93,50.02,48.889999,49.709999,2879900,46.303149
2014-01-15,49.75,50.330002,49.73,50.02,2120700,46.591905
2014-01-16,50.48,50.5,49.73,49.82,2885000,46.405611
2014-01-17,49.57,49.939999,49.209999,49.380001,3104300,45.995768
2014-01-21,49.950001,50.119999,49.459999,49.98,2228500,46.554646
2014-01-22,49.860001,50.540001,49.759998,50.369999,1659900,46.917917
2014-01-23,50.220001,50.310001,49.330002,49.41,2236500,46.023711
2014-01-24,49.389999,49.389999,48.209999,48.25,2628300,44.943211
2014-01-27,48.32,48.720001,48.110001,48.220001,1888300,44.915268
2014-01-28,48.169998,48.75,48.110001,48.509998,1777400,45.18539
2014-01-29,48.32,48.91,48.099998,48.27,1994100,44.96184
2014-01-30,48.869999,49.119999,48.419998,48.889999,1385400,45.539348
2014-01-31,48.34,48.73,48.07,48.27,1927500,44.96184
2014-02-03,48.23,48.349998,47.139999,47.259998,2892200,44.021058
2014-02-04,47.700001,47.75,47.23,47.689999,2333300,44.421589
2014-02-05,47.43,48.009998,47.27,47.849998,2589400,44.570623
2014-02-06,48.009998,48.68,47.860001,48.349998,1797900,45.036356
2014-02-07,48.580002,48.970001,48.259998,48.970001,1822100,45.613867
2014-02-10,48.779999,49.32,48.75,49.220001,1458700,45.846733
2014-02-11,49.310001,49.889999,49.189999,49.75,1230800,46.340409
2014-02-12,49.959999,50.189999,49.720001,49.889999,1802500,46.470814
2014-02-13,49.689999,50.700001,49.630001,50.689999,2124700,47.215985
2014-02-14,50.419998,50.990002,50.27,50.77,2168200,47.290504
2014-02-18,50.439999,51.34,50.439999,51.23,3936600,47.718977
2014-02-19,51.900002,52.380001,51.41,51.57,4079500,48.035676
2014-02-20,51.720001,51.869999,51.009998,51.400002,3741300,47.877328
2014-02-21,51.369999,51.599998,51.09,51.119999,1969500,47.616516
2014-02-24,51.290001,51.610001,50.950001,50.959999,2096300,47.467481
2014-02-25,50.990002,51.040001,50.490002,50.799999,2206400,47.318447
2014-02-26,50.669998,51.360001,50.560001,50.84,1579000,47.703152
2014-02-27,50.810001,51.200001,50.75,51.029999,1395200,47.881427
2014-02-28,51.150002,51.150002,50.48,50.82,2141400,47.684385
2014-03-03,50.580002,50.779999,50.23,50.580002,1309800,47.459195
2014-03-04,50.939999,51.419998,50.860001,51.200001,1646600,48.04094
2014-03-05,51.259998,51.279999,50.860001,51.240002,1057400,48.078473
2014-03-06,51.290001,51.619999,51.080002,51.57,1248900,48.38811
2014-03-07,51.77,51.830002,51.259998,51.830002,2847300,48.63207
2014-03-10,51.849998,51.900002,51.549999,51.799999,1822800,48.603918
2014-03-11,51.849998,51.93,51.369999,51.52,1464900,48.341196
2014-03-12,51.18,51.73,51.130001,51.73,1490500,48.538238
2014-03-13,51.939999,51.939999,50.189999,50.450001,2162100,47.337215
2014-03-14,50.25,50.849998,50.029999,50.09,1724100,46.999427
2014-03-17,50.259998,50.93,50.259998,50.68,2297000,47.553024
2014-03-18,50.869999,51.549999,50.709999,51.439999,1744500,48.26613
2014-03-19,51.439999,51.68,51.18,51.599998,2126100,48.416258
2014-03-20,51.439999,53.259998,51.200001,53.23,4521800,49.945687
2014-03-21,53.740002,54.310001,53.0,53.240002,6903900,49.955072
2014-03-24,53.169998,53.77,52.740002,53.610001,3019300,50.302242
2014-03-25,53.869999,54.330002,53.279999,53.290001,3611000,50.001986
2014-03-26,53.509998,53.73,52.75,52.75,2616000,49.495304
2014-03-27,52.779999,53.16,52.380001,52.580002,1197500,49.335794
2014-03-28,52.849998,53.290001,52.619999,52.84,1242400,49.579751
2014-03-31,53.029999,53.380001,52.869999,53.139999,1732000,49.86124
2014-04-01,53.5,54.099998,53.220001,54.080002,2045600,50.743244
2014-04-02,54.07,54.279999,53.75,54.060001,1945800,50.724477
2014-04-03,54.16,54.400002,53.790001,53.98,1603300,50.649412
2014-04-04,54.240002,54.369999,52.810001,52.919998,2272600,49.654813
2014-04-07,52.970001,53.849998,52.84,53.119999,2231100,49.842474
2014-04-08,52.990002,54.009998,52.990002,53.959999,2136000,50.630645
2014-04-09,54.16,54.330002,53.700001,54.299999,1417500,50.949667
2014-04-10,54.150002,54.360001,52.48,52.490002,1905700,49.251347
2014-04-11,52.43,52.93,52.07,52.09,2104100,48.876026
2014-04-14,52.650002,52.75,52.060001,52.459999,1486300,49.223196
2014-04-15,52.400002,53.290001,52.23,53.18,2280600,49.898773
2014-04-16,53.150002,53.150002,51.34,52.150002,3049900,48.932325
2014-04-17,52.09,53.189999,52.07,52.849998,2051900,49.589132
2014-04-21,53.07,53.18,52.560001,52.900002,786800,49.63605
2014-04-22,52.860001,53.419998,52.59,53.299999,1113200,50.011368
2014-04-23,53.279999,53.57,53.09,53.290001,956500,50.001986
2014-04-24,53.900002,54.369999,53.560001,53.700001,2437300,50.386689
2014-04-25,53.02,53.150002,51.02,51.419998,3307000,48.247364
2014-04-28,51.209999,51.91,50.07,50.990002,2243800,47.843898
2014-04-29,50.669998,51.419998,50.669998,51.189999,1350600,48.031555
2014-04-30,50.98,51.349998,50.560001,51.290001,1762500,48.125387
2014-05-01,51.380001,51.529999,50.77,50.82,1529100,47.684385
2014-05-02,50.939999,51.830002,50.790001,51.41,2033200,48.237982
2014-05-05,50.990002,51.5,50.869999,51.18,674100,48.022174
2014-05-06,51.25,51.310001,50.740002,50.740002,1731600,47.609323
2014-05-07,50.720001,50.93,50.080002,50.799999,1788200,47.665619
2014-05-08,50.720001,51.919998,50.509998,51.310001,1967000,48.144154
2014-05-09,51.290001,51.400002,50.830002,51.25,1039200,48.087854
2014-05-12,51.810001,52.349998,51.439999,52.23,1496000,49.007387
2014-05-13,52.369999,52.459999,51.34,51.470001,2074500,48.294281
2014-05-14,51.279999,51.369999,51.02,51.060001,1816200,47.909579
2014-05-15,50.919998,51.220001,50.41,50.779999,2559100,47.646852
2014-05-16,50.990002,51.66,50.720001,51.599998,3128200,48.416258
2014-05-19,51.599998,52.189999,51.560001,51.98,1700900,48.772813
2014-05-20,52.07,52.23,51.689999,51.98,4419000,48.772813
2014-05-21,52.740002,52.75,50.880001,51.330002,4534700,48.16292
2014-05-22,51.349998,52.029999,51.349998,51.740002,2021300,48.547623
2014-05-23,51.889999,52.459999,51.610001,52.389999,1578600,49.157515
2014-05-27,52.560001,53.130001,52.360001,53.02,1920900,49.748645
2014-05-28,52.580002,52.59,52.09,52.450001,1659700,49.559667
2014-05-29,52.650002,52.720001,52.200001,52.259998,1683400,49.380135
2014-05-30,52.439999,52.52,52.18,52.380001,1265300,49.493525
2014-06-02,52.41,52.560001,51.919998,52.369999,1401500,49.484074
2014-06-03,52.25,52.619999,52.150002,52.470001,1145700,49.578565
2014-06-04,52.209999,52.619999,52.209999,52.490002,1079600,49.597463
2014-06-05,52.310001,52.669998,52.040001,52.57,1353100,49.673053
2014-06-06,52.860001,53.279999,52.599998,52.689999,1201200,49.786439
2014-06-09,54.279999,56.18,54.279999,55.310001,6815600,52.262063
2014-06-10,55.189999,56.040001,55.139999,55.790001,2720900,52.715611
2014-06-11,55.139999,56.02,55.139999,55.630001,2147200,52.564429
2014-06-12,55.619999,55.900002,55.27,55.439999,1534200,52.384897
2014-06-13,55.540001,55.98,55.290001,55.619999,1649700,52.554978
2014-06-16,55.490002,55.82,55.16,55.5,1882700,52.441591
2014-06-17,55.330002,55.919998,55.299999,55.700001,1251900,52.630571
2014-06-18,55.639999,55.700001,54.799999,55.130001,1751800,52.091982
2014-06-19,55.27,55.27,54.48,54.93,1853500,51.903002
2014-06-20,55.0,55.0,54.48,54.689999,3092400,51.676226
2014-06-23,54.77,54.959999,54.450001,54.52,894000,51.515596
2014-06-24,54.52,54.689999,53.779999,53.869999,1113900,50.901414
2014-06-25,53.82,54.049999,53.450001,53.75,1757900,50.788028
2014-06-26,53.66,53.759998,53.07,53.549999,1481600,50.599048
2014-06-27,53.82,53.880001,53.279999,53.5,1485500,50.551804
2014-06-30,53.650002,54.139999,53.490002,54.07,2167000,51.090393
2014-07-01,53.77,54.66,53.73,54.52,2201400,51.515596
2014-07-02,54.389999,54.720001,54.18,54.41,1740400,51.411657
2014-07-03,54.419998,54.84,54.259998,54.830002,711200,51.808514
2014-07-07,54.59,54.93,54.5,54.66,1197900,51.647881
2014-07-08,54.68,54.91,54.25,54.450001,1645600,51.449454
2014-07-09,54.48,54.869999,53.490002,54.740002,1200300,51.723474
2014-07-10,54.110001,54.669998,53.830002,54.400002,982600,51.40221
2014-07-11,54.459999,54.459999,54.009998,54.290001,933900,51.298271
2014-07-14,54.759998,54.93,53.759998,53.849998,2179400,50.882516
2014-07-15,53.77,54.200001,53.450001,53.73,1900200,50.769129
2014-07-16,53.830002,54.060001,53.509998,53.669998,1787400,50.712435
2014-07-17,53.389999,53.540001,52.93,52.939999,1369700,50.022663
2014-07-18,53.040001,53.689999,52.939999,53.48,1173100,50.532906
2014-07-21,53.349998,53.75,53.110001,53.459999,977900,50.514008
2014-07-22,53.599998,53.869999,53.560001,53.75,1165800,50.788028
2014-07-23,53.400002,53.400002,51.209999,51.279999,3931100,48.45414
2014-07-24,51.360001,51.639999,50.810001,51.299999,2517500,48.473038
2014-07-25,51.009998,51.049999,50.0,50.16,3059800,47.39586
2014-07-28,50.16,50.720001,49.66,50.549999,2407900,47.764368
2014-07-29,50.5,51.18,50.459999,50.52,1508500,47.736022
2014-07-30,50.82,51.130001,50.57,50.860001,1887200,48.057286
2014-07-31,50.400002,50.830002,49.619999,49.630001,1888300,46.895067
2014-08-01,49.610001,50.18,49.470001,50.009998,1698900,47.254124
2014-08-04,50.0,50.110001,49.380001,49.689999,1851700,46.951759
2014-08-05,49.610001,49.970001,49.279999,49.650002,1752800,46.913966
2014-08-06,49.580002,50.189999,49.360001,50.049999,2074300,47.291921
2014-08-07,50.18,50.299999,48.860001,48.93,2243300,46.233641
2014-08-08,49.060001,49.619999,48.810001,49.540001,2026000,46.810027
2014-08-11,49.810001,50.299999,49.57,49.93,1137800,47.178535
2014-08-12,49.75,50.220001,49.639999,50.18,1192700,47.414758
2014-08-13,50.16,50.66,50.080002,50.529999,1754000,47.745469
2014-08-14,50.419998,50.900002,50.400002,50.740002,1566900,47.9439
2014-08-15,51.189999,51.619999,50.75,51.18,1930700,48.359652
2014-08-18,51.220001,51.509998,51.080002,51.34,1016600,48.510834
2014-08-19,51.450001,51.919998,51.290001,51.720001,1105700,48.869895
2014-08-20,51.52,52.290001,51.52,52.169998,1357400,49.295094
2014-08-21,52.029999,52.580002,51.759998,52.540001,1181600,49.644707
2014-08-22,52.669998,52.790001,52.34,52.5,900100,49.606911
2014-08-25,52.75,52.950001,51.849998,51.93,1902700,49.068322
2014-08-26,52.0,52.34,51.759998,52.209999,2658900,49.332891
2014-08-27,51.650002,52.110001,49.990002,51.029999,4754300,48.217916
2014-08-28,50.950001,51.41,50.709999,51.290001,2094900,48.46359
2014-08-29,51.669998,51.700001,50.91,51.119999,1631500,48.302957
2014-09-02,51.099998,51.349998,50.400002,50.619999,2045500,47.83051
2014-09-03,50.389999,50.799999,50.09,50.25,1931600,47.83051
2014-09-04,50.25,50.669998,50.25,50.41,1435400,47.982806
2014-09-05,50.400002,50.779999,50.130001,50.220001,1893500,47.801956
2014-09-08,50.07,50.419998,49.860001,50.07,2252700,47.659177
2014-09-09,49.93,50.25,49.75,49.799999,1918400,47.402177
2014-09-10,49.689999,49.919998,49.470001,49.639999,2327000,47.249881
2014-09-11,49.32,49.91,49.259998,49.759998,2132400,47.364102
2014-09-12,49.68,49.759998,48.900002,49.119999,2238000,46.754918
2014-09-15,49.23,49.349998,48.650002,48.869999,1777300,46.516955
2014-09-16,48.650002,49.330002,48.639999,49.200001,2001400,46.831068
2014-09-17,49.0,50.02,49.0,49.630001,1814300,47.240364
2014-09-18,49.790001,50.369999,49.57,50.290001,1594600,47.868585
2014-09-19,50.639999,50.639999,49.810001,49.990002,2917300,47.583031
2014-09-22,49.75,50.080002,49.369999,49.919998,3344700,47.516398
2014-09-23,49.459999,50.099998,49.25,49.669998,3190000,47.278435
2014-09-24,49.720001,50.189999,49.599998,50.0,2203700,47.592548
2014-09-25,49.939999,50.049999,49.549999,49.639999,3193900,47.249881
2014-09-26,49.73,50.110001,49.619999,50.029999,1613600,47.621102
2014-09-29,49.689999,50.0,49.52,49.810001,1632900,47.411697
2014-09-30,49.82,50.009998,49.450001,49.490002,3185500,47.107105
2014-10-01,49.349998,49.419998,48.169998,48.25,2480500,45.926808
2014-10-02,48.240002,48.349998,47.240002,47.799999,3576600,45.498475
2014-10-03,47.970001,48.130001,47.5,47.580002,1821800,45.28907
2014-10-06,47.799999,48.049999,47.029999,47.150002,2351400,44.879774
2014-10-07,46.790001,46.98,46.119999,46.209999,3086700,43.985032
2014-10-08,46.099998,47.810001,46.0,47.75,3219000,45.450883
2014-10-09,47.75,47.939999,46.34,46.34,6539900,44.108773
2014-10-10,44.299999,44.470001,42.57,43.450001,10052700,41.357925
2014-10-13,43.43,44.380001,42.860001,43.099998,4187800,41.024775
2014-10-14,43.93,44.66,43.380001,43.459999,4012100,41.367441
2014-10-15,42.759998,44.439999,42.59,44.119999,4467400,41.995663
2014-10-16,43.439999,44.91,43.200001,44.599998,3386200,42.452551
2014-10-17,44.990002,45.900002,44.860001,44.939999,3334900,42.77618
2014-10-20,44.75,45.400002,44.610001,45.32,1884400,43.137885
2014-10-21,45.889999,46.82,45.509998,46.720001,2765700,44.470478
2014-10-22,46.900002,47.150002,46.0,46.02,2549900,43.804181
2014-10-23,46.57,46.720001,46.209999,46.419998,2234000,44.184919
2014-10-24,46.700001,47.110001,46.25,46.849998,1862800,44.594216
2014-10-27,46.68,46.759998,46.220001,46.619999,1817800,44.37529
2014-10-28,46.77,47.119999,46.330002,46.990002,1791000,44.727478
2014-10-29,46.93,47.330002,46.400002,47.310001,2415400,45.03207
2014-10-30,47.290001,47.299999,46.380001,47.0,3025800,44.736995
2014-10-31,48.709999,50.540001,48.48,49.619999,6689200,47.230843
2014-11-03,49.720001,50.209999,49.48,49.720001,3318900,47.32603
2014-11-04,49.599998,49.919998,49.330002,49.450001,1684500,47.06903
2014-11-05,49.779999,50.049999,49.18,50.029999,1493500,47.621102
2014-11-06,50.0,50.369999,49.419998,50.220001,2017900,47.801956
2014-11-07,50.400002,50.41,49.700001,50.240002,1962600,47.820993
2014-11-10,50.16,50.549999,49.98,50.419998,1771600,47.992323
2014-11-11,50.389999,50.52,49.880001,50.139999,1211800,47.725806
2014-11-12,50.02,50.360001,49.810001,50.259998,1226400,47.840027
2014-11-13,50.43,50.639999,49.950001,50.209999,1113400,47.792435
2014-11-14,50.34,50.689999,49.84,50.619999,1509900,48.182694
2014-11-17,50.34,50.490002,49.810001,50.349998,1662900,47.925694
2014-11-18,50.310001,51.27,50.23,51.259998,2333300,48.791878
2014-11-19,51.419998,51.439999,50.5,50.75,1795000,48.306436
2014-11-20,50.349998,51.200001,50.349998,51.169998,1757700,48.706211
2014-11-21,51.950001,51.950001,51.150002,51.650002,1638800,49.163103
2014-11-24,51.959999,51.959999,51.27,51.799999,1615600,49.305879
2014-11-25,51.740002,51.98,51.5,51.709999,2500100,49.220212
2014-11-26,52.529999,54.689999,52.509998,54.560001,5683400,51.932989
2014-11-28,54.950001,54.950001,54.32,54.639999,1336800,52.009135
2014-12-01,54.48,54.939999,54.189999,54.650002,2463400,52.018656
2014-12-02,54.540001,55.25,54.279999,55.209999,2181800,52.55169
2014-12-03,54.950001,56.880001,54.950001,56.509998,6303000,54.152005
2014-12-04,56.459999,56.700001,55.990002,56.619999,3137500,54.257416
2014-12-05,56.75,57.380001,56.310001,57.34,2266400,54.947374
2014-12-08,56.950001,57.34,55.82,56.18,2124000,53.835777
2014-12-09,55.830002,56.389999,55.43,56.369999,2445900,54.017848
2014-12-10,56.360001,56.650002,55.419998,55.639999,2177800,53.318309
2014-12-11,57.990002,57.990002,55.619999,56.25,2559400,53.902856
2014-12-12,55.52,56.389999,55.43,55.919998,3175800,53.586624
2014-12-15,56.009998,56.810001,55.310001,55.419998,2000700,53.107488
2014-12-16,55.43,56.029999,54.73,54.779999,2362100,52.494193
2014-12-17,54.849998,56.09,54.220001,55.990002,2358300,53.653707
2014-12-18,56.82,57.060001,56.02,57.060001,2337600,54.679058
2014-12-19,57.029999,57.360001,56.419998,56.75,3194100,54.381992
2014-12-22,56.880001,57.5,56.77,57.490002,1008600,55.091116
2014-12-23,57.5,57.889999,56.509998,56.66,3065300,54.295748
2014-12-24,56.900002,56.98,56.560001,56.709999,1262100,54.343661
2014-12-26,56.799999,56.98,56.189999,56.279999,1555500,53.931603
2014-12-29,56.200001,56.380001,55.740002,56.080002,1777400,53.739951
2014-12-30,55.84,56.09,55.32,55.560001,1677700,53.241649
2014-12-31,55.939999,56.41,55.490002,55.52,1746800,53.203317
2015-01-02,55.68,56.25,54.970001,55.540001,1323200,53.222483
2015-01-05,55.400002,55.450001,54.5,54.529999,1445200,52.254625
2015-01-06,54.73,54.799999,53.209999,53.25,1707500,51.028037
2015-01-07,53.490002,54.130001,53.029999,53.810001,1723000,51.564671
2015-01-08,54.389999,55.18,54.080002,54.759998,1874900,52.475028
2015-01-09,54.990002,55.040001,54.119999,54.720001,1720300,52.436699
2015-01-12,54.619999,54.75,53.860001,54.169998,1250500,51.909646
2015-01-13,54.689999,55.52,53.27,53.549999,2330600,51.315518
2015-01-14,53.419998,54.459999,52.93,53.509998,2523800,51.277186
