Date,Open_PCAR,High_PCAR,Low_PCAR,Close_PCAR,Volume_PCAR,AdjClose_PCAR
2013-10-04,55.529999,55.639999,55.139999,55.52,1541200,50.143902
2013-10-07,54.91,55.450001,54.639999,54.919998,1203400,49.601999
2013-10-08,54.790001,55.029999,54.029999,54.07,1434000,48.834308
2013-10-09,54.16,54.490002,53.669998,54.240002,1496600,48.987848
2013-10-10,54.75,55.799999,54.700001,55.709999,1988300,50.315503
2013-10-11,55.290001,56.27,55.279999,56.200001,997300,50.758057
2013-10-14,55.790001,56.73,55.700001,56.580002,919800,51.101262
2013-10-15,56.189999,56.619999,55.810001,55.959999,1138800,50.541295
2013-10-16,56.599998,57.0,55.959999,56.950001,1192300,51.435433
2013-10-17,56.669998,57.5,56.360001,57.439999,1065700,51.877984
2013-10-18,57.5,57.740002,57.279999,57.560001,1070700,51.986366
2013-10-21,57.43,57.700001,57.139999,57.66,1080900,52.076682
2013-10-22,58.0,58.599998,57.73,58.41,1314300,52.754058
2013-10-23,57.970001,58.389999,57.779999,58.200001,1157200,52.564393
2013-10-24,58.41,58.52,57.860001,58.470001,944500,52.808249
2013-10-25,58.639999,58.639999,57.669998,58.549999,1532400,52.880501
2013-10-28,58.400002,58.77,57.959999,58.209999,1824400,52.573424
2013-10-29,57.07,57.48,55.439999,56.630001,4228600,51.14642
2013-10-30,56.380001,56.73,55.290001,55.57,2353200,50.18906
2013-10-31,55.720001,55.919998,55.32,55.599998,1691200,50.216154
2013-11-01,55.779999,56.27,55.380001,56.220001,2553000,50.776121
2013-11-04,56.41,56.59,56.110001,56.57,1297800,51.092228
2013-11-05,56.130001,57.830002,55.900002,57.25,2473100,51.706383
2013-11-06,57.700001,57.700001,56.75,56.889999,950500,51.381242
2013-11-07,56.970001,57.16,55.93,56.040001,1215100,50.61355
2013-11-08,56.009998,56.84,55.91,56.84,1239600,51.336084
2013-11-11,56.849998,57.09,56.639999,57.0,1087800,51.480591
2013-11-12,57.009998,57.439999,56.419998,56.810001,1686700,51.30899
2013-11-13,56.040001,56.59,56.040001,56.59,1338200,51.290864
2013-11-14,56.799999,57.029999,56.459999,57.0,884400,51.662471
2013-11-15,57.040001,57.209999,56.84,57.0,1061400,51.662471
2013-11-18,57.040001,57.34,56.299999,56.380001,1245700,51.100529
2013-11-19,56.07,56.5,55.5,55.560001,1467300,50.357315
2013-11-20,55.849998,55.849998,55.029999,55.25,985500,50.076342
2013-11-21,55.52,56.400002,55.200001,56.310001,1132600,51.037084
2013-11-22,56.439999,56.650002,56.200001,56.639999,906800,51.336181
2013-11-25,56.650002,56.919998,56.459999,56.73,1232000,51.417753
2013-11-26,56.919998,57.139999,56.759998,56.950001,1097600,51.617153
2013-11-27,57.040001,57.349998,56.849998,57.279999,651400,51.91625
2013-11-29,57.43,57.599998,57.18,57.310001,506200,51.943443
2013-12-02,57.200001,57.450001,57.02,57.130001,905600,51.780298
2013-12-03,56.860001,57.18,55.790001,56.299999,2004000,51.028019
2013-12-04,55.740002,56.360001,55.009998,55.529999,1583100,50.330122
2013-12-05,55.580002,55.990002,55.369999,55.599998,1079700,50.393567
2013-12-06,56.790001,57.009998,56.02,56.950001,1125100,51.617153
2013-12-09,57.220001,57.380001,56.73,56.869999,728000,51.544643
2013-12-10,56.799999,57.259998,56.639999,57.099998,856500,51.753105
2013-12-11,56.990002,57.32,56.009998,56.099998,1131400,50.846746
2013-12-12,55.990002,56.77,55.939999,56.040001,1469500,50.792367
2013-12-13,56.360001,56.57,56.139999,56.16,1037700,50.901129
2013-12-16,56.470001,57.59,56.470001,57.310001,1395600,51.943443
2013-12-17,57.299999,58.029999,57.09,57.849998,1524800,52.432875
2013-12-18,57.07,57.75,56.060001,57.73,2873900,53.151007
2013-12-19,57.470001,57.73,56.98,57.290001,994900,52.745908
2013-12-20,57.34,57.84,57.099998,57.619999,1704800,53.049731
2013-12-23,57.68,58.220001,57.59,57.830002,1129100,53.243077
2013-12-24,58.07,58.299999,57.639999,58.139999,375200,53.528486
2013-12-26,58.259998,58.889999,58.189999,58.720001,900600,54.062484
2013-12-27,58.610001,58.810001,58.369999,58.470001,1001800,53.832313
2013-12-30,58.459999,58.990002,58.459999,58.84,700100,54.172965
2013-12-31,59.150002,59.349998,58.810001,59.169998,980900,54.476788
2014-01-02,58.939999,59.0,58.220001,58.509998,1078000,53.869138
2014-01-03,58.610001,59.040001,58.290001,58.630001,1076200,53.979622
2014-01-06,59.669998,60.169998,58.91,59.16,3502100,54.467583
2014-01-07,59.150002,59.369999,58.799999,59.119999,1588100,54.430755
2014-01-08,59.119999,59.240002,58.43,58.970001,1780800,54.292655
2014-01-09,59.09,59.240002,58.240002,59.0,1054500,54.320274
2014-01-10,59.119999,59.200001,58.490002,59.189999,1234200,54.495202
2014-01-13,58.860001,59.27,58.18,58.400002,1429400,53.767866
2014-01-14,58.470001,58.740002,58.040001,58.619999,1592800,53.970414
2014-01-15,58.700001,59.32,58.369999,58.889999,1368900,54.218998
2014-01-16,59.0,59.25,58.700001,59.25,1130800,54.550445
2014-01-17,59.18,59.73,59.0,59.529999,1697400,54.808235
2014-01-21,59.830002,60.0,58.98,59.349998,1205100,54.642511
2014-01-22,59.380001,59.610001,58.91,58.98,1100000,54.30186
2014-01-23,58.349998,58.82,58.200001,58.25,1719200,53.629762
2014-01-24,57.939999,57.939999,56.209999,56.240002,2450100,51.779191
2014-01-27,56.07,57.25,55.639999,56.549999,2091100,52.064601
2014-01-28,56.59,57.130001,56.049999,56.799999,1313700,52.294771
2014-01-29,56.200001,57.279999,55.880001,56.540001,1775000,52.055396
2014-01-30,57.060001,57.75,56.349998,57.450001,2129000,52.893217
2014-01-31,55.34,57.0,55.119999,56.0,3482100,51.558226
2014-02-03,55.669998,57.5,53.849998,54.0,2992100,49.716861
2014-02-04,54.470001,55.360001,53.59,55.060001,4730600,50.692786
2014-02-05,56.02,56.970001,55.450001,56.900002,6092200,52.386842
2014-02-06,56.810001,58.84,56.720001,58.630001,3101600,53.979622
2014-02-07,58.779999,59.580002,58.59,59.150002,2271700,54.458378
2014-02-10,58.93,59.080002,58.23,58.490002,1584800,53.850727
2014-02-11,58.459999,59.470001,58.369999,59.189999,1390300,54.495202
2014-02-12,59.290001,59.740002,58.990002,59.23,1650300,54.716917
2014-02-13,58.759998,59.900002,58.349998,59.849998,2040400,55.289674
2014-02-14,59.48,61.669998,59.470001,61.540001,3773300,56.850905
2014-02-18,61.75,62.790001,61.700001,62.290001,2677900,57.543759
2014-02-19,62.0,62.59,61.68,61.810001,2308800,57.100333
2014-02-20,61.950001,62.290001,61.650002,62.0,1402600,57.275854
2014-02-21,64.940002,65.089996,61.84,62.369999,2058300,57.617661
2014-02-24,62.700001,65.360001,62.529999,64.190002,4335300,59.298988
2014-02-25,63.919998,64.82,63.459999,64.660004,2476500,59.733177
2014-02-26,64.940002,65.129997,64.099998,64.449997,1647500,59.539172
2014-02-27,65.489998,65.5,64.199997,64.989998,1656300,60.038027
2014-02-28,65.290001,66.459999,64.809998,65.839996,2614400,60.823259
2014-03-03,65.029999,65.459999,64.699997,65.080002,1819200,60.121173
2014-03-04,65.900002,66.150002,65.349998,65.910004,2476400,60.887932
2014-03-05,65.879997,66.379997,65.050003,65.309998,2018500,60.333644
2014-03-06,65.690002,65.949997,65.379997,65.889999,1226800,60.869452
2014-03-07,65.919998,66.440002,65.620003,65.93,1278300,60.906405
2014-03-10,65.650002,65.970001,65.07,65.559998,993100,60.564595
2014-03-11,65.150002,66.489998,65.150002,65.779999,1456400,60.767833
2014-03-12,65.389999,66.389999,65.169998,66.349998,1488400,61.294401
2014-03-13,66.629997,66.629997,64.809998,65.300003,2170800,60.324411
2014-03-14,64.989998,65.580002,64.809998,65.0,1796500,60.047267
2014-03-17,65.669998,66.919998,65.580002,66.510002,1694800,61.442213
2014-03-18,66.480003,67.410004,66.169998,67.25,1700900,62.125826
2014-03-19,67.029999,67.379997,66.029999,66.690002,1591200,61.608498
2014-03-20,66.239998,67.18,66.110001,66.940002,1076600,61.839449
2014-03-21,67.68,68.110001,66.93,67.389999,3210400,62.255158
2014-03-24,67.510002,67.580002,65.980003,66.629997,2017600,61.553065
2014-03-25,68.440002,68.809998,67.059998,67.650002,3014200,62.495349
2014-03-26,67.82,68.209999,66.5,66.519997,1760400,61.451446
2014-03-27,66.519997,66.669998,65.589996,65.919998,2137800,60.897165
2014-03-28,66.129997,67.089996,65.980003,66.559998,1501600,61.488399
2014-03-31,67.029999,68.370003,66.830002,67.440002,2601800,62.301351
2014-04-01,68.0,68.099998,67.459999,67.809998,2322200,62.643154
2014-04-02,68.019997,68.370003,67.779999,68.269997,1697200,63.068103
2014-04-03,68.139999,68.25,67.160004,67.410004,2120400,62.273638
2014-04-04,68.110001,68.379997,65.43,65.730003,3352400,60.721647
2014-04-07,65.75,65.910004,64.519997,64.860001,2081100,59.917935
2014-04-08,64.809998,65.959999,64.580002,65.57,1799500,60.573835
2014-04-09,66.040001,67.059998,65.669998,66.690002,2059700,61.608498
2014-04-10,66.599998,66.690002,64.760002,64.959999,2522500,60.010314
2014-04-11,64.879997,65.269997,63.860001,64.129997,2430500,59.243555
2014-04-14,64.650002,64.980003,63.880001,64.290001,1950900,59.391367
2014-04-15,64.5,65.07,63.48,64.550003,1560000,59.631558
2014-04-16,65.57,65.919998,64.660004,65.68,1391300,60.675454
2014-04-17,65.540001,65.860001,65.190002,65.379997,1332600,60.39831
2014-04-21,65.529999,66.029999,65.18,65.889999,997900,60.869452
2014-04-22,65.809998,66.25,65.639999,65.870003,1159500,60.850979
2014-04-23,65.949997,66.290001,65.760002,66.019997,843300,60.989544
2014-04-24,66.07,66.760002,66.07,66.290001,1321400,61.238975
2014-04-25,65.269997,66.389999,65.269997,65.660004,1572200,60.656981
2014-04-28,66.169998,66.779999,64.800003,65.809998,2463500,60.795546
2014-04-29,63.52,64.949997,63.040001,63.5,4180400,58.661561
2014-04-30,63.34,64.010002,62.82,63.98,3259200,59.104986
2014-05-01,63.73,64.43,63.700001,64.089996,1680600,59.206602
2014-05-02,64.459999,64.519997,63.150002,63.290001,2212900,58.467563
2014-05-05,62.66,63.689999,62.52,63.380001,1973700,58.550705
2014-05-06,63.080002,63.48,62.560001,62.740002,1267800,57.959471
2014-05-07,62.700001,63.18,62.169998,62.880001,1218200,58.088803
2014-05-08,63.509998,63.66,62.400002,63.0,1654800,58.199659
2014-05-09,63.02,63.16,62.25,62.57,1608100,57.802423
2014-05-12,63.09,63.880001,62.880001,63.82,1240000,58.957178
2014-05-13,63.720001,63.959999,63.23,63.389999,1282100,58.559942
2014-05-14,63.25,63.360001,61.889999,62.099998,2030300,57.368233
2014-05-15,62.0,62.0,60.439999,61.209999,2496700,56.747083
2014-05-16,61.34,61.439999,60.209999,61.380001,1553600,56.904689
2014-05-19,61.369999,62.200001,61.060001,62.150002,2254100,57.618548
2014-05-20,61.82,62.169998,61.110001,61.41,1882200,56.932501
2014-05-21,61.68,62.299999,61.5,62.18,1327500,57.646359
2014-05-22,62.07,62.650002,61.939999,62.330002,1082600,57.785424
2014-05-23,62.57,63.0,62.23,62.950001,1074900,58.360218
2014-05-27,63.59,64.739998,63.25,64.019997,1716400,59.352199
2014-05-28,64.019997,64.129997,63.599998,63.860001,1202000,59.203868
2014-05-29,63.860001,63.880001,63.189999,63.419998,1537100,58.795947
2014-05-30,63.59,63.59,63.060001,63.360001,1203700,58.740324
2014-06-02,63.369999,63.57,62.630001,63.200001,1091000,58.59199
2014-06-03,63.419998,64.029999,62.59,63.369999,2151700,58.749593
2014-06-04,63.150002,63.59,63.040001,63.299999,963400,58.684698
2014-06-05,63.610001,64.089996,63.209999,63.950001,900200,59.287306
2014-06-06,64.349998,65.129997,64.0,64.68,1401700,59.964081
2014-06-09,64.449997,65.589996,64.309998,64.949997,1615300,60.214391
2014-06-10,64.75,65.010002,64.400002,64.480003,989200,59.778666
2014-06-11,64.160004,64.199997,63.68,63.939999,862300,59.278034
2014-06-12,63.919998,63.919998,62.689999,62.91,1190800,58.323134
2014-06-13,62.970001,63.450001,62.73,63.290001,1016200,58.675428
2014-06-16,63.080002,63.450001,62.639999,63.330002,1526300,58.712513
2014-06-17,63.040001,63.709999,62.77,63.52,1880800,58.888658
2014-06-18,63.470001,63.970001,63.049999,63.799999,1449600,59.148242
2014-06-19,63.970001,64.360001,63.560001,64.230003,1643500,59.546894
2014-06-20,64.449997,64.589996,64.029999,64.379997,2366800,59.685951
2014-06-23,64.279999,64.650002,63.93,64.029999,882500,59.361472
2014-06-24,63.75,64.529999,63.529999,63.66,1396500,59.01845
2014-06-25,63.23,63.93,63.16,63.77,1237300,59.12043
2014-06-26,63.939999,63.939999,62.84,63.299999,1512200,58.684698
2014-06-27,63.240002,63.540001,62.830002,62.900002,6198400,58.313864
2014-06-30,62.990002,63.150002,62.610001,62.830002,1245000,58.248968
2014-07-01,63.43,63.630001,63.07,63.459999,1621000,58.833032
2014-07-02,63.490002,64.349998,63.490002,63.779999,1217200,59.1297
2014-07-03,66.599998,67.639999,66.510002,67.25,3707400,62.346698
2014-07-07,67.0,67.150002,65.93,65.959999,2105600,61.150753
2014-07-08,65.639999,66.080002,65.379997,65.650002,1977000,60.863357
2014-07-09,65.910004,66.150002,65.309998,65.529999,1036500,60.752104
2014-07-10,64.669998,65.599998,64.330002,64.970001,1384100,60.232937
2014-07-11,64.419998,65.660004,64.419998,65.599998,1238300,60.817
2014-07-14,66.199997,66.32,65.610001,65.93,965600,61.122941
2014-07-15,65.940002,66.279999,65.410004,65.730003,1107100,60.937526
2014-07-16,65.93,66.349998,65.809998,66.25,955600,61.419609
2014-07-17,65.68,66.400002,65.260002,65.43,1114200,60.659397
2014-07-18,65.790001,66.040001,65.269997,65.949997,1061800,61.14148
2014-07-21,66.0,66.019997,65.370003,65.720001,888400,60.928253
2014-07-22,66.230003,66.610001,65.919998,66.010002,1259200,61.19711
2014-07-23,66.18,66.290001,65.519997,65.910004,1582100,61.104402
2014-07-24,65.879997,65.989998,65.480003,65.550003,1033900,60.77065
2014-07-25,65.290001,65.309998,64.75,65.040001,1116500,60.297833
2014-07-28,64.980003,65.169998,64.029999,64.809998,1628600,60.084599
2014-07-29,65.389999,66.400002,63.389999,63.5,2538600,58.870116
2014-07-30,63.889999,64.330002,63.02,63.889999,1338400,59.23168
2014-07-31,63.52,63.700001,62.200001,62.27,1780300,57.729798
2014-08-01,62.0,62.439999,61.16,61.470001,2327700,56.988128
2014-08-04,61.459999,62.049999,60.970001,61.849998,1272600,57.340419
2014-08-05,62.400002,62.75,61.09,61.389999,2216400,56.913959
2014-08-06,60.849998,62.389999,60.689999,60.939999,1471800,56.496768
2014-08-07,61.380001,61.650002,60.509998,60.779999,1335100,56.348434
2014-08-08,61.0,61.990002,60.900002,61.869999,1492200,57.358961
2014-08-11,62.060001,62.400002,61.669998,61.900002,1077100,57.386776
2014-08-12,61.77,62.349998,61.41,61.720001,790900,57.2199
2014-08-13,60.810001,62.02,60.810001,61.98,737900,57.666495
2014-08-14,62.139999,62.34,62.0,62.32,670000,57.982833
2014-08-15,62.919998,62.919998,61.75,62.189999,1104400,57.86188
2014-08-18,62.73,63.470001,62.209999,63.450001,1070400,59.034192
2014-08-19,63.509998,63.77,63.330002,63.549999,912100,59.127231
2014-08-20,63.66,64.449997,63.599998,64.300003,1065900,59.825038
2014-08-21,64.330002,64.400002,63.259998,63.32,1129800,58.913238
2014-08-22,63.380001,63.380001,62.400002,62.75,1130500,58.382908
2014-08-25,63.110001,63.32,62.849998,63.16,1071500,58.764373
2014-08-26,63.330002,63.360001,62.709999,62.73,679900,58.364299
2014-08-27,63.060001,63.060001,62.439999,62.669998,609700,58.308473
2014-08-28,62.91,62.91,62.040001,62.689999,808200,58.327082
2014-08-29,63.049999,63.049999,62.59,62.810001,828900,58.438733
2014-09-02,63.099998,63.099998,62.439999,62.740002,1130900,58.373605
2014-09-03,63.119999,63.220001,62.18,62.290001,1169300,57.954922
2014-09-04,62.490002,63.029999,62.110001,62.32,1638200,57.982833
2014-09-05,62.200001,62.240002,61.389999,61.610001,2249900,57.322247
2014-09-08,61.23,61.799999,61.150002,61.470001,996300,57.19199
2014-09-09,61.150002,61.5,60.799999,60.82,1588900,56.587226
2014-09-10,60.830002,60.98,60.0,60.549999,1373400,56.336016
2014-09-11,60.130001,60.740002,60.110001,60.669998,1212000,56.447664
2014-09-12,60.669998,60.810001,59.84,60.139999,1630000,55.95455
2014-09-15,60.09,60.220001,59.41,59.540001,1145500,55.396309
2014-09-16,59.439999,59.5,58.650002,59.200001,2398200,55.079971
2014-09-17,59.380001,60.040001,59.119999,59.650002,2081000,55.498654
2014-09-18,59.779999,60.16,59.529999,60.080002,1206900,55.898728
2014-09-19,60.169998,60.529999,59.630001,59.779999,2343800,55.619604
2014-09-22,59.450001,59.610001,58.720001,59.290001,1596300,55.163707
2014-09-23,59.240002,59.240002,58.400002,58.450001,1781600,54.382167
2014-09-24,58.779999,58.93,58.150002,58.639999,1712700,54.558943
2014-09-25,58.32,58.549999,57.59,57.73,1877700,53.712275
2014-09-26,57.599998,57.91,57.419998,57.57,1997800,53.56341
2014-09-29,56.869999,57.310001,56.610001,57.200001,2019100,53.219161
2014-09-30,57.110001,57.419998,56.740002,56.880001,2460800,52.921432
2014-10-01,56.709999,56.830002,56.009998,56.209999,2388100,52.298059
2014-10-02,56.16,57.439999,56.099998,57.060001,2922800,53.088905
2014-10-03,57.200001,58.060001,57.200001,57.91,2831800,53.879748
2014-10-06,58.060001,58.529999,57.98,58.310001,2605000,54.251911
2014-10-07,57.959999,58.110001,56.75,56.77,2641200,52.819087
2014-10-08,56.68,58.830002,56.389999,58.75,2783200,54.661288
2014-10-09,57.490002,58.91,57.169998,57.400002,3410100,53.405243
2014-10-10,57.220001,57.68,56.459999,56.48,1964500,52.549268
2014-10-13,56.52,56.950001,55.549999,55.59,1657100,51.721209
2014-10-14,56.150002,57.709999,56.02,57.07,1727000,53.098207
2014-10-15,56.380001,57.389999,55.34,57.07,3408300,53.098207
2014-10-16,56.34,58.380001,56.0,58.049999,2318800,54.010004
2014-10-17,58.490002,59.16,58.139999,58.400002,2658400,54.335648
2014-10-20,58.18,58.450001,57.52,57.919998,2032600,53.88905
2014-10-21,58.240002,59.459999,58.09,59.400002,2373200,55.266053
2014-10-22,59.540001,59.669998,58.990002,59.349998,3953900,55.219529
2014-10-23,60.029999,60.82,59.810001,60.580002,1836400,56.363931
2014-10-24,60.830002,61.490002,60.43,61.400002,1830700,57.126862
2014-10-27,60.900002,61.419998,60.52,61.290001,2776400,57.024517
2014-10-28,62.610001,63.27,61.959999,62.950001,3468100,58.568989
2014-10-29,62.970001,64.089996,62.830002,63.349998,2450100,58.941149
2014-10-30,60.419998,63.98,60.419998,63.849998,1979100,59.406352
2014-10-31,66.209999,66.209999,64.260002,65.32,3135200,60.774048
2014-11-03,65.199997,65.879997,64.900002,65.389999,1991900,60.839176
2014-11-04,64.949997,65.599998,64.910004,65.389999,2209500,60.839176
2014-11-05,66.449997,67.120003,65.790001,65.949997,2066600,61.3602
2014-11-06,66.040001,66.739998,65.82,66.57,2189200,61.937054
2014-11-07,66.860001,66.989998,66.290001,66.949997,1298500,62.290605
2014-11-10,67.0,67.0,66.489998,66.830002,1507200,62.178961
2014-11-11,66.699997,66.870003,66.199997,66.519997,1561300,61.890531
2014-11-12,66.160004,67.050003,65.800003,66.900002,1214500,62.450629
2014-11-13,67.050003,67.150002,66.279999,66.449997,1437900,62.030553
2014-11-14,66.68,66.870003,66.370003,66.629997,956500,62.198582
2014-11-17,66.639999,66.720001,66.290001,66.559998,853900,62.133237
2014-11-18,66.459999,66.940002,66.379997,66.540001,1230300,62.114571
2014-11-19,66.519997,66.629997,65.949997,66.43,1479400,62.011886
2014-11-20,65.75,66.510002,65.470001,66.489998,1308300,62.067893
2014-11-21,67.43,67.620003,66.830002,66.980003,2377300,62.52531
2014-11-24,67.290001,67.559998,66.959999,67.339996,1194500,62.86136
2014-11-25,67.550003,68.040001,67.290001,67.940002,2429500,63.421461
2014-11-26,67.839996,67.989998,67.120003,67.360001,1036800,62.880034
2014-11-28,67.519997,67.589996,66.709999,67.019997,1105000,62.562643
2014-12-01,67.029999,67.800003,66.599998,67.489998,2037100,63.001385
2014-12-02,67.690002,68.290001,67.559998,68.239998,1588900,63.701505
2014-12-03,68.870003,70.82,68.349998,70.760002,2981900,66.053909
2014-12-04,71.150002,71.150002,70.059998,70.230003,1595600,65.559159
2014-12-05,70.040001,70.709999,69.919998,70.25,1405700,65.577826
2014-12-08,70.0,70.690002,69.290001,69.610001,1202800,64.980391
2014-12-09,69.0,70.769997,68.830002,70.519997,1718000,65.829866
2014-12-10,70.519997,70.519997,68.25,68.309998,1828900,63.766849
2014-12-11,68.779999,69.790001,68.370003,69.449997,2059500,64.831029
2014-12-12,68.639999,68.989998,67.699997,67.699997,2462700,63.197418
2014-12-15,68.400002,68.57,66.730003,67.510002,1915000,63.020059
2014-12-16,67.459999,68.889999,66.93,67.720001,2778300,63.216092
2014-12-17,66.519997,68.139999,66.220001,68.0,3898300,64.428869
2014-12-18,68.940002,69.540001,68.400002,69.540001,2601500,65.887994
2014-12-19,69.480003,70.0,69.190002,69.239998,4214900,65.603746
2014-12-22,69.279999,69.550003,69.010002,69.190002,1505500,65.556376
2014-12-23,69.5,70.269997,69.309998,69.449997,1304900,65.802717
2014-12-24,69.699997,69.760002,69.349998,69.419998,499400,65.774293
2014-12-26,69.519997,69.769997,69.110001,69.129997,939700,65.499522
2014-12-29,68.989998,69.900002,68.800003,69.599998,1002000,65.94484
2014-12-30,69.300003,69.470001,68.75,68.800003,1108300,65.186858
2014-12-31,69.32,69.449997,68.0,68.010002,1121300,64.438345
2015-01-02,68.220001,68.870003,67.440002,68.150002,1508000,64.570992
2015-01-05,67.690002,68.139999,65.75,65.860001,2726600,62.401255
2015-01-06,66.110001,66.629997,64.830002,65.949997,4196500,62.486525
2015-01-07,66.449997,66.839996,65.760002,66.830002,1783600,63.320315
2015-01-08,67.449997,67.75,66.889999,67.709999,2058000,64.154097
2015-01-09,67.739998,67.970001,65.0,65.230003,2949300,61.804343
2015-01-12,66.389999,66.629997,65.010002,65.830002,2920600,62.372831
