Date,Open_ROK,High_ROK,Low_ROK,Close_ROK,Volume_ROK,AdjClose_ROK
2013-11-22,111.669998,114.169998,111.080002,114.07,815600,107.609364
2013-11-25,114.209999,114.349998,113.029999,113.290001,561300,106.873542
2013-11-26,113.019997,114.32,113.019997,113.900002,501000,107.448994
2013-11-27,114.489998,114.489998,113.480003,114.360001,360600,107.88294
2013-11-29,114.739998,114.760002,113.400002,113.580002,274900,107.147118
2013-12-02,113.139999,113.559998,111.669998,111.849998,701800,105.515098
2013-12-03,112.559998,112.559998,110.279999,111.160004,640000,104.864183
2013-12-04,110.5,111.209999,108.349998,108.889999,1577800,102.722746
2013-12-05,108.980003,110.199997,108.5,109.209999,624700,103.024621
2013-12-06,110.5,111.879997,110.010002,111.699997,666300,105.373592
2013-12-09,111.440002,112.370003,111.110001,111.959999,706500,105.618868
2013-12-10,111.620003,112.949997,111.379997,111.879997,678400,105.543398
2013-12-11,112.360001,112.360001,109.440002,109.669998,516900,103.458567
2013-12-12,109.610001,110.949997,108.779999,110.529999,798000,104.26986
2013-12-13,110.57,111.449997,110.040001,110.519997,385100,104.260424
2013-12-16,110.809998,111.900002,110.730003,110.959999,797200,104.675506
2013-12-17,111.029999,111.459999,110.260002,110.529999,477900,104.26986
2013-12-18,110.32,113.32,109.629997,113.110001,752700,106.703737
2013-12-19,112.589996,114.129997,112.309998,114.029999,651300,107.571629
2013-12-20,113.889999,117.110001,113.889999,116.510002,1154700,109.911171
2013-12-23,117.260002,117.669998,116.209999,116.349998,773800,109.760229
2013-12-24,116.5,117.379997,116.190002,117.099998,250300,110.467751
2013-12-26,117.489998,118.0,117.029999,117.809998,307300,111.137538
2013-12-27,118.730003,119.029999,117.559998,117.980003,464900,111.297915
2013-12-30,117.760002,118.489998,117.400002,117.699997,513300,111.033767
2013-12-31,117.970001,118.809998,117.790001,118.160004,346200,111.46772
2014-01-02,117.620003,117.989998,116.010002,116.379997,479100,109.788529
2014-01-03,116.610001,118.010002,116.449997,117.830002,606600,111.156409
2014-01-06,118.199997,118.739998,116.120003,116.519997,662300,109.920599
2014-01-07,117.57,117.57,115.779999,117.040001,556200,110.411152
2014-01-08,117.279999,117.279999,115.709999,116.470001,785500,109.873435
2014-01-09,116.75,117.330002,115.029999,116.43,537700,109.8357
2014-01-10,116.82,117.300003,115.959999,116.959999,503500,110.335681
2014-01-13,116.459999,117.32,114.769997,115.07,657700,108.552727
2014-01-14,115.43,118.830002,115.029999,118.239998,1203600,111.543184
2014-01-15,118.32,119.029999,118.199997,118.860001,889200,112.128071
2014-01-16,117.68,119.709999,117.639999,119.660004,985300,112.882764
2014-01-17,119.660004,119.660004,118.660004,119.230003,735700,112.477118
2014-01-21,120.18,121.010002,118.300003,119.830002,665100,113.043134
2014-01-22,119.370003,119.760002,118.059998,119.059998,636800,112.316741
2014-01-23,118.220001,118.5,116.489998,117.010002,576500,110.382852
2014-01-24,116.610001,116.720001,112.870003,112.989998,941500,106.590531
2014-01-27,114.209999,114.720001,111.790001,112.959999,1131200,106.562231
2014-01-28,113.699997,115.309998,113.32,115.010002,1232800,108.496127
2014-01-29,117.029999,118.029999,114.18,115.089996,1788800,108.571591
2014-01-30,115.5,116.32,114.610001,115.099998,1284200,108.581026
2014-01-31,113.099998,115.43,113.099998,114.839996,1032100,108.33575
2014-02-03,114.900002,115.660004,111.769997,111.970001,1758300,105.628304
2014-02-04,111.940002,112.059998,110.18,111.18,1435100,104.883047
2014-02-05,110.82,111.050003,108.830002,109.910004,1576100,103.68498
2014-02-06,110.279999,111.309998,110.089996,110.639999,935400,104.37363
2014-02-07,111.379997,112.589996,110.639999,112.349998,1239200,105.986779
2014-02-10,112.580002,112.68,111.599998,112.040001,543100,105.694339
2014-02-11,112.440002,114.010002,112.330002,113.480003,937100,107.052784
2014-02-12,113.5,115.800003,113.43,115.559998,1074100,109.014972
2014-02-13,114.32,116.470001,113.709999,116.449997,1040400,110.40871
2014-02-14,116.370003,117.120003,115.540001,117.0,777700,110.930179
2014-02-18,116.889999,118.720001,116.889999,118.5,897700,112.352361
2014-02-19,117.989998,119.07,117.650002,118.0,1174700,111.8783
2014-02-20,117.959999,119.300003,117.5,118.989998,932700,112.816938
2014-02-21,119.040001,120.400002,118.5,119.32,1019600,113.12982
2014-02-24,119.349998,120.970001,119.059998,120.559998,828900,114.305488
2014-02-25,120.379997,121.480003,119.660004,120.849998,831400,114.580444
2014-02-26,121.029999,122.580002,120.629997,121.730003,677400,115.414796
2014-02-27,121.5,122.400002,121.18,122.18,473000,115.841447
2014-02-28,122.18,124.110001,121.900002,122.839996,830100,116.467204
2014-03-03,119.900002,122.120003,119.900002,121.589996,721500,115.282052
2014-03-04,123.309998,124.18,123.110001,124.0,680100,117.567028
2014-03-05,123.809998,123.860001,123.220001,123.489998,611400,117.083484
2014-03-06,124.110001,124.360001,122.699997,123.459999,695300,117.055041
2014-03-07,124.18,124.779999,123.760002,124.720001,1075200,118.249676
2014-03-10,125.199997,125.199997,123.25,123.739998,612300,117.320514
2014-03-11,125.599998,125.599998,121.389999,122.07,603700,115.737153
2014-03-12,121.220001,121.82,120.599998,121.800003,693500,115.481164
2014-03-13,122.290001,122.68,119.190002,120.25,1076300,114.011573
2014-03-14,120.139999,121.160004,119.57,120.0,1081800,113.774543
2014-03-17,120.940002,122.669998,120.940002,122.25,601800,115.907815
2014-03-18,122.519997,123.470001,122.330002,123.279999,521700,116.884379
2014-03-19,123.18,123.800003,121.43,122.230003,451800,115.888856
2014-03-20,122.029999,123.5,121.82,122.800003,543900,116.429285
2014-03-21,124.220001,124.739998,122.959999,123.040001,1021200,116.656832
2014-03-24,123.699997,124.360001,121.779999,122.129997,778700,115.794038
2014-03-25,123.269997,124.769997,122.25,123.669998,793500,117.254146
2014-03-26,124.459999,124.599998,122.160004,122.169998,603300,115.831964
2014-03-27,122.019997,122.57,121.07,121.779999,745600,115.462197
2014-03-28,122.120003,124.669998,121.510002,124.25,776600,117.804058
2014-03-31,125.419998,125.660004,124.470001,124.550003,799700,118.088497
2014-04-01,124.790001,125.370003,124.120003,124.839996,963400,118.363446
2014-04-02,125.190002,126.690002,124.82,126.099998,1096000,119.558081
2014-04-03,126.220001,127.120003,125.769997,126.879997,545500,120.297614
2014-04-04,127.730003,128.130005,124.269997,124.510002,686300,118.050571
2014-04-07,124.169998,124.43,121.57,121.989998,533600,115.661302
2014-04-08,121.989998,123.309998,121.309998,122.970001,637000,116.590464
2014-04-09,123.389999,124.059998,122.5,123.940002,527500,117.510143
2014-04-10,123.879997,124.199997,121.360001,121.57,525100,115.263093
2014-04-11,121.120003,122.190002,120.139999,120.800003,879600,114.533043
2014-04-14,122.089996,122.389999,120.349998,121.449997,557400,115.149316
2014-04-15,121.540001,122.709999,119.849998,122.43,891700,116.078478
2014-04-16,123.589996,125.730003,122.970001,125.699997,589800,119.178831
2014-04-17,125.949997,127.400002,125.339996,127.019997,664100,120.43035
2014-04-21,127.0,128.029999,125.110001,127.75,593200,121.122482
2014-04-22,127.849998,128.460007,127.610001,127.669998,512000,121.046631
2014-04-23,127.790001,128.110001,126.849998,127.160004,556200,120.563094
2014-04-24,128.190002,128.259995,126.599998,127.639999,567600,121.018188
2014-04-25,127.470001,127.470001,124.610001,125.099998,731900,118.609959
2014-04-28,125.510002,125.82,122.410004,124.529999,961000,118.069531
2014-04-29,122.110001,123.0,115.209999,115.629997,2329100,109.631251
2014-04-30,115.830002,120.5,115.660004,119.18,1713200,112.997084
2014-05-01,118.709999,120.910004,118.400002,120.220001,1100200,113.983131
2014-05-02,119.919998,120.730003,119.25,119.57,742200,113.36685
2014-05-05,118.970001,120.199997,118.57,119.839996,531700,113.62284
2014-05-06,119.260002,119.839996,118.690002,118.82,643100,112.65576
2014-05-07,119.18,120.300003,118.099998,119.580002,633300,113.376334
2014-05-08,119.230003,120.360001,118.019997,118.349998,879100,112.757047
2014-05-09,118.389999,118.730003,116.330002,117.889999,741900,112.318787
2014-05-12,118.589996,121.660004,118.589996,121.419998,715700,115.681966
2014-05-13,121.779999,122.0,120.580002,120.690002,587400,114.986468
2014-05-14,120.580002,121.419998,119.389999,119.629997,1005300,113.976556
2014-05-15,119.720001,120.019997,117.300003,119.769997,806100,114.10994
2014-05-16,119.93,120.360001,118.470001,120.190002,696000,114.510097
2014-05-19,119.470001,121.629997,119.43,121.419998,507300,115.681966
2014-05-20,121.220001,121.68,118.040001,118.910004,668400,113.290588
2014-05-21,119.269997,120.349998,118.330002,119.599998,616600,113.947975
2014-05-22,119.419998,121.199997,119.419998,119.879997,517200,114.214742
2014-05-23,119.529999,121.440002,119.529999,121.260002,364800,115.529531
2014-05-27,122.209999,122.900002,121.440002,122.290001,499100,116.510854
2014-05-28,122.690002,122.980003,121.07,121.139999,407800,115.415199
2014-05-29,121.199997,121.290001,120.040001,120.370003,654100,114.681591
2014-05-30,120.699997,121.330002,120.230003,121.080002,450700,115.358037
2014-06-02,121.050003,123.0,120.940002,122.660004,722700,116.863371
2014-06-03,122.57,123.599998,122.269997,122.480003,561900,116.691877
2014-06-04,122.540001,123.0,122.139999,122.349998,401000,116.568016
2014-06-05,123.230003,125.389999,123.099998,125.300003,907800,119.37861
2014-06-06,125.5,126.529999,125.419998,126.339996,404100,120.369456
2014-06-09,126.0,128.570007,125.919998,127.830002,729300,121.789047
2014-06-10,127.830002,128.0,126.18,126.639999,518100,120.655282
2014-06-11,126.239998,126.300003,125.57,126.169998,387400,120.207492
2014-06-12,126.080002,126.459999,124.879997,125.300003,621600,119.37861
2014-06-13,125.18,125.910004,124.349998,125.620003,542400,119.683488
2014-06-16,126.07,126.470001,125.010002,125.660004,341100,119.721598
2014-06-17,125.300003,127.199997,125.099998,126.93,449600,120.931578
2014-06-18,127.139999,127.269997,124.949997,125.690002,850800,119.750179
2014-06-19,126.269997,126.269997,125.07,125.339996,811600,119.416714
2014-06-20,124.830002,127.260002,124.550003,127.239998,775200,121.226925
2014-06-23,127.879997,127.879997,126.099998,126.480003,316400,120.502847
2014-06-24,125.830002,126.739998,124.269997,124.279999,396100,118.406809
2014-06-25,124.300003,125.620003,124.300003,124.739998,489000,118.84507
2014-06-26,124.879997,125.230003,123.889999,124.709999,361500,118.816489
2014-06-27,124.099998,126.029999,124.099998,125.839996,382000,119.893085
2014-06-30,125.449997,125.839996,124.720001,125.160004,643500,119.245227
2014-07-01,125.669998,126.839996,125.150002,125.690002,613800,119.750179
2014-07-02,125.830002,126.059998,124.620003,125.25,476800,119.33097
2014-07-03,126.010002,126.82,125.110001,126.190002,395400,120.22655
2014-07-07,125.860001,125.889999,124.529999,125.25,470400,119.33097
2014-07-08,124.860001,125.279999,124.019997,124.080002,555100,118.216264
2014-07-09,124.370003,124.980003,124.089996,124.57,352700,118.683105
2014-07-10,123.0,123.459999,122.599998,122.93,550500,117.120609
2014-07-11,122.519997,123.830002,122.209999,123.190002,371800,117.368324
2014-07-14,123.709999,124.389999,123.459999,123.559998,531100,117.720834
2014-07-15,123.650002,124.0,122.650002,123.239998,644200,117.415956
2014-07-16,123.519997,123.699997,122.849998,123.239998,495300,117.415956
2014-07-17,122.589996,122.839996,120.650002,120.669998,710000,114.967409
2014-07-18,121.050003,122.779999,121.019997,122.5,526400,116.710929
2014-07-21,122.220001,122.839996,121.580002,122.480003,494400,116.691877
2014-07-22,123.029999,123.690002,122.919998,122.959999,493500,117.14919
2014-07-23,122.849998,123.370003,122.370003,122.639999,423300,116.844312
2014-07-24,122.809998,123.699997,122.43,122.660004,672200,116.863371
2014-07-25,122.660004,123.720001,122.129997,123.059998,474100,117.244462
2014-07-28,122.519997,122.699997,121.25,122.370003,426400,116.587075
2014-07-29,121.970001,122.949997,119.910004,119.970001,1167200,114.300492
2014-07-30,113.379997,114.269997,111.239998,113.330002,2954800,107.974284
2014-07-31,112.129997,113.139999,111.540001,111.660004,1299100,106.383206
2014-08-01,112.089996,112.089996,109.800003,111.559998,1085800,106.287926
2014-08-04,112.279999,113.120003,111.370003,112.879997,791100,107.545546
2014-08-05,112.099998,113.660004,111.699997,112.309998,849000,107.002483
2014-08-06,111.790001,113.220001,111.040001,111.769997,1742300,106.488001
2014-08-07,111.970001,112.68,111.190002,111.550003,891200,106.832783
2014-08-08,111.940002,113.32,111.620003,113.150002,726000,108.36512
2014-08-11,113.610001,114.540001,113.529999,113.730003,408400,108.920595
2014-08-12,113.620003,114.32,112.989998,113.260002,480100,108.470469
2014-08-13,113.75,114.419998,113.639999,114.199997,591900,109.370714
2014-08-14,114.540001,115.279999,114.139999,114.809998,581200,109.954919
2014-08-15,115.470001,115.470001,113.300003,114.290001,547900,109.456912
2014-08-18,114.779999,115.849998,114.779999,115.669998,481100,110.778552
2014-08-19,115.739998,116.489998,115.739998,116.279999,554800,111.362756
2014-08-20,116.290001,117.68,116.029999,117.459999,691800,112.492857
2014-08-21,117.739998,117.739998,116.760002,117.389999,470700,112.425817
2014-08-22,116.910004,117.290001,116.269997,116.449997,404400,111.525566
2014-08-25,117.160004,117.809998,116.379997,117.349998,520300,112.387508
2014-08-26,117.370003,117.760002,116.32,116.360001,433100,111.439375
2014-08-27,116.239998,116.519997,115.720001,116.370003,349700,111.448954
2014-08-28,115.93,116.860001,115.5,116.370003,559700,111.448954
2014-08-29,116.449997,117.040001,115.980003,116.610001,475500,111.678803
2014-09-02,116.510002,117.510002,116.279999,117.18,596100,112.224699
2014-09-03,117.050003,118.209999,116.309998,116.489998,417700,111.563875
2014-09-04,116.480003,118.769997,116.010002,116.980003,856700,112.033159
2014-09-05,116.650002,117.370003,115.75,117.190002,569300,112.234278
2014-09-08,117.029999,117.669998,116.410004,116.57,373000,111.640494
2014-09-09,116.309998,116.809998,115.5,115.93,496900,111.027559
2014-09-10,116.080002,116.669998,115.330002,115.82,595600,110.92221
2014-09-11,115.459999,116.379997,115.050003,116.160004,431100,111.247836
2014-09-12,116.029999,116.209999,114.760002,115.400002,674600,110.519973
2014-09-15,115.43,115.980003,115.059998,115.489998,299700,110.606163
2014-09-16,115.32,116.370003,114.43,116.290001,532400,111.372336
2014-09-17,116.809998,117.580002,115.589996,116.139999,536700,111.228677
2014-09-18,116.599998,117.900002,116.5,117.720001,477800,112.741864
2014-09-19,118.419998,118.75,116.559998,117.129997,828300,112.17681
2014-09-22,116.870003,117.0,114.68,115.0,761800,110.136886
2014-09-23,114.230003,115.209999,114.110001,114.269997,485900,109.437753
2014-09-24,114.0,114.139999,112.779999,113.300003,1172500,108.508779
2014-09-25,113.150002,113.150002,111.279999,111.489998,833900,106.775315
2014-09-26,111.440002,113.199997,111.230003,112.839996,503800,108.068225
2014-09-29,111.599998,111.910004,111.029999,111.480003,812300,106.765743
2014-09-30,111.5,111.849998,109.839996,109.879997,1155200,105.233398
2014-10-01,109.389999,110.099998,108.379997,109.389999,1815300,104.764121
2014-10-02,109.440002,109.669998,107.699997,109.440002,1314900,104.81201
2014-10-03,110.239998,110.589996,109.489998,110.300003,744900,105.635643
2014-10-06,110.660004,111.080002,108.769997,108.82,841500,104.218225
2014-10-07,108.099998,108.300003,105.879997,105.879997,1249100,101.40255
2014-10-08,105.959999,108.059998,104.339996,108.059998,1972700,103.490362
2014-10-09,108.019997,108.139999,102.68,102.949997,2061600,98.596453
2014-10-10,102.800003,103.120003,99.93,100.519997,2333700,96.269212
2014-10-13,100.980003,101.410004,98.550003,98.599998,1280300,94.430407
2014-10-14,99.040001,103.120003,99.040001,100.970001,1765400,96.700187
2014-10-15,100.029999,101.510002,98.720001,100.779999,1605200,96.51822
2014-10-16,98.839996,103.529999,98.610001,103.120003,1439800,98.75927
2014-10-17,104.68,106.699997,104.629997,105.169998,1306600,100.722575
2014-10-20,104.669998,105.230003,104.160004,105.120003,855800,100.674694
2014-10-21,105.940002,108.989998,105.730003,108.959999,895900,104.352305
2014-10-22,108.82,108.82,105.089996,105.129997,1221500,100.684266
2014-10-23,106.5,108.790001,106.5,107.669998,1170000,103.116855
2014-10-24,107.699997,109.309998,106.610001,109.309998,872000,104.687502
2014-10-27,108.629997,108.629997,106.779999,107.940002,607900,103.375441
2014-10-28,108.970001,111.25,108.519997,110.879997,861000,106.19111
2014-10-29,110.610001,110.980003,108.529999,109.220001,634000,104.601312
2014-10-30,108.830002,110.309998,107.970001,110.25,724600,105.587754
2014-10-31,112.139999,112.540001,111.370003,112.349998,705600,107.598948
2014-11-03,112.349998,112.779999,110.669998,110.839996,715000,106.152801
2014-11-04,110.730003,110.790001,108.959999,109.25,939200,104.630042
2014-11-05,110.260002,111.089996,109.370003,110.230003,942500,105.568603
2014-11-06,110.370003,112.260002,110.300003,111.769997,866600,107.043473
2014-11-07,112.040001,112.339996,111.120003,112.290001,848500,107.541487
2014-11-10,112.32,113.050003,112.25,112.75,626800,107.982034
2014-11-11,112.629997,112.93,112.0,112.860001,751400,108.087383
2014-11-12,114.25,117.370003,112.269997,112.440002,1585900,107.685146
2014-11-13,110.849998,111.849998,107.25,108.160004,1868400,104.188442
2014-11-14,108.199997,110.260002,107.699997,110.120003,960700,106.076471
2014-11-17,109.5,110.889999,109.300003,110.18,675000,106.134265
2014-11-18,110.360001,111.440002,110.199997,110.889999,880400,106.818194
2014-11-19,110.43,110.889999,109.779999,110.190002,561000,106.1439
2014-11-20,109.339996,110.839996,109.160004,110.360001,747300,106.307656
2014-11-21,111.739998,115.129997,111.739998,113.639999,1355100,109.467216
2014-11-24,114.370003,114.68,113.809998,114.260002,762600,110.064452
2014-11-25,114.75,115.419998,114.040001,114.809998,899500,110.594252
2014-11-26,115.18,115.199997,113.900002,114.650002,469400,110.440131
2014-11-28,113.75,116.110001,112.129997,115.410004,2183400,111.172227
2014-12-01,113.230003,113.690002,111.169998,111.620003,1956400,107.521392
2014-12-02,112.25,116.879997,111.900002,115.690002,2202000,111.441944
2014-12-03,116.209999,118.32,116.209999,117.93,1384100,113.599691
2014-12-04,117.669998,118.029999,115.900002,116.300003,985800,112.029546
2014-12-05,114.540001,115.580002,113.540001,114.290001,1543600,110.09335
2014-12-08,113.940002,114.18,111.379997,111.660004,1076300,107.559924
2014-12-09,109.809998,111.169998,109.190002,111.059998,1037100,106.98195
2014-12-10,110.489998,110.870003,106.620003,106.870003,1365600,102.945809
2014-12-11,107.370003,108.309998,106.57,106.889999,1425100,102.965071
2014-12-12,105.580002,106.860001,104.769997,104.800003,1780500,100.951818
2014-12-15,105.639999,106.190002,103.150002,103.379997,1321100,99.583954
2014-12-16,103.690002,106.459999,103.099998,104.830002,2295900,100.980715
2014-12-17,104.959999,108.160004,104.269997,107.93,1988200,103.966884
2014-12-18,109.690002,111.470001,109.32,111.440002,1587100,107.348001
2014-12-19,112.089996,112.639999,111.169998,111.790001,2296900,107.685148
2014-12-22,112.0,112.550003,110.980003,112.389999,778600,108.263115
2014-12-23,112.949997,114.059998,112.519997,113.290001,620600,109.130069
2014-12-24,113.540001,113.760002,112.400002,112.93,320900,108.783287
2014-12-26,113.0,113.690002,112.870003,113.010002,326900,108.860351
2014-12-29,112.790001,113.57,112.190002,113.089996,401800,108.937408
2014-12-30,113.260002,113.260002,112.07,112.349998,484200,108.224583
2014-12-31,112.650002,113.360001,111.080002,111.199997,617600,107.116808
2015-01-02,111.93,112.580002,109.949997,111.040001,712600,106.962687
2015-01-05,109.660004,109.93,107.080002,107.309998,1337500,103.369647
2015-01-06,107.25,107.769997,104.889999,106.080002,1059900,102.184816
2015-01-07,107.18,107.550003,105.919998,106.260002,1242100,102.358207
2015-01-08,107.339996,109.410004,107.169998,109.389999,847400,105.373273
2015-01-09,109.970001,109.970001,106.209999,107.510002,1121000,103.562308
2015-01-12,107.239998,107.279999,105.18,106.0,665500,102.107752
2015-01-13,106.449997,107.089996,103.260002,104.480003,912800,100.643568
2015-01-14,103.0,105.019997,102.599998,104.870003,1799100,101.019247
2015-01-15,104.870003,106.309998,104.300003,104.800003,1280600,100.951818
