Date,Open_SWKS,High_SWKS,Low_SWKS,Close_SWKS,Volume_SWKS,AdjClose_SWKS
2015-07-15,102.260002,102.370003,100.290001,100.900002,1934600,99.431092
2015-07-16,101.480003,102.529999,100.110001,102.370003,2381600,100.879692
2015-07-17,102.900002,103.32,101.5,102.910004,2310100,101.411832
2015-07-20,104.190002,105.410004,102.980003,103.139999,3129500,101.638479
2015-07-21,103.129997,104.139999,102.07,103.970001,2551800,102.456398
2015-07-22,97.470001,100.129997,96.0,99.639999,6546700,98.189433
2015-07-23,102.489998,105.0,100.5,103.120003,5896500,101.618774
2015-07-24,106.43,106.5,97.440002,97.709999,10488700,96.287529
2015-07-27,96.099998,96.300003,92.260002,93.489998,6172700,92.128963
2015-07-28,94.82,96.529999,93.209999,95.68,3631300,94.287084
2015-07-29,95.739998,96.099998,93.650002,95.190002,3355400,93.804219
2015-07-30,95.190002,97.050003,93.559998,96.760002,4306300,95.351363
2015-07-31,96.830002,97.220001,95.18,95.669998,7096700,94.277227
2015-08-03,95.169998,95.75,91.629997,92.779999,5236200,91.4293
2015-08-04,90.889999,91.0,85.07,88.690002,12171300,87.644455
2015-08-05,86.629997,90.57,86.629997,88.959999,4794200,87.911269
2015-08-06,89.989998,89.989998,84.330002,85.980003,6850700,84.966404
2015-08-07,85.25,88.400002,85.010002,88.360001,5158000,87.318344
2015-08-10,89.900002,91.449997,88.580002,91.029999,4561500,89.956866
2015-08-11,88.529999,91.139999,87.68,88.970001,4769900,87.921153
2015-08-12,86.879997,90.589996,86.5,89.900002,4216200,88.84019
2015-08-13,90.120003,91.529999,89.419998,89.639999,2666200,88.583253
2015-08-14,89.040001,89.379997,87.599998,89.099998,2825000,88.049618
2015-08-17,88.589996,91.0,88.160004,90.93,2577200,89.858046
2015-08-18,90.800003,90.900002,85.150002,85.699997,5824300,84.689698
2015-08-19,86.540001,88.220001,85.349998,87.230003,5615000,86.201668
2015-08-20,85.889999,86.879997,82.419998,82.440002,5447600,81.468135
2015-08-21,80.169998,82.0,78.220001,79.07,7272200,78.13786
2015-08-24,71.010002,84.800003,70.800003,80.510002,12093500,79.560887
2015-08-25,85.379997,86.650002,80.309998,80.559998,5995600,79.610293
2015-08-26,83.519997,86.279999,81.559998,86.150002,5399100,85.134398
2015-08-27,88.940002,90.080002,86.620003,89.769997,5726400,88.711717
2015-08-28,88.370003,89.970001,87.57,88.620003,3834700,87.575281
2015-08-31,87.870003,89.790001,87.290001,87.349998,3052000,86.320248
2015-09-01,84.480003,86.330002,82.400002,83.050003,4780300,82.070944
2015-09-02,85.449997,85.739998,83.510002,85.739998,2930100,84.729227
2015-09-03,86.309998,87.440002,85.040001,85.339996,2269100,84.333941
2015-09-04,84.029999,85.550003,83.080002,83.370003,2880700,82.387172
2015-09-08,85.739998,87.900002,84.870003,87.730003,3614400,86.695773
2015-09-09,88.800003,89.769997,86.169998,86.419998,3767200,85.401211
2015-09-10,86.989998,89.43,86.510002,88.07,3930900,87.031761
2015-09-11,87.400002,88.639999,86.550003,88.160004,2176600,87.120704
2015-09-14,90.059998,90.669998,89.089996,89.5,3049200,88.444904
2015-09-15,89.82,91.860001,89.699997,91.660004,3282900,90.579444
2015-09-16,91.639999,91.879997,90.129997,91.519997,2552800,90.441087
2015-09-17,91.169998,92.629997,90.230003,90.739998,2380600,89.670283
2015-09-18,89.0,90.839996,88.639999,89.370003,3298700,88.316439
2015-09-21,90.220001,91.089996,88.580002,89.220001,2073000,88.168206
2015-09-22,87.580002,88.480003,86.300003,86.699997,3518400,85.677909
2015-09-23,86.730003,89.040001,86.169998,88.120003,2852000,87.081175
2015-09-24,87.309998,87.790001,84.43,86.349998,4603900,85.332037
2015-09-25,88.599998,89.720001,86.5,87.769997,3723700,86.735295
2015-09-28,87.43,88.110001,82.669998,82.709999,3423000,81.734949
2015-09-29,82.5,84.989998,82.0,82.849998,3479900,81.873298
2015-09-30,84.110001,85.25,82.730003,84.209999,3926200,83.217265
2015-10-01,83.980003,84.029999,81.510002,83.370003,4801500,82.387172
2015-10-02,81.889999,84.080002,81.110001,84.059998,3592400,83.069032
2015-10-05,84.489998,84.75,81.800003,81.870003,4257100,80.904855
2015-10-06,81.839996,82.489998,74.510002,80.709999,15091100,79.758526
2015-10-07,81.160004,83.650002,79.839996,83.610001,5818300,82.62434
2015-10-08,82.910004,83.040001,77.300003,79.43,7537300,78.493617
2015-10-09,79.559998,80.260002,78.449997,79.5,3301800,78.562792
2015-10-12,79.93,80.5,78.860001,79.589996,2655100,78.651727
2015-10-13,78.989998,79.550003,77.389999,77.470001,3186900,76.556724
2015-10-14,77.190002,78.82,75.839996,77.82,4586500,76.902596
2015-10-15,78.720001,80.75,78.410004,80.239998,4519100,79.294066
2015-10-16,80.269997,80.290001,78.709999,79.599998,2474800,78.661611
2015-10-19,79.150002,79.910004,77.410004,77.830002,2587600,76.912481
2015-10-20,77.470001,78.550003,76.739998,78.290001,3172000,77.367057
2015-10-21,78.709999,79.239998,77.589996,77.669998,3320200,76.754363
2015-10-22,78.970001,81.720001,78.699997,81.690002,4254800,80.726977
2015-10-23,82.75,83.18,81.389999,82.550003,2976600,81.576839
2015-10-26,81.0,81.0,77.0,77.910004,5660600,76.991539
2015-10-27,77.0,79.169998,75.510002,76.309998,4922800,75.410395
2015-10-28,77.900002,79.019997,76.449997,77.5,6349500,76.586369
2015-10-29,74.769997,76.389999,74.010002,74.629997,4783300,73.7502
2015-10-30,75.07,77.699997,74.690002,77.239998,4138700,76.329432
2015-11-02,77.279999,79.559998,77.169998,79.300003,3297400,78.365152
2015-11-03,79.010002,79.360001,77.5,79.080002,3200200,78.147745
2015-11-04,79.669998,80.339996,78.870003,80.18,3423500,79.234775
2015-11-05,80.93,81.199997,78.82,80.279999,5120400,79.333595
2015-11-06,84.040001,86.919998,83.110001,85.989998,7145500,84.97628
2015-11-09,85.849998,85.849998,83.809998,84.889999,4468300,83.889249
2015-11-10,81.150002,81.349998,79.75,80.370003,5691400,79.422538
2015-11-11,81.669998,81.75,79.040001,79.099998,3346300,78.167506
2015-11-12,78.779999,78.800003,75.800003,75.839996,4735900,74.945935
2015-11-13,75.709999,76.25,74.160004,74.830002,3278300,73.947847
2015-11-16,74.599998,75.639999,73.650002,75.279999,3238300,74.392539
2015-11-17,75.470001,77.790001,75.330002,77.150002,3131700,76.504726
2015-11-18,77.629997,80.540001,77.190002,80.410004,4021300,79.737462
2015-11-19,80.199997,80.239998,77.160004,78.0,2913200,77.347616
2015-11-20,78.559998,79.400002,77.650002,78.57,2368300,77.912848
2015-11-23,78.910004,78.910004,77.510002,77.720001,1616900,77.069959
2015-11-24,78.25,80.099998,77.809998,79.720001,3537600,79.053231
2015-11-25,79.93,80.480003,79.019997,80.309998,3182800,79.638293
2015-11-27,80.629997,82.129997,80.0,81.900002,1556800,81.214998
2015-11-30,81.889999,83.190002,80.769997,83.019997,3607100,82.325625
2015-12-01,83.629997,84.489998,83.279999,83.760002,3725000,83.059442
2015-12-02,83.949997,85.779999,83.300003,84.629997,3429800,83.92216
2015-12-03,86.709999,87.099998,83.129997,83.440002,4183700,82.742118
2015-12-04,83.239998,88.519997,82.129997,87.919998,5119100,87.184644
2015-12-07,87.919998,87.989998,86.169998,86.690002,2867900,85.964936
2015-12-08,85.43,87.769997,84.5,87.099998,3000400,86.371503
2015-12-09,86.529999,86.739998,83.919998,84.68,4055100,83.971745
2015-12-10,84.510002,86.18,84.169998,84.889999,2573700,84.179988
2015-12-11,83.07,83.559998,80.809998,81.43,4162700,80.748928
2015-12-14,79.639999,79.989998,76.449997,78.510002,6032200,77.853352
2015-12-15,78.18,78.779999,76.849998,77.779999,4556100,77.129454
2015-12-16,78.25,79.459999,77.129997,78.970001,3020700,78.309504
2015-12-17,79.82,80.629997,77.760002,77.800003,2298600,77.149291
2015-12-18,77.230003,78.440002,76.150002,76.379997,3788200,75.741162
2015-12-21,77.5,78.419998,76.400002,78.419998,2287400,77.764101
2015-12-22,78.809998,79.110001,76.709999,78.410004,2586200,77.75419
2015-12-23,78.860001,79.860001,77.660004,79.169998,1919700,78.507828
2015-12-24,79.169998,80.480003,79.0,79.32,1022700,78.656575
2015-12-28,78.809998,79.900002,77.57,79.309998,3210300,78.646656
2015-12-29,79.43,81.349998,79.080002,80.43,2437300,79.757292
2015-12-30,80.18,80.93,79.150002,79.190002,1368800,78.527665
2015-12-31,78.910004,79.25,76.800003,76.830002,2341300,76.187403
2016-01-04,75.010002,78.0,74.910004,77.93,3848000,77.278201
2016-01-05,78.040001,78.120003,72.779999,73.290001,6011000,72.67701
2016-01-06,71.550003,72.059998,68.330002,69.150002,8047300,68.571638
2016-01-07,66.599998,70.279999,66.099998,67.160004,7120100,66.598284
2016-01-08,68.559998,69.120003,66.550003,66.889999,7171000,66.330538
2016-01-11,67.18,68.0,64.93,66.050003,5140200,65.497567
2016-01-12,66.720001,67.809998,65.059998,66.629997,3352400,66.07271
2016-01-13,64.199997,65.660004,61.900002,62.16,7247200,61.6401
2016-01-14,62.009998,65.139999,60.07,64.540001,5674200,64.000195
2016-01-15,61.099998,62.450001,59.919998,60.669998,6045100,60.16256
2016-01-19,62.380001,63.34,59.869999,60.380001,4928400,59.874989
2016-01-20,59.369999,62.310001,58.5,61.619999,5997300,61.104615
2016-01-21,62.23,64.730003,61.52,63.290001,4252400,62.76065
2016-01-22,65.0,67.419998,64.970001,67.029999,5714300,66.469366
2016-01-25,66.849998,66.919998,65.489998,65.589996,3069000,65.041408
2016-01-26,65.75,67.040001,64.989998,65.800003,2789400,65.249658
2016-01-27,65.68,66.459999,61.709999,62.139999,5848300,61.620266
2016-01-28,62.77,64.900002,62.610001,64.790001,7098900,64.248104
2016-01-29,68.82,69.769997,66.220001,68.919998,8200700,68.343558
2016-02-01,68.18,70.389999,67.519997,69.620003,4726300,69.037708
2016-02-02,69.07,69.199997,66.379997,66.480003,3834900,65.923971
2016-02-03,67.800003,68.790001,64.879997,66.190002,4893800,65.636396
2016-02-04,66.580002,66.790001,65.120003,66.0,4337300,65.447982
2016-02-05,64.870003,65.849998,61.0,62.16,6333700,61.6401
2016-02-08,60.810001,61.189999,58.23,59.299999,5708700,58.80402
2016-02-09,58.240002,60.080002,57.459999,57.700001,4610800,57.469379
2016-02-10,58.68,59.759998,57.009998,57.200001,3450100,56.971378
2016-02-11,56.099998,56.970001,54.5,55.849998,6580100,55.626771
2016-02-12,57.060001,57.959999,56.009998,57.630001,3899500,57.399659
2016-02-16,59.27,62.439999,59.139999,61.439999,4853500,61.194429
2016-02-17,61.82,64.879997,61.57,63.709999,4505700,63.455356
2016-02-18,64.43,64.489998,61.099998,62.07,2995900,61.821912
2016-02-19,61.509998,63.5,61.290001,63.029999,3374700,62.778074
2016-02-22,63.599998,65.190002,63.290001,64.290001,3207200,64.03304
2016-02-23,63.740002,63.759998,62.07,62.619999,2455700,62.369713
2016-02-24,61.580002,63.860001,61.110001,63.709999,2673200,63.455356
2016-02-25,63.529999,64.559998,62.59,64.550003,2550000,64.292003
2016-02-26,65.080002,65.400002,64.43,64.900002,2226600,64.640602
2016-02-29,65.879997,68.790001,65.540001,66.449997,5593600,66.184402
2016-03-01,67.620003,70.419998,67.040001,70.400002,4636600,70.118619
2016-03-02,69.940002,70.849998,68.449997,68.980003,3967800,68.704297
2016-03-03,68.419998,70.489998,68.300003,70.099998,4119300,69.819815
2016-03-04,71.18,75.110001,70.330002,73.010002,7334800,72.718188
2016-03-07,72.160004,74.730003,71.809998,72.919998,4220400,72.628544
2016-03-08,72.0,72.099998,69.25,69.910004,4802400,69.63058
2016-03-09,70.32,71.910004,69.959999,71.019997,3002500,70.736136
2016-03-10,71.5,72.360001,68.580002,69.970001,3640500,69.690338
2016-03-11,70.830002,72.800003,70.620003,72.769997,3359200,72.479142
2016-03-14,72.169998,73.209999,71.519997,72.790001,3010400,72.499066
2016-03-15,73.519997,74.400002,72.349998,73.610001,3822400,73.315788
2016-03-16,73.0,75.050003,72.900002,75.0,4199000,74.700232
2016-03-17,74.260002,75.160004,73.080002,74.919998,5458900,74.62055
2016-03-18,75.410004,77.129997,74.860001,77.019997,4479700,76.712155
2016-03-21,76.68,77.239998,75.43,77.209999,2554400,76.901398
2016-03-22,76.099998,77.0,75.610001,76.889999,2425300,76.582677
2016-03-23,76.449997,76.720001,75.830002,76.300003,2946100,75.995039
2016-03-24,75.57,76.239998,75.010002,76.199997,2286600,75.895433
2016-03-28,76.440002,77.18,75.720001,76.919998,2114800,76.612556
2016-03-29,74.510002,76.879997,73.610001,76.470001,4270000,76.164358
2016-03-30,76.989998,78.220001,76.800003,77.849998,2690100,77.538839
2016-03-31,77.610001,78.290001,77.309998,77.900002,2950200,77.588642
2016-04-01,77.160004,78.230003,76.32,78.18,2015700,77.867522
2016-04-04,78.360001,78.459999,76.440002,77.5,2054100,77.19024
2016-04-05,76.449997,77.379997,76.139999,77.07,2075100,76.761958
2016-04-06,76.870003,78.449997,75.220001,78.209999,2532000,77.897401
2016-04-07,77.580002,77.720001,76.57,77.309998,4515600,77.000997
2016-04-08,78.0,78.110001,76.599998,77.360001,4375300,77.0508
2016-04-11,77.730003,78.0,76.019997,76.07,2003500,75.765955
2016-04-12,76.230003,76.349998,73.660004,74.639999,3768400,74.34167
2016-04-13,75.260002,77.220001,75.0,77.07,2004700,76.761958
2016-04-14,75.889999,76.900002,74.589996,76.769997,2421900,76.463154
2016-04-15,76.639999,77.160004,74.949997,75.059998,3255600,74.75999
2016-04-18,74.400002,75.209999,73.900002,74.739998,2340200,74.441269
2016-04-19,75.150002,75.150002,71.879997,72.230003,3745300,71.941307
2016-04-20,71.839996,73.510002,70.889999,72.839996,3110200,72.548862
2016-04-21,72.589996,72.790001,71.07,71.690002,2909300,71.403464
2016-04-22,71.580002,72.150002,70.559998,71.5,2645100,71.214221
2016-04-25,71.029999,71.470001,70.010002,70.720001,2589400,70.43734
2016-04-26,71.339996,72.5,71.029999,71.699997,2557100,71.413419
2016-04-27,68.68,72.839996,68.480003,72.32,6350500,72.030943
2016-04-28,71.879997,73.589996,71.309998,71.779999,4429200,71.493101
2016-04-29,70.419998,72.010002,66.040001,66.82,8592000,66.552926
2016-05-02,66.769997,67.279999,65.699997,67.120003,3873300,66.85173
2016-05-03,66.940002,67.389999,66.540001,67.019997,3413600,66.752124
2016-05-04,66.489998,67.010002,64.779999,65.230003,2505900,64.969285
2016-05-05,66.120003,66.190002,64.25,64.349998,2815600,64.092797
2016-05-06,64.199997,64.650002,62.619999,64.629997,3016300,64.371677
2016-05-09,64.419998,65.57,64.419998,65.050003,2494300,64.790004
2016-05-10,64.900002,65.110001,63.75,64.860001,2398600,64.860001
2016-05-11,64.660004,65.309998,64.349998,64.589996,2168600,64.589996
2016-05-12,64.849998,64.949997,60.919998,61.66,5182300,61.66
2016-05-13,60.970001,62.240002,60.43,60.75,4892400,60.75
2016-05-16,61.110001,62.860001,60.959999,62.419998,3261600,62.419998
2016-05-17,62.130001,63.580002,61.939999,62.310001,3119200,62.310001
2016-05-18,62.099998,64.360001,62.009998,63.57,2633200,63.57
2016-05-19,63.0,63.84,61.830002,62.799999,2578700,62.799999
2016-05-20,63.470001,64.800003,62.91,64.559998,2236800,64.559998
2016-05-23,65.849998,67.459999,65.760002,65.809998,3362700,65.809998
2016-05-24,66.07,66.669998,65.849998,66.459999,2751700,66.459999
2016-05-25,66.449997,66.779999,65.110001,66.269997,2387400,66.269997
2016-05-26,66.0,66.800003,65.889999,66.169998,1691900,66.169998
2016-05-27,65.93,66.550003,65.809998,66.5,1126500,66.5
2016-05-31,66.32,67.099998,66.300003,66.760002,1747200,66.760002
2016-06-01,66.370003,67.639999,66.370003,67.269997,2031000,67.269997
2016-06-02,67.029999,67.559998,66.260002,66.580002,2152000,66.580002
2016-06-03,67.739998,68.5,66.269997,66.940002,3680500,66.940002
