Date,Open_HRB,High_HRB,Low_HRB,Close_HRB,Volume_HRB,AdjClose_HRB
2016-04-05,26.219999,26.23,25.200001,25.42,5542000,25.42
2016-04-06,25.49,25.57,25.309999,25.42,3598500,25.42
2016-04-07,25.309999,25.379999,24.610001,24.76,4010400,24.76
2016-04-08,24.889999,24.92,24.209999,24.35,3930000,24.35
2016-04-11,24.4,24.77,23.959999,23.99,4243300,23.99
2016-04-12,23.99,24.379999,23.83,24.209999,3452800,24.209999
2016-04-13,24.33,25.120001,24.209999,25.01,4432600,25.01
2016-04-14,25.030001,25.07,23.98,24.02,5202600,24.02
2016-04-15,23.969999,24.02,23.43,23.870001,3824200,23.870001
2016-04-18,23.780001,24.16,23.700001,24.15,4611300,24.15
2016-04-19,24.200001,24.27,23.9,24.0,2759300,24.0
2016-04-20,24.08,24.09,23.77,23.77,2664500,23.77
2016-04-21,23.870001,24.01,23.6,23.76,2415400,23.76
2016-04-22,23.67,23.98,23.639999,23.83,3023700,23.83
2016-04-25,23.77,24.34,23.76,24.040001,5709300,24.040001
2016-04-26,24.030001,24.120001,23.799999,23.82,4947000,23.82
2016-04-27,21.84,21.84,19.75,20.59,16130900,20.59
2016-04-28,20.6,21.299999,20.51,21.01,6048600,21.01
2016-04-29,20.870001,20.93,20.190001,20.24,7820400,20.24
2016-05-02,20.379999,20.5,20.01,20.219999,5510500,20.219999
2016-05-03,20.01,20.389999,19.82,20.290001,4722100,20.290001
2016-05-04,20.129999,20.25,19.959999,20.209999,3841800,20.209999
2016-05-05,20.24,20.33,19.950001,20.030001,2985600,20.030001
2016-05-06,19.93,20.07,19.35,19.700001,4224100,19.700001
2016-05-09,19.68,20.110001,19.66,19.85,3062000,19.85
2016-05-10,19.870001,20.09,19.860001,20.01,2302500,20.01
2016-05-11,19.99,20.0,19.440001,19.459999,4479200,19.459999
2016-05-12,19.540001,19.76,19.18,19.52,4240500,19.52
2016-05-13,19.49,19.93,19.49,19.809999,2517600,19.809999
2016-05-16,19.75,20.110001,19.700001,19.98,3328500,19.98
2016-05-17,19.950001,20.459999,19.950001,20.440001,4264900,20.440001
2016-05-18,20.360001,20.639999,20.299999,20.42,3201500,20.42
2016-05-19,20.34,20.42,20.02,20.16,2014000,20.16
2016-05-20,20.24,20.57,20.219999,20.57,3092600,20.57
2016-05-23,20.52,20.639999,20.01,20.049999,2786700,20.049999
2016-05-24,20.129999,20.450001,20.0,20.379999,3071400,20.379999
2016-05-25,20.49,20.690001,20.27,20.530001,2010700,20.530001
2016-05-26,20.42,20.74,20.42,20.709999,2599500,20.709999
2016-05-27,20.709999,21.030001,20.709999,20.969999,2122200,20.969999
2016-05-31,20.950001,21.4,20.790001,21.360001,4140100,21.360001
2016-06-01,21.360001,21.629999,21.290001,21.58,3096400,21.58
2016-06-02,21.469999,21.93,21.4,21.719999,2615300,21.719999
2016-06-03,21.700001,21.73,21.389999,21.66,2290100,21.66
