Date,Open_VFC,High_VFC,Low_VFC,Close_VFC,Volume_VFC,AdjClose_VFC
2014-09-15,65.849998,66.239998,65.559998,66.019997,1716000,63.757036
2014-09-16,65.910004,66.629997,65.800003,66.339996,2045700,64.066067
2014-09-17,66.610001,66.720001,65.690002,66.209999,1351500,63.940525
2014-09-18,66.980003,67.209999,66.410004,67.040001,1273000,64.742077
2014-09-19,67.690002,67.82,67.07,67.169998,2289100,64.867619
2014-09-22,67.089996,67.410004,66.529999,66.860001,1851000,64.568247
2014-09-23,66.720001,66.949997,66.209999,66.230003,1137600,63.959844
2014-09-24,66.230003,66.870003,65.849998,66.849998,1421800,64.558588
2014-09-25,66.620003,66.660004,65.5,65.610001,1939400,63.361093
2014-09-26,65.889999,66.400002,65.769997,66.269997,975000,63.998466
2014-09-29,65.669998,66.279999,65.540001,66.129997,1227800,63.863266
2014-09-30,66.089996,66.389999,65.809998,66.029999,1667600,63.766695
2014-10-01,66.080002,66.230003,65.550003,65.889999,2091700,63.631494
2014-10-02,65.989998,66.720001,65.379997,66.620003,1345000,64.336475
2014-10-03,67.0,67.459999,66.830002,67.300003,1511200,64.993167
2014-10-06,67.43,67.489998,66.389999,66.449997,1146600,64.172297
2014-10-07,66.029999,66.360001,65.660004,65.68,1069500,63.428693
2014-10-08,65.870003,66.760002,65.779999,66.68,2024100,64.394416
2014-10-09,66.690002,66.75,64.849998,65.040001,1875300,62.810631
2014-10-10,65.139999,65.639999,64.540001,64.540001,1763800,62.32777
2014-10-13,64.599998,64.849998,63.650002,63.759998,1996700,61.574503
2014-10-14,63.860001,64.269997,63.540001,63.950001,1721500,61.757993
2014-10-15,63.110001,63.200001,61.75,62.799999,3163900,60.64741
2014-10-16,61.900002,64.169998,61.860001,63.98,2483200,61.786963
2014-10-17,64.360001,64.580002,63.75,63.759998,3021300,61.574503
2014-10-20,63.639999,64.419998,62.5,63.959999,2887100,61.767648
2014-10-21,64.459999,66.720001,64.440002,66.669998,2157700,64.384757
2014-10-22,66.849998,67.589996,66.639999,66.669998,2232100,64.384757
2014-10-23,67.040001,67.650002,66.129997,66.239998,2162000,63.969496
2014-10-24,66.089996,66.82,66.0,66.5,1583000,64.220586
2014-10-27,66.5,67.129997,66.150002,66.959999,1339600,64.664818
2014-10-28,67.190002,67.489998,66.849998,67.43,1490500,65.118709
2014-10-29,67.32,67.769997,66.540001,66.919998,1550600,64.626188
2014-10-30,66.769997,67.720001,66.580002,67.269997,1352900,64.96419
2014-10-31,68.099998,68.290001,67.43,67.68,1647200,65.36014
2014-11-03,67.879997,68.0,67.529999,67.900002,1372000,65.5726
2014-11-04,67.849998,68.040001,67.220001,67.910004,1098600,65.582259
2014-11-05,68.559998,68.75,68.230003,68.5,1294900,66.152032
2014-11-06,68.5,68.989998,68.339996,68.910004,1593000,66.547982
2014-11-07,68.690002,69.849998,68.519997,69.790001,1688700,67.397816
2014-11-10,69.839996,70.739998,69.760002,70.620003,2103400,68.199368
2014-11-11,70.760002,70.860001,70.18,70.519997,1737200,68.10279
2014-11-12,70.739998,71.529999,70.449997,71.489998,1662800,69.039542
2014-11-13,71.559998,71.660004,70.860001,71.339996,942200,68.894682
2014-11-14,71.160004,71.449997,70.910004,71.0,1302500,68.56634
2014-11-17,70.959999,71.589996,70.699997,71.32,1056500,68.875371
2014-11-18,71.5,72.800003,71.339996,72.43,1577600,69.947324
2014-11-19,72.389999,72.870003,72.07,72.660004,1163200,70.169444
2014-11-20,72.209999,73.5,72.209999,73.379997,1986400,70.864758
2014-11-21,74.32,74.349998,73.510002,73.629997,1864800,71.106189
2014-11-24,73.919998,74.25,73.339996,73.910004,1709800,71.376598
2014-11-25,74.010002,74.379997,73.650002,74.059998,2493800,71.52145
2014-11-26,74.059998,74.32,73.809998,74.050003,1122800,71.511798
2014-11-28,74.550003,75.43,74.519997,75.169998,1045700,72.593403
2014-12-01,74.32,74.650002,73.540001,73.699997,1345000,71.173789
2014-12-02,74.260002,74.5,73.639999,74.209999,1784100,71.66631
2014-12-03,73.970001,74.639999,73.889999,74.57,1159400,72.013971
2014-12-04,74.370003,74.720001,73.940002,74.209999,1192100,71.66631
2014-12-05,73.949997,74.269997,73.370003,73.68,1322600,71.462628
2014-12-08,73.709999,73.839996,72.989998,73.300003,1273400,71.094067
2014-12-09,72.68,73.410004,72.0,73.18,1574000,70.977676
2014-12-10,73.239998,73.419998,72.540001,72.639999,1634400,70.453926
2014-12-11,72.940002,73.959999,72.779999,73.330002,1298600,71.123163
2014-12-12,73.010002,73.900002,72.650002,72.68,1335200,70.492723
2014-12-15,72.989998,73.510002,71.839996,72.559998,1744200,70.376332
2014-12-16,72.290001,72.57,71.269997,71.309998,1663600,69.16395
2014-12-17,71.550003,73.339996,71.459999,73.129997,1601100,70.929178
2014-12-18,73.959999,74.620003,73.459999,74.580002,1825400,72.335545
2014-12-19,74.800003,74.860001,73.120003,73.410004,2531900,71.200757
2014-12-22,73.519997,74.089996,73.269997,74.089996,878800,71.860286
2014-12-23,74.150002,75.07,74.07,74.639999,859400,72.393737
2014-12-24,74.730003,74.800003,74.370003,74.629997,513100,72.384036
2014-12-26,74.769997,75.339996,74.610001,75.040001,678300,72.7817
2014-12-29,74.730003,75.919998,74.730003,75.459999,960000,73.189059
2014-12-30,75.089996,75.550003,74.809998,75.110001,890700,72.849593
2014-12-31,75.559998,75.989998,74.889999,74.900002,1054400,72.645914
