Date,Open_SNI,High_SNI,Low_SNI,Close_SNI,Volume_SNI,AdjClose_SNI
2013-09-19,78.410004,78.720001,77.919998,78.559998,1298700,75.82626
2013-09-20,78.870003,79.129997,77.639999,77.75,3886400,75.044449
2013-09-23,77.690002,78.050003,77.059998,77.629997,627300,74.928622
2013-09-24,77.709999,77.830002,76.860001,76.980003,641700,74.301247
2013-09-25,76.940002,77.699997,76.5,77.580002,584500,74.880366
2013-09-26,77.629997,78.300003,77.32,78.269997,522200,75.546351
2013-09-27,77.82,78.5,77.599998,78.110001,523800,75.391922
2013-09-30,77.639999,78.449997,77.400002,78.110001,728200,75.391922
2013-10-01,78.339996,78.860001,78.059998,78.550003,604600,75.816613
2013-10-02,78.07,78.150002,77.400002,78.029999,558900,75.314704
2013-10-03,77.879997,78.050003,76.769997,76.900002,693800,74.224029
2013-10-04,76.919998,77.970001,76.739998,77.669998,429600,74.967231
2013-10-07,77.010002,77.18,76.309998,76.330002,603900,73.673864
2013-10-08,76.489998,76.989998,74.949997,75.07,703000,72.457707
2013-10-09,75.220001,75.370003,74.050003,74.730003,586000,72.129542
