Date,Open_CMG,High_CMG,Low_CMG,Close_CMG,Volume_CMG,AdjClose_CMG
2013-08-12,403.5,407.570007,401.73999,402.970001,192900,402.970001
2013-08-13,401.940002,406.970001,400.170013,406.339996,169100,406.339996
2013-08-14,405.23999,406.190002,402.0,404.640015,101200,404.640015
2013-08-15,401.940002,404.670013,397.01001,401.480011,269400,401.480011
2013-08-16,401.329987,404.950012,400.339996,401.940002,171200,401.940002
2013-08-19,401.600006,407.26001,400.369995,403.600006,172200,403.600006
2013-08-20,407.369995,412.200012,405.660004,407.549988,273400,407.549988
2013-08-21,406.459991,407.609985,402.339996,403.0,195900,403.0
2013-08-22,405.700012,408.850006,402.559998,407.049988,259300,407.049988
2013-08-23,403.950012,406.170013,401.880005,402.790009,235000,402.790009
2013-08-26,405.0,405.0,401.049988,402.089996,208900,402.089996
2013-08-27,398.529999,403.940002,398.0,400.079987,270900,400.079987
2013-08-28,401.5,408.170013,401.5,403.049988,271600,403.049988
2013-08-29,403.940002,409.98999,403.940002,406.779999,314200,406.779999
2013-08-30,406.329987,408.98999,405.51001,408.170013,276600,408.170013
2013-09-03,410.25,412.730011,403.369995,404.899994,250700,404.899994
2013-09-04,406.299988,410.369995,404.480011,409.709991,267700,409.709991
2013-09-05,409.170013,412.339996,408.0,408.720001,174600,408.720001
2013-09-06,408.779999,411.769989,403.529999,408.519989,256400,408.519989
2013-09-09,408.540009,412.679993,408.0,411.700012,220200,411.700012
2013-09-10,413.25,419.0,412.869995,418.640015,288600,418.640015
2013-09-11,416.829987,423.48999,415.850006,423.480011,353700,423.480011
2013-09-12,420.299988,425.0,420.109985,421.640015,220400,421.640015
2013-09-13,423.850006,425.5,419.290009,425.339996,277900,425.339996
2013-09-16,427.519989,427.519989,421.0,423.459991,342100,423.459991
2013-09-17,424.859985,425.869995,421.720001,425.410004,165000,425.410004
2013-09-18,425.399994,427.5,423.100006,426.230011,303100,426.230011
2013-09-19,426.75,427.720001,421.51001,421.700012,250100,421.700012
2013-09-20,420.929993,424.910004,414.959991,415.079987,580800,415.079987
2013-09-23,415.350006,418.549988,412.350006,415.23999,208000,415.23999
2013-09-24,418.420013,423.779999,415.73999,418.76001,396200,418.76001
2013-09-25,418.73999,419.359985,415.0,415.589996,152800,415.589996
2013-09-26,416.25,422.0,415.950012,420.339996,180200,420.339996
2013-09-27,417.98999,420.0,417.98999,419.0,124100,419.0
2013-09-30,422.640015,429.779999,422.0,428.799988,469700,428.799988
2013-10-01,429.190002,431.0,422.040009,425.670013,309400,425.670013
2013-10-02,425.670013,427.390015,420.200012,427.140015,227700,427.140015
2013-10-03,426.149994,428.529999,421.01001,426.5,440200,426.5
2013-10-04,426.5,434.359985,425.859985,434.119995,335900,434.119995
2013-10-07,430.0,434.220001,428.910004,433.399994,523700,433.399994
2013-10-08,432.119995,434.0,423.390015,427.720001,634800,427.720001
2013-10-09,430.0,432.75,423.25,428.670013,443000,428.670013
