Date,Open_COF,High_COF,Low_COF,Close_COF,Volume_COF,AdjClose_COF
2014-11-04,82.769997,82.839996,81.839996,82.470001,2199400,79.669046
2014-11-05,82.690002,82.790001,81.32,81.599998,3954700,78.828591
2014-11-06,81.599998,82.309998,81.239998,82.080002,2413200,79.584884
2014-11-07,82.220001,83.139999,82.0,82.599998,2065100,80.089074
2014-11-10,82.599998,83.300003,82.540001,83.239998,2207100,80.709618
2014-11-11,82.230003,83.209999,81.830002,82.18,3543900,79.681843
2014-11-12,81.949997,82.010002,81.260002,81.57,2408300,79.090385
2014-11-13,82.010002,82.330002,81.199997,81.599998,2632200,79.119472
2014-11-14,81.410004,81.959999,81.410004,81.760002,2458300,79.274612
2014-11-17,81.730003,81.730003,80.370003,81.139999,2931000,78.673456
2014-11-18,81.5,82.029999,81.25,81.290001,2596100,78.818898
2014-11-19,81.400002,81.459999,80.480003,80.639999,2173200,78.188656
2014-11-20,80.449997,81.529999,80.220001,81.089996,2968000,78.624973
2014-11-21,81.75,81.910004,80.93,81.209999,2461900,78.741328
2014-11-24,81.580002,82.230003,81.510002,82.099998,1767900,79.604273
2014-11-25,82.099998,82.860001,81.989998,82.660004,2393700,80.147255
2014-11-26,82.910004,83.0,82.410004,82.75,1470000,80.234515
2014-11-28,82.620003,83.690002,82.589996,83.199997,1161900,80.670833
2014-12-01,82.540001,82.800003,82.169998,82.309998,2161000,79.807888
2014-12-02,82.139999,82.800003,81.970001,82.339996,1962200,79.836975
2014-12-03,82.050003,82.57,81.830002,82.18,2333500,79.681843
2014-12-04,81.0,82.190002,81.0,82.089996,2924000,79.594575
2014-12-05,82.699997,83.260002,82.43,82.940002,2853200,80.418742
2014-12-08,83.169998,83.260002,82.480003,83.199997,3581200,80.670833
2014-12-09,82.089996,83.519997,82.089996,83.269997,3188700,80.738705
2014-12-10,83.279999,83.599998,82.300003,82.389999,4792900,79.885458
2014-12-11,82.580002,83.110001,82.190002,82.379997,2138300,79.87576
2014-12-12,81.800003,82.230003,80.150002,80.169998,3028100,77.732942
2014-12-15,80.510002,80.510002,78.580002,79.610001,4607400,77.189967
2014-12-16,78.870003,79.940002,77.720001,78.230003,3887600,75.85192
2014-12-17,78.419998,79.620003,78.150002,79.610001,5072400,77.189967
2014-12-18,80.339996,82.169998,80.330002,82.160004,4340300,79.662454
2014-12-19,82.459999,82.940002,81.720001,82.43,4057100,79.924243
2014-12-22,82.400002,82.93,82.080002,82.889999,2040800,80.370259
2014-12-23,83.389999,83.769997,83.209999,83.279999,1685200,80.748403
2014-12-24,83.57,83.57,83.190002,83.230003,1040600,80.699927
