Date,Open_PSA,High_PSA,Low_PSA,Close_PSA,Volume_PSA,AdjClose_PSA
2014-07-11,171.360001,171.660004,170.229996,171.309998,399000,162.136377
2014-07-14,171.649994,172.25,171.080002,172.139999,382300,162.921932
2014-07-15,172.210007,172.960007,171.559998,172.179993,410000,162.959784
2014-07-16,172.25,172.699997,171.479996,172.479996,430600,163.243722
2014-07-17,171.75,172.860001,171.5,171.979996,401400,162.770497
2014-07-18,172.509995,173.320007,171.789993,173.210007,406600,163.934641
2014-07-21,172.820007,173.770004,172.479996,172.899994,417000,163.641229
2014-07-22,173.289993,173.990005,172.940002,173.139999,483100,163.868383
2014-07-23,173.110001,174.830002,173.110001,174.0,477200,164.68233
2014-07-24,174.470001,175.259995,173.979996,175.149994,768100,165.770742
2014-07-25,174.550003,175.729996,173.580002,173.669998,484500,164.37
2014-07-28,174.220001,175.860001,173.839996,175.490005,467800,166.092546
2014-07-29,175.309998,175.779999,174.289993,174.520004,415900,165.174488
2014-07-30,174.440002,175.850006,173.929993,175.259995,510300,165.874852
2014-07-31,174.559998,174.770004,171.289993,171.610001,966600,162.420315
2014-08-01,171.820007,173.419998,171.610001,172.699997,653800,163.451942
2014-08-04,172.649994,173.270004,171.190002,172.740005,418200,163.489808
2014-08-05,172.0,172.809998,170.839996,171.119995,546700,161.956549
2014-08-06,171.160004,173.820007,171.100006,172.800003,732200,163.546593
2014-08-07,172.929993,173.850006,172.009995,172.289993,428600,163.063894
2014-08-08,172.889999,173.520004,171.580002,173.320007,474700,164.038751
2014-08-11,172.820007,174.440002,172.820007,173.699997,452900,164.398392
2014-08-12,173.929993,175.389999,173.509995,173.839996,497400,164.530895
2014-08-13,174.399994,176.419998,173.979996,175.720001,447000,166.310226
2014-08-14,176.589996,176.889999,174.440002,175.460007,602100,166.064154
2014-08-15,175.949997,176.589996,174.039993,175.009995,501300,165.63824
2014-08-18,176.070007,176.139999,175.160004,175.720001,491900,166.310226
2014-08-19,175.779999,177.160004,175.520004,176.470001,307700,167.020063
2014-08-20,176.539993,177.809998,175.5,177.240005,521500,167.748834
2014-08-21,177.889999,178.259995,176.630005,176.679993,334600,167.21881
2014-08-22,176.449997,176.490005,174.270004,174.940002,423900,165.571996
2014-08-25,175.729996,175.729996,173.589996,173.990005,460400,164.672871
2014-08-26,174.800003,174.949997,173.330002,173.550003,402700,164.256431
2014-08-27,173.729996,174.279999,173.130005,173.869995,250800,164.559287
2014-08-28,173.369995,174.240005,173.369995,173.850006,342700,164.540369
2014-08-29,174.0,175.220001,173.800003,175.179993,494900,165.799135
2014-09-02,175.5,175.770004,174.660004,175.300003,394200,165.912718
2014-09-03,176.139999,176.410004,174.479996,175.419998,332700,166.026288
2014-09-04,175.179993,175.5,173.25,174.259995,425300,164.928402
2014-09-05,174.320007,176.759995,173.789993,176.639999,695800,167.180958
2014-09-08,176.649994,177.130005,175.440002,175.990005,360100,166.565771
2014-09-09,176.070007,176.580002,174.600006,175.229996,380900,165.84646
2014-09-10,174.770004,174.779999,172.199997,172.600006,562300,163.357306
2014-09-11,171.610001,171.779999,170.369995,171.179993,360100,163.338209
2014-09-12,170.809998,170.929993,165.690002,166.080002,1062000,158.47185
2014-09-15,166.059998,167.039993,165.059998,166.270004,672900,158.653148
2014-09-16,166.100006,168.139999,166.020004,167.169998,529000,159.511913
2014-09-17,167.729996,168.919998,166.320007,166.589996,510500,158.958481
2014-09-18,166.550003,167.020004,164.770004,165.119995,747000,157.555821
2014-09-19,166.179993,166.809998,164.889999,164.960007,1104500,157.403162
2014-09-22,164.940002,165.100006,163.429993,163.550003,758500,156.057751
2014-09-23,163.639999,164.660004,162.990005,163.050003,658200,155.580656
2014-09-24,162.970001,165.570007,162.5,163.119995,685800,155.647442
2014-09-25,163.199997,163.869995,162.339996,163.5,795600,156.010038
2014-09-26,163.419998,165.25,163.169998,164.990005,643600,157.431786
2014-09-29,163.910004,166.029999,163.490005,165.919998,618600,158.319176
2014-09-30,165.979996,167.199997,164.600006,165.839996,770800,158.242839
2014-10-01,165.729996,167.190002,165.169998,165.759995,624300,158.166502
2014-10-02,165.839996,166.820007,165.050003,165.889999,584600,158.290551
2014-10-03,166.690002,168.080002,165.580002,167.600006,543400,159.922223
2014-10-06,167.690002,168.589996,166.830002,166.860001,550900,159.216117
2014-10-07,167.0,167.149994,165.529999,165.550003,431900,157.96613
2014-10-08,165.910004,169.369995,165.479996,169.369995,653200,161.611128
2014-10-09,169.619995,170.929993,169.089996,169.490005,641500,161.725641
2014-10-10,170.029999,170.509995,168.410004,168.509995,584100,160.790524
2014-10-13,168.529999,170.210007,168.0,168.309998,682400,160.599689
2014-10-14,168.229996,171.699997,168.039993,170.800003,806500,162.975627
2014-10-15,169.619995,170.960007,167.949997,169.880005,1047100,162.097774
2014-10-16,168.429993,170.440002,167.720001,169.899994,862900,162.116847
2014-10-17,170.779999,172.119995,169.039993,171.520004,742900,163.662645
2014-10-20,171.509995,173.210007,171.0,173.149994,573300,165.217964
2014-10-21,173.919998,175.410004,172.729996,175.289993,612500,167.25993
2014-10-22,176.220001,176.869995,175.330002,176.210007,674900,168.137798
2014-10-23,177.009995,177.779999,175.830002,176.720001,894700,168.624429
2014-10-24,176.330002,177.119995,175.080002,175.970001,840500,167.908787
2014-10-27,175.949997,179.070007,175.520004,179.050003,741700,170.847693
2014-10-28,179.070007,179.789993,178.119995,179.740005,478600,171.506087
2014-10-29,179.339996,182.080002,178.050003,179.080002,596000,170.876318
2014-10-30,178.410004,180.460007,178.330002,179.779999,842400,171.544248
2014-10-31,183.889999,184.460007,179.779999,184.339996,1012000,175.895351
2014-11-03,184.320007,186.710007,183.399994,186.570007,733400,178.023205
2014-11-04,186.419998,187.110001,185.139999,186.649994,527200,178.099527
2014-11-05,186.360001,187.289993,185.419998,187.050003,763100,178.481212
2014-11-06,187.110001,187.789993,186.240005,186.570007,749700,178.023205
2014-11-07,186.820007,187.149994,185.139999,186.289993,718600,177.756018
2014-11-10,186.130005,188.119995,185.770004,188.119995,484800,179.502187
2014-11-11,187.869995,188.360001,186.789993,187.350006,527600,178.767472
2014-11-12,187.360001,188.0,185.800003,185.960007,509500,177.441148
2014-11-13,186.619995,187.649994,185.979996,187.039993,530400,178.471661
2014-11-14,186.550003,187.869995,185.160004,185.619995,388100,177.116713
2014-11-17,185.759995,187.199997,185.339996,186.199997,378500,177.670145
2014-11-18,186.570007,187.529999,185.899994,186.460007,450800,177.918243
2014-11-19,186.460007,186.949997,183.740005,183.919998,727400,175.494593
2014-11-20,183.850006,184.410004,183.199997,183.979996,531100,175.551842
2014-11-21,185.539993,185.75,184.389999,185.479996,653200,176.983127
2014-11-24,186.199997,187.0,185.139999,185.179993,442900,176.696867
2014-11-25,185.380005,185.899994,184.929993,185.399994,1119400,176.90679
2014-11-26,185.699997,187.160004,185.089996,186.630005,529800,178.080454
2014-11-28,187.419998,190.190002,187.220001,187.630005,437200,179.034644
2014-12-01,186.970001,188.229996,185.970001,186.259995,604900,177.727394
2014-12-02,186.559998,186.559998,185.110001,185.979996,669900,177.460222
2014-12-03,185.889999,186.710007,184.740005,186.130005,568000,177.603359
2014-12-04,184.889999,186.0,183.910004,185.5,561600,177.002215
2014-12-05,185.009995,185.449997,183.410004,184.559998,483300,176.105274
2014-12-08,184.580002,186.529999,184.580002,185.529999,514600,177.030839
2014-12-09,184.190002,186.300003,184.100006,185.910004,442200,177.393436
2014-12-10,185.429993,186.990005,184.490005,185.660004,685600,177.154889
2014-12-11,185.169998,185.740005,184.0,184.470001,452700,177.356788
2014-12-12,183.830002,185.240005,182.059998,182.139999,618200,175.116632
2014-12-15,182.529999,183.210007,179.509995,180.070007,736300,173.126459
2014-12-16,179.970001,180.5,178.419998,178.850006,701400,171.953501
2014-12-17,179.869995,182.869995,178.929993,182.869995,972400,175.818478
2014-12-18,184.470001,185.410004,182.559998,185.339996,705400,178.193236
2014-12-19,186.179993,186.360001,184.350006,184.949997,1209900,177.818275
2014-12-22,185.600006,188.679993,185.309998,188.5,511900,181.231389
2014-12-23,188.740005,189.720001,188.020004,188.610001,472900,181.337148
2014-12-24,188.660004,189.630005,187.119995,187.429993,218000,180.202641
2014-12-26,187.440002,188.979996,187.210007,187.960007,229500,180.712218
2014-12-29,187.940002,189.979996,187.929993,189.350006,393700,182.048619
2014-12-30,189.339996,190.0,188.289993,188.619995,337500,181.346757
2014-12-31,188.759995,189.710007,184.660004,184.850006,525000,177.72214
2015-01-02,185.350006,187.630005,185.050003,187.229996,415300,180.010356
2015-01-05,186.820007,188.910004,186.169998,188.110001,481900,180.856428
2015-01-06,189.789993,191.800003,189.190002,191.320007,642800,183.942656
2015-01-07,191.800003,195.529999,190.669998,195.240005,734100,187.711498
2015-01-08,195.820007,198.559998,194.710007,197.899994,893900,190.268916
2015-01-09,198.399994,198.770004,195.630005,198.5,611900,190.845786
2015-01-12,198.520004,199.279999,197.929993,198.149994,403500,190.509276
2015-01-13,198.75,200.399994,198.199997,198.919998,766700,191.249589
