Date,Open_ED,High_ED,Low_ED,Close_ED,Volume_ED,AdjClose_ED
2013-09-20,56.560001,56.669998,55.68,55.970001,3063800,50.510866
2013-09-23,55.84,56.73,55.540001,56.400002,1464200,50.898926
2013-09-24,56.23,56.450001,56.02,56.259998,1519200,50.772578
2013-09-25,56.209999,56.380001,55.759998,55.779999,1069600,50.339396
2013-09-26,55.75,56.0,55.330002,55.639999,1348900,50.213052
2013-09-27,55.470001,55.700001,55.029999,55.150002,1086600,49.770847
2013-09-30,55.0,55.369999,54.82,55.139999,1854400,49.76182
2013-10-01,55.18,55.43,54.939999,55.169998,1188600,49.788893
2013-10-02,55.080002,55.27,54.73,55.200001,1553800,49.815969
2013-10-03,54.990002,55.0,54.380001,54.630001,2152400,49.301565
2013-10-04,54.619999,54.77,54.380001,54.509998,1642600,49.193267
2013-10-07,54.32,55.25,54.32,54.790001,1959400,49.445959
2013-10-08,55.02,55.98,54.950001,55.419998,3271400,50.014509
2013-10-09,55.5,56.52,55.419998,55.830002,2633600,50.384522
2013-10-10,55.950001,56.25,54.91,56.16,2882900,50.682333
2013-10-11,56.169998,56.299999,55.900002,56.259998,1934900,50.772578
2013-10-14,56.0,56.169998,55.299999,55.959999,1960100,50.50184
2013-10-15,55.790001,55.959999,55.27,55.310001,1651300,49.915241
2013-10-16,55.560001,55.860001,55.25,55.849998,2237100,50.402568
2013-10-17,55.669998,56.799999,55.360001,56.75,1696400,51.214786
2013-10-18,56.919998,57.060001,56.540001,56.860001,3309100,51.314058
2013-10-21,56.639999,56.91,56.34,56.650002,1691100,51.124542
2013-10-22,56.700001,58.130001,56.700001,57.860001,3015200,52.216521
2013-10-23,58.189999,59.240002,58.0,58.349998,3040900,52.658726
2013-10-24,58.57,58.689999,57.91,58.220001,1339900,52.541408
2013-10-25,58.150002,58.59,57.77,58.59,1367600,52.875319
2013-10-28,58.439999,58.799999,58.23,58.419998,6990800,52.721898
2013-10-29,58.419998,58.630001,58.139999,58.459999,1437600,52.757998
2013-10-30,58.419998,58.880001,58.150002,58.169998,1250500,52.496283
2013-10-31,58.23,58.43,57.41,58.220001,1988200,52.541408
2013-11-01,58.43,58.66,58.119999,58.41,1283000,52.712875
2013-11-04,58.66,58.75,58.119999,58.639999,1681300,52.920441
2013-11-05,58.490002,59.200001,58.330002,58.349998,2113100,52.658726
2013-11-06,58.57,58.830002,58.41,58.82,2308800,53.082885
2013-11-07,58.889999,59.130001,58.34,58.549999,7001800,52.83922
2013-11-08,57.619999,57.630001,56.240002,57.27,3434300,52.232712
2013-11-11,57.25,57.380001,56.849998,57.150002,1605000,52.123268
2013-11-12,56.950001,57.099998,56.360001,56.830002,1673200,51.831414
2013-11-13,56.560001,57.16,56.310001,57.130001,1736000,52.105026
2013-11-14,57.27,57.849998,57.139999,57.549999,1282300,52.488083
2013-11-15,57.560001,58.200001,57.41,58.07,2188200,52.962346
2013-11-18,58.0,58.279999,57.830002,58.220001,1616400,53.099154
2013-11-19,58.080002,58.240002,57.52,57.84,1328600,52.752576
2013-11-20,57.439999,57.720001,56.830002,56.939999,2447100,51.931736
2013-11-21,56.689999,56.740002,56.049999,56.240002,3242500,51.293309
2013-11-22,56.110001,56.400002,55.889999,55.919998,2018900,51.001452
2013-11-25,56.009998,56.27,55.799999,55.860001,1792400,50.946731
2013-11-26,55.799999,55.799999,55.110001,55.18,2606300,50.326542
2013-11-27,55.150002,55.299999,55.0,55.189999,1296700,50.33566
2013-11-29,55.200001,55.619999,55.139999,55.209999,827400,50.353902
2013-12-02,55.209999,55.419998,54.700001,55.080002,1687900,50.235339
2013-12-03,55.080002,55.360001,54.810001,55.299999,1421100,50.435986
2013-12-04,55.009998,55.599998,54.759998,55.549999,1706900,50.663997
2013-12-05,55.360001,55.580002,54.830002,54.959999,1782400,50.125891
2013-12-06,55.189999,55.869999,55.119999,55.849998,1549600,50.937609
2013-12-09,55.75,55.849998,54.990002,55.560001,2055700,50.673119
2013-12-10,55.41,55.549999,54.810001,54.84,1855400,50.016447
2013-12-11,54.82,54.970001,54.43,54.459999,1770900,49.669869
2013-12-12,54.529999,54.900002,54.330002,54.400002,2058900,49.615149
2013-12-13,54.470001,54.700001,54.169998,54.330002,1293300,49.551306
2013-12-16,54.82,54.98,54.290001,54.59,2076200,49.788436
2013-12-17,54.59,55.130001,54.540001,54.759998,2769300,49.943482
2013-12-18,54.73,55.5,54.279999,55.41,2207200,50.536311
2013-12-19,55.220001,55.220001,54.509998,54.849998,1439100,50.025566
2013-12-20,54.919998,55.450001,54.700001,54.77,3893300,49.952604
2013-12-23,54.98,55.150002,54.610001,54.77,2313900,49.952604
2013-12-24,54.84,55.560001,54.68,55.23,1298800,50.372143
2013-12-26,55.189999,55.34,54.779999,54.990002,1446400,50.153255
2013-12-27,55.0,55.369999,54.849998,55.049999,1048800,50.207975
2013-12-30,55.099998,55.34,55.02,55.23,1163100,50.372143
2013-12-31,55.16,55.599998,55.0,55.279999,2072100,50.417744
2014-01-02,55.150002,55.150002,53.900002,53.959999,3332700,49.213848
2014-01-03,53.580002,53.790001,52.849998,53.450001,3774100,48.748707
2014-01-06,53.400002,53.540001,53.110001,53.369999,2207800,48.675742
2014-01-07,53.349998,54.040001,53.189999,53.950001,3040800,49.204729
2014-01-08,54.0,54.02,53.299999,53.41,2233800,48.712225
2014-01-09,53.41,53.779999,53.130001,53.580002,2035900,48.867274
2014-01-10,53.900002,54.759998,53.82,54.330002,1908600,49.551306
2014-01-13,54.200001,54.330002,53.77,53.919998,1595900,49.177365
2014-01-14,53.880001,54.110001,53.709999,53.779999,1352500,49.04968
2014-01-15,53.880001,54.099998,53.73,53.830002,1477300,49.095285
2014-01-16,53.82,53.939999,53.540001,53.939999,1828900,49.195606
2014-01-17,54.209999,54.220001,53.880001,53.959999,2127800,49.213848
2014-01-21,54.0,54.400002,54.0,54.389999,2159900,49.606027
2014-01-22,54.43,54.619999,54.09,54.16,1733900,49.396257
2014-01-23,53.970001,54.150002,53.689999,53.939999,2407500,49.195606
2014-01-24,53.84,54.450001,53.599998,53.650002,2614400,48.931117
2014-01-27,53.970001,53.970001,53.349998,53.41,2905400,48.712225
2014-01-28,53.5,53.599998,53.099998,53.130001,2444400,48.456854
2014-01-29,53.080002,53.509998,53.009998,53.25,2292600,48.566298
2014-01-30,53.57,53.990002,53.34,53.900002,1504900,49.159127
2014-01-31,53.48,54.5,53.389999,54.41,3256400,49.624268
2014-02-03,54.450001,55.220001,53.619999,53.740002,3375400,49.013201
2014-02-04,53.799999,53.950001,53.25,53.59,2278100,48.876393
2014-02-05,53.419998,53.59,53.25,53.389999,2475300,48.693983
2014-02-06,53.470001,53.900002,53.400002,53.799999,1390900,49.067921
2014-02-07,54.009998,54.200001,53.689999,54.02,2206200,49.268572
2014-02-10,53.27,53.73,53.0,53.700001,1935600,49.554643
2014-02-11,53.700001,54.580002,53.650002,54.43,1954600,50.22829
2014-02-12,54.23,54.299999,53.810001,54.009998,2183200,49.84071
2014-02-13,54.009998,54.52,53.98,54.52,1352100,50.311343
2014-02-14,54.5,55.16,54.349998,55.16,1621800,50.901937
2014-02-18,55.400002,55.599998,55.189999,55.27,1755300,51.003447
2014-02-19,55.110001,55.490002,54.689999,54.740002,1254700,50.514361
2014-02-20,54.790001,55.380001,54.68,55.299999,1859200,51.03113
2014-02-21,55.349998,56.68,55.290001,55.290001,5280500,51.021903
2014-02-24,55.860001,56.59,55.68,55.75,3135800,51.446393
2014-02-25,56.459999,56.459999,56.02,56.110001,2549600,51.778603
2014-02-26,56.07,56.279999,55.599998,55.700001,1850900,51.400253
2014-02-27,55.700001,55.990002,55.400002,55.57,2101900,51.280287
2014-02-28,55.75,56.27,55.720001,56.049999,1551200,51.723234
2014-03-03,55.740002,55.990002,55.419998,55.459999,1869000,51.178778
2014-03-04,55.84,56.0,55.48,55.66,1813700,51.36334
2014-03-05,55.599998,55.73,55.200001,55.279999,1456800,51.012673
2014-03-06,55.68,55.849998,55.25,55.290001,2054700,51.021903
2014-03-07,55.220001,55.450001,54.810001,55.439999,2094500,51.160322
2014-03-10,55.419998,55.52,55.09,55.48,1462600,51.197235
2014-03-11,55.509998,55.529999,55.119999,55.119999,1107400,50.865024
2014-03-12,55.09,55.360001,54.18,54.619999,6746800,50.403622
2014-03-13,54.009998,54.549999,53.119999,53.689999,6837800,49.545413
2014-03-14,53.66,54.790001,53.650002,54.66,3612100,50.440535
2014-03-17,54.700001,55.139999,54.16,55.049999,2854000,50.800428
2014-03-18,55.060001,55.139999,54.369999,54.41,2269800,50.209833
2014-03-19,54.330002,54.360001,52.529999,52.68,5441800,48.613381
2014-03-20,52.66,52.790001,52.23,52.779999,2723400,48.70566
2014-03-21,53.209999,53.349998,52.43,52.459999,3983200,48.410363
2014-03-24,52.52,52.939999,52.43,52.669998,1999000,48.604151
2014-03-25,52.779999,53.150002,52.549999,53.040001,2524000,48.945591
2014-03-26,53.18,53.43,53.029999,53.150002,2098500,49.0471
2014-03-27,53.009998,53.650002,53.009998,53.630001,2117300,49.490047
2014-03-28,53.619999,53.73,53.029999,53.169998,2178200,49.065553
2014-03-31,53.43,53.779999,53.150002,53.650002,2414500,49.508503
2014-04-01,53.57,53.610001,52.869999,53.110001,2421000,49.010187
2014-04-02,53.470001,53.650002,52.900002,53.580002,2359700,49.443907
2014-04-03,53.689999,54.080002,53.560001,53.66,2754600,49.51773
2014-04-04,53.75,54.720001,53.75,54.360001,2977200,50.163694
2014-04-07,54.360001,55.419998,54.360001,54.75,3089900,50.523587
2014-04-08,54.82,55.59,54.41,55.549999,3385500,51.261831
2014-04-09,55.5,55.610001,54.599998,55.259998,2790000,50.994217
2014-04-10,55.41,55.82,55.119999,55.400002,2327600,51.123412
2014-04-11,55.41,55.799999,55.279999,55.599998,2112200,51.30797
2014-04-14,55.740002,55.970001,55.360001,55.860001,1864400,51.547902
2014-04-15,55.889999,57.32,55.889999,57.189999,3945600,52.775231
2014-04-16,57.279999,57.599998,56.810001,57.59,2593100,53.144354
2014-04-17,57.48,57.599998,56.32,56.5,2691700,52.138497
2014-04-21,56.549999,57.150002,56.470001,56.849998,2045600,52.461477
2014-04-22,56.759998,56.93,56.5,56.849998,1720100,52.461477
2014-04-23,56.959999,57.330002,56.639999,56.669998,1585400,52.295372
2014-04-24,56.740002,57.119999,56.240002,56.959999,1373800,52.562986
2014-04-25,56.959999,57.759998,56.5,57.740002,1979200,53.282777
2014-04-28,57.650002,58.279999,57.529999,58.259998,2233700,53.762632
2014-04-29,58.369999,58.57,57.880001,58.009998,2335500,53.531931
2014-04-30,58.07,58.48,58.0,58.029999,1691000,53.550388
2014-05-01,58.099998,58.369999,57.650002,58.080002,2488300,53.596531
2014-05-02,57.599998,57.970001,56.349998,56.82,2715400,52.433794
2014-05-05,56.799999,57.23,56.549999,57.029999,2177400,52.627582
2014-05-06,57.040001,57.450001,56.990002,57.029999,1672600,52.627582
2014-05-07,57.16,57.889999,57.130001,57.799999,1909400,53.338143
2014-05-08,58.290001,58.330002,57.130001,57.41,4340000,52.978249
2014-05-09,57.68,57.990002,56.110001,56.200001,4227900,51.861656
2014-05-12,55.59,55.759998,54.700001,54.91,4280800,50.671236
2014-05-13,55.130001,55.34,54.450001,54.869999,2468200,50.634323
2014-05-14,55.0,55.59,54.82,55.25,2006000,50.98499
2014-05-15,55.220001,55.57,54.759998,54.959999,2819900,50.717376
2014-05-16,55.0,55.189999,54.669998,55.18,2436400,50.920394
2014-05-19,55.110001,55.16,54.139999,54.299999,2991400,50.108324
2014-05-20,54.299999,54.639999,53.610001,54.080002,3156900,49.90531
2014-05-21,54.189999,54.259998,53.689999,53.860001,1822700,49.702291
2014-05-22,53.939999,54.310001,53.889999,54.169998,1383200,49.988359
2014-05-23,54.200001,54.5,54.060001,54.130001,1440000,49.951449
2014-05-27,54.450001,54.669998,54.200001,54.400002,1571900,50.200607
2014-05-28,54.5,54.630001,54.299999,54.52,1826800,50.311343
2014-05-29,54.689999,54.75,54.299999,54.650002,1639400,50.431308
2014-05-30,54.650002,55.049999,54.540001,55.009998,1992400,50.763515
2014-06-02,55.0,55.220001,54.810001,55.0,1468900,50.754289
2014-06-03,54.970001,55.189999,54.84,55.0,1437900,50.754289
2014-06-04,54.91,55.240002,54.66,55.220001,1824600,50.957307
2014-06-05,55.150002,55.759998,54.98,55.73,1771400,51.427936
2014-06-06,55.669998,55.810001,55.16,55.23,1609000,50.966534
2014-06-09,55.139999,55.27,54.740002,54.900002,1732000,50.66201
2014-06-10,54.790001,55.349998,54.790001,55.09,1819500,50.837341
2014-06-11,55.049999,55.139999,54.59,54.700001,1610900,50.477448
2014-06-12,54.650002,55.110001,54.119999,54.990002,1754700,50.745062
2014-06-13,54.860001,55.34,54.669998,55.220001,1376600,50.957307
2014-06-16,55.369999,56.009998,55.25,55.59,2596900,51.298744
2014-06-17,55.560001,55.650002,55.200001,55.52,1655700,51.234148
2014-06-18,55.540001,56.5,55.360001,56.48,2737100,52.12004
2014-06-19,56.490002,57.099998,56.459999,56.970001,2678200,52.572216
2014-06-20,57.119999,57.200001,56.700001,56.740002,2726400,52.359971
2014-06-23,56.849998,57.040001,56.360001,56.66,1407700,52.286145
2014-06-24,56.619999,56.880001,56.540001,56.68,1580300,52.304602
2014-06-25,56.650002,57.07,56.560001,57.040001,1607400,52.636812
2014-06-26,56.889999,57.290001,56.75,57.279999,1633400,52.858284
2014-06-27,57.130001,57.700001,56.900002,57.549999,2058600,53.107441
2014-06-30,57.5,57.84,57.259998,57.740002,1971400,53.282777
2014-07-01,57.75,57.759998,56.860001,57.09,2326000,52.682952
2014-07-02,57.02,57.110001,55.66,56.02,4122200,51.695551
2014-07-03,55.630001,56.0,55.279999,56.0,2182800,51.677094
2014-07-07,56.0,56.93,55.990002,56.41,3093300,52.055444
2014-07-08,56.279999,56.950001,56.279999,56.599998,2628700,52.230776
2014-07-09,56.639999,56.740002,56.060001,56.400002,1721700,52.046217
2014-07-10,56.43,56.830002,56.290001,56.610001,1400600,52.240006
2014-07-11,56.610001,56.68,56.09,56.169998,1187700,51.833969
2014-07-14,56.27,56.5,55.880001,55.939999,1823700,51.621724
2014-07-15,55.939999,56.41,55.91,56.380001,1394300,52.027761
2014-07-16,56.5,56.700001,56.169998,56.669998,1134500,52.295372
2014-07-17,56.52,56.720001,56.310001,56.310001,1653300,51.963165
2014-07-18,56.490002,56.970001,56.150002,56.919998,1788100,52.526073
2014-07-21,56.880001,57.349998,56.790001,57.189999,1669700,52.775231
2014-07-22,57.200001,57.459999,57.150002,57.369999,1161600,52.941336
2014-07-23,57.34,57.400002,57.07,57.25,1114800,52.830601
2014-07-24,57.25,57.43,57.02,57.310001,843700,52.88597
2014-07-25,57.25,57.43,56.900002,56.98,843900,52.581443
2014-07-28,57.02,57.790001,56.939999,57.700001,1663700,53.245864
2014-07-29,57.689999,57.849998,57.27,57.599998,1722500,53.153581
2014-07-30,57.549999,57.57,56.52,56.790001,1924300,52.406111
2014-07-31,56.5,56.779999,56.009998,56.09,2979300,51.760147
2014-08-01,55.919998,56.68,55.889999,56.09,1851600,51.760147
2014-08-04,56.18,56.18,54.75,55.73,3455600,51.427936
2014-08-05,55.490002,55.82,55.029999,55.23,1906800,50.966534
2014-08-06,55.09,55.139999,54.580002,54.759998,4961300,50.532814
2014-08-07,55.060001,55.580002,55.029999,55.34,2749200,51.068043
2014-08-08,55.790001,56.970001,55.639999,56.900002,3468600,52.50762
2014-08-11,56.279999,56.580002,56.0,56.029999,2169800,52.283662
2014-08-12,56.029999,56.330002,55.91,56.099998,1293800,52.348981
2014-08-13,56.209999,56.560001,56.0,56.369999,1261400,52.600928
2014-08-14,56.439999,56.689999,56.380001,56.580002,2270800,52.79689
2014-08-15,56.720001,57.189999,56.650002,56.959999,1797300,53.151479
2014-08-18,57.150002,57.240002,56.77,56.849998,1216600,53.048834
2014-08-19,56.880001,57.43,56.740002,57.380001,1515600,53.543399
2014-08-20,57.490002,57.529999,57.099998,57.509998,1391600,53.664704
2014-08-21,57.650002,57.830002,57.459999,57.580002,1529400,53.730027
2014-08-22,57.57,57.68,56.830002,57.18,1740900,53.356771
2014-08-25,57.290001,57.580002,57.130001,57.43,1257200,53.590055
2014-08-26,57.349998,57.529999,56.639999,56.689999,1511800,52.899532
2014-08-27,56.93,57.150002,56.759998,57.139999,1235600,53.319444
2014-08-28,56.98,57.740002,56.889999,57.73,1492800,53.869995
2014-08-29,57.580002,57.900002,57.450001,57.889999,1648400,54.019297
2014-09-02,57.880001,58.07,56.919998,57.16,1764400,53.338107
2014-09-03,57.509998,57.91,57.220001,57.740002,1755900,53.879328
2014-09-04,57.52,57.75,57.119999,57.610001,1672000,53.75802
2014-09-05,57.580002,58.119999,57.419998,58.119999,2347200,54.233918
2014-09-08,58.02,58.099998,57.279999,57.599998,1597600,53.748686
2014-09-09,57.43,57.560001,56.830002,56.93,2066800,53.123486
2014-09-10,56.939999,57.040001,56.580002,56.830002,1537000,53.030174
2014-09-11,56.889999,57.349998,56.68,57.279999,931000,53.450083
2014-09-12,57.049999,57.189999,56.279999,56.43,1796300,52.656918
2014-09-15,56.709999,56.91,56.349998,56.540001,1517500,52.759563
2014-09-16,56.700001,57.380001,56.700001,57.240002,1572300,53.41276
2014-09-17,57.259998,57.369999,56.709999,57.02,1753100,53.207469
2014-09-18,57.009998,57.220001,56.48,56.630001,1305000,52.843546
2014-09-19,56.869999,57.240002,56.700001,57.130001,1709400,53.310114
2014-09-22,56.91,57.189999,56.639999,56.869999,1603700,53.067497
2014-09-23,56.779999,57.09,56.599998,56.75,1349900,52.955521
2014-09-24,56.810001,56.880001,56.25,56.529999,1136900,52.75023
2014-09-25,56.389999,56.639999,56.150002,56.150002,1532000,52.395641
2014-09-26,56.16,56.52,55.799999,56.349998,1013900,52.582265
2014-09-29,56.279999,56.580002,56.049999,56.529999,1356500,52.75023
2014-09-30,56.650002,57.09,56.299999,56.66,1977500,52.871539
2014-10-01,56.869999,57.349998,56.77,56.939999,2245300,53.132816
2014-10-02,56.98,57.299999,56.759998,56.799999,1355400,53.002177
2014-10-03,56.82,57.18,56.400002,57.029999,1180400,53.216799
2014-10-06,57.200001,57.43,56.93,57.200001,1363700,53.375434
2014-10-07,57.060001,57.59,56.919998,57.139999,2011200,53.319444
2014-10-08,57.189999,58.810001,57.169998,58.77,4043500,54.840458
2014-10-09,58.720001,59.23,58.139999,58.200001,3741600,54.308571
2014-10-10,58.509998,59.389999,58.509998,59.130001,3468400,55.176388
2014-10-13,59.150002,60.43,59.099998,59.82,5275800,55.820251
2014-10-14,60.080002,62.130001,59.880001,61.57,6853300,57.453241
2014-10-15,61.450001,62.099998,60.02,61.459999,5170100,57.350595
2014-10-16,60.669998,61.349998,60.259998,60.919998,4188200,56.846701
2014-10-17,61.34,61.34,59.799999,60.700001,3856000,56.641413
2014-10-20,60.75,61.52,60.740002,61.459999,2701800,57.350595
2014-10-21,61.02,61.23,60.720001,61.07,3477400,56.986673
2014-10-22,61.0,61.950001,60.93,61.900002,3696800,57.761178
2014-10-23,62.060001,62.369999,61.560001,62.009998,2310200,57.86382
2014-10-24,62.099998,62.57,61.889999,62.5,1480800,58.321059
2014-10-27,62.5,63.0,62.369999,62.689999,2103200,58.498353
2014-10-28,62.779999,62.889999,62.18,62.880001,1755400,58.675652
2014-10-29,62.849998,62.990002,61.68,62.279999,2723300,58.115767
2014-10-30,62.450001,63.560001,62.369999,63.540001,2802900,59.291522
2014-10-31,63.939999,64.0,63.0,63.360001,2521100,59.123557
2014-11-03,63.330002,63.75,63.200001,63.599998,1899700,59.347508
2014-11-04,63.689999,64.0,63.209999,63.380001,1571900,59.14222
2014-11-05,63.689999,64.730003,63.540001,64.639999,3655200,60.317971
2014-11-06,64.540001,64.540001,63.099998,63.25,4114000,59.020911
2014-11-07,62.650002,63.639999,62.610001,63.57,2726500,59.916312
2014-11-10,63.389999,63.93,63.27,63.470001,2361800,59.822061
2014-11-11,63.48,63.880001,63.25,63.459999,1721100,59.812634
2014-11-12,62.959999,63.09,62.060001,62.25,3081400,58.672179
2014-11-13,62.049999,62.740002,61.810001,62.0,3369400,58.436548
2014-11-14,62.119999,62.41,61.799999,62.029999,1557400,58.464823
2014-11-17,61.93,62.73,61.580002,62.540001,2383600,58.945512
2014-11-18,62.84,63.259998,62.439999,63.029999,2166800,59.407348
2014-11-19,62.43,62.650002,62.029999,62.34,2272100,58.757007
2014-11-20,62.310001,62.650002,61.919998,62.119999,1838900,58.54965
2014-11-21,62.459999,62.470001,61.720001,62.369999,2618000,58.785281
2014-11-24,62.25,62.459999,61.799999,61.889999,2188100,58.33287
2014-11-25,62.18,62.220001,61.450001,61.650002,2565800,58.106666
2014-11-26,61.970001,62.529999,61.869999,62.330002,1419500,58.747583
2014-11-28,62.529999,63.330002,62.360001,63.150002,1113800,59.520453
2014-12-01,62.93,64.540001,62.619999,63.830002,2896700,60.161371
2014-12-02,63.82,64.25,63.470001,64.18,2433100,60.491253
2014-12-03,64.160004,64.190002,63.59,63.93,2341500,60.255622
2014-12-04,64.010002,64.339996,63.630001,64.07,1631800,60.387575
2014-12-05,63.59,63.959999,62.880001,63.259998,2250300,59.624128
2014-12-08,63.259998,64.110001,63.169998,63.91,1506900,60.236771
2014-12-09,63.720001,64.199997,63.5,64.050003,1767100,60.368727
2014-12-10,63.98,64.480003,63.389999,63.419998,1390000,59.774932
2014-12-11,63.43,64.589996,63.43,64.43,1796800,60.726884
2014-12-12,64.18,64.980003,64.040001,64.110001,1985800,60.425276
2014-12-15,64.400002,64.400002,63.59,64.050003,2663300,60.368727
2014-12-16,64.120003,65.050003,63.630001,64.139999,2759300,60.453551
2014-12-17,64.0,64.809998,63.720001,64.779999,3116400,61.056766
2014-12-18,64.800003,65.559998,64.550003,65.559998,2653400,61.791935
2014-12-19,65.639999,66.059998,65.269997,65.690002,3543400,61.914468
2014-12-22,66.050003,66.260002,65.389999,65.940002,1636200,62.150099
2014-12-23,65.989998,66.290001,65.790001,66.010002,1591000,62.216075
2014-12-24,66.050003,67.120003,66.029999,66.910004,1236700,63.064349
2014-12-26,67.080002,68.150002,66.919998,67.760002,2086700,63.865494
2014-12-29,67.669998,68.919998,67.669998,68.5,2461900,64.56296
2014-12-30,68.400002,68.400002,66.769997,66.910004,1916000,63.064349
2014-12-31,67.080002,67.419998,65.949997,66.010002,2058000,62.216075
2015-01-02,66.099998,66.480003,65.480003,66.339996,1689900,62.527103
2015-01-05,66.239998,66.459999,65.360001,65.709999,2465000,61.933315
2015-01-06,65.75,67.040001,65.68,66.080002,3203600,62.282052
2015-01-07,66.269997,67.339996,65.739998,67.059998,2173500,63.205722
2015-01-08,67.260002,67.769997,67.07,67.480003,2025600,63.601588
2015-01-09,67.610001,67.650002,66.650002,67.129997,1352600,63.271699
2015-01-12,67.279999,67.379997,66.449997,66.900002,1428000,63.054922
2015-01-13,66.809998,67.769997,66.32,66.769997,2535600,62.932389
