Date,Open_ED,High_ED,Low_ED,Close_ED,Volume_ED,AdjClose_ED
2013-06-14,57.849998,58.119999,57.549999,57.82,2058600,51.648234
2013-06-17,58.259998,58.700001,58.240002,58.57,2537300,52.318179
2013-06-18,58.490002,58.950001,58.130001,58.950001,1984100,52.657618
2013-06-19,58.810001,58.950001,57.27,57.279999,1736900,51.165874
2013-06-20,57.0,57.169998,55.700001,55.779999,2500300,49.825985
2013-06-21,56.23,56.84,55.599998,56.389999,3246400,50.370874
2013-06-24,55.98,56.66,55.419998,56.290001,2418200,50.281549
2013-06-25,56.5,57.25,56.150002,57.029999,1726200,50.942559
2013-06-26,57.470001,58.209999,57.400002,58.110001,1947900,51.90728
2013-06-27,58.25,58.720001,57.900002,58.040001,1796100,51.844753
2013-06-28,57.810001,58.41,57.529999,58.310001,5112000,52.085933
2013-07-01,58.52,58.68,57.349998,57.509998,1699600,51.371323
2013-07-02,57.43,57.970001,57.32,57.560001,1531700,51.415989
2013-07-03,57.419998,57.59,57.18,57.459999,725500,51.326661
2013-07-05,57.459999,57.459999,56.560001,57.16,1236100,51.058684
2013-07-08,57.419998,57.740002,57.16,57.73,1937800,51.567841
2013-07-09,57.869999,58.029999,57.580002,57.880001,1632900,51.701831
2013-07-10,57.869999,58.110001,57.290001,57.880001,1652800,51.701831
2013-07-11,58.299999,58.82,58.299999,58.810001,1582700,52.532562
2013-07-12,58.759998,59.279999,58.360001,59.200001,1764200,52.880933
2013-07-15,59.07,60.130001,59.009998,60.049999,1591700,53.640202
2013-07-16,60.049999,60.139999,59.450001,59.740002,1336300,53.363293
2013-07-17,60.080002,60.240002,59.540001,59.77,1266900,53.39009
2013-07-18,59.869999,60.389999,59.810001,60.119999,1625000,53.702729
2013-07-19,60.279999,60.599998,60.07,60.48,2353400,54.024303
2013-07-22,60.18,60.439999,59.98,60.130001,1409200,53.711664
2013-07-23,60.16,60.580002,59.970001,60.400002,1153000,53.952844
2013-07-24,60.349998,60.490002,59.43,59.630001,1031400,53.265034
2013-07-25,59.549999,59.84,59.139999,59.419998,1842900,53.077447
2013-07-26,59.279999,59.950001,59.049999,59.93,1164800,53.533011
2013-07-29,59.759998,60.470001,59.580002,60.27,1434600,53.83672
2013-07-30,60.5,60.709999,60.09,60.299999,1077800,53.863516
2013-07-31,60.240002,60.439999,59.630001,59.900002,1573900,53.506215
2013-08-01,60.139999,60.459999,59.82,60.330002,1333800,53.890316
2013-08-02,60.470001,60.66,59.689999,60.369999,1404700,53.926044
2013-08-05,60.189999,60.27,59.900002,60.029999,940400,53.622336
2013-08-06,60.080002,60.099998,59.639999,59.799999,1194800,53.416887
2013-08-07,59.549999,60.599998,59.5,60.540001,1368600,54.0779
2013-08-08,60.580002,60.849998,60.310001,60.59,5873600,54.122562
2013-08-09,60.5,60.759998,60.25,60.299999,4529100,53.863516
2013-08-12,59.509998,59.689999,58.93,59.279999,1800200,53.498017
2013-08-13,59.259998,59.279999,58.630001,58.709999,1598000,52.983614
2013-08-14,58.610001,58.689999,57.93,58.240002,1273400,52.559458
2013-08-15,58.0,58.259998,57.23,57.389999,1765200,51.792362
2013-08-16,57.220001,57.470001,56.41,56.639999,2017400,51.115515
2013-08-19,56.610001,56.77,55.98,56.099998,1370000,50.628184
2013-08-20,56.099998,57.060001,56.099998,56.419998,1455900,50.916972
2013-08-21,56.299999,56.34,55.639999,55.73,1228800,50.294274
2013-08-22,55.860001,56.310001,55.66,56.049999,3118800,50.583062
2013-08-23,56.139999,56.830002,56.0,56.59,2175500,51.070392
2013-08-26,56.549999,56.759998,56.200001,56.200001,1960700,50.718432
2013-08-27,55.880001,56.650002,55.799999,56.310001,1735100,50.817704
2013-08-28,56.18,56.630001,56.02,56.439999,1445300,50.935022
2013-08-29,56.25,56.470001,56.02,56.200001,1069300,50.718432
2013-08-30,56.220001,56.459999,55.869999,56.23,1441300,50.745505
2013-09-03,56.509998,56.619999,55.380001,55.5,1506200,50.086707
2013-09-04,55.66,55.810001,55.130001,55.59,1614400,50.167929
2013-09-05,55.549999,55.73,55.150002,55.150002,1614000,49.770847
2013-09-06,55.439999,56.169998,55.439999,55.59,2581300,50.167929
2013-09-09,55.59,55.93,55.439999,55.830002,1232700,50.384522
2013-09-10,55.950001,56.060001,55.619999,55.900002,2190500,50.447694
2013-09-11,55.540001,55.669998,54.73,55.0,2877100,49.635476
2013-09-12,55.009998,55.25,54.509998,54.630001,1977500,49.301565
2013-09-13,54.73,55.139999,54.619999,54.880001,1377500,49.527181
2013-09-16,55.66,55.869999,55.0,55.110001,2208800,49.734747
2013-09-17,55.310001,55.490002,55.110001,55.279999,1401500,49.888164
2013-09-18,55.52,57.279999,55.16,56.990002,2683600,51.431379
2013-09-19,57.07,57.330002,56.41,56.580002,1404400,51.061369
