Date,Open_ORCL,High_ORCL,Low_ORCL,Close_ORCL,Volume_ORCL,AdjClose_ORCL
2015-08-17,39.41,39.73,39.09,39.720001,7631200,39.253978
2015-08-18,39.52,40.029999,39.509998,39.830002,9950600,39.362688
2015-08-19,39.700001,39.939999,39.310001,39.529999,11112900,39.066205
2015-08-20,39.189999,39.5,38.599998,38.630001,13071200,38.176767
2015-08-21,38.32,38.77,37.549999,37.549999,19411300,37.109436
2015-08-24,35.73,36.599998,35.139999,36.080002,32522300,35.656686
2015-08-25,36.970001,37.209999,35.380001,35.450001,21393600,35.034077
2015-08-26,36.029999,37.02,35.599998,36.91,20554300,36.476946
2015-08-27,37.349998,37.509998,36.009998,36.82,28218200,36.388002
2015-08-28,36.860001,37.490002,36.779999,37.459999,21559100,37.020492
2015-08-31,37.16,37.509998,36.93,37.09,15352800,36.654834
2015-09-01,36.330002,36.549999,35.889999,36.009998,19948700,35.587504
2015-09-02,36.369999,36.75,36.110001,36.75,15049300,36.318823
2015-09-03,36.810001,37.27,36.77,36.900002,11787800,36.467065
2015-09-04,36.349998,36.68,36.09,36.27,13147900,35.844456
2015-09-08,36.73,37.82,36.73,37.68,18949600,37.237912
2015-09-09,37.900002,38.18,37.009998,37.09,14710200,36.654834
2015-09-10,37.029999,37.939999,37.029999,37.610001,16930600,37.168734
2015-09-11,37.450001,37.959999,37.400002,37.919998,12948600,37.475094
2015-09-14,37.810001,37.939999,37.369999,37.560001,15021500,37.119321
2015-09-15,37.77,38.18,37.400002,37.990002,14877900,37.544276
2015-09-16,38.259998,38.52,37.93,38.27,19574000,37.82099
2015-09-17,38.27,38.27,36.5,36.740002,37299000,36.308942
2015-09-18,36.290001,36.98,36.259998,36.380001,34919800,35.953166
2015-09-21,36.599998,37.060001,36.419998,36.830002,14964400,36.397887
2015-09-22,36.34,36.490002,35.970001,36.189999,19979700,35.765392
2015-09-23,36.189999,36.220001,35.830002,35.990002,16991600,35.567742
2015-09-24,35.849998,36.23,35.389999,36.060001,18059500,35.63692
2015-09-25,36.200001,36.32,35.91,36.049999,19387000,35.627036
2015-09-28,35.720001,36.139999,35.400002,35.439999,21742700,35.024192
2015-09-29,35.310001,35.66,35.240002,35.509998,19785900,35.09337
2015-09-30,35.889999,36.189999,35.779999,36.119999,16215000,35.696214
2015-10-01,36.23,36.419998,35.849998,36.240002,18331300,35.814809
2015-10-02,35.709999,36.91,35.639999,36.889999,18772800,36.45718
2015-10-05,37.259998,37.73,37.02,37.59,12741700,37.148968
2015-10-06,37.52,37.849998,37.509998,37.73,12427300,37.287325
2015-10-07,37.75,37.98,37.349998,37.66,16335700,37.218146
2015-10-08,37.389999,37.990002,37.34,37.889999,13247600,37.445447
2015-10-09,37.98,38.200001,37.66,38.099998,14656400,37.802637
2015-10-12,37.919998,38.119999,37.689999,38.040001,11022500,37.743108
2015-10-13,37.91,38.200001,37.740002,37.82,11575600,37.524824
2015-10-14,37.169998,37.580002,37.139999,37.259998,14069700,36.969193
2015-10-15,37.549999,37.669998,37.259998,37.549999,12205500,37.256931
2015-10-16,37.799999,37.799999,37.139999,37.369999,19495000,37.078335
2015-10-19,36.860001,37.099998,36.57,36.869999,18100500,36.582238
2015-10-20,36.619999,37.0,36.619999,36.860001,13678100,36.572317
2015-10-21,36.98,37.119999,36.57,36.619999,11062600,36.334189
2015-10-22,36.849998,37.860001,36.849998,37.790001,14701400,37.495059
2015-10-23,38.119999,38.16,37.790001,38.07,16469100,37.772873
2015-10-26,37.939999,38.619999,37.939999,38.369999,12330600,38.070531
2015-10-27,38.330002,38.450001,38.040001,38.34,14110500,38.040766
2015-10-28,38.630001,38.889999,38.369999,38.880001,14020000,38.576552
2015-10-29,38.529999,38.91,38.529999,38.860001,11432900,38.556708
2015-10-30,38.919998,39.040001,38.5,38.84,16471500,38.536864
2015-11-02,39.049999,39.779999,38.900002,39.75,19789700,39.439761
2015-11-03,39.689999,40.27,39.580002,40.200001,17153100,39.88625
2015-11-04,40.349998,40.57,40.060001,40.48,16863300,40.164063
2015-11-05,40.16,40.599998,40.150002,40.349998,16358800,40.035077
2015-11-06,40.32,40.639999,40.130001,40.619999,16481800,40.30297
2015-11-09,40.41,40.5,39.779999,40.099998,14604900,39.787028
2015-11-10,39.830002,40.169998,39.790001,39.919998,11294000,39.608433
2015-11-11,39.240002,39.599998,38.98,39.040001,18861500,38.735303
2015-11-12,38.650002,39.099998,38.509998,38.630001,14591600,38.328504
2015-11-13,38.48,38.599998,37.220001,37.299999,23987600,37.008882
2015-11-16,37.689999,38.389999,37.560001,38.119999,16741000,37.822482
2015-11-17,38.23,38.52,37.970001,38.130001,14820000,37.832406
2015-11-18,38.189999,38.73,38.150002,38.700001,11958900,38.397957
2015-11-19,38.669998,39.32,38.619999,39.02,12306100,38.715459
2015-11-20,39.25,39.580002,39.200001,39.34,12023200,39.032961
2015-11-23,39.439999,39.529999,39.049999,39.139999,9111900,38.834521
2015-11-24,38.779999,39.619999,38.779999,39.459999,13766300,39.152024
2015-11-25,39.470001,39.599998,39.240002,39.259998,8014700,38.953584
2015-11-27,39.139999,39.34,39.080002,39.18,6869900,38.87421
2015-11-30,39.110001,39.290001,38.970001,38.970001,18969800,38.66585
2015-12-01,39.09,39.279999,38.91,39.23,12718200,38.923819
2015-12-02,39.150002,39.389999,38.650002,38.700001,13694200,38.397957
2015-12-03,38.959999,38.959999,37.75,37.810001,20322500,37.514904
2015-12-04,38.02,39.240002,37.880001,39.16,18206600,38.854366
2015-12-07,39.16,39.240002,38.5,38.82,13798500,38.517019
2015-12-08,38.290001,38.869999,38.259998,38.73,15219700,38.427722
2015-12-09,38.630001,39.349998,38.330002,38.580002,17516100,38.278895
2015-12-10,38.610001,38.82,38.110001,38.189999,18358300,37.891935
2015-12-11,37.619999,37.849998,37.029999,37.209999,20346800,36.919584
2015-12-14,37.150002,37.68,36.849998,37.650002,20142700,37.356153
2015-12-15,38.099998,38.529999,37.950001,38.209999,19262900,37.91178
2015-12-16,38.669998,39.139999,38.349998,38.91,23478000,38.606317
2015-12-17,38.09,38.200001,36.540001,36.93,42879900,36.641771
2015-12-18,36.889999,37.080002,36.310001,36.349998,28726800,36.066296
2015-12-21,36.720001,36.84,36.099998,36.419998,15042300,36.135749
2015-12-22,36.389999,36.709999,36.25,36.59,13924800,36.304424
2015-12-23,36.66,37.220001,36.650002,36.93,12832300,36.641771
2015-12-24,36.73,37.23,36.73,37.009998,4953900,36.721144
2015-12-28,36.830002,36.860001,36.470001,36.790001,10921900,36.502864
2015-12-29,37.02,37.209999,36.98,37.040001,10708600,36.750913
2015-12-30,37.080002,37.16,36.830002,36.919998,9585600,36.631847
2015-12-31,36.84,36.950001,36.43,36.529999,10332400,36.244891
2016-01-04,36.009998,36.009998,35.360001,35.75,18784400,35.617232
2016-01-05,35.860001,36.119999,35.490002,35.639999,25340700,35.50764
2016-01-06,35.5,36.139999,35.360001,35.82,18165700,35.686972
2016-01-07,35.25,35.68,34.880001,35.040001,22591400,34.90987
2016-01-08,35.130001,35.279999,34.610001,34.650002,21962200,34.521319
2016-01-11,34.75,35.119999,34.52,34.939999,18726600,34.810239
2016-01-12,35.32,35.549999,34.990002,35.369999,18457300,35.238642
2016-01-13,35.189999,35.400002,33.869999,34.080002,28322900,33.953436
2016-01-14,34.189999,35.09,34.009998,34.790001,19523600,34.660798
2016-01-15,33.799999,34.509998,33.66,34.119999,25425000,33.993285
2016-01-19,34.540001,34.75,34.240002,34.549999,21423100,34.421688
2016-01-20,33.880001,34.23,33.130001,33.939999,25278700,33.813953
2016-01-21,33.91,34.560001,33.59,34.119999,20380300,33.993285
2016-01-22,34.549999,34.990002,34.529999,34.799999,15892700,34.670759
2016-01-25,34.580002,34.939999,34.299999,34.34,16793600,34.212469
2016-01-26,34.32,35.23,34.119999,35.23,19728900,35.099163
2016-01-27,35.029999,35.549999,34.73,34.91,20567600,34.780352
2016-01-28,35.169998,35.549999,34.939999,35.330002,15472800,35.198794
2016-01-29,35.650002,36.310001,35.509998,36.310001,19059300,36.175154
2016-02-01,35.900002,36.540001,35.849998,36.32,14144000,36.185115
2016-02-02,35.849998,35.939999,35.25,35.349998,17404500,35.218716
2016-02-03,35.560001,35.790001,34.939999,35.689999,13855300,35.557454
2016-02-04,35.700001,36.540001,35.66,36.450001,16925900,36.314633
2016-02-05,36.130001,36.240002,35.369999,35.700001,17312200,35.567419
2016-02-08,35.130001,35.700001,34.48,35.610001,20118800,35.477753
2016-02-09,35.130001,35.610001,34.619999,35.080002,17819800,34.949722
2016-02-10,35.419998,36.139999,35.139999,35.200001,13368700,35.069275
2016-02-11,34.59,35.110001,34.470001,34.84,18889700,34.710612
2016-02-12,35.240002,35.549999,34.91,35.540001,15837900,35.408013
2016-02-16,35.759998,35.91,35.419998,35.700001,19676300,35.567419
2016-02-17,35.970001,36.77,35.970001,36.630001,13186500,36.493965
2016-02-18,36.709999,36.869999,36.400002,36.630001,12866600,36.493965
2016-02-19,36.52,36.790001,36.419998,36.779999,13203400,36.643406
2016-02-22,37.110001,37.490002,36.900002,37.110001,10109900,36.972182
2016-02-23,37.110001,37.110001,36.380001,36.549999,9417100,36.41426
2016-02-24,36.09,36.73,35.77,36.630001,10978200,36.493965
2016-02-25,36.790001,37.299999,36.5,37.290001,11566000,37.151514
2016-02-26,37.43,37.650002,36.84,36.959999,16551100,36.822738
2016-02-29,37.0,37.330002,36.630001,36.779999,22300200,36.643406
2016-03-01,37.150002,37.990002,37.040001,37.990002,13030800,37.848915
2016-03-02,37.759998,37.889999,37.43,37.759998,12791200,37.619766
2016-03-03,37.610001,37.91,37.400002,37.889999,8832200,37.749284
2016-03-04,38.0,38.16,37.77,37.889999,10638400,37.749284
2016-03-07,37.540001,38.450001,37.52,38.360001,13011000,38.21754
2016-03-08,38.110001,38.450001,37.939999,38.150002,12384400,38.008321
2016-03-09,38.43,38.610001,38.119999,38.48,16786500,38.337093
2016-03-10,38.77,38.77,37.509998,38.049999,17620600,37.90869
2016-03-11,38.450001,38.970001,38.279999,38.950001,13143300,38.805349
2016-03-14,38.91,38.939999,38.549999,38.700001,14704500,38.556277
2016-03-15,38.349998,38.869999,38.130001,38.740002,17502900,38.59613
2016-03-16,39.549999,40.950001,39.529999,40.220001,49082300,40.070633
2016-03-17,40.150002,40.959999,40.07,40.610001,22163500,40.459184
2016-03-18,40.869999,41.490002,40.650002,41.48,34354000,41.325952
2016-03-21,41.419998,42.0,41.369999,41.610001,17275100,41.45547
2016-03-22,41.32,41.75,41.189999,41.380001,11970500,41.226325
2016-03-23,41.299999,41.349998,40.57,40.75,13666800,40.598663
2016-03-24,40.599998,41.07,40.34,40.970001,11956200,40.817847
2016-03-28,41.110001,41.110001,40.560001,40.619999,14647000,40.469145
2016-03-29,40.41,40.799999,40.369999,40.700001,15159200,40.54885
2016-03-30,40.959999,41.110001,40.849998,40.970001,9803600,40.817847
2016-03-31,41.130001,41.240002,40.799999,40.91,10196500,40.758069
2016-04-01,40.68,41.220001,40.619999,41.16,9574100,41.00714
2016-04-04,41.150002,41.279999,40.900002,41.07,10243500,40.917474
2016-04-05,40.849998,41.060001,40.459999,40.529999,9111300,40.379479
2016-04-06,40.400002,40.790001,40.189999,40.75,12516200,40.598663
2016-04-07,40.59,40.59,39.810001,39.970001,12838600,39.821561
2016-04-08,40.130001,40.540001,40.130001,40.360001,8011000,40.210112
2016-04-11,40.59,41.080002,40.380001,40.389999,10399600,40.24
2016-04-12,40.310001,40.52,39.990002,40.419998,9245000,40.419998
2016-04-13,40.82,41.389999,40.630001,41.310001,12752300,41.310001
2016-04-14,41.310001,41.459999,41.18,41.240002,9150500,41.240002
2016-04-15,41.119999,41.380001,41.02,41.02,10340300,41.02
2016-04-18,40.84,41.25,40.799999,41.240002,8849300,41.240002
2016-04-19,41.41,41.490002,40.970001,41.060001,9884400,41.060001
2016-04-20,41.189999,41.389999,41.080002,41.099998,8481200,41.099998
2016-04-21,41.029999,41.299999,40.880001,40.990002,11954100,40.990002
2016-04-22,40.790001,41.43,40.669998,40.700001,15003300,40.700001
2016-04-25,40.59,40.830002,40.470001,40.779999,10876200,40.779999
2016-04-26,40.82,40.849998,40.43,40.650002,8363800,40.650002
2016-04-27,40.509998,41.0,40.509998,40.849998,8740600,40.849998
2016-04-28,40.360001,40.970001,40.169998,40.330002,9024200,40.330002
2016-04-29,40.169998,40.169998,39.369999,39.860001,12828700,39.860001
2016-05-02,39.900002,40.43,39.830002,40.299999,10431600,40.299999
2016-05-03,40.029999,40.110001,39.529999,39.68,11366200,39.68
2016-05-04,39.389999,39.57,39.130001,39.290001,9018300,39.290001
2016-05-05,39.439999,39.459999,39.130001,39.23,8962700,39.23
2016-05-06,38.970001,39.419998,38.970001,39.41,7578800,39.41
2016-05-09,39.34,39.73,39.220001,39.360001,7858100,39.360001
2016-05-10,39.580002,40.060001,39.580002,40.02,9159300,40.02
2016-05-11,39.860001,40.080002,39.639999,39.650002,7016400,39.650002
2016-05-12,39.889999,40.029999,39.59,39.82,10006700,39.82
2016-05-13,39.779999,40.080002,39.509998,39.610001,9330600,39.610001
2016-05-16,39.77,40.099998,39.459999,39.970001,7754500,39.970001
2016-05-17,39.799999,40.02,39.470001,39.599998,9430300,39.599998
2016-05-18,39.59,39.799999,39.16,39.470001,10342700,39.470001
2016-05-19,39.16,39.240002,38.560001,38.84,15103500,38.84
2016-05-20,39.080002,39.580002,38.950001,39.41,16039200,39.41
2016-05-23,39.310001,39.439999,39.139999,39.18,8895100,39.18
2016-05-24,39.419998,40.080002,39.25,39.900002,11326400,39.900002
2016-05-25,40.049999,40.290001,40.049999,40.130001,7972200,40.130001
2016-05-26,40.110001,40.200001,39.919998,39.950001,7476700,39.950001
2016-05-27,39.830002,40.080002,39.799999,40.07,8159400,40.07
2016-05-31,40.080002,40.220001,39.950001,40.200001,11020700,40.200001
2016-06-01,40.060001,40.299999,39.82,40.259998,9221000,40.259998
2016-06-02,38.700001,39.049999,38.080002,38.66,50916500,38.66
2016-06-03,38.740002,39.209999,38.689999,39.099998,20724800,39.099998
