Date,Open_MUR,High_MUR,Low_MUR,Close_MUR,Volume_MUR,AdjClose_MUR
2013-07-30,67.279997,67.549994,66.59,67.31,1197000,52.462752
2013-07-31,67.31,68.490003,67.169998,67.720002,1775400,52.782316
2013-08-01,68.150003,72.229993,68.150003,71.840001,3236600,55.993525
2013-08-02,71.860004,72.38,70.890004,71.279996,1296100,55.557046
2013-08-05,71.110001,71.559999,70.699998,70.989997,1368100,55.331015
2013-08-06,71.06,71.369992,70.079996,70.480002,1626000,54.933514
2013-08-07,70.069999,70.390001,69.039994,69.670006,1822100,54.302188
2013-08-08,70.989997,71.050003,69.850003,70.230002,982600,54.73866
2013-08-09,70.34,71.099995,70.039996,70.899997,799400,55.260867
2013-08-12,70.489994,71.250002,70.269998,71.230004,1199400,55.518081
2013-08-13,71.119993,71.160002,70.050001,70.440006,1303000,54.902341
2013-08-14,70.370004,70.669995,69.510003,69.839997,1092800,54.434682
2013-08-15,69.510003,70.239994,68.970004,69.839997,1058000,54.434682
2013-08-16,69.53,69.53,68.139997,68.690002,1669900,53.538353
2013-08-19,68.139997,68.650002,67.689999,67.840006,1164400,53.117888
2013-08-20,67.759998,68.389997,67.4,67.65,1361300,52.969115
2013-08-21,67.410006,67.810003,66.219997,66.489999,1417000,52.060849
2013-08-22,66.779993,67.439996,66.730006,67.200002,794700,52.616772
2013-08-23,67.340003,67.36,66.700003,66.97,1128000,52.436684
2013-08-26,67.029997,67.419998,65.919997,66.129997,1539200,51.778972
2013-08-27,65.469994,66.399998,65.300003,65.410001,1524500,51.215224
2013-08-28,65.600003,66.770001,65.550003,66.059998,1450000,51.724164
2013-08-29,65.940003,66.180002,65.710002,65.809999,1493100,51.528417
2013-08-30,66.070004,67.529996,65.989995,67.419998,2635700,52.789027
2013-09-03,59.060001,59.869999,58.009998,59.799999,5840000,54.220642
2013-09-04,59.880001,60.869999,59.549999,60.43,2948200,54.791864
2013-09-05,60.509998,61.110001,60.5,61.07,1839300,55.372151
2013-09-06,61.259998,62.139999,60.740002,61.77,1644900,56.006842
2013-09-09,61.73,62.310001,61.560001,62.259998,1490700,56.451123
2013-09-10,62.509998,62.549999,61.669998,62.299999,1625700,56.487392
2013-09-11,62.419998,63.23,62.02,62.540001,2194800,56.705001
2013-09-12,62.66,62.889999,61.790001,61.880001,1683800,56.106579
2013-09-13,61.990002,62.349998,61.439999,61.560001,1175300,55.816436
2013-09-16,62.209999,62.279999,61.5,61.610001,956900,55.86177
2013-09-17,61.700001,62.130001,61.619999,61.720001,845400,55.961508
2013-09-18,61.610001,62.5,61.02,62.27,919800,56.460192
2013-09-19,62.299999,62.849998,61.560001,61.73,1443900,55.970573
2013-09-20,61.560001,62.139999,61.09,61.52,2194600,55.780167
2013-09-23,61.189999,61.360001,60.380001,61.060001,1186800,55.363086
2013-09-24,61.02,62.560001,61.02,61.439999,1310100,55.707629
2013-09-25,61.5,61.91,61.279999,61.360001,995800,55.635095
2013-09-26,61.450001,61.689999,60.900002,61.540001,945200,55.798301
