Date,Open_APD,High_APD,Low_APD,Close_APD,Volume_APD,AdjClose_APD
2013-12-04,107.0,107.800003,106.449997,107.449997,725600,101.263481
2013-12-05,107.0,107.349998,106.18,106.510002,674100,100.377608
2013-12-06,107.809998,109.550003,107.449997,109.510002,762200,103.20488
2013-12-09,109.360001,109.510002,108.669998,109.18,833100,102.893879
2013-12-10,108.489998,109.769997,108.440002,109.099998,625500,102.818483
2013-12-11,108.940002,108.970001,106.739998,106.830002,702800,100.679183
2013-12-12,106.720001,107.75,106.129997,107.480003,697800,101.29176
2013-12-13,107.589996,108.260002,107.389999,107.720001,686100,101.51794
2013-12-16,108.010002,108.650002,107.07,107.300003,860400,101.122124
2013-12-17,107.5,108.349998,106.790001,107.400002,1315400,101.216365
2013-12-18,107.879997,107.989998,105.739998,107.279999,1882800,101.103271
2013-12-19,107.050003,111.050003,106.510002,110.919998,2244100,104.533695
2013-12-20,111.209999,112.260002,111.099998,111.300003,1453000,104.891821
2013-12-23,111.739998,112.610001,111.160004,112.519997,692400,106.041572
2013-12-24,112.610001,113.540001,112.349998,112.790001,452000,106.296031
2013-12-26,112.93,113.830002,112.769997,113.660004,483100,107.115942
2013-12-27,113.870003,113.989998,112.949997,113.43,476700,106.899182
2013-12-30,112.480003,113.32,112.470001,112.589996,422700,106.775892
2013-12-31,112.529999,113.110001,111.400002,111.779999,1178800,106.007723
2014-01-02,111.559998,111.949997,111.110001,111.440002,839100,105.685283
2014-01-03,111.940002,112.07,110.730003,111.220001,1057800,105.476643
2014-01-06,111.57,112.0,110.769997,111.489998,773900,105.732697
2014-01-07,112.199997,112.199997,110.0,110.110001,1292100,104.423962
2014-01-08,110.279999,110.419998,109.099998,110.089996,1398300,104.404991
2014-01-09,110.239998,110.959999,109.260002,109.660004,1127900,103.997203
2014-01-10,110.089996,110.639999,109.419998,109.629997,1159000,103.968746
2014-01-13,109.440002,110.540001,108.360001,108.580002,1033100,102.972972
2014-01-14,108.910004,110.309998,108.169998,110.169998,804300,104.480862
2014-01-15,110.199997,112.139999,110.110001,111.25,1313600,105.505093
2014-01-16,111.029999,111.860001,110.980003,111.690002,1119200,105.922374
2014-01-17,111.860001,112.529999,111.279999,112.010002,1368400,106.225849
2014-01-21,112.379997,112.93,111.550003,112.050003,798300,106.263784
2014-01-22,112.709999,113.220001,111.669998,112.300003,1069000,106.500874
2014-01-23,111.379997,111.949997,110.82,111.010002,829400,105.277488
2014-01-24,110.040001,110.349998,106.650002,106.709999,1158200,101.199536
2014-01-27,107.07,107.379997,105.470001,106.239998,1116100,100.753805
2014-01-28,106.959999,107.949997,105.75,107.790001,1469400,102.223767
2014-01-29,106.470001,107.629997,105.400002,106.0,1645800,100.526201
2014-01-30,106.510002,106.540001,105.82,105.919998,906700,100.45033
2014-01-31,104.830002,106.150002,103.809998,105.139999,1741900,99.71061
2014-02-03,105.470001,106.089996,103.400002,103.75,1777300,98.39239
2014-02-04,104.309998,105.309998,103.790001,103.980003,1213400,98.610516
2014-02-05,103.699997,104.589996,102.730003,104.260002,847400,98.876056
2014-02-06,104.029999,107.339996,103.760002,107.239998,1511700,101.702166
2014-02-07,108.309998,109.339996,107.690002,109.230003,1685700,103.589408
2014-02-10,109.0,110.610001,109.0,109.809998,1599400,104.139451
2014-02-11,110.269997,112.120003,109.830002,111.940002,1607800,106.159464
2014-02-12,111.839996,112.260002,111.660004,111.870003,2044400,106.093079
2014-02-13,110.790001,117.040001,110.610001,116.93,3036600,110.89178
2014-02-14,116.779999,117.550003,115.889999,117.379997,1364400,111.318539
2014-02-18,117.5,118.889999,117.470001,118.040001,1309700,111.944461
2014-02-19,118.199997,118.610001,117.050003,117.080002,1406500,111.034035
2014-02-20,117.510002,118.050003,116.150002,117.709999,1358200,111.6315
2014-02-21,118.370003,119.230003,117.93,118.269997,1322300,112.162579
2014-02-24,117.980003,119.059998,117.980003,118.730003,1555600,112.598832
2014-02-25,118.43,120.0,118.300003,119.669998,1517100,113.490285
2014-02-26,119.529999,120.360001,117.379997,117.470001,2940100,111.403895
2014-02-27,118.800003,119.629997,118.300003,119.339996,1437500,113.177325
2014-02-28,119.5,122.239998,119.480003,121.32,1625700,115.055081
2014-03-03,120.589996,121.080002,119.650002,120.519997,852100,114.29639
2014-03-04,122.0,123.150002,121.660004,122.510002,1143700,116.183633
2014-03-05,122.510002,122.510002,121.449997,121.580002,723900,115.301657
2014-03-06,121.580002,123.599998,121.510002,122.449997,1083900,116.126726
2014-03-07,123.129997,123.260002,121.370003,121.669998,929800,115.387006
2014-03-10,121.599998,121.800003,120.0,121.099998,1283000,114.846441
2014-03-11,121.459999,122.220001,120.470001,120.540001,1536800,114.315361
2014-03-12,119.940002,120.230003,119.440002,119.75,1441400,113.566156
2014-03-13,120.089996,120.93,118.870003,119.309998,982900,113.148875
2014-03-14,119.400002,120.129997,119.169998,119.769997,1029900,113.58512
2014-03-17,120.160004,121.32,119.910004,120.849998,933700,114.609351
2014-03-18,121.379997,121.849998,120.529999,121.830002,1183500,115.538747
2014-03-19,121.599998,122.449997,120.529999,121.040001,1528000,114.789542
2014-03-20,120.639999,122.260002,120.639999,122.209999,1032800,115.899122
2014-03-21,123.879997,124.400002,121.980003,122.150002,1988900,115.842222
2014-03-24,122.18,123.230003,119.959999,120.190002,1435300,113.983437
2014-03-25,121.089996,121.440002,120.0,120.949997,970400,114.704185
2014-03-26,121.559998,121.690002,119.389999,119.419998,710200,113.253195
2014-03-27,119.269997,119.360001,118.0,118.440002,965100,112.323806
2014-03-28,118.389999,118.5,117.279999,117.300003,1600600,111.970616
2014-03-31,118.489998,119.239998,117.480003,119.040001,1845700,113.631559
2014-04-01,118.93,120.010002,118.93,120.0,782000,114.547942
2014-04-02,120.389999,121.809998,119.690002,121.760002,1061400,116.22798
2014-04-03,122.25,122.919998,120.739998,121.150002,1006000,115.645694
2014-04-04,121.769997,122.220001,119.040001,119.099998,1085400,113.688831
2014-04-07,119.230003,119.230003,116.57,116.779999,1056700,111.474237
2014-04-08,116.800003,117.709999,116.580002,117.120003,1075500,111.798794
2014-04-09,117.459999,118.910004,117.220001,118.449997,1383300,113.068361
2014-04-10,118.5,119.57,115.809998,115.849998,2118700,110.586491
2014-04-11,115.5,116.699997,115.089996,115.139999,1682200,109.908749
2014-04-14,115.870003,116.150002,114.519997,115.190002,1023300,109.956481
2014-04-15,115.370003,116.360001,114.279999,116.309998,881000,111.02559
2014-04-16,117.160004,118.709999,116.849998,118.68,1697000,113.287915
2014-04-17,118.440002,118.970001,117.900002,117.940002,1215200,112.581538
2014-04-21,117.660004,118.709999,117.269997,117.550003,1290700,112.209257
2014-04-22,117.68,119.900002,117.269997,119.169998,1454700,113.75565
2014-04-23,119.639999,120.129997,117.32,118.470001,1152300,113.087457
2014-04-24,119.029999,119.029999,117.93,118.449997,738500,113.068361
2014-04-25,118.389999,118.389999,116.43,117.120003,735900,111.798794
2014-04-28,116.779999,117.589996,115.629997,117.019997,1304200,111.703331
2014-04-29,117.629997,118.019997,116.910004,117.129997,805300,111.808334
2014-04-30,116.720001,117.720001,116.529999,117.519997,657400,112.180614
2014-05-01,117.57,118.480003,116.75,117.419998,887300,112.085159
2014-05-02,117.410004,118.470001,116.82,118.220001,838100,112.848815
2014-05-05,117.800003,119.620003,117.370003,119.349998,747300,113.927472
2014-05-06,118.989998,120.379997,118.400002,118.790001,1107800,113.392917
2014-05-07,119.260002,119.989998,117.879997,119.919998,717400,114.471575
2014-05-08,119.739998,120.849998,118.709999,119.040001,556400,113.631559
2014-05-09,119.059998,119.370003,118.239998,118.720001,529400,113.326098
2014-05-12,119.410004,120.580002,118.970001,119.879997,980800,114.433391
2014-05-13,120.0,120.300003,119.18,119.300003,523000,113.879748
2014-05-14,119.230003,120.25,118.800003,119.699997,526500,114.261569
2014-05-15,119.349998,119.349998,116.660004,116.980003,1006600,111.665155
2014-05-16,117.080002,118.540001,116.669998,118.5,1021500,113.116092
2014-05-19,118.489998,119.419998,117.919998,118.230003,546400,112.858363
2014-05-20,117.82,118.260002,116.290001,116.75,731100,111.445602
2014-05-21,117.169998,118.75,116.610001,118.510002,770700,113.12564
2014-05-22,118.339996,119.0,117.879997,118.190002,394600,112.820179
2014-05-23,118.18,118.849998,117.639999,118.739998,587900,113.345186
2014-05-27,119.230003,119.720001,118.620003,118.790001,458300,113.392917
2014-05-28,118.800003,119.139999,118.25,118.309998,371300,112.934723
2014-05-29,119.220001,120.32,117.940002,120.220001,533300,114.757947
2014-05-30,119.849998,120.089996,119.169998,119.970001,496100,114.519306
2014-06-02,120.0,122.059998,119.739998,121.830002,858600,116.2948
2014-06-03,121.529999,121.839996,120.849998,121.540001,661500,116.017974
2014-06-04,121.230003,121.730003,120.389999,120.449997,829100,114.977494
2014-06-05,121.199997,123.010002,119.559998,122.860001,1002500,117.278002
2014-06-06,122.970001,123.580002,122.599998,123.550003,563400,117.936655
2014-06-09,123.400002,123.410004,122.5,122.949997,714100,117.363909
2014-06-10,122.639999,123.339996,121.809998,123.32,1233200,117.717101
2014-06-11,122.599998,122.949997,121.839996,121.989998,603400,116.447526
2014-06-12,121.919998,121.919998,119.32,119.540001,995000,114.108842
2014-06-13,119.589996,121.480003,119.400002,121.129997,700300,115.626599
2014-06-16,121.07,121.07,119.610001,120.519997,818000,115.044313
2014-06-17,120.18,121.629997,119.800003,121.599998,804100,116.075246
2014-06-18,128.699997,131.479996,128.570007,130.720001,9193200,124.780892
2014-06-19,130.289993,130.949997,129.389999,129.699997,2099300,123.807231
2014-06-20,130.25,130.830002,129.720001,130.75,2460100,124.809528
2014-06-23,130.580002,130.619995,129.649994,130.130005,753800,124.217702
2014-06-24,130.050003,130.160004,128.940002,129.220001,1376100,123.349043
2014-06-25,129.210007,130.199997,128.130005,129.539993,947500,123.654497
2014-06-26,129.720001,129.940002,128.020004,128.830002,920600,122.976763
2014-06-27,126.870003,128.649994,126.620003,128.610001,1514800,123.504931
2014-06-30,128.410004,129.350006,127.339996,128.619995,1405500,123.514529
2014-07-01,128.300003,129.479996,127.260002,129.259995,1561800,124.129124
2014-07-02,129.660004,129.660004,128.449997,128.630005,829900,123.524141
2014-07-03,129.399994,129.529999,129.0,129.419998,519400,124.282776
2014-07-07,128.759995,129.199997,128.339996,128.910004,707400,123.793025
