Date,Open_MA,High_MA,Low_MA,Close_MA,Volume_MA,AdjClose_MA
2014-08-29,76.300003,76.480003,75.730003,75.809998,3231600,74.856612
2014-09-02,75.93,76.010002,75.440002,75.580002,3613200,74.629509
2014-09-03,76.099998,76.190002,75.730003,75.940002,2870200,74.984982
2014-09-04,76.029999,76.82,76.0,76.379997,2680300,75.419444
2014-09-05,76.190002,76.93,75.860001,76.860001,3487400,75.89341
2014-09-08,76.589996,76.849998,75.900002,76.230003,2845600,75.271336
2014-09-09,76.260002,76.510002,75.690002,76.07,4144700,75.113345
2014-09-10,76.089996,76.93,75.879997,76.650002,4188000,75.686052
2014-09-11,76.32,76.449997,75.410004,75.620003,4673100,74.669007
2014-09-12,75.68,76.07,74.93,75.470001,4239500,74.520892
2014-09-15,75.190002,75.419998,74.779999,75.239998,4046800,74.293781
2014-09-16,75.650002,76.800003,74.940002,76.589996,4870400,75.626802
2014-09-17,76.879997,76.900002,75.470001,76.220001,5549400,75.26146
2014-09-18,76.639999,77.809998,76.230003,77.800003,5782900,76.821591
2014-09-19,77.940002,78.370003,77.239998,77.279999,8492600,76.308127
2014-09-22,77.260002,77.360001,76.080002,76.160004,3432900,75.202217
2014-09-23,75.980003,76.25,75.5,75.510002,3908100,74.56039
2014-09-24,75.699997,77.050003,75.550003,77.050003,3618900,76.081023
2014-09-25,76.540001,76.639999,74.720001,74.720001,5006100,73.780324
2014-09-26,74.75,75.169998,74.5,75.059998,3767500,74.116044
2014-09-29,74.150002,74.889999,73.790001,74.519997,3905900,73.582834
2014-09-30,74.470001,75.309998,73.919998,73.919998,9347500,72.990381
2014-10-01,73.82,74.18,73.07,73.32,6619400,72.397929
2014-10-02,72.870003,73.730003,72.589996,73.419998,5607000,72.496669
2014-10-03,74.050003,74.629997,73.900002,74.330002,5338000,73.395229
2014-10-06,74.620003,74.779999,74.389999,74.510002,4783400,73.572966
2014-10-07,74.099998,74.32,72.940002,72.940002,5842000,72.129195
2014-10-08,72.75,74.07,72.480003,74.059998,4116100,73.23674
2014-10-09,73.980003,73.989998,71.809998,71.830002,5790800,71.031533
2014-10-10,71.800003,72.300003,70.5,70.5,5981300,69.716316
2014-10-13,70.589996,71.209999,69.639999,69.779999,6039500,69.004318
2014-10-14,70.040001,71.669998,70.0,71.0,8181000,70.210758
2014-10-15,69.959999,71.730003,69.660004,71.300003,11596100,70.507426
2014-10-16,70.080002,71.489998,69.849998,70.860001,9418000,70.072315
2014-10-17,71.699997,72.160004,70.860001,71.559998,5888500,70.76453
2014-10-20,71.209999,72.059998,71.139999,72.040001,3281600,71.239198
2014-10-21,72.870003,74.279999,72.550003,74.160004,4556400,73.335635
2014-10-22,74.110001,74.360001,73.18,73.220001,4155400,72.406081
2014-10-23,74.099998,74.660004,73.769997,74.089996,3604100,73.266405
2014-10-24,73.839996,74.080002,73.389999,74.0,3374400,73.17741
2014-10-27,74.0,74.529999,73.760002,74.110001,3402600,73.286187
2014-10-28,74.540001,76.010002,74.470001,76.0,4992800,75.155177
2014-10-29,76.190002,76.970001,75.580002,75.989998,6213500,75.145286
2014-10-30,78.349998,83.220001,78.300003,83.129997,16292400,82.205917
2014-10-31,83.209999,84.830002,83.199997,83.75,11664600,82.819028
2014-11-03,83.82,84.349998,83.82,84.129997,6661300,83.194801
2014-11-04,83.860001,84.209999,82.699997,83.989998,5977100,83.056358
2014-11-05,84.5,86.400002,84.379997,85.989998,7999000,85.034126
2014-11-06,86.0,86.379997,85.489998,85.75,5147900,84.796796
2014-11-07,85.940002,85.940002,84.589996,84.800003,4926000,83.857359
2014-11-10,84.720001,85.110001,84.209999,84.849998,4526100,83.906798
2014-11-11,84.980003,85.120003,84.25,84.589996,2679900,83.649687
2014-11-12,83.760002,84.68,83.330002,84.349998,3121000,83.412357
2014-11-13,84.540001,84.739998,83.75,84.199997,3096500,83.264022
2014-11-14,84.32,84.339996,83.639999,84.050003,2224100,83.115696
2014-11-17,83.800003,84.260002,83.169998,83.199997,3368400,82.275139
2014-11-18,83.25,84.239998,83.18,83.900002,3142700,82.967362
2014-11-19,83.699997,84.489998,83.410004,84.279999,2501000,83.343135
2014-11-20,83.5,84.849998,83.290001,84.599998,3452000,83.659577
2014-11-21,85.739998,85.879997,84.209999,84.720001,4969100,83.778246
2014-11-24,84.82,85.190002,84.650002,84.989998,5150400,84.045242
2014-11-25,85.099998,86.739998,85.080002,86.339996,5618000,85.380233
2014-11-26,86.260002,86.900002,85.959999,86.559998,3327600,85.597789
2014-11-28,87.0,87.889999,86.68,87.290001,2452800,86.319678
2014-12-01,86.559998,88.160004,86.349998,87.459999,4989800,86.487786
2014-12-02,87.910004,87.949997,86.540001,87.690002,5407300,86.715233
2014-12-03,88.209999,89.239998,87.68,88.32,6085400,87.338227
2014-12-04,88.379997,89.440002,88.139999,88.769997,3527900,87.783222
2014-12-05,89.870003,89.870003,88.849998,89.080002,3739900,88.089781
2014-12-08,89.040001,89.559998,87.879997,88.040001,4473300,87.061341
2014-12-09,86.57,88.050003,86.400002,87.839996,3732400,86.863559
2014-12-10,87.529999,88.029999,86.209999,86.330002,3277400,85.37035
2014-12-11,86.760002,88.18,86.75,87.690002,4078500,86.715233
2014-12-12,86.57,87.32,84.110001,84.129997,6644500,83.194801
2014-12-15,85.139999,85.290001,83.540001,84.610001,4921600,83.669468
2014-12-16,83.720001,84.970001,82.050003,82.639999,6970300,81.721366
2014-12-17,82.790001,84.870003,82.400002,84.730003,6443700,83.788137
2014-12-18,86.120003,86.919998,85.400002,86.919998,6442100,85.953788
2014-12-19,86.980003,87.290001,86.139999,86.440002,6262000,85.479128
2014-12-22,86.75,86.970001,86.209999,86.830002,2561600,85.864792
2014-12-23,87.459999,87.849998,86.75,87.629997,2749700,86.655895
2014-12-24,87.699997,88.300003,87.529999,87.769997,1219500,86.794338
