Date,Open_BLL,High_BLL,Low_BLL,Close_BLL,Volume_BLL,AdjClose_BLL
2013-09-06,44.450001,44.66,44.099998,44.400002,445200,43.417453
2013-09-09,44.330002,45.119999,44.25,45.029999,548200,44.033508
2013-09-10,45.25,45.630001,45.119999,45.310001,673600,44.307315
2013-09-11,45.330002,45.450001,45.16,45.240002,662000,44.238864
2013-09-12,45.220001,45.32,44.509998,44.639999,630700,43.65214
2013-09-13,44.599998,44.77,44.259998,44.459999,532200,43.476123
2013-09-16,45.029999,45.77,44.98,45.669998,714300,44.659345
2013-09-17,45.669998,46.0,45.419998,45.779999,839700,44.766911
2013-09-18,45.689999,46.700001,45.259998,46.459999,975500,45.431864
2013-09-19,46.450001,46.799999,46.07,46.080002,556600,45.060276
2013-09-20,46.150002,46.360001,45.41,45.790001,1590200,44.776692
2013-09-23,45.580002,46.360001,45.549999,45.630001,656700,44.620233
2013-09-24,45.57,45.77,45.439999,45.439999,396100,44.434435
2013-09-25,44.82,45.68,44.700001,45.400002,1428300,44.395323
2013-09-26,45.529999,45.93,45.189999,45.470001,439100,44.463774
2013-09-27,45.119999,45.330002,44.889999,45.0,1341600,44.004174
2013-09-30,44.650002,45.110001,44.419998,44.880001,1471500,43.88683
2013-10-01,44.880001,45.549999,44.77,45.419998,698500,44.414877
2013-10-02,45.18,45.599998,44.880001,45.490002,1319500,44.483332
2013-10-03,45.5,45.529999,44.5,44.900002,954400,43.906388
2013-10-04,44.880001,45.310001,44.669998,45.189999,780900,44.189968
2013-10-07,44.82,45.139999,44.57,44.889999,513400,43.896607
2013-10-08,44.689999,45.040001,44.580002,44.66,1016700,43.671697
2013-10-09,44.700001,44.889999,44.290001,44.639999,877600,43.65214
2013-10-10,45.02,45.34,44.509998,44.759998,2069200,43.769483
2013-10-11,44.84,45.5,44.639999,45.48,1069100,44.473551
2013-10-14,45.25,45.630001,45.02,45.57,743000,44.561559
2013-10-15,45.380001,45.52,44.779999,44.779999,1185600,43.789041
2013-10-16,45.07,45.23,44.779999,45.220001,1038800,44.219306
2013-10-17,45.16,46.07,45.060001,46.029999,1274500,45.011379
2013-10-18,46.23,46.240002,45.759998,46.169998,575200,45.14828
2013-10-21,46.139999,46.34,45.790001,46.029999,366500,45.011379
2013-10-22,46.220001,46.740002,46.16,46.580002,497300,45.549211
2013-10-23,46.18,46.299999,45.27,46.009998,1756900,44.991821
2013-10-24,47.0,47.990002,46.880001,47.860001,1569000,46.800884
2013-10-25,47.959999,48.759998,47.93,48.599998,1206900,47.524506
2013-10-28,48.619999,48.900002,48.419998,48.77,990600,47.690746
2013-10-29,48.869999,49.009998,48.790001,48.860001,787400,47.778754
2013-10-30,48.970001,49.16,48.450001,48.549999,1218600,47.475613
2013-10-31,48.549999,49.189999,48.360001,48.889999,1442300,47.808089
2013-11-01,48.93,49.240002,48.59,48.880001,1044400,47.798312
2013-11-04,49.060001,49.560001,48.919998,49.48,855900,48.385033
2013-11-05,49.470001,49.790001,48.98,49.580002,953100,48.482822
2013-11-06,49.689999,50.200001,49.59,50.040001,1197300,48.932642
2013-11-07,50.02,50.349998,49.32,49.360001,944300,48.26769
2013-11-08,49.369999,49.779999,49.32,49.5,880600,48.404591
2013-11-11,49.540001,49.91,49.389999,49.720001,653500,48.619724
2013-11-12,49.639999,49.689999,49.150002,49.34,842300,48.248132
2013-11-13,49.080002,49.470001,48.84,49.470001,1233000,48.375256
2013-11-14,49.68,49.75,49.310001,49.540001,771900,48.443707
2013-11-15,50.200001,50.419998,49.740002,50.169998,1254200,49.059762
2013-11-18,50.16,50.650002,50.040001,50.32,620600,49.206444
2013-11-19,50.330002,50.689999,50.209999,50.509998,519100,49.392239
2013-11-20,50.509998,50.709999,49.82,49.860001,776900,48.756625
2013-11-21,50.009998,50.509998,49.970001,50.32,617300,49.206444
2013-11-22,50.32,50.459999,49.860001,50.009998,836000,48.903303
2013-11-25,50.189999,50.439999,50.099998,50.200001,560600,49.089101
2013-11-26,50.25,50.540001,49.98,50.27,836100,49.157552
2013-11-27,50.279999,50.610001,50.07,50.419998,456100,49.432065
2013-11-29,50.549999,50.610001,49.939999,49.98,514300,49.000688
2013-12-02,50.009998,50.68,49.740002,50.200001,683700,49.216378
2013-12-03,50.09,50.18,49.369999,49.720001,1017300,48.745784
2013-12-04,49.619999,49.950001,49.349998,49.630001,910700,48.657547
2013-12-05,49.470001,49.77,49.259998,49.330002,632200,48.363426
2013-12-06,49.799999,50.189999,49.59,50.049999,652200,49.069316
2013-12-09,50.040001,50.48,49.889999,50.360001,650100,49.373243
2013-12-10,50.18,50.900002,50.110001,50.560001,978200,49.569325
2013-12-11,50.5,50.639999,49.740002,49.869999,780700,48.892843
2013-12-12,49.84,50.060001,49.599998,49.860001,598200,48.88304
2013-12-13,49.889999,50.25,49.619999,49.91,625500,48.93206
2013-12-16,49.98,50.639999,49.849998,50.549999,743400,49.559519
2013-12-17,50.490002,50.599998,49.68,50.119999,715900,49.137944
2013-12-18,50.200001,51.259998,50.02,51.18,1206900,50.177176
2013-12-19,51.02,51.080002,50.43,50.75,892100,49.755601
2013-12-20,50.849998,51.060001,50.52,50.93,1018700,49.932074
2013-12-23,51.09,51.099998,50.709999,50.889999,445700,49.892857
2013-12-24,50.889999,51.41,50.889999,51.169998,249200,50.167369
2013-12-26,51.259998,51.619999,50.959999,51.5,540300,50.490905
2013-12-27,51.580002,51.77,51.389999,51.580002,379800,50.569339
2013-12-30,51.540001,51.82,51.400002,51.790001,533500,50.775224
2013-12-31,51.75,51.970001,51.380001,51.66,710500,50.64777
2014-01-02,51.25,51.619999,51.130001,51.41,617400,50.402669
2014-01-03,51.48,51.880001,51.43,51.650002,429900,50.637968
2014-01-06,51.650002,51.810001,51.080002,51.459999,760000,50.451688
2014-01-07,51.57,52.119999,51.57,52.040001,654800,51.020325
2014-01-08,51.959999,52.200001,51.799999,52.040001,589300,51.020325
2014-01-09,52.209999,52.450001,51.799999,52.16,678800,51.137973
2014-01-10,52.330002,52.330002,51.669998,51.93,506500,50.91248
2014-01-13,51.759998,51.900002,50.709999,50.779999,873500,49.785012
2014-01-14,50.779999,51.23,50.779999,51.209999,747400,50.206587
2014-01-15,51.279999,51.43,50.830002,50.98,597500,49.981094
2014-01-16,50.970001,50.990002,50.66,50.959999,510800,49.961485
2014-01-17,51.130001,51.139999,50.490002,50.529999,667700,49.53991
2014-01-21,50.73,50.810001,50.18,50.560001,941000,49.569325
2014-01-22,50.700001,50.810001,50.419998,50.75,662700,49.755601
2014-01-23,50.59,50.779999,49.77,50.009998,821000,49.030099
2014-01-24,49.689999,49.810001,48.580002,48.599998,831600,47.647727
2014-01-27,48.709999,49.66,48.43,48.529999,1211700,47.579098
2014-01-28,48.59,48.720001,48.110001,48.27,1289300,47.324195
2014-01-29,47.880001,49.439999,47.75,49.07,1626600,48.108519
2014-01-30,51.799999,52.740002,50.709999,51.599998,2554800,50.588944
2014-01-31,50.959999,51.77,50.759998,51.189999,1681800,50.186978
2014-02-03,51.299999,52.040001,51.110001,51.16,2194500,50.157567
2014-02-04,51.389999,51.560001,50.220001,51.189999,2069100,50.186978
2014-02-05,50.950001,51.950001,50.290001,51.650002,1672100,50.637968
2014-02-06,51.650002,52.02,51.310001,52.009998,1338700,50.990911
2014-02-07,51.98,52.869999,51.84,52.799999,1228500,51.765432
2014-02-10,52.68,53.34,52.639999,53.259998,1121400,52.216418
2014-02-11,53.130001,54.189999,53.040001,53.939999,949700,52.883094
2014-02-12,54.040001,54.310001,53.720001,53.849998,1363100,52.794858
2014-02-13,53.560001,54.869999,53.5,54.48,1105600,53.412514
2014-02-14,54.43,54.830002,54.290001,54.630001,1499300,53.559577
2014-02-18,54.599998,55.169998,54.549999,54.869999,1235000,53.794872
2014-02-19,54.669998,55.560001,54.669998,54.91,880100,53.834089
2014-02-20,54.889999,55.110001,54.450001,54.75,1030400,53.677224
2014-02-21,54.889999,55.360001,54.66,54.919998,2236800,53.843892
2014-02-24,54.919998,55.369999,54.830002,54.880001,680700,53.804678
2014-02-25,54.869999,54.98,54.560001,54.700001,644600,53.628205
2014-02-26,54.900002,55.290001,54.779999,54.950001,597600,53.873306
2014-02-27,54.860001,55.299999,54.790001,55.299999,731200,54.345016
2014-02-28,55.290001,55.84,55.27,55.560001,599700,54.600528
2014-03-03,54.939999,55.400002,54.790001,55.240002,713500,54.286055
2014-03-04,55.799999,56.0,55.529999,55.990002,1138300,55.023103
2014-03-05,56.0,56.0,55.619999,55.759998,632900,54.797071
2014-03-06,56.02,56.240002,55.790001,55.950001,632800,54.983793
2014-03-07,56.110001,56.330002,55.830002,56.09,1110300,55.121374
2014-03-10,55.98,56.189999,55.459999,55.529999,675500,54.571044
2014-03-11,55.580002,55.68,54.939999,55.080002,1113800,54.128818
2014-03-12,54.740002,55.009998,54.41,54.57,1036200,53.627623
2014-03-13,54.75,55.18,54.27,54.549999,1195600,53.607968
2014-03-14,54.48,54.860001,53.970001,54.029999,1776700,53.096947
2014-03-17,54.220001,54.610001,54.130001,54.529999,703200,53.588313
2014-03-18,54.639999,54.889999,54.450001,54.59,693800,53.647278
2014-03-19,54.619999,54.830002,53.720001,53.990002,874000,53.057641
2014-03-20,53.759998,54.040001,53.59,53.73,956900,52.802129
2014-03-21,54.110001,54.310001,53.610001,54.040001,2101700,53.106777
2014-03-24,54.110001,54.299999,53.240002,53.43,834100,52.50731
2014-03-25,53.59,53.900002,53.400002,53.57,720200,52.644892
2014-03-26,53.740002,53.889999,53.240002,53.310001,837500,52.389384
2014-03-27,53.209999,53.68,52.900002,53.599998,770900,52.674373
2014-03-28,53.73,54.209999,53.5,53.970001,526900,53.037986
2014-03-31,54.099998,54.900002,53.98,54.810001,1153200,53.86348
2014-04-01,54.970001,55.080002,54.619999,55.060001,748000,54.109163
2014-04-02,54.950001,55.5,54.650002,55.400002,770900,54.443291
2014-04-03,55.610001,55.639999,55.09,55.290001,621200,54.33519
2014-04-04,55.650002,56.290001,54.919998,55.18,910600,54.227089
2014-04-07,55.009998,55.18,54.259998,54.400002,929500,53.460561
2014-04-08,54.450001,55.02,54.27,54.799999,698500,53.853651
2014-04-09,54.619999,55.279999,54.619999,55.169998,631600,54.21726
2014-04-10,55.259998,55.52,54.650002,54.75,806700,53.804515
2014-04-11,54.560001,54.84,53.900002,53.939999,895000,53.008502
2014-04-14,53.959999,54.16,53.610001,53.849998,765700,52.920056
2014-04-15,54.029999,55.349998,53.869999,55.32,1230700,54.364671
2014-04-16,55.630001,56.169998,55.619999,56.040001,958400,55.072239
2014-04-17,56.099998,56.450001,55.98,56.240002,846900,55.268786
2014-04-21,56.18,56.240002,55.880001,56.110001,657800,55.141029
2014-04-22,56.189999,56.330002,53.700001,55.610001,1545800,54.649664
2014-04-23,55.470001,55.759998,55.0,55.470001,951500,54.512082
2014-04-24,55.73,55.830002,55.27,55.400002,630900,54.443291
2014-04-25,55.450001,55.98,55.23,55.950001,958200,54.983793
2014-04-28,56.16,56.919998,55.950001,56.189999,1429000,55.219646
2014-04-29,56.41,56.549999,55.93,56.09,681600,55.121374
2014-04-30,56.07,56.310001,55.84,56.189999,1195300,55.219646
2014-05-01,56.919998,58.200001,56.700001,56.939999,1991800,55.956694
2014-05-02,57.0,57.0,55.540001,55.68,2788300,54.718455
2014-05-05,55.580002,56.52,55.52,56.490002,1918000,55.514468
2014-05-06,56.41,57.099998,56.32,56.82,798200,55.838767
2014-05-07,57.060001,57.959999,56.77,57.860001,1305700,56.860808
2014-05-08,57.869999,58.27,57.700001,58.119999,1031300,57.116317
2014-05-09,58.220001,58.669998,57.860001,58.639999,1140000,57.627337
2014-05-12,58.790001,59.25,58.68,58.990002,972500,57.971295
2014-05-13,58.959999,59.200001,58.580002,58.779999,1160300,57.764919
2014-05-14,59.07,59.98,58.869999,59.689999,1786800,58.659204
2014-05-15,59.619999,59.799999,59.040001,59.450001,1093000,58.423351
2014-05-16,59.349998,59.84,59.0,59.84,1901800,58.806615
2014-05-19,59.650002,60.549999,59.630001,60.389999,853400,59.347116
2014-05-20,60.220001,60.5,59.939999,60.009998,727700,58.973678
2014-05-21,60.02,60.349998,59.66,59.970001,918500,58.934371
2014-05-22,59.970001,60.330002,59.82,59.93,852600,58.895061
2014-05-23,60.009998,60.330002,59.919998,60.220001,1088400,59.180054
2014-05-27,60.169998,60.650002,59.860001,60.470001,737000,59.425737
2014-05-28,60.700001,61.240002,60.080002,60.099998,1112900,59.062124
2014-05-29,60.119999,60.369999,59.68,60.279999,841700,59.367428
2014-05-30,60.310001,60.619999,60.040001,60.360001,787600,59.446219
2014-06-02,60.619999,60.68,60.07,60.080002,1147100,59.170459
2014-06-03,60.009998,61.049999,60.009998,61.029999,1454000,60.106074
2014-06-04,60.91,60.98,60.439999,60.52,758800,59.603796
2014-06-05,60.349998,61.049999,60.16,61.02,485300,60.096227
2014-06-06,60.98,61.34,60.900002,61.09,695700,60.165167
2014-06-09,61.09,61.419998,60.970001,61.23,1163100,60.303047
2014-06-10,61.360001,61.66,61.029999,61.400002,1176700,60.470475
2014-06-11,61.150002,61.27,60.540001,60.919998,609900,59.997739
2014-06-12,60.880001,60.990002,60.330002,60.580002,602000,59.662889
2014-06-13,59.869999,60.900002,59.830002,60.869999,692300,59.948496
2014-06-16,60.73,61.060001,60.369999,60.529999,665900,59.613643
2014-06-17,60.549999,61.060001,60.419998,60.82,473000,59.899254
2014-06-18,60.650002,60.990002,60.139999,60.939999,547900,60.017436
2014-06-19,60.759998,61.240002,60.759998,61.23,566800,60.303047
2014-06-20,61.310001,61.610001,61.169998,61.509998,909100,60.578807
2014-06-23,61.349998,61.75,61.099998,61.73,772900,60.795477
2014-06-24,61.549999,61.98,61.150002,61.360001,602400,60.43108
2014-06-25,61.669998,62.709999,61.490002,62.220001,869400,61.278061
2014-06-26,62.0,62.330002,61.630001,62.290001,512400,61.347001
2014-06-27,62.16,63.0,62.110001,62.990002,1503300,62.036405
2014-06-30,62.93,63.130001,62.299999,62.68,918800,61.731096
2014-07-01,62.860001,63.290001,62.470001,62.990002,766500,62.036405
2014-07-02,62.93,63.360001,62.349998,62.669998,898200,61.721246
2014-07-03,62.869999,63.099998,62.599998,63.029999,523800,62.075796
2014-07-07,63.0,63.080002,62.73,62.860001,484700,61.908372
2014-07-08,62.869999,63.139999,62.599998,63.029999,859400,62.075796
2014-07-09,63.279999,63.529999,62.810001,63.439999,540800,62.479589
2014-07-10,62.759998,63.419998,62.630001,63.34,731000,62.381104
2014-07-11,63.360001,63.360001,62.849998,63.07,798100,62.115192
2014-07-14,63.349998,63.779999,63.290001,63.73,567200,62.7652
2014-07-15,63.669998,64.18,63.669998,64.139999,995700,63.168993
2014-07-16,64.169998,64.550003,63.919998,64.190002,739500,63.218239
2014-07-17,63.759998,64.209999,63.360001,63.48,655800,62.518984
