Date,Open_BAX,High_BAX,Low_BAX,Close_BAX,Volume_BAX,AdjClose_BAX
2013-09-24,71.800003,72.0,71.120001,71.260001,4798900,36.340098
2013-09-25,69.480002,69.789998,66.309996,66.699997,24388800,34.014655
2013-09-26,66.809996,67.059995,66.089998,66.349998,10306300,33.836169
2013-09-27,66.329997,66.650001,66.010001,66.379993,6472000,33.851465
2013-09-30,66.209998,66.300003,65.510001,65.690004,6829200,33.499595
2013-10-01,65.690004,66.0,65.379994,65.579998,5617600,33.443496
2013-10-02,64.889996,64.939998,62.8,63.889997,15795200,32.581654
2013-10-03,63.979995,65.139995,63.94,64.46,11168800,32.872336
2013-10-04,64.689999,65.029996,64.480001,65.010002,7131500,33.152818
2013-10-07,65.239994,65.239994,64.419998,64.839993,5139900,33.066119
2013-10-08,64.679998,65.069998,64.319999,64.410004,6801800,32.84684
2013-10-09,64.699992,65.319998,64.559998,65.000002,6630500,33.147718
2013-10-10,65.449998,65.959998,65.410003,65.959998,5578200,33.637282
2013-10-11,65.559997,66.010001,65.120001,66.0,5629200,33.657682
2013-10-14,65.779995,66.540002,65.639995,66.479999,4732500,33.902464
2013-10-15,66.579997,66.709997,66.25,66.279995,6624100,33.800469
2013-10-16,66.359999,67.559995,66.12,67.559995,7084400,34.453224
2013-10-17,66.469998,67.379999,65.769995,67.239998,7008900,34.290037
2013-10-18,66.150002,66.749999,65.36,66.0,10681100,33.657682
2013-10-21,66.019994,66.079998,65.039997,65.250001,8407300,33.275209
2013-10-22,65.569998,65.86,65.209999,65.300004,8845500,33.300708
2013-10-23,65.079999,65.569998,64.939998,65.260002,8197400,33.280309
2013-10-24,65.760001,65.890001,64.989994,65.439998,7144000,33.3721
2013-10-25,65.62,65.73,65.089992,65.489993,5468300,33.397596
2013-10-28,67.609997,67.749998,66.349998,66.749999,9346800,34.040155
2013-10-29,66.839997,66.879992,66.309996,66.619999,4471600,33.97386
2013-10-30,66.619999,66.690003,65.769995,65.99,4994600,33.652582
2013-10-31,66.0,66.449997,65.699998,65.87,5670600,33.591386
2013-11-01,66.019994,66.260001,65.489993,65.750001,6740800,33.530191
2013-11-04,65.949998,66.099999,65.519995,66.040002,4248700,33.678082
2013-11-05,66.029995,66.069997,65.120001,65.129995,4411800,33.21401
2013-11-06,65.260002,65.709998,65.120001,65.379994,5765800,33.341501
2013-11-07,65.819997,66.12,65.22,65.22,5508100,33.259909
2013-11-08,65.069998,65.239994,64.779997,65.129995,9016800,33.21401
2013-11-11,65.199999,65.319998,64.97,65.22,5092200,33.259909
2013-11-12,65.22,66.0,65.010002,65.900002,6905800,33.606686
2013-11-13,65.769995,66.489999,65.750001,66.37,7041800,33.846369
2013-11-14,66.690003,67.639999,66.519994,67.599997,8169300,34.473624
2013-11-15,67.889999,68.839995,67.599997,68.659999,11377700,35.014188
2013-11-18,69.269997,69.269997,68.580002,68.820001,8029900,35.095783
2013-11-19,68.609996,69.220002,68.459995,69.120003,8793700,35.248774
2013-11-20,69.039999,69.309999,68.949994,69.039999,5265800,35.207974
2013-11-21,69.110003,69.249996,68.199995,68.409999,6132200,34.886697
2013-11-22,68.559993,68.68,67.66,67.78,6616000,34.565419
2013-11-25,67.769992,68.089996,67.599997,67.690002,6593500,34.519523
2013-11-26,67.839996,68.220003,67.199996,67.839996,6561900,34.596015
2013-11-27,67.259999,68.489997,67.259999,68.220003,4371600,34.789805
2013-11-29,68.389998,68.489997,68.089996,68.449994,2657500,34.907093
2013-12-02,69.010004,69.360002,68.16,68.17,6203800,34.764306
2013-12-03,68.16,68.180001,67.040001,67.349997,7024300,34.346133
2013-12-04,66.719998,67.109998,66.150002,66.769993,11012500,34.299899
2013-12-05,66.559996,67.109998,66.300003,66.699997,8575400,34.263941
2013-12-06,67.219997,67.709996,67.14,67.389999,6370000,34.618397
2013-12-09,67.41,68.129998,67.4,67.79,6668800,34.823878
2013-12-10,67.690002,67.819995,67.209997,67.259999,4829100,34.551616
2013-12-11,67.509999,67.509999,66.830004,66.969997,6102900,34.402641
2013-12-12,66.839997,66.980005,66.25,66.550002,5983800,34.186889
2013-12-13,66.660001,66.869999,66.109999,66.269994,4227500,34.043048
2013-12-16,66.529994,66.800002,66.019994,66.140001,5282400,33.97627
2013-12-17,66.089998,66.150002,65.529996,65.550004,6077000,33.673187
2013-12-18,65.879994,67.359998,65.819997,67.239998,8783200,34.541341
2013-12-19,67.219997,67.419994,66.479999,67.059995,6318500,34.448873
2013-12-20,67.919993,68.739996,67.550001,68.389998,11888600,35.132099
2013-12-23,68.55,69.07,67.999998,68.899998,6550800,35.394087
2013-12-24,68.759997,69.299999,68.620004,69.059993,2140700,35.476276
2013-12-26,69.220002,69.499996,68.649998,69.32,3075800,35.609843
2013-12-27,69.32,69.489995,69.039999,69.470001,2384600,35.686899
2013-12-30,69.419998,69.489995,69.019998,69.249996,4191200,35.573882
2013-12-31,69.339994,69.809999,69.260004,69.549999,3058800,35.727994
2014-01-02,69.539998,69.679999,69.039999,69.19,3810900,35.543061
2014-01-03,69.389997,69.669998,69.059993,69.299999,3286700,35.599568
2014-01-06,69.83,69.939999,69.039999,69.419998,5819000,35.661212
2014-01-07,69.210001,69.980001,68.919999,69.789998,6519200,35.851282
2014-01-08,69.779997,70.050005,69.529997,70.019996,5917700,35.969433
2014-01-09,70.179998,70.289997,69.460001,70.21,7225600,36.067038
2014-01-10,70.199992,70.21,69.720001,70.010003,5714500,35.964299
2014-01-13,69.799998,70.650003,69.799998,70.099994,7404900,36.010527
2014-01-14,70.139996,70.329999,69.379996,69.660005,7385900,35.784504
2014-01-15,69.779997,69.910004,68.959994,69.83,5157600,35.871831
2014-01-16,69.370003,70.47,69.370003,70.059998,4779200,35.989982
2014-01-17,69.96,70.120002,69.519997,69.929998,5523900,35.9232
2014-01-21,70.029997,70.139996,69.220002,69.559999,5928800,35.733131
2014-01-22,69.620002,70.099994,69.480002,69.739995,6214300,35.825595
2014-01-23,70.449999,70.739994,68.980002,68.999996,8218400,35.445456
2014-01-24,68.529999,68.730003,67.309995,67.639999,7592700,34.746822
2014-01-27,67.759999,68.349996,67.709996,67.879998,7012200,34.870111
2014-01-28,68.009998,68.730003,67.899999,68.499997,5470700,35.188605
2014-01-29,68.330002,69.110003,68.009998,68.399999,6681400,35.137236
2014-01-30,68.759997,69.429999,68.440001,69.269997,6947200,35.584156
2014-01-31,68.620004,68.779998,68.249997,68.3,8117900,35.085867
2014-02-03,68.349996,68.489997,66.440003,66.550002,8860500,34.186889
2014-02-04,66.650001,67.069996,66.440003,66.949996,4999100,34.392366
2014-02-05,66.779994,67.599997,66.679995,67.300001,4839400,34.572165
2014-02-06,67.540001,67.669994,67.040001,67.089997,6553800,34.464285
2014-02-07,67.290001,68.209995,67.14,67.899999,5663100,34.880385
2014-02-10,67.769992,68.389998,67.65,68.3,3843300,35.085867
2014-02-11,68.3,69.689999,68.16,69.449993,4386700,35.676621
2014-02-12,69.660005,69.819999,69.059993,69.120003,4631400,35.507104
2014-02-13,68.959994,69.349995,68.620004,69.260004,4173700,35.579023
2014-02-14,68.889997,69.309999,68.830001,69.080001,4533500,35.486555
2014-02-18,69.449993,69.610002,69.019998,69.289998,4333000,35.594431
2014-02-19,69.010004,70.029997,69.010004,69.120003,4603200,35.507104
2014-02-20,69.099995,69.679999,69.089994,69.349995,4727300,35.625251
2014-02-21,69.389997,69.949992,69.129997,69.289998,7189800,35.594431
2014-02-24,69.480002,70.150003,69.449993,69.480002,4830800,35.692036
2014-02-25,69.470001,69.470001,68.580002,68.659999,4704500,35.270799
2014-02-26,68.629997,69.720001,68.529999,69.210001,7503500,35.553336
2014-02-27,69.149998,69.489995,68.059994,68.889997,6653400,35.38895
2014-02-28,68.999996,69.730001,68.769998,69.499996,7114400,35.702307
2014-03-03,68.910006,69.110003,68.269999,68.889997,5227200,35.38895
2014-03-04,69.360002,69.449993,68.999996,69.029998,6783500,35.460868
2014-03-05,68.539999,68.589995,67.680001,67.940001,7865300,35.150444
2014-03-06,67.999998,68.089996,67.499998,67.569995,5940200,34.959012
2014-03-07,67.79,67.899999,67.389999,67.499998,7912800,34.922798
2014-03-10,67.499998,67.849997,67.01,67.690002,6478800,35.021101
2014-03-11,67.669994,68.269999,67.309995,67.749998,5651100,35.052141
2014-03-12,67.519992,67.899999,67.41,67.619998,4008600,34.984882
2014-03-13,67.769992,67.830002,66.900001,66.969997,3218600,34.648588
2014-03-14,66.809996,67.249999,66.440003,66.489999,4984700,34.400249
2014-03-17,66.349998,67.14,66.339998,66.5,5007000,34.405423
2014-03-18,66.64,67.540001,66.569996,67.309995,6526200,34.824495
2014-03-19,67.41,67.949995,67.209997,67.419994,4897600,34.881405
2014-03-20,67.290001,67.859997,67.040001,67.839996,5651500,35.098704
2014-03-21,68.320001,68.639998,67.419994,67.709996,8354500,35.031445
2014-03-24,67.749998,67.859997,66.51,66.859998,6522100,34.591678
2014-03-25,67.019993,68.42,66.959997,68.389998,7679200,35.383261
2014-03-26,68.649998,70.750001,68.389998,70.08,15005800,36.257625
2014-03-27,75.679998,75.679998,72.690002,72.800001,36804700,37.664886
2014-03-28,73.230004,73.749997,72.430002,72.849997,12232700,37.690752
2014-03-31,72.930002,73.79,72.589997,73.580002,6646000,38.068438
2014-04-01,73.870004,73.949994,72.930002,73.67,6544000,38.115001
2014-04-02,73.639998,73.639998,72.999998,73.190002,6022600,37.866662
2014-04-03,73.449995,73.499998,72.800001,73.389999,6168600,37.970135
2014-04-04,73.609997,74.120004,72.830003,72.930002,6128100,37.732144
2014-04-07,72.839997,73.67,72.459997,72.489998,5842200,37.504498
2014-04-08,72.669994,72.919994,72.190003,72.300002,4269800,37.406199
2014-04-09,72.559995,73.489997,72.209997,73.449995,6607500,38.001176
2014-04-10,73.489997,73.499998,71.849998,72.26,5594200,37.385502
2014-04-11,72.029994,72.9,71.959997,71.979999,4854900,37.240637
2014-04-14,72.39,72.999998,72.129993,72.759999,4043800,37.644189
2014-04-15,72.78,73.480004,72.129993,73.359997,5493000,37.954613
2014-04-16,73.970003,74.109996,73.129999,73.449995,7327500,38.001176
2014-04-17,73.519992,73.999997,72.410001,72.809995,7839500,37.670056
2014-04-21,72.519993,73.29,72.469997,73.15,4281100,37.845966
2014-04-22,73.099997,73.379998,72.339997,72.379992,5891200,37.447584
2014-04-23,72.519993,72.699996,72.160001,72.239999,4427200,37.375154
2014-04-24,72.580003,72.859998,72.269993,72.300002,4937700,37.406199
2014-04-25,72.249999,72.569996,71.900001,72.319996,3557700,37.416543
2014-04-28,72.599998,73.489997,72.239999,73.29,5612700,37.918399
2014-04-29,73.430001,73.480004,72.919994,72.940002,3378200,37.737318
2014-04-30,72.999998,73.129999,72.269993,72.790001,5037300,37.659712
2014-05-01,72.849997,74.629997,72.849997,74.389997,9428500,38.487509
2014-05-02,75.299998,75.33,74.349995,74.710001,15166500,38.653071
2014-05-05,74.499996,74.660005,73.759998,74.509997,8005800,38.549594
2014-05-06,74.459994,74.960001,73.959995,73.970003,5097900,38.270215
2014-05-07,74.099996,74.870003,73.779999,74.739996,5346400,38.66859
2014-05-08,74.639997,75.419998,74.499996,74.830001,4152400,38.715156
2014-05-09,74.539999,75.110002,74.169999,75.059999,2681600,38.834151
2014-05-12,75.220001,75.529997,75.019997,75.370002,3231900,38.994539
2014-05-13,75.499995,75.879995,75.199993,75.410004,3929800,39.015235
2014-05-14,75.360002,75.669998,75.189999,75.449992,3959100,39.035924
2014-05-15,75.089994,75.46,74.3,74.580001,5703600,38.585812
2014-05-16,74.529998,75.049999,74.470002,74.639997,5491700,38.616853
2014-05-19,74.499996,74.879996,74.18,74.660005,3279600,38.627205
2014-05-20,74.860002,74.949993,73.970003,74.18,4054800,38.378862
2014-05-21,74.349995,74.749996,73.519992,74.359996,3001800,38.471987
2014-05-22,74.220002,74.749996,74.070001,74.539999,2835700,38.565116
2014-05-23,74.529998,74.730002,74.249997,74.57,2587000,38.580638
2014-05-27,74.769997,74.769997,73.949994,74.159999,3241400,38.368514
2014-05-28,74.480002,74.730002,73.779999,74.3,3497700,38.440947
2014-05-29,74.459994,74.599995,74.269998,74.399998,2414500,38.492683
2014-05-30,74.220002,74.549999,74.190001,74.409999,4516300,38.497858
2014-06-02,74.409999,74.649998,74.070001,74.230003,4600700,38.404732
2014-06-03,74.139998,74.609996,73.749997,73.999997,6432300,38.285733
2014-06-04,72.839997,73.199995,72.589997,72.999998,7614600,38.035641
2014-06-05,73.269992,74.019998,72.969997,73.909999,7842300,38.509784
2014-06-06,73.999997,74.209995,73.66,73.8,4236900,38.452471
2014-06-09,73.769999,73.909999,73.309994,73.639998,3514800,38.369104
2014-06-10,73.639998,73.759998,73.180001,73.739997,3786200,38.421207
2014-06-11,73.589996,73.690001,73.080003,73.259999,3198700,38.17111
2014-06-12,73.259999,73.300001,72.809995,72.999998,4417500,38.035641
2014-06-13,73.119998,73.330002,73.009999,73.119998,3268000,38.098165
2014-06-16,73.349997,74.159999,73.180001,73.269992,3747700,38.176317
2014-06-17,73.069995,73.430001,72.879999,73.169994,3087000,38.124215
2014-06-18,73.180001,73.859996,73.089996,73.8,2930700,38.452471
2014-06-19,73.779999,74.029999,73.66,73.889998,3590500,38.499363
2014-06-20,73.92,73.999997,73.629998,73.79,5599400,38.44726
2014-06-23,73.849996,74.070001,73.66,73.759998,3657900,38.431628
2014-06-24,73.550001,73.8,73.330002,73.430001,4237100,38.259688
2014-06-25,73.529999,73.999997,73.430001,73.92,4577300,38.514995
2014-06-26,73.809994,73.849996,72.759999,73.230004,4775000,38.155482
2014-06-27,73.03,73.169994,72.599998,72.830003,3834800,37.947067
2014-06-30,72.980004,72.999998,72.019994,72.300002,5492300,37.670917
2014-07-01,72.629999,73.989997,72.629999,73.759998,5353100,38.431628
2014-07-02,73.909999,74.999996,73.359997,74.989995,5546200,39.072501
2014-07-03,75.08,75.239995,74.519998,74.879996,2557100,39.015188
2014-07-07,74.830001,75.21,74.529998,74.879996,2961200,39.015188
2014-07-08,74.749996,75.559999,74.529998,75.379996,4962000,39.275706
2014-07-09,75.139997,76.050004,75.139997,75.819999,4638800,39.504963
2014-07-10,75.429998,76.779995,75.149997,76.750001,6090400,39.989528
2014-07-11,76.559997,76.800003,76.089993,76.589992,3524600,39.906157
2014-07-14,76.719999,77.140001,76.410003,76.789996,3770400,40.010367
2014-07-15,76.910002,77.0,76.569998,76.760001,4469800,39.994738
2014-07-16,77.0,77.089991,76.370001,76.599999,3757300,39.911372
2014-07-17,76.189998,77.239999,75.939998,76.250001,4721100,39.72901
2014-07-18,76.529996,76.559997,75.539997,76.519995,5383100,39.869687
2014-07-21,76.23,76.319998,75.669998,76.110001,3896100,39.656065
2014-07-22,76.36,77.150002,76.199999,76.87,3521300,40.052052
2014-07-23,77.269994,77.309996,76.569998,76.839992,3992200,40.036416
2014-07-24,76.849999,77.290002,76.629994,77.0,4283600,40.119787
2014-07-25,77.069997,77.169996,76.22,76.650002,2993300,39.937425
2014-07-28,76.500001,76.739993,76.199999,76.469999,3299300,39.843637
2014-07-29,76.579998,76.940004,76.329999,76.339992,3414100,39.775899
2014-07-30,76.829998,77.199997,75.549998,76.089993,5377700,39.64564
2014-07-31,75.419998,75.669998,74.519998,74.69,6280400,38.916193
2014-08-01,74.660005,75.480001,74.379997,74.970001,4234300,39.062084
2014-08-04,74.629997,74.999996,73.999997,74.919998,5205600,39.03603
2014-08-05,75.08,75.299998,74.389997,74.459994,3408400,38.796352
2014-08-06,74.059993,74.730002,74.05,74.480002,3483200,38.806777
2014-08-07,74.549999,74.739996,73.529999,73.769999,2840500,38.436839
2014-08-08,73.769999,74.320001,73.259999,73.899999,4002100,38.504574
2014-08-11,74.169999,74.970001,74.059993,74.199994,2968600,38.660882
2014-08-12,74.220002,74.649998,73.889998,74.269998,2693800,38.697357
2014-08-13,74.69,74.999996,74.43,74.960001,2758000,39.056873
2014-08-14,75.220001,75.220001,74.559993,74.749996,2944500,38.947453
2014-08-15,74.989995,75.249996,73.999997,74.409999,6776000,38.770302
2014-08-18,74.769997,75.370002,74.620003,75.21,1956400,39.187132
2014-08-19,75.360002,75.46,74.870003,75.129996,2547600,39.145447
2014-08-20,75.129996,75.410004,74.699993,75.249996,2567300,39.207971
2014-08-21,76.309998,76.339992,75.669998,75.800005,3869000,39.494545
2014-08-22,75.569999,75.739994,74.94,75.039998,4158300,39.098555
2014-08-25,75.309999,75.610001,75.220001,75.399997,2101100,39.286127
2014-08-26,75.559999,75.660004,75.360002,75.529997,2061000,39.353862
2014-08-27,75.529997,75.649996,75.019997,75.339993,2995100,39.254863
2014-08-28,75.110002,75.189999,74.629997,74.910005,2954600,39.030823
2014-08-29,74.879996,75.149997,74.539999,74.980002,3203300,39.067294
2014-09-02,74.949993,75.099994,74.169999,74.289999,3504200,38.707778
2014-09-03,74.129997,74.389997,73.879998,73.970003,4025700,38.812727
2014-09-04,74.149998,74.739996,73.620004,73.709995,4390800,38.676299
2014-09-05,73.849996,74.499996,73.509998,74.199994,3137600,38.933406
2014-09-08,73.999997,74.649998,73.999997,74.220002,2993800,38.943904
2014-09-09,74.409999,74.509997,73.779999,74.269998,3555500,38.970137
2014-09-10,74.409999,75.349994,74.159999,75.279997,5304100,39.500093
2014-09-11,74.919998,75.349994,74.649998,75.089994,3390200,39.400396
2014-09-12,75.049999,75.360002,74.470002,74.699993,3887600,39.19576
2014-09-15,74.739996,74.739996,74.080002,74.549999,2971900,39.117056
2014-09-16,74.489996,75.139997,74.279998,74.989995,2851500,39.347926
2014-09-17,74.499996,74.499996,72.559995,72.65,10681100,38.12011
2014-09-18,72.9,73.239998,72.359998,73.099997,5834300,38.356227
2014-09-19,73.459996,73.470003,72.339997,72.540001,5214400,38.062392
2014-09-22,72.400001,72.469997,71.760001,72.069997,4046900,37.815777
2014-09-23,71.669996,71.969998,71.5,71.719998,3843100,37.632129
2014-09-24,71.529995,72.249999,71.529995,72.160001,3474900,37.863003
2014-09-25,71.879993,71.890001,71.190004,71.279995,3245300,37.401256
2014-09-26,71.629993,72.530001,71.569997,72.279994,6594100,37.925964
2014-09-29,71.640001,72.249999,71.510001,71.879993,3008200,37.71608
2014-09-30,71.87,72.019994,71.5,71.769994,4595900,37.658363
2014-10-01,71.260001,71.699997,71.039996,71.510001,5009400,37.521942
2014-10-02,71.609999,71.679996,70.809998,71.550003,4123100,37.542931
2014-10-03,72.059996,72.999998,72.059996,72.91,5610400,38.256534
2014-10-06,73.379998,73.550001,72.51,72.739998,3613000,38.167333
2014-10-07,72.51,72.580003,71.579998,71.579998,3497000,37.55867
2014-10-08,71.859999,73.169994,71.579998,73.169994,4408800,38.392955
2014-10-09,72.930002,73.249998,71.709998,71.809996,4950800,37.679352
2014-10-10,71.839998,72.330004,71.250001,71.250001,4402400,37.385517
2014-10-13,71.099999,71.23,69.629996,69.660005,4776500,36.551232
2014-10-14,69.919998,70.370001,68.720002,68.859996,7363300,36.13146
2014-10-15,68.320001,68.459995,66.669995,68.339995,8450000,35.858611
2014-10-16,66.999999,69.179999,66.999999,68.180001,10618900,35.774661
2014-10-17,68.349996,68.749997,66.37,67.239998,11965400,35.281433
2014-10-20,67.28,67.949995,66.809996,67.940001,5878900,35.648731
2014-10-21,68.05,68.809993,67.879998,68.649998,6404700,36.021273
2014-10-22,68.94,68.970002,68.309994,68.370004,5952000,35.874357
2014-10-23,68.980002,69.470001,68.949994,69.099995,3942700,36.25739
2014-10-24,69.349995,69.919998,69.139997,69.83,3039300,36.64043
2014-10-27,69.919998,70.179998,69.589994,69.849994,2848400,36.650921
2014-10-28,69.910004,70.319999,69.679999,70.319999,3484100,36.897537
2014-10-29,70.199992,70.660003,70.019996,70.410004,5439100,36.944763
2014-10-30,70.250002,70.250002,69.499996,70.059998,6594100,36.761113
2014-10-31,70.809998,70.85,69.849994,70.139996,5944600,36.803088
2014-11-03,70.129995,70.129995,69.419998,69.679999,5924200,36.561723
2014-11-04,69.110003,69.399997,68.17,68.449994,15038400,35.916329
2014-11-05,68.570001,71.129994,68.389998,70.900002,15039900,37.20187
2014-11-06,71.000001,71.769994,70.660003,71.599999,8744400,37.569165
2014-11-07,71.260001,71.379994,70.48,70.610001,7670300,37.049704
2014-11-10,70.639995,70.769995,70.239994,70.629995,4930600,37.060195
2014-11-11,70.800004,71.000001,70.419997,70.760002,3136100,37.128411
2014-11-12,70.819998,71.410002,70.519996,71.329998,4040300,37.427493
2014-11-13,71.429996,72.249999,71.329998,72.079997,5367400,37.821024
2014-11-14,71.719998,72.040002,71.440004,71.75,3947700,37.647872
2014-11-17,71.550003,72.069997,71.449998,72.0,3083500,37.779049
2014-11-18,72.209997,72.619999,71.890001,72.580003,3851900,38.083382
2014-11-19,72.499999,72.739998,72.199997,72.459997,4027000,38.020413
2014-11-20,72.230005,72.339997,71.599999,71.989999,6131800,37.773801
2014-11-21,72.800001,72.830003,72.319996,72.440003,3954800,38.009922
2014-11-24,72.690002,72.690002,72.309996,72.440003,4010400,38.009922
2014-11-25,72.440003,72.619999,72.249999,72.440003,5247800,38.009922
2014-11-26,72.609998,72.609998,72.290002,72.400001,2541500,37.988933
2014-11-28,72.819996,73.199995,72.65,72.999998,2136100,38.303757
2014-12-01,73.129999,73.330002,72.559995,72.869998,3557500,38.235545
2014-12-02,73.230004,73.739997,72.919994,73.690001,4779200,38.665808
2014-12-03,73.109997,73.849996,72.930002,73.730003,5665900,38.961739
2014-12-04,73.389999,73.620004,73.019992,73.570002,3975800,38.877188
2014-12-05,73.430001,74.419999,73.230004,74.220002,5020200,39.220673
2014-12-08,74.190001,74.539999,73.779999,74.120004,3434200,39.16783
2014-12-09,73.509998,73.839995,73.080003,73.79,4015200,38.993443
2014-12-10,73.480004,73.879998,72.709997,72.759999,4928700,38.449152
2014-12-11,73.629998,73.629998,72.849997,73.109997,4493000,38.634104
2014-12-12,72.540001,72.609998,71.769994,71.769994,6080100,37.925995
2014-12-15,72.050002,72.349998,71.039996,71.099999,5752200,37.571944
2014-12-16,71.050004,72.109999,70.73,70.73,5547900,37.376423
2014-12-17,70.839992,72.550002,70.650003,72.269993,4763600,38.190214
2014-12-18,73.190002,74.080002,72.9,74.070001,4948600,39.141406
2014-12-19,74.070001,74.769997,73.370005,74.480002,6844100,39.358067
2014-12-22,73.980003,75.189999,73.980003,74.699993,4193100,39.474318
2014-12-23,75.199993,75.289998,74.349995,74.489996,4205900,39.363348
2014-12-24,74.230003,74.779998,74.089995,74.449994,1574200,39.342209
2014-12-26,74.389997,74.739996,74.269998,74.559993,1652300,39.400337
2014-12-29,74.220002,74.720002,74.18,74.399998,2286200,39.315789
2014-12-30,74.389997,74.599995,73.949994,74.019998,2580200,39.114983
