Date,Open_PNW,High_PNW,Low_PNW,Close_PNW,Volume_PNW,AdjClose_PNW
2015-01-21,72.0,72.529999,71.260002,72.459999,532000,68.523166
2015-01-22,72.949997,73.309998,71.830002,72.470001,565900,68.532625
2015-01-23,72.510002,72.900002,72.160004,72.260002,677100,68.334035
2015-01-26,72.230003,72.230003,71.540001,72.209999,525500,68.286749
2015-01-27,71.529999,72.580002,71.529999,72.089996,1136200,68.173266
2015-01-28,72.089996,72.790001,71.099998,71.32,837600,67.445104
2015-01-29,70.480003,72.349998,70.260002,71.440002,2087900,68.126948
2015-01-30,71.080002,71.709999,70.110001,70.18,1238500,66.925379
2015-02-02,70.18,70.589996,69.400002,70.25,937400,66.992133
2015-02-03,70.150002,70.709999,69.970001,70.459999,805500,67.192393
2015-02-04,70.290001,70.580002,69.550003,69.800003,809400,66.563005
2015-02-05,70.129997,70.360001,69.57,69.82,1025300,66.582074
2015-02-06,69.68,69.75,66.410004,66.790001,1296200,63.692592
2015-02-09,66.790001,67.190002,66.160004,66.5,1187500,63.41604
2015-02-10,66.519997,67.669998,66.510002,67.599998,1520700,64.465026
2015-02-11,67.309998,67.489998,66.639999,67.019997,1450000,63.911922
2015-02-12,67.050003,67.489998,66.550003,66.940002,759200,63.835637
2015-02-13,66.690002,66.730003,64.639999,65.129997,1166400,62.109572
2015-02-17,64.849998,65.870003,64.290001,64.970001,1373200,61.956996
2015-02-18,64.650002,66.790001,64.650002,66.669998,968800,63.578155
2015-02-19,66.669998,66.800003,65.610001,65.830002,685500,62.777113
2015-02-20,66.43,66.510002,64.879997,65.769997,1065000,62.719891
2015-02-23,65.57,66.059998,65.339996,66.029999,898900,62.967836
2015-02-24,65.970001,66.580002,65.860001,66.059998,809400,62.996443
2015-02-25,66.169998,66.25,64.620003,64.82,814700,61.813951
2015-02-26,65.089996,65.18,64.25,64.400002,986600,61.41343
2015-02-27,64.370003,64.470001,63.810001,64.080002,1006000,61.10827
2015-03-02,63.93,64.089996,62.389999,62.860001,1235300,59.944847
2015-03-03,62.84,63.580002,62.299999,63.560001,1074700,60.612385
2015-03-04,63.27,63.290001,62.740002,63.07,1068000,60.145107
2015-03-05,63.259998,63.919998,63.119999,63.529999,645800,60.583774
2015-03-06,62.709999,62.709999,61.529999,61.970001,1086300,59.096122
2015-03-09,61.91,62.400002,61.860001,62.099998,690800,59.22009
2015-03-10,61.91,62.91,61.82,62.259998,805400,59.37267
2015-03-11,62.240002,62.380001,61.619999,61.799999,757700,58.934004
2015-03-12,62.080002,63.290001,61.799999,63.0,503800,60.078354
2015-03-13,62.900002,63.07,61.560001,62.080002,453600,59.201021
2015-03-16,62.439999,63.630001,62.439999,63.25,805700,60.31676
2015-03-17,63.209999,63.619999,62.939999,63.330002,545500,60.393052
2015-03-18,63.279999,65.110001,62.91,64.870003,889400,61.861635
2015-03-19,64.589996,65.43,63.93,63.990002,734700,61.022444
2015-03-20,64.32,64.830002,63.84,64.730003,1257000,61.728128
2015-03-23,64.769997,65.080002,64.610001,64.82,456100,61.813951
2015-03-24,64.510002,65.050003,63.75,63.900002,724800,60.936618
2015-03-25,63.98,64.459999,63.049999,63.049999,595700,60.126034
2015-03-26,63.049999,63.490002,62.290001,62.560001,697500,59.65876
2015-03-27,62.689999,63.48,62.5,63.049999,773300,60.126034
2015-03-30,63.200001,64.099998,62.939999,63.799999,775000,60.841253
2015-03-31,63.639999,64.199997,63.330002,63.75,771200,60.793572
2015-04-01,63.759998,64.190002,62.77,64.040001,687200,61.070124
2015-04-02,64.07,64.339996,63.57,63.66,891000,60.707746
2015-04-06,63.75,64.949997,63.709999,64.419998,637200,61.432499
2015-04-07,64.290001,64.290001,63.150002,63.200001,910400,60.26908
2015-04-08,63.209999,63.330002,62.700001,63.119999,785000,60.192788
2015-04-09,63.110001,63.119999,62.360001,62.610001,796900,59.706441
2015-04-10,62.830002,64.309998,62.66,63.779999,1037000,60.82218
2015-04-13,63.43,63.630001,62.669998,62.68,752400,59.773194
2015-04-14,62.810001,63.5,62.73,63.34,643000,60.402586
2015-04-15,63.380001,64.120003,63.009998,63.040001,543400,60.1165
2015-04-16,62.98,63.02,62.130001,62.709999,769700,59.801802
2015-04-17,62.48,63.23,62.360001,62.650002,627500,59.744587
2015-04-20,62.810001,64.129997,62.799999,63.400002,620100,60.459805
2015-04-21,63.59,64.089996,62.700001,62.91,624600,59.992528
2015-04-22,62.84,63.16,62.459999,62.900002,473100,59.982993
2015-04-23,62.91,63.700001,62.84,63.450001,519000,60.507486
2015-04-24,63.470001,64.300003,63.25,63.75,584000,60.793572
2015-04-27,63.889999,63.950001,62.73,62.98,684100,60.059281
2015-04-28,62.73,63.509998,62.349998,63.419998,697900,60.478875
2015-04-29,62.759998,63.189999,62.259998,62.810001,571500,59.897167
2015-04-30,62.060001,62.099998,60.779999,61.200001,1123600,58.919977
2015-05-01,60.950001,61.880001,60.130001,60.48,2012800,58.2268
2015-05-04,61.689999,61.759998,60.630001,61.080002,1407100,58.804449
2015-05-05,60.869999,61.0,59.490002,59.619999,1166500,57.398839
2015-05-06,59.57,60.09,58.82,59.400002,774000,57.187037
2015-05-07,59.470001,60.080002,59.369999,59.740002,854400,57.514371
2015-05-08,60.209999,60.580002,59.5,59.860001,774500,57.629899
2015-05-11,59.560001,60.52,59.43,59.48,793400,57.264055
2015-05-12,59.130001,59.630001,58.860001,59.529999,779200,57.312192
2015-05-13,59.709999,59.959999,58.369999,58.599998,718200,56.416839
2015-05-14,58.720001,59.419998,58.720001,59.380001,659100,57.167782
2015-05-15,59.509998,60.09,59.349998,59.959999,1496100,57.726172
2015-05-18,59.630001,60.720001,59.630001,60.560001,737900,58.303821
2015-05-19,60.360001,61.009998,60.150002,60.779999,650100,58.515622
2015-05-20,60.82,61.470001,60.66,60.959999,604200,58.688917
2015-05-21,60.93,61.220001,60.560001,61.09,486100,58.814075
2015-05-22,60.950001,61.16,60.419998,60.98,473300,58.708172
2015-05-26,60.830002,60.84,60.240002,60.57,673600,58.313447
2015-05-27,60.59,61.279999,60.509998,61.150002,662900,58.871841
2015-05-28,61.139999,61.389999,60.84,61.18,472900,58.900722
2015-05-29,61.169998,61.43,60.84,60.919998,632400,58.650406
2015-06-01,61.040001,61.34,60.82,60.91,856200,58.64078
2015-06-02,60.619999,60.689999,59.299999,59.650002,744600,57.427724
2015-06-03,59.549999,59.720001,58.200001,58.689999,705700,56.503486
2015-06-04,58.189999,58.950001,58.189999,58.470001,553400,56.291685
2015-06-05,57.599998,58.02,57.360001,57.630001,663600,55.482979
2015-06-08,57.619999,57.630001,57.169998,57.18,643200,55.049743
2015-06-09,57.150002,57.439999,56.810001,56.900002,1277600,54.780176
2015-06-10,57.369999,57.490002,56.830002,57.09,882100,54.963096
2015-06-11,57.52,57.93,57.439999,57.82,714200,55.665899
2015-06-12,57.509998,57.650002,56.970001,57.0,378100,54.876449
2015-06-15,56.869999,57.099998,56.509998,56.650002,721000,54.539489
2015-06-16,56.57,56.959999,56.34,56.959999,647300,54.837938
2015-06-17,57.009998,57.369999,56.619999,57.299999,512000,55.165271
2015-06-18,57.880001,58.59,57.709999,58.060001,1070500,55.896959
2015-06-19,57.98,58.610001,57.720001,58.139999,1432000,55.973977
2015-06-22,58.25,58.459999,57.700001,58.060001,1089900,55.896959
2015-06-23,58.23,58.259998,57.189999,57.240002,733500,55.107509
2015-06-24,57.189999,57.450001,56.509998,56.52,724000,54.414332
2015-06-25,56.779999,56.91,56.23,56.310001,603600,54.212156
2015-06-26,56.380001,57.009998,56.009998,56.889999,876600,54.770546
2015-06-29,56.959999,57.490002,56.549999,56.580002,754800,54.472098
2015-06-30,56.73,57.110001,56.400002,56.889999,1480900,54.770546
2015-07-01,57.029999,57.669998,56.77,57.580002,1156400,55.434842
2015-07-02,57.93,58.549999,57.240002,58.32,944100,56.147271
2015-07-06,58.16,58.599998,57.82,58.490002,758100,56.31094
2015-07-07,58.779999,60.529999,58.709999,60.34,1148200,58.092016
2015-07-08,60.099998,60.490002,60.02,60.279999,1196900,58.03425
2015-07-09,60.439999,60.720001,59.43,59.68,1039000,57.456605
2015-07-10,59.599998,60.68,59.369999,60.32,1203600,58.072761
2015-07-13,60.52,60.810001,59.779999,60.18,849700,57.937977
2015-07-14,60.169998,60.549999,59.869999,60.110001,896900,57.870585
2015-07-15,60.040001,60.240002,59.389999,60.209999,919200,57.966858
2015-07-16,60.200001,61.279999,60.200001,61.169998,1185600,58.891092
2015-07-17,60.990002,61.029999,60.369999,60.419998,817400,58.169034
2015-07-20,60.630001,61.119999,60.25,60.810001,1479600,58.544507
2015-07-21,60.560001,60.759998,59.52,59.959999,1010100,57.726172
2015-07-22,59.950001,60.540001,59.82,60.34,936500,58.092016
2015-07-23,60.259998,60.259998,59.16,59.689999,749600,57.466231
2015-07-24,59.599998,60.290001,59.419998,59.990002,658700,57.755057
2015-07-27,59.869999,61.040001,59.869999,60.970001,1313400,58.698546
2015-07-28,60.880001,61.25,60.709999,61.09,1076100,58.814075
2015-07-29,60.900002,61.560001,60.59,61.52,857900,59.228055
2015-07-30,60.310001,62.23,59.549999,61.27,1275700,59.563446
2015-07-31,61.57,62.630001,61.57,61.709999,616200,59.99119
2015-08-03,61.720001,62.360001,61.610001,61.919998,723000,60.19534
2015-08-04,61.880001,61.880001,60.700001,60.799999,677400,59.106536
2015-08-05,60.900002,61.290001,60.689999,60.849998,676300,59.155143
2015-08-06,60.830002,61.540001,60.32,61.509998,810500,59.79676
2015-08-07,61.389999,62.889999,61.02,62.619999,904500,60.875843
2015-08-10,62.700001,62.990002,62.16,62.25,627700,60.51615
2015-08-11,62.259998,63.27,62.080002,63.080002,730700,61.323034
2015-08-12,62.880001,63.950001,62.630001,63.77,766500,61.993814
2015-08-13,63.5,64.07,62.939999,63.860001,527200,62.081307
2015-08-14,63.689999,64.480003,63.32,64.370003,646500,62.577104
2015-08-17,64.43,65.120003,64.07,64.849998,595100,63.043731
2015-08-18,64.769997,64.769997,64.279999,64.379997,627300,62.58682
2015-08-19,64.080002,64.900002,63.849998,64.589996,628700,62.79097
2015-08-20,64.169998,65.230003,63.919998,64.339996,977000,62.547934
2015-08-21,64.099998,64.400002,63.25,63.27,945200,61.50774
2015-08-24,62.16,62.360001,60.970001,61.689999,2531600,59.971746
2015-08-25,62.349998,62.849998,59.549999,59.610001,1225700,57.949683
2015-08-26,60.34,60.540001,59.240002,60.330002,1357200,58.64963
2015-08-27,60.779999,60.799999,59.900002,60.779999,1329700,59.087093
2015-08-28,60.66,60.84,59.810001,60.48,1508000,58.795449
2015-08-31,60.150002,60.389999,58.950001,59.529999,1099800,57.871909
2015-09-01,59.02,59.02,57.779999,58.009998,865600,56.394245
2015-09-02,58.630001,58.73,57.57,58.009998,660300,56.394245
2015-09-03,58.16,58.68,58.02,58.27,717300,56.647005
2015-09-04,57.66,58.009998,57.330002,57.599998,668200,55.995665
2015-09-08,58.220001,59.75,57.990002,59.68,1658500,58.017733
2015-09-09,59.880001,59.950001,59.0,59.23,1246400,57.580266
2015-09-10,59.150002,59.689999,58.880001,59.060001,962600,57.415002
2015-09-11,58.740002,59.799999,58.610001,59.790001,861100,58.124669
2015-09-14,59.869999,60.290001,59.68,59.880001,816200,58.212163
2015-09-15,59.880001,60.290001,59.549999,60.18,772200,58.503806
2015-09-16,60.209999,61.23,59.919998,61.09,759800,59.38846
2015-09-17,61.0,62.470001,60.939999,61.77,549600,60.04952
2015-09-18,61.27,62.330002,61.200001,61.77,1301200,60.04952
2015-09-21,61.970001,62.77,61.650002,62.290001,1218700,60.555037
2015-09-22,61.540001,62.41,61.540001,62.200001,801500,60.467543
2015-09-23,62.240002,62.540001,61.860001,62.23,587700,60.496707
2015-09-24,62.060001,62.82,61.599998,62.630001,976700,60.885567
2015-09-25,62.689999,64.089996,62.52,63.52,620500,61.750777
2015-09-28,63.509998,63.860001,62.990002,63.169998,666400,61.410523
2015-09-29,63.259998,63.619999,62.75,63.220001,760000,61.459134
2015-09-30,63.52,64.209999,63.23,64.139999,574800,62.353507
2015-10-01,64.160004,64.349998,62.880001,63.439999,887100,61.673004
2015-10-02,63.919998,64.080002,63.09,63.919998,848400,62.139634
2015-10-05,64.230003,64.480003,63.68,64.080002,1205600,62.295181
2015-10-06,63.919998,64.339996,62.810001,62.93,1959600,61.17721
2015-10-07,63.099998,63.240002,62.66,62.91,1388200,61.157767
2015-10-08,62.799999,64.220001,62.619999,64.059998,688800,62.275734
2015-10-09,64.059998,64.260002,63.740002,63.98,664600,62.197964
2015-10-12,63.990002,65.059998,63.990002,64.620003,483600,62.820141
2015-10-13,64.589996,64.919998,64.400002,64.709999,605900,62.907631
2015-10-14,64.800003,65.309998,64.699997,64.970001,596800,63.160391
2015-10-15,65.160004,65.980003,64.760002,65.779999,534800,63.947828
2015-10-16,66.059998,66.190002,65.650002,65.849998,739100,64.015878
2015-10-19,65.489998,65.660004,64.809998,65.529999,725300,63.704791
2015-10-20,65.400002,65.889999,64.760002,65.739998,757800,63.908941
2015-10-21,65.959999,66.459999,65.519997,65.589996,525600,63.763117
2015-10-22,66.029999,67.019997,65.400002,66.639999,771000,64.783875
2015-10-23,66.5,66.739998,65.400002,65.709999,763700,63.879778
2015-10-26,65.519997,65.830002,64.849998,65.779999,710500,63.947828
2015-10-27,65.739998,66.059998,65.290001,65.510002,635700,63.685351
2015-10-28,65.510002,66.0,63.98,64.480003,1072400,62.684041
2015-10-29,63.68,64.25,62.43,63.169998,1525900,62.0116
2015-10-30,63.009998,64.400002,62.959999,63.509998,1346500,62.345366
2015-11-02,63.470001,64.360001,62.810001,64.169998,1115100,62.993262
2015-11-03,63.91,64.260002,63.439999,63.970001,755400,62.796933
2015-11-04,64.529999,65.449997,64.199997,65.190002,1284300,63.994562
2015-11-05,64.989998,65.339996,64.650002,64.709999,778100,63.523361
2015-11-06,63.959999,64.389999,61.119999,61.540001,1233000,60.411494
2015-11-09,61.299999,62.099998,61.02,62.0,770300,60.863057
2015-11-10,62.099998,63.290001,62.049999,63.240002,1027500,62.08032
2015-11-11,63.369999,63.849998,63.139999,63.330002,997500,62.16867
2015-11-12,63.27,63.919998,62.060001,62.080002,1350700,60.941592
2015-11-13,62.27,62.950001,61.16,61.580002,932200,60.450761
2015-11-16,61.700001,62.959999,61.630001,62.93,1455600,61.776003
2015-11-17,62.790001,63.279999,61.689999,61.849998,853500,60.715806
2015-11-18,62.099998,62.279999,61.32,62.139999,1032800,61.000489
2015-11-19,62.349998,62.939999,62.02,62.869999,766800,61.717102
2015-11-20,63.130001,63.849998,63.060001,63.34,2102600,62.178485
2015-11-23,63.470001,63.84,62.73,62.869999,724000,61.717102
2015-11-24,62.450001,63.349998,62.209999,63.060001,1061200,61.903621
2015-11-25,63.130001,63.130001,62.439999,62.68,486700,61.530588
2015-11-27,62.73,63.099998,62.650002,62.950001,341800,61.795637
2015-11-30,63.02,63.959999,62.98,63.360001,1443200,62.198118
2015-12-01,63.330002,63.990002,63.169998,63.52,1449100,62.355184
2015-12-02,63.400002,63.560001,61.950001,62.060001,969600,60.921958
2015-12-03,61.619999,61.939999,60.93,61.110001,2126500,59.989378
2015-12-04,61.360001,62.509998,61.220001,62.380001,1718400,61.23609
2015-12-07,62.27,63.169998,62.09,63.130001,1730400,61.972337
2015-12-08,62.98,63.619999,62.310001,63.549999,1633100,62.384633
2015-12-09,63.220001,63.990002,62.889999,63.119999,805700,61.962518
2015-12-10,62.959999,62.959999,60.990002,61.209999,1193300,60.087543
2015-12-11,60.900002,61.810001,60.700001,61.529999,784800,60.401675
2015-12-14,61.52,61.68,60.849998,61.450001,1292400,60.323144
2015-12-15,61.57,62.75,61.57,62.060001,1158100,60.921958
2015-12-16,62.360001,63.75,62.360001,63.619999,626900,62.453349
2015-12-17,63.57,64.120003,63.369999,63.59,1109700,62.4239
2015-12-18,63.34,63.490002,62.330002,62.849998,884500,61.697469
2015-12-21,63.189999,63.43,62.450001,62.959999,590000,61.805452
2015-12-22,62.98,63.669998,62.279999,63.5,589200,62.335551
2015-12-23,63.619999,64.610001,63.619999,64.43,412200,63.248497
2015-12-24,64.440002,64.540001,63.950001,64.290001,185400,63.111065
2015-12-28,64.120003,64.919998,63.970001,64.839996,412900,63.650974
2015-12-29,64.919998,65.510002,64.919998,65.190002,359700,63.994562
2015-12-30,65.029999,65.510002,65.029999,65.230003,345200,64.03383
2015-12-31,65.050003,65.099998,63.779999,64.480003,517100,63.297583
2016-01-04,64.309998,64.489998,63.450001,64.080002,1045300,62.904916
2016-01-05,63.959999,64.540001,62.939999,64.400002,695100,63.219048
2016-01-06,63.919998,64.68,63.759998,64.489998,644500,63.307394
2016-01-07,63.880001,64.620003,63.700001,64.470001,839000,63.287764
2016-01-08,64.510002,65.019997,63.93,64.019997,979900,62.846012
2016-01-11,64.190002,65.150002,64.190002,64.779999,898700,63.592077
2016-01-12,63.099998,64.559998,62.849998,63.700001,1492900,62.531884
2016-01-13,63.799999,64.75,63.560001,63.869999,1082000,62.698765
2016-01-14,63.84,65.279999,63.639999,64.809998,849900,63.621526
2016-01-15,64.809998,64.82,63.130001,64.010002,784000,62.8362
2016-01-19,64.57,65.139999,63.939999,64.879997,744200,63.690242
2016-01-20,64.769997,64.980003,62.52,63.619999,766700,62.453349
2016-01-21,63.900002,64.169998,62.720001,63.259998,821700,62.09995
2016-01-22,63.459999,64.230003,62.98,64.099998,1351500,62.924546
2016-01-25,64.129997,64.309998,63.5,63.75,687600,62.580966
2016-01-26,63.389999,64.779999,62.509998,64.0,677500,62.826382
2016-01-27,63.990002,64.629997,63.52,64.029999,655400,62.85583
2016-01-28,64.449997,65.110001,62.82,64.669998,789900,64.10987
2016-01-29,65.099998,66.489998,65.059998,66.309998,1114500,65.735665
2016-02-01,66.239998,67.589996,66.019997,67.269997,1346900,66.687349
2016-02-02,66.970001,68.459999,66.660004,68.279999,1190500,67.688603
2016-02-03,68.690002,70.0,68.690002,69.709999,1669300,69.106218
2016-02-04,69.650002,69.830002,68.610001,68.830002,1315100,68.233842
2016-02-05,68.550003,69.190002,67.809998,68.519997,1850400,67.926522
2016-02-08,68.980003,69.720001,67.639999,68.489998,1720500,67.896783
2016-02-09,68.419998,69.0,67.910004,68.480003,1971200,67.886875
2016-02-10,68.349998,69.25,67.510002,68.75,935000,68.154534
2016-02-11,68.43,68.989998,67.540001,67.580002,825200,66.994669
2016-02-12,67.440002,67.910004,66.419998,67.220001,913200,66.637787
2016-02-16,67.349998,67.440002,66.669998,67.25,857700,66.667526
2016-02-17,67.18,67.18,66.220001,66.830002,977000,66.251165
2016-02-18,66.940002,68.019997,66.559998,67.470001,1542600,66.885621
2016-02-19,67.540001,68.650002,66.620003,68.25,1944100,67.658864
2016-02-22,68.93,69.849998,68.32,69.550003,1175500,68.947608
2016-02-23,69.169998,70.07,68.519997,69.889999,678200,69.284659
2016-02-24,69.900002,70.540001,69.32,70.150002,880000,69.542409
2016-02-25,70.550003,71.400002,70.120003,71.209999,692000,70.593226
2016-02-26,70.709999,70.790001,68.489998,68.540001,1386700,67.946353
2016-02-29,68.410004,69.260002,67.900002,68.830002,1354100,68.233842
2016-03-01,69.199997,69.440002,67.830002,67.919998,1571900,67.331721
2016-03-02,67.720001,68.5,66.349998,68.489998,1149800,67.896783
2016-03-03,68.589996,68.589996,67.550003,68.480003,987600,67.886875
2016-03-04,68.080002,69.330002,67.800003,69.0,1049000,68.402368
2016-03-07,68.889999,69.599998,68.769997,69.18,782300,68.58081
2016-03-08,69.360001,70.279999,68.959999,70.120003,1132300,69.51267
2016-03-09,69.940002,70.949997,69.800003,70.739998,987500,70.127295
2016-03-10,70.739998,71.809998,69.910004,71.370003,1779400,70.751844
2016-03-11,71.610001,71.919998,70.900002,71.18,828900,70.563487
2016-03-14,71.0,71.769997,70.449997,71.5,848900,70.880715
2016-03-15,71.330002,71.989998,71.330002,71.82,512000,71.197943
2016-03-16,71.550003,72.620003,70.849998,72.510002,489000,71.881969
2016-03-17,72.550003,73.5,72.260002,73.389999,784600,72.754344
2016-03-18,73.529999,73.529999,72.589996,72.699997,1664300,72.070318
2016-03-21,72.440002,73.080002,71.75,72.860001,541500,72.228936
2016-03-22,72.93,73.339996,72.470001,72.629997,781000,72.000925
2016-03-23,72.540001,73.529999,72.239998,73.290001,527200,72.655212
2016-03-24,73.040001,73.699997,72.720001,73.489998,553400,72.853477
2016-03-28,73.559998,74.080002,73.160004,73.43,375100,72.793999
2016-03-29,73.599998,74.690002,73.43,74.639999,630200,73.993518
2016-03-30,74.57,74.839996,74.07,74.690002,541800,74.043088
2016-03-31,74.68,75.150002,74.489998,75.07,861400,74.419794
2016-04-01,75.019997,75.57,74.720001,75.489998,731600,74.836154
2016-04-04,75.599998,75.809998,74.879997,75.370003,603900,74.717198
2016-04-05,75.199997,75.470001,74.220001,74.290001,996200,73.646551
2016-04-06,73.919998,74.309998,73.669998,74.160004,572000,73.517679
2016-04-07,73.980003,74.599998,73.57,74.110001,598900,73.468109
2016-04-08,74.389999,74.809998,74.129997,74.360001,676700,73.715944
2016-04-11,74.449997,74.800003,73.910004,74.099998,671000,73.458194
2016-04-12,74.260002,74.690002,73.970001,74.639999,647800,73.993518
2016-04-13,74.830002,74.830002,73.769997,74.239998,874600,73.596981
2016-04-14,74.010002,74.379997,73.629997,73.760002,723200,73.121142
2016-04-15,73.800003,74.540001,73.720001,74.339996,689100,73.696113
2016-04-18,74.330002,74.730003,73.870003,74.730003,497200,74.082742
2016-04-19,74.93,74.989998,74.330002,74.849998,412000,74.201698
2016-04-20,74.900002,74.989998,72.790001,72.910004,587700,72.278506
2016-04-21,72.68,72.949997,70.809998,71.07,843800,70.454439
2016-04-22,71.32,71.720001,71.150002,71.459999,620200,70.84106
2016-04-25,71.32,71.660004,71.080002,71.610001,571700,70.989763
2016-04-26,71.5,71.940002,71.129997,71.269997,596800,70.652704
2016-04-27,71.559998,72.580002,71.110001,72.160004,802900,71.535002
2016-04-28,70.889999,71.900002,70.75,71.580002,1138000,71.580002
2016-04-29,70.610001,72.809998,70.230003,72.650002,1487900,72.650002
2016-05-02,72.779999,74.269997,72.43,73.349998,1768600,73.349998
2016-05-03,73.279999,73.639999,72.660004,72.980003,1182200,72.980003
2016-05-04,72.779999,74.190002,72.32,73.730003,870900,73.730003
2016-05-05,73.519997,74.330002,72.919998,73.220001,629300,73.220001
2016-05-06,73.150002,73.150002,72.209999,72.980003,713600,72.980003
2016-05-09,73.089996,73.769997,72.870003,73.57,526900,73.57
2016-05-10,73.690002,74.089996,73.120003,73.559998,523200,73.559998
2016-05-11,73.709999,73.889999,73.089996,73.739998,654600,73.739998
2016-05-12,73.720001,74.650002,73.389999,74.440002,670100,74.440002
2016-05-13,74.25,74.440002,73.610001,74.209999,501500,74.209999
2016-05-16,74.239998,74.580002,73.720001,74.57,683000,74.57
2016-05-17,74.269997,74.410004,72.589996,72.879997,677300,72.879997
2016-05-18,72.410004,72.620003,70.57,70.75,1318500,70.75
2016-05-19,70.5,71.459999,70.110001,71.410004,495700,71.410004
2016-05-20,71.669998,71.669998,70.809998,71.559998,1073100,71.559998
2016-05-23,71.629997,71.760002,71.040001,71.080002,654600,71.080002
2016-05-24,71.400002,72.239998,71.050003,72.07,569100,72.07
2016-05-25,71.910004,72.099998,71.309998,71.970001,724300,71.970001
2016-05-26,72.099998,73.029999,71.739998,72.870003,593700,72.870003
2016-05-27,73.029999,73.269997,72.510002,73.190002,542900,73.190002
2016-05-31,73.150002,73.699997,72.599998,73.589996,1048500,73.589996
2016-06-01,73.379997,74.349998,73.07,74.330002,952600,74.330002
2016-06-02,74.160004,74.300003,73.400002,74.260002,976500,74.260002
2016-06-03,74.989998,76.260002,74.989998,75.760002,854100,75.760002
2016-06-06,75.769997,75.980003,74.949997,75.260002,604800,75.260002
2016-06-07,75.269997,75.849998,74.959999,75.540001,873000,75.540001
2016-06-08,75.510002,76.0,75.440002,76.0,608300,76.0
2016-06-09,76.0,77.279999,76.0,77.169998,630900,77.169998
2016-06-10,76.940002,77.540001,76.5,76.730003,632000,76.730003
2016-06-13,76.830002,77.050003,76.360001,76.660004,593000,76.660004
