Date,Open_ZBH,High_ZBH,Low_ZBH,Close_ZBH,Volume_ZBH,AdjClose_ZBH
2013-10-31,88.379997,88.449997,87.459999,87.470001,1088500,85.62535
2013-11-01,87.870003,88.160004,87.300003,87.889999,999500,86.036491
2013-11-04,87.860001,89.040001,87.650002,88.879997,1501300,87.005611
2013-11-05,88.220001,89.080002,88.089996,88.940002,1263900,87.06435
2013-11-06,89.0,89.68,88.809998,89.400002,1255500,87.514649
2013-11-07,89.290001,89.690002,88.110001,88.360001,1392500,86.49658
2013-11-08,88.150002,88.669998,87.580002,88.589996,999800,86.721726
2013-11-11,88.519997,89.559998,88.410004,89.230003,1151800,87.348236
2013-11-12,88.779999,89.309998,88.349998,89.25,1102700,87.367811
2013-11-13,89.07,89.650002,88.519997,89.639999,743000,87.749585
2013-11-14,89.470001,90.75,89.400002,90.300003,1068800,88.39567
2013-11-15,90.029999,90.830002,90.029999,90.589996,1549700,88.679548
2013-11-18,90.599998,90.690002,89.279999,89.589996,663300,87.700637
2013-11-19,89.459999,90.290001,88.889999,89.940002,663300,88.043262
2013-11-20,89.809998,90.0,89.089996,89.269997,594900,87.387385
2013-11-21,89.68,89.949997,88.650002,89.169998,1580200,87.289496
2013-11-22,89.360001,89.599998,88.379997,89.239998,1296200,87.358019
2013-11-25,89.989998,90.559998,89.599998,89.739998,1175200,87.847475
2013-11-26,89.730003,91.519997,89.730003,90.599998,1840900,88.689339
2013-11-27,90.480003,90.949997,90.290001,90.620003,1312100,88.708921
2013-11-29,90.580002,91.589996,90.230003,91.410004,850100,89.482262
2013-12-02,91.239998,91.550003,90.849998,91.040001,952300,89.120062
2013-12-03,90.57,90.900002,90.029999,90.589996,922400,88.679548
2013-12-04,89.849998,90.470001,89.580002,90.07,1028500,88.170517
2013-12-05,90.129997,91.120003,90.040001,90.449997,2092900,88.542501
2013-12-06,91.5,92.379997,91.5,92.019997,887900,90.079391
2013-12-09,91.760002,92.690002,91.470001,92.440002,1150400,90.490539
2013-12-10,92.110001,92.489998,91.730003,91.879997,1031200,89.942344
2013-12-11,92.050003,92.059998,90.169998,90.339996,1021100,88.43482
2013-12-12,89.830002,90.410004,89.620003,90.0,996700,88.101994
2013-12-13,90.459999,90.739998,89.93,90.510002,768700,88.601241
2013-12-16,90.739998,91.5,90.32,90.400002,903900,88.49356
2013-12-17,90.75,90.889999,89.919998,90.629997,899400,88.718705
2013-12-18,90.769997,92.900002,90.410004,92.800003,1430600,90.842948
2013-12-19,93.629997,93.629997,91.470001,92.610001,1061000,90.656952
2013-12-20,92.800003,93.120003,92.349998,92.739998,1341800,90.784208
2013-12-23,93.120003,93.529999,92.730003,93.43,635700,91.459659
2013-12-24,93.0,93.480003,92.760002,93.099998,395800,91.332126
2013-12-26,93.139999,93.699997,93.029999,93.43,288800,91.655861
2013-12-27,93.330002,93.540001,92.919998,93.239998,360300,91.469467
2013-12-30,93.239998,93.410004,92.900002,93.199997,623200,91.430225
2013-12-31,93.5,93.650002,92.879997,93.190002,650000,91.420421
2014-01-02,92.629997,92.82,91.970001,92.239998,868800,90.488456
2014-01-03,92.580002,93.889999,92.410004,92.639999,1288200,90.880862
2014-01-06,93.790001,94.0,92.93,93.239998,1414900,91.469467
2014-01-07,93.419998,95.120003,93.419998,95.099998,1852600,93.294148
2014-01-08,95.809998,97.480003,95.480003,97.43,1880500,95.579905
2014-01-09,97.5,97.610001,96.330002,96.470001,1351500,94.638136
2014-01-10,96.300003,97.120003,95.889999,96.68,1351800,94.844147
2014-01-13,96.610001,97.120003,95.400002,95.650002,1013800,93.833707
2014-01-14,96.139999,96.919998,95.760002,96.800003,716300,94.961871
2014-01-15,96.949997,97.860001,96.43,97.709999,982300,95.854587
2014-01-16,97.800003,97.82,96.919998,97.050003,873100,95.207124
2014-01-17,96.980003,96.989998,95.639999,95.93,1083500,94.108389
2014-01-21,97.440002,97.720001,95.730003,96.449997,837800,94.618511
2014-01-22,96.470001,96.690002,95.760002,96.410004,741900,94.579277
2014-01-23,96.370003,96.889999,94.839996,95.379997,996000,93.56883
2014-01-24,94.400002,94.959999,93.239998,93.360001,1034300,91.587191
2014-01-27,93.529999,94.089996,92.5,93.209999,969100,91.440037
2014-01-28,93.400002,94.93,93.32,94.279999,1059100,92.489719
2014-01-29,93.389999,94.330002,92.919998,93.220001,1474100,91.44985
2014-01-30,93.739998,95.379997,92.900002,93.040001,1909000,91.273267
2014-01-31,93.489998,94.419998,92.5,93.970001,1473500,92.185608
2014-02-03,94.0,94.190002,90.769997,90.870003,1181200,89.144475
2014-02-04,91.330002,91.779999,90.800003,91.32,1142400,89.585927
2014-02-05,91.010002,92.510002,90.779999,92.18,1190300,90.429597
2014-02-06,92.029999,92.75,91.870003,92.550003,883600,90.792574
2014-02-07,92.809998,94.629997,92.650002,94.489998,1170600,92.69573
2014-02-10,94.080002,95.690002,94.080002,95.550003,1368800,93.735607
2014-02-11,95.269997,95.860001,94.919998,95.739998,1091400,93.921994
2014-02-12,95.550003,95.989998,94.449997,95.400002,989200,93.588454
2014-02-13,94.910004,96.209999,94.75,96.120003,898900,94.294783
2014-02-14,96.150002,96.57,95.519997,96.07,971500,94.24573
2014-02-18,96.349998,96.849998,95.839996,96.0,1261500,94.177059
2014-02-19,95.730003,96.370003,94.669998,94.699997,1269500,92.901742
2014-02-20,94.980003,95.510002,94.449997,95.300003,1821700,93.490354
2014-02-21,95.169998,96.139999,94.760002,95.400002,1323700,93.588454
2014-02-24,95.510002,96.489998,95.510002,95.589996,749800,93.774841
2014-02-25,95.290001,96.169998,94.739998,95.080002,1064500,93.274531
2014-02-26,95.120003,95.690002,94.93,95.199997,902500,93.392247
2014-02-27,95.120003,95.489998,94.510002,95.25,737500,93.441301
2014-02-28,95.470001,95.769997,93.449997,93.839996,1780400,92.058072
2014-03-03,92.959999,95.099998,92.769997,94.400002,1395900,92.607443
2014-03-04,95.57,97.370003,95.559998,97.050003,1473000,95.207124
2014-03-05,96.779999,97.400002,96.279999,97.160004,1097500,95.315036
2014-03-06,97.199997,98.870003,97.190002,98.25,1480900,96.384334
2014-03-07,98.559998,98.75,97.32,98.059998,1152000,96.19794
2014-03-10,97.949997,98.379997,97.75,98.349998,678900,96.482434
2014-03-11,98.370003,98.949997,97.629997,97.860001,1021700,96.00174
2014-03-12,96.449997,97.709999,96.449997,96.809998,1935800,94.971676
2014-03-13,97.07,97.589996,94.379997,94.449997,2717200,92.656489
2014-03-14,94.699997,95.809998,94.099998,94.150002,1833300,92.36219
2014-03-17,94.260002,94.809998,93.860001,94.309998,974200,92.519148
2014-03-18,94.370003,95.269997,94.07,95.190002,847800,93.382443
2014-03-19,95.0,96.059998,94.239998,94.730003,679000,92.931178
2014-03-20,94.669998,94.910004,94.089996,94.769997,709200,92.970412
2014-03-21,95.519997,95.650002,93.32,93.540001,1229700,91.763773
2014-03-24,94.0,94.110001,91.419998,92.059998,1335900,90.311873
2014-03-25,92.559998,93.279999,92.050003,92.980003,957700,91.214409
2014-03-26,93.150002,93.93,92.589996,92.589996,740500,91.047234
2014-03-27,92.669998,92.93,91.629997,92.760002,853000,91.214407
2014-03-28,93.010002,94.32,92.889999,93.709999,735200,92.148575
2014-03-31,94.290001,94.75,93.690002,94.580002,752700,93.004082
2014-04-01,94.309998,95.559998,94.309998,95.309998,856200,93.721914
2014-04-02,95.419998,96.849998,95.160004,96.57,969500,94.960921
2014-04-03,97.07,98.099998,96.720001,97.970001,1179400,96.337596
2014-04-04,98.300003,98.93,96.32,96.669998,1194200,95.059254
2014-04-07,96.760002,96.870003,94.739998,94.849998,1006000,93.269579
2014-04-08,94.650002,95.0,93.089996,93.849998,1629800,92.286242
2014-04-09,94.010002,96.129997,93.459999,96.019997,1381500,94.420083
2014-04-10,96.089996,96.199997,92.419998,92.669998,1040100,91.125903
2014-04-11,92.330002,93.059998,91.449997,91.5,1212200,89.9754
2014-04-14,92.57,93.389999,92.150002,93.07,1190600,91.519239
2014-04-15,92.849998,93.279999,90.480003,92.620003,1456400,91.076741
2014-04-16,93.419998,93.419998,90.970001,91.57,1175900,90.044233
2014-04-17,91.480003,92.269997,90.959999,90.989998,1152300,89.473895
2014-04-21,91.93,92.099998,91.300003,91.910004,1421600,90.378572
2014-04-22,92.0,92.269997,91.639999,91.68,1155700,90.152401
2014-04-23,91.5,91.940002,91.099998,91.449997,1302000,89.92623
2014-04-24,107.0,108.330002,100.919998,101.970001,12394500,100.270947
2014-04-25,100.970001,102.559998,99.910004,100.540001,4971700,98.864773
2014-04-28,100.470001,100.5,97.589996,98.449997,3382500,96.809594
2014-04-29,98.860001,99.339996,97.849998,97.910004,1618800,96.278598
2014-04-30,97.57,97.910004,96.550003,96.800003,1917400,95.187092
2014-05-01,97.0,98.169998,96.849998,97.5,1945800,95.875426
2014-05-02,97.589996,98.269997,97.300003,98.110001,2514900,96.475262
2014-05-05,97.129997,99.110001,96.339996,99.029999,2503100,97.379931
2014-05-06,98.779999,100.699997,98.089996,100.059998,3523100,98.392768
2014-05-07,100.110001,100.239998,98.830002,100.029999,1354000,98.363269
2014-05-08,100.099998,101.400002,98.900002,99.400002,1688200,97.743769
2014-05-09,99.18,100.349998,97.910004,99.980003,2115800,98.314107
2014-05-12,100.610001,101.349998,99.860001,100.879997,1362600,99.199105
2014-05-13,101.5,101.900002,100.480003,101.279999,1792900,99.592441
2014-05-14,101.800003,101.910004,100.589996,100.93,1641500,99.248274
2014-05-15,101.889999,102.0,99.800003,100.150002,2341500,98.481272
2014-05-16,99.949997,101.07,99.949997,100.610001,1639800,98.933607
2014-05-19,100.970001,102.669998,100.779999,102.0,1626200,100.300445
2014-05-20,101.57,102.389999,101.199997,101.559998,1313700,99.867774
2014-05-21,102.040001,102.169998,101.019997,101.510002,796100,99.818612
2014-05-22,101.519997,102.43,101.43,101.769997,1242300,100.074274
2014-05-23,102.050003,102.260002,101.43,101.839996,735600,100.143108
2014-05-27,101.959999,102.779999,101.699997,102.620003,1067600,100.910118
2014-05-28,103.089996,103.139999,102.330002,102.910004,1869100,101.195286
2014-05-29,102.919998,103.980003,102.839996,103.860001,1059100,102.129454
2014-05-30,103.739998,104.379997,103.599998,104.349998,1359600,102.611288
2014-06-02,104.309998,104.900002,103.989998,104.669998,996900,102.925955
2014-06-03,104.540001,106.470001,104.139999,106.089996,2582800,104.322293
2014-06-04,106.190002,107.239998,105.809998,106.849998,1344700,105.069632
2014-06-05,105.690002,107.290001,105.690002,106.980003,974400,105.19747
2014-06-06,106.940002,107.660004,106.760002,107.199997,1048400,105.413798
2014-06-09,107.620003,107.650002,106.309998,106.809998,782500,105.030297
2014-06-10,106.400002,106.800003,105.629997,106.599998,728200,104.823797
2014-06-11,106.419998,106.419998,105.43,105.809998,622100,104.04696
2014-06-12,105.93,105.980003,104.800003,105.32,1448000,103.565126
2014-06-13,105.809998,106.010002,105.110001,105.580002,796000,103.820796
2014-06-16,105.949997,107.0,104.910004,104.980003,1286600,103.230795
2014-06-17,104.580002,105.440002,104.459999,104.730003,1075800,102.984961
2014-06-18,104.489998,106.089996,103.970001,106.029999,898000,104.263295
2014-06-19,105.93,106.379997,104.830002,105.629997,1108400,103.869959
2014-06-20,105.489998,105.870003,105.290001,105.580002,2160100,103.820796
2014-06-23,105.739998,106.440002,104.919998,104.93,796200,103.181625
2014-06-24,105.050003,105.43,104.099998,104.160004,1084400,102.424458
2014-06-25,104.199997,105.470001,103.900002,105.370003,1052300,103.833606
2014-06-26,105.279999,105.529999,104.790001,105.120003,916400,103.587252
2014-06-27,104.550003,105.269997,104.0,104.349998,1142800,102.828475
2014-06-30,104.5,104.860001,103.400002,103.860001,1076200,102.345622
2014-07-01,103.760002,105.419998,103.760002,104.889999,905200,103.360602
2014-07-02,104.349998,105.150002,104.349998,104.860001,512500,103.331041
2014-07-03,105.050003,105.470001,104.199997,105.129997,470800,103.5971
2014-07-07,104.470001,104.730003,103.519997,104.480003,977700,102.956584
2014-07-08,104.480003,104.489998,102.879997,103.360001,826100,101.852912
2014-07-09,103.5,104.220001,103.360001,103.790001,585300,102.276643
2014-07-10,103.07,103.830002,102.0,103.669998,1080200,102.15839
2014-07-11,103.559998,103.870003,102.949997,103.790001,694700,102.276643
2014-07-14,104.279999,104.93,103.150002,103.260002,733900,101.754372
2014-07-15,103.160004,103.620003,101.970001,102.739998,1088200,101.24195
2014-07-16,103.199997,103.360001,102.389999,102.790001,869100,101.291224
2014-07-17,102.459999,102.900002,100.629997,100.709999,804900,99.24155
