Date,Open_ZBH,High_ZBH,Low_ZBH,Close_ZBH,Volume_ZBH,AdjClose_ZBH
2013-09-25,83.529999,83.760002,81.669998,81.699997,1547700,79.977029
2013-09-26,81.639999,82.470001,81.5,82.239998,992900,80.505642
2013-09-27,81.879997,82.580002,81.519997,82.300003,824400,80.564382
2013-09-30,81.620003,82.599998,81.400002,82.139999,1075300,80.407752
2013-10-01,82.290001,82.5,81.900002,82.410004,796000,80.672063
2013-10-02,82.080002,83.040001,82.080002,83.019997,1664400,81.269191
2013-10-03,82.699997,83.269997,82.120003,82.660004,1435300,80.91679
2013-10-04,82.580002,83.709999,82.580002,83.389999,1213200,81.631391
2013-10-07,82.260002,83.68,82.099998,83.209999,1114700,81.455187
2013-10-08,83.599998,84.989998,83.349998,83.370003,1895000,81.611816
2013-10-09,83.830002,85.419998,83.650002,84.690002,2192800,82.903979
2013-10-10,85.300003,85.959999,85.120003,85.93,1215800,84.117826
2013-10-11,85.589996,86.690002,85.550003,86.660004,939400,84.832435
2013-10-14,86.239998,87.919998,86.040001,87.650002,1065400,85.801554
2013-10-15,87.5,88.190002,86.300003,86.379997,2221200,84.558333
2013-10-16,86.699997,87.720001,86.699997,87.720001,851300,85.870078
2013-10-17,87.25,87.949997,87.190002,87.879997,841400,86.0267
2013-10-18,88.0,89.489998,87.839996,88.949997,1417500,87.074134
2013-10-21,88.830002,88.970001,88.239998,88.32,815900,86.457423
2013-10-22,88.389999,89.309998,87.809998,88.720001,1194700,86.848989
2013-10-23,88.68,89.93,88.339996,89.900002,1192000,88.004104
2013-10-24,81.199997,88.230003,80.550003,85.660004,2774800,83.853523
2013-10-25,85.040001,86.949997,85.040001,86.910004,1647100,85.077162
2013-10-28,86.330002,88.589996,86.120003,88.129997,1752600,86.271427
2013-10-29,88.169998,88.660004,87.720001,88.400002,1092200,86.535738
2013-10-30,88.529999,88.830002,88.110001,88.220001,1202500,86.359533
