Date,Open_CAH,High_CAH,Low_CAH,Close_CAH,Volume_CAH,AdjClose_CAH
2013-06-14,47.810001,48.369999,47.689999,47.830002,1866300,45.173021
2013-06-17,48.09,48.43,47.950001,48.25,2221900,45.569688
2013-06-18,48.369999,48.790001,48.209999,48.759998,2490200,46.051355
2013-06-19,48.810001,48.990002,48.18,48.369999,3433500,45.683021
2013-06-20,48.02,48.080002,46.91,47.07,3393500,44.455237
2013-06-21,47.779999,48.380001,47.209999,47.23,4281800,44.606349
2013-06-24,47.029999,47.139999,46.419998,46.580002,2769800,43.992459
2013-06-25,46.959999,47.0,46.32,46.639999,2564000,44.049123
2013-06-26,47.02,48.130001,46.700001,47.93,3187800,45.267464
2013-06-27,47.77,48.150002,47.66,47.720001,1900700,45.354904
2013-06-28,47.709999,47.939999,47.200001,47.200001,6540100,44.860675
2013-07-01,47.540001,47.900002,47.099998,47.59,1974500,45.231346
2013-07-02,47.580002,47.68,46.66,47.02,2376900,44.689596
2013-07-03,46.84,47.43,46.52,47.299999,950600,44.955718
2013-07-05,47.610001,47.779999,47.060001,47.580002,879100,45.221843
2013-07-08,47.82,47.900002,47.48,47.540001,2005000,45.183824
2013-07-09,47.75,48.18,47.700001,48.009998,1987500,45.630528
2013-07-10,48.029999,48.93,48.009998,48.790001,2391600,46.371872
2013-07-11,49.009998,49.580002,48.720001,49.540001,2235900,47.084701
2013-07-12,49.59,49.630001,49.220001,49.610001,1863700,47.151231
2013-07-15,49.59,49.990002,49.57,49.740002,1228600,47.274789
2013-07-16,49.700001,49.790001,49.200001,49.220001,1635900,46.780561
2013-07-17,49.490002,49.73,49.209999,49.549999,1474600,47.094203
2013-07-18,49.639999,50.169998,49.639999,50.16,2153700,47.673971
2013-07-19,50.16,50.529999,49.740002,50.52,4001200,48.016129
2013-07-22,50.470001,50.59,50.099998,50.52,1289600,48.016129
2013-07-23,50.57,50.639999,50.150002,50.18,1249300,47.69298
2013-07-24,50.310001,50.419998,49.720001,49.860001,1153600,47.38884
2013-07-25,49.669998,49.849998,49.330002,49.669998,1630700,47.208255
2013-07-26,49.720001,51.09,49.68,51.060001,2196700,48.529367
2013-07-29,50.779999,50.790001,50.049999,50.580002,1560000,48.073157
2013-07-30,50.77,50.77,50.240002,50.25,1692300,47.759511
2013-07-31,50.400002,50.759998,49.880001,50.09,3140700,47.607441
2013-08-01,50.73,51.330002,50.310001,51.09,2509700,48.557879
2013-08-02,51.09,51.299999,50.919998,51.110001,1952800,48.576888
2013-08-05,51.0,51.59,50.900002,51.540001,1745400,48.985577
2013-08-06,51.419998,51.540001,50.860001,51.439999,2076700,48.890531
2013-08-07,51.41,51.41,51.110001,51.139999,1369200,48.6054
2013-08-08,51.310001,51.560001,51.040001,51.52,1513800,48.966567
2013-08-09,51.419998,51.779999,51.25,51.57,1879600,49.014089
2013-08-12,51.330002,51.650002,51.23,51.599998,1651200,49.042601
2013-08-13,51.790001,52.25,51.669998,52.189999,3163700,49.603359
2013-08-14,52.189999,52.490002,52.119999,52.23,2401700,49.641377
2013-08-15,51.889999,51.93,51.169998,51.490002,2302200,48.938055
2013-08-16,51.259998,51.540001,51.200001,51.32,2514900,48.776479
2013-08-19,51.099998,51.490002,51.049999,51.130001,1421200,48.595897
2013-08-20,51.080002,51.25,50.860001,51.07,1264800,48.53887
2013-08-21,51.07,51.119999,50.189999,50.279999,2230700,47.788023
2013-08-22,50.259998,50.779999,50.02,50.599998,1311200,48.092162
2013-08-23,50.68,51.299999,50.41,51.240002,1730400,48.700446
2013-08-26,51.240002,51.400002,50.959999,50.970001,1156600,48.443827
2013-08-27,50.57,50.66,49.860001,50.029999,1670500,47.550413
2013-08-28,50.07,50.279999,49.880001,50.02,1402900,47.54091
2013-08-29,50.0,50.549999,49.900002,50.279999,1242800,47.788023
2013-08-30,50.43,50.43,50.060001,50.279999,1196400,47.788023
2013-09-03,50.82,51.049999,50.02,50.220001,1781200,47.730999
2013-09-04,50.220001,50.689999,50.16,50.240002,1867700,47.750008
2013-09-05,50.169998,50.779999,50.130001,50.169998,1970900,47.683474
2013-09-06,50.209999,50.669998,49.650002,50.389999,1502400,47.892571
2013-09-09,50.59,51.080002,50.43,50.799999,1165200,48.282251
2013-09-10,51.009998,51.450001,51.009998,51.130001,1379700,48.595897
2013-09-11,51.25,52.27,51.139999,52.200001,2119300,49.612866
2013-09-12,52.25,53.0,52.189999,52.849998,2928900,50.230648
2013-09-13,52.77,53.279999,52.599998,53.02,1856000,50.392224
2013-09-16,53.48,53.59,53.18,53.25,1498800,50.610825
2013-09-17,53.25,53.759998,53.09,53.57,1570500,50.914965
2013-09-18,53.599998,53.720001,52.630001,53.32,2363700,50.677355
2013-09-19,53.23,53.919998,53.150002,53.450001,2336100,50.800913
2013-09-20,53.419998,53.790001,53.099998,53.439999,2631100,50.791407
2013-09-23,53.290001,53.490002,52.830002,53.25,1677500,50.610825
2013-09-24,53.279999,53.349998,52.380001,52.400002,2239400,49.802954
2013-09-25,52.599998,52.959999,52.389999,52.400002,1946900,49.802954
2013-09-26,52.630001,52.82,52.0,52.32,1534400,49.726917
2013-09-27,51.98,52.330002,51.639999,52.279999,1335000,49.978337
2013-09-30,52.0,52.23,51.790001,52.150002,1861500,49.854063
2013-10-01,52.290001,53.189999,52.049999,53.080002,2143600,50.74312
2013-10-02,52.82,53.330002,52.650002,53.209999,3181500,50.867394
2013-10-03,52.919998,53.610001,52.720001,53.5,3854500,51.144627
2013-10-04,53.439999,53.959999,53.189999,53.849998,3097800,51.479217
2013-10-07,53.639999,54.130001,53.529999,53.860001,2020200,51.488779
2013-10-08,54.18,54.299999,52.950001,53.200001,3934300,50.857836
2013-10-09,53.209999,53.439999,52.919998,52.950001,2570900,50.618842
2013-10-10,53.389999,54.970001,53.330002,54.700001,2612300,52.291797
2013-10-11,54.73,54.889999,54.41,54.669998,1592900,52.263115
2013-10-14,54.439999,54.880001,54.23,54.880001,1006600,52.463873
2013-10-15,54.740002,55.060001,54.490002,54.580002,1342900,52.177081
2013-10-16,54.990002,55.560001,54.759998,55.540001,1636300,53.094816
2013-10-17,55.23,56.619999,55.23,56.59,1695600,54.098588
2013-10-18,56.66,56.779999,55.740002,55.919998,3912000,53.458083
2013-10-21,56.119999,56.169998,55.400002,55.580002,1842300,53.133056
2013-10-22,55.849998,56.060001,54.830002,54.919998,3828200,52.502109
2013-10-23,54.91,55.209999,54.34,54.810001,3283800,52.396955
2013-10-24,55.830002,56.080002,54.900002,55.02,5545200,52.597709
2013-10-25,55.009998,55.139999,54.82,54.950001,2747300,52.530791
2013-10-28,56.150002,56.639999,55.389999,55.549999,5461000,53.104374
2013-10-29,55.98,56.349998,55.77,56.150002,4523200,53.677961
2013-10-30,56.150002,56.25,55.389999,55.68,3299200,53.228652
2013-10-31,57.0,59.099998,56.0,58.66,6708500,56.077455
2013-11-01,58.34,61.18,58.220001,60.25,6458900,57.597454
2013-11-04,60.34,61.869999,60.330002,61.799999,5468800,59.079214
2013-11-05,61.619999,61.75,60.029999,60.560001,6926400,57.893807
2013-11-06,61.470001,61.919998,60.860001,61.25,5952700,58.553428
2013-11-07,61.32,61.66,60.630001,60.82,3988800,58.142359
2013-11-08,60.82,62.299999,60.720001,62.299999,3222700,59.557201
2013-11-11,62.150002,62.98,62.110001,62.959999,3044500,60.188144
2013-11-12,62.639999,63.139999,62.639999,63.0,3249700,60.226383
2013-11-13,62.68,63.959999,62.57,63.93,3274100,61.11544
2013-11-14,63.900002,64.57,63.400002,64.510002,2939400,61.669907
2013-11-15,64.379997,64.860001,64.129997,64.839996,3350500,61.985373
2013-11-18,64.849998,65.169998,64.519997,64.730003,2658300,61.880222
2013-11-19,64.57,65.0,64.379997,64.940002,2670100,62.080976
2013-11-20,65.0,65.260002,64.739998,64.779999,2605800,61.928017
2013-11-21,64.900002,65.379997,64.629997,65.349998,2453000,62.472922
2013-11-22,65.32,65.449997,64.730003,65.019997,3281600,62.157448
2013-11-25,65.449997,65.449997,65.010002,65.110001,2028800,62.24349
2013-11-26,65.139999,65.389999,64.830002,64.900002,2513000,62.042736
2013-11-27,64.959999,65.290001,63.98,64.470001,2442300,61.631667
2013-11-29,64.68,65.190002,64.470001,64.599998,833600,61.755941
2013-12-02,64.360001,65.0,64.040001,64.620003,1776300,61.775065
2013-12-03,64.269997,64.800003,64.0,64.730003,2300600,61.880222
2013-12-04,64.690002,64.93,63.139999,63.200001,4243100,60.417579
2013-12-05,63.080002,63.540001,62.549999,62.93,4879100,60.159466
2013-12-06,63.740002,64.18,63.580002,63.93,2593200,61.11544
2013-12-09,64.139999,64.660004,63.799999,64.269997,1903800,61.440468
2013-12-10,64.059998,67.75,63.740002,66.220001,8438400,63.304622
