Date,Open_CAH,High_CAH,Low_CAH,Close_CAH,Volume_CAH,AdjClose_CAH
2013-12-11,66.809998,67.599998,66.07,66.230003,4465600,63.314184
2013-12-12,66.050003,66.690002,66.0,66.169998,2969400,63.25682
2013-12-13,66.169998,66.43,65.57,65.68,1995200,62.788395
2013-12-16,66.089996,66.190002,65.410004,65.620003,2262300,62.731039
2013-12-17,65.760002,65.760002,64.620003,65.379997,2953700,62.5016
2013-12-18,65.540001,66.830002,65.110001,66.769997,2646100,63.830404
2013-12-19,66.699997,66.830002,66.269997,66.769997,2129900,63.830404
2013-12-20,66.620003,66.93,66.419998,66.559998,3408800,63.62965
2013-12-23,67.0,67.129997,66.43,66.989998,1694300,64.040719
2013-12-24,67.089996,67.309998,66.760002,67.120003,412700,64.165
2013-12-26,67.129997,67.650002,67.120003,67.480003,914700,64.509152
2013-12-27,67.529999,67.730003,66.970001,67.139999,638800,64.184117
2013-12-30,66.949997,67.209999,66.519997,67.07,970100,64.40787
2013-12-31,67.169998,67.339996,66.559998,66.809998,1232500,64.158188
2014-01-02,66.449997,66.650002,65.910004,66.129997,1608500,63.505178
2014-01-03,66.25,66.910004,66.239998,66.790001,1301100,64.138985
2014-01-06,66.849998,67.400002,66.379997,66.730003,2214000,64.081369
2014-01-07,66.830002,67.839996,66.760002,67.550003,2251600,64.868821
2014-01-08,66.160004,67.169998,65.949997,67.029999,3602800,64.369457
2014-01-09,67.360001,68.860001,67.029999,68.18,3823500,65.473813
2014-01-10,68.379997,69.339996,67.849998,69.32,3432900,66.568564
2014-01-13,69.510002,69.510002,67.650002,67.949997,2660600,65.252939
2014-01-14,68.010002,68.300003,67.599998,68.199997,1985400,65.493016
2014-01-15,68.25,68.300003,67.559998,67.910004,2316000,65.214533
2014-01-16,67.910004,68.169998,67.739998,67.940002,1586200,65.243341
2014-01-17,68.080002,68.199997,67.639999,67.68,3781700,64.993659
2014-01-21,68.470001,68.550003,67.589996,68.0,2199400,65.300957
2014-01-22,68.199997,68.230003,67.260002,67.949997,3116700,65.252939
2014-01-23,67.550003,67.839996,66.709999,66.959999,2632100,64.302236
2014-01-24,66.629997,66.879997,65.360001,65.419998,2869300,62.82336
2014-01-27,65.440002,65.980003,65.110001,65.260002,2608100,62.669715
2014-01-28,65.459999,67.449997,65.459999,67.389999,3021600,64.715169
2014-01-29,66.760002,67.25,66.059998,66.449997,2646300,63.812477
2014-01-30,68.75,69.389999,67.529999,68.959999,3887200,66.222852
2014-01-31,68.519997,68.540001,67.470001,68.019997,2546100,65.32016
2014-02-03,67.959999,68.019997,65.620003,65.760002,3835000,63.149869
2014-02-04,66.129997,66.379997,65.239998,65.559998,2076500,62.957803
2014-02-05,65.379997,65.970001,64.779999,65.370003,2599200,62.775349
2014-02-06,65.559998,66.57,65.25,66.269997,2235500,63.639621
2014-02-07,66.540001,67.589996,66.309998,67.540001,2074600,64.859216
2014-02-10,67.300003,67.480003,66.089996,66.660004,3884300,64.014148
2014-02-11,66.650002,69.889999,66.550003,69.559998,5032100,66.799036
2014-02-12,69.809998,70.959999,69.410004,69.470001,3257100,66.712611
2014-02-13,69.160004,70.360001,68.68,69.919998,2132500,67.144747
2014-02-14,69.75,70.449997,69.510002,70.269997,1487000,67.480854
2014-02-18,70.110001,71.239998,70.0,70.800003,1900300,67.989823
2014-02-19,70.790001,71.870003,70.410004,70.940002,2574600,68.124266
2014-02-20,70.980003,71.809998,70.580002,71.510002,1720600,68.671641
2014-02-21,71.830002,72.040001,71.519997,71.75,2140900,68.902113
2014-02-24,71.870003,72.480003,71.760002,71.769997,1837700,68.921316
2014-02-25,71.669998,72.43,71.510002,72.0,1979200,69.14219
2014-02-26,71.989998,72.57,71.349998,71.610001,1685700,68.76767
2014-02-27,71.480003,72.040001,71.019997,71.830002,2095600,68.978939
2014-02-28,72.050003,72.230003,70.959999,71.529999,1799700,68.690844
2014-03-03,71.07,71.730003,70.980003,71.480003,1505900,68.642833
2014-03-04,72.230003,73.639999,72.230003,73.540001,2214000,70.621065
2014-03-05,73.089996,74.400002,73.019997,73.199997,2105700,70.294557
2014-03-06,73.559998,73.669998,72.5,72.559998,1755700,69.67996
2014-03-07,72.629997,72.769997,71.879997,72.300003,2110400,69.430285
2014-03-10,72.230003,72.629997,71.699997,72.470001,1703800,69.593536
2014-03-11,72.580002,73.139999,72.300003,72.540001,1050100,69.660757
2014-03-12,72.25,73.199997,72.099998,72.540001,1180000,69.660757
2014-03-13,72.900002,73.25,72.360001,72.480003,1985100,69.603141
2014-03-14,72.260002,72.779999,72.110001,72.290001,1463700,69.42068
2014-03-17,72.57,73.099998,72.400002,72.690002,1311000,69.804805
2014-03-18,72.790001,73.470001,72.709999,73.449997,1313700,70.534634
2014-03-19,73.349998,73.5,71.699997,72.129997,1586100,69.267027
2014-03-20,72.07,72.120003,71.5,71.75,2118600,68.902113
2014-03-21,72.349998,72.910004,70.110001,70.239998,4115300,67.452046
2014-03-24,70.720001,71.099998,69.790001,70.139999,2883100,67.356016
2014-03-25,70.389999,71.300003,70.339996,71.139999,2259000,68.316324
2014-03-26,71.459999,71.75,70.300003,70.32,2564700,67.528872
2014-03-27,70.339996,70.529999,68.949997,69.139999,2182300,66.395708
2014-03-28,69.360001,70.300003,69.150002,69.68,1456500,67.208811
2014-03-31,70.230003,70.629997,69.709999,69.980003,3300300,67.498175
2014-04-01,70.300003,70.690002,69.379997,69.730003,2523400,67.257041
2014-04-02,69.830002,70.370003,69.68,70.279999,2503500,67.787531
2014-04-03,70.300003,71.459999,70.139999,71.309998,2465700,68.781001
2014-04-04,71.980003,72.150002,69.0,69.010002,2309000,66.562575
2014-04-07,68.879997,69.120003,67.559998,68.029999,2171200,65.617327
2014-04-08,67.919998,68.220001,66.940002,67.68,1965300,65.279741
2014-04-09,68.050003,69.489998,67.93,69.449997,1815000,66.986965
2014-04-10,69.540001,69.739998,67.18,67.190002,2834100,64.807121
2014-04-11,66.699997,67.190002,65.529999,66.139999,3381600,63.794356
2014-04-14,66.639999,66.959999,65.889999,66.720001,2248400,64.353788
2014-04-15,66.910004,67.370003,65.769997,67.209999,2619900,64.826408
2014-04-16,67.870003,68.279999,67.129997,68.019997,1369500,65.607679
2014-04-17,67.93,68.610001,67.599998,68.129997,1419800,65.713779
2014-04-21,68.010002,68.75,67.699997,68.650002,965400,66.215341
2014-04-22,68.650002,69.32,68.279999,68.860001,1424600,66.417893
2014-04-23,68.970001,69.290001,68.529999,68.949997,1214800,66.504697
2014-04-24,69.480003,69.82,68.540001,68.610001,1752500,66.176759
2014-04-25,68.589996,68.720001,67.089996,67.199997,1759000,64.816761
2014-04-28,67.790001,68.690002,67.360001,68.550003,2102700,66.118889
2014-04-29,68.870003,69.839996,68.57,69.82,2482100,67.343846
2014-04-30,69.550003,69.660004,69.019997,69.510002,2155300,67.044842
2014-05-01,66.769997,66.800003,64.330002,65.120003,5540300,62.810533
2014-05-02,65.099998,65.239998,63.529999,63.799999,5255400,61.537344
2014-05-05,63.439999,64.220001,63.060001,63.98,3441300,61.71096
2014-05-06,63.77,64.610001,63.459999,64.220001,3063300,61.94245
2014-05-07,64.269997,64.379997,63.490002,63.830002,2357300,61.566282
2014-05-08,63.970001,65.139999,63.509998,63.900002,2637100,61.633799
2014-05-09,63.959999,64.449997,63.41,64.410004,2001100,62.125714
2014-05-12,64.690002,65.449997,64.660004,65.019997,1973000,62.714074
2014-05-13,65.300003,66.5,64.940002,66.160004,2636500,63.813651
2014-05-14,66.18,66.260002,65.190002,65.220001,1525400,62.906985
2014-05-15,64.970001,65.18,64.650002,64.93,1513700,62.627269
2014-05-16,64.900002,65.75,64.82,65.75,2407600,63.418188
2014-05-19,65.43,66.75,65.260002,66.550003,1780000,64.189819
2014-05-20,66.410004,66.879997,65.809998,66.199997,1660700,63.852226
2014-05-21,66.389999,67.650002,66.209999,67.389999,1955300,65.000025
2014-05-22,67.360001,68.32,67.32,67.779999,1478000,65.376193
2014-05-23,67.970001,68.629997,67.790001,68.540001,1474400,66.109242
2014-05-27,68.739998,69.309998,68.610001,69.190002,1435400,66.736191
2014-05-28,68.809998,69.660004,68.809998,69.449997,1891400,66.986965
2014-05-29,69.489998,71.269997,69.379997,71.110001,2602100,68.588097
2014-05-30,70.860001,71.080002,70.360001,70.629997,2247600,68.125117
2014-06-02,70.709999,71.0,70.099998,70.550003,1943000,68.04796
2014-06-03,70.410004,71.32,70.150002,71.099998,1982300,68.57845
2014-06-04,70.949997,71.120003,70.470001,71.050003,1491200,68.530227
2014-06-05,71.0,71.540001,70.650002,70.720001,1776400,68.211929
2014-06-06,70.809998,71.160004,70.559998,70.769997,1636300,68.260151
2014-06-09,70.730003,71.139999,70.529999,70.709999,1063600,68.202281
2014-06-10,70.309998,70.639999,69.699997,70.029999,1967000,67.546397
2014-06-11,69.660004,70.07,69.459999,69.93,2559100,67.449945
2014-06-12,69.669998,69.760002,67.699997,67.919998,4137000,65.511227
2014-06-13,67.940002,67.970001,67.269997,67.75,2841700,65.347258
2014-06-16,67.760002,68.639999,67.589996,67.610001,3075900,65.212224
2014-06-17,67.5,68.440002,67.449997,68.220001,2978100,65.800591
2014-06-18,68.190002,68.800003,67.910004,68.739998,2429900,66.302146
2014-06-19,68.970001,69.260002,68.559998,68.699997,1205500,66.263564
2014-06-20,68.839996,69.339996,68.379997,69.129997,2697600,66.678314
2014-06-23,68.940002,69.220001,68.660004,68.830002,1247700,66.388958
2014-06-24,68.75,69.43,68.339996,68.610001,1474200,66.176759
2014-06-25,68.839996,69.669998,68.839996,69.550003,1676600,67.083424
2014-06-26,69.540001,69.620003,69.059998,69.230003,1208700,66.774774
2014-06-27,68.910004,69.32,68.910004,69.160004,1796900,67.039403
2014-06-30,69.349998,69.379997,68.440002,68.559998,1578000,66.457795
2014-07-01,68.790001,69.980003,68.790001,69.620003,2215400,67.485298
2014-07-02,69.480003,70.190002,69.410004,69.589996,1581800,67.456211
2014-07-03,69.779999,70.519997,69.650002,70.410004,1241000,68.251075
2014-07-07,70.0,70.440002,69.510002,70.379997,1655700,68.221989
2014-07-08,69.949997,70.050003,69.099998,69.769997,1683500,67.630692
2014-07-09,69.980003,70.489998,69.730003,70.239998,1308400,68.086282
2014-07-10,69.620003,70.720001,69.529999,70.510002,1258800,68.348008
2014-07-11,70.370003,70.540001,69.669998,70.480003,1103600,68.318929
2014-07-14,70.849998,70.849998,70.32,70.639999,1294100,68.474019
2014-07-15,70.639999,71.550003,70.489998,71.010002,2982500,68.832677
2014-07-16,71.220001,71.230003,70.050003,71.0,2260300,68.822981
2014-07-17,70.559998,71.339996,70.349998,70.580002,1841300,68.415861
2014-07-18,70.809998,71.099998,70.269997,71.059998,1953700,68.881139
2014-07-21,70.620003,70.68,69.68,70.07,1927300,67.921497
2014-07-22,70.360001,70.989998,70.32,70.720001,1529100,68.551568
2014-07-23,70.970001,72.0,70.849998,71.449997,2575800,69.25918
2014-07-24,72.139999,73.75,71.93,72.43,3435900,70.209134
2014-07-25,72.190002,72.410004,71.75,72.220001,1363400,70.005574
2014-07-28,72.18,72.919998,71.989998,72.540001,1622700,70.315762
2014-07-29,72.599998,72.620003,72.139999,72.300003,1842900,70.083123
2014-07-30,72.5,72.839996,72.059998,72.75,1431800,70.519322
2014-07-31,72.25,72.699997,71.489998,71.650002,2628700,69.453052
2014-08-01,71.629997,73.150002,71.57,72.370003,3147900,70.150976
2014-08-04,70.400002,70.900002,68.540001,70.279999,5459700,68.125057
2014-08-05,70.199997,71.830002,69.919998,70.669998,2437300,68.503098
2014-08-06,70.230003,71.010002,70.0,70.349998,1095500,68.19291
2014-08-07,70.879997,70.879997,69.68,70.0,2154300,67.853643
2014-08-08,69.93,70.959999,69.660004,70.940002,1249000,68.764823
2014-08-11,71.400002,72.0,71.150002,71.239998,1526200,69.05562
2014-08-12,71.089996,71.529999,70.540001,71.019997,1810900,68.842365
2014-08-13,71.739998,72.139999,71.57,71.879997,1080900,69.675996
2014-08-14,72.110001,72.379997,71.849998,72.129997,945400,69.91833
2014-08-15,72.209999,72.32,71.169998,71.43,3010500,69.239797
2014-08-18,71.529999,72.410004,71.43,72.209999,1514000,69.995879
2014-08-19,72.25,72.93,72.040001,72.599998,1824200,70.37392
2014-08-20,72.449997,72.599998,72.150002,72.480003,1687500,70.257604
2014-08-21,72.5,73.449997,72.440002,73.099998,1617300,70.858589
2014-08-22,73.099998,73.339996,72.910004,72.93,1329200,70.693803
2014-08-25,73.150002,73.68,73.019997,73.449997,1005800,71.197856
2014-08-26,73.400002,73.699997,73.129997,73.32,979800,71.071844
2014-08-27,73.050003,73.580002,72.599998,72.669998,1539700,70.441773
2014-08-28,72.540001,73.510002,72.449997,73.269997,1218000,71.023375
2014-08-29,73.400002,73.769997,72.949997,73.699997,1207100,71.44019
2014-09-02,73.720001,73.860001,73.309998,73.830002,2433900,71.566209
2014-09-03,73.900002,74.699997,73.660004,74.370003,1955500,72.089652
2014-09-04,74.43,75.0,73.970001,74.300003,1938600,72.021799
2014-09-05,74.290001,75.449997,74.199997,75.32,1943900,73.01052
2014-09-08,75.269997,75.709999,75.110001,75.410004,1381700,73.097764
2014-09-09,75.510002,75.690002,75.190002,75.290001,1726100,72.981441
2014-09-10,75.599998,75.809998,75.220001,75.480003,1328700,73.165617
2014-09-11,75.029999,75.669998,75.019997,75.260002,1353200,72.952362
2014-09-12,75.260002,75.519997,74.870003,75.389999,1950500,73.078373
2014-09-15,75.279999,75.529999,74.800003,74.959999,1339300,72.661558
2014-09-16,74.940002,75.870003,74.879997,75.550003,1607400,73.233471
2014-09-17,75.739998,75.739998,74.690002,74.959999,2139800,72.661558
2014-09-18,75.160004,75.599998,74.910004,75.419998,1632900,73.107452
2014-09-19,75.900002,76.32,75.809998,76.089996,2330400,73.756907
2014-09-22,75.800003,76.089996,75.489998,75.870003,1345100,73.543659
2014-09-23,75.720001,76.169998,75.5,75.860001,1565800,73.533963
2014-09-24,75.919998,77.739998,75.760002,77.660004,2081600,75.278774
2014-09-25,77.290001,77.690002,76.089996,76.160004,1747100,73.824767
2014-09-26,76.169998,76.410004,75.18,75.68,1381400,73.359482
2014-09-29,74.910004,75.93,74.82,75.629997,1372200,73.644786
2014-09-30,75.809998,75.959999,74.900002,74.919998,1567800,72.953424
2014-10-01,75.019997,75.230003,74.169998,74.580002,2624000,72.622352
2014-10-02,74.779999,75.610001,74.32,75.050003,2713400,73.080016
2014-10-03,75.720001,76.57,75.599998,76.160004,2334700,74.16088
2014-10-06,76.660004,76.949997,75.300003,75.809998,1697700,73.820062
2014-10-07,75.43,75.57,74.470001,74.489998,2940100,72.534711
2014-10-08,74.730003,76.690002,74.519997,76.660004,2089600,74.647756
2014-10-09,76.510002,76.669998,75.379997,75.400002,1457200,73.420828
2014-10-10,75.620003,76.389999,75.510002,75.519997,2701300,73.537673
2014-10-13,75.419998,75.470001,73.849998,73.910004,2369300,71.969941
2014-10-14,74.300003,75.529999,74.07,74.580002,2779000,72.622352
2014-10-15,73.699997,74.010002,71.720001,73.230003,3758400,71.30779
2014-10-16,71.830002,73.239998,71.760002,72.129997,3166900,70.236658
2014-10-17,72.800003,74.220001,72.730003,73.620003,2799300,71.687552
2014-10-20,73.309998,74.269997,72.900002,74.110001,2476800,72.164688
2014-10-21,74.739998,75.910004,74.68,75.830002,1761500,73.839541
2014-10-22,76.129997,76.75,75.809998,76.0,1740600,74.005077
2014-10-23,76.870003,77.129997,76.330002,76.449997,1685900,74.443262
2014-10-24,76.459999,77.199997,76.339996,77.099998,1787900,75.076201
2014-10-27,77.239998,78.68,77.139999,78.410004,2371600,76.35182
2014-10-28,78.57,78.709999,77.889999,78.489998,1684100,76.429715
2014-10-29,78.230003,78.870003,77.709999,78.080002,1909700,76.030481
2014-10-30,77.93,78.599998,77.339996,78.190002,3194400,76.137594
2014-10-31,78.870003,79.129997,78.209999,78.480003,3228200,76.419982
2014-11-03,78.660004,78.919998,78.370003,78.580002,1626100,76.517356
2014-11-04,78.900002,79.730003,78.480003,79.510002,2221600,77.422945
2014-11-05,79.809998,79.989998,78.510002,78.910004,1605800,76.838696
2014-11-06,79.269997,79.809998,78.860001,79.599998,1544900,77.510579
2014-11-07,79.760002,79.809998,77.980003,78.269997,2255100,76.215488
2014-11-10,78.449997,79.110001,78.150002,79.089996,2082300,77.013964
2014-11-11,79.120003,80.059998,79.120003,79.599998,1485400,77.510579
2014-11-12,79.32,80.410004,79.300003,80.239998,2618700,78.133779
2014-11-13,80.370003,81.010002,80.279999,80.660004,2233800,78.54276
2014-11-14,80.660004,80.970001,80.199997,80.349998,1622900,78.240892
2014-11-17,80.419998,80.860001,80.110001,80.360001,1555000,78.250632
2014-11-18,80.290001,81.230003,80.110001,81.010002,1219600,78.883571
2014-11-19,81.029999,81.040001,79.620003,79.730003,1836600,77.637171
2014-11-20,79.300003,79.489998,78.580002,78.870003,2319600,76.799745
2014-11-21,79.809998,80.0,79.300003,79.550003,1809100,77.461896
2014-11-24,80.019997,81.07,79.68,80.970001,1842000,78.84462
2014-11-25,80.940002,81.169998,80.260002,80.980003,1531200,78.85436
2014-11-26,81.209999,81.699997,80.800003,81.5,1231100,79.360707
2014-11-28,81.760002,82.68,81.709999,82.190002,642500,80.032598
2014-12-01,81.809998,82.199997,81.43,82.0,1492200,79.847583
2014-12-02,82.0,82.400002,81.809998,82.129997,1577900,79.974168
2014-12-03,82.169998,82.480003,81.790001,81.949997,1161600,79.798892
2014-12-04,82.010002,82.260002,81.370003,82.230003,1182500,80.071549
2014-12-05,82.150002,82.57,81.989998,82.230003,819800,80.071549
2014-12-08,82.25,83.360001,82.18,82.489998,1523300,80.324719
2014-12-09,81.57,82.489998,81.010002,81.290001,1527200,79.15622
2014-12-10,81.389999,81.870003,80.360001,80.480003,1733500,78.367484
2014-12-11,80.839996,81.790001,80.300003,80.470001,1427100,78.357745
2014-12-12,80.150002,80.720001,79.279999,79.300003,1119500,77.218458
2014-12-15,80.529999,80.529999,79.190002,79.57,1706900,77.481367
2014-12-16,79.639999,81.419998,79.089996,79.099998,1978500,77.023703
2014-12-17,79.360001,80.889999,79.029999,80.650002,1705000,78.53302
2014-12-18,81.220001,82.410004,80.849998,82.410004,1642300,80.246824
2014-12-19,82.809998,83.379997,82.209999,83.040001,2586700,80.860285
2014-12-22,82.919998,83.400002,82.720001,83.0,1216300,80.821334
2014-12-23,83.18,83.199997,81.540001,81.919998,1346700,79.769681
2014-12-24,82.110001,82.589996,81.849998,82.07,478400,79.915745
2014-12-26,82.370003,82.510002,81.559998,81.839996,1408000,79.691779
2014-12-29,81.589996,81.919998,81.029999,81.150002,2066700,79.019896
2014-12-30,81.050003,81.910004,81.050003,81.82,1264800,80.010493
2014-12-31,82.150002,82.419998,80.660004,80.730003,787600,78.944602
2015-01-02,81.18,81.610001,79.870003,80.510002,1015800,78.729466
2015-01-05,80.190002,80.919998,79.779999,80.050003,1346000,78.279641
2015-01-06,80.330002,80.779999,78.410004,79.190002,2105700,77.43866
