Date,Open_HP,High_HP,Low_HP,Close_HP,Volume_HP,AdjClose_HP
2013-12-19,81.550003,81.860001,80.68,81.669998,754000,74.168406
2013-12-20,81.629997,82.400002,81.349998,82.029999,1549500,74.495339
2013-12-23,82.669998,82.699997,81.440002,81.529999,613900,74.041266
2013-12-24,81.339996,83.529999,81.339996,83.029999,501700,75.403487
2013-12-26,83.209999,83.440002,82.639999,83.139999,420500,75.503384
2013-12-27,83.150002,84.160004,83.019997,83.959999,938100,76.248064
2013-12-30,84.029999,84.540001,83.330002,84.029999,814200,76.311634
2013-12-31,84.080002,84.870003,83.639999,84.080002,581600,76.357045
2014-01-02,83.949997,84.279999,82.029999,82.25,953100,74.695133
2014-01-03,82.589996,83.709999,82.330002,83.050003,746600,75.421654
2014-01-06,82.57,83.019997,81.800003,81.949997,970000,74.422686
2014-01-07,81.440002,83.599998,81.339996,83.580002,1552400,75.902971
2014-01-08,84.620003,85.510002,84.019997,84.449997,1936900,76.693055
2014-01-09,84.940002,85.029999,84.379997,84.919998,1223800,77.119885
2014-01-10,84.809998,86.269997,84.699997,85.550003,1362200,77.692023
2014-01-13,85.129997,85.690002,83.220001,83.699997,1671900,76.011944
2014-01-14,83.959999,85.599998,83.959999,85.209999,982700,77.383249
2014-01-15,85.209999,85.410004,84.730003,84.980003,848300,77.174379
2014-01-16,85.120003,85.779999,84.190002,84.889999,683700,77.092642
2014-01-17,85.220001,85.989998,84.889999,85.650002,870400,77.782836
2014-01-21,86.489998,87.410004,86.230003,87.25,1144100,79.235871
2014-01-22,87.300003,88.099998,86.459999,88.089996,928000,79.998711
2014-01-23,87.629997,88.040001,86.32,87.230003,1011900,79.217711
2014-01-24,86.809998,86.809998,85.32,86.010002,1001500,78.10977
2014-01-27,86.199997,86.599998,85.040001,85.809998,938100,77.928136
2014-01-28,85.900002,86.519997,85.730003,86.360001,1124600,78.42762
2014-01-29,85.68,86.010002,84.839996,85.120003,1326900,77.301519
2014-01-30,87.18,88.300003,85.07,87.699997,2009000,79.644534
2014-01-31,86.709999,88.580002,86.510002,88.040001,1099100,79.953308
2014-02-03,88.120003,89.389999,86.010002,86.269997,1805900,78.345883
2014-02-04,85.010002,85.540001,83.139999,85.040001,2180400,77.228865
2014-02-05,84.779999,85.370003,83.940002,84.910004,1103300,77.110809
2014-02-06,85.559998,86.919998,85.330002,86.870003,1762000,78.890777
2014-02-07,87.5,88.169998,86.870003,87.169998,1419100,79.163217
2014-02-10,87.269997,87.339996,85.0,85.730003,1860600,77.855489
2014-02-11,86.110001,88.220001,85.779999,88.089996,1133900,79.998711
2014-02-12,87.889999,88.57,87.029999,87.610001,1085500,80.13134
2014-02-13,87.279999,89.739998,87.059998,89.660004,1141000,82.006349
2014-02-14,89.970001,90.779999,89.440002,90.589996,1129700,82.856954
2014-02-18,90.879997,93.510002,90.879997,93.029999,1604200,85.088671
2014-02-19,93.110001,94.790001,93.029999,93.93,1435100,85.911845
2014-02-20,93.690002,94.959999,93.690002,94.660004,1472500,86.579533
2014-02-21,95.0,95.129997,93.129997,94.339996,1051400,86.286843
2014-02-24,94.959999,97.519997,94.959999,96.400002,1115700,88.171
2014-02-25,97.120003,97.459999,95.150002,97.190002,1236800,88.893564
2014-02-26,96.970001,97.949997,95.940002,96.269997,1341300,88.052092
2014-02-27,96.300003,97.0,95.360001,96.910004,1106700,88.637466
2014-02-28,97.32,99.349998,96.860001,98.75,1310300,90.320395
2014-03-03,95.919998,99.089996,95.110001,98.419998,1284100,90.018563
2014-03-04,99.419998,100.0,97.900002,99.040001,1269600,90.58564
2014-03-05,99.25,100.440002,98.080002,99.190002,1307200,90.722837
2014-03-06,99.940002,100.910004,99.25,100.82,1083900,92.213693
2014-03-07,100.889999,101.019997,99.43,100.5,1036800,91.921009
2014-03-10,100.5,100.949997,99.279999,100.339996,1000700,91.774664
2014-03-11,100.5,100.910004,98.080002,98.449997,1089200,90.046001
2014-03-12,97.730003,99.160004,97.290001,98.400002,1101100,90.000273
2014-03-13,98.470001,98.610001,95.730003,96.510002,1551900,88.27161
2014-03-14,96.449997,98.25,96.099998,97.949997,1149300,89.588683
2014-03-17,98.150002,101.239998,98.150002,101.099998,1428200,92.46979
2014-03-18,100.910004,102.870003,100.339996,102.5,1229500,93.750283
2014-03-19,102.970001,104.93,102.290001,102.839996,1633700,94.061256
2014-03-20,102.339996,104.419998,102.269997,104.190002,972700,95.296022
2014-03-21,105.089996,106.760002,104.300003,106.639999,3289600,97.53688
2014-03-24,106.599998,107.099998,104.830002,105.610001,1488800,96.594805
2014-03-25,106.370003,107.610001,105.860001,107.0,1194500,97.866149
2014-03-26,107.489998,107.949997,106.150002,106.18,1455500,97.116147
2014-03-27,106.360001,107.919998,105.629997,105.879997,1055400,96.841754
2014-03-28,106.279999,108.43,105.93,107.699997,871500,98.506392
2014-03-31,108.110001,108.410004,106.860001,107.559998,1202500,98.378344
2014-04-01,107.970001,108.43,107.220001,108.169998,766300,98.936273
2014-04-02,108.0,108.75,107.339996,107.779999,863500,98.579565
2014-04-03,107.989998,108.440002,106.809998,107.879997,1022100,98.671027
2014-04-04,108.529999,109.440002,106.599998,107.290001,964900,98.131395
2014-04-07,107.07,107.230003,104.260002,104.400002,1093300,95.488095
2014-04-08,104.400002,107.349998,104.099998,107.040001,1585300,97.902736
2014-04-09,107.440002,107.699997,105.809998,107.419998,801000,98.250295
2014-04-10,107.419998,108.0,105.239998,105.260002,830000,96.274683
2014-04-11,105.150002,107.040001,105.099998,105.910004,1006700,96.869198
2014-04-14,106.5,107.75,105.379997,107.360001,704200,98.195419
2014-04-15,107.129997,109.279999,106.980003,108.879997,838900,99.585664
2014-04-16,109.879997,110.370003,108.57,109.550003,842500,100.198476
2014-04-17,110.690002,111.739998,108.790001,110.839996,977500,101.378352
2014-04-21,111.330002,113.459999,111.059998,113.129997,968900,103.472871
2014-04-22,113.129997,113.580002,112.139999,113.260002,983200,103.591778
2014-04-23,113.639999,115.190002,113.550003,113.809998,1271800,104.094824
2014-04-24,114.0,117.0,106.220001,107.019997,3114400,97.884439
2014-04-25,106.580002,107.720001,104.779999,107.0,1615200,97.866149
2014-04-28,107.57,107.82,105.779999,107.029999,1349700,97.893587
2014-04-29,107.620003,109.150002,107.529999,107.800003,1395000,98.597862
2014-04-30,107.5,108.68,105.800003,108.650002,1367400,99.375302
2014-05-01,107.510002,108.25,105.230003,105.529999,1511600,96.521632
2014-05-02,105.610001,108.449997,105.529999,107.669998,945800,98.478954
2014-05-05,106.290001,106.760002,104.519997,106.540001,1589400,97.445417
2014-05-06,106.720001,108.709999,106.010002,107.709999,1206400,98.515541
2014-05-07,108.529999,109.760002,107.059998,109.68,1537700,100.317377
2014-05-08,109.620003,110.459999,107.550003,107.970001,1051900,98.753348
2014-05-09,108.059998,108.25,105.529999,106.370003,1182400,97.289931
2014-05-12,107.160004,108.830002,106.419998,107.940002,974500,98.72591
2014-05-13,107.830002,108.400002,106.910004,107.93,978700,99.291684
2014-05-14,108.129997,109.540001,107.82,108.599998,691800,99.908058
2014-05-15,108.129997,108.339996,104.279999,105.57,1325100,97.120569
2014-05-16,105.419998,105.419998,103.540001,104.57,1143800,96.200606
2014-05-19,104.779999,106.540001,104.239998,105.489998,772600,97.046971
2014-05-20,105.480003,105.779999,104.300003,104.849998,987200,96.458194
2014-05-21,105.360001,106.25,104.68,105.599998,665000,97.148167
2014-05-22,105.699997,107.150002,105.660004,106.379997,675300,97.865738
2014-05-23,106.440002,106.5,105.470001,105.949997,531000,97.470153
2014-05-27,105.93,107.410004,105.629997,107.099998,840500,98.528113
2014-05-28,107.040001,109.220001,106.57,108.839996,991700,100.128848
2014-05-29,109.040001,109.980003,107.5,109.879997,835100,101.085611
2014-05-30,109.449997,110.379997,108.75,109.949997,778100,101.150008
2014-06-02,109.900002,110.32,109.019997,109.190002,563400,100.450841
2014-06-03,108.760002,109.260002,107.349998,109.07,1107100,100.340442
2014-06-04,108.68,110.440002,107.720001,110.239998,992500,101.416798
2014-06-05,110.410004,111.349998,109.889999,111.190002,934000,102.290768
2014-06-06,111.480003,112.120003,111.029999,111.620003,761500,102.686353
2014-06-09,111.68,113.940002,111.25,112.919998,1217100,103.882301
2014-06-10,112.480003,112.580002,111.150002,111.610001,793000,102.677151
2014-06-11,111.300003,111.769997,110.690002,111.300003,475300,102.391965
2014-06-12,111.330002,113.629997,111.330002,112.07,702000,103.100334
2014-06-13,112.349998,113.099998,111.169998,113.080002,566000,104.029499
2014-06-16,112.959999,113.660004,112.089996,113.639999,955600,104.544676
2014-06-17,113.290001,114.169998,112.709999,113.470001,627900,104.388284
2014-06-18,113.82,114.5,113.260002,114.339996,529600,105.188648
2014-06-19,115.089996,116.230003,114.010002,116.209999,1075400,106.908983
2014-06-20,117.07,118.019997,116.5,116.720001,2061300,107.378166
2014-06-23,116.010002,116.989998,115.139999,115.699997,1201500,106.439799
2014-06-24,115.360001,115.75,111.690002,111.739998,1096900,102.796744
2014-06-25,111.690002,114.43,111.650002,114.080002,941800,104.949463
2014-06-26,114.519997,115.860001,113.290001,115.349998,804000,106.117813
2014-06-27,114.739998,115.849998,114.32,115.480003,1605600,106.237413
2014-06-30,115.389999,116.230003,114.849998,116.110001,710200,106.816988
2014-07-01,116.910004,118.019997,116.349998,116.510002,848400,107.184975
2014-07-02,116.739998,118.949997,116.739998,117.75,1077000,108.325728
2014-07-03,118.610001,118.610001,116.800003,118.290001,426000,108.822509
2014-07-07,117.220001,117.410004,115.309998,115.449997,825200,106.209808
2014-07-08,115.529999,115.959999,114.199997,115.5,1061800,106.255809
2014-07-09,116.099998,116.230003,114.900002,115.75,1182700,106.4858
2014-07-10,114.160004,115.279999,113.040001,114.610001,949600,105.437042
2014-07-11,114.489998,114.559998,112.599998,113.480003,784900,104.397486
2014-07-14,114.239998,115.379997,113.629997,114.129997,693500,104.995457
2014-07-15,113.940002,114.629997,111.870003,112.93,979200,103.891503
2014-07-16,113.919998,116.279999,113.57,116.230003,943500,106.927386
2014-07-17,115.790001,116.489998,113.339996,113.519997,751300,104.434278
2014-07-18,113.709999,114.68,112.800003,114.230003,735400,105.087459
2014-07-21,114.040001,114.760002,113.43,114.5,520800,105.335846
2014-07-22,115.239998,116.339996,115.010002,116.040001,543700,106.752591
2014-07-23,116.190002,116.690002,114.529999,116.25,513100,106.945782
2014-07-24,116.900002,118.07,115.900002,116.959999,810200,107.598956
2014-07-25,116.459999,117.209999,115.220001,116.800003,649800,107.451765
2014-07-28,117.150002,117.5,114.730003,116.220001,589100,106.918184
2014-07-29,115.989998,116.129997,115.080002,115.169998,709300,105.95222
2014-07-30,116.580002,116.639999,113.809998,114.5,911400,105.335846
2014-07-31,113.5,113.510002,104.809998,106.260002,2640600,97.755347
2014-08-01,105.459999,106.050003,102.769997,105.480003,1764200,97.037776
2014-08-04,105.400002,107.400002,103.860001,107.260002,1440600,98.67531
2014-08-05,106.360001,106.68,103.529999,104.110001,1356900,95.777423
2014-08-06,103.18,106.209999,103.099998,103.989998,814100,95.667025
2014-08-07,104.290001,104.709999,100.870003,101.93,1737800,93.771902
2014-08-08,102.110001,103.5,101.199997,103.230003,1294000,94.967858
2014-08-11,103.550003,103.989998,102.099998,102.639999,1125300,94.425075
2014-08-12,103.099998,103.099998,100.860001,101.220001,974300,93.118729
2014-08-13,101.699997,102.809998,101.410004,102.260002,1066900,94.719306
2014-08-14,103.080002,103.419998,98.339996,98.629997,1281600,91.35698
2014-08-15,98.870003,99.93,98.550003,99.379997,1817100,92.051674
2014-08-18,99.839996,100.129997,98.309998,99.330002,1214800,92.005366
2014-08-19,99.650002,100.209999,99.18,99.279999,885600,91.95905
2014-08-20,99.839996,101.190002,98.559998,101.050003,1238300,93.598533
2014-08-21,100.790001,100.889999,99.0,100.040001,1207800,92.663009
2014-08-22,100.0,100.260002,98.480003,99.879997,820500,92.514804
2014-08-25,100.120003,101.529999,99.879997,101.139999,905100,93.681893
2014-08-26,101.32,103.82,101.32,101.949997,906300,94.432161
2014-08-27,102.120003,103.690002,101.199997,102.860001,793700,95.275061
2014-08-28,102.220001,103.440002,101.839996,103.07,824000,95.469574
2014-08-29,103.290001,105.209999,102.160004,105.050003,1055500,97.303571
2014-09-02,104.739998,105.0,102.769997,103.82,1220200,96.164269
2014-09-03,104.0,105.5,103.830002,105.120003,1035500,97.368409
2014-09-04,105.150002,105.290001,101.730003,102.660004,1289200,95.089812
2014-09-05,102.660004,103.900002,101.519997,103.900002,764100,96.238371
2014-09-08,103.230003,103.279999,101.07,101.839996,962400,94.330272
2014-09-09,101.809998,102.290001,100.010002,100.639999,1072400,93.218763
2014-09-10,100.940002,101.360001,99.419998,101.0,872100,93.552217
2014-09-11,100.839996,102.980003,99.82,102.870003,904800,95.284325
2014-09-12,102.830002,102.839996,100.610001,100.82,960600,93.38549
2014-09-15,100.650002,102.199997,100.07,101.620003,820900,94.126501
2014-09-16,101.540001,105.0,101.489998,104.040001,942800,96.368047
2014-09-17,104.599998,104.599998,102.720001,103.269997,1069900,95.654823
2014-09-18,103.900002,104.089996,102.800003,102.870003,795500,95.284325
2014-09-19,103.349998,103.919998,101.040001,101.120003,1184300,93.663371
2014-09-22,100.889999,100.889999,97.18,98.220001,1551200,90.977217
2014-09-23,98.18,99.5,97.809998,98.559998,1006700,91.292142
2014-09-24,98.889999,100.220001,96.790001,99.879997,1311500,92.514804
2014-09-25,99.989998,100.07,97.07,97.669998,930700,90.467771
2014-09-26,97.699997,99.720001,97.099998,99.0,1086400,91.699698
2014-09-29,97.669998,99.0,96.949997,98.800003,764300,91.514449
2014-09-30,99.190002,100.080002,97.239998,97.870003,1258100,90.653027
2014-10-01,98.0,98.470001,94.199997,94.580002,1342400,87.605633
2014-10-02,93.720001,93.730003,88.68,91.010002,2290600,84.298886
2014-10-03,91.360001,92.25,89.540001,90.440002,1466200,83.770918
2014-10-06,91.110001,92.43,89.980003,90.57,1532600,83.89133
2014-10-07,90.339996,92.190002,88.669998,88.699997,1455300,82.159222
2014-10-08,88.269997,89.550003,85.139999,89.410004,2292900,82.816872
2014-10-09,89.330002,89.330002,84.5,85.360001,2039200,79.065518
2014-10-10,85.529999,85.879997,82.199997,83.870003,2209500,77.685393
2014-10-13,83.510002,85.290001,78.860001,78.93,2288600,73.109669
2014-10-14,80.150002,82.790001,77.510002,78.370003,2968400,72.590966
2014-10-15,77.290001,82.739998,76.949997,82.400002,3368100,76.323791
2014-10-16,80.370003,87.07,79.519997,86.589996,2629700,80.204813
2014-10-17,87.900002,89.760002,83.760002,84.68,2107800,78.435661
2014-10-20,84.910004,87.769997,84.419998,87.470001,1487500,81.019926
2014-10-21,88.470001,90.540001,87.889999,90.419998,1378900,83.752389
2014-10-22,92.190002,92.190002,85.870003,85.949997,2049700,79.612008
2014-10-23,87.550003,89.300003,85.93,88.610001,1381200,82.075862
2014-10-24,88.150002,88.290001,85.169998,86.980003,1294200,80.566061
2014-10-27,85.18,85.18,81.599998,82.279999,1700800,76.212637
2014-10-28,81.610001,85.849998,81.260002,85.769997,2157100,79.445281
2014-10-29,86.459999,88.370003,84.370003,85.690002,1821700,79.371185
2014-10-30,84.860001,86.32,83.440002,84.809998,1054500,78.556072
2014-10-31,85.18,86.970001,83.529999,86.82,1342100,80.417856
2014-11-03,87.290001,87.75,83.919998,84.290001,2064800,78.074421
2014-11-04,82.43,82.610001,80.519997,80.690002,1775900,74.739888
2014-11-05,82.25,85.699997,81.0,84.260002,1695200,78.046634
2014-11-06,83.32,85.75,82.489998,85.720001,1371400,79.398972
2014-11-07,85.440002,87.839996,85.440002,86.699997,1377100,80.306703
2014-11-10,87.860001,89.349998,85.739998,86.400002,1560700,80.028829
2014-11-11,86.300003,86.870003,84.620003,86.010002,1531300,79.667588
2014-11-12,84.400002,87.419998,84.209999,85.559998,1887900,79.88981
2014-11-13,82.080002,84.470001,77.330002,79.790001,4410300,74.502199
2014-11-14,79.790001,81.110001,77.769997,79.010002,2787700,73.773892
2014-11-17,78.709999,79.160004,76.669998,78.25,3433100,73.064256
2014-11-18,76.260002,78.989998,76.260002,77.900002,2326700,72.737453
2014-11-19,78.239998,78.5,77.040001,77.970001,1470900,72.802814
2014-11-20,77.970001,80.589996,77.809998,80.360001,1540200,75.034424
2014-11-21,81.949997,84.120003,80.800003,81.809998,1918600,76.388328
2014-11-24,81.349998,82.339996,80.029999,80.550003,1895000,75.211835
2014-11-25,80.839996,81.410004,79.010002,79.489998,1626300,74.222078
2014-11-26,79.660004,80.410004,77.300003,77.730003,2008500,72.578721
2014-11-28,73.839996,73.989998,68.790001,69.550003,2847400,64.940821
2014-12-01,68.879997,69.769997,66.989998,69.07,3036800,64.492628
2014-12-02,68.019997,71.440002,68.019997,68.830002,2571500,64.268535
2014-12-03,69.220001,70.690002,68.830002,69.989998,1845100,65.351657
2014-12-04,69.0,70.110001,68.300003,68.910004,1704700,64.343235
2014-12-05,68.470001,68.989998,66.209999,67.440002,2066600,62.970653
2014-12-08,66.260002,66.260002,62.139999,62.419998,2618500,58.283332
2014-12-09,62.369999,64.82,61.439999,64.529999,3433700,60.2535
2014-12-10,63.18,63.18,61.23,61.98,3934800,57.872493
2014-12-11,63.939999,64.190002,61.349998,61.669998,2521700,57.583036
2014-12-12,60.740002,62.389999,60.34,60.34,2015100,56.341179
2014-12-15,60.689999,62.0,60.09,60.41,1826200,56.40654
2014-12-16,60.0,63.529999,59.240002,60.490002,2658700,56.48124
2014-12-17,61.5,66.190002,61.169998,65.019997,2591400,60.711025
2014-12-18,67.489998,68.040001,64.75,66.43,2198600,62.027586
2014-12-19,67.690002,71.910004,67.010002,71.849998,3402700,67.088392
2014-12-22,71.050003,71.050003,67.93,69.93,2759600,65.295635
2014-12-23,69.75,70.410004,66.849998,67.910004,2042300,63.409507
2014-12-24,67.690002,67.889999,65.669998,67.25,810500,62.793243
2014-12-26,67.459999,68.790001,66.5,67.190002,1202000,62.737221
2014-12-29,67.779999,69.309998,67.300003,68.239998,1340600,63.717632
2014-12-30,67.870003,68.010002,66.559998,66.959999,1165700,62.522461
2014-12-31,66.470001,68.669998,65.25,67.419998,1777300,62.951975
2015-01-02,67.019997,68.260002,65.989998,67.339996,1312500,62.877275
2015-01-05,66.010002,66.199997,64.5,65.480003,1995000,61.140546
2015-01-06,64.989998,66.290001,62.470001,63.66,2165400,59.441157
2015-01-07,62.41,62.84,58.400002,59.459999,5164700,55.519497
2015-01-08,60.099998,61.889999,59.93,60.799999,4431900,56.770693
2015-01-09,60.860001,61.240002,59.16,60.799999,3105800,56.770693
