Date,Open_GAS,High_GAS,Low_GAS,Close_GAS,Volume_GAS,AdjClose_GAS
2015-11-20,62.16,62.27,62.029999,62.25,581100,61.244997
2015-11-23,62.259998,62.759998,62.16,62.619999,1274700,61.609022
2015-11-24,62.970001,63.009998,62.450001,62.73,1075500,61.717247
2015-11-25,62.77,62.799999,62.41,62.490002,526000,61.481124
2015-11-27,62.509998,62.740002,62.43,62.599998,321800,61.589344
2015-11-30,62.68,62.82,62.470001,62.57,4490100,61.55983
2015-12-01,62.68,62.91,62.32,62.77,1444700,61.756602
2015-12-02,62.669998,62.759998,62.439999,62.48,533500,61.471283
2015-12-03,62.450001,62.5,62.16,62.349998,658100,61.343381
2015-12-04,62.349998,62.889999,62.349998,62.889999,759400,61.874663
2015-12-07,62.880001,62.919998,62.720001,62.779999,717300,61.766439
2015-12-08,62.75,63.099998,62.73,63.029999,1177000,62.012403
2015-12-09,63.0,63.080002,62.66,62.82,660800,61.805794
2015-12-10,62.75,62.880001,62.540001,62.740002,540300,61.727087
2015-12-11,62.509998,62.93,62.509998,62.73,697900,61.717247
2015-12-14,62.740002,63.080002,62.73,63.0,879400,61.982888
2015-12-15,63.09,63.189999,62.869999,63.110001,859800,62.091113
2015-12-16,63.07,63.41,63.060001,63.25,858900,62.228852
2015-12-17,63.23,63.290001,62.720001,63.099998,721500,62.081272
2015-12-18,63.07,63.18,62.68,62.880001,1069900,61.864827
2015-12-21,62.990002,63.0,62.619999,62.900002,598400,61.884504
2015-12-22,62.970001,63.169998,62.650002,62.799999,655600,61.786116
2015-12-23,62.91,63.490002,62.91,63.189999,648200,62.169819
2015-12-24,63.049999,63.34,62.950001,63.259998,171700,62.238689
2015-12-28,63.150002,63.57,63.099998,63.5,323400,62.474816
2015-12-29,63.549999,63.82,63.439999,63.720001,635200,62.691265
2015-12-30,63.650002,63.990002,63.509998,63.82,614200,62.789649
2015-12-31,63.740002,63.950001,63.34,63.810001,667300,62.779812
2016-01-04,63.599998,63.91,63.34,63.759998,750600,62.730617
2016-01-05,63.75,64.080002,63.57,64.0,834300,62.966743
2016-01-06,63.82,63.98,63.689999,63.849998,487400,62.819164
2016-01-07,63.73,63.830002,63.189999,63.43,562000,62.405946
2016-01-08,63.450001,63.66,63.07,63.169998,721700,62.150142
2016-01-11,63.169998,63.860001,63.169998,63.740002,431900,62.710943
2016-01-12,63.799999,63.900002,63.369999,63.57,784300,62.543685
2016-01-13,63.709999,63.709999,63.299999,63.380001,740400,62.356754
2016-01-14,63.43,63.75,63.290001,63.560001,832600,62.533848
2016-01-15,63.560001,63.66,63.200001,63.580002,840100,62.553526
2016-01-19,63.610001,64.099998,63.610001,63.950001,926400,62.917551
2016-01-20,63.919998,63.98,63.240002,63.619999,1064200,62.592877
2016-01-21,63.650002,63.900002,63.389999,63.52,530200,62.494493
2016-01-22,63.549999,63.919998,63.41,63.830002,656400,62.79949
2016-01-25,63.82,63.82,63.43,63.439999,845200,62.415783
2016-01-26,63.599998,63.93,63.459999,63.490002,640700,62.464979
2016-01-27,63.57,63.689999,63.299999,63.630001,622700,62.602718
2016-01-28,63.709999,64.860001,63.52,64.400002,717300,63.360287
2016-01-29,64.68,64.68,63.529999,63.560001,1365600,62.533848
2016-02-01,63.799999,64.589996,63.740002,64.440002,926300,63.399642
2016-02-02,64.220001,64.75,64.220001,64.650002,1066400,63.606251
2016-02-03,64.620003,64.860001,64.230003,64.449997,953400,63.409475
2016-02-04,64.410004,64.93,64.309998,64.650002,902600,63.606251
2016-02-05,64.559998,64.860001,64.419998,64.510002,637800,63.468512
2016-02-08,64.510002,64.690002,64.300003,64.540001,1144600,63.498026
2016-02-09,64.410004,64.989998,64.410004,64.660004,1628800,63.616092
2016-02-10,64.650002,64.860001,64.449997,64.769997,754200,63.724309
2016-02-11,64.510002,64.879997,64.510002,64.68,679800,63.635765
2016-02-12,64.709999,64.809998,64.309998,64.629997,625700,63.58657
2016-02-16,64.830002,64.900002,64.239998,64.610001,675300,63.566896
2016-02-17,64.32,64.510002,64.019997,64.510002,638000,63.993456
2016-02-18,64.379997,64.709999,63.799999,64.309998,1280600,63.795053
2016-02-19,64.449997,64.860001,64.260002,64.75,574700,64.231532
2016-02-22,64.790001,64.879997,64.559998,64.75,732800,64.231532
2016-02-23,64.690002,64.82,64.599998,64.610001,601200,64.092654
2016-02-24,64.400002,64.919998,64.400002,64.870003,755200,64.350574
2016-02-25,64.849998,65.160004,64.730003,65.139999,697400,64.618409
2016-02-26,65.010002,65.099998,64.800003,64.809998,661500,64.291049
2016-02-29,64.849998,64.910004,64.580002,64.650002,675300,64.132334
2016-03-01,64.699997,64.82,64.330002,64.540001,823400,64.023214
2016-03-02,64.559998,64.940002,64.300003,64.800003,693200,64.281135
2016-03-03,64.800003,64.800003,64.400002,64.639999,583000,64.122412
2016-03-04,64.519997,64.970001,64.43,64.800003,871600,64.281135
2016-03-07,64.620003,64.900002,64.529999,64.879997,690100,64.360488
2016-03-08,64.650002,64.900002,64.519997,64.68,614100,64.162093
2016-03-09,64.790001,64.790001,64.459999,64.75,827600,64.231532
2016-03-10,64.779999,64.800003,64.580002,64.650002,853000,64.132334
2016-03-11,64.690002,64.75,64.489998,64.699997,794700,64.181929
2016-03-14,64.599998,64.739998,64.400002,64.410004,592200,63.894258
2016-03-15,64.349998,64.68,63.939999,64.540001,747100,64.023214
2016-03-16,64.370003,64.910004,64.199997,64.870003,1012500,64.350574
2016-03-17,64.860001,65.080002,64.75,64.970001,777200,64.449772
2016-03-18,65.019997,65.050003,64.419998,64.5,2182300,63.983534
2016-03-21,64.5,64.690002,64.32,64.330002,423100,63.814897
2016-03-22,64.389999,64.599998,64.339996,64.339996,328100,63.824811
2016-03-23,64.449997,64.650002,64.300003,64.529999,455800,64.013292
2016-03-24,64.519997,64.870003,64.519997,64.800003,382500,64.281135
2016-03-28,64.830002,65.0,64.68,64.82,322000,64.300971
2016-03-29,64.889999,65.199997,64.870003,65.199997,654500,64.677926
2016-03-30,65.139999,65.18,64.900002,64.919998,672800,64.400169
2016-03-31,64.93,65.160004,64.860001,65.139999,573400,64.618409
2016-04-01,65.139999,65.559998,65.07,65.510002,893500,64.985449
2016-04-04,65.480003,65.580002,65.32,65.410004,611300,64.886251
2016-04-05,65.400002,65.480003,65.150002,65.230003,793700,64.707692
2016-04-06,65.190002,65.370003,64.709999,64.889999,830300,64.37041
2016-04-07,64.889999,65.309998,64.889999,65.239998,656600,64.717606
2016-04-08,65.199997,65.43,65.199997,65.379997,383800,64.856485
2016-04-11,65.349998,65.389999,65.099998,65.330002,404700,64.80689
2016-04-12,65.239998,65.440002,65.139999,65.330002,314100,64.80689
2016-04-13,65.349998,65.349998,65.059998,65.220001,415900,64.69777
2016-04-14,65.18,65.599998,65.150002,65.290001,548100,64.767209
2016-04-15,65.379997,65.489998,65.269997,65.379997,344100,64.856485
2016-04-18,65.400002,65.660004,65.360001,65.610001,492200,65.084646
2016-04-19,65.589996,65.849998,65.459999,65.830002,607500,65.302886
2016-04-20,65.779999,65.82,65.18,65.209999,829500,64.687848
2016-04-21,65.339996,65.449997,64.989998,65.07,854100,64.548969
2016-04-22,65.139999,65.379997,65.059998,65.080002,821000,64.558891
2016-04-25,64.989998,65.599998,64.989998,65.589996,746100,65.064802
2016-04-26,65.550003,65.790001,65.459999,65.629997,773800,65.104483
2016-04-27,65.650002,65.949997,65.589996,65.900002,1117800,65.372325
2016-04-28,65.82,65.900002,65.519997,65.720001,800900,65.193766
2016-04-29,65.639999,65.889999,65.480003,65.860001,1180400,65.332645
2016-05-02,65.760002,66.099998,65.730003,66.050003,1360700,65.521126
2016-05-03,66.019997,66.489998,66.0,66.389999,976300,65.8584
2016-05-04,66.370003,66.400002,66.099998,66.209999,937400,65.679841
2016-05-05,66.160004,66.379997,66.050003,66.230003,650500,65.699685
2016-05-06,66.260002,66.260002,65.910004,66.139999,643800,65.610401
2016-05-09,66.169998,66.260002,66.080002,66.190002,490000,65.660004
2016-05-10,66.199997,66.32,66.150002,66.190002,317700,65.660004
2016-05-11,65.970001,65.989998,65.540001,65.790001,539300,65.790001
2016-05-12,65.730003,65.879997,65.639999,65.849998,716800,65.849998
2016-05-13,65.849998,65.849998,65.610001,65.769997,705100,65.769997
2016-05-16,65.769997,65.800003,65.529999,65.610001,530600,65.610001
2016-05-17,65.610001,65.720001,65.57,65.589996,1566900,65.589996
2016-05-18,65.589996,65.809998,65.550003,65.559998,916600,65.559998
2016-05-19,65.550003,65.779999,65.550003,65.620003,650100,65.620003
2016-05-20,65.760002,65.779999,65.57,65.629997,747200,65.629997
2016-05-23,65.650002,65.739998,65.540001,65.589996,605800,65.589996
2016-05-24,65.610001,65.730003,65.480003,65.599998,835200,65.599998
2016-05-25,65.629997,65.779999,65.519997,65.599998,960400,65.599998
2016-05-26,65.580002,65.730003,65.57,65.589996,738000,65.589996
2016-05-27,65.599998,65.709999,65.540001,65.639999,746300,65.639999
2016-05-31,65.599998,65.919998,65.470001,65.800003,1554600,65.800003
2016-06-01,65.790001,65.949997,65.519997,65.559998,889100,65.559998
2016-06-02,65.580002,65.830002,65.580002,65.790001,443100,65.790001
2016-06-03,65.800003,65.940002,65.660004,65.739998,880100,65.739998
