Date,Open_MRK,High_MRK,Low_MRK,Close_MRK,Volume_MRK,AdjClose_MRK
2015-06-08,58.889999,59.169998,58.759998,58.869999,8047800,56.932507
2015-06-09,58.959999,59.290001,58.709999,58.84,6445200,56.903496
2015-06-10,58.98,59.66,58.91,59.610001,10223200,57.648154
2015-06-11,59.200001,59.369999,58.84,58.91,11640300,57.40454
2015-06-12,58.790001,58.799999,57.790001,57.869999,15812300,56.391116
2015-06-15,57.599998,57.639999,57.02,57.119999,10106500,55.660283
2015-06-16,57.240002,57.73,56.880001,57.709999,6968900,56.235205
2015-06-17,57.709999,58.169998,57.470001,57.91,7917300,56.430095
2015-06-18,57.91,58.869999,57.91,58.59,7440500,57.092718
2015-06-19,58.41,58.84,57.950001,58.040001,12613500,56.556774
2015-06-22,58.790001,59.200001,58.43,58.830002,8362500,57.326586
2015-06-23,58.880001,59.049999,58.52,59.029999,8371000,57.521472
2015-06-24,58.919998,59.029999,58.240002,58.240002,7908400,56.751664
2015-06-25,58.25,58.599998,57.720001,57.900002,9951200,56.420352
2015-06-26,58.220001,58.529999,57.849998,58.490002,13083700,56.995275
2015-06-29,57.93,58.220001,57.25,57.290001,9601200,55.82594
2015-06-30,57.709999,57.709999,56.709999,56.93,11847300,55.47514
2015-07-01,56.93,57.869999,56.610001,57.599998,9380100,56.128016
2015-07-02,57.939999,58.330002,57.5,57.669998,8518400,56.196227
2015-07-06,57.240002,57.84,56.639999,57.549999,8054100,56.079294
2015-07-07,57.75,58.099998,57.18,57.990002,9034300,56.508053
2015-07-08,57.73,57.740002,57.119999,57.349998,9111600,55.884405
2015-07-09,58.040001,58.169998,57.349998,57.380001,8677800,55.913641
2015-07-10,58.07,58.25,57.580002,57.950001,8047400,56.469074
2015-07-13,58.25,58.549999,57.68,57.869999,9133800,56.391116
2015-07-14,57.900002,58.279999,57.68,58.189999,7235100,56.702938
2015-07-15,58.16,58.560001,58.07,58.220001,5748600,56.732174
2015-07-16,58.509998,58.869999,58.349998,58.82,5324700,57.31684
2015-07-17,58.700001,58.919998,58.59,58.82,6988900,57.31684
2015-07-20,58.959999,59.200001,58.860001,59.0,5697200,57.49224
2015-07-21,58.990002,59.02,58.650002,58.669998,6932800,57.170672
2015-07-22,58.509998,59.029999,58.009998,58.130001,8617800,56.644474
2015-07-23,58.529999,58.529999,57.939999,58.07,6441600,56.586006
2015-07-24,57.709999,57.880001,57.32,57.41,7847100,55.942873
2015-07-27,57.43,57.450001,56.630001,56.990002,14887000,55.533608
2015-07-28,56.52,57.639999,55.830002,57.52,16387100,56.050062
2015-07-29,57.689999,58.82,57.639999,58.540001,12876000,57.043996
2015-07-30,58.619999,58.82,58.279999,58.52,6989500,57.024507
2015-07-31,59.0,59.330002,58.700001,58.959999,8752500,57.453261
2015-08-03,59.299999,59.450001,58.48,59.049999,6807000,57.540962
2015-08-04,59.439999,59.470001,58.369999,58.700001,6935800,57.199907
2015-08-05,59.080002,59.279999,58.77,59.099998,5702600,57.589683
2015-08-06,59.16,59.25,58.32,58.43,7019700,56.936807
2015-08-07,58.349998,58.450001,57.669998,57.970001,9712400,56.488563
2015-08-10,58.259998,58.610001,58.259998,58.41,5052400,56.917318
2015-08-11,57.93,58.189999,57.560001,57.759998,7078300,56.283927
2015-08-12,57.279999,58.279999,57.119999,58.259998,7525300,56.771149
2015-08-13,58.549999,59.450001,58.5,58.98,10957200,57.472751
2015-08-14,59.009998,59.57,58.869999,59.18,9466400,57.66764
2015-08-17,58.799999,59.75,58.580002,59.709999,6113700,58.184095
2015-08-18,59.669998,59.950001,59.560001,59.66,6797400,58.135373
2015-08-19,59.32,60.07,59.189999,59.66,7986300,58.135373
2015-08-20,58.290001,58.549999,56.740002,56.950001,23694400,55.494629
2015-08-21,56.59,57.630001,55.759998,55.77,17632500,54.344784
2015-08-24,53.07,54.400002,45.689999,53.990002,24838600,52.610274
2015-08-25,55.389999,55.41,51.0,51.169998,22849800,49.862336
2015-08-26,53.400002,54.610001,52.490002,54.419998,22891200,53.029281
2015-08-27,55.279999,55.400002,53.639999,54.950001,16135600,53.54574
2015-08-28,54.779999,55.41,54.59,55.369999,12797000,53.955005
2015-08-31,55.119999,55.299999,53.619999,53.849998,12917100,52.473848
2015-09-01,52.66,53.23,52.200001,52.529999,15747400,51.187581
2015-09-02,53.169998,53.27,52.349998,52.98,13130800,51.626082
2015-09-03,53.27,53.549999,52.599998,52.650002,12149100,51.304517
2015-09-04,52.099998,52.240002,51.18,51.59,14491300,50.271605
2015-09-08,53.009998,53.02,52.200001,52.689999,14961100,51.343492
2015-09-09,53.209999,53.330002,51.810001,51.93,11116700,50.602916
2015-09-10,52.02,53.200001,51.860001,52.720001,14065400,51.372728
2015-09-11,52.209999,52.450001,51.709999,52.09,12090800,51.195819
2015-09-14,52.119999,52.73,51.990002,52.34,8791400,51.441528
2015-09-15,52.779999,53.889999,52.669998,53.549999,11792200,52.630756
2015-09-16,53.509998,53.970001,53.32,53.869999,8681400,52.945262
2015-09-17,53.849998,54.5,53.02,53.959999,22799900,53.033718
2015-09-18,53.68,53.869999,51.91,52.130001,28997900,51.235133
2015-09-21,52.439999,52.439999,50.689999,50.98,17243300,50.104873
2015-09-22,50.549999,51.0,50.259998,50.740002,12795600,49.868995
2015-09-23,50.740002,51.439999,50.389999,51.029999,10055500,50.154014
2015-09-24,50.529999,50.860001,50.220001,50.59,10508300,49.721568
2015-09-25,50.919998,51.32,49.130001,49.599998,15322700,48.748561
2015-09-28,49.299999,49.369999,48.09,48.419998,20150500,47.588817
2015-09-29,48.580002,49.299999,48.200001,48.650002,12802900,47.814872
2015-09-30,49.400002,49.540001,48.849998,49.389999,12679100,48.542167
2015-10-01,49.349998,49.57,48.540001,49.369999,14408600,48.52251
2015-10-02,48.790001,50.150002,48.349998,50.139999,24287900,49.279292
2015-10-05,51.07,51.32,50.689999,51.23,15881600,50.350581
2015-10-06,51.389999,51.389999,49.32,49.799999,16493500,48.945129
2015-10-07,50.459999,51.119999,49.77,50.950001,14508200,50.075389
2015-10-08,50.66,51.189999,50.139999,51.02,12542000,50.144187
2015-10-09,50.990002,51.509998,50.689999,50.950001,10921400,50.075389
2015-10-12,49.709999,50.849998,49.689999,50.709999,11653300,49.839507
2015-10-13,50.779999,50.91,49.360001,49.470001,14905900,48.620795
2015-10-14,49.59,50.119999,49.450001,49.540001,13731200,48.689593
2015-10-15,49.669998,51.080002,49.25,50.720001,14037500,49.849338
2015-10-16,51.299999,51.720001,51.080002,51.48,10999600,50.59629
2015-10-19,51.330002,51.549999,50.93,51.400002,8441900,50.517665
2015-10-20,51.389999,51.470001,50.099998,50.389999,9944900,49.525001
2015-10-21,50.75,50.98,50.150002,50.59,11269900,49.721568
2015-10-22,50.82,52.560001,50.299999,52.009998,18449600,51.117191
2015-10-23,52.349998,53.25,52.139999,52.880001,15703500,51.972259
2015-10-26,52.650002,53.169998,52.470001,52.91,10975200,52.001743
2015-10-27,53.759998,54.099998,52.779999,53.470001,13956900,52.552131
2015-10-28,53.990002,55.139999,53.549999,55.099998,14710000,54.154148
2015-10-29,54.959999,55.639999,54.470001,54.869999,8907300,53.928096
2015-10-30,54.790001,55.27,54.66,54.66,11017400,53.721702
2015-11-02,54.689999,55.330002,54.41,55.110001,10559100,54.163978
2015-11-03,55.080002,55.380001,54.48,55.110001,9216200,54.163978
2015-11-04,55.470001,55.77,55.18,55.529999,7749200,54.576766
2015-11-05,55.459999,55.68,54.68,55.049999,9046800,54.105007
2015-11-06,54.790001,54.880001,54.009998,54.610001,10723000,53.672561
2015-11-09,54.029999,54.41,53.740002,54.240002,9140200,53.308914
2015-11-10,54.380001,54.599998,54.02,54.43,7462300,53.495651
2015-11-11,54.810001,55.0,53.68,53.720001,8544600,52.797839
2015-11-12,53.59,53.970001,53.029999,53.029999,8577500,52.119682
2015-11-13,53.459999,53.720001,52.900002,53.029999,11394500,52.119682
2015-11-16,52.189999,53.810001,52.130001,53.700001,6907800,52.778182
2015-11-17,53.709999,54.299999,53.290001,53.709999,7126600,52.788009
2015-11-18,53.860001,54.32,53.700001,54.23,10811400,53.299083
2015-11-19,54.439999,54.529999,53.919998,54.279999,6839200,53.348224
2015-11-20,54.610001,54.860001,54.0,54.099998,8933300,53.171314
2015-11-23,54.080002,54.200001,53.779999,54.009998,8688100,53.082858
2015-11-24,53.560001,53.68,53.099998,53.48,10507200,52.561958
2015-11-25,53.619999,53.919998,53.459999,53.720001,6078900,52.797839
2015-11-27,53.360001,54.200001,53.360001,53.959999,2981600,53.033718
2015-11-30,54.040001,54.110001,53.0,53.009998,13363200,52.100025
2015-12-01,53.77,54.639999,53.439999,54.57,12996800,53.633247
2015-12-02,54.66,54.990002,53.75,53.82,10099300,52.896121
2015-12-03,54.07,54.09,52.240002,52.59,13595100,51.687236
2015-12-04,52.869999,53.68,52.830002,53.639999,13687000,52.719211
2015-12-07,54.02,54.23,53.18,53.68,8696000,52.758525
2015-12-08,53.57,54.400002,53.220001,53.470001,7573200,52.552131
2015-12-09,53.279999,53.610001,52.52,52.82,10357200,51.913287
2015-12-10,53.02,53.98,52.82,53.689999,11451900,52.768352
2015-12-11,53.0,53.279999,52.02,52.150002,10397900,51.697719
2015-12-14,52.150002,52.360001,51.650002,52.200001,11999200,51.747285
2015-12-15,52.48,53.189999,52.23,52.900002,11540100,52.441215
2015-12-16,53.419998,54.110001,53.0,54.02,10014300,53.5515
2015-12-17,54.110001,54.25,52.66,52.66,13517100,52.203295
2015-12-18,52.150002,52.32,51.610001,51.639999,21101800,51.19214
2015-12-21,52.150002,52.150002,51.200001,51.869999,11636100,51.420145
2015-12-22,52.009998,52.23,51.279999,52.099998,13196900,51.64815
2015-12-23,52.380001,53.220001,52.360001,52.98,7127400,52.520519
2015-12-24,52.790001,53.130001,52.610001,52.849998,2980100,52.391646
2015-12-28,52.790001,53.040001,52.57,52.84,4836300,52.381734
2015-12-29,52.970001,53.610001,52.91,53.34,6608500,52.877398
2015-12-30,53.34,53.580002,53.080002,53.25,5560300,52.788178
2015-12-31,52.799999,53.290001,52.66,52.82,8292900,52.361907
2016-01-04,52.009998,52.610001,51.610001,52.48,17174600,52.024856
2016-01-05,52.790001,53.470001,52.669998,53.150002,11075500,52.689047
2016-01-06,52.509998,52.950001,52.209999,52.419998,12465900,51.965375
2016-01-07,51.52,52.32,51.439999,51.959999,12720000,51.509365
2016-01-08,52.509998,52.52,50.860001,51.080002,14156200,50.637
2016-01-11,51.25,51.540001,50.610001,51.25,14367400,50.805523
2016-01-12,51.509998,52.07,50.98,51.759998,11321000,51.311099
2016-01-13,51.91,52.060001,50.580002,50.66,16546600,50.22064
2016-01-14,50.669998,52.110001,50.59,51.799999,13568500,51.350753
2016-01-15,50.5,51.299999,50.099998,51.139999,15490400,50.696477
2016-01-19,51.599998,51.91,50.810001,51.34,10929500,50.894743
2016-01-20,50.290001,51.02,49.299999,50.549999,15920400,50.111594
2016-01-21,50.779999,51.32,50.09,50.919998,11927200,50.478384
2016-01-22,51.439999,51.740002,50.950001,51.349998,10812800,50.904655
2016-01-25,51.349998,51.439999,50.759998,50.919998,9280500,50.478384
2016-01-26,51.049999,51.599998,50.759998,51.450001,9017500,51.00379
2016-01-27,50.66,51.57,49.830002,50.369999,13119100,49.933154
2016-01-28,50.330002,50.540001,48.98,49.200001,18126900,48.773303
2016-01-29,49.799999,50.669998,49.580002,50.669998,16922700,50.230552
2016-02-01,50.389999,50.98,49.84,50.75,11431200,50.30986
2016-02-02,50.27,50.509998,49.900002,50.41,14899300,49.972808
2016-02-03,49.619999,50.110001,48.580002,50.049999,19568600,49.61593
2016-02-04,49.700001,49.740002,48.029999,48.59,20609200,48.168593
2016-02-05,48.599998,49.720001,48.27,49.380001,16883000,48.951742
2016-02-08,48.93,49.330002,47.970001,48.830002,13345100,48.406513
2016-02-09,48.689999,49.57,48.400002,49.16,10649100,48.733649
2016-02-10,49.509998,50.41,49.490002,49.529999,11036100,49.100439
2016-02-11,48.810001,49.389999,48.509998,48.849998,11088400,48.426336
2016-02-12,48.98,49.110001,48.279999,49.029999,13598300,48.604776
2016-02-16,49.400002,49.990002,49.240002,49.779999,11416200,49.348271
2016-02-17,50.0,50.650002,49.959999,50.599998,9323300,50.161159
2016-02-18,50.599998,50.990002,50.25,50.32,9612900,49.883589
2016-02-19,50.25,50.400002,49.869999,50.119999,8964200,49.685323
2016-02-22,50.279999,50.779999,50.130001,50.77,7770300,50.329687
2016-02-23,50.560001,50.939999,50.43,50.540001,7899500,50.101682
2016-02-24,50.16,50.619999,49.630001,50.560001,7572700,50.121509
2016-02-25,50.560001,51.0,50.389999,51.0,8693700,50.557692
2016-02-26,51.049999,51.130001,50.630001,50.639999,9251300,50.200813
2016-02-29,50.52,50.830002,50.150002,50.209999,12888700,49.774542
2016-03-01,50.389999,51.939999,50.09,51.75,12105700,51.301187
2016-03-02,51.630001,52.439999,51.52,52.27,11974100,51.816678
2016-03-03,52.18,52.32,51.150002,52.099998,9808800,51.64815
2016-03-04,51.849998,52.290001,51.5,52.080002,9085800,51.628327
2016-03-07,51.84,52.93,51.75,52.639999,7466300,52.183468
2016-03-08,52.360001,52.93,52.290001,52.450001,8269000,51.995117
2016-03-09,52.580002,52.889999,52.099998,52.360001,9150600,51.905897
2016-03-10,52.689999,53.240002,52.43,53.040001,12267500,52.58
2016-03-11,53.02,53.459999,52.779999,53.200001,15532400,53.200001
2016-03-14,53.150002,53.32,52.84,53.080002,6532900,53.080002
2016-03-15,52.48,52.639999,51.950001,52.419998,9060700,52.419998
2016-03-16,52.310001,52.310001,51.560001,51.939999,9826000,51.939999
2016-03-17,51.93,51.970001,51.330002,51.529999,9555300,51.529999
2016-03-18,51.740002,52.419998,51.59,52.25,14248800,52.25
2016-03-21,52.330002,52.830002,52.099998,52.799999,7509500,52.799999
2016-03-22,52.580002,53.459999,52.549999,53.029999,9233600,53.029999
2016-03-23,53.599998,53.599998,52.849998,53.080002,9916800,53.080002
2016-03-24,52.790001,53.349998,52.59,53.07,7564700,53.07
2016-03-28,53.119999,53.290001,52.650002,52.830002,6036100,52.830002
2016-03-29,52.91,53.41,52.57,53.32,7331200,53.32
2016-03-30,53.48,53.549999,53.110001,53.220001,6318400,53.220001
2016-03-31,53.080002,53.48,52.759998,52.91,8196100,52.91
2016-04-01,52.5,53.790001,52.439999,53.700001,8649300,53.700001
2016-04-04,53.91,54.630001,53.75,54.400002,10231400,54.400002
2016-04-05,54.09,54.720001,53.990002,54.240002,8954700,54.240002
2016-04-06,54.349998,55.790001,54.259998,55.630001,12429000,55.630001
2016-04-07,55.34,55.779999,55.049999,55.419998,10508700,55.419998
2016-04-08,55.75,55.91,55.099998,55.360001,6766800,55.360001
2016-04-11,55.369999,55.740002,54.98,55.049999,7046600,55.049999
2016-04-12,54.970001,55.75,54.939999,55.34,5885300,55.34
2016-04-13,55.459999,55.990002,55.27,55.959999,8436800,55.959999
2016-04-14,56.02,56.599998,55.939999,56.450001,8232000,56.450001
2016-04-15,56.529999,56.549999,55.880001,56.139999,8417200,56.139999
2016-04-18,56.139999,56.830002,55.919998,56.509998,7780600,56.509998
2016-04-19,56.73,57.380001,56.220001,56.860001,7230000,56.860001
2016-04-20,57.150002,57.400002,56.439999,56.580002,8487300,56.580002
2016-04-21,56.34,57.029999,56.310001,56.599998,10529400,56.599998
2016-04-22,56.689999,57.029999,56.509998,56.740002,7085000,56.740002
2016-04-25,56.48,56.639999,56.0,56.220001,8229300,56.220001
2016-04-26,56.41,56.419998,55.869999,56.040001,7201700,56.040001
