Date,Open_PPG,High_PPG,Low_PPG,Close_PPG,Volume_PPG,AdjClose_PPG
2013-06-14,154.369995,155.720001,153.110001,153.830002,919400,73.829996
2013-06-17,155.0,156.940002,154.360001,156.110001,1115600,74.924271
2013-06-18,156.039993,156.75,155.110001,156.570007,1032400,75.145049
2013-06-19,156.320007,157.220001,154.089996,154.169998,1002000,73.993176
2013-06-20,152.25,152.759995,149.610001,150.080002,2130400,72.030201
2013-06-21,151.910004,152.039993,147.630005,148.899994,2092600,71.463861
2013-06-24,148.830002,148.869995,145.210007,146.679993,1538400,70.398382
2013-06-25,149.179993,150.240005,146.770004,147.830002,1300400,70.950324
2013-06-26,148.690002,149.960007,146.899994,149.0,1524600,71.511859
2013-06-27,150.100006,150.520004,148.339996,149.029999,1559800,71.526257
2013-06-28,147.919998,148.240005,146.0,146.410004,4672000,70.268802
2013-07-01,147.050003,150.190002,146.559998,148.440002,1363000,71.243091
2013-07-02,147.850006,149.820007,147.740005,149.080002,1403800,71.550255
2013-07-03,147.139999,149.940002,144.580002,149.589996,738400,71.795025
2013-07-05,150.570007,152.699997,150.570007,152.419998,1289200,73.153271
2013-07-08,153.300003,153.649994,151.309998,153.229996,1203000,73.542026
2013-07-09,154.529999,156.789993,153.039993,156.529999,1716000,75.125847
2013-07-10,156.580002,157.0,155.360001,156.039993,1164400,74.890671
2013-07-11,159.119995,159.509995,157.130005,158.029999,1771000,75.845765
2013-07-12,157.910004,158.130005,156.190002,157.729996,1584600,75.70178
2013-07-15,157.979996,158.039993,156.710007,156.990005,850600,75.346625
2013-07-16,157.039993,157.089996,154.130005,154.839996,1139400,74.314738
2013-07-17,155.639999,156.929993,155.380005,156.860001,1294000,75.28423
2013-07-18,156.789993,161.470001,156.179993,160.0,2736800,76.791258
2013-07-19,160.070007,160.940002,159.020004,159.160004,1756800,76.388106
2013-07-22,159.009995,161.130005,158.910004,159.729996,2017000,76.661671
2013-07-23,160.770004,161.339996,158.940002,159.130005,1342200,76.373708
2013-07-24,159.559998,159.869995,156.179993,157.080002,1704000,75.389818
2013-07-25,157.089996,158.789993,156.940002,158.729996,1127600,76.181725
2013-07-26,158.5,158.5,156.380005,157.110001,1044400,75.404216
2013-07-29,158.229996,161.479996,157.419998,161.169998,1548400,77.352793
2013-07-30,161.089996,161.639999,160.0,161.050003,1307000,77.295202
2013-07-31,161.5,162.259995,160.009995,160.440002,1263000,77.002435
2013-08-01,156.259995,165.639999,156.259995,162.759995,953600,78.115904
2013-08-02,162.490005,163.539993,160.449997,162.360001,998000,77.923929
2013-08-05,161.619995,162.539993,160.679993,161.889999,1447000,77.698354
2013-08-06,161.570007,161.649994,159.539993,161.419998,1322400,77.472779
2013-08-07,160.940002,161.929993,160.100006,161.089996,1053200,77.314397
2013-08-08,162.029999,162.720001,160.380005,161.830002,1592600,77.964788
2013-08-09,161.470001,162.729996,160.809998,161.690002,825800,77.897341
2013-08-12,161.020004,161.910004,160.270004,161.339996,1501200,77.728719
2013-08-13,160.869995,163.300003,160.410004,162.759995,1327800,78.412831
2013-08-14,162.960007,163.429993,161.960007,162.369995,1328600,78.224941
2013-08-15,161.0,161.0,158.289993,158.770004,1157400,76.490574
2013-08-16,158.059998,159.380005,157.570007,158.589996,1377800,76.403852
2013-08-19,158.149994,159.330002,156.520004,156.809998,1051600,75.546302
2013-08-20,156.949997,160.050003,156.809998,158.970001,1613600,76.586927
2013-08-21,158.809998,160.559998,157.800003,159.110001,887400,76.654374
2013-08-22,159.429993,160.479996,157.860001,160.149994,660600,77.155411
2013-08-23,160.460007,162.419998,158.690002,162.240005,1401800,78.162316
2013-08-26,162.639999,162.850006,159.759995,160.270004,858400,77.213229
2013-08-27,158.279999,159.0,157.0,157.759995,1072000,76.003982
2013-08-28,156.940002,157.699997,155.600006,155.759995,1638400,75.040443
2013-08-29,155.289993,157.240005,155.270004,156.190002,1412400,75.247608
2013-08-30,156.539993,157.25,155.699997,156.210007,748400,75.257245
2013-09-03,158.539993,159.919998,156.470001,157.210007,992200,75.739015
2013-09-04,156.899994,159.429993,156.350006,158.940002,1130200,76.572474
2013-09-05,158.850006,161.339996,158.339996,160.570007,639000,77.357761
2013-09-06,160.979996,161.179993,157.580002,159.25,1290200,76.721822
2013-09-09,159.539993,161.960007,159.539993,161.639999,834600,77.873251
2013-09-10,162.830002,163.710007,162.210007,163.710007,1240200,78.870518
2013-09-11,163.580002,164.710007,163.139999,164.419998,806000,79.21257
2013-09-12,164.190002,165.520004,162.309998,162.869995,891200,78.465826
2013-09-13,163.309998,163.979996,162.169998,162.440002,913800,78.258668
2013-09-16,165.199997,165.889999,164.350006,165.199997,858400,79.58835
2013-09-17,165.199997,165.529999,164.240005,165.360001,878400,79.665435
2013-09-18,164.649994,167.979996,163.619995,167.809998,1110400,80.845769
2013-09-19,167.789993,168.970001,167.199997,167.990005,920400,80.932491
2013-09-20,167.990005,172.210007,166.160004,166.279999,1415400,80.108662
2013-09-23,166.160004,166.160004,163.330002,163.419998,1876400,78.7308
2013-09-24,163.679993,165.179993,163.210007,163.470001,1591200,78.75489
2013-09-25,163.940002,165.339996,163.399994,164.639999,1779400,79.31856
2013-09-26,165.100006,166.960007,164.789993,166.649994,913600,80.286914
2013-09-27,165.440002,166.309998,164.880005,165.270004,1311200,79.622077
2013-09-30,163.779999,167.130005,163.520004,167.059998,1504800,80.484442
2013-10-01,167.130005,167.809998,166.100006,166.809998,1185800,80.363999
2013-10-02,165.529999,166.639999,164.860001,166.639999,1333800,80.282099
2013-10-03,166.190002,166.830002,165.059998,166.490005,1540800,80.209837
2013-10-04,166.139999,171.0,165.970001,170.899994,1846200,82.334436
2013-10-07,168.770004,170.199997,167.509995,167.910004,1843000,80.893949
2013-10-08,167.910004,168.009995,162.699997,162.809998,1740800,78.436921
2013-10-09,162.979996,164.220001,160.759995,162.479996,2231000,78.277936
2013-10-10,164.699997,165.949997,163.800003,164.729996,2301400,79.361917
2013-10-11,164.869995,166.789993,164.570007,166.75,1818600,80.335094
2013-10-14,165.460007,166.5,164.679993,166.130005,1238200,80.036399
2013-10-15,166.119995,166.630005,164.889999,165.479996,911600,79.723245
2013-10-16,167.199997,168.009995,165.559998,166.220001,1916000,80.079757
2013-10-17,169.75,174.740005,167.240005,174.470001,3069600,84.054357
2013-10-18,175.360001,176.580002,173.550003,175.770004,2707800,84.680659
2013-10-21,175.300003,177.020004,174.449997,176.610001,1685400,85.085344
2013-10-22,177.850006,180.729996,176.509995,180.119995,1819200,86.776353
2013-10-23,180.279999,180.440002,178.320007,178.449997,1435200,85.971798
2013-10-24,178.75,179.610001,177.949997,179.460007,723600,86.45839
2013-10-25,179.460007,181.949997,179.089996,181.919998,1139600,87.643539
2013-10-28,181.929993,182.070007,180.330002,180.889999,1001600,87.147317
2013-10-29,181.199997,185.679993,181.199997,185.509995,1654600,89.373091
2013-10-30,186.279999,187.279999,179.130005,181.660004,2376400,87.518282
2013-10-31,181.740005,184.570007,181.550003,182.580002,1835400,87.961509
2013-11-01,182.800003,183.389999,181.710007,182.75,1466600,88.043409
2013-11-04,183.5,183.600006,181.669998,183.460007,1215400,88.385469
2013-11-05,182.940002,184.460007,181.610001,183.320007,1102800,88.318021
2013-11-06,182.339996,184.839996,182.339996,182.800003,1724200,88.36152
2013-11-07,183.289993,184.320007,179.350006,179.639999,1768400,86.834044
2013-11-08,180.0,181.789993,179.380005,181.570007,2207200,87.766967
2013-11-11,181.729996,183.149994,181.580002,182.160004,1497200,88.052159
2013-11-12,182.179993,182.990005,181.380005,182.509995,1230400,88.221337
2013-11-13,181.679993,184.899994,181.570007,184.619995,1962000,89.241265
2013-11-14,185.0,185.610001,183.720001,185.580002,1034400,89.705311
2013-11-15,186.380005,186.889999,184.669998,184.899994,1367800,89.37661
2013-11-18,184.970001,185.539993,184.110001,184.649994,924800,89.255765
2013-11-19,184.229996,185.5,184.050003,184.759995,625600,89.308937
2013-11-20,184.649994,184.699997,181.800003,182.199997,1337400,88.071491
2013-11-21,183.309998,183.919998,182.449997,183.320007,1333000,88.612879
2013-11-22,183.589996,184.229996,182.550003,183.779999,1349200,88.835229
2013-11-25,183.820007,185.539993,183.820007,184.190002,974400,89.033416
2013-11-26,184.179993,185.990005,183.759995,185.130005,966400,89.487792
2013-11-27,185.199997,185.550003,184.059998,184.539993,909400,89.202594
2013-11-29,185.0,185.570007,183.75,184.059998,394400,88.970574
2013-12-02,184.339996,185.529999,183.350006,183.660004,1018400,88.777226
2013-12-03,182.320007,183.229996,180.320007,181.660004,1342800,87.81047
2013-12-04,181.710007,184.600006,181.710007,182.949997,1929600,88.434024
2013-12-05,182.0,183.289993,180.850006,181.779999,1156000,87.868473
2013-12-06,185.0,187.960007,182.960007,187.839996,1894400,90.797743
2013-12-09,188.190002,189.0,186.029999,186.710007,1417000,90.251531
2013-12-10,186.710007,188.0,185.910004,187.350006,1103600,90.560892
2013-12-11,187.089996,187.229996,181.490005,182.350006,2164000,88.144002
2013-12-12,182.220001,184.589996,182.050003,183.919998,1797800,88.902902
2013-12-13,183.929993,185.139999,182.289993,182.910004,1353400,88.414692
2013-12-16,182.910004,184.300003,181.5,182.399994,1908000,88.168165
2013-12-17,183.210007,184.0,181.910004,183.610001,1786800,88.753055
2013-12-18,183.759995,185.630005,180.899994,185.229996,1919000,89.536126
2013-12-19,184.860001,185.809998,184.350006,185.300003,1435200,89.569966
2013-12-20,185.020004,187.350006,184.770004,186.619995,4534400,90.208021
2013-12-23,187.399994,187.419998,185.080002,185.5,1373600,89.66664
2013-12-24,185.610001,187.600006,185.610001,187.580002,373000,90.672067
2013-12-26,187.839996,188.369995,187.25,188.080002,609800,90.913756
2013-12-27,188.580002,188.580002,187.25,187.779999,783000,90.768741
2013-12-30,187.820007,188.830002,187.100006,188.470001,1015200,91.102273
2013-12-31,188.770004,190.070007,188.259995,189.660004,1038800,91.677495
2014-01-02,189.5,190.289993,188.529999,188.940002,1368400,91.329462
2014-01-03,189.399994,190.100006,188.880005,189.410004,814200,91.55665
2014-01-06,189.630005,189.990005,186.929993,187.520004,1564800,90.643066
2014-01-07,187.600006,189.139999,186.020004,188.279999,2334800,91.01043
2014-01-08,188.550003,190.199997,187.410004,189.470001,2006600,91.585652
2014-01-09,189.710007,191.229996,189.25,190.130005,2366000,91.904683
2014-01-10,190.570007,191.539993,189.630005,190.580002,2090200,92.122202
2014-01-13,189.929993,191.350006,187.190002,187.759995,2609000,90.759072
2014-01-14,188.570007,191.009995,187.570007,190.889999,1919400,92.272048
2014-01-15,191.270004,191.550003,190.429993,190.699997,2111400,92.180205
2014-01-16,182.570007,189.889999,182.570007,187.669998,3294200,90.715569
2014-01-17,188.5,192.229996,188.5,189.479996,3656400,91.590483
2014-01-21,190.330002,191.539993,189.110001,190.0,2339600,91.841841
2014-01-22,190.149994,190.690002,186.589996,187.160004,2843800,90.469049
2014-01-23,186.710007,188.039993,185.770004,186.889999,2456200,90.338535
2014-01-24,185.229996,185.699997,181.589996,181.600006,2377200,87.781468
2014-01-27,182.0,184.490005,180.429993,183.190002,2781000,88.550038
2014-01-28,183.089996,184.660004,181.720001,182.429993,2033200,88.182665
2014-01-29,182.050003,184.869995,181.660004,183.199997,1591000,88.554869
2014-01-30,183.699997,185.649994,182.869995,184.669998,1190000,89.265435
2014-01-31,182.210007,184.5,181.429993,182.360001,2721200,88.148833
2014-02-03,182.509995,183.330002,176.669998,176.869995,2566800,85.495084
2014-02-04,177.729996,179.440002,176.800003,177.240005,1938000,85.673939
2014-02-05,175.889999,177.630005,173.830002,177.220001,2258600,85.66427
2014-02-06,177.429993,179.309998,176.820007,178.919998,1659000,86.486011
2014-02-07,180.600006,182.550003,180.5,182.539993,1596800,88.235837
2014-02-10,182.130005,184.910004,181.729996,183.929993,2010600,88.907733
2014-02-11,184.410004,186.619995,183.509995,185.160004,1992200,89.502293
2014-02-12,186.029999,187.070007,185.25,185.759995,1361800,89.792315
2014-02-13,185.0,187.839996,184.160004,187.229996,1374400,90.502882
2014-02-14,187.229996,189.479996,187.100006,188.899994,1415000,91.310122
2014-02-18,188.460007,188.5,186.220001,186.589996,2619800,90.19352
2014-02-19,185.649994,188.729996,185.589996,187.059998,1718000,90.717283
2014-02-20,187.0,188.880005,186.089996,188.75,1690800,91.536873
2014-02-21,188.770004,190.809998,188.699997,189.869995,2260000,92.08003
2014-02-24,189.490005,190.990005,188.5,188.520004,1695400,91.425334
2014-02-25,188.309998,192.0,188.300003,190.770004,1679200,92.516502
2014-02-26,190.399994,194.119995,190.25,193.130005,1781200,93.661016
2014-02-27,192.800003,194.669998,191.199997,193.690002,1586200,93.932594
2014-02-28,194.039993,198.149994,193.75,197.820007,2879800,95.935496
2014-03-03,193.229996,198.339996,193.229996,197.059998,1615400,95.566919
2014-03-04,199.75,200.410004,198.679993,200.190002,1354000,97.084857
2014-03-05,200.0,200.960007,199.110001,199.539993,1194200,96.769627
2014-03-06,199.759995,201.289993,199.449997,200.139999,979200,97.060608
2014-03-07,200.339996,201.240005,199.240005,200.070007,1540000,97.026664
2014-03-10,199.320007,200.830002,198.639999,200.300003,979200,97.138204
2014-03-11,201.0,201.0,197.449997,197.509995,1772000,95.785151
2014-03-12,197.210007,198.029999,196.199997,197.210007,1605600,95.639668
2014-03-13,198.229996,198.800003,194.509995,194.910004,1022400,94.52425
2014-03-14,194.589996,196.119995,194.25,194.580002,1214000,94.364212
2014-03-17,195.190002,197.190002,194.740005,195.960007,1668800,95.033464
2014-03-18,196.470001,198.809998,196.440002,197.960007,1223200,96.003391
2014-03-19,198.889999,199.220001,194.449997,195.160004,1495200,94.645491
2014-03-20,194.479996,196.130005,194.009995,194.740005,1833800,94.441808
2014-03-21,196.470001,198.139999,194.539993,195.119995,3024800,94.626089
2014-03-24,196.100006,196.399994,192.25,193.210007,1008800,93.699814
2014-03-25,194.139999,195.089996,192.410004,192.869995,1555400,93.534921
2014-03-26,193.410004,194.0,190.410004,190.410004,1492400,92.341914
2014-03-27,190.429993,190.960007,188.029999,189.529999,1201400,91.915144
2014-03-28,190.029999,191.710007,189.410004,190.809998,1012800,92.535897
2014-03-31,192.720001,194.979996,192.009995,193.460007,1627800,93.821055
2014-04-01,195.080002,196.720001,193.380005,196.639999,1093600,95.363235
2014-04-02,196.169998,197.990005,195.460007,197.259995,1458200,95.66391
2014-04-03,197.25,200.050003,196.160004,197.369995,1224600,95.717257
2014-04-04,200.470001,201.589996,196.710007,197.759995,2836400,95.906392
2014-04-07,197.270004,197.740005,192.289993,193.070007,2327000,93.631919
2014-04-08,192.880005,194.130005,190.300003,192.5,1858600,93.355486
2014-04-09,192.690002,195.970001,191.710007,195.690002,1432000,94.902521
2014-04-10,195.979996,196.190002,189.889999,189.960007,1847000,92.123682
2014-04-11,189.399994,190.770004,187.630005,187.820007,1373400,91.085861
2014-04-14,189.160004,189.699997,187.139999,188.559998,1304200,91.444729
2014-04-15,188.639999,189.160004,185.179993,188.529999,1875400,91.430181
2014-04-16,190.0,191.929993,188.490005,191.630005,2034400,92.933571
2014-04-17,199.990005,200.0,196.479996,199.460007,3588200,96.730836
2014-04-21,198.100006,199.419998,196.389999,196.539993,2523000,95.314736
2014-04-22,196.869995,197.990005,196.279999,196.360001,1778000,95.227446
2014-04-23,196.660004,198.119995,195.929993,196.300003,1542200,95.198349
2014-04-24,196.630005,196.940002,194.270004,194.509995,1536800,94.330261
2014-04-25,193.869995,194.300003,191.759995,192.979996,1429000,93.588267
2014-04-28,193.770004,194.570007,190.070007,191.470001,1583800,92.855975
2014-04-29,192.350006,193.449997,191.179993,193.0,987400,93.597968
2014-04-30,192.289993,194.0,192.259995,193.619995,1117400,93.898643
2014-05-01,193.149994,194.210007,192.25,192.639999,789000,93.423381
2014-05-02,192.410004,195.570007,192.179993,195.179993,1516200,94.655185
2014-05-05,194.860001,196.210007,193.589996,195.889999,888000,94.999513
2014-05-06,194.729996,196.490005,193.009995,195.470001,1240600,94.795829
2014-05-07,196.320007,198.899994,195.0,198.740005,1619800,96.381662
2014-05-08,197.619995,198.880005,194.970001,196.279999,1200800,95.510639
2014-05-09,196.25,196.839996,194.809998,196.619995,1005000,95.676083
2014-05-12,197.830002,199.649994,196.720001,199.410004,688800,97.033712
2014-05-13,199.300003,199.5,197.559998,197.729996,950000,96.216214
2014-05-14,197.589996,198.410004,196.330002,196.559998,866200,95.646888
2014-05-15,196.300003,196.449997,193.0,194.630005,933800,94.707746
2014-05-16,194.830002,195.580002,192.960007,195.360001,1471400,95.062965
2014-05-19,195.929993,198.470001,195.360001,196.039993,986400,95.393852
2014-05-20,196.279999,197.240005,195.520004,195.690002,1540400,95.223545
2014-05-21,196.020004,197.889999,195.720001,197.169998,1186400,95.943717
2014-05-22,197.009995,198.039993,196.300003,196.350006,691400,95.544705
2014-05-23,196.270004,199.029999,196.270004,198.860001,605200,96.766079
2014-05-27,199.5,199.710007,197.830002,198.119995,1357800,96.405989
2014-05-28,198.5,200.919998,197.949997,200.25,1453000,97.442458
2014-05-29,200.429993,201.0,198.020004,201.0,1044600,97.807411
2014-05-30,200.929993,202.880005,200.139999,201.610001,1078200,98.10424
2014-06-02,201.809998,203.050003,200.960007,202.330002,615400,98.454595
2014-06-03,201.410004,202.300003,200.929993,201.720001,832200,98.157767
2014-06-04,201.630005,204.75,200.070007,203.860001,1573600,99.199099
2014-06-05,203.580002,203.789993,201.100006,203.149994,986200,98.853607
2014-06-06,204.240005,205.800003,204.009995,204.929993,873600,99.719761
2014-06-09,204.630005,205.649994,204.360001,205.110001,840400,99.807354
2014-06-10,204.399994,205.889999,203.259995,205.800003,834400,100.143112
2014-06-11,204.5,205.919998,204.289993,205.600006,763400,100.045793
2014-06-12,205.369995,205.710007,203.350006,203.580002,1284000,99.06285
2014-06-13,203.830002,204.75,203.210007,204.270004,504200,99.398608
2014-06-16,203.75,204.25,201.809998,203.020004,861000,98.790353
2014-06-17,202.520004,204.119995,202.050003,202.509995,725600,98.54218
2014-06-18,202.25,204.0,201.270004,203.589996,1122800,99.067714
2014-06-19,203.410004,204.050003,202.979996,203.220001,850200,98.887673
2014-06-20,203.830002,205.460007,203.279999,204.570007,1507000,99.544591
2014-06-23,204.880005,205.070007,203.699997,204.369995,599800,99.447264
2014-06-24,203.600006,205.490005,202.520004,203.029999,1050800,98.795217
2014-06-25,203.419998,205.850006,203.419998,204.470001,1229400,99.495928
2014-06-26,204.729996,204.770004,201.910004,202.580002,955200,98.576246
2014-06-27,201.610001,204.199997,201.600006,204.050003,1474000,99.291555
2014-06-30,211.929993,213.009995,208.600006,210.149994,2919000,102.259835
2014-07-01,210.220001,210.990005,208.830002,208.860001,1358600,101.632119
2014-07-02,208.570007,209.479996,207.940002,208.309998,925600,101.364485
2014-07-03,208.690002,210.360001,208.380005,210.160004,577200,102.264706
2014-07-07,209.0,209.059998,207.309998,208.380005,1244000,101.398551
2014-07-08,207.899994,208.860001,206.690002,206.800003,960000,100.629716
2014-07-09,207.800003,208.100006,206.380005,207.820007,849400,101.126054
2014-07-10,205.649994,207.809998,205.0,207.389999,1188000,100.916811
2014-07-11,207.039993,208.199997,205.789993,208.029999,701000,101.228237
2014-07-14,208.490005,208.940002,207.910004,207.990005,631200,101.208776
