Date,Open_LEN,High_LEN,Low_LEN,Close_LEN,Volume_LEN,AdjClose_LEN
2013-12-04,35.110001,35.310001,34.220001,34.52,5796400,34.201498
2013-12-05,34.5,34.709999,34.09,34.220001,3484400,33.904266
2013-12-06,34.759998,35.279999,34.389999,34.540001,3831800,34.221313
2013-12-09,34.639999,35.82,34.639999,35.240002,5169700,34.914856
2013-12-10,35.439999,36.490002,35.439999,35.75,4383900,35.420148
2013-12-11,35.650002,35.68,34.740002,35.029999,3014200,34.70679
2013-12-12,35.0,35.110001,34.560001,34.889999,2199900,34.568083
2013-12-13,34.959999,35.349998,34.919998,35.0,2709200,34.677068
2013-12-16,35.18,35.57,34.950001,35.0,2594400,34.677068
2013-12-17,34.98,35.349998,34.349998,35.200001,3945100,34.875224
2013-12-18,36.689999,37.790001,35.57,37.43,14224500,37.084648
2013-12-19,37.16,37.349998,36.619999,37.040001,4311000,36.698247
2013-12-20,36.990002,37.73,36.959999,37.380001,6001000,37.03511
2013-12-23,37.75,39.0,37.669998,38.75,6650000,38.392468
2013-12-24,38.639999,39.5,38.240002,38.970001,2792500,38.61044
2013-12-26,38.91,39.580002,38.900002,39.259998,3228700,38.897761
2013-12-27,39.240002,39.740002,39.0,39.549999,2619100,39.185086
2013-12-30,39.560001,39.91,39.299999,39.75,3071000,39.383242
2013-12-31,39.740002,39.799999,39.34,39.560001,2742900,39.194996
2014-01-02,39.16,39.57,38.779999,39.419998,2446800,39.056285
2014-01-03,39.48,39.939999,38.84,38.849998,3139300,38.491544
2014-01-06,39.07,39.450001,38.080002,38.189999,4861500,37.837634
2014-01-07,38.459999,38.860001,38.169998,38.360001,3147000,38.006067
2014-01-08,38.25,39.02,37.869999,38.610001,3626500,38.253761
2014-01-09,38.689999,38.93,37.91,38.419998,2937600,38.065511
2014-01-10,38.799999,39.849998,38.619999,39.189999,5768500,38.828407
2014-01-13,38.959999,39.060001,38.0,38.18,4495900,37.827728
2014-01-14,38.400002,38.630001,37.830002,38.23,2630400,37.877266
2014-01-15,38.169998,38.369999,37.779999,38.080002,2264400,37.728652
2014-01-16,38.07,38.549999,37.549999,38.43,3150000,38.075421
2014-01-17,38.349998,38.369999,37.439999,37.48,4197800,37.134186
2014-01-21,37.599998,37.740002,36.799999,37.27,3703700,36.926124
2014-01-22,37.299999,38.18,37.060001,37.810001,3730900,37.461143
2014-01-23,37.630001,38.240002,37.439999,38.200001,4115900,37.847544
2014-01-24,38.259998,38.330002,36.889999,37.029999,5161300,36.688337
2014-01-27,37.330002,37.950001,36.41,36.91,6809700,36.569445
2014-01-28,37.439999,39.16,37.240002,38.52,8084500,38.205997
2014-01-29,37.830002,39.060001,37.700001,39.0,5584500,38.682083
2014-01-30,39.619999,39.810001,38.549999,38.849998,4602300,38.533305
2014-01-31,38.369999,40.84,38.25,40.16,6701500,39.832627
2014-02-03,40.0,40.139999,38.900002,39.220001,6865100,38.900291
2014-02-04,39.349998,39.959999,38.740002,39.849998,4778700,39.525153
2014-02-05,39.509998,39.939999,39.119999,39.580002,6525300,39.257357
2014-02-06,40.939999,41.880001,40.669998,41.709999,6876900,41.369991
2014-02-07,41.860001,42.25,41.240002,41.77,5456400,41.429504
2014-02-10,41.900002,41.93,40.220001,40.889999,5156900,40.556676
2014-02-11,40.68,40.919998,40.16,40.59,4718400,40.259122
2014-02-12,40.73,40.950001,39.939999,40.130001,4893400,39.802873
2014-02-13,39.900002,41.110001,39.549999,41.0,4427900,40.66578
2014-02-14,40.810001,41.5,40.57,41.48,3085300,41.141867
2014-02-18,41.470001,41.98,40.540001,41.139999,2837800,40.804638
2014-02-19,41.02,41.759998,40.669998,40.939999,2838300,40.606268
2014-02-20,41.009998,41.369999,40.580002,41.290001,2721200,40.953417
2014-02-21,41.380001,42.43,41.25,41.849998,3799000,41.508849
2014-02-24,41.759998,42.66,41.630001,41.82,4627100,41.479095
2014-02-25,41.759998,42.75,41.470001,42.259998,3431700,41.915507
2014-02-26,42.299999,44.360001,41.91,43.779999,7661000,43.423117
2014-02-27,43.57,44.400002,43.220001,44.330002,4281100,43.968637
2014-02-28,44.369999,44.380001,43.41,43.880001,4690100,43.522304
2014-03-03,43.380001,44.099998,43.330002,43.84,4106100,43.482629
2014-03-04,44.009998,44.299999,43.330002,43.720001,5247100,43.363608
2014-03-05,43.59,43.650002,43.060001,43.150002,4082000,42.798255
2014-03-06,43.209999,43.349998,42.599998,42.900002,3155200,42.550293
2014-03-07,43.060001,43.23,41.790001,42.060001,5108600,41.71714
2014-03-10,41.959999,42.049999,40.950001,41.040001,7121300,40.705455
2014-03-11,41.279999,41.93,40.759998,41.139999,4738800,40.804638
2014-03-12,40.75,41.490002,40.400002,41.459999,4546000,41.122029
2014-03-13,41.529999,41.700001,39.970001,40.349998,4950000,40.021077
2014-03-14,40.290001,40.75,39.779999,40.02,4395500,39.693769
2014-03-17,40.200001,40.669998,39.709999,40.060001,4188600,39.733444
2014-03-18,40.150002,41.029999,40.080002,40.599998,3633700,40.269039
2014-03-19,42.459999,42.720001,41.150002,41.34,9383900,41.003008
2014-03-20,42.450001,42.5,39.860001,40.32,11670600,39.991323
2014-03-21,40.34,40.509998,39.07,39.57,8585200,39.247437
2014-03-24,39.599998,39.75,38.610001,39.18,5343700,38.860616
2014-03-25,39.450001,39.759998,39.02,39.119999,3652300,38.801104
2014-03-26,39.34,39.52,38.66,38.669998,3422000,38.354772
2014-03-27,38.630001,39.470001,38.349998,38.990002,3585400,38.672166
2014-03-28,39.150002,39.880001,39.009998,39.580002,2510400,39.257357
2014-03-31,39.75,39.950001,39.139999,39.619999,2935700,39.297028
2014-04-01,39.630001,40.669998,39.549999,40.400002,3174800,40.070672
2014-04-02,40.389999,40.779999,39.919998,40.48,2194500,40.150018
2014-04-03,40.400002,40.59,39.919998,40.540001,2701000,40.209531
2014-04-04,40.790001,41.619999,40.139999,40.48,3454100,40.150018
2014-04-07,40.389999,40.459999,38.98,39.189999,2932400,38.870533
2014-04-08,39.25,39.830002,38.869999,39.59,2661000,39.267274
2014-04-09,39.630001,40.130001,38.759998,39.619999,3001200,39.297028
2014-04-10,39.610001,40.330002,39.150002,39.18,2855800,38.860616
2014-04-11,38.889999,39.52,38.540001,38.73,3506300,38.414284
2014-04-14,38.959999,39.380001,38.5,38.950001,2988500,38.632492
2014-04-15,38.959999,39.790001,38.259998,38.790001,3942000,38.473796
2014-04-16,39.009998,39.150002,38.459999,38.77,3110500,38.453959
2014-04-17,38.790001,38.889999,37.889999,38.220001,4878300,37.908443
2014-04-21,38.23,38.450001,37.779999,38.029999,3242000,37.759506
2014-04-22,38.220001,38.790001,38.040001,38.43,2914400,38.156662
2014-04-23,38.450001,38.470001,37.32,38.189999,4433300,37.918368
2014-04-24,38.75,39.77,38.5,39.509998,5116100,39.228979
2014-04-25,39.439999,39.439999,38.419998,38.610001,3608200,38.335382
2014-04-28,38.650002,40.060001,38.52,38.860001,4341000,38.583604
2014-04-29,38.830002,38.970001,38.5,38.740002,2299300,38.464459
2014-04-30,38.650002,39.009998,38.259998,38.59,2529800,38.315524
2014-05-01,38.369999,39.700001,38.369999,39.369999,2857700,39.089975
2014-05-02,39.290001,40.299999,39.130001,39.880001,2500000,39.59635
2014-05-05,39.639999,39.73,39.139999,39.209999,3691000,38.931113
2014-05-06,39.18,39.240002,38.310001,38.599998,2981700,38.325451
2014-05-07,38.720001,38.880001,38.290001,38.560001,2179400,38.285739
2014-05-08,38.509998,39.169998,38.119999,38.389999,2313600,38.116946
2014-05-09,38.240002,38.73,38.110001,38.400002,2636300,38.126877
2014-05-12,38.540001,39.470001,38.52,39.23,3397500,38.950971
2014-05-13,39.380001,40.439999,39.380001,39.779999,4446600,39.497059
2014-05-14,39.84,39.84,38.529999,38.59,4228900,38.315524
2014-05-15,38.610001,38.689999,37.459999,38.490002,5264400,38.216237
2014-05-16,38.709999,39.0,38.200001,38.529999,3508400,38.255949
2014-05-19,38.369999,38.490002,37.959999,38.34,3088700,38.067302
2014-05-20,38.23,38.540001,37.759998,38.02,2799700,37.749579
2014-05-21,38.07,38.349998,37.82,38.279999,1912200,38.007728
2014-05-22,38.290001,39.360001,38.09,38.990002,3008800,38.712681
2014-05-23,39.040001,40.66,39.02,40.540001,5188800,40.251655
2014-05-27,40.689999,41.09,40.200001,40.470001,3640500,40.182153
2014-05-28,40.73,41.169998,40.279999,40.369999,3177100,40.082862
2014-05-29,40.639999,41.27,40.18,40.869999,3931200,40.579306
2014-05-30,40.75,40.91,40.310001,40.900002,3580200,40.609095
2014-06-02,40.869999,40.98,40.5,40.84,1792100,40.549521
2014-06-03,40.650002,41.07,40.580002,40.810001,1482200,40.519735
2014-06-04,40.610001,40.91,40.330002,40.560001,1827900,40.271513
2014-06-05,40.599998,41.27,40.43,40.990002,2406700,40.698455
2014-06-06,41.110001,41.849998,41.009998,41.68,2149500,41.383546
2014-06-09,41.57,42.279999,41.560001,41.84,2704600,41.542408
2014-06-10,41.689999,41.889999,41.529999,41.669998,1230100,41.373615
2014-06-11,41.389999,41.529999,40.759998,40.939999,2011000,40.648808
2014-06-12,40.900002,41.060001,40.369999,40.509998,2144700,40.221866
2014-06-13,40.5,40.509998,40.009998,40.18,2586500,39.894215
2014-06-16,40.209999,40.880001,40.07,40.779999,2279900,40.489946
2014-06-17,40.57,41.389999,40.060001,41.299999,3040200,41.006248
2014-06-18,41.23,41.459999,40.27,41.419998,3661600,41.125393
2014-06-19,41.400002,41.860001,40.990002,41.16,1965500,40.867244
2014-06-20,40.990002,41.07,40.349998,40.68,4374600,40.390659
2014-06-23,40.799999,41.419998,40.459999,40.5,4365800,40.211939
2014-06-24,40.490002,41.689999,40.459999,41.049999,4587200,40.758026
2014-06-25,41.150002,41.639999,40.66,41.52,3012700,41.224684
2014-06-26,41.810001,42.490002,41.0,41.32,5457000,41.026106
2014-06-27,41.290001,41.650002,40.799999,41.59,3425300,41.294186
2014-06-30,41.459999,42.43,41.360001,41.98,3233600,41.681412
2014-07-01,41.900002,42.669998,41.849998,42.549999,3489600,42.247357
2014-07-02,42.459999,42.619999,41.73,41.93,2257300,41.631768
2014-07-03,41.959999,42.080002,41.639999,41.93,1154700,41.631768
2014-07-07,41.540001,41.720001,40.880001,41.080002,2529500,40.787815
2014-07-08,40.98,41.139999,40.689999,40.860001,1914200,40.608921
2014-07-09,40.990002,41.540001,40.869999,40.970001,2664500,40.718245
2014-07-10,40.43,41.029999,40.23,40.650002,1981200,40.400212
2014-07-11,40.639999,40.790001,40.150002,40.27,2289100,40.022546
2014-07-14,40.450001,40.599998,40.0,40.049999,2628500,39.803897
2014-07-15,40.110001,40.130001,39.73,39.889999,2012000,39.64488
2014-07-16,39.98,40.830002,39.720001,40.689999,3210700,40.439963
2014-07-17,40.23,40.25,39.259998,39.32,2898200,39.078383
2014-07-18,39.380001,39.650002,39.130001,39.43,1634600,39.187708
2014-07-21,39.349998,39.720001,39.080002,39.34,1847400,39.098261
2014-07-22,39.59,40.080002,39.400002,39.860001,2404700,39.615066
2014-07-23,39.77,40.68,39.57,40.509998,2448400,40.261069
2014-07-24,40.240002,40.400002,39.009998,39.27,4174600,39.028691
2014-07-25,39.09,39.119999,38.169998,38.43,3760300,38.193853
2014-07-28,38.450001,38.450001,37.279999,37.639999,4737500,37.408706
2014-07-29,37.740002,37.759998,37.099998,37.470001,3081000,37.239753
2014-07-30,37.549999,37.650002,36.880001,37.029999,2698800,36.802454
2014-07-31,36.700001,36.82,36.060001,36.23,5023900,36.00737
2014-08-01,36.439999,36.630001,35.740002,36.16,3113400,35.937801
2014-08-04,36.330002,36.759998,36.060001,36.490002,2736600,36.265775
2014-08-05,36.23,36.77,35.91,36.189999,2966800,35.967615
2014-08-06,35.990002,36.240002,35.75,35.93,3979900,35.709215
2014-08-07,36.080002,36.23,35.849998,35.959999,3106000,35.739029
2014-08-08,36.099998,36.700001,35.93,36.639999,3465700,36.414851
2014-08-11,36.700001,37.0,36.509998,36.540001,1979600,36.315467
2014-08-12,36.450001,36.77,36.380001,36.549999,2601800,36.325404
2014-08-13,36.639999,36.75,36.259998,36.560001,2183900,36.335345
2014-08-14,36.650002,37.189999,36.540001,37.169998,1638800,36.941593
2014-08-15,37.32,37.41,36.650002,36.939999,1760600,36.713007
2014-08-18,37.25,37.790001,37.23,37.549999,2248200,37.319259
2014-08-19,38.459999,39.0,38.400002,38.799999,4894300,38.561578
2014-08-20,38.630001,39.139999,38.490002,39.0,3411100,38.76035
2014-08-21,39.049999,39.34,38.689999,39.02,1667600,38.780227
2014-08-22,38.93,39.349998,38.700001,39.169998,2240100,38.929303
2014-08-25,39.27,39.57,38.799999,38.950001,3325500,38.710658
2014-08-26,39.040001,39.23,38.68,38.869999,2543200,38.631147
2014-08-27,38.950001,39.119999,38.799999,38.91,1668000,38.670903
2014-08-28,38.75,39.110001,38.470001,38.950001,2061700,38.710658
2014-08-29,39.060001,39.389999,38.91,39.18,1989500,38.939244
2014-09-02,39.349998,39.349998,38.799999,39.099998,1855300,38.859734
2014-09-03,39.119999,39.240002,38.110001,38.259998,3436200,38.024895
2014-09-04,38.349998,38.830002,38.34,38.709999,2286600,38.472131
2014-09-05,38.720001,39.110001,38.599998,38.880001,2433800,38.641088
2014-09-08,38.869999,39.41,38.68,39.049999,2364500,38.810042
2014-09-09,39.400002,39.48,38.93,39.110001,2464300,38.869674
2014-09-10,39.09,39.549999,38.740002,39.400002,2096700,39.157893
2014-09-11,39.139999,39.68,39.119999,39.610001,2037500,39.366602
2014-09-12,39.400002,39.549999,38.639999,39.060001,3562900,38.819982
2014-09-15,39.119999,39.48,38.939999,39.23,2523600,38.988936
2014-09-16,39.150002,39.610001,38.860001,39.130001,3941900,38.889552
2014-09-17,40.349998,41.970001,40.349998,41.400002,11456300,41.145603
2014-09-18,41.509998,41.509998,40.959999,41.380001,3019300,41.125726
2014-09-19,41.470001,41.700001,40.5,41.029999,4406200,40.777874
2014-09-22,41.0,41.02,39.830002,39.880001,3359200,39.634943
2014-09-23,39.73,40.279999,39.470001,40.049999,3322600,39.803897
2014-09-24,39.5,40.220001,39.220001,39.959999,3302700,39.71445
2014-09-25,39.830002,39.939999,39.09,39.439999,2692800,39.197645
2014-09-26,39.57,39.82,39.27,39.740002,1710400,39.495804
2014-09-29,39.279999,39.66,39.279999,39.41,1460000,39.16783
2014-09-30,39.389999,39.509998,38.799999,38.830002,3202200,38.591396
2014-10-01,38.82,39.07,38.389999,38.549999,2343500,38.313114
2014-10-02,38.639999,39.130001,38.139999,39.009998,2414200,38.770287
2014-10-03,39.23,39.91,39.060001,39.849998,3098800,39.605125
2014-10-06,40.139999,40.57,40.02,40.360001,3216500,40.111993
2014-10-07,40.16,40.669998,39.84,39.849998,2875200,39.605125
2014-10-08,39.939999,40.91,39.799999,40.869999,3452700,40.618858
2014-10-09,40.799999,41.259998,39.759998,39.82,3201100,39.575311
2014-10-10,39.900002,39.919998,38.290001,38.450001,5203600,38.21373
2014-10-13,38.59,38.950001,37.5,37.619999,5673100,37.388829
2014-10-14,38.07,39.150002,37.939999,38.369999,3640400,38.13422
2014-10-15,37.860001,40.080002,37.759998,39.740002,4867900,39.537022
2014-10-16,38.799999,40.540001,38.740002,39.68,3742800,39.477327
2014-10-17,40.16,42.139999,39.990002,41.459999,6648600,41.248234
2014-10-20,41.549999,43.060001,41.549999,42.950001,5068400,42.730625
2014-10-21,43.080002,43.700001,42.790001,42.959999,4890800,42.740572
2014-10-22,42.900002,43.34,42.610001,42.799999,3626400,42.58139
2014-10-23,43.16,44.049999,42.5,43.310001,4192100,43.088787
2014-10-24,43.299999,43.779999,42.529999,43.759998,2614500,43.536485
2014-10-27,43.619999,43.880001,42.990002,43.779999,2611900,43.556384
2014-10-28,43.650002,44.25,43.43,43.919998,2799800,43.695668
2014-10-29,43.77,44.16,43.029999,43.419998,3622700,43.198222
2014-10-30,43.419998,43.57,42.720001,43.349998,2385600,43.12858
2014-10-31,43.990002,44.060001,42.740002,43.080002,3785900,42.859962
2014-11-03,43.360001,43.549999,42.73,43.32,2247900,43.098734
2014-11-04,43.200001,43.459999,42.580002,42.700001,2518200,42.481902
2014-11-05,42.970001,43.060001,42.459999,42.73,4572200,42.511747
2014-11-06,42.799999,43.959999,42.689999,43.919998,2699100,43.695668
2014-11-07,43.849998,44.919998,43.689999,44.540001,2827100,44.312504
2014-11-10,44.970001,45.889999,44.970001,45.290001,4149800,45.058673
2014-11-11,45.209999,46.849998,45.209999,46.389999,7247200,46.153053
2014-11-12,45.900002,46.139999,45.299999,45.560001,6263900,45.327295
2014-11-13,45.48,46.119999,45.380001,45.66,3238800,45.426782
2014-11-14,45.560001,46.02,45.450001,45.639999,1712700,45.406884
2014-11-17,45.599998,45.959999,45.209999,45.639999,2485500,45.406884
2014-11-18,45.560001,46.029999,45.52,45.689999,1917700,45.456628
2014-11-19,45.689999,46.279999,45.470001,45.75,2059400,45.516323
2014-11-20,45.470001,47.200001,45.459999,46.970001,3235600,46.730093
2014-11-21,47.48,47.82,46.990002,47.290001,4752000,47.048458
2014-11-24,47.389999,47.98,47.209999,47.509998,3250700,47.267331
2014-11-25,47.5,48.0,46.75,47.009998,2370600,46.769885
2014-11-26,47.080002,47.240002,46.34,46.860001,1695000,46.620654
2014-11-28,47.0,47.43,46.580002,47.240002,1486700,46.998714
2014-12-01,47.25,47.25,46.16,46.27,3241200,46.033667
2014-12-02,46.41,46.869999,46.27,46.66,3012200,46.421675
2014-12-03,46.639999,47.09,46.240002,46.290001,2310000,46.053565
2014-12-04,46.23,46.41,45.509998,45.77,2869100,45.536221
2014-12-05,45.630001,46.119999,45.43,45.549999,2252400,45.317343
2014-12-08,45.540001,46.060001,45.389999,45.509998,2649600,45.277547
2014-12-09,45.040001,46.029999,44.77,45.82,2316400,45.585965
2014-12-10,45.529999,46.169998,43.330002,43.41,5301100,43.188275
2014-12-11,43.630001,44.110001,43.27,43.32,3054900,43.098734
2014-12-12,42.82,43.139999,42.290001,42.310001,4115200,42.093895
2014-12-15,42.25,42.959999,41.599998,41.68,3963100,41.467111
2014-12-16,41.470001,42.25,41.299999,41.32,3360000,41.108949
2014-12-17,41.5,43.240002,41.41,43.110001,4012900,42.889808
2014-12-18,43.790001,43.790001,42.73,43.68,2915400,43.456896
2014-12-19,43.880001,43.900002,43.139999,43.669998,4640700,43.446945
2014-12-22,43.669998,43.950001,43.290001,43.759998,1889400,43.536485
2014-12-23,43.830002,44.110001,43.299999,43.380001,2688000,43.158429
2014-12-24,43.439999,43.68,43.32,43.369999,1280900,43.148478
2014-12-26,43.540001,44.040001,43.490002,43.759998,1193500,43.536485
2014-12-29,43.66,44.939999,43.580002,44.27,3071900,44.043883
2014-12-30,44.189999,44.52,44.009998,44.439999,1886800,44.213012
2014-12-31,44.380001,45.34,44.34,44.810001,2635500,44.581125
2015-01-02,44.990002,45.099998,43.689999,44.290001,2020900,44.063781
2015-01-05,44.18,44.259998,43.630001,43.950001,2428900,43.725517
2015-01-06,44.060001,44.060001,42.939999,43.580002,3543900,43.357408
2015-01-07,43.919998,46.25,43.73,45.73,9628600,45.496424
2015-01-08,46.16,47.119999,45.939999,46.860001,4581800,46.620654
2015-01-09,46.98,47.150002,46.23,46.790001,3529100,46.551012
2015-01-12,46.970001,47.77,46.709999,47.07,3553900,46.82958
2015-01-13,48.02,48.52,45.119999,46.279999,10710600,46.043614
