Date,Open_LEN,High_LEN,Low_LEN,Close_LEN,Volume_LEN,AdjClose_LEN
2015-01-14,45.619999,46.290001,44.75,45.759998,6420200,45.52627
2015-01-15,46.209999,46.950001,41.630001,42.48,16229900,42.263024
2015-01-16,42.09,43.599998,41.25,43.200001,7542000,42.979348
2015-01-20,43.099998,43.18,41.720001,42.330002,5472900,42.113793
2015-01-21,42.34,43.639999,42.32,43.27,3786200,43.04899
2015-01-22,43.509998,43.959999,43.0,43.830002,4177300,43.606131
2015-01-23,43.889999,44.389999,43.580002,43.73,4041200,43.50664
2015-01-26,44.299999,45.099998,44.209999,44.889999,3415000,44.660715
2015-01-27,44.09,45.060001,43.849998,44.939999,5009900,44.750333
2015-01-28,45.060001,45.490002,44.32,44.66,4382100,44.471516
2015-01-29,44.799999,46.310001,44.709999,46.209999,4677500,46.014973
2015-01-30,45.73,45.950001,44.790001,44.91,3788300,44.720461
2015-02-02,45.009998,45.419998,43.889999,44.639999,4701300,44.4516
2015-02-03,44.720001,45.470001,44.220001,45.43,3110600,45.238266
2015-02-04,45.220001,46.939999,45.110001,46.470001,5252000,46.273878
2015-02-05,46.360001,46.75,45.57,46.450001,4445400,46.253962
2015-02-06,46.5,48.119999,46.450001,48.02,6043300,47.817336
2015-02-09,47.98,48.889999,47.799999,48.439999,3266600,48.235561
2015-02-10,48.759998,49.599998,48.209999,49.380001,3318000,49.171596
2015-02-11,49.619999,50.16,48.689999,49.169998,2954000,48.96248
2015-02-12,49.349998,50.349998,48.950001,50.259998,2988100,50.04788
2015-02-13,50.299999,50.400002,49.560001,49.98,3210300,49.769063
2015-02-17,49.799999,50.41,49.310001,50.41,2346000,50.197248
2015-02-18,50.299999,50.389999,49.5,50.139999,3369200,49.928387
2015-02-19,50.080002,50.73,49.900002,50.240002,2237500,50.027967
2015-02-20,50.16,50.330002,49.5,50.32,2863800,50.107628
2015-02-23,50.25,50.59,49.259998,49.799999,2523600,49.589822
2015-02-24,50.619999,51.380001,50.48,51.209999,2981500,50.993871
2015-02-25,51.310001,51.509998,50.439999,50.68,2253100,50.466109
2015-02-26,50.5,50.540001,49.689999,50.09,2315700,49.878599
2015-02-27,50.200001,50.540001,49.860001,50.209999,1966400,49.998091
2015-03-02,50.209999,50.540001,49.779999,50.040001,3070600,49.828811
2015-03-03,49.77,49.849998,49.009998,49.450001,1881500,49.241301
2015-03-04,49.450001,50.139999,49.110001,50.049999,1815500,49.838767
2015-03-05,50.009998,50.490002,49.869999,50.119999,2403000,49.908471
2015-03-06,49.610001,49.849998,48.509998,48.619999,3346900,48.414802
2015-03-09,48.279999,49.0,48.279999,48.720001,2463200,48.514382
2015-03-10,48.32,48.759998,48.220001,48.279999,1697400,48.076237
2015-03-11,48.529999,48.73,48.07,48.200001,3641600,47.996576
2015-03-12,48.5,49.66,48.389999,49.560001,2122500,49.350837
2015-03-13,49.32,49.740002,48.57,49.200001,1917600,48.992356
2015-03-16,49.509998,49.799999,49.139999,49.310001,1946600,49.101892
2015-03-17,49.25,49.41,48.639999,48.860001,4102300,48.653791
2015-03-18,49.07,50.009998,48.349998,49.720001,4951100,49.510162
2015-03-19,51.0,51.200001,48.540001,49.650002,7808000,49.440457
2015-03-20,50.049999,51.91,49.950001,50.259998,7880200,50.04788
2015-03-23,50.189999,50.830002,49.5,49.540001,3279600,49.330921
2015-03-24,49.450001,50.970001,49.150002,50.439999,2836200,50.22712
2015-03-25,50.560001,50.810001,49.580002,49.68,2172600,49.47033
2015-03-26,49.540001,50.029999,49.299999,49.419998,2114500,49.211425
2015-03-27,49.439999,50.580002,49.369999,50.43,2172700,50.217164
2015-03-30,50.689999,51.91,50.52,51.490002,3755600,51.272692
2015-03-31,51.360001,52.169998,51.110001,51.810001,3243400,51.591341
2015-04-01,51.880001,51.970001,51.220001,51.849998,2676800,51.631169
2015-04-02,51.869999,53.259998,51.73,53.189999,3561500,52.965514
2015-04-06,52.93,53.669998,51.91,52.060001,4746500,51.840286
2015-04-07,52.0,52.0,50.689999,50.740002,2851500,50.525857
2015-04-08,50.73,51.32,50.639999,51.259998,2034000,51.043659
2015-04-09,51.119999,51.16,49.700001,50.490002,2532800,50.276912
2015-04-10,50.75,50.75,50.02,50.5,1380700,50.286868
2015-04-13,50.52,50.779999,50.0,50.41,1714300,50.197248
2015-04-14,50.43,51.02,49.880001,50.970001,2266500,50.754886
2015-04-15,51.119999,51.77,50.950001,51.439999,2339400,51.2229
2015-04-16,51.130001,51.240002,49.939999,50.150002,3205500,49.938347
2015-04-17,49.77,49.889999,48.290001,48.580002,4755000,48.374974
2015-04-20,48.779999,48.91,47.709999,48.23,3778800,48.066025
2015-04-21,48.380001,49.369999,48.240002,49.139999,3413200,48.972931
2015-04-22,49.0,49.310001,48.23,48.41,5160800,48.245413
2015-04-23,47.970001,48.060001,46.18,46.720001,7269700,46.56116
2015-04-24,46.860001,47.27,46.560001,47.189999,2033200,47.02956
2015-04-27,47.450001,47.459999,46.27,46.369999,2637500,46.212348
2015-04-28,46.290001,46.52,45.669998,46.509998,3026800,46.351871
2015-04-29,46.200001,46.279999,45.5,46.209999,3512700,46.052892
2015-04-30,45.950001,46.330002,45.619999,45.799999,3882600,45.644286
2015-05-01,45.720001,47.099998,45.720001,46.82,2721700,46.660819
2015-05-04,46.939999,47.34,46.209999,46.389999,2162000,46.23228
2015-05-05,46.360001,46.77,45.290001,45.32,3417300,45.165919
2015-05-06,45.490002,45.66,44.759998,45.290001,2855200,45.136022
2015-05-07,45.240002,46.619999,45.209999,46.470001,2696000,46.31201
2015-05-08,47.790001,48.619999,47.41,47.490002,3815300,47.328543
2015-05-11,47.41,47.700001,46.669998,46.700001,2599800,46.541228
2015-05-12,46.360001,46.990002,45.889999,46.689999,2583400,46.53126
2015-05-13,46.77,47.32,46.549999,46.630001,1794100,46.471466
2015-05-14,47.02,47.400002,46.720001,47.279999,1589000,47.119254
2015-05-15,46.810001,47.66,46.549999,47.599998,2045100,47.438166
2015-05-18,47.66,48.52,47.189999,48.439999,3508200,48.27531
2015-05-19,49.380001,50.139999,48.310001,48.669998,3834200,48.504528
2015-05-20,48.860001,49.080002,48.02,48.75,1956000,48.584257
2015-05-21,48.57,48.860001,48.099998,48.41,1804000,48.245413
2015-05-22,48.330002,48.66,48.0,48.529999,2453500,48.365004
2015-05-26,48.450001,48.52,47.380001,47.400002,2329300,47.238849
2015-05-27,47.59,47.639999,46.84,47.18,3535400,47.019595
2015-05-28,47.060001,47.93,46.970001,47.52,3031000,47.35844
2015-05-29,47.32,47.59,46.630001,46.630001,5084900,46.471466
2015-06-01,46.869999,47.119999,46.610001,47.029999,2266800,46.870104
2015-06-02,46.779999,47.52,46.560001,47.049999,1625400,46.890036
2015-06-03,47.119999,47.720001,46.700001,47.279999,3913700,47.119254
2015-06-04,46.919998,47.310001,46.240002,46.419998,3536700,46.262177
2015-06-05,46.25,46.849998,46.009998,46.709999,1960000,46.551192
2015-06-08,46.560001,46.900002,46.189999,46.240002,1961900,46.082793
2015-06-09,46.099998,46.509998,45.779999,46.330002,1567100,46.172487
2015-06-10,46.529999,47.389999,46.310001,47.169998,2133600,47.009627
2015-06-11,47.369999,47.860001,47.139999,47.200001,2044600,47.039528
2015-06-12,47.09,47.540001,46.830002,47.470001,1109600,47.30861
2015-06-15,47.43,48.41,47.25,47.810001,2432100,47.647455
2015-06-16,47.740002,47.790001,47.200001,47.560001,1739100,47.398305
2015-06-17,47.610001,47.720001,46.529999,47.0,2672600,46.840207
2015-06-18,47.060001,47.84,47.009998,47.310001,2367800,47.149155
2015-06-19,47.630001,49.060001,47.630001,48.639999,4488100,48.474631
2015-06-22,48.970001,49.639999,48.900002,49.5,3453500,49.331707
2015-06-23,49.720001,50.0,48.740002,49.0,4979800,48.833407
2015-06-24,51.959999,52.380001,50.599998,51.060001,7594300,50.886405
2015-06-25,51.400002,52.5,51.389999,51.439999,3968800,51.26511
2015-06-26,51.700001,52.0,51.029999,51.98,4059800,51.803275
2015-06-29,51.689999,51.939999,50.810001,50.830002,2999700,50.657188
2015-06-30,51.32,51.860001,51.02,51.040001,3149200,50.866473
2015-07-01,51.59,51.59,50.459999,51.09,2437600,50.916302
2015-07-02,51.400002,51.57,50.66,51.200001,2163300,51.025928
2015-07-06,50.68,51.639999,50.41,50.93,2773000,50.796531
2015-07-07,51.0,52.830002,51.0,52.77,4769100,52.631709
2015-07-08,52.5,52.959999,52.09,52.389999,3484900,52.252704
2015-07-09,52.849998,53.41,52.700001,52.720001,3305700,52.581841
2015-07-10,53.200001,53.580002,52.900002,53.299999,2370800,53.160319
2015-07-13,53.650002,53.84,52.91,53.41,2326900,53.270032
2015-07-14,53.32,53.959999,53.25,53.73,3323800,53.589193
2015-07-15,53.73,53.889999,52.900002,53.349998,2757800,53.210187
2015-07-16,53.560001,53.639999,52.400002,52.880001,3151300,52.741422
2015-07-17,52.970001,53.060001,52.209999,52.439999,1873100,52.302572
2015-07-20,52.529999,52.650002,51.630001,51.75,2696000,51.614382
2015-07-21,51.689999,52.330002,51.5,51.990002,1734700,51.853755
2015-07-22,51.860001,53.540001,51.810001,53.189999,2812400,53.050607
2015-07-23,53.349998,53.5,51.799999,52.459999,2254400,52.32252
2015-07-24,52.509998,52.509998,50.220001,50.57,3574600,50.437474
2015-07-27,50.200001,50.849998,50.060001,50.560001,2327900,50.427502
2015-07-28,50.950001,51.369999,50.200001,51.0,2138000,50.866347
2015-07-29,51.09,51.77,50.639999,51.610001,1698200,51.47475
2015-07-30,51.5,52.27,50.860001,52.18,1956600,52.043255
2015-07-31,52.389999,53.41,51.810001,53.040001,3516400,52.901002
2015-08-03,53.0,53.040001,52.080002,52.52,1663000,52.382365
2015-08-04,52.349998,52.5,51.200001,51.299999,3884700,51.165561
2015-08-05,51.57,51.830002,49.98,50.389999,2928000,50.257945
2015-08-06,50.610001,50.759998,49.59,50.049999,1980600,49.918836
2015-08-07,49.959999,50.200001,49.669998,49.919998,1499900,49.789176
2015-08-10,50.419998,51.290001,50.369999,50.970001,1451300,50.836427
2015-08-11,50.82,51.560001,50.400002,51.450001,1598400,51.315169
2015-08-12,51.16,51.75,50.439999,51.73,1483200,51.594434
2015-08-13,51.630001,52.849998,51.599998,52.43,1512200,52.2926
2015-08-14,52.279999,52.610001,51.68,52.540001,1542500,52.402313
2015-08-17,52.34,53.970001,52.209999,53.939999,2849700,53.798641
2015-08-18,54.799999,56.009998,54.52,55.59,5051200,55.444319
2015-08-19,55.360001,56.040001,54.810001,54.990002,4163800,54.845893
2015-08-20,54.290001,55.040001,54.259998,54.330002,2787500,54.187623
2015-08-21,53.889999,54.43,53.02,53.450001,3577900,53.309928
2015-08-24,50.0,52.25,46.779999,50.080002,4974100,49.94876
2015-08-25,51.52,51.52,48.169998,48.18,4149600,48.053738
2015-08-26,49.540001,49.869999,48.09,49.700001,3885700,49.569755
2015-08-27,50.360001,51.470001,49.779999,51.310001,3228900,51.175536
2015-08-28,51.189999,51.599998,50.200001,50.43,3906000,50.297842
2015-08-31,50.48,51.43,50.34,50.900002,2591000,50.766611
2015-09-01,49.919998,51.009998,49.0,49.43,2397100,49.300462
2015-09-02,49.950001,51.02,49.529999,51.009998,2040300,50.87632
2015-09-03,51.330002,52.040001,51.110001,51.639999,2106800,51.50467
2015-09-04,51.09,51.369999,50.279999,50.41,1590700,50.277894
2015-09-08,51.16,52.360001,50.790001,52.330002,2478100,52.192864
2015-09-09,52.810001,52.959999,51.560001,51.650002,2602400,51.514646
2015-09-10,51.110001,51.470001,50.049999,51.220001,2763900,51.085772
2015-09-11,51.200001,52.240002,50.900002,52.240002,2449500,52.1031
2015-09-14,52.299999,52.52,51.599998,52.349998,2891100,52.212808
2015-09-15,52.450001,52.509998,51.98,52.360001,2823100,52.222784
2015-09-16,52.279999,52.459999,51.75,52.299999,2258000,52.16294
2015-09-17,52.259998,54.23,52.060001,52.98,2982900,52.841158
2015-09-18,52.349998,52.73,51.490002,51.75,5549800,51.614382
2015-09-21,53.040001,53.389999,50.740002,51.59,5594500,51.454801
2015-09-22,51.0,51.139999,48.790001,49.450001,5336800,49.32041
2015-09-23,49.610001,50.439999,49.259998,49.799999,2665900,49.669491
2015-09-24,49.209999,50.200001,48.689999,50.119999,2761100,49.988653
2015-09-25,50.73,51.189999,50.189999,50.459999,1941900,50.327762
2015-09-28,50.330002,50.330002,47.110001,47.599998,3816000,47.475256
2015-09-29,47.639999,47.970001,46.23,47.0,4527500,46.87683
2015-09-30,47.689999,48.25,46.959999,48.130001,3250500,48.00387
2015-10-01,48.09,48.919998,47.580002,48.830002,2440900,48.702036
2015-10-02,48.139999,49.09,47.27,49.080002,3014800,48.951381
2015-10-05,49.57,50.549999,49.470001,50.41,2095400,50.277894
2015-10-06,50.259998,50.59,48.959999,49.080002,2027600,48.951381
2015-10-07,49.439999,50.509998,49.330002,50.490002,2125500,50.357686
2015-10-08,50.389999,51.150002,50.080002,51.07,1670800,50.936164
2015-10-09,50.939999,51.43,50.52,51.330002,2355400,51.195485
2015-10-12,51.330002,51.439999,50.470001,51.189999,1395400,51.055848
2015-10-13,50.959999,51.93,50.68,50.799999,2515200,50.666871
2015-10-14,50.689999,50.82,48.93,49.110001,3577400,48.981301
2015-10-15,49.32,49.849998,48.400002,49.790001,2810400,49.659519
2015-10-16,49.810001,50.299999,49.139999,50.060001,1327300,49.928812
2015-10-19,49.939999,50.560001,49.59,50.470001,1872300,50.337738
2015-10-20,50.549999,51.98,50.400002,51.82,2133800,51.725195
2015-10-21,52.080002,52.349998,51.419998,52.09,2490900,51.994701
2015-10-22,52.009998,52.439999,50.450001,51.84,3084300,51.745159
2015-10-23,52.25,52.400002,50.970001,52.119999,2783700,52.024645
2015-10-26,52.189999,52.5,50.75,51.639999,3211600,51.545524
2015-10-27,51.459999,51.540001,50.369999,50.540001,2370000,50.447538
2015-10-28,50.619999,51.669998,50.290001,51.189999,2336700,51.096346
2015-10-29,50.669998,50.709999,48.799999,49.259998,3165200,49.169877
2015-10-30,48.990002,50.509998,48.93,50.07,2193500,49.978396
2015-11-02,50.029999,50.470001,49.889999,50.34,1769000,50.247903
2015-11-03,50.23,50.84,49.490002,50.400002,1953800,50.307794
2015-11-04,50.529999,50.779999,49.84,49.98,2889800,49.888561
2015-11-05,49.959999,49.959999,48.43,49.07,4790200,48.980226
2015-11-06,48.619999,49.110001,47.66,48.52,3639500,48.431233
2015-11-09,48.48,48.48,47.27,47.799999,3082300,47.712549
2015-11-10,47.98,49.490002,47.77,49.400002,3410800,49.309624
2015-11-11,49.389999,50.66,49.110001,50.040001,2162200,49.948452
2015-11-12,49.580002,49.720001,48.490002,48.700001,1962800,48.610904
2015-11-13,48.709999,49.310001,48.32,48.349998,1535000,48.261542
2015-11-16,48.34,49.700001,48.330002,49.619999,2596900,49.529219
2015-11-17,49.720001,50.310001,49.34,49.529999,2320600,49.439383
2015-11-18,49.459999,50.689999,49.380001,50.549999,1832800,50.457518
2015-11-19,50.52,51.029999,50.459999,50.59,1260700,50.497445
2015-11-20,50.869999,51.27,50.650002,50.990002,1249100,50.896715
2015-11-23,51.0,51.43,50.82,51.029999,1644800,50.936639
2015-11-24,50.75,51.900002,50.66,51.639999,2142200,51.545524
2015-11-25,51.599998,52.110001,51.439999,51.93,1258400,51.834994
2015-11-27,51.790001,52.18,51.509998,51.959999,782600,51.864938
2015-11-30,52.09,52.130001,51.139999,51.209999,1770100,51.11631
2015-12-01,51.419998,52.490002,51.23,52.310001,1771000,52.2143
2015-12-02,52.360001,52.439999,50.77,51.299999,2159500,51.206146
2015-12-03,51.380001,51.529999,49.720001,50.09,1883200,49.99836
2015-12-04,50.25,51.470001,49.900002,51.389999,1540900,51.295981
2015-12-07,51.189999,51.580002,50.990002,51.470001,1513400,51.375837
2015-12-08,50.830002,51.200001,49.689999,50.099998,2336700,50.00834
2015-12-09,49.889999,50.360001,48.830002,49.279999,2074400,49.189841
2015-12-10,49.380001,50.240002,49.220001,49.779999,1607300,49.688926
2015-12-11,49.200001,49.310001,48.619999,48.91,1928400,48.820519
2015-12-14,48.84,49.029999,48.049999,48.610001,4137100,48.521068
2015-12-15,48.950001,49.650002,48.759998,49.220001,2634900,49.129953
2015-12-16,49.869999,50.669998,49.509998,50.490002,3543200,50.39763
2015-12-17,50.639999,50.790001,48.66,48.68,4858400,48.59094
2015-12-18,49.18,49.400002,46.700001,47.490002,8532200,47.403118
2015-12-21,47.970001,49.0,47.490002,48.049999,3778000,47.962092
2015-12-22,48.200001,49.23,47.639999,49.0,3531800,48.910354
2015-12-23,49.040001,49.849998,48.060001,48.82,6701700,48.730683
2015-12-24,48.759998,49.349998,48.66,48.880001,2916400,48.790575
2015-12-28,48.669998,49.240002,48.299999,49.169998,2692700,49.080041
2015-12-29,49.540001,49.98,49.220001,49.599998,2290800,49.509255
2015-12-30,49.73,50.110001,49.259998,49.360001,1515400,49.269696
2015-12-31,49.220001,49.630001,48.889999,48.91,1589100,48.820519
2016-01-04,48.150002,48.290001,45.889999,46.709999,5952100,46.624543
2016-01-05,47.029999,47.150002,46.099998,46.790001,3300900,46.704398
2016-01-06,46.119999,46.700001,44.990002,45.400002,3436600,45.316942
2016-01-07,44.48,44.799999,43.25,43.43,5040800,43.350545
2016-01-08,43.900002,43.93,41.91,42.110001,5287000,42.03296
2016-01-11,42.540001,42.790001,41.799999,42.400002,3057300,42.322431
2016-01-12,42.779999,43.360001,41.779999,43.080002,4124500,43.001187
2016-01-13,43.41,43.84,41.299999,41.5,3646800,41.424076
2016-01-14,41.540001,41.720001,40.459999,41.049999,5219900,40.974898
2016-01-15,40.0,41.509998,39.52,40.91,5770700,40.835155
2016-01-19,41.720001,41.880001,40.5,40.98,3040200,40.905026
2016-01-20,40.509998,41.189999,39.0,40.669998,3762600,40.595592
2016-01-21,40.849998,42.080002,40.720001,41.189999,3369900,41.114641
2016-01-22,41.91,43.150002,41.66,42.209999,3144100,42.132776
2016-01-25,41.900002,42.060001,40.34,40.599998,4533900,40.525721
2016-01-26,41.130001,42.75,40.400002,42.490002,3860300,42.454092
2016-01-27,42.32,42.650002,41.509998,41.82,2058300,41.784656
2016-01-28,42.240002,42.669998,41.189999,41.279999,3141900,41.245112
2016-01-29,41.540001,42.34,41.27,42.150002,2738200,42.114379
2016-02-01,41.830002,42.27,41.450001,41.619999,2150400,41.584824
2016-02-02,41.029999,41.34,40.099998,40.189999,2185500,40.156033
2016-02-03,40.619999,40.889999,39.049999,40.360001,3114700,40.325891
2016-02-04,40.25,41.279999,40.150002,40.52,1984400,40.485756
2016-02-05,40.290001,40.830002,39.439999,39.529999,3022700,39.496591
2016-02-08,38.950001,39.080002,37.860001,38.439999,3153700,38.407512
2016-02-09,37.790001,38.900002,37.759998,38.419998,3600300,38.387528
2016-02-10,38.889999,39.650002,38.389999,38.990002,1903300,38.95705
2016-02-11,38.290001,38.650002,37.139999,37.799999,4188600,37.768053
2016-02-12,38.450001,39.73,38.360001,39.700001,2681300,39.666449
2016-02-16,40.220001,40.560001,39.5,40.299999,2405700,40.26594
2016-02-17,40.529999,40.970001,40.110001,40.52,3643900,40.485756
2016-02-18,40.560001,40.720001,39.720001,40.0,2033000,39.966195
2016-02-19,39.889999,40.549999,39.669998,39.970001,3458800,39.936221
2016-02-22,40.369999,40.860001,39.98,40.84,3511700,40.805485
2016-02-23,40.68,41.200001,40.169998,41.040001,2165900,41.005317
2016-02-24,40.68,41.110001,39.900002,41.099998,2027300,41.065263
2016-02-25,41.110001,42.34,41.099998,42.240002,2647300,42.204303
2016-02-26,42.400002,42.82,42.009998,42.240002,2023100,42.204303
2016-02-29,42.200001,42.720001,41.91,41.939999,2063300,41.904554
2016-03-01,42.369999,43.84,42.369999,43.630001,2316800,43.593128
2016-03-02,43.580002,44.790001,43.439999,44.77,2858800,44.732164
2016-03-03,44.77,45.66,44.73,45.639999,2456000,45.601427
2016-03-04,45.610001,45.849998,45.099998,45.380001,1865200,45.341649
2016-03-07,45.049999,46.02,45.0,45.720001,2104200,45.681362
2016-03-08,45.509998,45.720001,44.110001,44.529999,2528400,44.492365
2016-03-09,44.77,45.349998,44.060001,45.209999,1778000,45.171791
2016-03-10,45.259998,45.720001,44.150002,44.860001,1694400,44.822088
2016-03-11,45.259998,46.240002,44.970001,46.220001,3346300,46.180939
2016-03-14,45.790001,46.130001,45.32,45.759998,2728400,45.721325
2016-03-15,45.349998,45.709999,45.27,45.470001,2098900,45.431573
2016-03-16,45.220001,46.549999,45.099998,46.470001,2239900,46.430728
2016-03-17,46.419998,47.43,46.23,47.23,2083300,47.190084
2016-03-18,47.43,48.240002,47.259998,47.66,3042600,47.619721
2016-03-21,47.73,48.16,46.82,47.279999,2062000,47.240041
2016-03-22,47.029999,47.41,46.880001,47.049999,1391000,47.010236
2016-03-23,46.959999,47.25,46.189999,46.200001,2083800,46.160956
2016-03-24,46.540001,46.560001,45.860001,46.349998,2589200,46.310827
2016-03-28,46.52,46.91,45.900002,46.700001,2196700,46.660533
2016-03-29,48.0,48.59,46.91,48.18,5817400,48.139282
2016-03-30,48.630001,48.709999,47.66,47.810001,2183800,47.769596
2016-03-31,47.669998,48.439999,47.669998,48.360001,2109200,48.31913
2016-04-01,47.880001,48.0,47.290001,47.450001,2817100,47.409899
2016-04-04,47.450001,47.5,46.360001,46.849998,2152100,46.810404
2016-04-05,46.59,47.200001,46.049999,46.790001,1691600,46.750457
2016-04-06,46.84,47.93,46.759998,47.669998,2015400,47.629711
2016-04-07,47.540001,48.09,47.360001,47.639999,2277400,47.599737
2016-04-08,48.169998,48.25,47.5,47.59,1824600,47.54978
2016-04-11,48.060001,48.220001,47.389999,47.41,1963600,47.369932
2016-04-12,47.41,47.82,47.060001,47.630001,1342900,47.589747
2016-04-13,47.880001,48.790001,47.75,48.66,1682300,48.618876
2016-04-14,48.610001,48.959999,48.029999,48.310001,1304200,48.269173
2016-04-15,48.25,48.360001,47.490002,47.919998,2394100,47.879499
2016-04-18,47.82,47.939999,47.43,47.77,1447600,47.729628
2016-04-19,47.59,48.220001,46.740002,47.32,1957500,47.280008
2016-04-20,47.299999,48.369999,46.790001,47.799999,2248200,47.759602
2016-04-21,48.029999,48.830002,47.830002,48.150002,3375000,48.109308
2016-04-22,48.150002,48.650002,47.119999,47.330002,1590400,47.290002
2016-04-25,47.209999,47.52,46.869999,47.200001,1419700,47.200001
2016-04-26,47.209999,47.77,47.09,47.48,1034600,47.48
2016-04-27,47.59,48.049999,47.34,47.700001,1492900,47.700001
2016-04-28,47.290001,47.41,45.689999,45.799999,2794300,45.799999
2016-04-29,45.639999,45.77,44.389999,45.310001,2787600,45.310001
2016-05-02,45.580002,45.990002,45.310001,45.810001,1422000,45.810001
2016-05-03,45.400002,45.5,44.619999,44.720001,1934300,44.720001
2016-05-04,44.310001,44.549999,43.650002,44.439999,2763500,44.439999
2016-05-05,44.540001,44.619999,43.860001,44.009998,2068100,44.009998
2016-05-06,43.84,44.369999,43.389999,43.849998,1911700,43.849998
2016-05-09,43.900002,44.34,43.740002,43.889999,1551600,43.889999
2016-05-10,43.98,44.470001,43.779999,44.470001,2038600,44.470001
2016-05-11,44.189999,44.490002,43.950001,44.119999,3169300,44.119999
2016-05-12,44.259998,44.41,43.450001,43.700001,1702800,43.700001
2016-05-13,43.630001,44.279999,43.439999,43.59,3149500,43.59
2016-05-16,43.59,44.080002,43.48,43.790001,1852500,43.790001
2016-05-17,43.669998,44.5,43.610001,43.849998,2152000,43.849998
2016-05-18,43.75,44.439999,43.290001,43.689999,1777600,43.689999
2016-05-19,43.279999,43.689999,42.93,43.490002,2361800,43.490002
2016-05-20,43.73,44.540001,43.73,44.310001,2330300,44.310001
2016-05-23,44.209999,44.509998,43.889999,43.990002,1113600,43.990002
2016-05-24,44.66,46.32,44.41,45.689999,4528400,45.689999
2016-05-25,46.02,46.23,45.560001,45.650002,1739300,45.650002
2016-05-26,45.610001,45.830002,45.240002,45.459999,1911000,45.459999
2016-05-27,45.529999,45.939999,45.450001,45.740002,1082600,45.740002
2016-05-31,45.82,45.84,45.34,45.57,1605400,45.57
2016-06-01,45.57,45.959999,45.029999,45.810001,1211400,45.810001
2016-06-02,45.66,45.93,45.200001,45.779999,1386900,45.779999
2016-06-03,45.639999,45.830002,44.709999,45.709999,1414200,45.709999
2016-06-06,45.93,46.060001,45.580002,45.810001,1258900,45.810001
2016-06-07,45.84,47.540001,45.84,46.959999,5550200,46.959999
2016-06-08,47.080002,47.919998,46.93,47.759998,3831900,47.759998
2016-06-09,47.419998,47.919998,47.41,47.66,1312100,47.66
2016-06-10,47.23,47.290001,46.77,46.919998,3624700,46.919998
2016-06-13,46.639999,46.970001,46.049999,46.080002,1957400,46.080002
