Date,Open_PXD,High_PXD,Low_PXD,Close_PXD,Volume_PXD,AdjClose_PXD
2013-10-15,194.589996,202.399994,193.5,199.720001,2585900,199.462572
2013-10-16,206.5,214.479996,205.520004,211.860001,2855500,211.586924
2013-10-17,214.320007,219.470001,211.550003,215.779999,2508800,215.501869
2013-10-18,221.059998,225.100006,216.669998,224.949997,2419600,224.660048
2013-10-21,224.229996,227.419998,219.410004,220.160004,2244500,219.876228
2013-10-22,221.889999,222.899994,208.429993,208.509995,3222900,208.241235
2013-10-23,205.910004,206.470001,196.399994,205.020004,3635300,204.755744
2013-10-24,202.199997,210.490005,199.610001,209.880005,1388100,209.60948
2013-10-25,211.0,216.350006,207.649994,210.770004,1430500,210.498332
2013-10-28,211.149994,211.199997,205.690002,206.869995,1175900,206.60335
2013-10-29,209.600006,214.100006,207.059998,213.669998,1738000,213.394588
2013-10-30,213.0,216.610001,205.360001,208.899994,1558100,208.630732
2013-10-31,208.410004,209.410004,203.899994,204.779999,1264000,204.516048
2013-11-01,205.199997,206.889999,200.100006,205.289993,1779500,205.025385
