Date,Open_AXP,High_AXP,Low_AXP,Close_AXP,Volume_AXP,AdjClose_AXP
2014-11-13,91.699997,91.699997,90.940002,91.07,3637900,89.000745
2014-11-14,91.07,91.239998,90.349998,90.669998,2361600,88.609832
2014-11-17,90.239998,90.260002,89.650002,90.129997,2620500,88.082101
2014-11-18,90.209999,90.93,90.029999,90.580002,2175500,88.52188
2014-11-19,90.300003,90.760002,90.019997,90.5,2661200,88.443696
2014-11-20,89.830002,90.910004,89.82,90.620003,2825700,88.560972
2014-11-21,91.660004,91.68,90.300003,90.389999,4039200,88.336195
2014-11-24,90.800003,91.169998,90.209999,91.040001,3459500,88.971427
2014-11-25,91.199997,91.580002,90.760002,91.400002,3309600,89.323248
2014-11-26,91.709999,91.709999,90.93,91.449997,2218200,89.372108
2014-11-28,91.610001,92.550003,91.580002,92.419998,3070000,90.320069
2014-12-01,92.07,92.629997,91.660004,92.139999,3343000,90.046432
2014-12-02,92.599998,93.0,92.32,93.0,3108100,90.886892
2014-12-03,92.610001,93.120003,91.050003,91.25,5911100,89.176655
2014-12-04,91.849998,91.849998,91.190002,91.830002,3991000,89.743478
2014-12-05,92.290001,92.860001,92.050003,92.650002,2872600,90.544846
2014-12-08,92.68,93.889999,92.400002,93.559998,4467600,91.434166
2014-12-09,92.190002,93.400002,91.980003,93.360001,4069100,91.238713
2014-12-10,92.860001,93.690002,92.559998,92.75,4658000,90.642573
2014-12-11,93.110001,94.620003,92.949997,93.129997,4419100,91.013936
2014-12-12,92.400002,93.019997,90.940002,91.0,4480300,88.932335
2014-12-15,91.440002,91.580002,89.150002,90.040001,4766700,87.994149
2014-12-16,89.370003,90.790001,88.190002,88.239998,4948800,86.235045
2014-12-17,88.559998,90.57,88.339996,90.440002,5204400,88.385062
2014-12-18,91.699997,93.209999,91.489998,93.169998,4554200,91.053028
2014-12-19,92.959999,93.910004,92.349998,92.900002,7170300,90.789166
2014-12-22,92.989998,93.660004,92.830002,93.620003,2910800,91.492808
2014-12-23,93.699997,94.279999,93.650002,93.82,2864800,91.68826
