Date,Open_FL,High_FL,Low_FL,Close_FL,Volume_FL,AdjClose_FL
2013-08-14,34.82,35.07,34.509998,34.860001,1313500,33.216615
2013-08-15,34.869999,34.93,34.400002,34.610001,1596400,32.978401
2013-08-16,34.490002,34.830002,34.400002,34.650002,1658900,33.016516
2013-08-19,34.630001,34.700001,33.959999,34.009998,2452700,32.406684
2013-08-20,34.130001,35.200001,33.970001,35.099998,2374100,33.445299
2013-08-21,34.860001,34.939999,33.950001,34.060001,2278100,32.45433
2013-08-22,34.080002,34.419998,33.799999,34.009998,2805100,32.406684
2013-08-23,34.549999,34.580002,32.5,33.009998,4845600,31.453826
2013-08-26,32.990002,33.43,32.880001,33.02,2073900,31.463357
2013-08-27,32.73,32.959999,32.09,32.16,2475900,30.643899
2013-08-28,32.27,32.75,32.25,32.57,2098400,31.03457
2013-08-29,32.610001,32.759998,32.330002,32.540001,1946600,31.005986
2013-08-30,32.630001,32.669998,32.080002,32.200001,1525300,30.682014
2013-09-03,32.509998,32.66,31.91,32.080002,2054900,30.567672
2013-09-04,32.130001,32.939999,32.049999,32.860001,2595200,31.3109
2013-09-05,32.939999,33.27,32.740002,32.84,1810700,31.291842
2013-09-06,32.889999,32.970001,32.32,32.650002,2137800,31.110801
2013-09-09,32.900002,33.52,32.810001,33.139999,1851600,31.577699
2013-09-10,33.439999,33.580002,33.16,33.310001,2222400,31.739686
2013-09-11,33.400002,33.610001,33.240002,33.5,1298300,31.920728
2013-09-12,33.5,33.619999,32.810001,32.919998,1393600,31.368069
2013-09-13,33.040001,33.099998,32.650002,32.82,1146300,31.272785
2013-09-16,33.16,33.259998,32.610001,32.799999,2272400,31.253727
2013-09-17,32.889999,33.380001,32.880001,33.360001,1410500,31.787329
2013-09-18,33.259998,33.740002,32.939999,33.669998,1237200,32.082712
2013-09-19,33.700001,33.759998,33.349998,33.369999,1407900,31.796856
2013-09-20,33.549999,33.549999,32.84,32.970001,2180500,31.415715
2013-09-23,32.93,33.02,32.560001,32.68,1176300,31.139385
2013-09-24,32.68,33.16,32.400002,33.080002,2057400,31.52053
2013-09-25,33.009998,33.080002,32.099998,32.540001,2616700,31.005986
2013-09-26,32.68,33.200001,32.59,32.759998,1498200,31.215612
2013-09-27,34.049999,34.330002,33.509998,34.099998,3353100,32.492441
2013-09-30,33.73,34.060001,33.529999,33.939999,2095400,32.339984
2013-10-01,33.889999,34.369999,33.849998,34.009998,2275500,32.406684
2013-10-02,33.869999,34.0,33.610001,33.889999,1767800,32.292342
2013-10-03,33.810001,33.889999,33.130001,33.490002,1452600,31.911201
2013-10-04,33.450001,33.599998,33.189999,33.509998,1014600,31.930255
2013-10-07,33.200001,33.32,32.790001,32.830002,1713200,31.282315
2013-10-08,32.849998,32.880001,32.130001,32.360001,1629000,30.834471
2013-10-09,32.52,32.84,32.240002,32.549999,1510600,31.015513
2013-10-10,32.98,33.32,32.790001,33.029999,1464300,31.472884
2013-10-11,32.91,33.0,32.450001,32.869999,1762500,31.320427
2013-10-14,32.77,32.98,32.549999,32.91,1725100,31.358542
2013-10-15,32.93,33.049999,32.639999,32.830002,1293700,31.282315
2013-10-16,32.970001,33.34,32.799999,33.259998,1205900,31.886291
2013-10-17,33.200001,33.41,32.91,33.150002,1162600,31.780837
2013-10-18,33.389999,33.919998,33.259998,33.799999,1499200,32.403989
2013-10-21,33.860001,33.919998,33.419998,33.529999,1100300,32.14514
2013-10-22,33.5,33.869999,33.419998,33.790001,1917700,32.394403
2013-10-23,33.720001,34.0,33.610001,33.950001,1727400,32.547795
2013-10-24,34.09,34.330002,33.849998,34.189999,1467700,32.77788
2013-10-25,34.259998,34.380001,33.849998,34.200001,1712900,32.787469
2013-10-28,34.259998,34.73,34.259998,34.580002,1409700,33.151776
2013-10-29,34.759998,35.130001,34.650002,35.099998,1593200,33.650295
2013-10-30,34.970001,35.209999,34.709999,34.75,1811100,33.314753
2013-10-31,34.740002,34.860001,34.330002,34.700001,1367400,33.266818
2013-11-01,34.82,35.169998,34.700001,34.990002,1670100,33.544842
2013-11-04,34.98,35.07,34.209999,34.650002,3412400,33.218884
2013-11-05,34.599998,34.91,34.09,34.830002,3295500,33.39145
2013-11-06,34.75,35.59,34.52,35.549999,3204200,34.08171
2013-11-07,35.759998,36.200001,35.200001,35.259998,1903700,33.803687
2013-11-08,35.209999,35.98,35.200001,35.970001,1402800,34.484365
2013-11-11,35.98,36.360001,35.889999,36.279999,1360000,34.781559
2013-11-12,36.200001,36.459999,35.830002,35.93,1991900,34.446016
2013-11-13,35.900002,36.799999,35.810001,36.740002,1907400,35.222563
2013-11-14,36.700001,37.23,36.549999,37.130001,1561400,35.596455
2013-11-15,37.130001,37.200001,36.470001,37.139999,2476000,35.60604
2013-11-18,37.380001,37.459999,37.02,37.16,1847200,35.625214
2013-11-19,37.16,37.43,36.889999,37.0,2273800,35.471823
2013-11-20,37.0,37.130001,36.450001,36.560001,2489300,35.049997
2013-11-21,36.650002,36.810001,35.869999,36.759998,3344700,35.241734
2013-11-22,38.990002,39.150002,37.990002,38.27,6764000,36.68937
2013-11-25,38.73,39.130001,38.48,38.509998,3119500,36.919455
2013-11-26,38.59,38.77,38.419998,38.560001,1230700,36.967393
2013-11-27,38.779999,39.040001,38.740002,38.970001,1525600,37.360459
2013-11-29,39.169998,39.220001,38.790001,38.889999,642700,37.283761
2013-12-02,38.799999,39.299999,38.77,38.970001,1775100,37.360459
2013-12-03,38.740002,39.18,38.549999,39.119999,1832700,37.504261
2013-12-04,38.82,39.07,38.400002,38.759998,2092100,37.15913
2013-12-05,38.77,39.07,38.549999,38.84,1141600,37.235827
2013-12-06,38.810001,39.290001,38.810001,39.209999,1735900,37.590544
2013-12-09,39.299999,39.5,38.619999,38.720001,1252800,37.120784
2013-12-10,38.759998,38.799999,38.310001,38.619999,2022600,37.024912
2013-12-11,38.82,39.259998,38.779999,38.810001,1513400,37.207067
2013-12-12,38.720001,38.880001,38.360001,38.57,1349300,36.976978
2013-12-13,38.650002,39.200001,38.59,38.810001,1459400,37.207067
2013-12-16,39.040001,39.349998,38.860001,38.939999,1230800,37.331695
2013-12-17,38.84,39.310001,38.84,39.080002,1546200,37.465916
2013-12-18,39.169998,40.130001,39.080002,40.049999,2306900,38.395851
2013-12-19,39.77,40.009998,39.43,39.68,1518900,38.041134
2013-12-20,40.25,41.119999,40.02,41.110001,4783500,39.412072
2013-12-23,41.27,41.360001,40.68,40.950001,1598100,39.25868
2013-12-24,41.049999,41.450001,41.049999,41.240002,745400,39.536704
2013-12-26,41.25,41.5,41.009998,41.049999,900200,39.354549
2013-12-27,41.32,41.459999,40.849998,40.98,968200,39.28744
2013-12-30,40.900002,41.439999,40.709999,41.27,1237000,39.565463
2013-12-31,41.380001,41.630001,41.310001,41.439999,729900,39.72844
2014-01-02,41.360001,41.52,40.59,40.779999,1559200,39.0957
2014-01-03,40.59,41.450001,40.59,41.25,1567500,39.546289
2014-01-06,41.310001,41.73,41.18,41.25,1444400,39.546289
2014-01-07,41.34,41.619999,41.09,41.25,1597500,39.546289
2014-01-08,41.169998,41.240002,40.57,41.110001,1576200,39.412072
2014-01-09,41.41,41.41,40.740002,41.049999,1543800,39.354549
2014-01-10,41.080002,41.34,40.68,41.259998,1536700,39.555874
2014-01-13,41.209999,41.209999,40.400002,40.619999,1505500,38.942308
2014-01-14,40.630001,41.150002,40.419998,40.860001,1341400,39.172397
2014-01-15,40.860001,40.98,40.130001,40.18,1618500,38.709959
2014-01-16,40.279999,40.279999,39.360001,39.490002,1772100,38.045205
2014-01-17,39.66,39.66,38.790001,38.889999,2266500,37.467154
2014-01-21,38.93,39.27,38.169998,38.709999,2974700,37.293739
2014-01-22,38.810001,39.009998,38.490002,38.59,1705800,37.178131
2014-01-23,38.48,38.48,37.91,38.209999,1326500,36.812033
2014-01-24,37.959999,37.98,37.459999,37.470001,1867000,36.099109
2014-01-27,38.099998,38.830002,38.0,38.009998,2477700,36.619349
2014-01-28,38.080002,38.73,37.84,38.18,2046300,36.783131
2014-01-29,37.919998,38.330002,37.59,37.630001,1714700,36.253255
2014-01-30,37.990002,38.869999,37.889999,38.759998,1836500,37.341909
2014-01-31,38.32,38.91,38.07,38.599998,1334900,37.187763
2014-02-03,38.470001,38.560001,36.650002,36.73,2570100,35.386181
2014-02-04,37.0,37.630001,36.650002,37.540001,2518400,36.166547
2014-02-05,37.43,38.119999,37.25,37.950001,1537200,36.561547
2014-02-06,38.02,38.91,37.849998,38.349998,1042400,36.94691
2014-02-07,38.66,39.209999,38.389999,38.669998,866900,37.255202
2014-02-10,38.779999,38.98,38.139999,38.470001,1105600,37.062522
2014-02-11,38.41,39.369999,38.259998,39.27,1400100,37.833252
2014-02-12,39.279999,39.540001,38.93,39.150002,1371400,37.717644
2014-02-13,38.779999,39.34,38.709999,39.209999,1077000,37.775446
2014-02-14,39.0,39.099998,38.779999,38.950001,838900,37.52496
2014-02-18,39.0,39.040001,38.450001,38.849998,1302700,37.428617
2014-02-19,38.77,39.799999,38.66,39.400002,1577800,37.958497
2014-02-20,39.450001,40.110001,39.41,40.060001,1375400,38.59435
2014-02-21,40.080002,40.25,39.759998,40.0,648600,38.536544
2014-02-24,40.040001,40.669998,40.0,40.459999,1337300,38.979713
2014-02-25,40.490002,41.490002,40.189999,41.369999,2644200,39.856419
2014-02-26,41.5,42.119999,41.380001,41.98,2051800,40.444102
2014-02-27,41.810001,42.099998,41.509998,41.830002,986500,40.299592
2014-02-28,41.900002,42.029999,41.389999,41.709999,1167100,40.18398
2014-03-03,41.299999,42.040001,41.25,41.790001,1227300,40.261055
2014-03-04,42.25,42.98,42.25,42.790001,1966200,41.224469
2014-03-05,42.849998,42.849998,41.919998,42.369999,1788600,40.819833
2014-03-06,42.57,42.990002,41.970001,42.73,3024100,41.166663
2014-03-07,45.060001,46.799999,44.900002,46.490002,7028700,44.7891
2014-03-10,46.619999,46.68,45.759998,45.970001,3723600,44.288124
2014-03-11,45.970001,46.439999,45.610001,46.169998,2425500,44.480804
2014-03-12,45.830002,46.459999,45.43,45.689999,3089600,44.018366
2014-03-13,45.75,46.349998,45.23,45.490002,2387200,43.825686
2014-03-14,45.380001,45.75,45.049999,45.07,1772000,43.42105
2014-03-17,45.220001,45.439999,45.07,45.400002,3359200,43.738979
2014-03-18,45.5,46.740002,45.439999,46.220001,3941600,44.528978
2014-03-19,46.259998,46.66,46.040001,46.32,1372200,44.625317
2014-03-20,46.189999,46.630001,46.130001,46.540001,976000,44.83727
2014-03-21,46.459999,46.939999,45.84,45.84,2354800,44.162879
2014-03-24,45.990002,46.25,45.310001,46.130001,1417300,44.44227
2014-03-25,46.27,46.470001,45.639999,46.060001,1711400,44.374832
2014-03-26,46.220001,46.220001,45.080002,45.080002,1378000,43.430687
2014-03-27,45.16,45.470001,44.75,45.259998,1686500,43.604098
2014-03-28,45.119999,46.560001,45.119999,46.130001,1670200,44.44227
2014-03-31,46.5,47.23,46.189999,46.98,2444000,45.26117
2014-04-01,47.259998,48.16,47.080002,47.299999,2336800,45.569462
2014-04-02,47.470001,48.349998,47.139999,48.330002,2072700,46.561781
2014-04-03,48.34,48.709999,47.200001,47.240002,1574400,45.51166
2014-04-04,47.610001,47.98,45.98,46.310001,2309900,44.615685
2014-04-07,45.970001,46.099998,44.880001,45.23,2971400,43.575197
2014-04-08,45.23,45.889999,45.02,45.860001,1347400,44.182148
2014-04-09,46.040001,46.279999,45.27,46.130001,989200,44.44227
2014-04-10,46.07,46.119999,44.669998,44.740002,1115700,43.103126
2014-04-11,44.27,44.740002,43.77,44.02,1438900,42.409467
2014-04-14,44.43,44.880001,43.939999,44.5,1230000,42.871905
2014-04-15,44.310001,45.0,43.959999,44.619999,1155200,43.201092
2014-04-16,44.91,45.490002,44.709999,45.200001,1012400,43.76265
2014-04-17,45.150002,45.639999,45.02,45.240002,1338500,43.801379
2014-04-21,45.380001,45.639999,45.009998,45.380001,830500,43.936926
2014-04-22,45.389999,46.080002,45.310001,45.560001,1174500,44.111203
2014-04-23,45.639999,46.52,45.630001,45.73,1086200,44.275795
2014-04-24,45.990002,46.310001,45.77,46.139999,969200,44.672757
2014-04-25,45.970001,46.27,45.75,45.84,569000,44.382298
2014-04-28,46.09,47.18,45.650002,46.279999,1411100,44.808304
2014-04-29,46.369999,46.68,46.049999,46.540001,865500,45.060039
2014-04-30,46.509998,46.610001,45.939999,46.529999,872900,45.050354
2014-05-01,46.75,46.990002,46.389999,46.529999,856000,45.050354
2014-05-02,46.59,47.650002,46.459999,47.099998,710500,45.602228
2014-05-05,47.009998,47.59,46.580002,47.349998,859800,45.844278
2014-05-06,47.139999,47.209999,46.549999,46.91,939000,45.418272
2014-05-07,46.939999,47.23,46.200001,46.75,682900,45.26336
2014-05-08,46.84,48.25,46.799999,47.16,1092300,45.660322
2014-05-09,47.139999,47.849998,46.830002,47.830002,914400,46.309018
2014-05-12,48.18,49.25,48.139999,48.689999,1172500,47.141667
2014-05-13,49.029999,49.630001,48.790001,48.860001,1007900,47.306263
2014-05-14,48.900002,49.18,48.560001,48.810001,875600,47.257853
2014-05-15,48.619999,48.619999,47.709999,48.360001,852300,46.822163
2014-05-16,48.360001,49.0,48.209999,49.0,793900,47.44181
2014-05-19,48.950001,49.119999,48.57,48.82,925900,47.267534
2014-05-20,48.540001,48.57,47.599998,47.830002,1249500,46.309018
2014-05-21,48.09,48.34,47.07,47.560001,1530100,46.047603
2014-05-22,47.75,48.419998,47.68,48.169998,1687100,46.638202
2014-05-23,49.139999,49.5,47.830002,48.919998,3088500,47.364352
2014-05-27,49.099998,49.099998,48.41,48.43,1444200,46.889936
2014-05-28,48.349998,48.580002,47.82,48.48,1655900,46.938346
2014-05-29,48.52,48.650002,47.639999,48.0,1575400,46.47361
2014-05-30,48.009998,48.59,47.889999,48.18,1213900,46.647886
2014-06-02,48.25,48.689999,47.5,48.549999,909100,47.006119
2014-06-03,48.43,48.990002,48.259998,48.849998,1125700,47.296579
2014-06-04,48.73,49.619999,48.639999,49.200001,1138700,47.635451
2014-06-05,49.25,49.84,48.720001,49.82,1221100,48.235734
2014-06-06,50.0,50.119999,49.52,49.599998,1106000,48.022729
2014-06-09,49.880001,50.080002,49.400002,49.529999,813700,47.954955
2014-06-10,49.57,49.939999,49.240002,49.939999,1117900,48.351917
2014-06-11,49.689999,49.860001,49.16,49.610001,1168300,48.032413
2014-06-12,49.790001,50.009998,49.25,49.490002,967400,47.91623
2014-06-13,49.709999,49.790001,49.200001,49.439999,940500,47.867817
2014-06-16,49.529999,49.91,49.400002,49.849998,1117200,48.264779
2014-06-17,49.939999,50.099998,49.279999,49.32,1898900,47.751634
2014-06-18,49.490002,50.009998,49.360001,49.98,1323200,48.390646
2014-06-19,50.0,50.130001,49.669998,49.830002,1446900,48.245418
2014-06-20,49.830002,50.139999,49.599998,49.630001,2362100,48.051777
2014-06-23,49.580002,50.029999,49.57,49.990002,1160400,48.40033
2014-06-24,49.82,50.119999,49.459999,49.470001,1186200,47.896865
2014-06-25,50.27,50.330002,49.34,49.860001,1270500,48.274463
2014-06-26,49.779999,49.860001,49.0,49.32,1325100,47.751634
2014-06-27,49.549999,51.0,49.549999,50.619999,2761200,49.010293
2014-06-30,50.540001,50.75,50.310001,50.720001,1713100,49.107116
2014-07-01,50.73,51.66,50.73,51.599998,1507300,49.959129
2014-07-02,51.57,51.950001,51.290001,51.41,759400,49.775172
2014-07-03,51.5,52.07,51.470001,51.740002,553700,50.09468
2014-07-07,51.470001,51.599998,50.98,51.049999,1234300,49.42662
2014-07-08,50.779999,51.049999,50.580002,50.709999,1273600,49.097432
2014-07-09,50.939999,51.169998,50.599998,50.740002,1472600,49.12648
2014-07-10,50.220001,50.759998,49.43,50.610001,1757900,49.000613
2014-07-11,50.360001,50.560001,49.73,49.98,1553300,48.390646
2014-07-14,50.279999,50.41,49.689999,49.77,1354300,48.187325
2014-07-15,49.73,49.990002,49.439999,49.540001,1565300,47.964639
2014-07-16,49.43,49.439999,47.790001,48.200001,4089500,46.875418
2014-07-17,48.150002,48.18,47.110001,47.130001,2105400,45.834823
2014-07-18,47.310001,48.75,47.18,48.669998,1527800,47.3325
2014-07-21,48.290001,48.549999,47.919998,48.48,1576900,47.147723
2014-07-22,48.759998,48.810001,48.029999,48.07,1007600,46.74899
2014-07-23,48.25,48.66,47.91,48.470001,1122400,47.137999
2014-07-24,48.68,49.630001,48.5,49.529999,1342000,48.168867
2014-07-25,49.34,49.439999,48.41,48.43,914400,47.099097
2014-07-28,48.490002,48.639999,48.0,48.48,1058900,47.147723
2014-07-29,48.540001,49.07,48.380001,48.509998,848800,47.176897
2014-07-30,48.709999,48.93,48.490002,48.759998,912800,47.420027
2014-07-31,48.290001,48.380001,47.290001,47.529999,1427500,46.223829
2014-08-01,47.580002,48.150002,47.5,48.119999,1797400,46.797615
2014-08-04,48.25,48.82,47.900002,48.73,1114300,47.390852
2014-08-05,48.349998,49.029999,48.099998,48.470001,822900,47.137999
2014-08-06,48.279999,49.18,48.150002,49.029999,813400,47.682607
2014-08-07,49.360001,49.360001,48.169998,48.25,1684000,46.924044
2014-08-08,48.509998,50.259998,48.110001,50.200001,1784500,48.820457
2014-08-11,50.380001,50.5,49.619999,49.77,1167700,48.402273
2014-08-12,49.82,50.799999,49.68,50.290001,1465000,48.907983
2014-08-13,50.389999,50.759998,49.810001,50.200001,960900,48.820457
2014-08-14,50.380001,51.0,50.349998,50.709999,1296400,49.31644
2014-08-15,50.599998,50.689999,49.130001,49.810001,2498500,48.441175
2014-08-18,50.209999,50.700001,50.07,50.700001,1441100,49.306716
2014-08-19,51.32,52.119999,51.110001,51.959999,2355600,50.532088
2014-08-20,51.709999,52.689999,51.389999,52.43,2319700,50.989174
2014-08-21,52.599998,52.950001,52.169998,52.57,2440100,51.125326
2014-08-22,55.099998,55.330002,53.209999,54.119999,5582000,52.632729
2014-08-25,53.919998,54.790001,53.919998,54.580002,1699500,53.080091
2014-08-26,54.66,55.630001,54.66,55.369999,1761900,53.848378
2014-08-27,55.700001,56.529999,55.459999,56.34,2257800,54.791723
2014-08-28,55.939999,56.259998,55.52,55.990002,1167600,54.451343
2014-08-29,56.099998,56.5,55.669998,56.110001,892000,54.568044
2014-09-02,56.290001,57.5,56.150002,57.25,2465400,55.676715
2014-09-03,57.66,57.900002,56.82,57.119999,2766300,55.550287
2014-09-04,57.25,57.950001,57.09,57.330002,1472800,55.754518
2014-09-05,57.060001,57.27,56.369999,57.189999,1524600,55.618363
2014-09-08,57.25,57.540001,56.869999,57.200001,1851600,55.62809
2014-09-09,57.169998,57.25,56.32,56.490002,1619400,54.937602
2014-09-10,56.509998,57.009998,56.23,56.790001,1364300,55.229357
2014-09-11,56.650002,57.150002,56.48,57.150002,1008300,55.579465
2014-09-12,57.25,57.759998,56.98,57.099998,1050100,55.530836
2014-09-15,57.18,57.360001,56.900002,57.130001,816400,55.560014
2014-09-16,56.98,58.400002,56.869999,57.98,1700800,56.386654
2014-09-17,57.970001,58.0,57.18,57.310001,1652700,55.735068
2014-09-18,57.459999,57.549999,57.18,57.380001,1645900,55.803144
2014-09-19,57.669998,57.68,56.599998,56.82,4536100,55.258532
2014-09-22,57.299999,57.389999,56.540001,56.619999,1606900,55.064027
2014-09-23,56.5,57.299999,55.950001,56.240002,1860200,54.694472
2014-09-24,56.32,57.02,56.049999,56.959999,1153700,55.394684
2014-09-25,56.759998,56.810001,55.860001,56.060001,1597700,54.519419
2014-09-26,56.830002,58.23,56.68,56.959999,3299400,55.394684
2014-09-29,56.25,56.73,56.029999,56.560001,1661500,55.005678
2014-09-30,56.529999,56.75,55.349998,55.650002,1987200,54.120686
2014-10-01,55.57,55.66,54.599998,54.82,1999900,53.313493
2014-10-02,54.77,55.23,54.400002,54.939999,1635200,53.430195
2014-10-03,55.34,56.540001,55.009998,56.169998,1903300,54.626393
2014-10-06,56.380001,56.529999,55.66,55.75,1518400,54.217936
2014-10-07,55.490002,55.82,54.990002,54.990002,1161200,53.478824
2014-10-08,54.990002,55.73,54.27,55.599998,2764900,54.072057
2014-10-09,55.389999,55.740002,55.07,55.099998,1894400,53.585798
2014-10-10,55.029999,55.599998,55.0,55.150002,2101600,53.634427
2014-10-13,55.009998,55.139999,53.799999,53.849998,1901200,52.370149
2014-10-14,54.299999,54.529999,53.470001,53.889999,2200800,52.40905
2014-10-15,53.009998,53.66,52.25,53.290001,2802000,52.03798
2014-10-16,52.5,53.049999,51.619999,52.68,2946700,51.442311
2014-10-17,53.330002,54.349998,52.900002,53.470001,2266600,52.213751
2014-10-20,53.43,54.389999,53.310001,54.369999,1908100,53.092604
2014-10-21,54.560001,55.98,54.41,55.400002,1858100,54.098407
2014-10-22,55.48,55.52,54.490002,54.689999,2150300,53.405085
2014-10-23,55.259998,55.66,55.009998,55.139999,1379900,53.844514
2014-10-24,55.099998,55.169998,54.459999,54.700001,1460800,53.414853
2014-10-27,54.540001,55.16,54.220001,55.049999,1508900,53.756628
2014-10-28,55.150002,55.459999,54.619999,55.459999,1674800,54.156995
2014-10-29,55.43,56.209999,55.369999,55.669998,1206000,54.36206
2014-10-30,55.509998,56.040001,55.48,55.849998,848400,54.537832
2014-10-31,56.669998,56.759998,55.889999,56.009998,1260100,54.694072
2014-11-03,56.009998,56.48,55.759998,56.169998,1215100,54.850313
2014-11-04,54.169998,54.169998,52.25,53.630001,7334900,52.369992
2014-11-05,54.0,54.060001,52.029999,52.709999,4376700,51.471605
2014-11-06,52.939999,54.509998,52.860001,54.470001,2283900,53.190257
2014-11-07,54.189999,55.16,54.130001,54.5,3089900,53.219551
2014-11-10,54.599998,54.950001,54.380001,54.77,1986100,53.483208
2014-11-11,54.77,54.93,54.470001,54.700001,1735300,53.414853
2014-11-12,54.639999,55.939999,54.639999,55.73,3641000,54.420652
2014-11-13,55.75,56.23,55.200001,55.669998,1598400,54.36206
2014-11-14,55.5,56.32,55.5,55.990002,1695200,54.674546
2014-11-17,56.0,56.16,54.759998,54.799999,2319600,53.512502
2014-11-18,54.91,55.029999,54.439999,54.830002,3137900,53.541799
2014-11-19,54.98,56.290001,54.720001,56.189999,3498100,54.869844
2014-11-20,56.5,57.18,56.27,57.0,3797000,55.660815
2014-11-21,59.169998,59.189999,54.490002,54.549999,8960700,53.268375
2014-11-24,54.950001,56.75,54.709999,56.43,3807300,55.104207
2014-11-25,56.779999,57.200001,56.450001,56.91,7141400,55.572929
2014-11-26,56.869999,57.279999,56.599998,56.73,1587000,55.397158
2014-11-28,56.799999,57.610001,56.759998,57.290001,1159500,55.944002
2014-12-01,57.5,57.5,56.290001,56.349998,1676200,55.026084
2014-12-02,56.75,57.080002,56.349998,56.900002,2215000,55.563165
2014-12-03,56.599998,57.630001,56.599998,57.509998,1688500,56.158831
2014-12-04,57.23,57.5,56.669998,57.310001,1598900,55.963533
2014-12-05,57.5,57.5,56.529999,56.700001,1652800,55.367864
2014-12-08,56.470001,57.450001,56.360001,56.540001,1490300,55.211623
2014-12-09,55.639999,56.610001,55.619999,56.490002,1353500,55.162798
2014-12-10,56.419998,57.130001,55.919998,56.02,2052600,54.70384
2014-12-11,56.48,57.400002,56.27,56.380001,1624300,55.055382
2014-12-12,56.119999,57.0,55.919998,56.150002,1814300,54.830786
2014-12-15,56.560001,57.369999,56.34,57.139999,2289400,55.797525
2014-12-16,56.939999,57.25,55.779999,55.779999,1972700,54.469477
2014-12-17,55.98,56.669998,55.630001,56.330002,2744600,55.006558
2014-12-18,57.029999,57.880001,56.529999,57.880001,2271500,56.52014
2014-12-19,57.439999,57.560001,52.700001,53.860001,11244300,52.594588
2014-12-22,54.029999,55.009998,54.0,54.66,2611700,53.375791
2014-12-23,54.810001,55.650002,54.529999,55.220001,2405000,53.922636
2014-12-24,55.290001,55.93,55.169998,55.310001,1105600,54.010522
2014-12-26,55.75,55.830002,55.099998,55.459999,867200,54.156995
2014-12-29,55.349998,56.740002,55.310001,56.549999,1440100,55.221386
2014-12-30,56.52,56.82,56.25,56.349998,971900,55.026084
2014-12-31,56.540001,57.0,56.169998,56.18,1041400,54.86008
2015-01-02,56.43,56.720001,55.369999,56.040001,949500,54.72337
2015-01-05,55.639999,56.099998,55.18,55.889999,2045600,54.576893
2015-01-06,56.029999,56.16,53.93,54.439999,2715600,53.160959
2015-01-07,55.049999,57.27,55.029999,56.919998,3255500,55.582692
2015-01-08,57.490002,57.619999,56.950001,57.5,2266600,56.149067
2015-01-09,56.720001,56.900002,55.84,56.220001,1749000,54.899141
2015-01-12,56.490002,57.02,56.310001,56.790001,1866600,55.455749
2015-01-13,57.09,57.150002,55.060001,55.630001,2210100,54.323003
2015-01-14,53.68,53.68,51.650002,53.209999,5715100,52.166158
2015-01-15,53.119999,53.259998,51.77,52.130001,3302500,51.107347
