Date,Open_DNB,High_DNB,Low_DNB,Close_DNB,Volume_DNB,AdjClose_DNB
2013-08-19,101.910004,103.0,101.309998,101.349998,242600,96.565998
2013-08-20,101.339996,102.870003,101.080002,102.470001,498200,97.633134
2013-08-21,101.970001,102.43,101.339996,101.720001,230100,96.918536
2013-08-22,102.040001,104.349998,102.040001,103.940002,181700,99.033747
2013-08-23,104.010002,104.489998,103.269997,104.120003,162100,99.205251
2013-08-26,104.209999,104.879997,103.440002,103.480003,137500,98.595461
2013-08-27,102.879997,103.459999,100.800003,100.809998,238800,96.051487
2013-08-28,100.610001,101.32,100.160004,100.379997,242800,95.641784
2013-08-29,100.050003,101.330002,99.290001,100.510002,205400,96.148792
2013-08-30,100.709999,100.910004,99.150002,99.480003,272700,95.163485
2013-09-03,100.650002,101.059998,98.690002,99.690002,327700,95.364372
2013-09-04,99.790001,100.540001,99.489998,100.309998,170000,95.957465
2013-09-05,100.169998,101.419998,99.949997,100.82,152400,96.445338
2013-09-06,100.989998,101.779999,99.559998,100.739998,297800,96.368808
2013-09-09,101.139999,102.779999,100.75,102.169998,196400,97.736759
2013-09-10,102.610001,103.980003,102.010002,103.769997,314500,99.267332
2013-09-11,103.769997,104.959999,103.32,103.650002,365300,99.152544
2013-09-12,103.699997,104.800003,103.239998,103.809998,904700,99.305598
2013-09-13,104.150002,105.440002,103.629997,104.860001,214900,100.31004
2013-09-16,106.120003,106.389999,105.279999,105.440002,192500,100.864875
2013-09-17,105.68,107.010002,105.599998,107.0,206400,102.357183
2013-09-18,106.989998,108.110001,105.809998,107.910004,244900,103.227701
2013-09-19,108.110001,108.900002,107.5,107.860001,253100,103.179868
2013-09-20,107.75,107.830002,103.410004,103.870003,816200,99.362999
2013-09-23,103.43,105.0,102.25,104.529999,339800,99.994357
2013-09-24,104.730003,104.769997,103.839996,103.980003,274000,99.468227
2013-09-25,104.0,104.709999,103.209999,104.0,179000,99.487356
2013-09-26,103.989998,105.010002,103.760002,104.370003,101200,99.841304
2013-09-27,103.610001,104.370003,103.110001,104.169998,101400,99.649978
2013-09-30,103.410004,104.419998,103.279999,103.849998,321800,99.343863
2013-10-01,104.160004,105.519997,103.790001,104.860001,470200,100.31004
2013-10-02,104.5,104.839996,103.239998,104.059998,453200,99.54475
2013-10-03,103.699997,103.900002,102.410004,102.830002,304400,98.368125
2013-10-04,102.709999,104.290001,102.360001,103.57,211100,99.076013
2013-10-07,102.769997,103.989998,102.68,102.690002,227100,98.2342
2013-10-08,102.690002,103.139999,100.43,101.519997,303300,97.114962
2013-10-09,101.809998,102.139999,99.400002,100.349998,366400,95.995731
2013-10-10,101.400002,103.239998,101.400002,103.129997,238500,98.655103
2013-10-11,102.639999,104.620003,102.639999,104.510002,138100,99.975228
2013-10-14,103.970001,105.110001,103.93,104.940002,172000,100.386571
2013-10-15,104.550003,105.970001,103.589996,103.639999,268400,99.142976
2013-10-16,104.139999,106.330002,104.139999,106.169998,364800,101.563196
2013-10-17,105.910004,107.190002,104.949997,107.07,232600,102.424146
2013-10-18,107.209999,107.93,106.43,106.57,275600,101.945841
2013-10-21,106.720001,107.059998,106.150002,106.730003,171300,102.098902
2013-10-22,107.0,107.730003,105.43,107.099998,266800,102.452843
2013-10-23,106.709999,107.230003,105.669998,106.43,201300,101.811916
2013-10-24,106.93,108.040001,106.339996,106.82,261800,102.184993
2013-10-25,107.510002,109.139999,106.860001,108.449997,219300,103.744264
2013-10-28,108.629997,109.730003,108.360001,109.089996,285000,104.356493
2013-10-29,109.220001,109.889999,108.760002,109.629997,279300,104.873063
2013-10-30,110.0,110.150002,107.589996,107.989998,308700,103.304224
2013-10-31,107.639999,109.620003,107.580002,108.790001,331600,104.069515
2013-11-01,108.730003,109.82,107.269997,108.489998,423000,103.782529
2013-11-04,108.980003,110.150002,108.690002,109.239998,380700,104.499986
2013-11-05,114.0,114.0,106.550003,106.760002,820800,102.127599
2013-11-06,107.639999,108.949997,107.379997,108.239998,736500,103.543377
2013-11-07,108.690002,109.43,108.019997,108.220001,479800,103.524248
2013-11-08,108.18,111.760002,108.150002,111.449997,509600,106.614091
2013-11-11,111.379997,112.279999,110.970001,111.18,343500,106.35581
2013-11-12,111.150002,111.779999,110.639999,110.940002,364300,106.126226
2013-11-13,110.540001,111.150002,110.470001,110.959999,498200,106.145355
2013-11-14,111.269997,111.400002,110.589996,110.760002,365500,105.954036
2013-11-15,110.669998,113.449997,110.669998,113.43,277900,108.508181
2013-11-18,113.919998,116.269997,113.379997,116.080002,626200,111.043196
2013-11-19,116.269997,117.599998,114.900002,115.010002,500200,110.019625
2013-11-20,115.330002,115.800003,114.330002,115.059998,289300,110.067451
2013-11-21,115.519997,116.150002,115.220001,116.040001,325900,111.004931
2013-11-22,116.0,116.580002,115.629997,116.559998,214700,111.502365
2013-11-25,116.5,116.5,115.550003,115.800003,185200,111.156805
2013-11-26,115.910004,117.419998,115.809998,116.779999,313900,112.097506
2013-11-27,117.099998,117.690002,116.620003,117.300003,168200,112.59666
2013-11-29,117.489998,117.690002,116.540001,116.849998,129100,112.164699
2013-12-02,116.809998,117.629997,116.339996,117.279999,309000,112.577458
2013-12-03,116.669998,117.839996,116.300003,117.239998,256300,112.539061
2013-12-04,116.459999,117.099998,114.470001,115.989998,287500,111.339182
2013-12-05,115.970001,116.739998,115.489998,116.150002,215100,111.49277
2013-12-06,117.639999,119.580002,117.120003,119.440002,226700,114.650852
2013-12-09,119.699997,120.919998,118.089996,118.290001,345500,113.546962
2013-12-10,118.050003,118.230003,116.279999,116.43,409200,111.761541
2013-12-11,116.379997,116.510002,115.379997,115.589996,761000,110.955219
2013-12-12,115.580002,116.580002,115.410004,116.32,462700,111.655952
2013-12-13,116.440002,116.93,115.190002,115.190002,399600,110.571263
2013-12-16,115.589996,116.230003,115.379997,115.830002,446500,111.185601
2013-12-17,115.75,115.989998,115.0,115.160004,437400,110.542468
2013-12-18,115.290001,116.800003,113.760002,116.57,558300,111.895927
2013-12-19,116.260002,118.029999,116.260002,117.970001,418000,113.239793
2013-12-20,118.300003,120.940002,117.860001,120.610001,471000,115.773938
2013-12-23,121.110001,123.139999,120.690002,122.860001,429000,117.93372
2013-12-24,122.480003,123.209999,122.480003,122.900002,119200,117.972117
2013-12-26,122.910004,123.489998,121.830002,123.32,259200,118.375275
2013-12-27,124.169998,124.169998,122.669998,123.419998,320500,118.471264
2013-12-30,123.160004,123.239998,122.150002,122.68,195200,117.760937
2013-12-31,122.970001,122.970001,122.339996,122.75,262100,117.82813
2014-01-02,122.550003,122.910004,120.370003,120.739998,429600,115.898722
2014-01-03,121.169998,122.019997,120.779999,121.949997,513900,117.060204
2014-01-06,122.440002,123.139999,120.470001,120.480003,443400,115.649153
2014-01-07,121.489998,122.470001,120.800003,121.400002,367100,116.532262
2014-01-08,121.400002,123.25,120.860001,122.919998,475800,117.991312
2014-01-09,122.959999,124.080002,122.650002,123.849998,407100,118.884022
2014-01-10,123.980003,124.589996,122.5,122.980003,397400,118.048911
2014-01-13,122.489998,123.209999,119.239998,119.379997,399900,114.593253
2014-01-14,120.0,120.269997,119.379997,119.949997,488400,115.140398
2014-01-15,120.25,121.290001,119.349998,119.489998,401400,114.698843
2014-01-16,119.510002,120.150002,118.260002,119.529999,406000,114.73724
2014-01-17,119.519997,120.199997,118.870003,118.970001,560100,114.199697
2014-01-21,119.910004,120.330002,118.510002,118.739998,407200,113.978916
2014-01-22,119.150002,119.160004,118.07,118.199997,308900,113.460567
2014-01-23,117.239998,117.339996,115.379997,115.610001,469100,110.974421
2014-01-24,115.190002,115.900002,113.220001,113.300003,496000,108.757047
2014-01-27,113.470001,113.470001,110.739998,111.639999,490500,107.163604
2014-01-28,112.0,112.0,110.389999,111.099998,463600,106.645255
2014-01-29,110.029999,111.989998,109.550003,109.769997,627100,105.368582
2014-01-30,110.970001,111.440002,110.32,111.019997,491700,106.568461
2014-01-31,109.18,111.059998,109.080002,110.0,649800,105.589363
2014-02-03,109.68,110.040001,106.239998,106.459999,1022000,102.191304
2014-02-04,115.300003,115.300003,95.0,95.580002,2803000,91.747559
2014-02-05,94.669998,97.879997,94.290001,97.25,1193800,93.350596
2014-02-06,97.730003,98.230003,96.519997,97.220001,545000,93.3218
2014-02-07,97.709999,98.5,97.32,97.760002,401800,93.840149
2014-02-10,97.470001,97.760002,96.709999,97.419998,593800,93.513778
2014-02-11,97.540001,97.82,96.300003,96.510002,550400,92.64027
2014-02-12,96.93,97.760002,96.830002,97.550003,446100,93.63857
2014-02-13,99.5,99.5,96.760002,97.660004,547600,93.74416
2014-02-14,97.699997,98.010002,96.769997,97.260002,443900,93.360197
2014-02-18,97.470001,98.010002,96.290001,96.690002,394400,92.813052
2014-02-19,96.639999,97.239998,95.480003,95.589996,538100,91.757153
2014-02-20,95.75,96.0,94.709999,94.870003,813300,91.066029
2014-02-21,94.730003,95.760002,94.440002,95.540001,955100,92.136487
2014-02-24,96.07,100.449997,95.959999,99.720001,1768200,96.167579
2014-02-25,99.730003,100.019997,97.82,98.709999,914400,95.193557
2014-02-26,98.699997,99.919998,98.309998,98.830002,999300,95.309285
2014-02-27,98.779999,99.599998,98.120003,98.910004,551400,95.386437
2014-02-28,99.089996,99.839996,98.349998,99.209999,979900,95.675745
2014-03-03,98.900002,99.400002,97.519997,98.669998,858400,95.154981
2014-03-04,99.0,99.980003,98.57,98.93,825100,95.405721
2014-03-05,98.919998,99.669998,98.400002,99.099998,868300,95.569663
2014-03-06,99.07,99.82,98.5,99.029999,643800,95.502157
2014-03-07,99.620003,100.290001,99.019997,99.239998,916800,95.704675
2014-03-10,99.25,100.110001,98.970001,99.860001,332300,96.302591
2014-03-11,100.43,100.940002,99.169998,99.330002,429900,95.791473
2014-03-12,98.910004,98.910004,97.25,98.230003,677200,94.730661
2014-03-13,98.260002,98.5,96.360001,96.519997,509300,93.081571
2014-03-14,96.309998,98.480003,96.059998,98.190002,970600,94.692085
2014-03-17,98.690002,100.169998,98.230003,99.0,642900,95.473227
2014-03-18,98.980003,101.900002,98.980003,101.529999,515700,97.913097
2014-03-19,101.709999,102.580002,100.760002,101.82,635400,98.192767
2014-03-20,101.330002,102.690002,101.330002,102.199997,361800,98.559228
2014-03-21,102.910004,102.970001,101.269997,101.589996,765900,97.970958
2014-03-24,101.389999,101.839996,100.239998,101.389999,551900,97.778085
2014-03-25,101.5,101.779999,99.32,100.050003,688100,96.485825
2014-03-26,100.449997,101.190002,99.309998,99.330002,452500,95.791473
2014-03-27,99.32,99.32,98.019997,98.510002,429100,95.000685
2014-03-28,98.900002,100.160004,98.669998,99.370003,330300,95.830049
2014-03-31,99.75,100.050003,98.980003,99.349998,571000,95.810757
2014-04-01,99.610001,104.849998,99.529999,104.419998,1489100,100.700144
2014-04-02,104.529999,104.580002,101.0,101.970001,785600,98.337425
2014-04-03,101.980003,102.919998,101.730003,102.459999,507200,98.809967
2014-04-04,102.879997,103.010002,101.190002,101.269997,463800,97.662358
2014-04-07,101.120003,101.510002,100.080002,100.099998,640700,96.534039
2014-04-08,100.059998,102.940002,100.059998,102.57,420500,98.916049
2014-04-09,102.660004,103.050003,101.57,102.529999,421700,98.877473
2014-04-10,102.360001,103.120003,100.080002,100.129997,502500,96.562969
2014-04-11,99.639999,100.400002,98.010002,98.209999,276100,94.711369
2014-04-14,99.0,99.949997,98.440002,99.75,357200,96.196509
2014-04-15,99.709999,102.459999,99.309998,102.220001,619900,98.578519
2014-04-16,102.669998,103.889999,102.470001,103.239998,522900,99.56218
2014-04-17,103.080002,105.529999,103.010002,105.0,329200,101.259483
2014-04-21,104.93,105.040001,103.75,104.75,373900,101.018389
2014-04-22,104.919998,107.059998,104.639999,105.889999,688200,102.117777
2014-04-23,105.75,107.18,105.75,106.760002,541000,102.956787
2014-04-24,107.410004,107.410004,104.980003,105.589996,438600,101.828462
2014-04-25,105.440002,105.610001,103.900002,103.989998,362700,100.285462
2014-04-28,104.550003,105.209999,101.230003,102.480003,623100,98.829259
2014-04-29,103.089996,104.730003,102.470001,103.650002,467900,99.957577
2014-04-30,103.870003,110.93,103.169998,110.760002,757900,106.814291
2014-05-01,110.690002,110.959999,106.389999,106.519997,676000,102.725332
2014-05-02,105.989998,107.25,105.790001,106.5,500500,102.706047
2014-05-05,106.199997,106.199997,105.150002,105.82,278300,102.050271
2014-05-06,105.739998,105.949997,104.610001,104.639999,372900,100.912307
2014-05-07,104.970001,106.419998,103.839996,106.360001,347700,102.571035
2014-05-08,106.360001,107.720001,105.75,106.339996,275200,102.551744
2014-05-09,106.209999,107.07,105.690002,107.050003,207500,103.236457
2014-05-12,107.620003,108.589996,107.18,108.279999,307000,104.422636
2014-05-13,108.419998,108.519997,106.360001,107.309998,276200,103.48719
2014-05-14,107.370003,107.370003,105.419998,105.529999,335000,101.770602
2014-05-15,105.5,105.5,103.610001,104.019997,416600,100.314392
2014-05-16,104.07,104.07,102.730003,103.5,421700,99.812919
2014-05-19,103.25,105.07,103.160004,104.690002,245300,100.960529
2014-05-20,104.82,105.410004,102.5,103.150002,267900,99.475389
2014-05-21,103.82,104.620003,103.07,104.010002,216300,100.304753
2014-05-22,103.879997,105.68,103.300003,105.099998,286500,101.35592
2014-05-23,105.07,105.620003,104.599998,104.830002,208400,101.095541
2014-05-27,104.519997,106.870003,103.93,106.730003,385600,103.361693
2014-05-28,106.849998,106.940002,103.690002,103.720001,429800,100.446684
2014-05-29,103.739998,104.839996,103.540001,104.629997,234400,101.327961
2014-05-30,104.5,104.5,102.669998,103.25,351200,99.991516
2014-06-02,103.959999,103.970001,102.620003,102.879997,366400,99.63319
2014-06-03,102.550003,102.779999,101.769997,102.25,220600,99.023075
2014-06-04,102.290001,103.879997,102.129997,102.699997,246200,99.45887
2014-06-05,102.699997,104.900002,102.190002,104.230003,320800,100.940591
2014-06-06,104.650002,106.599998,104.480003,106.360001,292100,103.003367
2014-06-09,106.559998,107.529999,105.629997,105.830002,322600,102.490095
2014-06-10,105.410004,105.410004,102.809998,103.779999,448300,100.504788
2014-06-11,103.199997,104.07,102.900002,103.699997,309900,100.427311
2014-06-12,103.699997,103.760002,102.839996,103.18,273300,99.923725
2014-06-13,103.18,104.220001,102.809998,103.940002,292200,100.659742
2014-06-16,104.32,104.879997,103.760002,104.410004,244700,101.114911
2014-06-17,104.110001,106.099998,104.099998,105.730003,279000,102.393252
2014-06-18,105.800003,106.449997,105.089996,106.269997,235800,102.916204
2014-06-19,106.260002,106.889999,105.489998,106.470001,207500,103.109896
2014-06-20,106.489998,107.970001,106.459999,107.57,909700,104.17518
2014-06-23,107.720001,110.099998,107.720001,109.879997,597500,106.412276
2014-06-24,109.559998,110.32,109.529999,109.910004,507500,106.441335
2014-06-25,109.440002,110.559998,109.25,110.029999,387600,106.557543
2014-06-26,110.239998,110.5,109.720001,110.019997,368800,106.547857
2014-06-27,109.82,110.410004,109.82,110.260002,591800,106.780288
2014-06-30,110.32,110.599998,109.629997,110.199997,271800,106.722177
2014-07-01,110.68,112.720001,110.589996,111.839996,437300,108.310419
2014-07-02,111.760002,111.800003,110.190002,111.220001,324200,107.70999
2014-07-03,111.260002,112.559998,111.150002,112.379997,138700,108.833378
2014-07-07,111.879997,112.32,110.669998,111.379997,225300,107.864937
2014-07-08,111.089996,111.43,109.889999,110.300003,276500,106.819027
2014-07-09,110.309998,111.25,109.949997,110.75,272100,107.254822
2014-07-10,109.110001,110.769997,108.870003,110.150002,435000,106.673759
2014-07-11,110.25,110.919998,109.889999,110.120003,362100,106.644707
2014-07-14,111.059998,111.540001,109.970001,110.400002,236900,106.915869
2014-07-15,110.650002,111.690002,110.25,110.93,230000,107.429142
2014-07-16,111.220001,111.389999,110.25,111.199997,311600,107.690617
2014-07-17,111.0,111.599998,110.190002,110.389999,296900,106.906183
2014-07-18,110.620003,112.050003,110.559998,111.800003,306400,108.271688
2014-07-21,111.269997,111.300003,109.860001,110.639999,280400,107.148293
2014-07-22,111.25,111.879997,110.720001,111.379997,245500,107.864937
2014-07-23,111.639999,111.639999,110.110001,110.760002,145900,107.264508
2014-07-24,110.75,111.370003,110.160004,110.709999,120800,107.216083
2014-07-25,110.669998,111.889999,110.489998,111.57,211300,108.048943
2014-07-28,111.43,111.75,109.940002,110.349998,239300,106.867444
2014-07-29,110.400002,112.080002,110.400002,110.589996,226600,107.099868
2014-07-30,111.050003,112.919998,110.669998,112.489998,318800,108.939907
2014-07-31,111.440002,112.099998,109.830002,110.029999,365200,106.557543
2014-08-01,109.620003,110.620003,109.029999,110.029999,380000,106.557543
2014-08-04,110.32,111.040001,109.550003,110.93,232700,107.429142
2014-08-05,105.790001,111.650002,105.639999,111.440002,352400,107.923049
2014-08-06,110.510002,110.940002,109.75,110.0,585800,106.528491
2014-08-07,110.279999,115.599998,109.089996,112.029999,712300,108.494425
2014-08-08,111.959999,113.07,111.610001,112.839996,284400,109.27886
2014-08-11,113.089996,114.5,112.959999,113.599998,300200,110.014877
2014-08-12,113.540001,114.160004,113.269997,113.629997,246700,110.043929
2014-08-13,114.269997,115.690002,113.769997,115.68,342900,112.029236
2014-08-14,116.830002,117.540001,115.400002,117.5,310700,113.791798
2014-08-15,117.809998,118.300003,115.800003,116.949997,298500,113.259152
2014-08-18,117.25,119.440002,117.25,118.550003,279500,114.808663
2014-08-19,118.669998,119.599998,118.610001,118.970001,198200,115.215407
2014-08-20,118.839996,119.43,117.980003,118.889999,245700,115.13793
2014-08-21,118.949997,119.209999,118.25,118.82,294300,115.070139
2014-08-22,118.589996,118.730003,117.620003,118.040001,240000,114.314757
2014-08-25,118.379997,118.809998,117.699997,118.190002,181000,114.888277
2014-08-26,118.389999,119.370003,117.489998,118.139999,244200,114.839671
2014-08-27,118.529999,118.529999,117.410004,117.93,169100,114.635538
2014-08-28,117.169998,117.919998,116.5,117.720001,177500,114.431405
2014-08-29,118.019997,118.629997,117.239998,117.379997,402200,114.1009
2014-09-02,118.019997,119.690002,118.0,118.790001,249200,115.471514
2014-09-03,118.540001,119.650002,118.529999,119.0,411200,115.675647
2014-09-04,118.989998,119.980003,118.839996,119.07,197300,115.743691
2014-09-05,119.160004,120.330002,118.400002,120.160004,298500,116.803245
2014-09-08,119.610001,119.739998,116.139999,116.449997,462800,113.19688
2014-09-09,116.290001,116.550003,114.900002,115.190002,354300,111.972084
2014-09-10,115.089996,117.32,114.639999,116.839996,342300,113.575984
2014-09-11,116.599998,118.540001,116.110001,117.470001,399200,114.188389
2014-09-12,117.599998,118.059998,116.029999,116.93,411800,113.663474
2014-09-15,116.650002,116.860001,115.870003,116.449997,282700,113.19688
2014-09-16,116.480003,118.07,116.209999,118.019997,211000,114.72302
2014-09-17,117.900002,118.199997,116.910004,117.449997,347700,114.168944
2014-09-18,117.760002,117.900002,116.739998,117.349998,290400,114.071739
2014-09-19,117.959999,118.339996,117.029999,117.220001,443700,113.945373
2014-09-22,118.239998,118.800003,117.470001,117.889999,364000,114.596655
2014-09-23,117.739998,118.139999,116.519997,116.540001,413400,113.284369
2014-09-24,116.489998,116.919998,115.660004,116.610001,255400,113.352414
2014-09-25,116.330002,116.599998,115.040001,115.449997,361300,112.224815
2014-09-26,116.269997,117.169998,115.75,116.910004,318300,113.644036
2014-09-29,115.489998,117.629997,115.199997,117.489998,185800,114.207827
2014-09-30,117.32,118.18,117.089996,117.470001,572700,114.188389
2014-10-01,117.540001,117.75,117.139999,117.260002,516800,113.984257
2014-10-02,117.230003,117.970001,116.980003,117.510002,301900,114.227273
2014-10-03,117.809998,119.970001,117.5,119.830002,246000,116.482462
2014-10-06,120.139999,120.809998,118.889999,119.510002,199800,116.171401
2014-10-07,119.129997,119.400002,117.190002,117.589996,520400,114.305032
2014-10-08,117.580002,119.900002,117.389999,119.599998,477600,116.258884
2014-10-09,119.410004,119.410004,117.190002,117.5,334100,114.21755
2014-10-10,117.5,118.639999,114.449997,114.489998,597500,111.291635
2014-10-13,114.559998,115.110001,112.769997,112.889999,345000,109.736333
2014-10-14,113.419998,114.300003,112.919998,112.989998,422300,109.833538
2014-10-15,111.32,111.660004,109.720001,110.669998,1330800,107.57835
2014-10-16,109.389999,113.389999,108.860001,112.800003,626500,109.648851
2014-10-17,114.010002,115.650002,113.650002,115.230003,175000,112.010968
2014-10-20,114.75,116.669998,114.199997,115.720001,372900,112.487277
2014-10-21,116.510002,118.32,115.830002,118.32,311900,115.014643
2014-10-22,118.559998,118.769997,117.290001,117.309998,164400,114.032856
2014-10-23,118.120003,119.629997,118.120003,118.669998,176300,115.354864
2014-10-24,118.900002,119.639999,118.089996,119.480003,132800,116.142241
2014-10-27,119.489998,120.889999,118.889999,119.910004,239000,116.560229
2014-10-28,120.169998,121.370003,119.779999,121.370003,260000,117.979442
2014-10-29,121.330002,121.43,119.349998,120.959999,285200,117.580892
2014-10-30,120.849998,122.75,120.410004,122.57,331300,119.145916
2014-10-31,124.0,124.529999,122.110001,122.809998,630500,119.379209
2014-11-03,122.699997,123.919998,122.160004,123.360001,504700,119.913847
2014-11-04,123.209999,124.019997,121.75,122.360001,401300,118.941783
2014-11-05,123.379997,123.529999,121.029999,121.830002,299700,118.42659
2014-11-06,121.889999,122.370003,121.110001,122.18,282800,118.766811
2014-11-07,122.0,123.529999,121.269997,123.129997,287000,119.690269
2014-11-10,123.129997,124.400002,122.529999,124.279999,202400,120.808145
2014-11-11,124.400002,124.43,123.260002,123.57,196900,120.11798
2014-11-12,122.830002,125.160004,122.830002,125.010002,98500,121.517755
2014-11-13,125.32,125.879997,124.599998,125.059998,117200,121.566354
2014-11-14,124.849998,125.389999,124.699997,125.059998,161100,121.566354
2014-11-17,124.739998,125.589996,124.230003,125.419998,132300,121.916297
2014-11-18,125.529999,127.129997,125.32,126.639999,143600,123.102217
2014-11-19,126.410004,126.440002,124.989998,125.43,131200,121.92602
2014-11-20,125.0,125.910004,124.870003,125.18,101400,121.683004
2014-11-21,126.800003,127.489998,125.440002,125.879997,184800,122.363446
2014-11-24,125.699997,127.050003,125.699997,126.919998,170200,123.807143
2014-11-25,126.910004,128.029999,126.32,127.370003,230900,124.246111
2014-11-26,127.370003,127.879997,126.459999,126.959999,159500,123.846163
2014-11-28,126.830002,127.879997,126.389999,126.949997,105400,123.836406
2014-12-01,126.699997,126.699997,124.709999,125.07,198400,122.002518
2014-12-02,125.0,126.220001,124.529999,125.660004,287800,122.578051
2014-12-03,125.480003,126.099998,123.330002,125.470001,539400,122.392709
2014-12-04,125.580002,125.889999,123.010002,123.839996,393600,120.802682
2014-12-05,123.879997,125.160004,123.589996,124.120003,283900,121.075821
2014-12-08,124.160004,124.599998,121.959999,122.550003,299600,119.544327
2014-12-09,121.230003,121.449997,118.870003,120.660004,372100,117.700682
2014-12-10,120.510002,121.010002,117.139999,117.349998,301200,114.471858
2014-12-11,117.43,118.739998,116.199997,116.589996,265800,113.730496
2014-12-12,116.040001,116.330002,113.379997,113.779999,488200,110.989417
2014-12-15,114.589996,115.760002,113.629997,114.93,446800,112.111213
2014-12-16,114.370003,115.839996,114.019997,114.540001,402800,111.730779
2014-12-17,114.709999,116.389999,114.199997,116.120003,316800,113.27203
2014-12-18,117.339996,120.120003,117.339996,119.93,365600,116.988583
2014-12-19,120.160004,121.220001,119.980003,121.0,488700,118.03234
2014-12-22,120.860001,122.389999,120.769997,122.059998,173000,119.06634
2014-12-23,122.57,123.650002,122.050003,123.080002,159200,120.061327
2014-12-24,123.099998,123.629997,122.720001,122.870003,55700,119.856478
2014-12-26,123.300003,123.669998,122.410004,122.540001,76300,119.53457
2014-12-29,122.120003,122.879997,121.559998,122.639999,162000,119.632116
2014-12-30,122.239998,122.839996,121.669998,122.230003,166200,119.232176
2014-12-31,122.370003,122.989998,120.860001,120.959999,180400,117.99332
2015-01-02,121.699997,122.379997,120.400002,121.650002,405300,118.666399
2015-01-05,120.68,121.489998,117.0,117.639999,356200,114.754747
2015-01-06,117.650002,118.080002,116.339996,117.160004,341800,114.286523
2015-01-07,117.709999,118.239998,116.529999,117.410004,273300,114.530392
2015-01-08,118.660004,119.849998,118.290001,119.82,362600,116.88128
2015-01-09,118.800003,120.339996,118.589996,119.839996,309700,116.900786
2015-01-12,120.080002,120.349998,116.260002,116.459999,230200,113.603687
2015-01-13,117.449997,119.720001,115.610001,116.809998,226600,113.945102
2015-01-14,115.190002,116.099998,114.690002,115.879997,165600,113.037911
2015-01-15,115.989998,116.480003,114.18,115.269997,161700,112.442871
2015-01-16,115.349998,117.230003,114.709999,117.160004,198800,114.286523
2015-01-20,117.870003,118.129997,115.370003,117.099998,172200,114.22799
