Date,Open_DLPH,High_DLPH,Low_DLPH,Close_DLPH,Volume_DLPH,AdjClose_DLPH
2013-10-14,56.810001,57.779999,56.369999,57.380001,2292400,55.37316
2013-10-15,57.119999,57.580002,56.630001,56.900002,989100,54.909948
2013-10-16,57.630001,59.060001,57.459999,59.060001,2105300,56.994403
2013-10-17,58.939999,60.049999,58.84,60.040001,1905000,57.940127
2013-10-18,60.299999,60.299999,59.619999,60.0,3907100,57.901525
2013-10-21,60.23,60.299999,59.150002,59.490002,1048900,57.409364
2013-10-22,59.82,60.049999,58.880001,59.41,1402200,57.33216
2013-10-23,59.310001,59.369999,57.529999,57.900002,2026900,55.874974
2013-10-24,58.099998,58.459999,57.669998,58.240002,1082300,56.203082
2013-10-25,58.82,58.939999,57.669998,58.029999,1987100,56.000424
2013-10-28,57.91,58.080002,56.919998,57.02,1725900,55.02575
2013-10-29,56.990002,57.0,56.349998,56.59,3470700,54.610789
2013-10-30,56.84,57.43,56.099998,56.57,2873800,54.591488
2013-10-31,56.41,57.57,56.349998,57.200001,1162800,55.199455
2013-11-01,57.200001,57.580002,56.610001,57.509998,1426700,55.498611
2013-11-04,57.57,58.040001,57.25,58.0,1873900,55.971475
2013-11-05,54.43,55.75,53.400002,55.009998,4038700,53.086047
2013-11-06,55.98,56.669998,55.0,55.860001,2578100,53.906321
2013-11-07,55.919998,56.07,53.830002,54.02,3031000,52.130674
2013-11-08,54.02,55.48,54.02,55.419998,1864400,53.481707
2013-11-11,55.119999,55.34,54.419998,54.799999,1457200,52.883393
2013-11-12,54.740002,55.23,54.57,55.169998,2116000,53.240451
2013-11-13,54.700001,55.869999,54.669998,55.869999,1454900,54.082618
2013-11-14,55.830002,57.080002,55.810001,56.950001,1487100,55.128069
2013-11-15,57.34,58.099998,57.060001,58.080002,2391600,56.221919
2013-11-18,58.130001,58.330002,57.400002,57.669998,1639900,55.825032
2013-11-19,57.790001,58.490002,56.009998,56.189999,3574200,54.392381
2013-11-20,56.66,57.299999,56.290001,56.900002,2874900,55.079669
2013-11-21,57.060001,58.200001,57.0,57.860001,1246000,56.008956
2013-11-22,57.959999,58.040001,57.419998,57.880001,1083800,56.028317
2013-11-25,58.25,58.419998,57.549999,57.66,1168600,55.815354
2013-11-26,57.900002,58.060001,57.369999,57.700001,1658700,55.854075
2013-11-27,58.060001,58.330002,57.810001,58.029999,695900,56.173516
2013-11-29,58.450001,58.959999,58.040001,58.549999,691300,56.676881
2013-12-02,58.389999,58.860001,57.610001,57.790001,950700,55.941196
2013-12-03,57.330002,57.68,56.75,57.220001,1677200,55.389432
2013-12-04,56.849998,57.75,56.689999,57.470001,1846600,55.631434
2013-12-05,57.259998,58.27,57.259998,57.48,1813900,55.641112
2013-12-06,58.369999,58.75,57.860001,58.439999,1794900,56.570399
2013-12-09,58.66,59.330002,58.119999,58.240002,1579700,56.3768
2013-12-10,57.98,59.18,57.630001,59.119999,2132300,57.228645
2013-12-11,58.73,59.029999,57.43,57.650002,1511300,55.805675
2013-12-12,57.5,58.139999,57.490002,57.869999,700200,56.018635
2013-12-13,58.189999,58.93,58.049999,58.599998,1475900,56.72528
2013-12-16,58.860001,59.709999,58.860001,59.630001,1266700,57.722331
2013-12-17,59.540001,60.27,59.34,59.810001,1897000,57.896573
2013-12-18,59.799999,60.209999,58.73,60.130001,2433100,58.206335
2013-12-19,60.099998,60.209999,58.880001,58.970001,1348900,57.083446
2013-12-20,59.110001,59.200001,58.299999,58.349998,2980400,56.483278
2013-12-23,58.939999,59.599998,58.720001,59.439999,1373400,57.538407
2013-12-24,59.669998,60.189999,59.610001,59.990002,623500,58.070815
2013-12-26,60.209999,60.419998,59.919998,60.049999,946300,58.128893
2013-12-27,60.209999,60.32,59.619999,59.830002,527800,57.915934
2013-12-30,59.700001,60.16,59.580002,59.84,667200,57.925612
2013-12-31,59.919998,60.209999,59.66,60.130001,702000,58.206335
2014-01-02,59.639999,60.0,58.950001,59.419998,747000,57.519047
2014-01-03,59.540001,59.880001,59.07,59.27,891800,57.373848
2014-01-06,59.810001,59.860001,58.849998,59.279999,1311500,57.383526
2014-01-07,59.740002,60.560001,59.419998,60.34,3080200,58.409616
2014-01-08,60.450001,61.09,60.209999,60.759998,2916000,58.816178
2014-01-09,60.82,61.18,60.040001,60.619999,1812500,58.680657
2014-01-10,60.98,61.59,60.91,61.470001,1848900,59.503466
2014-01-13,61.139999,61.799999,59.98,60.200001,1335100,58.274096
2014-01-14,60.880001,62.040001,59.939999,61.98,2336800,59.997149
2014-01-15,62.209999,62.98,61.48,62.41,3033800,60.413393
2014-01-16,62.220001,62.540001,61.77,62.220001,1130600,60.229473
2014-01-17,62.299999,62.830002,62.189999,62.700001,2714400,60.694116
2014-01-21,63.080002,63.34,62.650002,63.0,3250100,60.984518
2014-01-22,63.130001,63.419998,62.650002,63.25,2152400,61.22652
2014-01-23,62.75,62.93,61.860001,62.299999,1831900,60.306911
2014-01-24,62.07,62.310001,59.799999,59.919998,1765000,58.003051
2014-01-27,60.189999,60.349998,59.150002,59.59,1558800,57.68361
2014-01-28,59.939999,60.27,59.490002,60.040001,1909000,58.119214
2014-01-29,59.689999,60.169998,59.57,59.830002,2195700,57.915934
2014-01-30,60.360001,61.34,60.139999,60.98,2709800,59.029141
2014-01-31,59.91,61.18,59.779999,60.889999,1788400,58.94202
2014-02-03,61.07,61.130001,58.959999,59.130001,3055300,57.238327
2014-02-04,59.25,60.290001,58.220001,60.009998,2310300,58.090172
2014-02-05,59.560001,61.029999,59.540001,60.970001,3628100,59.019462
2014-02-06,61.189999,61.82,60.84,61.549999,2394900,59.580905
2014-02-07,61.779999,62.43,61.59,62.41,1339900,60.413393
2014-02-10,62.259998,62.68,62.02,62.580002,972400,60.577956
2014-02-11,62.709999,63.169998,62.48,62.970001,1917800,60.955479
2014-02-12,63.459999,64.300003,63.330002,64.089996,2231500,62.039643
2014-02-13,63.540001,64.389999,63.310001,64.169998,2074000,62.360341
2014-02-14,63.990002,64.32,63.75,64.120003,1482100,62.311756
2014-02-18,64.43,65.25,63.919998,64.980003,1958700,63.147503
2014-02-19,64.879997,65.620003,64.769997,65.150002,2454100,63.312707
2014-02-20,65.139999,65.93,65.010002,65.709999,2514800,63.856912
2014-02-21,66.019997,66.169998,65.709999,65.910004,2002800,64.051277
2014-02-24,65.980003,66.779999,65.889999,66.510002,1937700,64.634355
2014-02-25,66.360001,66.980003,66.150002,66.440002,4130300,64.566329
2014-02-26,66.660004,67.160004,66.349998,66.82,1438300,64.93561
2014-02-27,66.720001,66.75,66.040001,66.610001,2191000,64.731533
2014-02-28,66.68,67.080002,66.080002,66.57,2079800,64.69266
2014-03-03,65.849998,66.540001,65.360001,66.269997,2014000,64.401118
2014-03-04,67.199997,67.349998,66.790001,66.82,1795600,64.93561
2014-03-05,66.919998,67.309998,65.480003,65.809998,2670700,63.954091
2014-03-06,66.139999,67.07,66.129997,66.959999,2476900,65.071661
2014-03-07,67.110001,67.339996,66.470001,66.629997,1342400,64.750966
2014-03-10,66.559998,67.059998,66.550003,66.860001,2463900,64.974483
2014-03-11,67.0,67.919998,66.870003,67.769997,3295200,65.858816
2014-03-12,67.480003,67.82,66.68,67.169998,2709300,65.275738
2014-03-13,67.360001,67.410004,65.519997,65.760002,2172600,63.905505
2014-03-14,65.720001,66.019997,64.93,64.970001,1915500,63.137783
2014-03-17,65.57,66.559998,65.57,66.519997,2055800,64.644067
2014-03-18,66.790001,67.610001,66.730003,67.510002,1384200,65.606154
2014-03-19,67.720001,67.82,66.610001,67.150002,1459000,65.256305
2014-03-20,66.980003,67.68,66.769997,67.510002,1429500,65.606154
2014-03-21,68.139999,68.139999,66.410004,66.639999,2027000,64.760686
2014-03-24,66.989998,67.199997,65.599998,66.25,1349400,64.381685
2014-03-25,66.860001,66.919998,65.349998,65.43,2126800,63.58481
2014-03-26,65.75,66.510002,65.110001,65.379997,1495400,63.536217
2014-03-27,65.360001,65.82,64.889999,65.669998,1590700,63.81804
2014-03-28,65.800003,66.900002,65.660004,66.739998,1515700,64.857864
2014-03-31,67.330002,68.010002,67.199997,67.860001,1879000,65.946282
2014-04-01,68.129997,69.790001,67.949997,69.5,4313800,67.540032
2014-04-02,69.730003,70.489998,69.68,70.110001,3631700,68.13283
2014-04-03,69.620003,70.150002,69.5,69.730003,2476900,67.763549
2014-04-04,70.099998,70.139999,67.589996,67.809998,1663900,65.897689
2014-04-07,67.660004,67.669998,65.550003,65.919998,2268100,64.060989
2014-04-08,65.730003,66.260002,64.760002,66.110001,2745200,64.245634
2014-04-09,66.419998,68.349998,66.360001,68.290001,2096800,66.364156
2014-04-10,68.080002,68.519997,66.5,66.629997,2416900,64.750966
2014-04-11,66.379997,66.480003,64.860001,64.900002,2992100,63.069758
2014-04-14,65.669998,65.720001,64.760002,65.620003,1652700,63.769454
2014-04-15,65.940002,66.43,64.330002,65.660004,2610800,63.808327
2014-04-16,66.519997,66.769997,65.699997,65.900002,3506300,64.041557
2014-04-17,65.870003,67.690002,65.75,67.199997,1800800,65.304891
2014-04-21,68.18,68.18,66.790001,67.839996,891900,65.926842
2014-04-22,68.07,69.010002,67.730003,68.830002,1395000,66.888928
2014-04-23,68.800003,69.129997,68.370003,68.75,1582900,66.811182
2014-04-24,69.610001,70.489998,67.300003,68.339996,2023500,66.412741
2014-04-25,67.910004,68.0,66.029999,66.480003,1975000,64.605202
2014-04-28,66.669998,66.889999,64.760002,65.82,1974400,63.963811
2014-04-29,66.230003,66.519997,65.620003,66.230003,1416400,64.362252
2014-04-30,66.120003,66.900002,65.610001,66.839996,1269200,64.955043
2014-05-01,66.760002,67.839996,66.690002,67.099998,1277100,65.207712
2014-05-02,67.199997,68.370003,67.18,67.879997,1308600,65.965715
2014-05-05,67.550003,67.980003,66.900002,67.93,1076800,66.014307
2014-05-06,67.82,67.93,67.120003,67.269997,647300,65.372917
2014-05-07,67.440002,67.900002,66.730003,67.519997,1158200,65.615866
2014-05-08,67.559998,68.07,66.349998,66.650002,1367300,64.770406
2014-05-09,66.610001,66.870003,65.760002,66.839996,1061400,64.955043
2014-05-12,66.919998,67.449997,66.75,67.389999,1194500,65.489535
2014-05-13,67.629997,67.800003,67.25,67.459999,779500,65.557561
2014-05-14,67.440002,67.589996,66.870003,66.970001,887900,65.081381
2014-05-15,66.910004,66.949997,65.230003,65.959999,1182500,64.099862
2014-05-16,65.540001,66.209999,65.18,66.019997,1075000,64.158168
2014-05-19,66.410004,67.349998,66.349998,66.720001,2431300,64.838432
2014-05-20,66.510002,67.489998,66.290001,66.879997,1681600,64.993916
2014-05-21,67.07,67.889999,67.07,67.529999,1106800,65.625586
2014-05-22,67.629997,68.07,67.43,67.870003,1020000,65.956002
2014-05-23,68.080002,70.110001,67.980003,70.0,2053900,68.025931
2014-05-27,70.480003,70.779999,70.139999,70.400002,1609800,68.414652
2014-05-28,70.389999,70.440002,69.410004,69.43,1982800,67.472006
2014-05-29,69.599998,69.980003,69.0,69.209999,1418100,67.258209
2014-05-30,69.059998,69.589996,68.790001,69.059998,1783400,67.112438
2014-06-02,69.139999,69.339996,68.300003,68.839996,1186900,66.898641
2014-06-03,68.32,70.110001,68.32,69.690002,1273500,67.724676
2014-06-04,69.349998,70.339996,68.940002,70.019997,1703900,68.045364
2014-06-05,70.139999,70.93,69.690002,70.510002,1845900,68.521551
2014-06-06,71.050003,71.269997,70.550003,70.739998,1596100,68.74506
2014-06-09,70.57,70.980003,70.110001,70.239998,1170100,68.259161
2014-06-10,70.089996,70.57,69.75,69.949997,1710700,67.977338
2014-06-11,69.519997,69.709999,68.809998,69.239998,1434800,67.287362
2014-06-12,69.040001,69.290001,67.239998,67.349998,1569200,65.450662
2014-06-13,67.510002,68.370003,67.440002,67.989998,2011900,66.072613
2014-06-16,67.68,68.169998,67.290001,67.709999,1756900,65.80051
2014-06-17,67.790001,67.900002,67.290001,67.610001,1534300,65.703332
2014-06-18,67.57,68.0,66.889999,67.949997,1308500,66.03374
2014-06-19,68.410004,68.419998,67.220001,67.379997,1694300,65.479815
2014-06-20,67.540001,67.75,67.290001,67.379997,2575800,65.479815
2014-06-23,67.559998,67.559998,66.709999,66.839996,2625700,64.955043
2014-06-24,66.879997,67.959999,66.82,67.550003,3412800,65.645026
2014-06-25,67.309998,68.400002,67.220001,68.0,2591200,66.082333
2014-06-26,67.970001,68.410004,67.019997,68.160004,2945300,66.237824
2014-06-27,67.800003,68.889999,67.550003,68.5,17437700,66.568233
2014-06-30,68.379997,69.150002,68.019997,68.739998,4004200,66.801462
2014-07-01,69.07,69.959999,69.07,69.82,3304100,67.851007
2014-07-02,69.660004,70.080002,69.599998,69.870003,2732400,67.8996
2014-07-03,70.279999,70.639999,70.040001,70.220001,1194700,68.239728
2014-07-07,70.089996,70.089996,69.349998,69.599998,1793700,67.63721
2014-07-08,69.370003,69.510002,68.610001,69.389999,2345000,67.433133
2014-07-09,69.440002,70.0,69.139999,69.75,1730000,67.782981
2014-07-10,68.75,69.910004,68.739998,69.470001,2710500,67.510879
2014-07-11,69.339996,69.910004,69.339996,69.559998,1109500,67.598337
2014-07-14,70.0,70.18,69.620003,69.75,1566800,67.782981
2014-07-15,69.639999,70.110001,68.970001,69.550003,1320900,67.588625
2014-07-16,69.870003,69.870003,68.989998,69.07,1637200,67.122158
2014-07-17,68.639999,69.400002,67.980003,68.129997,1846700,66.208664
2014-07-18,68.309998,68.720001,67.970001,68.610001,1701100,66.675131
2014-07-21,68.510002,68.830002,68.18,68.32,1559200,66.393308
2014-07-22,68.739998,69.300003,68.650002,68.949997,1710100,67.005539
2014-07-23,69.099998,69.309998,68.580002,68.75,934800,66.811182
2014-07-24,68.849998,69.370003,68.459999,68.620003,969300,66.684851
2014-07-25,68.470001,68.910004,68.32,68.790001,1170300,66.850055
2014-07-28,68.93,69.089996,68.389999,68.959999,1451000,67.015259
2014-07-29,69.07,69.410004,67.900002,67.949997,1697500,66.03374
2014-07-30,68.099998,68.239998,67.230003,67.580002,2312500,65.674179
2014-07-31,66.110001,67.839996,65.410004,66.800003,2731300,64.916177
2014-08-01,66.839996,67.860001,66.550003,66.879997,2391700,64.993916
2014-08-04,67.129997,68.029999,67.010002,67.82,1147900,65.907409
2014-08-05,68.239998,69.480003,68.040001,68.440002,2134200,66.509927
2014-08-06,67.849998,68.440002,67.489998,68.010002,1369700,66.092053
2014-08-07,68.300003,68.449997,67.160004,67.309998,1526900,65.411789
2014-08-08,67.300003,68.529999,67.199997,68.470001,2330400,66.53908
2014-08-11,68.620003,68.730003,67.900002,68.019997,1009900,66.344003
2014-08-12,67.900002,68.360001,67.529999,67.809998,774200,66.139178
2014-08-13,68.279999,68.449997,67.75,68.190002,1077300,66.509819
2014-08-14,68.5,69.050003,68.269997,69.010002,944700,67.309615
2014-08-15,69.190002,69.260002,68.110001,68.650002,1388200,66.958484
2014-08-18,69.169998,69.470001,69.07,69.330002,1305700,67.62173
2014-08-19,69.480003,70.040001,69.470001,69.790001,1099200,68.070394
2014-08-20,69.459999,70.730003,69.459999,70.589996,1074900,68.850678
2014-08-21,70.739998,70.93,70.230003,70.650002,1212500,68.909205
2014-08-22,70.489998,70.919998,70.050003,70.629997,1259300,68.889693
2014-08-25,70.68,71.330002,70.68,70.739998,1044300,68.996984
2014-08-26,70.980003,71.150002,69.889999,70.010002,1814200,68.284975
2014-08-27,70.489998,70.550003,69.349998,69.5,1799500,67.787539
2014-08-28,69.459999,69.470001,69.010002,69.330002,1586600,67.62173
2014-08-29,69.410004,69.650002,68.93,69.580002,871700,67.86557
2014-09-02,69.699997,70.43,69.699997,70.309998,1025900,68.577579
2014-09-03,70.029999,70.739998,69.839996,70.010002,882200,68.284975
2014-09-04,70.0,70.540001,70.0,70.25,1082900,68.519059
2014-09-05,70.059998,70.589996,69.5,70.480003,1073100,68.743395
2014-09-08,70.580002,71.959999,70.489998,71.410004,1908200,69.650481
2014-09-09,71.099998,71.940002,70.949997,71.239998,2067600,69.484664
2014-09-10,71.139999,71.410004,70.349998,70.860001,1514900,69.11403
2014-09-11,70.5,70.940002,70.230003,70.470001,1506800,68.73364
2014-09-12,70.370003,70.470001,69.790001,70.169998,1647100,68.441029
2014-09-15,70.089996,70.300003,68.720001,69.080002,1950400,67.37789
2014-09-16,68.959999,68.959999,67.190002,67.239998,2764500,65.583223
2014-09-17,67.43,67.629997,66.400002,66.57,3500700,64.929733
2014-09-18,66.699997,67.029999,65.849998,65.889999,3884000,64.266488
2014-09-19,66.0,66.230003,65.309998,65.440002,5563600,63.827579
2014-09-22,65.75,65.75,64.709999,65.010002,2303900,63.408174
2014-09-23,64.839996,65.160004,64.099998,64.309998,2357700,62.725417
2014-09-24,64.550003,65.089996,64.010002,64.559998,4509900,62.969257
2014-09-25,64.489998,64.660004,63.939999,64.25,2085200,62.666898
2014-09-26,64.300003,64.489998,63.790001,64.129997,2403100,62.549852
2014-09-29,63.580002,64.139999,62.779999,62.799999,2377700,61.252624
2014-09-30,62.790001,62.889999,61.209999,61.34,5989600,59.828599
2014-10-01,61.299999,62.049999,60.900002,61.18,3349400,59.672542
2014-10-02,61.009998,62.650002,60.939999,62.52,2764200,60.979525
2014-10-03,63.009998,63.669998,62.950001,63.25,2085500,61.691537
2014-10-06,63.459999,63.889999,63.220001,63.470001,1873200,61.906118
2014-10-07,63.07,63.639999,62.709999,62.709999,2589700,61.164842
2014-10-08,62.689999,63.25,62.0,63.099998,3539100,61.545232
2014-10-09,63.84,63.84,61.57,61.759998,2258100,60.238249
2014-10-10,61.68,61.700001,60.27,60.349998,2960200,58.862991
2014-10-13,60.299999,60.549999,58.23,58.299999,2824600,56.863503
2014-10-14,59.77,61.84,59.48,61.470001,4257500,59.955397
2014-10-15,60.41,61.889999,59.259998,61.580002,4771300,60.062687
2014-10-16,60.52,62.529999,60.07,62.34,3087900,60.80396
2014-10-17,63.16,64.32,62.77,63.09,2546900,61.53548
2014-10-20,63.150002,63.779999,63.0,63.509998,1640000,61.945129
2014-10-21,63.959999,64.949997,63.740002,64.949997,2006900,63.349647
2014-10-22,64.830002,65.989998,64.389999,64.419998,2501200,62.832707
2014-10-23,65.25,66.0,64.610001,65.699997,2461800,64.081167
2014-10-24,65.779999,66.900002,65.139999,66.779999,2708800,65.134558
2014-10-27,66.900002,67.400002,65.970001,66.879997,1869400,65.232092
2014-10-28,67.199997,68.860001,66.900002,68.860001,2785000,67.163309
2014-10-29,69.199997,69.209999,67.160004,67.720001,1955900,66.051399
2014-10-30,67.360001,68.199997,67.209999,67.739998,2174500,66.070903
2014-10-31,68.68,69.360001,68.470001,68.980003,2236300,67.280355
2014-11-03,68.82,69.510002,68.739998,69.089996,1290900,67.387638
2014-11-04,68.769997,69.050003,67.82,68.440002,2285700,66.75366
2014-11-05,69.089996,70.230003,68.629997,69.940002,2427400,68.2167
2014-11-06,69.839996,70.449997,69.529999,70.43,1050100,68.694624
2014-11-07,70.07,70.410004,69.349998,69.589996,1246000,68.117107
2014-11-10,69.400002,70.010002,69.290001,69.870003,1012300,68.391187
2014-11-11,69.959999,71.050003,69.610001,70.239998,1283000,68.753351
2014-11-12,69.940002,70.769997,69.870003,70.449997,1469600,68.958905
2014-11-13,70.519997,70.800003,70.43,70.709999,773400,69.213404
2014-11-14,70.699997,70.959999,70.32,70.68,926300,69.18404
2014-11-17,70.599998,71.110001,70.400002,70.849998,854900,69.35044
2014-11-18,71.010002,71.870003,70.870003,71.739998,1721700,70.221603
2014-11-19,71.389999,71.790001,71.07,71.099998,1929900,69.595149
2014-11-20,70.709999,71.5,70.599998,71.139999,1840300,69.634303
2014-11-21,72.0,72.080002,71.470001,71.870003,1729200,70.348856
2014-11-24,72.230003,72.870003,72.220001,72.809998,1425200,71.268956
2014-11-25,73.139999,73.330002,71.830002,71.879997,2948300,70.358639
2014-11-26,72.040001,72.080002,71.529999,71.779999,1138700,70.260757
2014-11-28,72.25,73.470001,71.839996,72.949997,847400,71.405992
2014-12-01,72.82,73.099998,72.110001,72.900002,1580200,71.357055
2014-12-02,73.019997,73.300003,72.43,73.209999,1717300,71.660491
2014-12-03,73.459999,74.540001,73.410004,74.139999,1675500,72.570808
2014-12-04,74.300003,74.449997,73.190002,73.389999,1389200,71.836682
2014-12-05,73.510002,73.75,73.080002,73.389999,1285700,71.836682
2014-12-08,73.029999,73.580002,72.300003,72.739998,1411200,71.200437
2014-12-09,71.900002,72.870003,71.730003,72.839996,1447800,71.298319
2014-12-10,72.739998,72.769997,70.879997,70.900002,1495700,69.399385
2014-12-11,71.400002,72.029999,71.040001,71.160004,1260800,69.653884
2014-12-12,70.510002,70.989998,69.769997,69.769997,1573900,68.293297
2014-12-15,70.599998,71.470001,69.610001,70.099998,2038900,68.616314
2014-12-16,69.959999,70.849998,69.419998,69.480003,1939500,68.009442
2014-12-17,69.480003,71.519997,69.449997,71.0,1362300,69.497267
2014-12-18,71.93,72.559998,71.230003,72.529999,1564500,70.994883
2014-12-19,72.900002,73.940002,72.760002,73.510002,2342900,71.954144
2014-12-22,73.410004,73.910004,73.330002,73.709999,1003100,72.149908
2014-12-23,74.110001,74.879997,73.75,73.870003,862000,72.306526
2014-12-24,73.940002,74.019997,73.400002,73.449997,428900,71.895409
2014-12-26,73.370003,74.019997,73.18,73.620003,770000,72.061817
2014-12-29,73.709999,74.440002,73.449997,73.790001,1481200,72.228217
2014-12-30,73.82,73.940002,73.269997,73.32,845400,71.768163
2014-12-31,73.580002,73.830002,72.720001,72.720001,1025900,71.180864
2015-01-02,73.419998,73.900002,71.769997,72.589996,1259100,71.053611
2015-01-05,71.82,71.900002,69.360001,69.419998,2574900,67.950706
2015-01-06,69.510002,69.709999,68.379997,68.980003,2006400,67.520024
2015-01-07,69.349998,69.959999,68.980003,69.529999,1924500,68.058379
2015-01-08,70.199997,71.330002,70.050003,71.239998,2409300,69.732185
