Date,Open_GPN,High_GPN,Low_GPN,Close_GPN,Volume_GPN,AdjClose_GPN
2014-03-07,71.839996,72.830002,71.720001,72.580002,1627200,36.221577
2014-03-10,72.690002,72.800003,72.209999,72.449997,1296800,36.156697
2014-03-11,72.669998,73.360001,72.059998,72.489998,917000,36.17666
2014-03-12,72.339996,72.669998,71.919998,72.620003,933200,36.24154
2014-03-13,72.889999,73.839996,70.839996,70.940002,1146200,35.403123
2014-03-14,70.93,71.860001,70.709999,70.900002,1306000,35.383161
2014-03-17,71.25,71.82,71.050003,71.690002,809800,35.777416
2014-03-18,71.839996,73.040001,71.550003,73.0,878000,36.43118
2014-03-19,73.459999,73.459999,71.959999,72.480003,966400,36.171672
2014-03-20,72.440002,73.050003,72.209999,72.919998,765600,36.391255
2014-03-21,73.110001,73.230003,71.970001,72.540001,2567200,36.201614
2014-03-24,72.690002,73.290001,71.400002,71.940002,841400,35.902181
2014-03-25,72.300003,72.669998,70.010002,70.07,1750400,34.968942
2014-03-26,70.260002,70.279999,68.480003,68.480003,1756800,34.175443
2014-03-27,68.93,70.379997,67.940002,69.870003,1931400,34.869132
2014-03-28,70.32,70.690002,69.599998,70.43,1144800,35.148603
2014-03-31,70.720001,71.489998,70.550003,71.110001,784600,35.487962
2014-04-01,71.540001,72.309998,71.400002,72.199997,1592200,36.031933
2014-04-02,72.669998,72.769997,71.639999,71.860001,1368800,35.862255
2014-04-03,71.699997,72.040001,70.980003,71.639999,1949400,35.752462
2014-04-04,70.0,70.25,67.949997,68.279999,6742400,34.075629
2014-04-07,67.849998,68.230003,64.839996,66.370003,3498200,33.122432
2014-04-08,66.120003,67.239998,65.260002,66.989998,2279400,33.431845
2014-04-09,67.0,67.5,66.459999,67.389999,1576600,33.631469
2014-04-10,67.290001,67.519997,66.0,66.400002,2057200,33.137403
2014-04-11,65.730003,66.769997,65.300003,65.82,1795400,32.847949
2014-04-14,66.139999,66.370003,65.379997,66.129997,1866200,33.002655
2014-04-15,66.309998,67.110001,65.199997,66.830002,1610600,33.351998
2014-04-16,67.389999,68.160004,67.309998,67.849998,1369800,33.861035
2014-04-17,67.75,68.269997,67.709999,67.889999,1131600,33.880997
2014-04-21,67.919998,68.010002,67.5,67.720001,1306200,33.796158
2014-04-22,67.809998,68.279999,67.449997,67.790001,1781000,33.831092
2014-04-23,67.790001,67.959999,66.690002,66.699997,1930800,33.287118
2014-04-24,67.019997,67.080002,65.720001,66.419998,2596600,33.147383
2014-04-25,66.150002,66.730003,65.709999,65.720001,1507000,32.798044
2014-04-28,66.059998,66.300003,64.860001,65.25,1620000,32.563486
2014-04-29,65.519997,65.739998,64.660004,65.620003,2445800,32.748139
2014-04-30,65.540001,66.889999,65.18,66.830002,1360200,33.351998
2014-05-01,67.0,67.660004,65.959999,66.040001,1733400,32.957742
2014-05-02,66.169998,67.190002,65.989998,66.650002,1521000,33.262167
2014-05-05,66.230003,67.0,65.739998,66.879997,1275000,33.376948
2014-05-06,66.669998,67.400002,66.459999,66.919998,1479000,33.396911
2014-05-07,66.949997,67.660004,66.330002,67.620003,1314000,33.746254
2014-05-08,67.610001,69.25,67.589996,68.099998,1839000,33.985799
2014-05-09,67.860001,68.93,67.639999,68.68,1939600,34.275253
2014-05-12,68.639999,69.720001,67.900002,68.32,2189800,34.095592
2014-05-13,67.900002,68.019997,67.010002,67.389999,3086000,33.631469
2014-05-14,67.459999,67.830002,66.900002,67.379997,1502000,33.636459
2014-05-15,67.349998,67.839996,66.589996,67.489998,1482000,33.691372
2014-05-16,67.559998,67.910004,67.089996,67.839996,1684600,33.866093
2014-05-19,67.870003,69.18,67.790001,68.75,1415200,34.320372
2014-05-20,68.720001,68.900002,67.330002,67.360001,1127400,33.626477
2014-05-21,67.739998,68.209999,67.550003,67.599998,1528000,33.746285
2014-05-22,67.620003,68.220001,67.209999,67.900002,1269800,33.896048
2014-05-23,68.059998,69.120003,68.059998,69.0,1169400,34.445173
2014-05-27,69.389999,69.68,68.989998,69.279999,896000,34.58495
2014-05-28,69.440002,70.239998,69.120003,69.849998,1204200,34.869497
2014-05-29,70.080002,70.290001,69.260002,69.339996,1064600,34.614901
2014-05-30,69.260002,69.449997,68.510002,68.559998,1269600,34.225522
2014-06-02,68.540001,69.440002,68.529999,69.139999,1044600,34.515062
2014-06-03,68.779999,69.540001,68.720001,69.410004,1318200,34.649849
2014-06-04,68.93,69.529999,68.589996,69.419998,689800,34.654839
2014-06-05,69.559998,69.739998,69.0,69.059998,1198600,34.475124
2014-06-06,69.400002,70.269997,69.120003,70.139999,1506000,35.014267
2014-06-09,70.110001,71.25,70.0,71.160004,1082800,35.523459
2014-06-10,70.940002,71.419998,70.839996,71.160004,1317800,35.523459
2014-06-11,70.870003,71.209999,70.57,70.940002,744800,35.413633
2014-06-12,70.839996,71.18,70.330002,70.790001,1038800,35.338751
2014-06-13,71.209999,71.779999,70.639999,71.529999,1266800,35.708162
2014-06-16,71.480003,71.629997,70.580002,70.760002,1142400,35.323776
2014-06-17,70.419998,70.790001,70.120003,70.510002,1645200,35.198975
2014-06-18,70.660004,70.849998,69.830002,70.190002,1496000,35.039229
2014-06-19,70.199997,71.019997,70.089996,70.889999,1270200,35.388671
2014-06-20,71.059998,71.559998,70.870003,71.440002,1864200,35.663236
2014-06-23,71.290001,71.989998,70.860001,71.919998,905800,35.902852
2014-06-24,71.75,72.739998,71.589996,71.900002,1069000,35.89287
2014-06-25,71.660004,72.559998,71.519997,72.209999,584600,36.047622
2014-06-26,72.150002,72.410004,71.599998,72.050003,470800,35.967751
2014-06-27,71.870003,72.629997,71.870003,72.519997,645200,36.202375
2014-06-30,72.489998,72.879997,72.190002,72.849998,839000,36.367113
2014-07-01,72.940002,74.410004,72.760002,73.5,1422400,36.691598
2014-07-02,73.379997,73.790001,72.769997,72.870003,654400,36.3771
2014-07-03,73.239998,74.019997,71.93,73.809998,686800,36.84635
2014-07-07,72.540001,73.480003,72.540001,73.43,744600,36.656653
2014-07-08,73.32,73.32,72.800003,73.099998,776800,36.491915
2014-07-09,73.400002,73.699997,72.980003,73.440002,616400,36.661647
2014-07-10,72.599998,73.400002,72.330002,72.879997,682600,36.382089
2014-07-11,72.970001,73.209999,72.43,73.099998,702600,36.491915
2014-07-14,73.559998,74.300003,73.379997,73.949997,557600,36.916239
2014-07-15,73.989998,74.459999,72.889999,73.599998,898200,36.741517
2014-07-16,73.940002,74.239998,72.580002,72.949997,859400,36.417033
2014-07-17,72.57,72.919998,71.220001,71.279999,1090400,35.583361
2014-07-18,71.639999,72.879997,71.519997,72.760002,1096000,36.322187
2014-07-21,72.589996,73.25,72.300003,73.019997,707200,36.451977
2014-07-22,73.279999,74.080002,73.080002,73.790001,875200,36.836368
2014-07-23,73.989998,74.110001,73.629997,73.809998,446000,36.84635
2014-07-24,74.209999,74.209999,72.550003,72.660004,1344000,36.272267
2014-07-25,72.260002,72.269997,71.480003,71.769997,1248600,35.827971
2014-07-28,71.82,71.919998,70.989998,71.440002,1485800,35.663236
2014-07-29,71.389999,72.099998,70.970001,71.730003,1865400,35.808006
2014-07-30,71.0,71.0,68.849998,70.650002,3754800,35.268863
2014-07-31,70.309998,70.599998,69.160004,69.269997,2187600,34.579957
2014-08-01,69.019997,69.459999,68.559998,69.269997,1757000,34.579957
2014-08-04,69.410004,69.519997,68.93,69.349998,1366400,34.619894
2014-08-05,69.019997,69.220001,68.080002,68.129997,1570000,34.010863
2014-08-06,67.529999,68.900002,67.529999,67.970001,1431800,33.930992
2014-08-07,68.239998,68.239998,67.339996,68.019997,1907200,33.95595
2014-08-08,68.089996,69.18,68.089996,68.959999,2594400,34.425205
2014-08-11,69.25,70.040001,69.199997,69.480003,973400,34.684794
2014-08-12,69.230003,69.949997,68.910004,69.129997,786800,34.510069
2014-08-13,69.339996,70.809998,69.339996,70.75,2211200,35.329005
2014-08-14,70.709999,71.220001,70.589996,71.029999,1111400,35.468822
2014-08-15,71.269997,71.629997,70.57,70.970001,1264600,35.438862
2014-08-18,71.389999,71.900002,71.050003,71.550003,644400,35.728486
2014-08-19,71.849998,72.089996,71.730003,71.900002,681400,35.903258
2014-08-20,71.779999,72.080002,71.099998,71.949997,748400,35.928223
2014-08-21,72.089996,72.440002,71.75,72.029999,636200,35.968172
2014-08-22,71.889999,72.5,71.739998,72.129997,535600,36.018106
2014-08-25,72.580002,72.580002,72.129997,72.349998,497000,36.127964
2014-08-26,72.559998,72.739998,72.209999,72.470001,446600,36.187887
2014-08-27,72.449997,72.470001,71.860001,72.330002,740600,36.117979
2014-08-28,72.190002,72.389999,71.769997,72.190002,552800,36.04807
2014-08-29,72.279999,72.910004,71.940002,72.720001,717800,36.312725
2014-09-02,72.720001,73.779999,72.650002,72.849998,1445800,36.377639
2014-09-03,73.089996,73.389999,71.709999,72.139999,1054000,36.023101
2014-09-04,72.290001,72.690002,71.959999,71.959999,1137800,35.933218
2014-09-05,72.050003,72.519997,72.0,72.489998,391200,36.197873
2014-09-08,72.440002,72.620003,71.860001,72.190002,392000,36.04807
2014-09-09,72.040001,72.370003,70.900002,70.949997,1793200,35.428873
2014-09-10,70.809998,71.800003,70.57,71.660004,1048400,35.783415
2014-09-11,71.510002,71.730003,70.989998,71.330002,887000,35.618629
2014-09-12,71.360001,71.629997,70.519997,71.050003,997200,35.478811
2014-09-15,71.059998,71.230003,70.519997,70.889999,1058200,35.398914
2014-09-16,70.550003,71.879997,70.07,71.529999,1325600,35.718497
2014-09-17,71.480003,72.0,71.150002,71.400002,655400,35.653583
2014-09-18,71.660004,72.360001,71.470001,71.809998,799800,35.858315
2014-09-19,72.25,72.300003,70.889999,71.040001,1965000,35.473817
2014-09-22,70.849998,71.839996,70.470001,70.529999,787600,35.219147
2014-09-23,70.190002,70.709999,69.459999,69.459999,924400,34.684843
2014-09-24,69.550003,69.889999,69.389999,69.629997,1316200,34.769732
2014-09-25,69.580002,70.040001,68.730003,69.339996,1697400,34.62492
2014-09-26,69.620003,70.949997,69.360001,70.610001,1502400,35.259096
2014-09-29,69.879997,70.720001,69.809998,70.209999,1263200,35.059355
2014-09-30,70.389999,70.68,69.75,69.879997,1888600,34.894569
2014-10-01,69.900002,70.050003,68.599998,68.790001,2336200,34.35028
2014-10-02,72.099998,73.599998,70.489998,72.25,3865400,36.07803
2014-10-03,72.910004,76.690002,72.459999,76.32,4146600,38.110384
2014-10-06,76.760002,78.080002,76.620003,77.199997,3607400,38.54981
2014-10-07,76.769997,76.839996,75.620003,75.620003,1685600,37.76084
2014-10-08,75.639999,75.980003,74.650002,75.730003,1976000,37.815769
2014-10-09,75.730003,76.040001,73.940002,73.970001,1707200,36.936912
2014-10-10,74.059998,74.809998,72.839996,72.879997,2062600,36.392619
2014-10-13,72.980003,73.440002,71.650002,71.68,2170400,35.7934
2014-10-14,71.980003,72.940002,71.760002,72.0,2189400,35.953192
2014-10-15,71.019997,72.669998,70.389999,71.830002,2539600,35.868304
2014-10-16,70.690002,72.080002,70.529999,71.830002,1852400,35.868304
2014-10-17,72.480003,73.279999,71.739998,72.349998,1838600,36.127964
2014-10-20,72.150002,72.940002,72.150002,72.910004,1105200,36.407602
2014-10-21,73.580002,75.580002,73.230003,75.550003,1665600,37.725886
2014-10-22,76.900002,78.18,76.300003,76.919998,2518600,38.409993
2014-10-23,77.690002,77.980003,77.110001,77.360001,1023000,38.629708
2014-10-24,77.510002,78.629997,77.470001,78.580002,848400,39.238915
2014-10-27,78.32,78.82,77.599998,78.589996,1279600,39.243906
2014-10-28,78.900002,80.120003,78.699997,80.110001,692400,40.00292
2014-10-29,80.220001,80.669998,79.230003,79.610001,1248000,39.753245
2014-10-30,79.489998,80.190002,78.900002,79.790001,1150000,39.843128
2014-10-31,80.889999,80.919998,80.209999,80.5,1484400,40.197666
2014-11-03,80.470001,81.0,80.330002,80.389999,1049000,40.142738
2014-11-04,80.330002,82.849998,80.0,82.790001,1834600,41.341178
2014-11-05,83.25,83.620003,82.309998,82.32,1701800,41.106483
2014-11-06,82.529999,83.730003,82.25,83.290001,1292400,41.590853
2014-11-07,83.089996,83.239998,82.300003,82.760002,1099800,41.326198
2014-11-10,82.970001,84.18,82.57,84.120003,1376600,42.005314
2014-11-11,83.919998,84.300003,83.529999,84.160004,664800,42.025289
2014-11-12,83.919998,84.300003,83.510002,84.269997,681800,42.090214
2014-11-13,84.239998,84.339996,83.68,84.080002,1296200,41.995318
2014-11-14,83.889999,84.050003,82.830002,83.25,964800,41.580758
2014-11-17,82.93,83.589996,82.629997,83.540001,669600,41.725604
2014-11-18,83.410004,83.900002,83.300003,83.459999,739200,41.685646
2014-11-19,83.25,83.330002,82.32,83.120003,700400,41.515828
2014-11-20,82.830002,83.830002,82.669998,83.550003,662800,41.7306
2014-11-21,84.209999,84.540001,83.519997,83.720001,601600,41.815509
2014-11-24,84.190002,85.449997,83.650002,85.379997,1095600,42.644625
2014-11-25,85.620003,85.769997,84.75,85.07,872400,42.489791
2014-11-26,85.190002,85.68,84.919998,85.68,441600,42.794467
2014-11-28,85.800003,86.709999,85.800003,86.360001,532000,43.134106
2014-12-01,85.870003,85.889999,83.190002,83.32,1678600,41.615721
2014-12-02,83.809998,85.080002,83.120003,85.050003,806000,42.479803
2014-12-03,85.059998,85.839996,84.589996,85.730003,655600,42.819442
2014-12-04,85.529999,85.830002,84.419998,84.849998,808200,42.379907
2014-12-05,85.120003,85.43,84.309998,84.559998,593000,42.235061
2014-12-08,84.190002,85.019997,82.389999,82.860001,1318200,41.385966
2014-12-09,81.949997,83.68,81.57,83.510002,699200,41.710621
2014-12-10,83.459999,83.57,81.589996,81.709999,1237800,40.811576
2014-12-11,81.919998,82.690002,81.580002,81.690002,798200,40.801588
2014-12-12,81.110001,81.419998,79.150002,79.230003,1536000,39.572896
2014-12-15,79.57,79.949997,78.07,78.739998,1576200,39.328154
2014-12-16,78.269997,78.620003,77.150002,77.269997,1167600,38.593934
2014-12-17,77.489998,79.5,77.199997,79.209999,1587200,39.562905
2014-12-18,80.18,81.239998,79.760002,81.150002,1114400,40.531875
2014-12-19,81.019997,81.519997,80.199997,81.300003,2050400,40.606796
2014-12-22,81.300003,82.120003,81.300003,81.699997,921600,40.80658
2014-12-23,81.879997,82.43,81.199997,81.669998,645400,40.791597
2014-12-24,81.650002,82.580002,81.57,81.93,254200,40.92146
2014-12-26,82.379997,82.470001,81.449997,81.5,455800,40.706688
2014-12-29,81.529999,82.18,81.290001,81.709999,579200,40.811576
2014-12-30,81.489998,81.489998,80.699997,80.970001,678400,40.44197
2014-12-31,81.349998,82.059998,80.629997,80.730003,627200,40.322099
2015-01-02,81.260002,81.550003,80.029999,80.650002,497000,40.282141
2015-01-05,80.339996,80.540001,78.940002,79.279999,1174400,39.597867
2015-01-06,79.480003,79.849998,77.730003,78.370003,1719800,39.143353
2015-01-07,78.809998,79.400002,78.120003,79.290001,1795400,39.602863
2015-01-08,85.739998,86.290001,83.809998,84.779999,3869200,42.344944
2015-01-09,85.199997,86.050003,84.360001,85.480003,2463800,42.694575
