Date,Open_HOT,High_HOT,Low_HOT,Close_HOT,Volume_HOT,AdjClose_HOT
2013-09-13,68.290001,68.449997,67.93,68.080002,1011100,61.452803
2013-09-16,69.059998,69.199997,68.459999,68.57,1129800,61.895102
2013-09-17,68.440002,68.919998,68.400002,68.550003,1126700,61.877052
2013-09-18,68.599998,69.989998,68.209999,69.5,2075700,62.734573
2013-09-19,69.5,69.779999,68.769997,68.809998,1526000,62.111738
2013-09-20,68.809998,68.809998,67.489998,67.639999,2542800,61.055632
2013-09-23,67.459999,67.720001,66.699997,67.18,1694900,60.640412
2013-09-24,67.339996,67.660004,66.730003,66.779999,1905100,60.279348
2013-09-25,66.949997,67.129997,66.199997,66.360001,1893000,59.900234
2013-09-26,66.580002,67.18,66.330002,66.489998,2377200,60.017577
2013-09-27,66.669998,67.260002,66.089996,66.989998,2274600,60.468905
2013-09-30,66.160004,66.75,66.029999,66.449997,1688800,59.98147
2013-10-01,66.5,66.970001,66.199997,66.779999,2295900,60.279348
2013-10-02,66.360001,67.209999,66.0,66.949997,1917100,60.432798
2013-10-03,66.849998,67.019997,65.709999,66.239998,1424700,59.791913
2013-10-04,66.330002,67.129997,66.010002,66.980003,1091700,60.459883
2013-10-07,66.120003,66.470001,65.93,65.980003,891400,59.557227
2013-10-08,65.980003,66.300003,65.050003,65.089996,1253300,58.753858
2013-10-09,65.290001,65.540001,64.400002,65.040001,1968200,58.708729
2013-10-10,65.910004,66.43,65.870003,66.199997,1455800,59.755806
2013-10-11,66.190002,67.610001,66.080002,67.489998,2054500,60.920233
2013-10-14,67.07,67.639999,66.779999,67.5,1188200,60.929261
2013-10-15,67.089996,67.580002,66.650002,67.18,1665600,60.640412
2013-10-16,67.739998,68.699997,67.43,68.199997,1586100,61.561117
2013-10-17,68.050003,69.169998,67.849998,69.129997,1147700,62.400587
2013-10-18,69.669998,70.849998,69.610001,70.610001,2182200,63.736521
2013-10-21,70.599998,70.760002,69.800003,70.459999,1251100,63.601121
2013-10-22,70.419998,70.830002,69.940002,70.650002,2058500,63.772628
2013-10-23,70.290001,70.510002,69.910004,70.449997,2216500,63.592093
2013-10-24,71.790001,73.739998,70.599998,73.610001,4132100,66.444488
2013-10-25,73.949997,74.989998,73.510002,74.559998,2907600,67.302008
2013-10-28,74.68,74.769997,73.769997,74.239998,1973400,67.013159
2013-10-29,74.010002,74.480003,73.440002,74.379997,1677300,67.13953
2013-10-30,74.510002,74.699997,73.559998,74.040001,1078300,66.83263
2013-10-31,74.07,74.93,73.620003,73.620003,1964000,66.453517
2013-11-01,74.07,75.0,73.989998,74.629997,2440200,67.365194
2013-11-04,74.900002,75.07,74.620003,74.849998,1982200,67.563779
2013-11-05,74.690002,74.980003,74.120003,74.68,1439700,67.410329
2013-11-06,74.970001,75.449997,74.529999,74.760002,1380800,67.482544
2013-11-07,74.82,74.830002,72.970001,73.07,1481800,65.957053
2013-11-08,73.0,74.489998,72.769997,74.440002,1840200,67.193694
2013-11-11,74.410004,74.900002,74.019997,74.190002,912300,66.96803
2013-11-12,74.209999,74.809998,73.739998,74.110001,1625400,66.895816
2013-11-13,73.470001,74.610001,73.349998,74.57,1484900,67.311037
2013-11-14,74.870003,74.900002,74.129997,74.720001,833300,67.446437
2013-11-15,74.809998,75.0,74.400002,74.919998,1439700,67.626965
2013-11-18,74.949997,75.459999,74.360001,74.650002,1532200,67.383251
2013-11-19,74.470001,74.860001,73.879997,74.230003,970000,67.004137
2013-11-20,74.339996,75.040001,73.440002,73.620003,1151400,66.453517
2013-11-21,74.040001,74.739998,73.75,74.239998,1211000,67.013159
2013-11-22,74.300003,74.669998,73.489998,74.0,1666300,66.796523
2013-11-25,74.419998,74.550003,73.910004,74.330002,1111600,67.094401
2013-11-26,74.260002,74.830002,74.059998,74.269997,1094300,67.040237
2013-11-27,74.620003,74.669998,73.940002,74.410004,825000,67.166615
2013-11-29,74.410004,74.989998,74.339996,74.480003,527500,67.229801
2013-12-02,74.440002,75.279999,73.959999,74.419998,1192100,67.175637
2013-12-03,74.080002,75.059998,73.629997,74.150002,1468600,66.931923
2013-12-04,73.559998,73.760002,71.970001,73.370003,1803800,66.227853
2013-12-05,73.230003,73.68,72.769997,72.870003,1067600,65.776525
2013-12-06,73.82,74.129997,73.43,73.980003,892700,66.778473
2013-12-09,74.010002,74.610001,73.849998,74.309998,1021700,67.076344
2013-12-10,74.260002,74.440002,73.349998,73.900002,1339600,66.706259
2013-12-11,72.449997,73.349998,72.080002,72.220001,1846400,66.402838
2013-12-12,73.32,74.0,72.760002,73.260002,3035100,67.359069
2013-12-13,73.610001,74.809998,73.559998,74.199997,2630000,68.22335
2013-12-16,76.050003,76.470001,75.519997,75.910004,2482600,69.795619
2013-12-17,75.779999,76.239998,75.110001,75.769997,1757100,69.666889
2013-12-18,76.029999,78.209999,75.620003,78.110001,3398800,71.818411
2013-12-19,77.690002,78.470001,77.419998,77.760002,1940400,71.496604
2013-12-20,78.129997,79.239998,78.129997,78.900002,2277700,72.544779
2013-12-23,79.129997,79.370003,78.620003,78.699997,1230000,72.360885
2013-12-24,78.830002,79.459999,78.720001,79.160004,515000,72.783839
2013-12-26,79.290001,79.660004,79.129997,79.309998,544900,72.921751
2013-12-27,79.669998,79.690002,78.949997,79.029999,665000,72.664305
2013-12-30,78.720001,79.360001,78.720001,79.190002,911000,72.811421
2013-12-31,79.470001,79.769997,79.199997,79.449997,786800,73.050474
2014-01-02,79.459999,79.580002,78.629997,79.0,869700,72.636723
2014-01-03,78.989998,79.290001,78.519997,78.580002,725000,72.250555
2014-01-06,78.769997,78.82,77.760002,77.919998,1029100,71.643713
2014-01-07,78.540001,78.959999,77.690002,77.779999,1157400,71.51499
2014-01-08,77.900002,78.610001,77.660004,78.599998,1153600,72.268941
2014-01-09,78.690002,78.839996,77.550003,78.580002,1251700,72.250555
2014-01-10,78.379997,78.790001,78.040001,78.75,1509600,72.40686
2014-01-13,76.980003,78.860001,76.980003,77.239998,1339200,71.018485
2014-01-14,77.650002,78.559998,77.110001,78.169998,1390200,71.873576
2014-01-15,78.18,78.75,78.010002,78.57,940200,72.241358
2014-01-16,78.510002,78.879997,78.330002,78.709999,610400,72.370081
2014-01-17,78.919998,79.309998,78.459999,78.870003,926700,72.517197
2014-01-21,79.720001,79.949997,78.190002,78.910004,1435100,72.553976
2014-01-22,79.849998,81.389999,79.480003,80.629997,2800600,74.135428
2014-01-23,80.160004,80.160004,78.470001,79.470001,1935900,73.068867
2014-01-24,78.559998,78.599998,76.400002,76.610001,2197500,70.439233
2014-01-27,76.879997,77.040001,75.040001,76.260002,1764200,70.117426
2014-01-28,76.440002,77.459999,76.25,77.199997,1301600,70.981706
2014-01-29,76.139999,76.980003,75.099998,75.440002,1390900,69.363475
2014-01-30,76.040001,76.410004,75.300003,75.5,1413100,69.41864
2014-01-31,74.239998,75.599998,74.120003,74.709999,1482500,68.692272
2014-02-03,74.75,74.809998,72.0,72.160004,1940800,66.347673
2014-02-04,72.610001,73.599998,72.18,73.449997,1372400,67.533761
2014-02-05,72.910004,73.620003,72.220001,73.400002,1630000,67.487792
2014-02-06,73.68,75.25,73.68,75.010002,1189200,68.968111
2014-02-07,75.410004,76.550003,75.059998,76.470001,1561000,70.31051
2014-02-10,76.389999,76.470001,75.519997,75.629997,1283000,69.538167
2014-02-11,75.940002,77.139999,75.599998,76.760002,1177500,70.577152
2014-02-12,76.82,77.370003,76.519997,77.089996,1461500,70.880566
2014-02-13,74.769997,76.279999,73.089996,75.360001,5125700,69.289918
2014-02-14,75.910004,78.690002,75.75,78.620003,2650600,72.287334
2014-02-18,78.900002,79.07,77.209999,77.82,1534700,71.551769
2014-02-19,77.669998,78.900002,77.400002,77.919998,1483300,71.643713
2014-02-20,78.18,78.849998,77.760002,78.639999,1455100,72.30572
2014-02-21,79.029999,80.309998,78.75,80.099998,2433300,73.648119
2014-02-24,80.239998,81.790001,80.099998,81.389999,2454900,74.834213
2014-02-25,81.620003,82.139999,81.470001,81.790001,2470400,75.201995
2014-02-26,81.650002,81.800003,80.720001,80.900002,1994600,74.383684
2014-02-27,81.199997,81.900002,80.660004,81.889999,1244000,75.293939
2014-02-28,81.690002,82.809998,81.300003,82.459999,1703800,75.818027
2014-03-03,81.589996,81.589996,79.940002,80.720001,1906800,74.218182
2014-03-04,80.150002,81.18,80.120003,80.739998,2418200,74.236568
2014-03-05,80.620003,80.839996,80.230003,80.720001,1335500,74.218182
2014-03-06,80.769997,81.699997,80.589996,81.080002,1054400,74.549185
2014-03-07,80.790001,80.879997,80.050003,80.660004,1274600,75.089131
2014-03-10,80.300003,80.790001,78.82,79.5,1770700,74.009244
2014-03-11,79.75,80.139999,79.099998,79.389999,1726300,73.906841
2014-03-12,78.910004,80.129997,78.589996,80.099998,1487500,74.567803
2014-03-13,80.209999,80.389999,78.110001,78.339996,1729100,72.929358
2014-03-14,77.940002,78.800003,77.900002,78.080002,1683200,72.68732
2014-03-17,78.389999,79.239998,78.18,78.360001,1580800,72.94798
2014-03-18,78.300003,79.260002,78.300003,78.660004,1187800,73.227263
2014-03-19,78.849998,78.93,77.449997,78.089996,837300,72.696624
2014-03-20,77.860001,78.339996,77.339996,78.040001,909100,72.650082
2014-03-21,78.779999,78.879997,78.040001,78.230003,1675600,72.826962
2014-03-24,78.230003,78.470001,76.809998,77.43,1080600,72.082212
2014-03-25,77.949997,78.410004,77.360001,77.519997,1235400,72.165992
2014-03-26,77.650002,78.360001,76.900002,77.029999,2422200,71.709837
2014-03-27,77.07,77.639999,76.169998,77.239998,1296500,71.905332
2014-03-28,77.43,79.019997,77.290001,78.449997,1930200,73.031761
2014-03-31,79.25,79.839996,78.669998,79.599998,1657000,74.102336
2014-04-01,80.120003,80.379997,79.720001,80.360001,1404700,74.809848
2014-04-02,80.349998,81.529999,80.18,81.400002,1281100,75.77802
2014-04-03,81.599998,81.739998,80.349998,80.650002,1016500,75.07982
2014-04-04,81.32,81.360001,78.440002,78.5,1720200,73.078311
2014-04-07,78.029999,79.120003,76.690002,77.370003,2042600,72.026358
2014-04-08,77.370003,77.599998,76.0,77.389999,1877200,72.044973
2014-04-09,77.849998,78.910004,77.599998,78.690002,1226200,73.25519
2014-04-10,78.599998,78.699997,75.599998,75.720001,1813300,70.490315
2014-04-11,75.25,76.18,75.019997,75.150002,1354300,69.959683
2014-04-14,75.989998,76.32,74.709999,75.360001,921800,70.155179
2014-04-15,75.440002,76.0,74.419998,75.809998,1365700,70.574096
2014-04-16,76.529999,76.839996,76.029999,76.519997,921000,71.235058
2014-04-17,76.5,77.68,76.370003,77.580002,1440000,72.221853
2014-04-21,77.660004,77.800003,76.029999,76.32,1378800,71.048874
2014-04-22,76.400002,77.75,76.089996,77.199997,1852700,71.868094
2014-04-23,77.169998,77.540001,76.599998,76.910004,1992600,71.598129
2014-04-24,77.650002,78.25,75.489998,76.18,2973100,70.918544
2014-04-25,75.769997,75.769997,74.629997,75.0,1957700,69.820042
2014-04-28,76.370003,76.370003,72.970001,74.18,2911700,69.056676
2014-04-29,74.5,75.580002,74.349998,75.379997,2755400,70.173794
2014-04-30,75.419998,76.860001,75.120003,76.650002,1936500,71.356084
2014-05-01,76.489998,77.080002,75.089996,76.050003,2595600,70.797525
2014-05-02,77.260002,79.849998,77.059998,78.989998,4741600,73.534466
2014-05-05,78.339996,79.510002,77.559998,78.989998,2479200,73.534466
2014-05-06,78.830002,79.300003,78.419998,78.699997,2496000,73.264495
2014-05-07,78.949997,79.139999,77.93,78.519997,2334100,73.096926
2014-05-08,78.220001,79.32,77.970001,78.5,2018300,73.078311
2014-05-09,78.639999,79.019997,77.989998,78.989998,1838500,73.534466
2014-05-12,79.239998,80.400002,79.010002,79.949997,2716900,74.428162
2014-05-13,80.050003,80.639999,79.389999,79.639999,1903200,74.139575
2014-05-14,78.209999,79.489998,78.209999,78.959999,1681500,73.506539
2014-05-15,78.580002,78.639999,76.720001,77.849998,1670800,72.473202
2014-05-16,77.699997,77.839996,76.940002,76.989998,2530300,71.672598
2014-05-19,76.800003,77.480003,76.5,77.360001,2015100,72.017047
2014-05-20,77.400002,77.400002,76.400002,76.639999,1636000,71.346773
2014-05-21,77.07,77.699997,77.0,77.480003,1405800,72.128761
2014-05-22,77.5,78.629997,77.389999,78.43,1583800,73.013145
2014-05-23,78.5,78.980003,78.040001,78.730003,953300,73.292428
2014-05-27,79.019997,79.699997,78.75,79.059998,1378800,73.599631
2014-05-28,79.18,79.300003,78.599998,78.959999,1316500,73.506539
2014-05-29,79.050003,79.440002,78.870003,79.330002,1611000,73.850987
2014-05-30,79.18,79.93,79.019997,79.849998,2155200,74.33507
2014-06-02,79.900002,80.900002,79.43,80.480003,1538300,74.921563
2014-06-03,80.25,80.400002,79.760002,80.349998,1745500,74.800537
2014-06-04,79.610001,80.32,79.050003,79.959999,2453600,75.375562
2014-06-05,80.239998,80.379997,79.589996,80.080002,1425600,75.488685
2014-06-06,80.220001,80.769997,80.0,80.489998,1285800,75.875174
2014-06-09,80.489998,80.989998,79.830002,80.589996,1426900,75.969439
2014-06-10,81.82,81.82,80.290001,81.040001,2524800,76.393643
2014-06-11,80.540001,80.540001,79.480003,79.529999,1512700,74.970216
2014-06-12,79.269997,79.699997,78.099998,78.410004,1533800,73.914435
2014-06-13,78.809998,79.220001,78.459999,79.059998,1718400,74.527162
2014-06-16,78.220001,79.650002,78.220001,79.160004,1080000,74.621434
2014-06-17,78.900002,80.43,78.82,80.07,1555900,75.479256
2014-06-18,80.230003,80.93,79.980003,80.610001,1720400,75.988297
2014-06-19,81.040001,81.360001,80.599998,81.190002,1541300,76.535045
2014-06-20,80.080002,81.480003,80.080002,81.0,1343500,76.355936
2014-06-23,80.940002,81.110001,80.5,80.580002,751400,75.960018
2014-06-24,80.519997,81.0,80.080002,80.150002,1308500,75.554671
2014-06-25,80.160004,80.949997,79.910004,80.800003,3196200,76.167406
2014-06-26,80.900002,81.190002,80.160004,80.900002,836300,76.261671
2014-06-27,80.900002,81.330002,80.449997,81.080002,1347400,76.431351
2014-06-30,81.010002,81.160004,80.440002,80.82,1224600,76.186256
2014-07-01,81.190002,81.870003,80.980003,81.5,1326200,76.827269
2014-07-02,81.279999,81.989998,81.120003,81.82,1103400,77.128922
2014-07-03,82.0,83.440002,81.879997,83.120003,1429300,78.35439
2014-07-07,82.639999,83.139999,82.330002,82.68,1239900,77.939615
2014-07-08,82.330002,82.879997,81.870003,82.589996,1758200,77.854771
2014-07-09,82.870003,84.239998,82.650002,84.160004,2613100,79.334763
2014-07-10,83.510002,84.870003,83.290001,84.339996,2740400,79.504436
2014-07-11,84.160004,84.290001,83.410004,83.68,1195800,78.882281
2014-07-14,84.099998,84.400002,83.279999,83.379997,1522300,78.599478
2014-07-15,83.5,83.690002,82.43,82.830002,1570800,78.081016
2014-07-16,83.330002,83.419998,82.790001,82.959999,1372200,78.20356
2014-07-17,82.440002,83.120003,81.379997,81.519997,2130000,76.846119
2014-07-18,81.870003,82.839996,81.720001,82.790001,1467100,78.043309
2014-07-21,82.720001,83.099998,82.190002,82.669998,1075100,77.930186
2014-07-22,83.239998,84.139999,83.220001,83.730003,1531800,78.929417
2014-07-23,83.639999,84.360001,83.540001,83.739998,1860600,78.938838
2014-07-24,82.199997,82.760002,78.730003,79.110001,9488100,74.574298
2014-07-25,78.949997,80.230003,78.900002,79.160004,4029400,74.621434
2014-07-28,79.199997,79.639999,78.779999,79.519997,2156000,74.960787
2014-07-29,79.550003,79.849998,78.690002,78.760002,2569700,74.244366
2014-07-30,79.120003,79.25,78.150002,78.68,2573200,74.168951
2014-07-31,77.860001,78.099998,76.839996,76.839996,2110900,72.434442
2014-08-01,79.720001,80.0,78.739998,79.290001,5062200,74.743978
2014-08-04,79.389999,80.440002,79.220001,80.139999,1700300,75.545243
2014-08-05,79.480003,79.760002,78.25,78.68,2480700,74.168951
2014-08-06,78.199997,79.209999,77.739998,78.82,1896600,74.300924
2014-08-07,79.029999,79.690002,78.059998,78.190002,1748100,73.707047
2014-08-08,78.279999,79.709999,78.279999,79.660004,1789700,75.092767
2014-08-11,79.779999,80.879997,79.779999,80.620003,1537200,75.997725
2014-08-12,80.529999,81.080002,80.150002,80.389999,1756500,75.780909
2014-08-13,80.860001,81.779999,80.709999,81.699997,1824300,77.015799
2014-08-14,81.860001,82.220001,81.720001,82.110001,1285900,77.402296
2014-08-15,82.870003,83.269997,82.099998,82.849998,2283000,78.099866
2014-08-18,83.449997,84.040001,83.389999,83.75,1920800,78.948267
2014-08-19,83.809998,84.589996,83.540001,83.970001,1960500,79.155655
2014-08-20,83.480003,84.400002,83.209999,84.040001,1941100,79.221641
2014-08-21,84.209999,84.400002,83.790001,84.050003,1128800,79.23107
2014-08-22,83.830002,84.459999,83.809998,84.0,1586100,79.183933
2014-08-25,84.089996,84.419998,83.849998,84.089996,2156900,79.26877
2014-08-26,84.260002,84.5,84.029999,84.389999,1542100,79.551573
2014-08-27,84.220001,84.510002,83.779999,83.879997,1208400,79.070811
2014-08-28,83.419998,84.190002,83.169998,83.980003,836900,79.165083
2014-08-29,84.010002,84.75,83.82,84.540001,1327300,79.692974
2014-09-02,84.480003,84.779999,83.589996,84.199997,1655800,79.372464
2014-09-03,83.650002,83.940002,83.339996,83.900002,1742500,80.040266
2014-09-04,84.290001,84.610001,83.540001,83.639999,2061200,79.792225
2014-09-05,83.449997,84.620003,83.010002,84.519997,2314400,80.631739
2014-09-08,84.580002,86.110001,84.25,84.650002,1468800,80.755763
2014-09-09,84.349998,85.160004,83.660004,83.790001,1163400,79.935326
2014-09-10,83.669998,84.379997,83.599998,84.220001,1074600,80.345545
2014-09-11,83.959999,84.459999,83.699997,83.959999,1273500,80.097504
2014-09-12,84.040001,84.040001,82.760002,83.059998,1326900,79.238906
2014-09-15,82.82,83.129997,82.489998,82.580002,1094000,78.780992
2014-09-16,82.25,83.260002,82.0,83.019997,1814400,79.200745
2014-09-17,83.309998,84.089996,82.970001,83.550003,1374100,79.706369
2014-09-18,83.650002,84.169998,83.489998,83.709999,1338500,79.859005
2014-09-19,84.169998,84.589996,83.860001,84.279999,1853700,80.402782
2014-09-22,84.07,84.360001,83.089996,83.309998,1664400,79.477405
2014-09-23,82.82,83.489998,82.029999,82.110001,2000600,78.332612
2014-09-24,82.339996,83.720001,82.129997,83.629997,1690000,79.782683
2014-09-25,83.389999,83.5,82.459999,82.459999,1511300,78.66651
2014-09-26,82.629997,84.160004,82.620003,83.760002,1519900,79.906707
2014-09-29,83.080002,83.580002,82.690002,83.349998,1495700,79.515565
2014-09-30,83.620003,84.440002,83.050003,83.209999,1335200,79.382007
2014-10-01,82.730003,82.800003,79.879997,80.199997,3790300,76.510477
2014-10-02,80.050003,80.580002,77.57,79.389999,2611600,75.737742
2014-10-03,80.139999,80.550003,79.660004,80.260002,2033600,76.567721
2014-10-06,80.370003,80.720001,79.309998,79.440002,1680800,75.785445
2014-10-07,78.769997,79.260002,77.32,77.360001,2539500,73.801131
2014-10-08,77.5,78.75,76.739998,78.68,2134100,75.060406
2014-10-09,78.400002,78.860001,76.059998,76.07,3576100,72.570476
2014-10-10,76.0,76.519997,74.739998,74.760002,3354700,71.320743
2014-10-13,74.830002,75.260002,71.720001,71.790001,3685900,68.487374
2014-10-14,72.199997,74.389999,71.660004,73.209999,3272700,69.842046
2014-10-15,71.629997,72.68,68.949997,70.870003,5951900,67.609699
2014-10-16,69.029999,73.610001,68.529999,73.129997,4826700,69.765725
2014-10-17,74.440002,76.669998,74.25,75.5,3126000,72.026698
2014-10-20,75.540001,77.599998,75.400002,77.010002,2042600,73.467234
2014-10-21,77.660004,79.400002,77.389999,79.279999,2357800,75.632802
2014-10-22,79.160004,79.790001,78.139999,78.18,1739300,74.583408
2014-10-23,79.019997,80.019997,78.440002,78.900002,2110300,75.270286
2014-10-24,78.529999,80.220001,78.080002,80.019997,1703600,76.338757
2014-10-27,79.989998,81.360001,79.230003,81.040001,3203500,77.311837
2014-10-28,77.220001,78.800003,75.620003,76.440002,7197200,72.923457
2014-10-29,76.879997,77.690002,75.260002,76.519997,4707800,72.999771
2014-10-30,76.25,77.580002,76.150002,77.169998,2435100,73.61987
2014-10-31,78.690002,78.870003,76.389999,76.660004,2536300,73.133337
2014-11-03,76.639999,76.910004,75.900002,76.480003,2243800,72.961617
2014-11-04,76.139999,76.230003,74.300003,75.440002,3597400,71.969461
2014-11-05,75.910004,76.349998,75.089996,75.639999,1686600,72.160257
2014-11-06,75.849998,77.160004,75.419998,77.029999,1781400,73.486311
2014-11-07,77.160004,77.160004,75.889999,76.43,2862000,72.913915
2014-11-10,76.220001,76.970001,75.949997,76.790001,1408400,73.257354
2014-11-11,76.959999,78.120003,76.730003,77.849998,1549600,74.268587
2014-11-12,77.220001,78.260002,77.099998,77.910004,1227500,74.325832
2014-11-13,78.220001,78.889999,78.0,78.660004,1847300,75.041329
2014-11-14,78.68,78.760002,78.18,78.5,1195000,74.888686
2014-11-17,77.019997,77.550003,76.519997,76.849998,2905100,73.314591
2014-11-18,76.910004,78.260002,76.709999,77.68,1255900,74.10641
2014-11-19,77.43,77.650002,76.410004,76.43,2228000,72.913915
2014-11-20,76.32,76.389999,74.43,74.790001,3801000,71.349362
2014-11-21,76.089996,77.190002,75.919998,76.940002,3501200,73.400455
2014-11-24,77.370003,78.510002,77.120003,78.32,2423800,74.716967
2014-11-25,78.389999,78.550003,77.18,77.580002,2857700,74.011012
2014-11-26,77.769997,78.400002,77.209999,77.860001,1478900,74.278129
2014-11-28,78.339996,79.599998,78.209999,79.0,918200,75.365684
2014-12-01,78.650002,78.93,77.400002,77.400002,1641700,73.839292
2014-12-02,77.940002,78.199997,77.300003,77.739998,2146800,74.163647
2014-12-03,78.050003,80.199997,77.480003,79.739998,2715100,76.071639
2014-12-04,78.839996,80.010002,78.260002,79.82,3356300,77.115042
2014-12-05,80.150002,82.160004,79.879997,81.559998,3404400,78.796074
2014-12-08,81.160004,82.620003,80.93,81.790001,2571200,79.018283
2014-12-09,80.650002,81.739998,80.370003,81.389999,1558200,78.631837
2014-12-10,80.970001,81.269997,79.610001,79.940002,1568200,77.230978
2014-12-11,80.040001,81.099998,79.720001,80.129997,1853000,77.414534
2014-12-12,79.309998,80.589996,78.93,78.949997,1470400,76.274522
2014-12-15,79.690002,80.309998,77.75,78.339996,1890600,75.685193
2014-12-16,77.980003,78.040001,76.129997,76.169998,3632500,73.588732
2014-12-17,76.239998,77.160004,75.18,76.940002,2474700,74.332643
2014-12-18,78.540001,78.949997,77.410004,78.93,3119300,76.255203
2014-12-19,79.370003,80.080002,79.059998,79.629997,2795100,76.931478
2014-12-22,79.989998,80.309998,79.730003,80.120003,1147100,77.404878
2014-12-23,79.949997,80.529999,79.279999,80.379997,1984800,77.656062
2014-12-24,80.529999,81.190002,80.32,80.900002,1003600,78.158444
2014-12-26,80.970001,81.550003,80.739998,81.230003,833100,78.477263
2014-12-29,81.230003,81.959999,80.739998,81.639999,1048100,78.873365
2014-12-30,81.480003,81.889999,81.099998,81.269997,1281600,78.515901
2014-12-31,81.5,81.849998,81.040001,81.07,1679200,78.322682
2015-01-02,81.5,81.669998,79.660004,80.68,1428400,77.945899
