Date,Open_SWK,High_SWK,Low_SWK,Close_SWK,Volume_SWK,AdjClose_SWK
2013-06-14,79.349998,80.040001,79.089996,79.419998,501100,74.294305
2013-06-17,80.059998,80.57,79.559998,80.040001,766100,74.874293
2013-06-18,80.209999,81.379997,79.800003,80.980003,941400,75.753629
2013-06-19,80.989998,81.040001,79.379997,79.379997,1102900,74.256886
2013-06-20,78.760002,78.760002,76.940002,77.160004,1034500,72.180168
2013-06-21,77.519997,77.739998,75.550003,76.0,1736900,71.09503
2013-06-24,75.269997,75.900002,73.769997,75.050003,1664900,70.206345
2013-06-25,76.0,76.669998,75.900002,76.459999,832500,71.525341
2013-06-26,77.110001,77.400002,76.620003,76.830002,672400,71.871465
2013-06-27,77.529999,78.400002,77.440002,78.120003,973000,73.07821
2013-06-28,77.959999,78.07,77.089996,77.300003,1107600,72.311132
2013-07-01,77.910004,78.800003,77.769997,78.349998,677800,73.293362
2013-07-02,78.230003,78.889999,77.510002,77.779999,916800,72.76015
2013-07-03,77.5,78.18,77.010002,77.910004,334800,72.881764
2013-07-05,78.720001,79.150002,78.18,79.07,475600,73.966895
2013-07-08,79.660004,79.809998,79.139999,79.309998,666300,74.191404
2013-07-09,79.870003,81.059998,79.870003,80.580002,781200,75.379443
2013-07-10,80.489998,80.949997,79.529999,79.959999,984300,74.799455
2013-07-11,81.230003,81.75,80.910004,81.529999,883200,76.268128
2013-07-12,81.339996,82.349998,81.120003,82.300003,888300,76.988437
2013-07-15,82.400002,82.620003,81.970001,82.199997,893700,76.894885
2013-07-16,82.120003,82.440002,81.120003,81.510002,541900,76.249422
2013-07-17,81.849998,81.970001,80.830002,80.980003,713400,75.753629
2013-07-18,81.010002,82.139999,81.010002,81.790001,823800,76.51135
2013-07-19,81.870003,83.129997,81.5,83.120003,959900,77.755515
2013-07-22,83.199997,83.800003,82.989998,83.459999,1013100,78.073568
2013-07-23,83.589996,84.230003,83.260002,83.889999,1124200,78.475816
2013-07-24,84.07,84.25,82.230003,82.510002,1264200,77.184883
2013-07-25,81.940002,82.75,81.260002,82.510002,1167800,77.184883
2013-07-26,83.75,84.739998,83.099998,84.019997,1845200,78.597424
2013-07-29,83.779999,84.370003,82.980003,84.059998,880500,78.634843
2013-07-30,84.089996,84.389999,83.440002,83.809998,595600,78.400978
2013-07-31,83.860001,85.120003,83.650002,84.620003,930300,79.158706
2013-08-01,85.220001,87.129997,84.989998,86.980003,1013500,81.366394
2013-08-02,86.5,87.68,86.110001,87.620003,960100,81.965089
2013-08-05,87.25,87.849998,86.720001,86.879997,913000,81.272843
2013-08-06,86.75,86.989998,85.459999,85.699997,636600,80.168998
2013-08-07,85.339996,85.860001,84.790001,85.769997,865500,80.23448
2013-08-08,85.050003,86.379997,85.050003,85.580002,814100,80.056748
2013-08-09,85.589996,85.839996,84.949997,85.599998,587500,80.075454
2013-08-12,85.360001,88.660004,85.239998,88.190002,2163500,82.498301
2013-08-13,88.300003,89.43,87.790001,88.809998,1575800,83.078282
2013-08-14,89.029999,89.5,87.57,87.970001,896000,82.292499
2013-08-15,87.0,87.150002,86.07,86.919998,885600,81.310262
2013-08-16,86.610001,87.449997,86.400002,86.800003,589700,81.198011
2013-08-19,86.809998,86.910004,85.779999,86.18,4573000,80.618023
2013-08-20,86.190002,87.110001,85.989998,86.75,792300,81.151235
2013-08-21,86.690002,87.5,86.199997,86.449997,672700,80.870594
2013-08-22,86.660004,87.889999,86.660004,87.629997,569200,81.974438
2013-08-23,87.699997,87.970001,87.050003,87.599998,602200,81.946376
2013-08-26,87.419998,87.639999,86.620003,86.800003,516300,81.198011
2013-08-27,85.800003,85.870003,84.349998,84.589996,778200,79.130636
2013-08-28,84.709999,85.330002,84.330002,85.18,1029200,79.682562
2013-08-29,85.0,86.709999,84.779999,85.849998,2709600,80.309319
2013-08-30,86.169998,86.18,85.010002,85.260002,660100,79.7574
2013-09-03,86.459999,87.18,85.610001,86.220001,736200,80.655442
2013-09-04,85.559998,86.57,85.510002,86.099998,720400,81.012989
2013-09-05,86.019997,86.93,85.879997,86.660004,547900,81.539908
2013-09-06,87.089996,88.360001,85.900002,87.269997,695000,82.113861
2013-09-09,87.639999,88.540001,87.610001,88.129997,449900,82.923051
2013-09-10,88.75,89.550003,88.449997,89.419998,854400,84.136835
2013-09-11,89.440002,89.860001,88.980003,89.459999,934300,84.174473
2013-09-12,89.589996,89.800003,88.900002,89.239998,827900,83.96747
2013-09-13,89.489998,89.739998,88.690002,89.260002,473700,83.986292
2013-09-16,90.349998,90.559998,89.610001,89.660004,777800,84.36266
2013-09-17,89.660004,90.050003,89.370003,89.650002,616600,84.353249
2013-09-18,89.860001,91.610001,89.07,91.489998,1004600,86.084534
2013-09-19,91.739998,92.360001,91.440002,91.5,629600,86.093945
2013-09-20,91.209999,91.849998,89.959999,90.129997,994800,84.804886
2013-09-23,90.010002,90.010002,88.349998,89.07,836300,83.807515
2013-09-24,89.029999,90.360001,89.029999,89.589996,942000,84.296789
2013-09-25,90.18,90.360001,89.400002,89.769997,963800,84.466155
2013-09-26,89.989998,90.720001,89.760002,90.510002,613200,85.162439
2013-09-27,90.0,90.849998,89.830002,90.589996,641500,85.237707
2013-09-30,89.690002,90.760002,89.690002,90.57,652900,85.218892
2013-10-01,91.230003,92.760002,91.110001,92.360001,1468100,86.903135
2013-10-02,91.790001,92.18,90.93,91.309998,1642900,85.915168
2013-10-03,90.970001,91.389999,89.940002,90.860001,1117600,85.491758
2013-10-04,91.0,91.540001,90.900002,91.139999,904600,85.755214
2013-10-07,90.449997,90.900002,89.970001,90.029999,903000,84.710795
2013-10-08,89.900002,90.470001,88.650002,88.879997,1108000,83.628739
2013-10-09,89.160004,89.220001,87.949997,88.400002,1127300,83.177102
2013-10-10,89.330002,90.25,89.110001,90.25,733100,84.917798
2013-10-11,90.150002,91.5,90.059998,91.300003,624900,85.905764
2013-10-14,90.540001,91.599998,90.0,91.580002,741100,86.16922
2013-10-15,91.260002,91.599998,89.220001,89.510002,1725800,84.221521
2013-10-16,79.629997,79.940002,75.419998,76.75,13708500,72.215413
2013-10-17,76.120003,76.599998,74.129997,74.370003,6128600,69.976032
2013-10-18,74.93,77.43,74.419998,77.160004,4525400,72.601193
2013-10-21,77.160004,77.809998,77.059998,77.489998,2142000,72.91169
2013-10-22,77.489998,77.699997,76.559998,77.360001,2476100,72.789373
2013-10-23,77.279999,77.32,75.790001,76.389999,2559500,71.876682
2013-10-24,76.739998,77.830002,76.209999,77.75,1318300,73.15633
2013-10-25,77.690002,78.489998,77.150002,78.459999,1708900,73.824381
2013-10-28,78.599998,78.620003,78.059998,78.389999,1391500,73.758517
2013-10-29,78.580002,79.910004,78.440002,79.870003,1641500,75.151078
2013-10-30,79.980003,80.300003,78.650002,78.730003,1720900,74.078433
2013-10-31,78.379997,79.290001,77.489998,79.089996,1053100,74.417156
2013-11-01,79.330002,79.459999,78.169998,79.050003,745000,74.379526
2013-11-04,79.269997,79.709999,78.989998,79.629997,727300,74.925253
2013-11-05,79.5,79.519997,78.379997,78.540001,1291000,73.899656
2013-11-06,79.290001,80.599998,78.93,80.589996,1411200,75.828532
2013-11-07,80.589996,82.660004,80.510002,81.050003,3342400,76.261361
2013-11-08,80.760002,81.489998,80.43,80.879997,1728100,76.101399
2013-11-11,80.809998,82.120003,80.730003,81.610001,890800,76.788272
2013-11-12,81.910004,82.290001,81.349998,81.82,981100,76.985864
2013-11-13,81.160004,82.68,81.160004,82.370003,2093900,77.503371
2013-11-14,82.349998,82.559998,81.849998,81.959999,1502100,77.117592
2013-11-15,81.989998,82.809998,81.830002,82.639999,1558200,77.757416
2013-11-18,83.0,84.0,82.440002,82.739998,1494700,77.851506
2013-11-19,82.519997,82.870003,81.580002,81.790001,1092900,76.957638
2013-11-20,82.330002,82.400002,80.989998,81.18,1195800,76.383677
2013-11-21,81.239998,82.0,81.139999,81.419998,1195200,76.609496
2013-11-22,81.279999,82.139999,80.330002,82.050003,1115800,77.202278
2013-11-25,82.330002,82.489998,80.489998,80.650002,1302200,75.884992
2013-11-26,81.0,81.400002,80.300003,80.839996,2111600,76.063762
2013-11-27,80.730003,81.32,80.550003,81.029999,1160100,76.242538
2013-11-29,80.919998,81.599998,80.540001,81.389999,610600,76.581269
2013-12-02,81.379997,81.550003,79.410004,79.529999,1443400,74.831162
2013-12-03,79.389999,79.970001,79.160004,79.82,1489600,75.104029
2013-12-04,78.989998,80.599998,78.870003,79.589996,1181300,75.359674
2013-12-05,79.360001,80.110001,79.290001,79.769997,1427200,75.530107
2013-12-06,80.730003,81.370003,80.540001,80.709999,957900,76.420147
2013-12-09,80.580002,81.110001,80.43,80.900002,874100,76.600051
2013-12-10,80.870003,81.300003,80.510002,80.709999,1177200,76.420147
2013-12-11,80.459999,80.800003,78.970001,79.349998,1989800,75.132433
2013-12-12,79.769997,81.029999,79.360001,80.550003,2708700,76.268655
2013-12-13,80.760002,81.169998,79.989998,80.480003,995800,76.202376
2013-12-16,80.550003,81.019997,79.910004,80.029999,1805000,75.77629
2013-12-17,80.220001,80.519997,79.629997,79.769997,1192900,75.530107
2013-12-18,80.019997,80.900002,79.050003,80.550003,1860000,76.268655
2013-12-19,80.540001,81.110001,80.449997,80.730003,1859100,76.439088
2013-12-20,80.830002,81.32,80.489998,80.559998,2429900,76.278119
2013-12-23,81.290001,81.529999,80.639999,80.949997,1588300,76.647389
2013-12-24,81.120003,81.290001,80.400002,80.650002,697500,76.363339
2013-12-26,80.93,81.139999,80.550003,81.040001,1249200,76.732609
2013-12-27,81.050003,81.110001,80.839996,81.010002,1133000,76.704205
2013-12-30,81.0,81.300003,80.900002,81.25,1250700,76.931446
2013-12-31,81.25,81.489998,80.190002,80.690002,975800,76.401214
2014-01-02,80.57,80.790001,79.68,80.18,715600,75.918319
2014-01-03,80.370003,80.900002,80.209999,80.379997,874000,76.107686
2014-01-06,80.75,80.849998,79.550003,79.639999,1123500,75.40702
2014-01-07,79.639999,80.260002,79.010002,79.980003,1485400,75.728952
2014-01-08,80.029999,80.769997,79.839996,80.080002,1727800,75.823635
2014-01-09,80.300003,80.879997,79.75,80.300003,1642900,76.031943
2014-01-10,80.32,81.669998,80.059998,81.419998,1567000,77.092409
2014-01-13,81.050003,81.290001,80.019997,80.150002,1289200,75.889914
2014-01-14,81.349998,82.660004,81.209999,82.199997,2172900,77.83095
2014-01-15,82.010002,83.220001,81.959999,82.540001,1270600,78.152882
2014-01-16,82.559998,82.940002,82.290001,82.389999,1806400,78.010853
2014-01-17,82.160004,82.389999,80.82,81.169998,2185500,76.855697
2014-01-21,81.419998,81.660004,80.57,81.0,2067600,76.694734
2014-01-22,80.970001,81.300003,80.769997,80.93,1128900,76.628455
2014-01-23,80.5,80.779999,79.830002,80.410004,1931900,76.136097
2014-01-24,80.949997,82.760002,77.5,77.809998,4309600,73.674285
2014-01-27,78.059998,78.25,76.199997,77.349998,2364600,73.238736
2014-01-28,77.339996,78.0,77.190002,77.93,1704300,73.787909
2014-01-29,77.449997,78.82,77.199997,78.029999,1965700,73.882593
2014-01-30,78.370003,78.580002,77.510002,77.870003,1105200,73.731101
2014-01-31,76.690002,77.93,76.18,77.400002,2216600,73.286081
2014-02-03,78.0,78.559998,75.589996,75.639999,1936000,71.619625
2014-02-04,75.940002,76.330002,75.349998,76.110001,1379000,72.064645
2014-02-05,75.959999,76.400002,75.0,75.650002,1876500,71.629096
2014-02-06,75.93,76.790001,75.760002,76.459999,1174000,72.396041
2014-02-07,76.800003,78.910004,76.760002,78.800003,1572300,74.61167
2014-02-10,78.860001,79.349998,78.779999,78.959999,1371500,74.763162
2014-02-11,78.860001,80.459999,78.860001,80.010002,1468900,75.757356
2014-02-12,80.120003,80.989998,80.110001,80.620003,1331100,76.334934
2014-02-13,80.150002,80.809998,79.849998,80.589996,1337000,76.306523
2014-02-14,80.690002,81.529999,80.470001,81.32,715400,76.997726
2014-02-18,81.349998,81.599998,80.610001,81.279999,1251900,76.959851
2014-02-19,81.010002,81.82,80.610001,80.660004,903500,76.372809
2014-02-20,80.889999,81.68,80.519997,81.43,1078500,77.101879
2014-02-21,81.489998,81.959999,81.160004,81.739998,1325500,77.3954
2014-02-24,81.949997,82.690002,81.849998,82.080002,1137100,77.717332
2014-02-25,81.959999,82.519997,81.610001,81.709999,935900,77.366996
2014-02-26,81.709999,82.5,81.610001,82.0,872000,77.641583
2014-02-27,81.809998,83.150002,81.709999,82.949997,1264300,78.541086
2014-02-28,83.120003,83.760002,82.540001,83.040001,1330800,78.626306
2014-03-03,81.620003,82.279999,81.300003,81.75,1029800,77.873764
2014-03-04,82.559998,82.82,81.699997,82.0,1146800,78.11191
2014-03-05,82.029999,82.139999,81.400002,81.540001,1174000,77.673722
2014-03-06,81.760002,82.099998,81.639999,81.879997,610700,77.997597
2014-03-07,82.07,82.68,81.720001,82.510002,1224900,78.59773
2014-03-10,82.190002,82.400002,81.339996,81.900002,740100,78.016653
2014-03-11,82.739998,82.959999,81.379997,81.470001,1259300,77.607041
2014-03-12,81.0,81.269997,80.129997,80.559998,1734900,76.740186
2014-03-13,80.360001,80.989998,78.730003,79.089996,1464300,75.339886
2014-03-14,78.970001,79.830002,78.879997,79.019997,1516500,75.273206
2014-03-17,79.550003,80.519997,79.400002,80.370003,1247800,76.5592
2014-03-18,80.440002,80.620003,80.029999,80.160004,937500,76.359158
2014-03-19,80.589996,80.709999,79.050003,79.540001,1079300,75.768553
2014-03-20,79.260002,80.029999,78.690002,79.959999,1268500,76.168637
2014-03-21,80.660004,80.75,79.339996,79.709999,2231000,75.930491
2014-03-24,79.669998,80.169998,78.900002,79.339996,710900,75.578032
2014-03-25,79.699997,80.5,79.489998,80.330002,944100,76.521096
2014-03-26,80.790001,81.0,79.389999,79.410004,713600,75.64472
2014-03-27,79.410004,79.559998,78.5,79.080002,671600,75.330366
2014-03-28,79.239998,80.75,79.120003,80.690002,1158000,76.864027
2014-03-31,81.0,81.339996,80.57,81.239998,1040400,77.387944
2014-04-01,81.120003,82.019997,81.120003,81.779999,1399900,77.90234
2014-04-02,81.940002,82.239998,81.690002,81.830002,1243400,77.949972
2014-04-03,82.089996,82.169998,81.510002,81.610001,835000,77.740403
2014-04-04,81.690002,82.160004,80.529999,80.75,1065500,76.92118
2014-04-07,80.510002,80.720001,78.769997,79.099998,1201000,75.349414
2014-04-08,79.010002,79.529999,78.360001,78.870003,1743400,75.130324
2014-04-09,79.040001,80.449997,78.889999,80.290001,1618200,76.482992
2014-04-10,80.0,80.669998,78.389999,78.389999,947600,74.67308
2014-04-11,77.919998,78.309998,75.900002,77.580002,1288800,73.901489
2014-04-14,78.339996,78.440002,77.720001,78.300003,1114000,74.587351
2014-04-15,78.440002,80.279999,78.419998,80.220001,1763300,76.416311
2014-04-16,80.830002,81.519997,80.110001,81.480003,1670000,77.616569
2014-04-17,81.730003,82.300003,81.449997,81.919998,1781800,78.035701
2014-04-21,81.529999,81.879997,81.120003,81.620003,840500,77.74993
2014-04-22,81.790001,82.5,81.339996,81.730003,1338000,77.854715
2014-04-23,82.559998,82.800003,81.93,82.440002,2481800,78.531049
2014-04-24,84.0,86.010002,83.830002,85.529999,4079600,81.474531
2014-04-25,85.580002,85.589996,84.129997,85.230003,1965200,81.18876
2014-04-28,85.519997,85.849998,83.459999,84.260002,2227000,80.264752
2014-04-29,84.839996,85.050003,83.940002,84.82,1543000,80.798197
2014-04-30,84.830002,86.0,84.410004,85.889999,1177200,81.817462
2014-05-01,85.690002,86.510002,85.5,85.989998,1190600,81.912719
2014-05-02,86.18,86.699997,85.699997,85.93,837200,81.855566
2014-05-05,85.519997,86.029999,85.099998,85.730003,823100,81.665052
2014-05-06,85.5,85.75,85.059998,85.190002,505600,81.150656
2014-05-07,85.550003,86.220001,85.0,86.150002,1194400,82.065136
2014-05-08,85.860001,87.099998,85.68,86.400002,810000,82.303282
2014-05-09,86.279999,86.400002,85.57,86.330002,564900,82.236601
2014-05-12,86.650002,87.760002,86.650002,87.370003,1071900,83.22729
2014-05-13,87.370003,87.5,86.919998,87.0,683800,82.874831
2014-05-14,86.889999,87.139999,85.760002,85.779999,760200,81.712677
2014-05-15,85.540001,85.720001,84.190002,84.989998,1022900,80.960135
2014-05-16,85.120003,85.769997,84.57,85.699997,817000,81.636469
2014-05-19,85.580002,86.57,85.32,86.459999,825900,82.360435
2014-05-20,86.169998,86.379997,84.309998,84.870003,1196500,80.845829
2014-05-21,85.230003,86.230003,85.18,86.190002,888900,82.10324
2014-05-22,86.019997,86.879997,85.910004,86.129997,666700,82.04608
2014-05-23,86.089996,87.470001,85.860001,87.25,967300,83.112977
2014-05-27,87.510002,88.059998,87.099998,87.400002,725300,83.255866
2014-05-28,87.440002,87.620003,87.07,87.400002,527200,83.255866
2014-05-29,87.419998,87.75,86.489998,87.18,638100,83.046297
2014-05-30,87.099998,87.540001,86.75,87.400002,1499100,83.255866
2014-06-02,87.089996,87.660004,86.449997,87.5,728500,83.830706
2014-06-03,87.080002,87.199997,86.480003,86.629997,555600,82.997187
2014-06-04,86.419998,86.959999,86.099998,86.110001,785000,82.498996
2014-06-05,86.610001,87.760002,86.029999,87.580002,1185200,83.907353
2014-06-06,87.599998,88.099998,87.580002,87.860001,783000,84.17561
2014-06-09,87.699997,88.879997,87.650002,88.260002,762100,84.558838
2014-06-10,88.169998,88.239998,87.75,88.239998,519500,84.539672
2014-06-11,87.809998,87.809998,87.050003,87.459999,588700,83.792383
2014-06-12,87.300003,87.440002,86.760002,87.120003,952400,83.466644
2014-06-13,87.029999,87.370003,86.720001,87.169998,772600,83.514543
2014-06-16,87.07,87.769997,86.900002,87.760002,676200,84.079805
2014-06-17,87.309998,88.099998,86.639999,87.980003,628800,84.290581
2014-06-18,87.849998,88.410004,87.139999,88.269997,584000,84.568413
2014-06-19,88.370003,88.589996,87.860001,88.379997,589300,84.673801
2014-06-20,88.510002,89.050003,88.150002,89.019997,1959100,85.286962
2014-06-23,88.919998,88.949997,88.080002,88.470001,666500,84.76003
2014-06-24,88.07,88.629997,87.32,87.370003,682700,83.70616
2014-06-25,87.360001,88.330002,87.190002,87.589996,637300,83.916928
2014-06-26,87.75,87.830002,86.519997,87.260002,616900,83.600772
2014-06-27,87.169998,88.059998,86.900002,88.040001,1092600,84.348062
2014-06-30,88.010002,88.260002,87.559998,87.82,692500,84.137287
2014-07-01,88.129997,88.690002,87.919998,87.959999,731100,84.271415
2014-07-02,88.050003,88.440002,87.68,87.839996,522400,84.156445
2014-07-03,88.190002,88.699997,87.980003,88.650002,612200,84.932482
2014-07-07,88.540001,88.540001,87.800003,88.129997,1261300,84.434284
2014-07-08,87.660004,87.949997,86.699997,87.059998,802800,83.409155
2014-07-09,87.25,87.589996,86.860001,87.120003,511900,83.466644
2014-07-10,86.099998,86.470001,85.809998,86.089996,1082800,82.479831
2014-07-11,86.019997,86.32,85.639999,85.889999,830200,82.28822
2014-07-14,86.589996,86.769997,86.220001,86.389999,989500,82.767253
2014-07-15,86.389999,86.389999,85.400002,85.650002,1160900,82.058287
2014-07-16,86.029999,86.510002,85.699997,86.260002,1053300,82.642707
2014-07-17,85.730003,85.989998,84.919998,85.010002,1200200,81.445126
2014-07-18,85.339996,85.529999,84.940002,85.190002,1254900,81.617578
2014-07-21,85.040001,86.019997,84.830002,85.82,683000,82.221156
