Date,Open_SWK,High_SWK,Low_SWK,Close_SWK,Volume_SWK,AdjClose_SWK
2014-07-22,86.279999,86.550003,86.169998,86.330002,745600,82.709771
2014-07-23,86.300003,86.910004,85.879997,86.370003,921800,82.748095
2014-07-24,86.139999,86.559998,84.919998,85.019997,1522200,81.454701
2014-07-25,87.169998,90.970001,87.0,90.769997,3535000,86.963576
2014-07-28,90.75,91.25,90.290001,90.660004,1395500,86.858196
2014-07-29,90.489998,90.889999,89.209999,89.349998,1680700,85.603125
2014-07-30,89.510002,89.709999,88.559998,89.379997,1180800,85.631866
2014-07-31,88.970001,88.970001,87.410004,87.449997,1280500,83.7828
2014-08-01,86.970001,87.940002,86.629997,87.449997,1319900,83.7828
2014-08-04,87.690002,88.089996,86.889999,87.949997,1100200,84.261832
2014-08-05,87.519997,88.190002,86.410004,86.910004,1268300,83.265451
2014-08-06,86.410004,87.129997,86.010002,86.660004,1312600,83.025935
2014-08-07,87.160004,87.610001,86.57,86.860001,777600,83.217545
2014-08-08,87.0,88.230003,86.709999,88.230003,811100,84.530097
2014-08-11,88.559998,89.269997,88.389999,88.68,801600,84.961223
2014-08-12,88.43,89.139999,88.360001,88.529999,705800,84.817512
2014-08-13,89.190002,89.599998,88.910004,89.370003,571300,85.622291
2014-08-14,89.449997,90.120003,89.309998,90.040001,710500,86.264193
2014-08-15,90.379997,90.400002,89.099998,89.779999,834000,86.015094
2014-08-18,90.199997,91.0,90.110001,90.410004,954600,86.618679
2014-08-19,90.629997,91.510002,90.43,91.080002,1216600,87.260581
2014-08-20,91.099998,91.830002,91.0,91.540001,917300,87.70129
2014-08-21,91.629997,91.910004,90.959999,91.559998,676800,87.720448
2014-08-22,91.18,91.480003,90.800003,90.959999,626900,87.145611
2014-08-25,91.279999,91.489998,90.949997,91.160004,537300,87.337228
2014-08-26,91.18,91.5,90.879997,90.940002,463500,87.126453
2014-08-27,90.940002,91.169998,90.510002,90.720001,570200,86.915677
2014-08-28,90.419998,90.910004,89.790001,90.779999,377800,86.973159
2014-08-29,91.059998,91.959999,90.779999,91.5,939500,87.662967
2014-09-02,91.279999,91.839996,91.220001,91.589996,1467600,87.749189
2014-09-03,91.720001,91.959999,91.160004,91.339996,600000,88.009344
2014-09-04,91.370003,92.139999,91.120003,91.290001,660500,87.961172
2014-09-05,91.169998,92.0,90.400002,91.93,804000,88.577834
2014-09-08,91.699997,92.459999,91.580002,91.779999,734800,88.433302
2014-09-09,91.669998,92.330002,91.580002,91.709999,652900,88.365855
2014-09-10,91.610001,92.220001,91.330002,92.040001,780200,88.683824
2014-09-11,91.580002,92.330002,91.459999,92.120003,1067700,88.760908
2014-09-12,91.970001,92.120003,91.300003,91.889999,768500,88.539292
2014-09-15,91.720001,91.970001,91.360001,91.779999,714100,88.433302
2014-09-16,91.769997,92.230003,91.209999,91.900002,739000,88.548929
2014-09-17,91.809998,92.709999,91.809998,92.269997,957100,88.905433
2014-09-18,92.400002,93.559998,92.139999,93.459999,2068000,90.052043
2014-09-19,93.870003,95.400002,92.800003,93.25,2619700,89.849701
2014-09-22,92.970001,93.25,91.349998,91.629997,1026100,88.28877
2014-09-23,91.349998,91.870003,90.919998,91.459999,1059200,88.124971
2014-09-24,91.139999,91.860001,90.68,91.68,1089500,88.33695
2014-09-25,91.519997,91.519997,90.260002,90.309998,867000,87.016904
2014-09-26,90.260002,90.459999,89.660004,90.230003,876600,86.939826
2014-09-29,89.57,90.139999,89.290001,89.980003,598600,86.698943
2014-09-30,90.110001,90.160004,88.489998,88.790001,1202300,85.552333
2014-10-01,88.790001,88.839996,87.18,87.5,1395600,84.309371
2014-10-02,87.550003,87.889999,86.550003,87.260002,686800,84.078124
2014-10-03,87.57,88.110001,87.010002,88.0,966600,84.791139
2014-10-06,88.440002,88.879997,88.160004,88.230003,1120400,85.012755
2014-10-07,87.550003,87.580002,85.190002,85.220001,1559100,82.112511
2014-10-08,85.169998,86.5,83.739998,86.360001,1946300,83.210941
2014-10-09,86.260002,86.330002,84.019997,84.169998,1381000,81.100795
2014-10-10,84.279999,84.68,83.050003,83.580002,1178100,80.532313
2014-10-13,83.559998,84.18,81.279999,81.349998,914000,78.383625
2014-10-14,81.730003,83.360001,81.730003,82.57,1488700,79.55914
2014-10-15,81.75,81.889999,79.029999,81.309998,2124400,78.345083
2014-10-16,80.050003,83.07,80.019997,82.879997,1408100,79.857833
2014-10-17,83.650002,85.050003,83.559998,84.190002,1438900,81.12007
2014-10-20,83.690002,84.480003,83.360001,84.459999,1604800,81.380222
2014-10-21,84.879997,86.459999,84.849998,86.089996,2150800,82.950782
2014-10-22,88.029999,89.610001,86.790001,87.410004,2773000,84.222656
2014-10-23,88.550003,89.879997,88.190002,88.980003,1926200,85.735407
2014-10-24,88.739998,90.220001,88.559998,90.120003,921300,86.833837
2014-10-27,89.879997,89.879997,89.110001,89.550003,1090600,86.284622
2014-10-28,90.25,91.589996,89.68,91.370003,2600800,88.038256
2014-10-29,91.610001,91.769997,90.57,91.470001,1456600,88.134609
2014-10-30,90.919998,92.589996,90.57,92.07,772100,88.712729
2014-10-31,92.800003,93.709999,92.610001,93.639999,1053700,90.225479
2014-11-03,93.75,94.389999,93.480003,93.610001,847200,90.196574
2014-11-04,93.360001,93.589996,92.779999,93.150002,704900,89.753349
2014-11-05,93.860001,93.959999,93.169998,93.269997,1156300,89.868968
2014-11-06,93.580002,94.589996,93.279999,94.400002,1106600,90.957768
2014-11-07,94.529999,95.32,94.129997,95.010002,775400,91.545526
2014-11-10,95.199997,95.93,94.769997,95.879997,1169300,92.383797
2014-11-11,95.730003,96.25,95.489998,95.830002,856500,92.335625
2014-11-12,95.5,96.410004,95.290001,96.209999,1197700,92.701766
2014-11-13,96.18,96.550003,95.510002,95.860001,805700,92.36453
2014-11-14,95.5,96.510002,95.5,95.669998,650000,92.181455
2014-11-17,95.580002,95.599998,94.900002,95.18,998300,91.709325
2014-11-18,95.300003,96.379997,94.989998,95.120003,1104800,91.651515
2014-11-19,95.129997,95.18,94.269997,94.879997,1545300,91.420261
2014-11-20,94.470001,95.660004,94.370003,95.199997,682500,91.728593
2014-11-21,96.440002,96.529999,95.18,95.309998,1318900,91.834582
2014-11-24,95.489998,95.889999,95.040001,95.260002,990400,91.78641
2014-11-25,95.529999,95.940002,94.860001,95.309998,1547300,91.834582
2014-11-26,95.269997,95.300003,94.25,94.769997,650600,91.314272
2014-11-28,94.860001,94.910004,93.830002,94.440002,583900,90.996311
2014-12-01,94.18,94.190002,92.900002,93.550003,948300,90.138765
2014-12-02,93.75,95.099998,93.519997,94.480003,2297100,91.034853
2014-12-03,94.349998,95.57,94.330002,95.360001,840600,92.391266
2014-12-04,95.050003,95.290001,94.330002,94.839996,1236500,91.887451
2014-12-05,94.75,95.709999,94.650002,95.610001,1283200,92.633483
2014-12-08,95.5,95.970001,94.940002,95.309998,868000,92.34282
2014-12-09,94.110001,95.589996,93.93,95.559998,931500,92.585037
2014-12-10,95.059998,95.459999,94.209999,94.449997,1296600,91.509593
2014-12-11,95.0,95.849998,94.650002,94.93,1126800,91.974652
2014-12-12,94.129997,94.620003,93.650002,93.699997,899900,90.782941
2014-12-15,94.160004,94.68,92.650002,92.910004,920100,90.017542
2014-12-16,92.540001,94.980003,92.540001,93.580002,1109000,90.666682
2014-12-17,93.589996,94.599998,92.870003,94.389999,1076100,91.451463
2014-12-18,95.529999,96.419998,95.160004,96.410004,1088600,93.408581
2014-12-19,96.720001,97.190002,96.160004,96.900002,1470600,93.883324
2014-12-22,97.099998,97.5,96.489998,97.07,1284500,94.04803
2014-12-23,97.440002,97.660004,97.099998,97.32,1050400,94.290247
2014-12-24,97.400002,97.68,97.239998,97.360001,511400,94.329002
2014-12-26,97.599998,97.720001,97.040001,97.050003,542200,94.028656
2014-12-29,96.690002,97.459999,96.669998,96.730003,1057300,93.718618
2014-12-30,96.610001,96.949997,96.220001,96.720001,842800,93.708927
2014-12-31,97.18,97.620003,96.010002,96.080002,572000,93.088852
2015-01-02,96.57,96.809998,94.910004,96.019997,550200,93.030715
2015-01-05,95.230003,95.449997,93.739998,93.970001,1211100,91.04454
2015-01-06,93.970001,94.379997,92.239998,93.029999,1182700,90.133802
2015-01-07,93.68,95.0,93.18,94.629997,1446000,91.683989
2015-01-08,94.660004,96.449997,94.660004,96.43,1024900,93.427955
2015-01-09,95.610001,95.75,94.300003,94.610001,1433100,91.664615
