Date,Open_DO,High_DO,Low_DO,Close_DO,Volume_DO,AdjClose_DO
2013-07-29,67.760002,68.080002,67.190002,67.440002,806200,59.686391
2013-07-30,67.550003,68.0,67.269997,67.870003,1316700,60.066954
2013-07-31,67.870003,68.040001,67.139999,67.440002,1482400,59.686391
2013-08-01,67.900002,68.800003,67.779999,68.790001,1043500,60.88118
2013-08-02,68.110001,68.239998,67.129997,67.959999,801600,60.921521
2013-08-05,67.980003,67.980003,67.139999,67.610001,731600,60.607771
2013-08-06,67.610001,67.870003,66.910004,67.349998,785800,60.374697
2013-08-07,67.169998,68.889999,66.989998,68.610001,1732600,61.504203
2013-08-08,68.760002,69.339996,67.940002,68.879997,2380800,61.746237
2013-08-09,68.779999,69.150002,67.650002,68.199997,787000,61.136663
2013-08-12,67.459999,68.32,67.32,67.699997,2139000,60.688447
2013-08-13,67.370003,67.919998,67.300003,67.620003,1795600,60.616737
2013-08-14,67.720001,67.870003,67.0,67.169998,978800,60.213339
2013-08-15,66.839996,66.959999,66.290001,66.800003,916700,59.881663
2013-08-16,66.82,66.970001,65.559998,66.040001,877300,59.200373
2013-08-19,65.940002,66.010002,65.440002,65.589996,818700,58.796974
2013-08-20,65.589996,65.919998,65.089996,65.32,890900,58.554941
2013-08-21,65.07,65.169998,64.389999,64.389999,789600,57.721259
2013-08-22,64.330002,65.57,64.279999,65.400002,843300,58.626657
2013-08-23,65.529999,66.279999,65.139999,65.839996,688100,59.021082
2013-08-26,66.0,66.339996,65.360001,65.529999,512100,58.743191
2013-08-27,65.089996,65.629997,64.830002,65.0,722900,58.268083
2013-08-28,65.150002,65.839996,64.980003,65.269997,881200,58.510116
2013-08-29,64.959999,65.43,64.099998,64.169998,1032200,57.524043
2013-08-30,64.25,64.589996,63.919998,64.029999,891300,57.398543
2013-09-03,64.790001,64.809998,63.049999,63.459999,1198700,56.887577
2013-09-04,63.5,63.790001,63.049999,63.41,1233400,56.842756
2013-09-05,63.330002,64.300003,63.290001,63.900002,1140600,57.282009
2013-09-06,64.309998,64.669998,63.380001,64.330002,975200,57.667475
2013-09-09,64.480003,65.360001,64.279999,65.019997,1373900,58.286008
2013-09-10,65.349998,65.550003,64.650002,65.18,711300,58.429441
2013-09-11,65.25,65.559998,64.669998,65.290001,640300,58.528049
2013-09-12,65.18,65.400002,64.580002,64.879997,1109600,58.160508
2013-09-13,64.769997,64.809998,64.199997,64.410004,732100,57.739191
2013-09-16,65.129997,65.129997,64.300003,64.389999,693500,57.721259
2013-09-17,64.459999,65.260002,64.32,65.010002,745600,58.277049
2013-09-18,65.160004,65.620003,64.360001,65.43,523500,58.653549
2013-09-19,65.489998,65.5,63.849998,64.269997,1035900,57.613684
2013-09-20,64.18,64.260002,62.540001,62.610001,1741000,56.125611
2013-09-23,62.5,63.360001,62.310001,62.950001,1014500,56.430398
2013-09-24,62.889999,63.16,61.82,62.130001,1695600,55.695324
2013-09-25,62.939999,63.66,62.560001,63.380001,1454100,56.815864
2013-09-26,63.48,63.509998,62.91,63.279999,743200,56.726219
2013-09-27,62.91,63.150002,62.580002,62.77,616800,56.26904
2013-09-30,61.950001,62.66,61.939999,62.32,798700,55.865645
2013-10-01,62.130001,63.209999,62.130001,62.41,952600,55.946324
2013-10-02,62.119999,62.84,61.790001,62.709999,623300,56.215253
2013-10-03,62.669998,62.669998,61.98,62.43,646500,55.964253
2013-10-04,62.43,63.580002,62.080002,63.450001,1017000,56.878614
2013-10-07,62.82,63.029999,62.389999,62.630001,519100,56.14354
2013-10-08,62.450001,62.75,62.0,62.09,944700,55.659466
2013-10-09,62.009998,62.599998,61.630001,62.07,876600,55.641537
2013-10-10,62.689999,63.389999,62.43,63.23,649300,56.681398
2013-10-11,63.080002,63.75,62.639999,63.57,869800,56.986185
2013-10-14,62.990002,63.93,62.970001,63.880001,697800,57.26408
2013-10-15,63.57,63.57,62.759998,63.0,678400,56.475219
2013-10-16,62.470001,63.279999,62.25,63.139999,1245300,56.600719
2013-10-17,63.009998,63.299999,62.07,62.5,1116900,56.027003
2013-10-18,62.939999,63.509998,62.919998,63.150002,976400,56.609685
2013-10-21,63.240002,63.939999,62.959999,63.299999,1041200,56.744148
2013-10-22,63.540001,64.650002,63.470001,64.629997,1449000,57.9364
2013-10-23,64.25,64.25,62.630001,63.23,1865700,56.681398
2013-10-24,62.0,62.009998,60.080002,60.959999,3314300,54.646496
2013-10-25,60.540001,61.560001,60.139999,61.27,1740100,54.924392
2013-10-28,61.299999,63.310001,61.110001,63.009998,2118200,56.484181
2013-10-29,63.150002,63.369999,62.130001,62.59,1534200,56.107682
2013-10-30,62.740002,63.130001,62.43,62.73,1489100,56.233182
2013-10-31,62.689999,63.25,61.880001,61.93,1834100,55.516037
2013-11-01,61.240002,61.32,60.130001,60.27,1715200,54.802252
2013-11-04,60.209999,60.709999,60.060001,60.48,1554700,54.9932
2013-11-05,60.209999,60.450001,59.279999,59.310001,1967000,53.929345
2013-11-06,59.919998,60.639999,59.560001,60.349998,1653000,54.874993
2013-11-07,60.720001,61.110001,60.130001,60.369999,1748500,54.893179
2013-11-08,60.52,61.919998,60.52,61.740002,2084600,56.138894
2013-11-11,61.560001,62.25,61.529999,61.59,1049700,56.0025
2013-11-12,61.400002,61.560001,60.689999,61.029999,915200,55.493303
2013-11-13,60.849998,61.580002,60.52,61.220001,1372200,55.666068
2013-11-14,61.279999,61.650002,60.779999,60.919998,1223000,55.393282
2013-11-15,61.32,61.759998,60.790001,61.419998,1268300,55.847921
2013-11-18,61.619999,61.630001,60.09,60.279999,1208200,54.811344
2013-11-19,60.189999,61.099998,59.779999,60.860001,1388800,55.338727
2013-11-20,60.889999,61.669998,60.799999,61.060001,958200,55.520584
2013-11-21,61.209999,61.259998,60.310001,60.700001,1170900,55.193243
2013-11-22,60.560001,60.970001,60.119999,60.889999,1016700,55.366004
2013-11-25,60.68,60.68,59.220001,59.41,1116900,54.020272
2013-11-26,59.259998,59.549999,58.529999,59.349998,1397800,53.965714
2013-11-27,59.18,60.139999,58.75,59.939999,1148300,54.502188
2013-11-29,60.0,60.779999,59.490002,60.049999,566000,54.60221
2013-12-02,60.169998,60.709999,59.860001,59.919998,1381200,54.484002
2013-12-03,59.490002,60.380001,59.259998,59.740002,1550100,54.320335
2013-12-04,59.610001,60.310001,59.240002,60.240002,1163900,54.774975
2013-12-05,59.93,60.049999,59.200001,59.32,1193500,53.938436
2013-12-06,59.5,59.52,58.509998,58.869999,1481700,53.52926
2013-12-09,58.869999,59.200001,58.299999,58.849998,1232700,53.511074
2013-12-10,58.599998,59.02,58.130001,58.259998,1024800,52.974599
2013-12-11,58.200001,58.299999,56.740002,56.849998,1583500,51.692516
2013-12-12,56.869999,56.900002,55.91,56.400002,1950800,51.283343
2013-12-13,56.43,56.669998,56.009998,56.189999,1218100,51.092392
2013-12-16,56.259998,56.720001,55.880001,56.150002,1092700,51.056023
2013-12-17,56.220001,56.349998,55.639999,56.09,1173100,51.001465
2013-12-18,56.200001,56.200001,55.02,55.91,1769300,50.837795
2013-12-19,55.59,55.75,54.779999,55.619999,2331800,50.574103
2013-12-20,55.099998,56.07,54.82,55.830002,1978900,50.765054
2013-12-23,55.849998,56.040001,55.09,55.389999,2111900,50.364969
2013-12-24,55.360001,56.48,55.16,56.110001,727400,51.019651
2013-12-26,56.290001,56.630001,55.830002,55.93,833600,50.855981
2013-12-27,56.18,56.91,55.990002,56.810001,1343700,51.656147
2013-12-30,56.779999,57.400002,56.299999,56.369999,1111500,51.256062
2013-12-31,56.400002,56.939999,56.16,56.919998,929500,51.756165
2014-01-02,56.799999,57.290001,56.110001,56.119999,1257000,51.028743
2014-01-03,56.279999,56.939999,56.279999,56.470001,1097200,51.346992
2014-01-06,56.700001,56.990002,56.360001,56.709999,1076000,51.565217
2014-01-07,56.529999,56.790001,55.889999,56.700001,1070900,51.556126
2014-01-08,56.700001,56.700001,55.25,55.740002,1610900,50.683219
2014-01-09,55.27,55.68,54.98,55.299999,1162600,50.283134
2014-01-10,55.349998,56.080002,55.330002,55.91,888100,50.837795
2014-01-13,55.580002,55.98,54.439999,54.57,1155600,49.619361
2014-01-14,54.650002,55.52,54.639999,55.25,943800,50.237671
2014-01-15,54.860001,55.290001,54.549999,54.93,1147500,49.946702
2014-01-16,54.619999,54.830002,53.299999,54.32,2079100,49.392041
2014-01-17,54.490002,54.529999,53.740002,54.099998,1116600,49.191998
2014-01-21,54.529999,54.919998,54.049999,54.490002,1006900,49.54662
2014-01-22,54.549999,54.830002,53.939999,54.75,1289100,49.783031
2014-01-23,53.869999,53.98,51.689999,51.880001,3373800,47.173401
2014-01-24,50.810001,51.330002,50.43,51.040001,2345800,46.409607
2014-01-27,51.029999,51.610001,50.630001,51.490002,1694000,46.818783
2014-01-28,51.310001,51.43,50.470001,50.689999,1795000,46.091357
2014-01-29,50.049999,50.09,48.790001,49.16,2130000,44.700161
2014-01-30,49.389999,49.389999,48.59,49.0,2436300,44.554676
2014-01-31,48.27,49.009998,48.209999,48.540001,2234800,44.136409
2014-02-03,48.599998,48.740002,47.299999,47.700001,2100900,43.372614
2014-02-04,47.5,48.169998,47.220001,48.060001,1996600,43.699955
2014-02-05,47.75,47.970001,46.419998,46.509998,2769400,42.29057
2014-02-06,46.790001,47.75,45.540001,47.310001,4399500,43.017996
2014-02-07,47.060001,47.220001,45.240002,46.07,4549700,41.890488
2014-02-10,46.5,47.549999,46.07,46.77,3463700,42.526984
2014-02-11,46.68,47.849998,46.68,47.549999,2266800,43.236221
2014-02-12,47.82,48.209999,47.169998,47.200001,1539200,42.917975
2014-02-13,47.040001,47.619999,46.830002,47.580002,1767600,43.263502
2014-02-14,47.0,47.119999,46.259998,47.040001,1487400,43.573814
2014-02-18,47.540001,47.549999,45.32,46.950001,5044300,43.490446
2014-02-19,47.07,48.48,47.0,47.73,2934300,44.212969
2014-02-20,47.82,48.48,47.810001,48.07,1766000,44.527916
2014-02-21,48.16,48.41,47.880001,48.009998,1699100,44.472336
2014-02-24,48.32,48.990002,48.209999,48.349998,1848800,44.787283
2014-02-25,48.07,48.150002,47.049999,47.990002,3324700,44.453813
2014-02-26,48.009998,48.18,47.279999,47.509998,1903100,44.009179
2014-02-27,47.720001,47.75,46.709999,47.189999,2104500,43.712759
2014-02-28,47.34,47.540001,46.889999,47.299999,2051700,43.814654
2014-03-03,47.150002,47.91,46.790001,46.919998,2078700,43.462654
2014-03-04,47.290001,47.459999,46.630001,46.82,2414200,43.370024
2014-03-05,46.84,47.66,46.68,47.299999,2700800,43.814654
2014-03-06,47.549999,48.029999,47.16,47.959999,1675100,44.426021
2014-03-07,48.049999,48.48,47.689999,48.450001,2499000,44.879917
2014-03-10,48.400002,48.400002,47.380001,47.91,2304600,44.379706
2014-03-11,48.0,48.650002,47.5,47.529999,2110600,44.027706
2014-03-12,47.040001,47.369999,46.07,46.380001,2340900,42.962447
2014-03-13,46.509998,46.509998,43.950001,44.389999,4051400,41.11908
2014-03-14,44.349998,44.77,43.82,44.200001,2978600,40.943082
2014-03-17,44.25,44.52,43.689999,43.91,2065500,40.67445
2014-03-18,43.959999,44.849998,43.959999,44.73,2046900,41.434027
2014-03-19,44.669998,45.540001,44.580002,45.200001,2212400,41.869396
2014-03-20,45.209999,45.970001,45.060001,45.610001,1656700,42.249185
2014-03-21,46.200001,47.240002,45.459999,47.240002,4045100,43.759078
2014-03-24,47.5,47.619999,45.950001,46.09,1978100,42.693815
2014-03-25,46.290001,46.93,45.990002,46.869999,1868400,43.416339
2014-03-26,47.18,47.470001,46.779999,46.82,1765700,43.370024
2014-03-27,46.970001,47.52,46.799999,47.09,1888000,43.620129
2014-03-28,47.360001,47.93,47.009998,47.919998,1377200,44.388968
2014-03-31,48.02,48.869999,47.849998,48.759998,2940600,45.167072
2014-04-01,48.860001,48.950001,47.549999,47.860001,1572500,44.333391
2014-04-02,47.970001,48.669998,47.860001,48.52,1463600,44.944758
2014-04-03,48.599998,48.669998,47.799999,48.34,1465800,44.778022
2014-04-04,48.540001,48.709999,48.119999,48.380001,1212100,44.815075
2014-04-07,48.240002,48.959999,48.110001,48.790001,2497200,45.194864
2014-04-08,48.75,50.299999,48.75,49.759998,2817800,46.093386
2014-04-09,50.18,50.200001,47.259998,47.689999,3562900,44.175916
2014-04-10,47.59,48.689999,47.259998,47.330002,1645900,43.842446
2014-04-11,46.889999,47.040001,45.860001,45.880001,1824700,42.49929
2014-04-14,46.139999,47.599998,45.860001,47.5,2245200,43.999918
2014-04-15,47.509998,48.0,47.049999,47.810001,1485100,44.287076
2014-04-16,48.200001,48.240002,46.799999,47.189999,1999000,43.712759
2014-04-17,47.889999,48.669998,46.720001,48.400002,1962400,44.833602
2014-04-21,48.389999,48.700001,47.889999,48.669998,1133200,45.083703
2014-04-22,48.59,48.91,48.299999,48.639999,1386700,45.055915
2014-04-23,48.48,49.16,48.240002,48.529999,1534300,44.95402
2014-04-24,49.860001,53.650002,49.139999,51.689999,2771200,47.881172
2014-04-25,51.41,54.189999,51.139999,53.5,2208200,49.557802
2014-04-28,54.130001,54.130001,52.57,53.049999,1257600,49.14096
2014-04-29,53.939999,53.950001,53.099998,53.330002,828100,49.40033
2014-04-30,53.400002,55.369999,53.150002,54.610001,1499000,50.586011
2014-05-01,54.299999,54.400002,53.029999,53.66,1223400,49.706012
2014-05-02,53.700001,54.02,53.09,53.240002,933800,49.316962
2014-05-05,51.900002,52.59,51.540001,51.599998,1023900,48.596488
2014-05-06,51.75,52.299999,51.360001,51.970001,973100,48.944954
2014-05-07,52.150002,52.779999,51.66,52.610001,1044300,49.5477
2014-05-08,52.68,53.169998,51.66,51.810001,947700,48.794267
2014-05-09,51.810001,52.299999,50.849998,51.02,1107000,48.05025
2014-05-12,51.200001,51.68,50.459999,51.490002,946500,48.492894
2014-05-13,51.610001,51.919998,51.200001,51.290001,738700,48.304535
2014-05-14,51.349998,51.970001,50.950001,51.009998,645300,48.04083
2014-05-15,50.849998,50.91,49.060001,49.959999,1557200,47.051949
2014-05-16,50.0,50.220001,49.470001,49.84,854600,46.938935
2014-05-19,50.450001,51.150002,49.779999,50.389999,2097800,47.45692
2014-05-20,50.299999,50.450001,49.599998,49.66,706600,46.769412
2014-05-21,49.759998,50.459999,49.669998,50.419998,843500,47.485173
2014-05-22,50.5,51.75,50.5,51.48,1332300,48.483474
2014-05-23,51.349998,51.610001,49.900002,50.419998,2300700,47.485173
2014-05-27,50.549999,51.330002,50.540001,51.290001,1373100,48.304535
2014-05-28,51.360001,51.360001,49.52,50.150002,1614400,47.230892
2014-05-29,51.0,51.540001,50.549999,51.330002,1798300,48.342207
2014-05-30,51.169998,51.59,50.43,51.060001,1199900,48.087923
2014-06-02,51.200001,51.400002,49.849998,49.880001,1259200,46.976607
2014-06-03,49.799999,50.049999,48.919998,49.560001,1765000,46.675234
2014-06-04,49.400002,49.619999,47.709999,47.73,2694800,44.951752
2014-06-05,47.549999,47.849998,46.720001,47.580002,2723500,44.810485
2014-06-06,47.650002,47.869999,46.939999,47.200001,2563100,44.452603
2014-06-09,47.200001,47.66,47.119999,47.299999,1539600,44.546781
2014-06-10,47.25,47.450001,46.860001,46.889999,2018200,44.160646
2014-06-11,46.470001,46.93,46.130001,46.880001,1489000,44.15123
2014-06-12,47.169998,48.779999,47.0,48.77,2386100,45.931217
2014-06-13,48.849998,49.669998,48.5,49.59,1693100,46.703487
2014-06-16,49.380001,49.990002,49.049999,49.77,1052500,46.87301
2014-06-17,49.549999,49.709999,49.049999,49.139999,1279500,46.279679
2014-06-18,49.029999,49.889999,48.720001,49.689999,1266300,46.797664
2014-06-19,49.689999,49.720001,49.130001,49.459999,1021500,46.581053
2014-06-20,49.599998,50.639999,49.599998,50.310001,1729100,47.381578
2014-06-23,50.5,51.0,50.290001,50.369999,895300,47.438084
2014-06-24,50.299999,50.529999,48.619999,48.799999,1264700,45.95947
2014-06-25,48.700001,49.119999,48.509998,49.029999,796200,46.176082
2014-06-26,49.009998,49.009998,47.25,48.189999,1097500,45.384976
2014-06-27,48.099998,49.619999,48.099998,49.549999,1600000,46.665814
2014-06-30,49.470001,49.849998,49.290001,49.630001,991500,46.741159
2014-07-01,49.599998,49.810001,48.900002,49.02,1390300,46.166665
2014-07-02,48.709999,49.509998,48.709999,49.400002,1162800,46.524547
2014-07-03,49.560001,49.950001,49.27,49.470001,571800,46.590473
2014-07-07,49.389999,49.419998,48.459999,48.790001,1511900,45.950053
2014-07-08,48.419998,49.060001,48.310001,48.889999,981800,46.044231
2014-07-09,48.91,49.150002,48.169998,48.400002,868400,45.582755
2014-07-10,47.689999,48.240002,47.25,47.639999,1378900,44.866991
2014-07-11,47.639999,48.099998,47.5,47.75,1151600,44.970588
2014-07-14,48.049999,48.709999,47.91,48.57,763200,45.742858
2014-07-15,48.889999,49.560001,48.509998,49.34,977600,46.468039
2014-07-16,49.48,49.799999,48.91,49.68,1399200,46.788248
2014-07-17,49.82,49.93,49.009998,49.02,1082000,46.166665
2014-07-18,49.360001,49.509998,48.84,48.98,926000,46.128993
2014-07-21,48.849998,49.470001,48.290001,48.959999,771000,46.110156
2014-07-22,49.099998,50.310001,48.41,50.130001,1083900,47.212055
2014-07-23,50.5,50.5,49.799999,50.040001,1070500,47.127294
2014-07-24,48.0,48.5,45.919998,47.869999,4056300,45.083603
2014-07-25,47.560001,48.09,47.360001,47.799999,1221100,45.017677
2014-07-28,47.799999,47.84,46.799999,47.299999,1076100,44.546781
2014-07-29,47.0,47.650002,46.810001,47.360001,935700,44.60329
2014-07-30,47.400002,48.02,46.91,46.970001,1232400,44.235992
2014-07-31,46.77,47.330002,46.369999,46.790001,1877200,44.066469
2014-08-01,47.060001,47.790001,46.810001,47.32,2520400,44.565617
2014-08-04,45.740002,47.18,45.48,47.099998,2437500,45.194114
2014-08-05,46.950001,47.34,46.360001,46.970001,1230400,45.069377
2014-08-06,46.990002,47.07,45.830002,45.880001,1573300,44.023483
2014-08-07,46.139999,46.400002,45.209999,45.650002,1355100,43.802791
2014-08-08,45.790001,46.169998,45.310001,45.540001,1074800,43.697241
2014-08-11,45.759998,46.59,45.57,46.099998,1164000,44.234579
2014-08-12,45.990002,46.150002,44.779999,45.119999,1386500,43.294234
2014-08-13,45.25,45.389999,44.32,44.650002,1278000,42.843255
2014-08-14,44.549999,45.25,44.240002,44.34,988300,42.545798
2014-08-15,44.369999,44.48,43.75,44.330002,1667700,42.536204
2014-08-18,44.310001,44.720001,43.75,43.93,1283000,42.152389
2014-08-19,43.959999,44.200001,43.75,43.91,1311000,42.133198
2014-08-20,43.98,44.150002,43.759998,44.060001,1059400,42.277129
2014-08-21,44.400002,44.599998,43.93,44.0,1097800,42.219556
2014-08-22,44.0,44.060001,43.16,43.209999,1099900,41.461522
2014-08-25,43.299999,43.439999,43.040001,43.220001,981700,41.471119
2014-08-26,43.41,44.860001,43.360001,44.400002,1800200,42.603371
2014-08-27,44.290001,45.080002,44.080002,44.689999,943900,42.881634
2014-08-28,44.66,44.740002,43.529999,43.779999,1443700,42.008457
2014-08-29,43.779999,44.040001,43.529999,43.939999,796200,42.161982
2014-09-02,44.16,44.16,42.849998,42.959999,1426800,41.221638
2014-09-03,43.27,43.470001,42.669998,42.720001,1104900,40.991352
2014-09-04,42.68,42.939999,41.529999,41.709999,1876800,40.022219
2014-09-05,41.540001,41.889999,40.549999,41.860001,3126500,40.166151
2014-09-08,41.599998,41.689999,41.169998,41.330002,1248600,39.657598
2014-09-09,41.200001,41.650002,41.02,41.27,998000,39.600025
2014-09-10,41.209999,41.68,40.610001,41.299999,1686200,39.62881
2014-09-11,41.080002,41.650002,40.759998,41.610001,962800,39.926267
2014-09-12,41.540001,41.540001,39.700001,39.830002,2813600,38.218295
2014-09-15,39.700001,39.959999,39.330002,39.419998,1636700,37.824882
2014-09-16,39.43,40.02,39.18,39.240002,1419500,37.652169
2014-09-17,39.34,39.419998,38.040001,38.540001,3346300,36.980494
2014-09-18,38.650002,38.700001,37.93,38.150002,1790800,36.606275
2014-09-19,38.189999,38.52,37.080002,37.5,4171300,35.982576
2014-09-22,37.5,37.540001,36.900002,37.290001,2565200,35.781074
2014-09-23,37.18,37.959999,37.060001,37.669998,2427700,36.145695
2014-09-24,37.549999,37.580002,36.41,36.549999,2075500,35.071017
2014-09-25,36.5,36.740002,36.040001,36.09,1899000,34.629631
2014-09-26,36.220001,36.77,36.110001,36.380001,1275100,34.907897
2014-09-29,35.970001,36.009998,35.119999,35.169998,2309100,33.746857
2014-09-30,35.040001,35.080002,34.0,34.27,2419300,32.883277
2014-10-01,34.27,34.84,33.400002,33.540001,2086800,32.182817
2014-10-02,33.389999,36.07,33.119999,34.830002,3646400,33.420618
2014-10-03,34.91,35.0,32.709999,33.0,3080600,31.664667
2014-10-06,33.110001,33.939999,32.810001,33.669998,1938400,32.307554
2014-10-07,33.650002,35.599998,33.369999,33.990002,3559500,32.614609
2014-10-08,34.790001,35.209999,33.349998,35.139999,2753900,33.718072
2014-10-09,34.950001,35.98,34.189999,34.709999,3277100,33.305471
2014-10-10,34.610001,36.849998,34.23,35.41,2564400,33.977147
2014-10-13,35.610001,36.84,35.259998,36.330002,1884800,34.859921
2014-10-14,36.459999,39.049999,35.91,37.990002,2310400,36.45275
2014-10-15,38.310001,38.869999,36.77,38.75,2361900,37.181995
2014-10-16,37.52,38.759998,37.52,37.93,2674800,36.395177
2014-10-17,38.619999,39.599998,36.880001,37.029999,2122600,35.531593
2014-10-20,36.91,38.09,36.23,37.779999,1348100,36.251245
2014-10-21,38.57,38.849998,36.73,37.91,1986400,36.375985
2014-10-22,37.689999,38.669998,37.16,37.369999,1444200,35.857835
2014-10-23,39.040001,40.740002,38.419998,39.599998,2582300,37.997599
2014-10-24,39.59,40.189999,38.900002,39.07,1838800,37.489046
2014-10-27,38.0,38.639999,36.970001,38.189999,1693300,36.644654
2014-10-28,38.900002,39.040001,38.150002,38.869999,1727200,37.297138
2014-10-29,39.68,40.0,38.279999,38.779999,1254800,37.21078
2014-10-30,38.419998,39.23,37.490002,38.650002,713400,37.086043
2014-10-31,38.880001,38.919998,36.400002,37.709999,1712000,36.184078
2014-11-03,36.560001,36.669998,34.580002,34.720001,2229800,34.106454
2014-11-04,34.09,34.169998,33.029999,33.5,2722200,32.908012
2014-11-05,33.66,35.889999,33.369999,35.43,2344400,34.803907
2014-11-06,35.099998,36.66,34.849998,36.650002,1916700,36.002349
2014-11-07,36.389999,39.310001,36.299999,38.740002,2188100,38.055416
2014-11-10,39.209999,39.580002,36.790001,37.470001,2146100,36.807858
2014-11-11,37.439999,37.970001,36.189999,36.639999,1374700,35.992523
2014-11-12,36.23,36.759998,35.790001,35.84,1092300,35.206661
2014-11-13,35.740002,35.919998,34.189999,35.279999,1599800,34.656556
2014-11-14,35.540001,36.119999,35.049999,35.810001,1377900,35.177193
2014-11-17,35.66,36.57,34.84,36.169998,1190000,35.530828
2014-11-18,36.209999,36.5,35.259998,35.310001,830300,34.686028
2014-11-19,35.299999,35.529999,34.619999,35.389999,1513400,34.764613
2014-11-20,35.540001,36.549999,35.299999,36.220001,1331800,35.579947
2014-11-21,36.939999,37.529999,36.400002,37.150002,1319300,36.493513
2014-11-24,36.869999,37.310001,36.169998,36.779999,1097600,36.130049
2014-11-25,36.900002,36.939999,35.330002,36.16,1952600,35.521006
2014-11-26,35.240002,35.240002,32.16,32.220001,4408800,31.650632
2014-11-28,31.110001,31.780001,29.360001,29.370001,2749200,28.850995
2014-12-01,29.09,30.549999,29.0,30.5,4555700,29.961026
2014-12-02,29.99,31.309999,29.41,30.35,3379400,29.813677
2014-12-03,30.65,31.639999,30.440001,31.440001,2306000,30.884415
2014-12-04,31.27,31.93,30.08,30.08,2594200,29.548448
2014-12-05,30.17,30.799999,29.6,29.91,2673400,29.381452
2014-12-08,29.43,30.35,29.34,30.32,3056200,29.784206
2014-12-09,30.110001,33.27,30.110001,32.759998,3285500,32.181087
2014-12-10,32.290001,33.700001,31.370001,32.82,2546500,32.240028
2014-12-11,33.450001,35.880001,33.25,33.93,2434400,33.330414
2014-12-12,33.369999,34.919998,33.0,33.400002,2255500,32.809781
2014-12-15,33.91,35.599998,33.91,35.27,1791400,34.646734
2014-12-16,35.099998,38.130001,35.02,36.380001,2446000,35.73712
2014-12-17,37.200001,39.389999,37.09,38.099998,3390700,37.426722
2014-12-18,39.380001,39.799999,37.200001,38.790001,2142900,38.104532
2014-12-19,39.400002,39.849998,38.34,39.0,3503500,38.31082
2014-12-22,38.669998,39.290001,36.599998,38.759998,1331300,38.075059
2014-12-23,39.0,40.0,38.66,39.279999,1568000,38.585871
2014-12-24,38.810001,39.740002,38.02,38.66,552700,37.976828
2014-12-26,39.52,39.52,37.75,38.43,708800,37.750893
2014-12-29,38.619999,39.419998,38.040001,38.779999,928600,38.094706
2014-12-30,38.5,39.139999,37.02,38.080002,1441000,37.407079
2014-12-31,37.709999,37.950001,36.369999,36.709999,1395200,36.061286
2015-01-02,36.41,37.490002,35.869999,37.23,865000,36.572098
2015-01-05,36.049999,36.619999,33.950001,33.990002,1648800,33.389355
2015-01-06,33.650002,34.650002,33.369999,33.93,2793000,33.330414
2015-01-07,34.419998,34.540001,32.66,33.279999,1257100,32.691898
2015-01-08,33.299999,33.580002,32.509998,32.950001,1419700,32.367732
2015-01-09,32.939999,33.490002,32.09,33.400002,1248300,32.809781
2015-01-12,32.91,33.279999,30.91,32.18,1829000,31.611338
2015-01-13,32.34,33.52,32.099998,33.080002,1496300,32.495436
2015-01-14,32.970001,33.5,30.950001,32.240002,3144000,31.670279
