Date,Open_DD,High_DD,Low_DD,Close_DD,Volume_DD,AdjClose_DD
2013-06-14,53.089999,53.699998,52.16,52.680001,11879700,46.169673
2013-06-17,52.979997,53.939998,52.969999,53.699998,7871800,47.063616
2013-06-18,53.97,54.069997,53.699998,54.019998,5614200,47.34407
2013-06-19,53.97,54.299999,53.459998,53.47,6717100,46.862042
2013-06-20,52.759997,53.129999,52.36,52.589999,9391300,46.090794
2013-06-21,53.049999,53.129999,52.279996,52.909999,12803600,46.371247
2013-06-24,52.520001,53.009995,52.02,52.659997,8370400,46.152141
2013-06-25,53.099997,53.119997,52.389998,52.880001,5125700,46.344957
2013-06-26,53.259997,53.669996,52.729999,53.529996,4943800,46.914624
2013-06-27,53.849996,54.099999,53.39,53.57,4406400,46.949684
2013-06-28,53.47,53.539998,52.489998,52.5,8161300,46.011918
2013-07-01,52.24,53.319998,52.04,52.720001,4574900,46.20473
2013-07-02,52.689999,53.040001,52.279996,52.540001,3704900,46.046974
2013-07-03,52.569999,52.589999,52.189998,52.4,2414700,45.924276
2013-07-05,52.639997,53.049999,52.459996,52.999997,3626800,46.450123
2013-07-08,53.49,53.869996,53.419998,53.759998,3392800,47.116202
2013-07-09,53.889996,53.999998,53.61,53.91,4855600,47.247666
2013-07-10,53.97,54.179999,53.63,53.919998,4533700,47.256429
2013-07-11,54.619999,54.790001,54.130001,54.539999,4565800,47.799808
2013-07-12,54.569997,54.619999,54.059999,54.409997,3446000,47.685872
2013-07-15,54.470001,54.830002,54.359999,54.630001,3074700,47.878688
2013-07-16,54.679999,54.739999,54.099999,54.379999,3618400,47.659581
2013-07-17,54.709997,57.679999,54.679999,57.249997,18253000,50.174897
2013-07-18,56.939998,57.879999,56.93,57.470001,10968800,50.367713
2013-07-19,57.389997,57.389997,56.899998,57.139999,5808900,50.078493
2013-07-22,56.979998,57.450001,56.91,57.169997,5745000,50.104784
2013-07-23,59.719998,60.399999,56.999998,57.119998,15577500,50.060965
2013-07-24,56.93,57.499999,56.499998,57.379999,6427700,50.288833
2013-07-25,57.029996,57.689997,57.009996,57.589997,4355300,50.47288
2013-07-26,57.389997,57.679999,57.11,57.659999,3947000,50.534231
2013-07-29,57.330001,57.659999,57.119998,57.539999,3365700,50.42906
2013-07-30,57.709997,57.810001,57.159999,57.679999,4537200,50.551759
2013-07-31,57.849997,58.740001,57.610001,57.689997,6229300,50.560521
2013-08-01,58.229998,58.609998,58.099996,58.449998,4707500,51.2266
2013-08-02,59.839998,60.179998,59.339997,59.919998,12654800,52.514933
2013-08-05,59.719998,59.95,59.299997,59.59,5077000,52.225717
2013-08-06,59.580002,59.73,59.040001,59.200001,4117800,51.883915
2013-08-07,59.139997,59.779998,59.049999,59.599998,4289600,52.234479
2013-08-08,59.91,60.15,59.309999,59.759998,4075700,52.374706
2013-08-09,59.659998,59.979998,59.289999,59.740002,3690000,52.357181
2013-08-12,59.560002,59.979998,59.289999,59.879998,4916800,52.479876
2013-08-13,59.849996,59.97,59.060001,59.709996,4103400,52.727128
2013-08-14,59.73,59.83,59.200001,59.369999,3898600,52.426893
2013-08-15,58.889999,58.929999,58.369998,58.740001,4181700,51.87057
2013-08-16,58.659996,58.849999,58.16,58.279996,3951000,51.464362
2013-08-19,58.129998,58.299996,57.470001,57.529997,3852900,50.802072
2013-08-20,57.419995,57.810001,57.310001,57.529997,2859000,50.802072
2013-08-21,57.399999,57.619999,57.059998,57.150001,3072900,50.466515
2013-08-22,57.319999,57.639999,57.169997,57.549997,2066900,50.819733
2013-08-23,57.559999,58.0,57.339999,57.9,2816200,51.128804
2013-08-26,57.849997,58.16,57.549997,57.569997,2781300,50.837395
2013-08-27,56.919998,57.239999,56.639998,56.75,3196400,50.113293
2013-08-28,56.580002,56.939998,56.259997,56.79,4018500,50.148615
2013-08-29,56.639998,56.919998,56.499998,56.659998,2532100,50.033816
2013-08-30,56.689996,56.859998,56.45,56.619998,3341800,49.998494
2013-09-03,57.069996,57.330001,56.089999,56.39,4132700,49.795393
2013-09-04,56.229999,57.549997,56.229999,57.229997,4303000,50.537156
2013-09-05,57.650001,57.859999,57.199999,57.610001,3168200,50.87272
2013-09-06,57.699999,57.990002,56.529996,57.11,5453400,50.431193
2013-09-09,57.349997,57.830001,57.349997,57.499999,3868700,50.775582
2013-09-10,57.96,58.439996,57.650001,58.04,4021100,51.252432
2013-09-11,58.2,58.829999,58.089998,58.829999,3288800,51.950044
2013-09-12,58.929999,58.959997,57.659999,58.06,4741100,51.270093
2013-09-13,58.24,59.019997,58.169998,58.880001,3477100,51.994198
2013-09-16,59.740002,59.839998,59.240001,59.699998,4508000,52.718299
2013-09-17,59.639998,59.919998,59.289999,59.619998,4549100,52.647655
2013-09-18,59.479998,60.569997,59.119997,60.439999,5670600,53.37176
2013-09-19,60.439999,60.859999,60.270001,60.330001,3466300,53.274626
2013-09-20,60.379999,60.739999,59.419997,59.419997,9469100,52.471044
2013-09-23,59.49,59.879998,59.249999,59.409999,2514700,52.462215
2013-09-24,59.409999,59.91,59.179997,59.319997,2629200,52.382739
2013-09-25,59.229999,59.73,59.200001,59.319997,2666900,52.382739
2013-09-26,59.319997,59.79,59.220001,59.509996,2812800,52.550517
2013-09-27,59.229999,59.380001,58.939997,59.009995,2486100,52.10899
2013-09-30,58.369998,58.880001,58.24,58.56,3257900,51.711621
2013-10-01,58.569998,58.709999,58.2,58.689999,2762200,51.826416
2013-10-02,58.34,59.040001,58.289998,58.989999,3485200,52.091332
2013-10-03,58.700001,58.880001,57.719999,57.759995,4372100,51.005173
2013-10-04,57.749997,58.720001,57.499999,58.649998,2363800,51.791094
2013-10-07,58.099996,58.749999,57.889997,58.109998,2769000,51.314244
2013-10-08,58.0,58.0,57.039998,57.069996,3818800,50.395867
2013-10-09,57.139999,57.169997,56.459998,56.939998,4266800,50.281072
2013-10-10,57.579999,58.330002,57.409997,58.289998,3233100,51.473194
2013-10-11,58.36,58.479996,57.470001,57.929998,4694100,51.155294
2013-10-14,57.479999,58.429998,57.479999,58.36,3467700,51.53501
2013-10-15,58.2,58.700001,58.029998,58.14,3338500,51.340738
2013-10-16,58.569998,59.279997,58.299996,59.060001,3298200,52.153148
2013-10-17,59.109999,59.659998,58.869999,59.639998,2717800,52.665316
2013-10-18,59.819998,59.869996,59.329999,59.619998,3890000,52.647655
2013-10-21,59.459998,59.619998,59.119997,59.459998,3181000,52.506366
2013-10-22,59.819998,60.379999,59.329999,60.169996,6020500,53.133333
2013-10-23,60.399999,60.549997,59.899998,60.219999,4205900,53.177488
2013-10-24,60.229997,61.58,59.999998,61.38,7052300,54.201831
2013-10-25,62.57,62.689996,61.419996,61.900001,9290900,54.66102
2013-10-28,61.889999,61.900001,61.330002,61.56,3908300,54.360781
2013-10-29,61.599996,61.740001,61.330002,61.479996,3473100,54.290133
2013-10-30,61.459996,61.720001,60.659999,61.02,3921800,53.883932
2013-10-31,61.0,61.829999,60.909997,61.2,4580700,54.042882
2013-11-01,61.14,61.569998,60.839999,61.089998,4337000,53.945744
2013-11-04,60.229997,60.749997,59.709996,60.310001,13389900,53.256965
2013-11-05,59.83,60.399999,59.759998,60.299999,5580600,53.248132
2013-11-06,60.439999,60.830001,60.199999,60.769997,3593000,53.663166
2013-11-07,61.049998,61.459996,60.709997,60.849997,5742500,53.733811
2013-11-08,60.779995,61.999997,60.619999,61.999997,5266800,54.749322
2013-11-11,61.939997,62.089999,61.740001,62.089999,3019900,54.828799
2013-11-12,61.969999,62.339997,61.769999,62.049999,5160200,54.793476
2013-11-13,61.369998,61.54,60.369997,60.939995,7047200,54.206401
2013-11-14,61.68,61.799997,61.279996,61.789999,5411900,54.962482
2013-11-15,61.789999,62.119997,61.569998,62.109999,7715900,55.247124
2013-11-18,62.089999,62.240001,61.619996,61.7,4688700,54.882429
2013-11-19,61.729999,61.819997,61.269998,61.489998,3804200,54.695631
2013-11-20,61.599996,61.599996,60.589997,60.790001,4122700,54.07298
2013-11-21,61.029998,61.609998,60.970002,61.599996,3015300,54.793475
2013-11-22,61.58,61.720001,61.279996,61.7,3125800,54.882429
2013-11-25,61.999997,62.189995,61.38,61.58,3972000,54.775688
2013-11-26,61.609998,61.740001,61.16,61.32,2261700,54.544417
2013-11-27,61.5,61.809999,61.299996,61.54,1682900,54.740108
2013-11-29,61.589998,61.799997,61.34,61.38,1422400,54.597787
2013-12-02,61.759997,62.240001,61.589998,61.740001,2986900,54.918009
2013-12-03,61.449998,61.5,60.319999,60.499999,5284100,53.815022
2013-12-04,60.199999,60.599995,59.879998,60.259999,3504400,53.601541
2013-12-05,60.159998,60.559999,59.97,60.11,2659200,53.468116
2013-12-06,60.619999,61.369998,60.579999,61.34,2843700,54.562207
2013-12-09,61.479996,61.599996,61.089998,61.389998,2540200,54.60668
2013-12-10,61.249998,61.629998,61.109998,61.439996,3528100,54.651154
2013-12-11,61.7,61.7,60.199999,60.290001,4128300,53.628228
2013-12-12,60.219999,60.409997,59.849996,59.95,2842000,53.325796
2013-12-13,60.159998,60.399999,59.959998,60.239999,2873200,53.58375
2013-12-16,60.519999,61.169998,60.519999,60.839999,4556200,54.117454
2013-12-17,60.669997,61.409998,60.409997,61.18,3782200,54.419886
2013-12-18,61.4,62.189995,60.619999,62.189995,4377400,55.318281
2013-12-19,61.849999,62.740002,61.779997,62.709996,4506400,55.780824
2013-12-20,62.759998,62.979998,62.319997,62.55,6167400,55.638507
2013-12-23,62.889996,62.97,62.560002,62.740002,3192300,55.807515
2013-12-24,62.719998,63.849997,62.709996,63.830001,1853500,56.777074
2013-12-26,63.999999,64.279996,63.779995,64.249998,2397200,57.150663
2013-12-27,64.44,64.459996,63.919995,64.249998,2148000,57.150663
2013-12-30,64.26,64.699996,64.12,64.649998,2307000,57.506465
2013-12-31,64.709998,64.999997,64.389998,64.969999,2987800,57.791107
2014-01-02,64.239996,64.54,63.669997,63.709997,4206600,56.67033
2014-01-03,63.779995,64.190002,63.549997,63.779995,2953000,56.732593
2014-01-06,63.939995,63.939995,62.869996,62.959998,3884800,56.003202
2014-01-07,63.079998,63.199998,62.099997,62.329999,6426200,55.442816
2014-01-08,62.459997,63.219998,62.080001,63.13,5480200,56.15442
2014-01-09,63.990001,64.239996,63.249996,63.939995,6978000,56.874914
2014-01-10,63.819999,64.069998,63.099998,63.539999,3949400,56.519116
2014-01-13,63.039998,63.459999,62.499998,62.659998,3757600,55.736351
2014-01-14,62.759998,63.669997,62.669996,63.549997,3260700,56.528009
2014-01-15,63.539999,63.830001,63.419995,63.729997,3504900,56.68812
2014-01-16,63.650001,64.199996,63.310001,63.990001,2998200,56.919395
2014-01-17,64.129998,64.370002,63.650001,64.019995,3894100,56.946075
2014-01-21,64.519996,64.999997,63.569997,63.729997,5113600,56.68812
