Date,Open_COL,High_COL,Low_COL,Close_COL,Volume_COL,AdjClose_COL
2013-12-26,73.919998,74.269997,73.550003,74.040001,171300,71.306615
2013-12-27,74.209999,74.43,73.879997,74.0,224800,71.268091
2013-12-30,74.110001,74.209999,73.540001,73.779999,266400,71.056212
2013-12-31,73.790001,74.220001,73.57,73.919998,316800,71.191043
2014-01-02,74.0,74.0,72.949997,73.110001,731200,70.410949
2014-01-03,73.080002,73.879997,73.059998,73.809998,567200,71.085103
2014-01-06,74.790001,76.620003,74.32,75.669998,2243500,72.876437
2014-01-07,75.75,76.059998,75.589996,75.779999,890900,72.982377
2014-01-08,75.779999,76.199997,75.019997,76.010002,1068900,73.203889
2014-01-09,76.25,76.639999,75.709999,76.190002,429800,73.377244
2014-01-10,76.25,76.370003,75.739998,75.980003,873700,73.174997
2014-01-13,75.779999,76.209999,75.080002,75.139999,806300,72.366004
2014-01-14,75.519997,76.110001,74.870003,76.110001,931400,73.300195
2014-01-15,76.129997,76.559998,75.709999,75.989998,835100,73.184623
2014-01-16,76.040001,77.230003,75.860001,77.050003,1071600,74.205495
2014-01-17,77.370003,78.360001,77.32,77.580002,2003300,74.715928
2014-01-21,78.0,79.57,76.809998,78.220001,1975700,75.3323
2014-01-22,78.75,79.400002,77.339996,79.190002,1575400,76.266491
2014-01-23,79.089996,79.589996,78.839996,79.290001,1265100,76.362798
2014-01-24,78.459999,78.550003,77.059998,77.07,1159800,74.224754
2014-01-27,77.050003,77.599998,76.339996,76.599998,990300,73.772104
2014-01-28,76.620003,76.730003,75.779999,76.370003,833900,73.550599
2014-01-29,75.470001,75.760002,74.940002,75.419998,1036300,72.635666
2014-01-30,76.019997,76.190002,75.540001,75.970001,693100,73.165365
2014-01-31,74.940002,76.209999,74.760002,75.559998,940500,72.770497
2014-02-03,75.669998,75.959999,74.529999,74.57,1822800,71.817048
2014-02-04,74.790001,75.019997,73.510002,74.82,1332200,72.057818
2014-02-05,74.349998,75.0,73.760002,74.910004,848900,72.1445
2014-02-06,75.739998,76.139999,75.0,76.099998,1138300,73.585261
2014-02-07,76.290001,77.209999,76.290001,77.18,644800,74.629574
2014-02-10,77.010002,77.449997,76.599998,76.82,953200,74.28147
2014-02-11,76.830002,77.419998,76.610001,77.019997,675200,74.474858
2014-02-12,77.32,77.860001,77.199997,77.559998,807700,74.997014
2014-02-13,77.050003,77.839996,76.839996,77.839996,488700,75.26776
2014-02-14,77.769997,78.529999,77.489998,78.519997,723400,75.92529
2014-02-18,78.440002,78.940002,78.110001,78.75,958400,76.147693
2014-02-19,78.739998,80.089996,78.559998,78.800003,1073000,76.196043
2014-02-20,78.940002,81.18,78.860001,80.980003,1355900,78.304005
2014-02-21,81.0,82.379997,80.980003,81.970001,1305100,79.261288
2014-02-24,81.690002,83.800003,81.57,82.82,1236100,80.083199
2014-02-25,82.480003,82.93,82.059998,82.419998,1086500,79.696415
2014-02-26,82.57,83.0,81.910004,81.970001,883700,79.261288
2014-02-27,82.269997,82.489998,81.629997,82.470001,584700,79.744766
2014-02-28,82.599998,83.169998,81.989998,82.540001,611900,79.812452
2014-03-03,82.019997,83.07,81.779999,82.769997,680000,80.034848
2014-03-04,83.25,83.959999,83.040001,83.470001,912000,80.711721
2014-03-05,83.730003,84.059998,82.800003,83.010002,958600,80.266922
2014-03-06,83.160004,83.339996,82.07,82.349998,919600,79.628729
2014-03-07,82.769997,82.93,80.910004,82.18,1423000,79.464348
2014-03-10,81.839996,81.900002,81.199997,81.699997,599400,79.000206
2014-03-11,81.769997,81.919998,80.480003,80.660004,642200,77.99458
2014-03-12,80.360001,80.459999,79.739998,80.269997,1323900,77.617461
2014-03-13,80.540001,80.93,79.279999,79.650002,703800,77.017953
2014-03-14,79.459999,80.379997,79.459999,79.699997,662700,77.066297
2014-03-17,80.029999,80.800003,79.93,80.68,621900,78.013916
2014-03-18,80.830002,81.199997,80.669998,80.940002,472300,78.265326
2014-03-19,81.0,81.389999,79.459999,80.019997,395500,77.375722
2014-03-20,80.019997,80.25,79.629997,80.169998,452000,77.520767
2014-03-21,81.080002,81.300003,80.239998,80.410004,1187100,77.752841
2014-03-24,80.57,80.720001,79.739998,80.040001,616700,77.395065
2014-03-25,80.730003,80.970001,79.809998,80.269997,1064700,77.617461
2014-03-26,80.699997,80.779999,78.93,78.959999,638000,76.350752
2014-03-27,78.959999,79.110001,78.290001,78.529999,587600,75.934961
2014-03-28,78.730003,79.459999,78.650002,79.010002,385300,76.399103
2014-03-31,79.610001,79.809998,79.050003,79.669998,802000,77.037289
2014-04-01,79.849998,80.489998,79.459999,80.459999,427500,77.801185
2014-04-02,80.540001,80.959999,80.309998,80.860001,454600,78.187968
2014-04-03,81.029999,81.160004,80.349998,80.889999,364100,78.216975
2014-04-04,81.400002,81.470001,79.260002,79.43,507200,76.805222
2014-04-07,79.360001,79.709999,77.949997,78.169998,457100,75.586857
2014-04-08,78.139999,78.209999,76.690002,77.940002,423000,75.364462
2014-04-09,78.300003,78.989998,77.970001,78.940002,520100,76.331416
2014-04-10,78.699997,78.910004,76.790001,76.790001,576700,74.252462
2014-04-11,76.540001,77.190002,76.080002,76.080002,726100,73.565925
2014-04-14,76.730003,77.07,75.970001,76.790001,589300,74.252462
2014-04-15,76.709999,77.5,76.019997,77.43,590300,74.871313
2014-04-16,77.980003,78.919998,77.449997,78.57,983000,75.97364
2014-04-17,78.379997,80.529999,78.199997,79.470001,1326600,76.843901
2014-04-21,79.599998,79.949997,78.760002,79.129997,578300,76.515133
2014-04-22,79.220001,79.580002,78.199997,78.230003,770600,75.644879
2014-04-23,78.190002,78.790001,77.75,78.290001,507700,75.702894
2014-04-24,78.419998,78.559998,76.919998,77.760002,534600,75.190409
2014-04-25,77.610001,77.610001,76.519997,76.599998,530500,74.068738
2014-04-28,76.989998,77.370003,75.790001,76.699997,867200,74.165432
2014-04-29,77.120003,77.589996,76.75,77.010002,532100,74.465193
2014-04-30,76.949997,77.860001,76.760002,77.650002,817000,75.084044
2014-05-01,77.599998,78.610001,77.190002,78.07,584300,75.490163
2014-05-02,78.080002,78.82,77.870003,77.93,558100,75.35479
2014-05-05,77.720001,79.57,77.529999,79.379997,1059700,76.756872
2014-05-06,79.089996,79.589996,78.150002,78.300003,591100,75.712566
2014-05-07,78.540001,79.860001,77.959999,79.809998,1005200,77.172662
2014-05-08,79.550003,79.699997,78.690002,79.0,664600,76.677655
2014-05-09,78.860001,79.220001,78.370003,78.980003,426900,76.658246
2014-05-12,79.379997,79.959999,79.379997,79.900002,655100,77.551199
2014-05-13,79.989998,80.239998,79.650002,79.790001,608200,77.444432
2014-05-14,79.800003,79.830002,78.510002,78.610001,422200,76.29912
2014-05-15,78.379997,78.449997,77.32,77.519997,803900,75.241159
2014-05-16,77.349998,77.599998,76.339996,77.419998,1537700,75.1441
2014-05-19,77.230003,78.220001,77.010002,77.360001,527000,75.085866
2014-05-20,77.169998,77.260002,75.839996,76.07,769000,73.833787
2014-05-21,76.260002,76.769997,76.199997,76.599998,574600,74.348206
2014-05-22,76.610001,76.949997,76.239998,76.580002,558700,74.328797
2014-05-23,76.800003,76.970001,76.459999,76.809998,580000,74.552032
2014-05-27,77.010002,77.300003,76.669998,77.239998,635600,74.969391
2014-05-28,77.239998,78.300003,77.239998,77.610001,601200,75.328517
2014-05-29,77.989998,78.82,77.690002,78.669998,788700,76.357354
2014-05-30,78.470001,79.220001,78.440002,79.040001,801700,76.71648
2014-06-02,79.019997,79.349998,78.449997,79.300003,548100,76.968839
2014-06-03,79.089996,79.389999,78.510002,79.029999,506700,76.706772
2014-06-04,78.870003,79.150002,78.779999,79.059998,312200,76.735889
2014-06-05,79.059998,80.0,78.870003,79.900002,645800,77.551199
2014-06-06,79.900002,80.110001,79.720001,79.889999,686900,77.541491
2014-06-09,79.82,80.480003,79.580002,80.260002,939600,77.900617
2014-06-10,80.099998,80.339996,79.589996,80.199997,540300,77.842376
2014-06-11,79.760002,79.769997,79.290001,79.629997,382000,77.289132
2014-06-12,79.400002,79.580002,78.660004,78.860001,560300,76.541771
2014-06-13,78.879997,79.43,78.790001,79.370003,334200,77.036781
2014-06-16,79.309998,79.75,79.25,79.5,294800,77.162957
2014-06-17,79.199997,79.720001,79.0,79.690002,433200,77.347374
2014-06-18,79.739998,79.830002,78.949997,79.690002,469400,77.347374
2014-06-19,79.559998,79.769997,79.089996,79.75,344100,77.405607
2014-06-20,79.75,80.559998,79.75,80.459999,1159100,78.094735
2014-06-23,80.339996,80.459999,79.370003,79.470001,551000,77.13384
2014-06-24,79.139999,79.220001,77.959999,78.059998,597900,75.765286
2014-06-25,77.870003,78.480003,77.870003,78.410004,414900,76.105003
2014-06-26,78.440002,78.559998,77.839996,78.32,365800,76.017644
2014-06-27,78.220001,78.5,77.900002,78.239998,831700,75.939994
2014-06-30,78.199997,78.349998,77.730003,78.139999,518700,75.842936
2014-07-01,78.349998,79.489998,77.980003,79.239998,562200,76.910598
2014-07-02,79.120003,79.349998,78.690002,78.93,446300,76.609713
2014-07-03,78.949997,79.419998,78.760002,79.269997,351100,76.939715
2014-07-07,79.029999,79.510002,78.699997,79.269997,540000,76.939715
2014-07-08,79.269997,79.269997,78.059998,78.330002,497700,76.027353
2014-07-09,78.739998,78.889999,78.239998,78.720001,325700,76.405887
2014-07-10,78.040001,79.0,77.839996,78.550003,226200,76.240886
2014-07-11,78.589996,79.349998,78.199997,79.209999,406500,76.881481
2014-07-14,79.43,79.75,78.980003,79.110001,464100,76.784422
2014-07-15,79.0,79.949997,78.910004,79.400002,608600,77.065898
2014-07-16,79.639999,79.860001,79.059998,79.529999,525300,77.192074
2014-07-17,79.010002,79.540001,78.760002,78.779999,840600,76.464121
2014-07-18,79.029999,79.790001,78.669998,79.769997,554800,77.425016
2014-07-21,79.669998,80.480003,79.589996,80.43,960300,78.065618
2014-07-22,80.550003,80.550003,77.410004,77.970001,1945400,75.677935
2014-07-23,77.870003,77.879997,77.150002,77.489998,859300,75.212042
2014-07-24,77.279999,77.720001,76.889999,77.0,1015700,74.736449
2014-07-25,76.790001,76.910004,75.209999,75.639999,798100,73.416428
2014-07-28,75.5,75.68,74.550003,75.199997,635100,72.98936
2014-07-29,75.059998,75.089996,74.190002,74.220001,689700,72.038173
2014-07-30,74.629997,74.779999,73.309998,74.010002,1151200,71.834347
2014-07-31,73.360001,73.68,72.910004,73.269997,1565000,71.116095
2014-08-01,73.309998,73.970001,72.980003,73.519997,739100,71.358746
2014-08-04,73.580002,73.580002,72.82,73.349998,492900,71.193745
2014-08-05,73.220001,73.940002,72.779999,72.959999,595500,70.815211
2014-08-06,72.449997,72.690002,71.889999,72.43,866000,70.300792
2014-08-07,72.599998,72.800003,72.089996,72.239998,594700,70.408001
2014-08-08,72.25,73.550003,72.050003,73.410004,636400,71.548336
2014-08-11,73.650002,74.190002,73.470001,73.639999,463100,71.772499
2014-08-12,73.449997,74.029999,73.25,73.650002,602400,71.782247
2014-08-13,73.769997,75.0,73.769997,74.839996,535200,72.942064
2014-08-14,74.709999,75.309998,74.589996,74.599998,739700,72.708152
2014-08-15,74.919998,75.080002,73.889999,74.190002,2431200,72.308554
2014-08-18,74.900002,75.339996,74.760002,75.309998,718900,73.400146
2014-08-19,75.459999,75.860001,75.239998,75.730003,401800,73.8095
2014-08-20,75.830002,77.279999,75.610001,77.190002,1128500,75.232474
2014-08-21,77.370003,77.559998,76.800003,76.870003,460100,74.92059
2014-08-22,76.660004,77.029999,76.449997,76.75,469600,74.80363
2014-08-25,76.959999,77.160004,76.809998,77.029999,535600,75.076528
2014-08-26,77.129997,77.370003,76.790001,76.989998,607100,75.037542
2014-08-27,77.059998,77.32,76.82,76.980003,357700,75.027801
2014-08-28,76.699997,77.040001,76.43,76.910004,311800,74.959576
2014-08-29,77.019997,77.269997,76.760002,76.980003,505100,75.027801
2014-09-02,76.970001,77.330002,76.32,76.470001,614200,74.530732
2014-09-03,76.970001,77.099998,76.620003,76.730003,440300,74.784141
2014-09-04,76.82,77.260002,76.370003,76.519997,527500,74.57946
2014-09-05,76.540001,77.07,76.260002,76.989998,394500,75.037542
2014-09-08,76.790001,77.239998,76.339996,76.889999,716800,74.940079
2014-09-09,76.690002,77.120003,76.620003,76.769997,355000,74.82312
2014-09-10,76.660004,77.010002,76.459999,76.75,510400,74.80363
2014-09-11,76.610001,77.07,76.449997,76.940002,574500,74.988814
2014-09-12,77.0,77.0,76.419998,76.849998,504400,74.901093
2014-09-15,76.790001,76.919998,76.489998,76.910004,729000,74.959576
2014-09-16,76.900002,77.5,76.360001,77.230003,433800,75.271461
2014-09-17,77.260002,77.75,76.989998,77.309998,369700,75.349426
2014-09-18,77.360001,77.889999,77.309998,77.800003,629200,75.827005
2014-09-19,78.410004,81.900002,78.309998,79.93,2797900,77.902986
2014-09-22,79.879997,80.169998,79.32,79.360001,873900,77.347441
2014-09-23,78.849998,79.150002,78.25,78.489998,687000,76.499502
2014-09-24,78.360001,79.309998,78.360001,78.989998,757700,76.986822
2014-09-25,78.980003,78.989998,77.919998,78.139999,646000,76.158379
2014-09-26,77.879997,78.809998,77.790001,78.720001,605400,76.723672
2014-09-29,78.190002,79.199997,78.110001,78.93,562500,76.928346
2014-09-30,78.970001,79.190002,78.209999,78.5,510000,76.50925
2014-10-01,78.139999,78.5,76.559998,76.860001,672300,74.910841
2014-10-02,76.660004,77.099998,76.010002,76.57,525500,74.628195
2014-10-03,77.07,77.550003,76.699997,77.349998,349100,75.388413
2014-10-06,77.779999,78.099998,77.110001,77.290001,531600,75.329937
2014-10-07,76.980003,77.139999,75.919998,75.940002,587900,74.014174
2014-10-08,75.849998,76.480003,75.529999,76.25,1454000,74.31631
2014-10-09,76.209999,76.300003,74.739998,74.989998,746700,73.088261
2014-10-10,75.220001,75.449997,74.610001,74.82,1045100,72.922574
2014-10-13,74.940002,75.379997,73.419998,73.480003,766800,71.61656
2014-10-14,73.68,75.0,73.43,74.300003,812300,72.415765
2014-10-15,73.580002,74.559998,72.349998,74.099998,1086200,72.220832
2014-10-16,73.129997,74.760002,72.970001,74.230003,1593600,72.34754
2014-10-17,75.110001,77.120003,75.0,76.25,1495400,74.31631
2014-10-20,75.989998,76.660004,75.980003,76.599998,648200,74.657433
2014-10-21,77.169998,78.160004,76.830002,78.150002,1159100,76.168128
2014-10-22,78.389999,78.699997,77.339996,77.370003,967700,75.40791
2014-10-23,78.0,78.629997,77.970001,78.190002,1056900,76.207114
2014-10-24,78.300003,79.169998,78.120003,79.120003,747500,77.11353
2014-10-27,79.07,80.32,79.029999,80.220001,959600,78.185632
2014-10-28,80.82,82.18,80.75,82.019997,1048300,79.93998
2014-10-29,82.010002,82.410004,81.660004,82.239998,706100,80.154402
2014-10-30,81.830002,83.220001,81.610001,82.910004,677200,80.807417
2014-10-31,84.610001,84.949997,83.68,84.150002,2167700,82.015969
2014-11-03,84.370003,84.93,84.050003,84.160004,1715200,82.025717
2014-11-04,84.160004,84.849998,84.059998,84.32,1603000,82.181656
2014-11-05,84.440002,84.5,83.309998,83.940002,1028000,81.811295
2014-11-06,84.150002,84.410004,83.699997,83.980003,1144000,81.850281
2014-11-07,84.150002,84.809998,83.610001,84.800003,764200,82.649486
2014-11-10,84.800003,85.199997,84.360001,85.129997,643200,82.971112
2014-11-11,85.25,85.75,84.790001,85.160004,459500,83.000357
2014-11-12,85.010002,85.639999,84.93,85.230003,389200,83.068582
2014-11-13,84.980003,85.480003,84.620003,84.809998,684100,82.951203
2014-11-14,84.610001,84.610001,83.690002,84.150002,957600,82.305672
2014-11-17,84.160004,84.309998,83.559998,83.690002,796900,81.855755
2014-11-18,83.769997,84.080002,83.559998,83.919998,858100,82.08071
2014-11-19,83.919998,84.370003,83.489998,84.339996,655800,82.491503
2014-11-20,84.040001,84.529999,83.629997,84.370003,442600,82.520852
2014-11-21,85.190002,85.559998,84.279999,84.480003,2083800,82.628441
2014-11-24,84.610001,85.550003,84.400002,85.160004,859100,83.293538
2014-11-25,85.199997,85.389999,84.949997,85.110001,820300,83.244631
2014-11-26,85.199997,85.339996,84.980003,85.089996,499400,83.225065
2014-11-28,85.489998,86.199997,85.32,85.529999,505600,83.655424
2014-12-01,85.440002,85.459999,84.720001,84.879997,775600,83.019668
2014-12-02,84.959999,85.040001,84.449997,84.839996,677500,82.980544
2014-12-03,84.779999,85.349998,84.32,85.050003,2043400,83.185948
2014-12-04,85.190002,85.400002,84.349998,84.589996,1152100,82.736023
2014-12-05,84.559998,85.410004,84.559998,85.160004,958600,83.293538
2014-12-08,85.199997,85.389999,84.419998,84.779999,848100,82.921862
2014-12-09,83.879997,85.0,83.040001,84.959999,886400,83.097917
2014-12-10,84.68,84.830002,83.489998,83.639999,853100,81.806848
2014-12-11,83.800003,84.739998,83.790001,84.129997,607200,82.286106
2014-12-12,83.269997,83.32,82.209999,82.260002,956900,80.457096
2014-12-15,82.5,82.970001,81.25,81.400002,948800,79.615944
2014-12-16,81.32,83.459999,81.32,82.699997,794300,80.887448
2014-12-17,82.669998,83.720001,82.040001,83.489998,967400,81.660134
2014-12-18,84.440002,85.199997,84.169998,84.910004,1489500,83.049017
2014-12-19,84.949997,85.440002,84.629997,84.980003,1746000,83.117483
2014-12-22,85.25,85.809998,85.0,85.629997,803900,83.753231
2014-12-23,86.0,86.160004,85.57,85.879997,935800,83.997751
2014-12-24,86.080002,86.57,85.879997,86.160004,248200,84.271621
2014-12-26,85.940002,86.599998,85.900002,86.050003,341900,84.164031
2014-12-29,86.029999,86.139999,85.610001,85.739998,1221000,83.86082
2014-12-30,85.639999,85.760002,85.389999,85.480003,755300,83.606524
2014-12-31,85.699997,85.699997,84.360001,84.480003,623900,82.628441
2015-01-02,84.82,84.910004,83.82,84.620003,458200,82.765372
2015-01-05,84.25,85.019997,83.510002,83.879997,746300,82.041586
2015-01-06,84.18,84.839996,83.010002,83.769997,1000800,81.933996
2015-01-07,84.360001,85.139999,84.260002,84.919998,1450200,83.058793
2015-01-08,85.349998,86.029999,84.980003,85.849998,2587500,83.96841
2015-01-09,85.519997,85.779999,84.720001,84.790001,908000,82.931645
2015-01-12,85.0,85.0,83.639999,84.150002,641300,82.305672
2015-01-13,85.010002,85.639999,83.650002,84.419998,839600,82.569751
2015-01-14,83.620003,84.470001,83.300003,84.400002,608600,82.550193
2015-01-15,84.400002,85.190002,84.400002,84.849998,1066000,82.990327
