Date,Open_PRU,High_PRU,Low_PRU,Close_PRU,Volume_PRU,AdjClose_PRU
2014-06-13,88.660004,89.269997,87.629997,88.139999,2723700,82.887428
2014-06-16,87.919998,88.470001,87.669998,88.059998,1539800,82.812194
2014-06-17,87.75,89.489998,87.690002,89.360001,2137000,84.034726
2014-06-18,89.360001,90.550003,88.830002,90.519997,3474200,85.125593
2014-06-19,90.519997,90.519997,89.139999,90.010002,2125100,84.645991
2014-06-20,90.580002,91.269997,90.139999,91.099998,2698000,85.671031
2014-06-23,90.980003,91.029999,90.059998,90.519997,1849000,85.125593
2014-06-24,90.089996,90.959999,89.300003,89.470001,1661600,84.138171
2014-06-25,88.919998,89.400002,88.43,89.230003,2329400,83.912475
2014-06-26,89.050003,89.260002,87.769997,89.139999,1856300,83.827835
2014-06-27,88.800003,89.029999,88.300003,88.989998,3663900,83.686773
2014-06-30,88.989998,89.910004,88.580002,88.769997,2060400,83.479882
2014-07-01,89.230003,90.690002,89.220001,90.169998,2274700,84.796452
2014-07-02,90.0,90.860001,89.830002,90.089996,1881700,84.721218
2014-07-03,90.889999,91.879997,90.889999,91.510002,1550900,86.056601
2014-07-07,91.029999,91.209999,90.25,90.5,1755300,85.106788
2014-07-08,90.370003,90.5,89.019997,89.379997,2394200,84.053531
2014-07-09,89.410004,90.349998,89.410004,89.599998,1790900,84.260421
2014-07-10,88.309998,88.889999,87.519997,88.790001,2365000,83.498694
2014-07-11,88.589996,89.870003,88.389999,89.720001,1865400,84.373272
2014-07-14,90.589996,91.25,90.519997,90.610001,1883600,85.210234
2014-07-15,90.599998,91.209999,89.970001,90.639999,1708500,85.238445
2014-07-16,90.809998,91.18,90.339996,90.849998,1446100,85.435929
2014-07-17,90.349998,91.239998,89.169998,89.32,1827100,83.997108
2014-07-18,89.739998,90.93,89.440002,90.739998,1583600,85.332484
2014-07-21,90.080002,90.639999,89.669998,90.330002,2371000,84.946921
2014-07-22,90.849998,91.139999,90.470001,90.760002,1713100,85.351296
2014-07-23,90.68,90.910004,89.849998,90.300003,1435900,84.91871
2014-07-24,90.470001,90.489998,89.5,89.82,2270700,84.467312
2014-07-25,89.5,89.830002,88.169998,88.919998,2807600,83.620944
2014-07-28,88.639999,89.080002,87.220001,88.980003,3474900,83.677374
2014-07-29,88.779999,89.07,87.410004,87.540001,2047800,82.323186
2014-07-30,88.389999,89.410004,87.959999,89.160004,2924200,83.846647
2014-07-31,88.480003,88.760002,86.970001,86.970001,2813500,81.787155
2014-08-01,86.559998,87.260002,85.459999,85.849998,3335400,80.733897
2014-08-04,86.010002,86.410004,85.260002,86.089996,2648200,80.959592
2014-08-05,85.980003,86.110001,85.0,85.75,3016700,80.639857
2014-08-06,85.32,86.82,84.669998,86.57,2573400,81.410991
2014-08-07,87.610001,90.360001,86.059998,86.410004,3554800,81.260529
2014-08-08,86.269997,87.599998,85.580002,87.519997,2483200,82.304374
2014-08-11,88.07,88.07,87.040001,87.190002,1609800,81.994045
2014-08-12,87.019997,87.879997,86.93,87.449997,1490200,82.238546
2014-08-13,87.800003,88.220001,87.510002,87.82,1577500,82.586499
2014-08-14,87.589996,88.5,87.589996,88.459999,1337300,83.188358
2014-08-15,88.980003,89.0,86.879997,87.860001,1690900,82.624116
2014-08-18,88.290001,89.879997,88.290001,89.550003,2646500,84.213405
2014-08-19,89.68,89.889999,89.220001,89.260002,1713000,83.940686
2014-08-20,89.199997,89.790001,89.0,89.290001,2924200,83.968897
2014-08-21,89.370003,90.400002,88.82,90.120003,2991100,84.749436
2014-08-22,89.32,89.720001,88.57,88.650002,1457000,83.860221
2014-08-25,89.139999,90.269997,89.139999,89.75,1454900,84.900786
2014-08-26,89.629997,90.360001,89.629997,90.07,2345700,85.203496
2014-08-27,90.230003,90.699997,90.07,90.470001,1889600,85.581885
2014-08-28,89.800003,89.879997,88.769997,89.059998,2134000,84.248065
2014-08-29,89.550003,90.040001,89.400002,89.699997,1580700,84.853485
2014-09-02,90.019997,90.459999,89.099998,89.779999,2444500,84.929164
2014-09-03,90.410004,90.489998,89.379997,89.660004,1853200,84.815652
2014-09-04,89.919998,90.279999,89.07,89.290001,1701700,84.465641
2014-09-05,89.050003,89.589996,88.389999,89.239998,2033500,84.418339
2014-09-08,88.940002,89.650002,88.5,89.139999,1524000,84.323744
2014-09-09,88.919998,88.919998,88.07,88.25,1892400,83.481831
2014-09-10,88.599998,89.510002,88.349998,89.370003,1854600,84.54132
2014-09-11,88.639999,89.599998,88.629997,89.440002,1433100,84.607538
2014-09-12,89.580002,91.029999,89.400002,90.940002,2821000,86.026492
2014-09-15,90.620003,90.809998,89.970001,90.360001,2042800,85.477828
2014-09-16,89.970001,91.489998,89.970001,90.93,1866700,86.017031
2014-09-17,91.18,91.650002,90.370003,90.82,3279500,85.912973
2014-09-18,91.080002,93.489998,91.010002,92.949997,3279800,87.927886
2014-09-19,93.43,94.300003,92.699997,93.160004,3659400,88.126546
2014-09-22,92.529999,92.879997,91.709999,91.879997,2046100,86.915699
2014-09-23,91.779999,92.379997,90.800003,90.949997,2112400,86.035947
2014-09-24,91.150002,91.699997,90.769997,91.480003,2306300,86.537317
2014-09-25,91.309998,91.519997,89.5,89.639999,2249800,84.796729
2014-09-26,90.0,90.489998,89.190002,90.050003,1948300,85.18458
2014-09-29,88.879997,89.519997,88.449997,89.099998,1550500,84.285904
2014-09-30,89.150002,89.580002,87.940002,87.940002,2411000,83.188583
2014-10-01,87.660004,87.889999,85.629997,85.690002,3286300,81.060151
2014-10-02,85.68,86.459999,85.010002,86.139999,2014100,81.485835
2014-10-03,87.019997,87.669998,86.510002,87.040001,2407600,82.337209
2014-10-06,87.440002,87.489998,86.239998,86.760002,1762300,82.072338
2014-10-07,86.290001,86.589996,84.699997,84.739998,2342300,80.161475
2014-10-08,85.0,85.860001,83.739998,85.75,2316500,81.116907
2014-10-09,85.610001,85.650002,82.919998,83.379997,4286700,78.874956
2014-10-10,83.279999,83.68,81.93,82.150002,2776400,77.711417
2014-10-13,82.540001,82.900002,80.099998,80.209999,2985300,75.876234
2014-10-14,80.449997,81.300003,80.010002,80.25,2870300,75.914073
2014-10-15,78.889999,78.980003,75.889999,77.860001,5080800,73.653206
2014-10-16,76.160004,79.459999,76.019997,78.82,3805600,74.561336
2014-10-17,79.739998,81.540001,79.629997,81.059998,3523900,76.680306
2014-10-20,80.709999,81.07,79.919998,81.0,2177100,76.623551
2014-10-21,81.75,83.620003,81.589996,83.620003,2642000,79.101994
2014-10-22,83.589996,83.800003,82.370003,82.379997,2105700,77.928986
2014-10-23,83.510002,84.160004,82.949997,83.25,2722000,78.751983
2014-10-24,83.199997,84.620003,82.940002,84.580002,2231300,80.010124
2014-10-27,84.139999,85.160004,83.68,84.800003,2491800,80.218239
2014-10-28,85.239998,86.940002,85.150002,86.790001,2658000,82.100716
2014-10-29,86.889999,87.480003,85.779999,86.699997,1958600,82.015575
2014-10-30,86.550003,87.739998,86.120003,87.489998,1661800,82.762892
2014-10-31,88.739998,89.260002,88.120003,88.540001,3404100,83.756163
2014-11-03,88.550003,89.099998,87.720001,87.879997,2069700,83.13182
2014-11-04,87.879997,88.480003,87.510002,88.040001,2240000,83.283179
2014-11-05,89.07,89.169998,88.25,88.910004,2245600,84.106175
2014-11-06,85.970001,86.400002,84.040001,85.029999,4873400,80.435808
2014-11-07,84.889999,85.440002,84.239998,85.330002,2883400,80.719601
2014-11-10,85.519997,86.540001,85.25,86.540001,2657600,81.864224
2014-11-11,86.650002,86.82,86.029999,86.110001,1741000,81.457457
2014-11-12,85.459999,86.0,85.199997,85.260002,3417300,80.653384
2014-11-13,85.089996,85.550003,83.809998,84.529999,3122200,79.962823
2014-11-14,84.529999,85.050003,83.82,83.980003,2840600,79.442544
2014-11-17,83.519997,84.099998,83.050003,83.809998,2081900,79.281723
2014-11-18,83.879997,84.690002,83.809998,84.0,1965300,79.46146
2014-11-19,84.169998,84.349998,83.610001,84.150002,1769000,79.603357
2014-11-20,83.360001,84.25,83.129997,84.050003,1960200,79.508761
2014-11-21,84.690002,84.860001,84.169998,84.580002,2837800,80.566085
2014-11-24,84.870003,85.93,84.709999,85.910004,3077400,81.832969
2014-11-25,85.839996,86.290001,85.269997,85.489998,3500100,81.432896
2014-11-26,85.739998,85.910004,85.029999,85.779999,1827900,81.709134
2014-11-28,85.900002,86.449997,84.830002,84.980003,961300,80.947104
2014-12-01,84.870003,84.870003,83.620003,83.709999,3561900,79.73737
2014-12-02,84.260002,85.279999,84.25,85.279999,2746200,81.232863
2014-12-03,86.019997,86.82,85.129997,86.650002,2861000,82.537849
2014-12-04,86.410004,86.980003,85.730003,86.900002,2436800,82.775985
2014-12-05,87.730003,89.860001,87.620003,88.339996,4755800,84.147642
2014-12-08,88.260002,89.290001,87.849998,88.260002,2396300,84.071444
2014-12-09,87.040001,88.260002,86.43,88.169998,2499300,83.985711
2014-12-10,88.110001,88.449997,86.089996,86.379997,3151700,82.280658
2014-12-11,86.540001,90.949997,86.540001,89.790001,7259700,85.528833
2014-12-12,89.379997,89.379997,86.57,86.660004,4528700,82.547376
2014-12-15,87.620003,87.970001,85.5,85.620003,3251800,81.556731
2014-12-16,85.050003,87.120003,84.339996,84.739998,3062500,80.718488
2014-12-17,85.269997,86.760002,84.720001,86.75,3247100,82.633102
2014-12-18,87.75,89.940002,87.75,89.93,3417200,85.662189
2014-12-19,89.589996,90.5,88.629997,89.800003,5481400,85.538361
2014-12-22,90.0,90.309998,89.610001,90.279999,1820600,85.995577
2014-12-23,90.589996,92.139999,90.5,91.480003,2056500,87.138633
2014-12-24,91.730003,91.93,91.07,91.449997,751000,87.110051
2014-12-26,91.5,91.699997,91.010002,91.230003,917300,86.900497
2014-12-29,90.849998,92.099998,90.739998,91.669998,1611700,87.319611
2014-12-30,91.07,92.110001,90.900002,91.580002,1306300,87.233886
2014-12-31,92.040001,92.25,90.389999,90.459999,1367800,86.167035
2015-01-02,91.010002,91.349998,89.199997,90.110001,1696100,85.833647
