Date,Open_KMX,High_KMX,Low_KMX,Close_KMX,Volume_KMX,AdjClose_KMX
2013-09-23,51.209999,51.400002,49.990002,50.009998,2398900,50.009998
2013-09-24,52.0,52.470001,50.209999,51.790001,4687400,51.790001
2013-09-25,51.060001,51.119999,49.639999,49.799999,2114000,49.799999
2013-09-26,49.799999,50.02,49.200001,49.490002,1527400,49.490002
2013-09-27,49.23,49.52,49.040001,49.220001,814600,49.220001
2013-09-30,48.779999,48.810001,48.310001,48.470001,1871900,48.470001
2013-10-01,48.57,49.150002,48.470001,48.799999,1127100,48.799999
2013-10-02,48.299999,48.849998,47.459999,48.849998,1538100,48.849998
2013-10-03,48.849998,49.049999,47.880001,48.040001,1206200,48.040001
2013-10-04,47.98,48.5,47.560001,48.310001,1220500,48.310001
2013-10-07,48.48,49.369999,48.279999,48.279999,2227900,48.279999
2013-10-08,48.279999,48.439999,46.389999,46.419998,2417800,46.419998
2013-10-09,46.599998,46.740002,45.91,46.27,1106600,46.27
2013-10-10,46.82,47.34,46.689999,47.290001,1021200,47.290001
2013-10-11,47.34,47.950001,47.02,47.93,1221700,47.93
2013-10-14,47.470001,48.450001,47.470001,48.41,1479900,48.41
2013-10-15,48.25,48.34,47.349998,47.5,1454000,47.5
2013-10-16,48.009998,48.450001,47.720001,48.32,1224300,48.32
2013-10-17,48.110001,48.950001,48.029999,48.869999,1175800,48.869999
2013-10-18,49.02,49.439999,48.66,48.740002,1041500,48.740002
2013-10-21,48.540001,48.759998,47.98,48.75,1163800,48.75
2013-10-22,48.869999,49.290001,48.200001,48.389999,896400,48.389999
2013-10-23,48.07,48.189999,47.110001,47.509998,1016700,47.509998
2013-10-24,47.5,48.060001,47.400002,47.790001,869600,47.790001
2013-10-25,47.799999,48.0,47.290001,47.759998,865700,47.759998
2013-10-28,47.75,47.779999,47.18,47.529999,1089100,47.529999
2013-10-29,47.66,47.830002,47.02,47.490002,890300,47.490002
2013-10-30,47.610001,47.799999,46.950001,47.200001,894100,47.200001
2013-10-31,47.130001,47.259998,46.549999,46.990002,1415800,46.990002
2013-11-01,47.009998,48.18,47.009998,47.82,1476800,47.82
2013-11-04,48.049999,49.099998,48.0,48.599998,1268700,48.599998
2013-11-05,48.209999,49.25,48.130001,48.740002,1248300,48.740002
2013-11-06,48.889999,49.169998,48.32,48.830002,783800,48.830002
2013-11-07,49.119999,49.240002,47.459999,47.52,1044900,47.52
2013-11-08,47.459999,47.990002,47.27,47.560001,1038400,47.560001
2013-11-11,47.459999,48.790001,47.169998,48.759998,1084400,48.759998
2013-11-12,48.619999,49.419998,48.459999,49.029999,1319800,49.029999
2013-11-13,48.82,49.720001,48.630001,49.709999,1047100,49.709999
2013-11-14,49.68,49.799999,49.110001,49.57,731900,49.57
2013-11-15,49.509998,49.950001,49.369999,49.939999,1330200,49.939999
2013-11-18,50.0,50.369999,49.009998,49.099998,1538800,49.099998
2013-11-19,49.099998,49.419998,48.580002,48.830002,1144600,48.830002
2013-11-20,48.84,49.259998,48.48,48.630001,1156800,48.630001
2013-11-21,48.900002,49.619999,48.66,49.279999,1103700,49.279999
2013-11-22,49.299999,49.740002,49.099998,49.689999,925200,49.689999
2013-11-25,50.0,50.5,49.950001,50.09,978800,50.09
2013-11-26,50.009998,50.82,49.959999,50.110001,1189600,50.110001
2013-11-27,50.330002,50.580002,50.139999,50.450001,527100,50.450001
2013-11-29,50.639999,51.0,50.259998,50.349998,542500,50.349998
2013-12-02,50.389999,52.09,50.099998,51.509998,1751900,51.509998
2013-12-03,51.299999,51.68,50.689999,51.169998,1317200,51.169998
2013-12-04,51.0,51.470001,50.119999,50.689999,1514600,50.689999
2013-12-05,50.700001,51.450001,50.439999,50.799999,936500,50.799999
2013-12-06,51.400002,51.490002,50.549999,51.200001,1299500,51.200001
2013-12-09,51.48,52.630001,51.27,51.950001,1518300,51.950001
2013-12-10,51.939999,52.5,51.869999,52.09,1031900,52.09
2013-12-11,52.07,52.23,51.169998,51.259998,992600,51.259998
2013-12-12,51.259998,51.32,50.759998,51.09,965200,51.09
2013-12-13,51.169998,51.34,50.779999,50.950001,606400,50.950001
2013-12-16,51.16,52.220001,51.16,51.830002,1112900,51.830002
2013-12-17,51.93,51.93,51.32,51.75,894800,51.75
2013-12-18,51.73,52.630001,51.279999,52.52,1788900,52.52
2013-12-19,52.509998,53.080002,52.209999,53.049999,1628400,53.049999
2013-12-20,50.25,50.669998,47.52,48.080002,8382200,48.080002
2013-12-23,48.459999,48.66,47.279999,47.439999,3418700,47.439999
2013-12-24,47.709999,47.82,46.900002,47.599998,1222800,47.599998
2013-12-26,47.790001,48.150002,47.369999,47.470001,1270900,47.470001
2013-12-27,47.490002,47.490002,46.799999,46.93,1286000,46.93
2013-12-30,46.919998,47.27,46.610001,47.099998,1318000,47.099998
2013-12-31,47.099998,47.240002,46.68,47.02,1165000,47.02
2014-01-02,47.02,47.25,46.57,46.900002,1325100,46.900002
2014-01-03,46.84,46.91,46.110001,46.439999,1457800,46.439999
2014-01-06,46.549999,46.630001,45.560001,45.810001,2399400,45.810001
2014-01-07,46.439999,46.450001,44.630001,45.34,4122700,45.34
2014-01-08,45.220001,45.389999,44.700001,45.25,2674600,45.25
2014-01-09,45.349998,45.700001,44.970001,45.099998,2434300,45.099998
2014-01-10,45.099998,46.099998,44.630001,45.970001,4279700,45.970001
2014-01-13,45.700001,45.970001,45.119999,45.220001,2312100,45.220001
2014-01-14,45.459999,46.049999,45.389999,45.669998,1579000,45.669998
2014-01-15,45.700001,45.77,44.77,44.860001,2185800,44.860001
2014-01-16,44.740002,44.939999,43.900002,44.66,3553300,44.66
2014-01-17,44.779999,45.310001,44.68,45.189999,2448600,45.189999
2014-01-21,45.25,45.470001,44.82,45.029999,1445200,45.029999
2014-01-22,45.029999,45.200001,44.650002,44.93,1668000,44.93
2014-01-23,44.75,45.009998,44.57,44.77,3030700,44.77
2014-01-24,44.439999,44.759998,44.330002,44.57,2866100,44.57
2014-01-27,44.580002,44.970001,44.380001,44.810001,2505200,44.810001
2014-01-28,44.720001,45.060001,44.66,44.950001,1921300,44.950001
2014-01-29,44.759998,45.119999,44.68,44.73,3499900,44.73
2014-01-30,44.970001,45.189999,44.77,45.049999,1998900,45.049999
2014-01-31,44.509998,45.360001,44.5,45.110001,1896900,45.110001
2014-02-03,45.369999,46.900002,45.290001,45.759998,5083600,45.759998
2014-02-04,45.830002,46.099998,45.43,45.700001,1943300,45.700001
2014-02-05,45.380001,46.32,45.099998,46.200001,1903000,46.200001
2014-02-06,46.09,47.23,45.93,47.150002,2010700,47.150002
2014-02-07,47.220001,47.549999,47.07,47.540001,1763100,47.540001
2014-02-10,47.419998,47.540001,46.91,47.220001,1419800,47.220001
2014-02-11,47.040001,47.650002,47.02,47.52,1313000,47.52
2014-02-12,47.52,47.720001,46.900002,47.02,958200,47.02
2014-02-13,46.790001,47.439999,46.43,47.360001,1189400,47.360001
2014-02-14,47.220001,47.610001,47.169998,47.290001,917900,47.290001
2014-02-18,47.290001,47.639999,47.080002,47.23,1203300,47.23
2014-02-19,47.380001,48.0,47.34,47.369999,1279800,47.369999
2014-02-20,47.389999,47.709999,46.900002,47.330002,1632300,47.330002
2014-02-21,47.240002,47.369999,46.889999,47.049999,1993600,47.049999
2014-02-24,47.049999,48.080002,47.049999,47.889999,1481500,47.889999
2014-02-25,47.900002,48.41,47.790001,48.18,1022800,48.18
2014-02-26,48.259998,48.580002,47.900002,48.290001,1549600,48.290001
2014-02-27,47.990002,48.689999,47.860001,48.68,1300700,48.68
2014-02-28,48.630001,48.75,48.099998,48.43,919900,48.43
2014-03-03,47.959999,48.32,47.689999,48.130001,821100,48.130001
2014-03-04,48.639999,49.439999,48.639999,49.43,1423900,49.43
2014-03-05,49.310001,49.68,48.950001,49.099998,1308500,49.099998
2014-03-06,49.150002,49.240002,48.650002,48.950001,1818700,48.950001
2014-03-07,49.110001,49.43,48.389999,48.599998,1796800,48.599998
2014-03-10,48.599998,49.049999,48.310001,48.84,1879100,48.84
2014-03-11,48.889999,49.040001,48.48,48.529999,1779700,48.529999
2014-03-12,47.740002,48.25,47.360001,47.639999,2333800,47.639999
2014-03-13,47.869999,48.150002,46.939999,47.139999,1183300,47.139999
2014-03-14,47.09,47.389999,46.889999,47.209999,1544400,47.209999
2014-03-17,47.48,47.790001,47.360001,47.560001,941500,47.560001
2014-03-18,47.549999,48.009998,47.529999,47.91,837300,47.91
2014-03-19,48.009998,48.290001,47.02,47.349998,1037300,47.349998
2014-03-20,46.990002,47.540001,46.93,47.389999,930300,47.389999
2014-03-21,47.73,48.549999,47.549999,48.419998,1988800,48.419998
2014-03-24,48.5,48.669998,47.310001,47.52,1183700,47.52
2014-03-25,47.73,47.77,46.41,46.540001,1447800,46.540001
2014-03-26,46.650002,46.66,45.130001,45.32,2600100,45.32
2014-03-27,45.369999,45.560001,44.900002,45.450001,1574400,45.450001
2014-03-28,45.490002,46.02,45.41,45.669998,1101400,45.669998
2014-03-31,45.810001,47.200001,45.75,46.799999,2346400,46.799999
2014-04-01,47.0,47.630001,46.970001,47.5,1101200,47.5
2014-04-02,47.470001,48.139999,47.400002,47.880001,1314700,47.880001
2014-04-03,47.91,48.299999,47.139999,47.560001,3006200,47.560001
2014-04-04,46.0,46.84,45.240002,45.560001,4239400,45.560001
2014-04-07,45.450001,45.639999,43.380001,43.68,2965400,43.68
2014-04-08,43.52,44.689999,43.400002,44.459999,1736600,44.459999
2014-04-09,44.459999,45.200001,44.459999,45.040001,1503900,45.040001
2014-04-10,45.009998,45.459999,43.68,43.759998,2399800,43.759998
2014-04-11,43.400002,43.68,42.66,42.880001,2922900,42.880001
2014-04-14,43.240002,43.91,42.98,43.32,2191700,43.32
2014-04-15,43.34,43.48,42.540001,43.369999,1793100,43.369999
2014-04-16,43.650002,44.029999,43.509998,43.810001,1064500,43.810001
2014-04-17,43.759998,44.66,43.759998,44.439999,1555400,44.439999
2014-04-21,44.279999,44.580002,43.689999,43.720001,1441700,43.720001
2014-04-22,43.740002,44.169998,43.490002,43.509998,1709000,43.509998
2014-04-23,43.490002,43.919998,43.200001,43.25,1581900,43.25
2014-04-24,43.380001,43.700001,43.049999,43.540001,1646800,43.540001
2014-04-25,43.419998,43.490002,42.790001,42.98,937100,42.98
2014-04-28,43.240002,43.509998,42.82,43.169998,2517100,43.169998
2014-04-29,43.189999,43.84,43.139999,43.68,1234100,43.68
2014-04-30,43.639999,43.830002,43.400002,43.779999,1278100,43.779999
2014-05-01,43.869999,44.580002,43.810001,44.48,1744300,44.48
2014-05-02,44.5,45.049999,44.5,44.860001,1127200,44.860001
2014-05-05,44.540001,45.02,44.240002,44.299999,1180700,44.299999
2014-05-06,43.639999,43.82,43.0,43.630001,2938200,43.630001
2014-05-07,43.799999,44.34,43.599998,44.110001,2787200,44.110001
2014-05-08,44.060001,45.099998,43.990002,44.599998,1910500,44.599998
2014-05-09,44.639999,45.040001,44.389999,44.98,1115600,44.98
2014-05-12,45.119999,45.709999,45.119999,45.610001,815700,45.610001
2014-05-13,45.619999,45.889999,45.43,45.490002,1451600,45.490002
2014-05-14,45.470001,45.5,44.720001,44.799999,939600,44.799999
2014-05-15,44.599998,44.709999,43.849998,44.189999,1225200,44.189999
2014-05-16,44.189999,44.77,44.189999,44.52,882900,44.52
2014-05-19,44.290001,44.84,44.279999,44.560001,1079800,44.560001
2014-05-20,44.369999,44.369999,43.73,43.880001,1291100,43.880001
2014-05-21,44.110001,44.509998,43.720001,44.34,968100,44.34
2014-05-22,44.259998,44.919998,44.220001,44.529999,943400,44.529999
2014-05-23,44.669998,44.84,44.580002,44.700001,579600,44.700001
2014-05-27,44.869999,45.439999,44.869999,45.080002,1171800,45.080002
2014-05-28,45.009998,45.25,44.84,44.880001,1051900,44.880001
2014-05-29,45.009998,45.23,44.810001,44.98,958400,44.98
2014-05-30,44.830002,45.099998,44.299999,44.310001,1515500,44.310001
2014-06-02,44.380001,44.5,43.990002,44.299999,1485900,44.299999
2014-06-03,44.139999,45.669998,44.09,45.509998,2101600,45.509998
2014-06-04,45.349998,46.23,45.27,46.009998,1809900,46.009998
2014-06-05,46.009998,46.27,45.93,46.110001,1345900,46.110001
2014-06-06,46.09,46.57,46.09,46.43,1579400,46.43
2014-06-09,46.389999,46.5,46.150002,46.27,1136900,46.27
2014-06-10,46.209999,46.389999,46.0,46.110001,853700,46.110001
2014-06-11,45.98,46.080002,45.630001,45.720001,945500,45.720001
2014-06-12,45.529999,45.560001,43.860001,43.869999,2470200,43.869999
2014-06-13,43.869999,44.279999,43.799999,44.189999,1183000,44.189999
2014-06-16,44.23,44.509998,43.889999,44.299999,1709800,44.299999
2014-06-17,44.240002,44.639999,44.009998,44.290001,2965100,44.290001
2014-06-18,44.23,45.0,44.060001,44.950001,1184000,44.950001
2014-06-19,45.25,45.32,44.759998,45.279999,2457200,45.279999
2014-06-20,51.900002,53.669998,50.720001,52.75,12146300,52.75
2014-06-23,51.630001,52.32,50.68,51.91,4569200,51.91
2014-06-24,51.0,51.419998,49.889999,50.07,4010600,50.07
2014-06-25,50.02,50.290001,49.73,50.009998,2185600,50.009998
2014-06-26,50.299999,51.619999,50.220001,51.57,2100200,51.57
2014-06-27,51.290001,52.330002,51.209999,51.880001,2331700,51.880001
2014-06-30,51.599998,52.16,51.529999,52.009998,1477300,52.009998
2014-07-01,52.09,52.419998,51.759998,52.16,1688500,52.16
2014-07-02,52.049999,52.740002,52.049999,52.599998,1194700,52.599998
2014-07-03,52.700001,53.150002,52.419998,52.950001,822300,52.950001
2014-07-07,52.900002,52.900002,52.380001,52.549999,1004000,52.549999
2014-07-08,52.32,52.5,51.810001,52.169998,1466300,52.169998
2014-07-09,52.299999,53.700001,52.220001,53.439999,2567500,53.439999
2014-07-10,52.52,52.599998,51.939999,52.43,2128300,52.43
2014-07-11,52.490002,52.73,51.709999,52.189999,2045700,52.189999
2014-07-14,52.630001,52.73,52.290001,52.459999,1056700,52.459999
2014-07-15,52.23,52.709999,52.0,52.450001,1372100,52.450001
2014-07-16,52.57,52.939999,52.380001,52.59,1087400,52.59
2014-07-17,52.209999,52.450001,51.029999,51.099998,1462300,51.099998
2014-07-18,51.529999,52.189999,51.439999,52.150002,800900,52.150002
2014-07-21,51.669998,51.970001,51.290001,51.66,963900,51.66
2014-07-22,51.82,51.82,51.169998,51.32,895400,51.32
2014-07-23,51.41,51.41,50.740002,50.84,1544600,50.84
2014-07-24,51.029999,51.330002,50.77,50.919998,1134000,50.919998
2014-07-25,50.68,50.720001,50.18,50.419998,1225600,50.419998
2014-07-28,50.509998,50.560001,49.810001,49.939999,1172500,49.939999
2014-07-29,50.060001,50.290001,49.43,49.43,1237800,49.43
2014-07-30,49.639999,50.16,49.560001,50.060001,1492700,50.060001
2014-07-31,49.509998,49.970001,48.639999,48.810001,1185600,48.810001
2014-08-01,48.990002,50.950001,48.990002,49.959999,2033600,49.959999
2014-08-04,49.959999,50.849998,49.849998,50.68,1625400,50.68
2014-08-05,50.240002,50.41,49.490002,49.68,1266600,49.68
2014-08-06,49.459999,50.450001,49.450001,50.029999,732200,50.029999
2014-08-07,50.189999,50.32,49.279999,49.389999,698200,49.389999
2014-08-08,49.48,50.630001,49.48,50.57,749100,50.57
2014-08-11,50.619999,50.939999,50.34,50.599998,618800,50.599998
2014-08-12,50.43,50.700001,49.889999,50.0,559000,50.0
2014-08-13,49.43,50.040001,49.389999,49.810001,748800,49.810001
2014-08-14,49.950001,50.84,49.91,50.700001,948000,50.700001
2014-08-15,50.860001,50.93,49.900002,50.400002,833000,50.400002
2014-08-18,50.599998,51.200001,50.59,50.919998,672600,50.919998
2014-08-19,50.990002,51.290001,50.869999,50.959999,659900,50.959999
2014-08-20,50.619999,51.369999,50.509998,51.25,790100,51.25
2014-08-21,51.389999,51.450001,50.790001,51.080002,913700,51.080002
2014-08-22,51.09,51.360001,50.630001,51.259998,1074100,51.259998
2014-08-25,51.540001,51.77,51.080002,51.57,828300,51.57
2014-08-26,51.650002,52.0,51.549999,51.860001,949600,51.860001
2014-08-27,51.970001,52.110001,51.77,52.0,678000,52.0
2014-08-28,51.09,52.169998,50.939999,51.959999,610200,51.959999
2014-08-29,51.98,52.509998,51.880001,52.400002,839700,52.400002
2014-09-02,52.400002,52.950001,51.779999,51.880001,1350400,51.880001
2014-09-03,52.27,52.919998,51.950001,52.799999,1558100,52.799999
2014-09-04,52.990002,53.59,52.900002,53.34,1683300,53.34
2014-09-05,53.279999,53.77,53.040001,53.709999,1361300,53.709999
2014-09-08,53.650002,54.279999,52.810001,52.84,1239900,52.84
2014-09-09,52.599998,52.720001,51.939999,52.240002,1022100,52.240002
2014-09-10,52.32,52.369999,51.720001,52.099998,943900,52.099998
2014-09-11,51.759998,52.66,51.759998,52.540001,1482000,52.540001
2014-09-12,52.580002,53.23,52.389999,52.529999,1343600,52.529999
2014-09-15,52.25,52.759998,51.950001,52.049999,1569900,52.049999
2014-09-16,51.77,52.529999,51.490002,52.130001,1472900,52.130001
2014-09-17,52.77,53.93,52.490002,53.349998,2162800,53.349998
2014-09-18,53.57,53.650002,53.200001,53.52,1397000,53.52
2014-09-19,53.869999,54.009998,53.25,53.57,1872700,53.57
2014-09-22,53.509998,53.830002,52.720001,52.810001,2687000,52.810001
2014-09-23,49.139999,49.700001,47.049999,47.799999,10021900,47.799999
2014-09-24,47.77,48.790001,47.77,48.48,3258100,48.48
2014-09-25,48.209999,48.310001,47.060001,47.52,2645300,47.52
2014-09-26,47.66,47.84,47.119999,47.5,1457700,47.5
2014-09-29,47.110001,47.5,46.84,47.110001,1504500,47.110001
2014-09-30,47.049999,47.049999,46.439999,46.450001,2295800,46.450001
2014-10-01,46.389999,46.419998,45.240002,45.310001,2683500,45.310001
2014-10-02,46.130001,46.200001,45.259998,46.049999,2651400,46.049999
2014-10-03,46.330002,47.259998,46.259998,46.830002,2458400,46.830002
2014-10-06,46.889999,47.41,46.759998,46.900002,1845800,46.900002
2014-10-07,46.759998,47.259998,46.439999,46.439999,2477200,46.439999
2014-10-08,46.389999,47.490002,46.16,47.419998,1884400,47.419998
2014-10-09,47.130001,47.73,46.290001,46.299999,2100400,46.299999
2014-10-10,46.25,46.419998,45.400002,45.599998,1919700,45.599998
2014-10-13,45.27,45.279999,43.82,43.900002,4993800,43.900002
2014-10-14,44.119999,45.220001,43.869999,44.580002,2719900,44.580002
2014-10-15,43.84,45.32,43.27,45.060001,2641600,45.060001
2014-10-16,44.509998,46.439999,44.34,45.880001,3308300,45.880001
2014-10-17,46.34,47.43,46.23,46.709999,2546100,46.709999
2014-10-20,46.580002,47.5,46.580002,47.080002,1643800,47.080002
2014-10-21,47.380001,48.91,47.310001,48.799999,2689000,48.799999
2014-10-22,48.709999,49.939999,48.27,48.330002,2904800,48.330002
2014-10-23,49.580002,53.310001,49.580002,52.73,6202900,52.73
2014-10-24,52.709999,53.91,52.32,53.580002,2161500,53.580002
2014-10-27,53.560001,54.970001,53.560001,54.77,2466200,54.77
2014-10-28,55.0,56.450001,54.84,55.740002,3067400,55.740002
2014-10-29,55.889999,55.889999,54.32,54.959999,2808500,54.959999
2014-10-30,54.889999,55.93,54.810001,55.759998,1576200,55.759998
2014-10-31,56.639999,56.869999,55.650002,55.91,2376700,55.91
2014-11-03,55.880001,56.869999,55.880001,56.32,1709400,56.32
2014-11-04,55.91,56.07,54.919998,55.43,1648600,55.43
2014-11-05,55.900002,56.68,55.459999,56.57,1340600,56.57
2014-11-06,56.130001,56.630001,55.25,56.259998,2550200,56.259998
2014-11-07,56.389999,56.450001,55.509998,55.639999,2280600,55.639999
2014-11-10,55.639999,56.349998,55.5,56.080002,1337300,56.080002
2014-11-11,55.900002,56.139999,55.52,55.740002,1207600,55.740002
2014-11-12,55.470001,56.07,55.099998,55.900002,1358600,55.900002
2014-11-13,56.119999,56.529999,55.639999,55.849998,1703200,55.849998
2014-11-14,55.799999,55.98,55.439999,55.650002,1347300,55.650002
2014-11-17,54.240002,55.080002,54.040001,54.66,2004400,54.66
2014-11-18,54.73,55.43,54.369999,55.130001,1148400,55.130001
2014-11-19,55.189999,55.459999,54.790001,55.029999,1136000,55.029999
2014-11-20,54.82,55.669998,54.82,55.049999,1179900,55.049999
2014-11-21,55.669998,56.360001,55.18,56.09,1657200,56.09
2014-11-24,56.209999,56.709999,56.0,56.310001,990300,56.310001
2014-11-25,56.459999,57.189999,56.349998,56.709999,1522500,56.709999
2014-11-26,56.860001,56.900002,55.990002,56.25,862100,56.25
2014-11-28,56.52,57.279999,56.259998,56.98,610900,56.98
2014-12-01,56.639999,56.639999,55.860001,56.139999,1509900,56.139999
2014-12-02,57.810001,58.34,56.689999,57.099998,2324400,57.099998
2014-12-03,56.529999,58.900002,56.529999,58.73,1870500,58.73
2014-12-04,58.419998,59.75,58.290001,59.32,1796200,59.32
2014-12-05,59.150002,59.18,58.599998,59.07,1337600,59.07
2014-12-08,58.869999,59.400002,58.25,58.48,1416100,58.48
2014-12-09,57.98,59.549999,57.93,59.450001,1581000,59.450001
2014-12-10,59.169998,59.650002,58.669998,58.900002,1465000,58.900002
2014-12-11,59.02,60.66,59.02,59.509998,2033800,59.509998
2014-12-12,58.939999,60.09,58.259998,58.299999,1843200,58.299999
2014-12-15,58.82,59.259998,57.82,58.84,2188600,58.84
2014-12-16,58.84,59.279999,58.220001,58.23,2752100,58.23
2014-12-17,58.25,60.330002,58.16,60.110001,2394200,60.110001
2014-12-18,60.419998,60.549999,59.220001,60.529999,3831600,60.529999
2014-12-19,65.57,67.43,64.660004,67.32,6684400,67.32
2014-12-22,67.32,68.709999,67.169998,67.849998,4509700,67.849998
2014-12-23,67.660004,68.309998,67.440002,67.760002,3970000,67.760002
2014-12-24,67.82,68.059998,67.529999,67.610001,807100,67.610001
2014-12-26,67.800003,68.309998,67.230003,67.610001,845500,67.610001
2014-12-29,67.290001,67.959999,67.019997,67.870003,1028000,67.870003
2014-12-30,67.379997,67.860001,67.080002,67.239998,1092600,67.239998
2014-12-31,67.519997,67.949997,66.510002,66.580002,1618800,66.580002
2015-01-02,67.040001,67.709999,65.860001,66.470001,2147400,66.470001
2015-01-05,66.010002,66.309998,64.099998,64.580002,2115800,64.580002
2015-01-06,64.970001,65.080002,63.060001,63.77,2356800,63.77
2015-01-07,64.440002,64.800003,63.790001,64.779999,1653900,64.779999
2015-01-08,65.660004,66.300003,65.480003,66.089996,1506500,66.089996
2015-01-09,65.879997,66.010002,64.900002,65.040001,1540000,65.040001
2015-01-12,64.93,65.230003,64.18,64.349998,1434000,64.349998
2015-01-13,65.059998,65.720001,63.77,64.269997,1271200,64.269997
2015-01-14,63.98,64.080002,62.580002,63.419998,1783400,63.419998
2015-01-15,64.040001,64.940002,62.18,62.23,1283100,62.23
2015-01-16,61.93,63.560001,61.830002,63.509998,1704700,63.509998
2015-01-20,63.549999,63.709999,62.119999,62.810001,1148500,62.810001
2015-01-21,62.599998,63.360001,62.209999,63.009998,1231000,63.009998
