Date,Open_MCK,High_MCK,Low_MCK,Close_MCK,Volume_MCK,AdjClose_MCK
2013-07-25,118.25,118.690002,117.269997,118.580002,1005600,116.610434
2013-07-26,121.0,126.360001,121.0,124.849998,1974200,122.776289
2013-07-29,124.360001,124.489998,122.839996,124.080002,1378000,122.019082
2013-07-30,123.940002,124.440002,123.120003,123.43,958300,121.379876
2013-07-31,123.330002,124.0,121.790001,122.660004,1341000,120.622669
2013-08-01,123.260002,123.879997,122.620003,123.510002,979200,121.458549
2013-08-02,123.059998,123.889999,122.620003,123.419998,896200,121.37004
2013-08-05,122.900002,124.07,122.239998,123.459999,834200,121.409377
2013-08-06,123.540001,123.809998,122.449997,123.57,798100,121.51755
2013-08-07,123.43,123.699997,122.580002,123.089996,775600,121.04552
2013-08-08,123.910004,124.650002,123.279999,124.43,812200,122.363267
2013-08-09,124.279999,124.589996,123.269997,124.209999,779900,122.14692
2013-08-12,123.980003,124.040001,122.559998,122.870003,1041600,120.82918
2013-08-13,123.0,123.860001,122.589996,123.540001,682900,121.48805
2013-08-14,123.610001,123.980003,123.199997,123.389999,683300,121.34054
2013-08-15,122.82,123.099998,121.599998,122.209999,925500,120.180139
2013-08-16,121.919998,122.790001,121.599998,121.82,2384100,119.796617
2013-08-19,121.550003,122.400002,121.519997,121.629997,887000,119.609771
2013-08-20,121.639999,122.980003,121.550003,122.519997,814300,120.484987
2013-08-21,122.410004,123.080002,121.980003,122.080002,753000,120.052301
2013-08-22,122.129997,123.120003,122.0,122.919998,385200,120.878345
2013-08-23,122.940002,123.160004,122.0,122.949997,507200,120.907846
2013-08-26,123.279999,123.279999,122.279999,122.379997,626200,120.347313
2013-08-27,122.040001,122.040001,120.510002,120.849998,729300,118.842727
2013-08-28,120.610001,121.839996,120.260002,121.199997,699700,119.186912
2013-08-29,120.650002,122.349998,120.169998,121.559998,566600,119.778124
2013-08-30,121.739998,122.209999,120.779999,121.410004,898800,119.630328
2013-09-03,122.769997,124.110001,121.790001,122.519997,831500,120.724051
2013-09-04,122.690002,123.410004,122.080002,123.0,1137300,121.197018
2013-09-05,122.790001,123.449997,122.529999,122.940002,621100,121.1379
2013-09-06,122.980003,124.459999,121.379997,123.57,753300,121.758662
2013-09-09,123.739998,124.550003,123.32,124.25,701700,122.428695
2013-09-10,125.0,125.940002,124.540001,125.919998,738100,124.074214
2013-09-11,125.970001,127.699997,125.589996,127.699997,1284700,125.82812
