Date,Open_FDX,High_FDX,Low_FDX,Close_FDX,Volume_FDX,AdjClose_FDX
2013-08-08,108.57,109.290001,108.5,109.080002,1596400,107.44786
2013-08-09,108.529999,109.18,107.919998,108.220001,1134200,106.600728
2013-08-12,107.580002,109.309998,107.470001,109.040001,1720300,107.408458
2013-08-13,108.879997,109.730003,108.199997,108.610001,1603500,106.984892
2013-08-14,108.610001,109.089996,107.720001,108.629997,1219200,107.004589
2013-08-15,108.0,108.43,107.339996,108.040001,2224200,106.423421
2013-08-16,108.050003,108.959999,107.43,108.68,1782900,107.053844
2013-08-19,108.330002,109.199997,108.040001,108.669998,1804400,107.043992
2013-08-20,108.599998,109.900002,108.029999,109.209999,1525900,107.575913
2013-08-21,108.989998,109.050003,107.510002,108.07,1555900,106.452971
2013-08-22,108.230003,110.790001,108.110001,110.610001,1348700,108.954966
2013-08-23,110.610001,110.889999,109.720001,110.690002,1193400,109.033771
2013-08-26,110.800003,113.339996,110.75,112.040001,2502600,110.36357
2013-08-27,110.5,111.120003,107.699997,108.449997,2348200,106.827282
2013-08-28,108.449997,109.349998,107.93,108.5,1119400,106.876537
2013-08-29,108.5,109.5,108.260002,108.580002,927400,106.955342
2013-08-30,108.760002,108.790001,106.839996,107.360001,1194400,105.753595
2013-09-03,108.449997,108.730003,106.779999,107.599998,1555100,105.990002
2013-09-04,107.440002,107.900002,107.120003,107.610001,1665800,105.999855
2013-09-05,107.470001,109.470001,107.470001,109.050003,1460500,107.41831
2013-09-06,109.339996,109.790001,107.400002,108.160004,1511800,106.688384
2013-09-09,108.400002,109.190002,107.629997,109.099998,2203000,107.615589
2013-09-10,109.779999,111.5,109.739998,110.589996,1677300,109.085314
2013-09-11,110.529999,110.669998,109.519997,110.25,1356400,108.749944
2013-09-12,110.099998,110.120003,107.739998,108.389999,2306500,106.91525
2013-09-13,108.720001,108.900002,106.379997,107.239998,2974200,105.780896
2013-09-16,108.849998,111.0,108.559998,109.57,2673200,108.079196
2013-09-17,109.889999,111.480003,109.790001,110.68,2575500,109.174094
2013-09-18,113.199997,116.949997,112.5,116.25,6671000,114.668308
2013-09-19,114.629997,117.379997,114.540001,116.830002,3291200,115.240418
2013-09-20,117.480003,118.309998,116.709999,116.830002,2624800,115.240418
2013-09-23,115.169998,116.0,114.120003,114.910004,2022300,113.346544
2013-09-24,114.849998,115.879997,114.589996,114.720001,1291200,113.159126
2013-09-25,115.040001,115.129997,112.919998,113.57,2426100,112.024772
2013-09-26,113.970001,114.730003,112.870003,113.559998,1660200,112.014906
2013-09-27,113.019997,113.93,112.919998,113.769997,1052100,112.222047
2013-09-30,112.57,114.75,112.440002,114.110001,1709900,112.557425
2013-10-01,114.239998,115.32,113.870003,115.260002,1456300,113.69178
2013-10-02,114.510002,115.360001,113.919998,115.279999,1198500,113.711505
2013-10-03,114.870003,115.169998,111.800003,113.550003,2162800,112.005047
2013-10-04,113.440002,114.980003,113.029999,114.730003,1143100,113.168992
2013-10-07,113.75,114.360001,112.610001,113.690002,1264700,112.143142
2013-10-08,113.580002,114.0,111.959999,112.080002,1164200,110.555047
2013-10-09,112.330002,113.139999,111.25,112.580002,1518900,111.048244
2013-10-10,113.900002,115.110001,113.220001,115.059998,1246900,113.494497
2013-10-11,114.459999,115.889999,114.010002,115.870003,1041400,114.293481
2013-10-14,115.290001,115.480003,114.330002,115.370003,899800,113.800284
2013-10-15,116.910004,122.5,116.849998,120.080002,6195500,118.446199
2013-10-16,119.870003,124.349998,119.699997,123.260002,4127600,121.582932
2013-10-17,121.980003,125.269997,121.57,125.190002,4344800,123.486673
2013-10-18,125.269997,126.629997,124.709999,126.440002,2023900,124.719666
2013-10-21,126.220001,127.870003,125.919998,127.410004,2227800,125.676469
2013-10-22,128.869995,132.300003,128.860001,129.690002,4792200,127.925446
2013-10-23,128.669998,130.100006,128.259995,129.820007,2649900,128.053683
2013-10-24,130.479996,131.990005,130.070007,131.570007,2299400,129.779872
2013-10-25,131.960007,132.550003,131.169998,132.059998,2464100,130.263196
2013-10-28,131.419998,133.639999,131.229996,132.529999,3100600,130.726802
2013-10-29,133.289993,133.389999,132.0,133.139999,1826700,131.328503
2013-10-30,133.050003,133.839996,132.119995,132.809998,2302000,131.002991
2013-10-31,132.020004,132.559998,129.809998,131.0,3417500,129.21762
2013-11-01,131.770004,134.740005,131.580002,134.649994,3728600,132.817953
2013-11-04,134.649994,136.059998,134.089996,135.119995,2474500,133.281559
2013-11-05,134.369995,136.889999,133.789993,136.229996,2670600,134.376457
2013-11-06,136.809998,136.979996,131.919998,132.770004,5439500,130.963542
2013-11-07,133.050003,133.350006,130.25,130.550003,2846400,128.773746
2013-11-08,130.289993,132.729996,130.279999,132.570007,2676700,130.766266
2013-11-11,131.979996,133.169998,131.600006,132.520004,1805000,130.716943
2013-11-12,131.800003,136.100006,130.809998,134.630005,4789000,132.798235
2013-11-13,134.119995,135.889999,133.330002,135.289993,3447600,133.449244
2013-11-14,135.410004,136.5,135.039993,136.440002,3123700,134.583606
2013-11-15,138.460007,139.940002,137.889999,138.649994,3644900,136.763529
2013-11-18,138.589996,139.770004,136.789993,137.139999,2965700,135.274079
2013-11-19,137.169998,137.320007,133.929993,134.0,2960600,132.176802
2013-11-20,134.350006,135.740005,134.190002,134.580002,1716000,132.748913
2013-11-21,135.320007,138.860001,135.25,138.380005,2920800,136.497213
2013-11-22,138.100006,138.449997,135.940002,137.070007,1680100,135.205039
2013-11-25,137.809998,137.979996,136.710007,137.220001,1234500,135.352992
2013-11-26,137.300003,138.619995,137.009995,137.809998,1495000,135.934961
2013-11-27,138.699997,140.279999,138.509995,139.860001,1358600,137.957072
2013-11-29,140.449997,140.550003,138.509995,138.699997,733100,136.812851
2013-12-02,139.149994,140.960007,138.729996,140.210007,1953400,138.302316
2013-12-03,139.460007,140.0,137.679993,138.039993,1927300,136.161828
2013-12-04,137.660004,140.0,136.809998,138.710007,1187900,136.822725
2013-12-05,137.899994,139.669998,137.669998,138.220001,1161200,136.339386
2013-12-06,139.990005,140.169998,139.070007,139.389999,1216500,137.493466
2013-12-09,139.820007,140.0,139.110001,139.809998,1349300,137.907749
2013-12-10,139.660004,140.179993,138.220001,138.490005,1538700,136.752435
2013-12-11,138.880005,139.0,136.350006,136.509995,1451900,134.797266
2013-12-12,136.559998,137.529999,136.270004,136.339996,1795700,134.629401
2013-12-13,138.009995,138.880005,137.009995,137.899994,2583700,136.169826
2013-12-16,139.589996,140.970001,138.880005,139.850006,3549800,138.095373
2013-12-17,139.800003,140.169998,138.5,139.089996,2697000,137.344898
2013-12-18,138.100006,140.240005,137.360001,139.720001,4825100,137.966999
2013-12-19,139.610001,140.020004,137.759995,139.690002,2688900,137.937376
2013-12-20,139.520004,143.729996,139.229996,142.710007,3350200,140.91949
2013-12-23,143.309998,143.440002,141.619995,142.190002,1461000,140.40601
2013-12-24,142.240005,142.380005,141.139999,142.0,750600,140.218391
2013-12-26,142.649994,143.520004,142.330002,143.300003,1246400,141.502084
2013-12-27,143.279999,143.860001,142.740005,143.429993,923500,141.630443
2013-12-30,143.479996,143.880005,142.860001,143.050003,889300,141.255221
2013-12-31,143.009995,144.130005,143.0,143.770004,1102600,141.966188
2014-01-02,142.899994,144.389999,139.570007,139.770004,3360000,138.016374
2014-01-03,140.330002,141.149994,139.910004,140.050003,2779600,138.29286
2014-01-06,142.699997,143.0,138.259995,138.720001,2995000,136.979545
2014-01-07,139.339996,140.979996,138.990005,140.639999,1702000,138.875454
2014-01-08,141.039993,141.380005,139.990005,140.369995,1632800,138.608837
2014-01-09,140.509995,141.770004,139.949997,141.509995,1451600,139.734534
2014-01-10,141.199997,142.740005,140.410004,142.630005,1714700,140.840492
2014-01-13,141.350006,142.75,140.240005,140.490005,1565200,138.727342
2014-01-14,140.949997,142.830002,139.729996,142.699997,2344500,140.909606
2014-01-15,142.779999,143.139999,141.940002,142.550003,2692200,140.761494
2014-01-16,141.919998,142.5,140.949997,141.809998,1928100,140.030773
2014-01-17,140.610001,141.869995,140.089996,140.509995,2293000,138.74708
2014-01-21,141.710007,142.619995,140.800003,142.149994,2509000,140.366503
2014-01-22,142.75,142.839996,141.630005,142.300003,1337100,140.51463
2014-01-23,141.610001,141.990005,139.350006,140.240005,1836300,138.480479
2014-01-24,139.160004,139.389999,134.570007,134.580002,3089300,132.891489
2014-01-27,134.690002,135.779999,131.080002,131.949997,4738700,130.294481
2014-01-28,131.990005,134.639999,131.990005,134.339996,3169700,132.654494
2014-01-29,132.830002,134.0,131.550003,131.850006,2647600,130.195745
2014-01-30,133.089996,134.830002,133.059998,133.770004,1935900,132.091654
2014-01-31,131.850006,134.960007,131.789993,133.320007,1588500,131.647303
2014-02-03,132.929993,135.059998,129.029999,129.440002,3184000,127.815978
2014-02-04,129.479996,130.929993,128.169998,130.419998,2387000,128.783679
2014-02-05,129.850006,130.919998,129.190002,129.970001,2009200,128.339327
2014-02-06,130.139999,131.860001,130.059998,130.839996,1908400,129.198407
2014-02-07,131.919998,133.070007,130.869995,131.759995,2390500,130.106863
2014-02-10,131.369995,132.059998,129.339996,129.880005,3602500,128.25046
2014-02-11,130.410004,133.779999,130.130005,133.149994,3256000,131.479422
2014-02-12,133.160004,133.809998,131.75,133.0,1895700,131.33131
2014-02-13,131.919998,133.339996,131.0,133.070007,1780700,131.400439
2014-02-14,132.979996,134.550003,132.869995,133.919998,1436200,132.239766
2014-02-18,134.320007,134.770004,132.330002,132.789993,2360500,131.123938
2014-02-19,132.339996,133.509995,131.009995,131.350006,2780900,129.702018
2014-02-20,131.690002,133.509995,131.059998,132.990005,1787000,131.321441
2014-02-21,133.179993,135.210007,133.110001,134.899994,1969400,133.207466
2014-02-24,135.089996,136.979996,134.5,134.869995,2243200,133.177843
2014-02-25,134.850006,134.869995,132.320007,132.839996,2588900,131.173314
2014-02-26,132.630005,133.970001,131.949997,132.369995,1588100,130.70921
2014-02-27,132.039993,133.839996,131.949997,133.550003,1736100,131.874413
2014-02-28,133.190002,134.429993,132.339996,133.330002,1904700,131.657172
2014-03-03,132.050003,134.289993,132.050003,133.380005,1614300,131.706547
2014-03-04,134.839996,137.649994,134.740005,137.089996,2250100,135.369991
2014-03-05,137.240005,137.600006,136.509995,136.910004,1292200,135.192257
2014-03-06,137.25,137.639999,136.190002,137.289993,1581300,135.567479
2014-03-07,137.919998,138.600006,136.960007,137.429993,1353800,135.854151
2014-03-10,137.029999,138.389999,136.809998,137.860001,1720700,136.279228
2014-03-11,137.740005,138.070007,136.710007,137.289993,1483500,135.715757
2014-03-12,136.800003,138.139999,136.0,137.789993,1275600,136.210024
2014-03-13,138.360001,139.289993,135.880005,136.679993,2286000,135.112751
2014-03-14,136.380005,137.75,136.020004,136.759995,2629200,135.191836
2014-03-17,137.710007,138.610001,137.110001,137.580002,3855000,136.00244
2014-03-18,137.589996,139.190002,137.350006,138.570007,2578900,136.981094
2014-03-19,138.110001,141.169998,137.139999,138.380005,3110400,136.79327
2014-03-20,137.029999,137.729996,135.240005,136.5,3377700,134.934822
2014-03-21,137.509995,138.0,136.020004,136.789993,5017900,135.22149
2014-03-24,137.149994,137.199997,134.869995,134.949997,3206900,133.402592
2014-03-25,134.880005,135.679993,132.520004,134.160004,4336800,132.621658
2014-03-26,134.479996,135.309998,132.089996,132.119995,2870700,130.605041
2014-03-27,132.0,132.639999,131.300003,132.110001,3042800,130.595161
2014-03-28,132.440002,133.399994,132.009995,132.009995,5019100,130.496301
2014-03-31,132.520004,133.240005,131.869995,132.559998,4368000,131.039998
2014-04-01,133.0,134.110001,132.779999,134.110001,2513800,132.572228
2014-04-02,134.100006,135.199997,133.940002,134.759995,1747800,133.214769
2014-04-03,134.699997,136.119995,134.699997,135.300003,1987600,133.748585
2014-04-04,135.789993,136.600006,133.860001,134.350006,1586500,132.809481
2014-04-07,134.360001,135.009995,132.669998,132.979996,2007500,131.45518
2014-04-08,133.039993,133.399994,131.809998,132.910004,2016100,131.385991
2014-04-09,133.309998,134.490005,132.949997,134.0,1640400,132.463489
2014-04-10,134.080002,134.309998,131.860001,132.059998,2528300,130.545731
2014-04-11,130.970001,132.759995,130.679993,131.229996,1927200,129.725247
2014-04-14,132.110001,132.860001,131.160004,132.0,2115200,130.486422
2014-04-15,132.330002,132.990005,130.639999,132.169998,2518400,130.65447
2014-04-16,132.550003,134.039993,132.009995,133.75,2696500,132.216355
2014-04-17,133.619995,135.970001,133.619995,135.550003,2152300,133.995719
2014-04-21,135.610001,136.779999,135.259995,136.270004,2755300,134.707464
2014-04-22,136.539993,137.770004,136.520004,137.029999,2173900,135.458744
2014-04-23,137.0,137.149994,135.929993,136.330002,1793300,134.766773
2014-04-24,136.399994,137.089996,135.619995,136.080002,1926700,134.51964
2014-04-25,136.020004,136.039993,133.949997,134.210007,1118500,132.671087
2014-04-28,134.389999,136.020004,133.520004,134.529999,1812300,132.98741
2014-04-29,134.809998,135.720001,133.899994,135.470001,1161200,133.916634
2014-04-30,135.550003,136.809998,134.850006,136.25,1810000,134.687689
2014-05-01,136.360001,137.0,135.389999,136.240005,813000,134.677809
2014-05-02,136.110001,137.729996,136.110001,136.949997,966700,135.379659
2014-05-05,136.070007,136.460007,135.009995,135.850006,959100,134.292282
2014-05-06,135.289993,136.990005,135.050003,135.490005,1411000,133.936409
2014-05-07,136.210007,138.669998,136.009995,138.539993,1874300,136.951424
2014-05-08,135.809998,137.660004,135.800003,136.699997,2394900,135.132526
2014-05-09,136.0,137.889999,135.210007,137.520004,2138500,135.943131
2014-05-12,138.029999,140.339996,137.919998,140.149994,1726700,138.542964
2014-05-13,140.289993,140.839996,139.889999,140.139999,1085700,138.533084
2014-05-14,140.0,140.0,138.910004,139.330002,1682000,137.732374
2014-05-15,139.279999,139.339996,137.550003,138.679993,1260700,137.089818
2014-05-16,138.820007,139.770004,137.910004,138.229996,2067000,136.644981
2014-05-19,138.100006,139.220001,137.839996,139.0,3897200,137.406156
2014-05-20,139.080002,139.470001,136.970001,137.460007,1968400,135.883821
2014-05-21,138.300003,139.690002,138.029999,139.050003,1586000,137.455586
2014-05-22,138.839996,139.690002,138.339996,139.330002,1550800,137.732374
2014-05-23,139.720001,141.940002,139.309998,141.5,1198100,139.87749
2014-05-27,142.020004,142.839996,141.619995,142.240005,1894800,140.60901
2014-05-28,142.240005,143.979996,142.199997,143.470001,1491000,141.824902
2014-05-29,143.880005,144.600006,143.300003,144.529999,1275500,142.872745
2014-05-30,144.369995,144.850006,143.940002,144.160004,943200,142.506993
2014-06-02,144.309998,144.990005,143.720001,144.25,1285500,142.595957
2014-06-03,143.809998,144.649994,142.580002,142.949997,1351100,141.31086
2014-06-04,142.740005,143.309998,142.380005,143.0,1091200,141.36029
2014-06-05,143.470001,143.990005,142.360001,142.649994,1953400,141.014297
2014-06-06,142.830002,143.300003,142.279999,142.699997,2273800,141.063727
2014-06-09,142.690002,144.399994,142.690002,143.649994,1661900,142.002831
2014-06-10,142.970001,143.910004,142.809998,143.789993,1087800,142.141225
2014-06-11,143.070007,143.089996,141.940002,142.75,1016000,141.113157
2014-06-12,142.089996,142.279999,139.139999,139.210007,1594000,137.613755
2014-06-13,139.529999,140.699997,139.089996,140.270004,1266600,138.661598
2014-06-16,139.820007,140.479996,139.25,139.449997,1458400,137.850993
2014-06-17,139.050003,141.070007,138.300003,140.309998,1857000,138.900342
2014-06-18,145.350006,149.369995,145.089996,148.949997,5650700,147.453538
2014-06-19,147.960007,149.330002,146.830002,147.600006,3368900,146.11711
2014-06-20,147.839996,148.460007,147.660004,148.119995,2758700,146.631875
2014-06-23,148.0,149.679993,147.960007,148.880005,2654200,147.384249
2014-06-24,148.440002,151.149994,148.440002,149.679993,3019400,148.1762
2014-06-25,149.110001,151.889999,148.820007,151.419998,2022300,149.898724
2014-06-26,151.360001,151.679993,150.050003,151.5,1163000,149.977922
2014-06-27,151.289993,151.759995,150.759995,151.410004,1945500,149.88883
2014-06-30,151.399994,151.669998,150.660004,151.380005,1433000,149.859132
2014-07-01,152.0,152.839996,151.570007,152.380005,1445000,150.849086
2014-07-02,152.270004,153.240005,152.080002,152.270004,1236300,150.74019
2014-07-03,152.789993,153.740005,152.539993,153.610001,660800,152.066724
2014-07-07,152.860001,153.100006,151.380005,151.679993,1147900,150.156106
2014-07-08,151.369995,151.589996,149.820007,151.169998,1207200,149.651235
2014-07-09,151.610001,152.440002,150.809998,151.320007,822400,149.799738
2014-07-10,149.869995,150.880005,149.419998,150.259995,984300,148.750374
2014-07-11,150.149994,151.320007,149.919998,150.639999,839100,149.126561
2014-07-14,151.649994,151.910004,150.979996,151.070007,1149100,149.552249
2014-07-15,149.580002,152.669998,149.580002,151.899994,1193500,150.373897
2014-07-16,152.399994,154.5,152.25,154.380005,1424700,152.828992
2014-07-17,153.350006,155.309998,151.729996,151.899994,1811900,150.373897
2014-07-18,151.339996,153.149994,151.229996,152.869995,1032400,151.334153
2014-07-21,152.529999,153.309998,152.080002,152.350006,1030500,150.819388
2014-07-22,152.889999,153.929993,152.820007,153.289993,1314300,151.749932
2014-07-23,153.460007,153.889999,152.600006,152.679993,966600,151.146059
2014-07-24,153.029999,153.25,152.330002,152.5,1009900,150.967875
2014-07-25,152.0,152.410004,150.800003,150.860001,1269600,149.344352
2014-07-28,150.899994,151.460007,148.300003,149.529999,1652200,148.027713
2014-07-29,148.5,149.860001,147.039993,147.139999,1706200,145.661725
2014-07-30,147.360001,150.339996,147.360001,149.360001,1390600,147.859422
2014-07-31,148.070007,149.110001,146.639999,146.880005,1519800,145.404343
2014-08-01,146.630005,147.990005,145.929993,146.75,1709100,145.275644
2014-08-04,147.309998,149.080002,146.949997,148.830002,1444000,147.334748
2014-08-05,147.839996,148.550003,146.149994,146.839996,860700,145.364736
2014-08-06,145.830002,146.419998,145.080002,145.470001,1098000,144.008505
2014-08-07,146.960007,148.410004,145.910004,146.020004,1659200,144.552982
2014-08-08,146.229996,147.919998,145.619995,147.850006,825500,146.364598
2014-08-11,148.809998,149.070007,147.720001,148.279999,790900,146.790271
2014-08-12,148.320007,149.190002,148.009995,148.429993,495400,146.938758
2014-08-13,149.0,149.669998,148.919998,149.350006,622500,147.849528
2014-08-14,149.639999,149.720001,148.610001,149.639999,529000,148.136608
2014-08-15,150.039993,150.240005,147.5,148.720001,1071500,147.225853
2014-08-18,149.289993,150.449997,149.229996,150.419998,1066900,148.90877
2014-08-19,150.509995,150.600006,149.910004,150.0,1062800,148.492992
2014-08-20,150.160004,150.960007,149.990005,150.630005,1476600,149.116667
2014-08-21,151.029999,151.070007,150.0,150.550003,817400,149.037469
2014-08-22,150.729996,150.729996,149.039993,149.460007,1075900,147.958424
2014-08-25,150.130005,150.539993,149.649994,149.789993,619500,148.285095
2014-08-26,150.0,150.389999,149.179993,149.279999,609100,147.780224
2014-08-27,149.25,149.800003,148.949997,149.100006,696600,147.60204
2014-08-28,148.789993,149.0,147.029999,147.869995,1364300,146.384387
2014-08-29,148.399994,148.490005,147.649994,147.880005,1227400,146.394296
2014-09-02,148.720001,150.570007,148.369995,150.399994,1416900,148.888967
2014-09-03,150.479996,152.210007,150.369995,151.710007,1479300,150.185819
2014-09-04,152.220001,154.240005,151.690002,152.039993,1748300,150.51249
2014-09-05,151.550003,153.350006,150.100006,153.300003,1208100,151.759841
2014-09-08,152.539993,153.25,151.889999,152.399994,1349200,151.065964
2014-09-09,152.190002,152.399994,150.690002,151.0,1001600,149.678225
2014-09-10,150.949997,151.070007,150.009995,150.759995,993200,149.44032
2014-09-11,150.080002,152.990005,150.009995,152.529999,1029100,151.194831
2014-09-12,153.179993,154.089996,152.539993,153.770004,1564600,152.423982
2014-09-15,154.0,154.320007,152.009995,154.039993,1684600,152.691608
2014-09-16,154.809998,155.059998,153.050003,154.660004,2224400,153.306191
2014-09-17,159.699997,161.649994,159.199997,159.710007,4338900,158.311989
2014-09-18,159.800003,161.25,158.690002,158.929993,3393100,157.538802
2014-09-19,160.089996,160.259995,158.330002,158.330002,4271100,156.944064
2014-09-22,158.009995,158.850006,157.809998,157.860001,1621300,156.478176
2014-09-23,157.589996,159.0,157.460007,158.0,1357700,156.61695
2014-09-24,158.369995,159.539993,157.800003,159.309998,1497300,157.915481
2014-09-25,159.289993,159.520004,157.039993,157.160004,1132900,155.784307
2014-09-26,157.570007,160.350006,157.520004,159.779999,1239400,158.381368
2014-09-29,158.839996,162.520004,158.529999,162.179993,2055100,160.760354
2014-09-30,162.210007,163.839996,161.300003,161.449997,2875900,160.036748
2014-10-01,161.0,161.389999,157.639999,158.139999,2429500,156.755724
2014-10-02,158.160004,159.350006,156.699997,159.029999,1747200,157.637933
2014-10-03,160.830002,163.240005,160.220001,162.740005,1990300,161.315464
2014-10-06,163.270004,165.169998,159.0,159.240005,2687200,157.846102
2014-10-07,158.589996,159.0,156.029999,156.059998,1734400,154.69393
2014-10-08,156.179993,160.429993,155.130005,160.25,2137500,158.847255
2014-10-09,159.5,160.350006,156.220001,156.509995,1450800,155.139988
2014-10-10,156.160004,157.789993,153.490005,154.75,2129700,153.395399
2014-10-13,155.100006,156.770004,151.110001,151.259995,1992400,149.935943
2014-10-14,152.880005,155.330002,152.610001,153.720001,2605800,152.374416
2014-10-15,151.110001,154.449997,148.809998,153.820007,2644600,152.473547
2014-10-16,151.679993,154.389999,150.539993,151.929993,2743800,150.600077
2014-10-17,153.240005,156.649994,153.020004,156.119995,2613200,154.753402
2014-10-20,155.720001,156.149994,154.009995,155.869995,1691000,154.50559
2014-10-21,157.029999,160.929993,156.710007,159.880005,2670300,158.480499
2014-10-22,160.740005,161.259995,158.449997,158.470001,1872100,157.082837
2014-10-23,160.949997,163.479996,160.589996,162.5,2368900,161.07756
2014-10-24,163.100006,164.479996,162.679993,163.880005,1571100,162.445485
2014-10-27,163.75,165.399994,163.009995,165.220001,1530000,163.773751
2014-10-28,165.820007,168.270004,165.630005,168.199997,1579100,166.727662
2014-10-29,168.199997,168.25,163.610001,165.770004,1827400,164.31894
2014-10-30,165.190002,166.720001,163.910004,165.289993,1670200,163.843131
2014-10-31,167.990005,169.0,167.020004,167.399994,2245600,165.934662
2014-11-03,167.149994,167.619995,165.710007,167.199997,1550800,165.736415
2014-11-04,167.729996,168.639999,166.899994,166.960007,2429300,165.498526
2014-11-05,169.0,169.479996,167.199997,169.419998,1522700,167.936984
2014-11-06,169.5,171.919998,169.270004,171.699997,1547900,170.197025
2014-11-07,171.910004,171.910004,169.639999,171.220001,1238100,169.721231
2014-11-10,170.990005,171.949997,170.059998,171.740005,1091000,170.236683
2014-11-11,171.789993,172.880005,171.130005,172.339996,1383200,170.831422
2014-11-12,171.669998,172.130005,170.479996,171.800003,906100,170.296155
2014-11-13,172.020004,172.460007,170.460007,171.570007,1552100,170.068173
2014-11-14,171.139999,172.699997,170.770004,171.559998,1062100,170.058251
2014-11-17,171.259995,171.619995,170.619995,171.320007,848000,169.820361
2014-11-18,171.289993,172.809998,171.190002,172.0,1032100,170.494402
2014-11-19,172.0,172.0,170.279999,171.679993,893700,170.177196
2014-11-20,171.089996,172.619995,170.419998,172.5,1092100,170.990025
2014-11-21,175.529999,176.610001,173.869995,174.460007,2068200,172.932875
2014-11-24,175.339996,176.449997,175.089996,175.529999,1868600,173.993501
2014-11-25,175.449997,175.889999,174.399994,174.860001,1963800,173.329367
2014-11-26,175.25,175.490005,174.520004,175.080002,765800,173.547443
2014-11-28,178.539993,179.789993,177.5,178.179993,1813200,176.620298
2014-12-01,178.789993,178.970001,175.720001,177.699997,1989600,176.144504
2014-12-02,181.119995,182.419998,179.770004,180.389999,3395800,178.810959
2014-12-03,180.699997,180.699997,179.490005,180.039993,1695800,178.464017
2014-12-04,180.25,180.75,179.339996,180.179993,1431400,178.602791
2014-12-05,180.25,182.179993,180.199997,182.029999,1246300,180.436603
2014-12-08,182.949997,183.509995,181.259995,181.529999,1885300,179.94098
2014-12-09,179.789993,180.0,176.529999,178.770004,2240900,177.205145
2014-12-10,179.399994,179.600006,176.360001,176.460007,2079600,175.111273
2014-12-11,177.889999,178.610001,176.539993,176.880005,2082700,175.528061
2014-12-12,176.380005,178.5,175.339996,175.789993,1858500,174.446381
2014-12-15,176.820007,178.970001,174.759995,176.270004,2486000,174.922723
2014-12-16,176.710007,178.100006,174.259995,174.259995,2784300,172.928076
2014-12-17,169.789993,170.0,163.570007,167.779999,8744900,166.497609
2014-12-18,170.949997,174.380005,170.0,174.380005,3803000,173.047169
2014-12-19,174.199997,175.710007,172.360001,174.220001,3857200,172.888389
2014-12-22,175.240005,177.080002,174.330002,176.869995,1897700,175.518128
2014-12-23,177.710007,178.339996,176.080002,176.940002,999200,175.5876
2014-12-24,177.039993,177.919998,176.309998,176.419998,571700,175.07157
2014-12-26,176.580002,177.160004,175.380005,175.899994,740800,174.555541
2014-12-29,174.960007,175.940002,174.550003,175.520004,778800,174.178455
2014-12-30,174.619995,176.490005,174.110001,175.0,765900,173.662426
2014-12-31,175.699997,176.279999,173.509995,173.660004,854200,172.332671
