Date,Open_BXP,High_BXP,Low_BXP,Close_BXP,Volume_BXP,AdjClose_BXP
2014-01-30,106.529999,108.339996,106.480003,108.0,872400,98.570106
2014-01-31,107.029999,108.629997,106.639999,108.089996,1013600,98.652245
2014-02-03,107.93,108.419998,105.82,106.059998,830100,96.799493
2014-02-04,106.669998,107.940002,105.940002,107.739998,915800,98.332806
2014-02-05,107.580002,107.720001,106.190002,106.730003,717400,97.410998
2014-02-06,106.980003,108.660004,106.769997,108.489998,953600,99.017321
2014-02-07,108.919998,109.989998,107.919998,109.18,1089000,99.647076
2014-02-10,109.150002,110.239998,108.410004,109.919998,738100,100.322462
2014-02-11,109.68,110.379997,109.32,109.639999,990100,100.066911
2014-02-12,109.720001,110.290001,109.029999,110.129997,503600,100.514125
2014-02-13,109.470001,111.239998,109.470001,110.110001,726700,100.495875
2014-02-14,110.209999,111.230003,109.739998,110.959999,361500,101.271656
2014-02-18,110.769997,111.349998,109.849998,111.32,690100,101.600224
2014-02-19,110.93,111.970001,110.480003,110.839996,515100,101.162132
2014-02-20,110.860001,111.739998,110.040001,110.660004,655300,100.997855
2014-02-21,110.699997,111.690002,110.300003,110.910004,582900,101.226026
2014-02-24,110.910004,111.540001,110.599998,110.629997,694500,100.970468
2014-02-25,110.669998,112.720001,110.25,112.099998,836700,102.312118
2014-02-26,112.580002,112.940002,110.980003,111.400002,625200,101.673241
2014-02-27,111.360001,112.25,109.730003,110.93,717800,101.244277
2014-02-28,110.790001,112.959999,110.589996,112.43,1083900,102.613306
2014-03-03,111.980003,112.839996,110.980003,112.169998,639700,102.376006
2014-03-04,113.0,114.059998,112.559998,113.589996,938700,103.672019
2014-03-05,113.470001,113.669998,111.160004,112.989998,903700,103.124408
2014-03-06,113.459999,113.459999,111.610001,112.440002,764400,102.622435
2014-03-07,112.440002,112.440002,110.169998,110.940002,903700,101.253406
2014-03-10,110.849998,111.059998,109.940002,110.68,688400,101.016105
2014-03-11,111.480003,113.720001,111.230003,112.910004,1205600,103.051399
2014-03-12,112.169998,113.0,111.43,111.57,820200,101.828396
2014-03-13,111.870003,111.900002,110.769997,111.650002,639500,101.901412
2014-03-14,111.589996,112.790001,111.400002,111.849998,487100,102.083947
2014-03-17,112.300003,113.0,111.669998,112.190002,645400,102.394264
2014-03-18,112.239998,113.290001,111.870003,113.209999,588000,103.3252
2014-03-19,113.379997,114.440002,111.370003,112.0,1119700,102.220851
2014-03-20,111.449997,112.879997,110.489998,112.839996,891700,102.987504
2014-03-21,113.870003,114.589996,112.669998,113.949997,1095000,104.000586
2014-03-24,113.970001,114.139999,112.18,113.160004,745800,103.27957
2014-03-25,113.610001,114.050003,112.879997,113.639999,482200,103.717656
2014-03-26,113.800003,113.919998,112.169998,112.339996,955000,102.531161
2014-03-27,111.629997,113.110001,111.389999,113.040001,776500,103.770463
2014-03-28,113.379997,114.190002,113.379997,113.889999,522600,104.55076
2014-03-31,114.199997,115.199997,113.199997,114.529999,685000,105.138278
2014-04-01,114.580002,115.760002,113.82,115.709999,884100,106.221515
2014-04-02,115.360001,116.25,114.900002,115.5,787200,106.028736
2014-04-03,115.690002,115.919998,114.839996,115.5,612600,106.028736
2014-04-04,114.790001,117.0,114.790001,116.309998,782700,106.772312
2014-04-07,116.199997,117.449997,115.639999,116.57,1302800,107.010994
2014-04-08,116.57,117.410004,115.970001,117.260002,719700,107.644414
2014-04-09,117.279999,117.489998,116.010002,116.260002,969200,106.726417
2014-04-10,116.610001,117.279999,114.230003,114.449997,965200,105.064836
2014-04-11,113.959999,116.0,113.860001,115.349998,1291000,105.891035
2014-04-14,115.839996,116.470001,114.239998,115.440002,775600,105.973659
2014-04-15,115.480003,117.07,115.349998,116.790001,1086800,107.212954
2014-04-16,117.110001,117.550003,115.889999,116.889999,1182500,107.304753
2014-04-17,116.540001,117.489998,116.199997,117.43,690700,107.800472
2014-04-21,118.0,118.239998,117.120003,117.589996,677100,107.947348
2014-04-22,117.330002,118.260002,117.059998,118.010002,618900,108.332913
2014-04-23,118.019997,118.5,116.959999,117.370003,835200,107.745395
2014-04-24,117.519997,118.360001,117.019997,118.220001,583400,108.525691
2014-04-25,118.120003,118.379997,116.980003,117.370003,455200,107.745395
2014-04-28,118.099998,118.459999,117.110001,118.300003,673300,108.599133
2014-04-29,118.32,118.410004,117.220001,117.529999,600100,107.892271
2014-04-30,118.290001,118.980003,116.559998,117.139999,1110400,107.534252
2014-05-01,117.330002,118.370003,116.470001,118.230003,813800,108.534873
2014-05-02,117.93,118.970001,117.199997,117.849998,1194600,108.18603
2014-05-05,117.489998,118.169998,117.230003,117.800003,711900,108.140134
2014-05-06,117.629997,117.900002,116.910004,117.059998,854200,107.460811
2014-05-07,117.739998,118.940002,117.220001,118.699997,688600,108.966326
2014-05-08,118.660004,119.5,118.519997,119.059998,496000,109.296806
2014-05-09,119.660004,120.160004,118.639999,119.43,683400,109.636468
2014-05-12,119.529999,119.989998,119.059998,119.790001,583600,109.966947
2014-05-13,120.0,120.540001,118.300003,118.760002,585300,109.021411
2014-05-14,118.940002,119.110001,117.93,118.779999,493600,109.039768
2014-05-15,118.68,119.199997,117.599998,119.169998,865200,109.397786
2014-05-16,118.699997,120.18,118.230003,120.139999,757500,110.288245
2014-05-19,119.879997,120.199997,118.699997,120.0,776100,110.159726
2014-05-20,119.739998,120.330002,119.449997,119.800003,826600,109.976129
2014-05-21,120.900002,121.050003,119.089996,119.150002,505400,109.379429
2014-05-22,119.129997,119.410004,118.059998,118.260002,446800,108.562412
2014-05-23,118.669998,119.269997,118.360001,118.910004,676400,109.159112
2014-05-27,119.0,120.440002,118.830002,120.43,600200,110.554465
2014-05-28,120.129997,120.129997,118.449997,119.300003,465000,109.517131
2014-05-29,119.209999,119.599998,118.779999,119.480003,377900,109.68237
2014-05-30,119.540001,120.68,119.510002,120.68,1143100,110.783965
2014-06-02,120.470001,121.43,120.199997,120.900002,507300,110.985925
2014-06-03,120.589996,120.809998,119.830002,119.989998,416600,110.150544
2014-06-04,119.730003,120.620003,119.18,120.309998,529500,110.444303
2014-06-05,120.349998,122.029999,119.980003,121.949997,769400,111.949819
2014-06-06,121.940002,122.0,121.300003,121.900002,668600,111.903923
2014-06-09,121.900002,122.400002,119.190002,119.739998,838100,109.921045
2014-06-10,119.400002,119.910004,117.709999,117.949997,905100,108.277828
2014-06-11,117.879997,118.139999,116.769997,117.0,938200,107.405733
2014-06-12,113.620003,117.040001,113.620003,116.25,1363700,106.717235
2014-06-13,116.620003,117.25,115.720001,116.809998,1082000,107.231311
2014-06-16,116.980003,117.470001,115.639999,116.0,878800,106.487735
2014-06-17,115.589996,115.639999,114.400002,114.989998,1095900,105.560556
2014-06-18,115.230003,117.190002,114.660004,116.949997,845700,107.35983
2014-06-19,117.190002,118.07,116.639999,118.029999,856300,108.35127
2014-06-20,118.150002,118.559998,117.150002,118.389999,1021400,108.681749
2014-06-23,118.239998,118.879997,117.900002,118.25,698000,108.55323
2014-06-24,118.019997,118.739998,117.540001,118.739998,979900,109.003047
2014-06-25,118.32,118.879997,117.830002,118.32,798600,108.61749
2014-06-26,117.449997,117.690002,116.860001,117.309998,656300,108.28518
2014-06-27,117.379997,118.529999,116.980003,118.529999,845800,109.411325
2014-06-30,118.230003,118.589996,117.330002,118.18,694800,109.088252
2014-07-01,118.349998,119.120003,117.639999,118.519997,767100,109.402092
2014-07-02,118.169998,118.610001,117.589996,117.940002,630400,108.866718
2014-07-03,117.809998,117.989998,116.970001,117.379997,728200,108.349795
2014-07-07,117.529999,118.800003,117.110001,118.559998,1041200,109.439016
2014-07-08,118.529999,118.900002,118.190002,118.599998,526300,109.47594
2014-07-09,118.690002,118.900002,117.739998,118.629997,474900,109.503631
2014-07-10,117.93,120.190002,117.93,119.690002,736800,110.482088
2014-07-11,119.690002,119.690002,118.910004,119.419998,458500,110.232856
2014-07-14,119.519997,120.440002,119.190002,120.370003,660700,111.109775
2014-07-15,120.389999,120.720001,119.650002,120.449997,415000,111.183615
2014-07-16,120.550003,121.169998,120.239998,120.790001,418100,111.497462
2014-07-17,120.699997,121.110001,120.190002,120.32,560000,111.063619
2014-07-18,120.699997,121.839996,120.449997,121.690002,543900,112.328225
2014-07-21,121.199997,121.599998,120.879997,121.0,473800,111.691306
2014-07-22,121.550003,121.900002,121.349998,121.68,659900,112.318993
2014-07-23,121.849998,121.849998,121.059998,121.209999,531400,111.885149
2014-07-24,121.540001,121.790001,120.720001,121.290001,601400,111.958997
2014-07-25,120.800003,121.25,119.790001,120.080002,655200,110.842084
2014-07-28,120.470001,122.0,120.370003,121.449997,604500,112.106684
2014-07-29,121.260002,121.349998,119.879997,120.510002,568700,111.239004
2014-07-30,120.349998,121.910004,120.25,120.980003,700400,111.672847
2014-07-31,120.709999,121.290001,119.379997,119.449997,715100,110.260547
2014-08-01,119.519997,120.07,118.720001,118.779999,518900,109.642092
2014-08-04,118.82,120.239998,118.080002,119.82,542600,110.602084
2014-08-05,119.18,119.639999,117.760002,118.309998,710600,109.208249
2014-08-06,118.209999,119.230003,118.07,118.959999,637100,109.808245
2014-08-07,119.169998,119.800003,118.43,118.669998,456300,109.540554
2014-08-08,119.800003,120.120003,118.459999,120.050003,515600,110.814393
2014-08-11,120.610001,121.379997,120.160004,120.650002,482500,111.368233
2014-08-12,120.510002,120.970001,120.099998,120.510002,360900,111.239004
2014-08-13,120.75,122.18,120.540001,121.480003,453900,112.134382
2014-08-14,121.769997,122.0,120.870003,120.93,450100,111.626691
2014-08-15,121.339996,121.660004,120.309998,120.540001,598400,111.266695
2014-08-18,121.239998,122.5,120.889999,122.419998,533900,113.002062
2014-08-19,122.550003,123.150002,121.790001,122.940002,381800,113.482061
2014-08-20,122.580002,123.800003,121.889999,123.410004,405600,113.915905
2014-08-21,123.410004,124.040001,122.709999,122.989998,470500,113.52821
2014-08-22,122.849998,123.339996,121.220001,121.980003,335000,112.595916
2014-08-25,122.720001,122.720001,120.830002,121.379997,422700,112.042069
2014-08-26,121.360001,121.959999,121.040001,121.139999,454200,111.820535
2014-08-27,121.349998,122.220001,121.18,121.489998,449600,112.143607
2014-08-28,121.290001,121.669998,120.730003,121.07,437900,111.75592
2014-08-29,121.269997,121.519997,120.669998,121.419998,814900,112.078993
2014-09-02,121.269997,121.889999,121.029999,121.230003,565300,111.903615
2014-09-03,121.730003,122.300003,121.230003,121.849998,520600,112.475913
2014-09-04,121.769997,122.370003,120.309998,120.669998,624100,111.386691
2014-09-05,120.779999,122.889999,120.779999,122.790001,571000,113.343599
2014-09-08,122.910004,123.330002,122.230003,122.660004,318500,113.223603
2014-09-09,122.330002,122.82,121.110001,121.400002,357900,112.060535
2014-09-10,120.980003,121.040001,118.900002,119.050003,602900,109.891325
2014-09-11,118.910004,119.589996,118.529999,119.279999,452800,110.103627
2014-09-12,119.0,119.010002,114.550003,115.300003,1078900,106.429817
2014-09-15,115.550003,116.050003,114.160004,114.860001,686300,106.023665
2014-09-16,114.989998,116.769997,114.440002,116.309998,781400,107.362112
2014-09-17,117.260002,118.669998,117.089996,117.940002,1113500,108.866718
2014-09-18,118.93,118.93,117.040001,117.360001,749300,108.331336
2014-09-19,117.989998,117.989998,116.989998,117.209999,984600,108.192875
2014-09-22,116.800003,117.57,116.389999,116.480003,535600,107.519039
2014-09-23,116.18,116.620003,115.300003,115.459999,739000,106.577505
2014-09-24,115.269997,117.029999,114.889999,115.110001,847800,106.254432
2014-09-25,115.410004,115.529999,113.610001,113.660004,1379000,104.915985
2014-09-26,112.839996,115.669998,112.75,115.25,984500,106.995549
2014-09-29,115.669998,115.889999,114.32,115.870003,1054600,107.571146
2014-09-30,115.900002,116.309998,114.860001,115.760002,1036500,107.469024
2014-10-01,115.440002,117.029999,115.309998,115.980003,988200,107.673268
2014-10-02,115.760002,116.57,115.440002,115.989998,829500,107.682547
2014-10-03,116.330002,116.82,115.599998,116.440002,878200,108.100321
2014-10-06,116.540001,117.169998,115.889999,116.349998,624300,108.016763
2014-10-07,115.900002,116.709999,115.059998,115.099998,916700,106.856291
2014-10-08,115.589996,118.620003,115.300003,118.589996,1397400,110.096328
2014-10-09,118.5,119.849998,118.080002,118.779999,1214000,110.272722
2014-10-10,119.139999,120.709999,119.040001,119.339996,818400,110.792611
2014-10-13,119.029999,120.790001,119.029999,119.300003,739500,110.755482
2014-10-14,119.669998,122.309998,119.300003,120.669998,947500,112.027355
2014-10-15,120.260002,121.029999,118.110001,119.480003,1443100,110.922591
2014-10-16,118.510002,119.370003,117.459999,118.440002,1239100,109.957077
2014-10-17,118.889999,119.800003,117.57,119.559998,1167500,110.996855
2014-10-20,119.68,120.940002,119.370003,120.919998,594400,112.25945
2014-10-21,121.290001,122.160004,120.440002,122.110001,829900,113.364222
2014-10-22,122.300003,122.800003,121.620003,121.769997,792200,113.04857
2014-10-23,122.199997,122.690002,121.449997,121.900002,1057900,113.169263
2014-10-24,121.919998,122.449997,121.330002,121.849998,755300,113.122842
2014-10-27,122.0,123.019997,121.410004,122.900002,841900,114.097641
2014-10-28,122.849998,123.120003,121.910004,123.120003,789500,114.301886
2014-10-29,124.629997,125.57,122.879997,124.739998,1320800,115.805853
2014-10-30,124.139999,125.599998,123.879997,125.57,859600,116.576408
2014-10-31,126.0,126.919998,125.43,126.75,1159000,117.671895
2014-11-03,127.07,128.690002,126.610001,128.690002,1484600,119.47295
2014-11-04,128.809998,129.330002,127.970001,129.029999,943900,119.788595
2014-11-05,129.190002,129.610001,128.009995,128.850006,804000,119.621494
2014-11-06,128.940002,129.389999,127.68,127.919998,1173700,118.758095
2014-11-07,127.75,128.309998,126.760002,127.82,1416800,118.665259
2014-11-10,127.669998,128.410004,127.400002,128.289993,722300,119.10159
2014-11-11,128.470001,128.520004,127.050003,127.639999,643300,118.49815
2014-11-12,128.289993,128.300003,126.470001,126.800003,776000,117.718316
2014-11-13,126.809998,127.940002,126.379997,127.839996,847400,118.683823
2014-11-14,127.639999,128.110001,126.040001,126.339996,624300,117.291256
2014-11-17,126.580002,127.239998,126.239998,126.43,721800,117.374814
2014-11-18,126.690002,127.900002,126.260002,127.769997,849200,118.618837
2014-11-19,127.43,128.830002,127.07,127.910004,1046900,118.748816
2014-11-20,127.080002,127.879997,126.449997,127.010002,846100,117.913275
2014-11-21,127.739998,128.389999,127.269997,128.380005,1665300,119.185155
2014-11-24,128.830002,128.979996,127.910004,128.369995,707000,119.175862
2014-11-25,128.25,129.100006,127.809998,128.539993,949300,119.333685
2014-11-26,128.729996,129.639999,128.479996,129.220001,823000,119.964989
2014-11-28,129.580002,131.149994,128.850006,129.639999,484400,120.354906
2014-12-01,129.479996,130.729996,129.179993,129.979996,951800,120.670551
2014-12-02,129.910004,131.720001,129.139999,131.490005,808100,122.072411
2014-12-03,131.25,131.429993,130.339996,131.080002,1191400,121.691772
2014-12-04,131.25,131.789993,130.410004,131.520004,872400,122.100261
2014-12-05,131.070007,131.449997,129.320007,131.389999,772500,121.979567
2014-12-08,131.630005,132.830002,131.350006,131.820007,884800,122.378777
2014-12-09,130.979996,133.690002,130.979996,133.160004,849200,123.6228
2014-12-10,132.740005,133.479996,132.160004,132.990005,810700,123.464978
2014-12-11,133.509995,133.570007,131.570007,131.770004,1017700,122.332355
2014-12-12,131.369995,132.240005,130.610001,130.649994,687000,121.292563
2014-12-15,131.089996,131.259995,128.690002,128.929993,1231400,119.695752
2014-12-16,128.960007,130.729996,128.350006,128.820007,1003100,119.593644
2014-12-17,129.229996,132.179993,128.820007,131.990005,781100,122.5366
2014-12-18,132.979996,134.119995,132.139999,134.100006,859600,124.495478
2014-12-19,134.789993,134.839996,132.660004,133.710007,1392800,124.133411
2014-12-22,134.039993,135.839996,133.710007,135.770004,741600,126.045867
2014-12-23,135.839996,136.539993,135.380005,136.279999,797600,126.519335
2014-12-24,136.559998,137.149994,134.919998,135.179993,360500,125.498113
2014-12-26,135.160004,136.029999,135.119995,135.289993,528300,125.600235
2014-12-29,131.25,131.550003,129.899994,130.75,700700,126.188959
2014-12-30,130.949997,131.929993,130.119995,131.020004,550400,126.449545
2014-12-31,131.570007,132.369995,128.490005,128.690002,1107500,124.200822
2015-01-02,129.339996,131.460007,129.289993,131.259995,612000,126.681163
2015-01-05,131.850006,132.679993,131.059998,132.449997,892500,127.829654
2015-01-06,132.910004,135.240005,132.729996,135.020004,1636600,130.31001
2015-01-07,135.440002,137.039993,134.330002,136.529999,999200,131.76733
2015-01-08,137.009995,137.880005,136.139999,137.080002,937400,132.298147
2015-01-09,137.380005,138.520004,136.360001,137.770004,664900,132.96408
2015-01-12,138.070007,138.690002,137.660004,138.339996,739100,133.514188
2015-01-13,138.779999,139.779999,137.179993,138.039993,611900,133.224651
2015-01-14,137.429993,139.770004,136.389999,139.660004,1043900,134.788149
